School_Label,ID_Position,ID_Race,CIPFamily,CIPFamilyTitle,Variable,Value,Percentage_School_Position_Race
Nebraska,CB,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.25
Nebraska,CB,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.125
Nebraska,CB,AA,45,SOCIAL SCIENCES.,College Major,2,0.25
Nebraska,CB,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.125
Nebraska,CB,AA,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,1,0.125
Nebraska,CB,C,3,NATURAL RESOURCES AND CONSERVATION.,College Major,1,0.166666667
Nebraska,CB,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.166666667
Nebraska,CB,C,14,ENGINEERING.,College Major,1,0.166666667
Nebraska,CB,C,42,PSYCHOLOGY.,College Major,1,0.166666667
Nebraska,CB,C,30,MULTI/INTERDISCIPLINARY STUDIES.,College Major,1,0.166666667
Nebraska,CB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.166666667
Nebraska,CB,H,42,PSYCHOLOGY.,College Major,1,1
Nebraska,DB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,1
Nebraska,DE,AA,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,1,0.333333333
Nebraska,DE,AA,45,SOCIAL SCIENCES.,College Major,1,0.333333333
Nebraska,DE,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.333333333
Nebraska,DE,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,1
Nebraska,DT,AA,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",College Major,1,0.25
Nebraska,DT,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.25
Nebraska,DT,AA,42,PSYCHOLOGY.,College Major,1,0.25
Nebraska,DT,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.25
Nebraska,DT,C,13,EDUCATION.,College Major,1,0.25
Nebraska,DT,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.5
Nebraska,DT,C,45,SOCIAL SCIENCES.,College Major,1,0.25
Nebraska,DT,H,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,1
Nebraska,FB,AA,45,SOCIAL SCIENCES.,College Major,1,1
Nebraska,FB,C,45,SOCIAL SCIENCES.,College Major,1,0.5
Nebraska,FB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Nebraska,LB,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.5
Nebraska,LB,AA,45,SOCIAL SCIENCES.,College Major,1,0.25
Nebraska,LB,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.25
Nebraska,LB,C,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",College Major,1,0.111111111
Nebraska,LB,C,14,ENGINEERING.,College Major,1,0.111111111
Nebraska,LB,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.222222222
Nebraska,LB,C,30,MULTI/INTERDISCIPLINARY STUDIES.,College Major,1,0.111111111
Nebraska,LB,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.111111111
Nebraska,LB,C,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,1,0.111111111
Nebraska,LB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.222222222
Nebraska,LS,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.5
Nebraska,LS,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Nebraska,OL,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,1
Nebraska,OL,AS,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,1
Nebraska,OL,C,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",College Major,1,0.052631579
Nebraska,OL,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,2,0.105263158
Nebraska,OL,C,13,EDUCATION.,College Major,1,0.052631579
Nebraska,OL,C,14,ENGINEERING.,College Major,1,0.052631579
Nebraska,OL,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,5,0.263157895
Nebraska,OL,C,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,2,0.105263158
Nebraska,OL,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.052631579
Nebraska,OL,C,54,HISTORY.,College Major,1,0.052631579
Nebraska,OL,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,5,0.263157895
Nebraska,OL,H,45,SOCIAL SCIENCES.,College Major,1,1
Nebraska,P,C,13,EDUCATION.,College Major,1,1
Nebraska,PK,C,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",College Major,1,0.5
Nebraska,PK,C,13,EDUCATION.,College Major,1,0.5
Nebraska,QB,AA,45,SOCIAL SCIENCES.,College Major,1,0.5
Nebraska,QB,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Nebraska,QB,C,45,SOCIAL SCIENCES.,College Major,1,1
Nebraska,RB,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,1
Nebraska,RB,C,54,HISTORY.,College Major,1,1
Nebraska,S,AA,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",College Major,2,0.5
Nebraska,S,AA,14,ENGINEERING.,College Major,1,0.25
Nebraska,S,AA,45,SOCIAL SCIENCES.,College Major,1,0.25
Nebraska,S,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.5
Nebraska,S,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Nebraska,TE,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,1
Nebraska,TE,C,14,ENGINEERING.,College Major,1,0.166666667
Nebraska,TE,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.333333333
Nebraska,TE,C,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.166666667
Nebraska,TE,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.333333333
Nebraska,WR,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.25
Nebraska,WR,AA,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,1,0.25
Nebraska,WR,AA,45,SOCIAL SCIENCES.,College Major,2,0.5
Nebraska,WR,C,3,NATURAL RESOURCES AND CONSERVATION.,College Major,1,0.125
Nebraska,WR,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,2,0.25
Nebraska,WR,C,13,EDUCATION.,College Major,1,0.125
Nebraska,WR,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.125
Nebraska,WR,C,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.125
Nebraska,WR,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.25
Northern Illinois,CB,AA,14,ENGINEERING.,College Major,1,0.111111111
Northern Illinois,CB,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.222222222
Northern Illinois,CB,AA,45,SOCIAL SCIENCES.,College Major,5,0.555555556
Northern Illinois,CB,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.111111111
Northern Illinois,DE,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,2,0.25
Northern Illinois,DE,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.25
Northern Illinois,DE,AA,42,PSYCHOLOGY.,College Major,1,0.125
Northern Illinois,DE,AA,45,SOCIAL SCIENCES.,College Major,1,0.125
Northern Illinois,DE,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.25
Northern Illinois,DE,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,1
Northern Illinois,DL,AA,45,SOCIAL SCIENCES.,College Major,1,1
Northern Illinois,DT,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.142857143
Northern Illinois,DT,AA,14,ENGINEERING.,College Major,1,0.142857143
Northern Illinois,DT,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.285714286
Northern Illinois,DT,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.142857143
Northern Illinois,DT,AA,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,1,0.142857143
Northern Illinois,DT,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.142857143
Northern Illinois,FB,AA,14,ENGINEERING.,College Major,1,1
Northern Illinois,FB,C,45,SOCIAL SCIENCES.,College Major,1,1
Northern Illinois,K,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.5
Northern Illinois,K,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Northern Illinois,LB,AA,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,College Major,1,0.2
Northern Illinois,LB,AA,45,SOCIAL SCIENCES.,College Major,1,0.2
Northern Illinois,LB,AA,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,1,0.2
Northern Illinois,LB,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.2
Northern Illinois,LB,AA,42,PSYCHOLOGY.,College Major,1,0.2
Northern Illinois,LB,C,13,EDUCATION.,College Major,1,0.25
Northern Illinois,LB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,3,0.75
Northern Illinois,LB,H,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,1
Northern Illinois,LS,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.5
Northern Illinois,LS,C,45,SOCIAL SCIENCES.,College Major,1,0.5
Northern Illinois,OC,C,14,ENGINEERING.,College Major,1,1
Northern Illinois,OL,AA,42,PSYCHOLOGY.,College Major,1,1
Northern Illinois,OL,C,14,ENGINEERING.,College Major,1,0.066666667
Northern Illinois,OL,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,3,0.2
Northern Illinois,OL,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.133333333
Northern Illinois,OL,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,7,0.466666667
Northern Illinois,OL,C,54,HISTORY.,College Major,2,0.133333333
Northern Illinois,OL,H,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,1
Northern Illinois,P,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.333333333
Northern Illinois,P,C,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.333333333
Northern Illinois,P,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.333333333
Northern Illinois,QB,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.4
Northern Illinois,QB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,3,0.6
Northern Illinois,RB,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.111111111
Northern Illinois,RB,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.222222222
Northern Illinois,RB,AA,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.111111111
Northern Illinois,RB,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.111111111
Northern Illinois,RB,AA,42,PSYCHOLOGY.,College Major,1,0.111111111
Northern Illinois,RB,AA,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,1,0.111111111
Northern Illinois,RB,AA,45,SOCIAL SCIENCES.,College Major,1,0.111111111
Northern Illinois,RB,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.111111111
Northern Illinois,S,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.333333333
Northern Illinois,S,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.333333333
Northern Illinois,S,AA,42,PSYCHOLOGY.,College Major,1,0.333333333
Northern Illinois,TE,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,1
Northern Illinois,TE,C,15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,College Major,1,0.2
Northern Illinois,TE,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.2
Northern Illinois,TE,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,3,0.6
Northern Illinois,WR,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.142857143
Northern Illinois,WR,AA,14,ENGINEERING.,College Major,1,0.142857143
Northern Illinois,WR,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.285714286
Northern Illinois,WR,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.285714286
Northern Illinois,WR,AA,45,SOCIAL SCIENCES.,College Major,1,0.142857143
Northern Illinois,WR,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.333333333
Northern Illinois,WR,C,14,ENGINEERING.,College Major,1,0.333333333
Northern Illinois,WR,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.333333333
Northwestern,CB,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,2,1
Northwestern,CB,C,45,SOCIAL SCIENCES.,College Major,2,1
Northwestern,DB,AA,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,1,0.142857143
Northwestern,DB,AA,38,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,1,0.142857143
Northwestern,DB,AA,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,1,0.142857143
Northwestern,DB,AA,45,SOCIAL SCIENCES.,College Major,4,0.571428571
Northwestern,DB,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.333333333
Northwestern,DB,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.333333333
Northwestern,DB,C,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.333333333
Northwestern,DL,AA,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",College Major,1,0.166666667
Northwestern,DL,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.166666667
Northwestern,DL,AA,42,PSYCHOLOGY.,College Major,1,0.166666667
Northwestern,DL,AA,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,1,0.166666667
Northwestern,DL,AA,38,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,1,0.166666667
Northwestern,DL,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.166666667
Northwestern,DL,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.142857143
Northwestern,DL,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,2,0.285714286
Northwestern,DL,C,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,1,0.142857143
Northwestern,DL,C,45,SOCIAL SCIENCES.,College Major,3,0.428571429
Northwestern,LB,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,2,0.333333333
Northwestern,LB,AA,45,SOCIAL SCIENCES.,College Major,2,0.333333333
Northwestern,LB,AA,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,1,0.166666667
Northwestern,LB,AA,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,1,0.166666667
Northwestern,LB,C,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,1,0.2
Northwestern,LB,C,14,ENGINEERING.,College Major,2,0.4
Northwestern,LB,C,45,SOCIAL SCIENCES.,College Major,1,0.2
Northwestern,LB,C,54,HISTORY.,College Major,1,0.2
Northwestern,LS,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.5
Northwestern,LS,C,45,SOCIAL SCIENCES.,College Major,1,0.5
Northwestern,OL,AS,54,HISTORY.,College Major,1,1
Northwestern,OL,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.066666667
Northwestern,OL,C,13,EDUCATION.,College Major,1,0.066666667
Northwestern,OL,C,14,ENGINEERING.,College Major,2,0.133333333
Northwestern,OL,C,42,PSYCHOLOGY.,College Major,1,0.066666667
Northwestern,OL,C,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,3,0.2
Northwestern,OL,C,45,SOCIAL SCIENCES.,College Major,6,0.4
Northwestern,OL,C,54,HISTORY.,College Major,1,0.066666667
Northwestern,P,C,14,ENGINEERING.,College Major,3,0.75
Northwestern,P,C,45,SOCIAL SCIENCES.,College Major,1,0.25
Northwestern,PK,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.333333333
Northwestern,PK,C,14,ENGINEERING.,College Major,1,0.333333333
Northwestern,PK,C,45,SOCIAL SCIENCES.,College Major,1,0.333333333
Northwestern,QB,AA,42,PSYCHOLOGY.,College Major,1,1
Northwestern,QB,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.25
Northwestern,QB,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.25
Northwestern,QB,C,45,SOCIAL SCIENCES.,College Major,1,0.25
Northwestern,QB,C,54,HISTORY.,College Major,1,0.25
Northwestern,RB,AA,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,1,0.25
Northwestern,RB,AA,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,1,0.25
Northwestern,RB,AA,45,SOCIAL SCIENCES.,College Major,2,0.5
Northwestern,RB,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,3,0.333333333
Northwestern,RB,C,14,ENGINEERING.,College Major,1,0.111111111
Northwestern,RB,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.111111111
Northwestern,RB,C,44,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,1,0.111111111
Northwestern,RB,C,45,SOCIAL SCIENCES.,College Major,3,0.333333333
Northwestern,S,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,2,0.666666667
Northwestern,S,AA,14,ENGINEERING.,College Major,1,0.333333333
Northwestern,S,C,45,SOCIAL SCIENCES.,College Major,1,1
Northwestern,WR,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,2,0.25
Northwestern,WR,AA,45,SOCIAL SCIENCES.,College Major,2,0.25
Northwestern,WR,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.125
Northwestern,WR,AA,42,PSYCHOLOGY.,College Major,2,0.25
Northwestern,WR,AA,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,1,0.125
Northwestern,WR,C,14,ENGINEERING.,College Major,1,0.2
Northwestern,WR,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.2
Northwestern,WR,C,45,SOCIAL SCIENCES.,College Major,3,0.6
Notre Dame,CB,AA,50,VISUAL AND PERFORMING ARTS.,College Major,1,1
Notre Dame,DE,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,1
Notre Dame,DE,H,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,1
Notre Dame,DE,PI,45,SOCIAL SCIENCES.,College Major,1,1
Notre Dame,K,C,45,SOCIAL SCIENCES.,College Major,1,1
Notre Dame,LB,AA,50,VISUAL AND PERFORMING ARTS.,College Major,1,1
Notre Dame,LB,C,50,VISUAL AND PERFORMING ARTS.,College Major,1,0.5
Notre Dame,LB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Notre Dame,LB,PI,50,VISUAL AND PERFORMING ARTS.,College Major,1,1
Notre Dame,LS,C,45,SOCIAL SCIENCES.,College Major,1,1
Notre Dame,NT,AA,50,VISUAL AND PERFORMING ARTS.,College Major,1,0.5
Notre Dame,NT,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Notre Dame,NT,PI,45,SOCIAL SCIENCES.,College Major,1,1
Notre Dame,OC,C,42,PSYCHOLOGY.,College Major,1,0.5
Notre Dame,OC,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Notre Dame,OG,C,50,VISUAL AND PERFORMING ARTS.,College Major,1,0.5
Notre Dame,OG,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Notre Dame,OL,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,1
Notre Dame,OLB,C,45,SOCIAL SCIENCES.,College Major,1,1
Notre Dame,OT,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,1
Notre Dame,P,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,1
Notre Dame,QB,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.5
Notre Dame,QB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Notre Dame,RB,AA,50,VISUAL AND PERFORMING ARTS.,College Major,2,1
Notre Dame,RB,C,42,PSYCHOLOGY.,College Major,1,1
Notre Dame,S,AA,50,VISUAL AND PERFORMING ARTS.,College Major,2,1
Notre Dame,S,C,50,VISUAL AND PERFORMING ARTS.,College Major,1,0.333333333
Notre Dame,S,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.666666667
Notre Dame,TE,C,50,VISUAL AND PERFORMING ARTS.,College Major,1,0.333333333
Notre Dame,TE,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.666666667
Notre Dame,WR,AA,50,VISUAL AND PERFORMING ARTS.,College Major,1,0.5
Notre Dame,WR,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Notre Dame,WR,C,50,VISUAL AND PERFORMING ARTS.,College Major,1,0.333333333
Notre Dame,WR,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.666666667
Ohio State,CB,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.333333333
Ohio State,CB,AA,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,2,0.666666667
Ohio State,DB,AA,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",College Major,1,0.142857143
Ohio State,DB,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,2,0.285714286
Ohio State,DB,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.142857143
Ohio State,DB,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.142857143
Ohio State,DB,AA,45,SOCIAL SCIENCES.,College Major,2,0.285714286
Ohio State,DB,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.333333333
Ohio State,DB,C,13,EDUCATION.,College Major,1,0.333333333
Ohio State,DB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.333333333
Ohio State,DL,AA,14,ENGINEERING.,College Major,1,0.166666667
Ohio State,DL,AA,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,1,0.166666667
Ohio State,DL,AA,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,College Major,1,0.166666667
Ohio State,DL,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.166666667
Ohio State,DL,AA,45,SOCIAL SCIENCES.,College Major,1,0.166666667
Ohio State,DL,AA,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.166666667
Ohio State,DL,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.25
Ohio State,DL,C,45,SOCIAL SCIENCES.,College Major,1,0.25
Ohio State,DL,C,14,ENGINEERING.,College Major,1,0.25
Ohio State,DL,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.25
Ohio State,K,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,2,0.5
