ID_Sport,ID_School,Season,Number,Player,First_Name,Last_Name,Position,Height,Weight,Year,Experience,Hometown/Prior_School,Player_URL,Photo_URL
FBALL,UF,2005-2006,82,Louis Murphy,Louis,Murphy,WR,6/3/13,190,FR,HS,St. Petersburg/Lakewood,http://www.gatorzone.com/football/bios.php?sub=team&bio=murphy.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=murphy.html
FBALL,UF,2005-2006,83,David Nelson,David,Nelson,WR,5/9/13,186,FR,HS,"Wichita Falls, Texas/Rider",http://www.gatorzone.com/football/bios.php?sub=team&bio=nelson.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=nelson.html
FBALL,UF,2005-2006,83,Anthony Scott,Anthony,Scott,WR,6/5/13,180,JR,TR,Daytona Beach/Atlantic/Daytona Beach CC,http://www.gatorzone.com/football/bios.php?sub=team&bio=scott_anthony.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=scott_anthony.html
FBALL,UF,2005-2006,84,Tate Casey,Tate,Casey,TE,6/6/13,242,SO,1L,"Longview, Texas/Longview",http://www.gatorzone.com/football/bios.php?sub=team&bio=casey.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=casey.html
FBALL,UF,2005-2006,85,Andrew Fritze,Andrew,Fritze,K,6/2/13,173,FR,HS,Ponce Inlet/Father Lopez,http://www.gatorzone.com/football/bios.php?sub=team&bio=fritze.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=fritze.html
FBALL,UF,2005-2006,85,MacKenzie Pierre,MacKenzie,Pierre,DE,6/3/13,255,JR,SQ,Miami/Booker T. Washington,http://www.gatorzone.com/football/bios.php?sub=team&bio=pierre.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=pierre.html
FBALL,UF,2005-2006,87,Jimmy Newmeyer,Jimmy,Newmeyer,WR,6/1/00,210,SR,SQ,Miami/Belen Jesuit,http://www.gatorzone.com/football/bios.php?sub=team&bio=newmeyer.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=newmeyer.html
FBALL,UF,2005-2006,88,Cam Brewer,Cam,Brewer,WR,5/7/13,163,FR,HS,Gainesville/P.K. Yonge,http://www.gatorzone.com/football/bios.php?sub=team&bio=brewer.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=brewer.html
FBALL,UF,2005-2006,89,Markell Thompson,Markell,Thompson,TE,6/6/13,265,SR,1L,"Milwaukee, Wisc./Dominican/Southwest Miss. JC",http://www.gatorzone.com/football/bios.php?sub=team&bio=thompson.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=thompson.html
FBALL,UF,2005-2006,91,Derrick Harvey,Derrick,Harvey,DL,6/4/13,260,RFR,SQ,"Greenbelt, Md./Roosevelt",http://www.gatorzone.com/football/bios.php?sub=team&bio=harvey.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=harvey.html
FBALL,UF,2005-2006,92,Bobby Kane,Bobby,Kane,K,6/1/00,170,FR,HS,Coconut Creek/Coconut Creek,http://www.gatorzone.com/football/bios.php?sub=team&bio=kane.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=kane.html
FBALL,UF,2005-2006,93,Steven Harris,Steven,Harris,DL,6/4/13,281,JR,2L,Miami/Coral Gables,http://www.gatorzone.com/football/bios.php?sub=team&bio=harris_s.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=harris_s.html
FBALL,UF,2005-2006,94,Jarvis Moss,Jarvis,Moss,DE,6/6/13,223,SO,SQ,"Denton, Texas/Ryan",http://www.gatorzone.com/football/bios.php?sub=team&bio=moss.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=moss.html
FBALL,UF,2005-2006,95,Ray McDonald,Ray,McDonald,DE,6/3/13,285,JR,2L,Belle Glade/Glades Central,http://www.gatorzone.com/football/bios.php?sub=team&bio=mcdonald.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=mcdonald.html
FBALL,UF,2005-2006,97,Nick Fleming,Nick,Fleming,P,6/1/00,205,SR,SQ,"Kirkwood, Mo./Kirkwood",http://www.gatorzone.com/football/bios.php?sub=team&bio=fleming_n.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=fleming_n.html
FBALL,UF,2005-2006,98,Joseph Ijjas,Joseph,Ijjas,K,6/2/13,190,RSO,SQ,"Clearwater, Fla./Clearwater Central Catholic High School",http://www.gatorzone.com/football/bios.php?sub=team&bio=ijas.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=ijas.html
FBALL,UF,2005-2006,98,Clint McMillan,Clint,McMillan,DT,6/1/13,282,SO,1L,Oviedo/Oviedo,http://www.gatorzone.com/football/bios.php?sub=team&bio=mcmillan.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=mcmillan.html
FBALL,UF,2005-2006,99,Lutrell Alford,Lutrell,Alford,DL,6/2/13,290,SO,TR,Gainesville/Eastside,http://www.gatorzone.com/football/bios.php?sub=team&bio=alford.html,http://www.gatorzone.com/football/bios.php?year=2005&sub=team&bio=alford.html
FBALL,UF,2006-2007,99,Lutrell Alford,Lutrell,Alford,DL,6/2/13,292,JR,1L,Gainesville/Eastside/Furman,http://gatorzone.com/football/bios.php?&player_id=1,http://gatorzone.com/football/bios.php?year=2006&player_id=1
FBALL,UF,2006-2007,37,Markihe Anderson,Markihe,Anderson,CB,5/9/13,175,FR,HS,"Fort Myers, Fla./Dunbar",http://gatorzone.com/football/bios.php?&player_id=2,http://gatorzone.com/football/bios.php?year=2006&player_id=2
FBALL,UF,2006-2007,47,Brandon Antwine,Brandon,Antwine,DT,6/1/00,278,FR,HS,"Garland, Texas/Garland",http://gatorzone.com/football/bios.php?&player_id=3,http://gatorzone.com/football/bios.php?year=2006&player_id=3
FBALL,UF,2006-2007,81,Dallas Baker,Dallas,Baker,WR,6/3/13,207,RSR,3L,New Smyrna Beach/New Smyrna Beach,http://gatorzone.com/football/bios.php?&player_id=4,http://gatorzone.com/football/bios.php?year=2006&player_id=4
FBALL,UF,2006-2007,89,Derek Baldry,Derek,Baldry,TE,6/4/13,262,RSO,HS,Gainesville/Gainesville/Santa Fe C.C.,http://gatorzone.com/football/bios.php?&player_id=5,http://gatorzone.com/football/bios.php?year=2006&player_id=5
FBALL,UF,2006-2007,68,Jim Barrie,Jim,Barrie,OL,6/5/13,282,FR,HS,"Tampa, Fla./Berkeley Preparatory",http://gatorzone.com/football/bios.php?&player_id=6,http://gatorzone.com/football/bios.php?year=2006&player_id=6
FBALL,UF,2006-2007,54,Roderick Blackett,Roderick,Blackett,LB,5/8/13,217,RFR,SQ,Pompano Beach/Blanche Ely,http://gatorzone.com/football/bios.php?&player_id=7,http://gatorzone.com/football/bios.php?year=2006&player_id=7
FBALL,UF,2006-2007,14,Andrew Blaylock,Andrew,Blaylock,QB,6/1/13,190,FR,HS,"Durham, N.C./Charles E. Jordan",http://gatorzone.com/football/bios.php?&player_id=106,http://gatorzone.com/football/bios.php?year=2006&player_id=106
FBALL,UF,2006-2007,17,Nyan Boateng,Nyan,Boateng,WR,6/1/13,204,SO,1L,"Brooklyn, N.Y./Abraham Lincoln",http://gatorzone.com/football/bios.php?&player_id=9,http://gatorzone.com/football/bios.php?year=2006&player_id=9
FBALL,UF,2006-2007,88,Cam Brewer,Cam,Brewer,WR,5/9/13,174,SO,SQ,Gainesville/P.K. Yonge,http://gatorzone.com/football/bios.php?&player_id=10,http://gatorzone.com/football/bios.php?year=2006&player_id=10
FBALL,UF,2006-2007,36,Nick Brooks,Nick,Brooks,CB,6/1/00,206,RSR,1L,"Warner Robins, Ga./Northside",http://gatorzone.com/football/bios.php?&player_id=11,http://gatorzone.com/football/bios.php?year=2006&player_id=11
FBALL,UF,2006-2007,5,Andre Caldwell,Andre,Caldwell,WR,6/1/13,203,RJR,3L,Tampa/Jefferson,http://gatorzone.com/football/bios.php?&player_id=12,http://gatorzone.com/football/bios.php?year=2006&player_id=12
FBALL,UF,2006-2007,42,Miguel Carodine,Miguel,Carodine,DB,6/1/00,187,FR,HS,Gainesville/P.K Yonge,http://gatorzone.com/football/bios.php?&player_id=107,http://gatorzone.com/football/bios.php?year=2006&player_id=107
FBALL,UF,2006-2007,17,Curtis Carr,Curtis,Carr,S,5/10/13,175,SO,SQ,Gainesville/Naval Academy Prep,http://gatorzone.com/football/bios.php?&player_id=14,http://gatorzone.com/football/bios.php?year=2006&player_id=14
FBALL,UF,2006-2007,84,Tate Casey,Tate,Casey,TE,6/7/13,240,JR,2L,"Longview, Texas/Longview",http://gatorzone.com/football/bios.php?&player_id=15,http://gatorzone.com/football/bios.php?year=2006&player_id=15
FBALL,UF,2006-2007,78,Simon Codrington,Simon,Codrington,OL,6/6/13,300,RFR,SQ,Miami/South Miami,http://gatorzone.com/football/bios.php?&player_id=16,http://gatorzone.com/football/bios.php?year=2006&player_id=16
FBALL,UF,2006-2007,20,Joe Cohen,Joe,Cohen,DT,6/2/13,296,SR,3L,Melbourne/Palm Bay,http://gatorzone.com/football/bios.php?&player_id=17,http://gatorzone.com/football/bios.php?year=2006&player_id=17
FBALL,UF,2006-2007,27,Telly Concepcion,Telly,Concepcion,DB,5/6/13,153,RSO,HS,Tampa/C. Leon,http://gatorzone.com/football/bios.php?&player_id=18,http://gatorzone.com/football/bios.php?year=2006&player_id=18
FBALL,UF,2006-2007,86,Riley Cooper,Riley,Cooper,WR,6/3/13,206,FR,HS,"Clearwater, Fla./Central Catholic",http://gatorzone.com/football/bios.php?&player_id=19,http://gatorzone.com/football/bios.php?year=2006&player_id=19
FBALL,UF,2006-2007,6,Jemalle Cornelius,Jemalle,Cornelius,WR,5/11/13,185,RSR,3L,Fort Meade/Fort Meade,http://gatorzone.com/football/bios.php?&player_id=20,http://gatorzone.com/football/bios.php?year=2006&player_id=20
FBALL,UF,2006-2007,13,Brian Crum,Brian,Crum,LB,6/3/13,235,RSR,2L,"Woodbine, Ga./Camden County",http://gatorzone.com/football/bios.php?&player_id=21,http://gatorzone.com/football/bios.php?year=2006&player_id=21
FBALL,UF,2006-2007,49,Jermaine Cunningham,Jermaine,Cunningham,DE,6/4/13,225,FR,HS,"Stone Mountain, Ga./Stephenson",http://gatorzone.com/football/bios.php?&player_id=22,http://gatorzone.com/football/bios.php?year=2006&player_id=22
FBALL,UF,2006-2007,24,John Curtis,John,Curtis,S,6/2/13,205,RSO,SQ,Rockledge/Cocoa Beach,http://gatorzone.com/football/bios.php?&player_id=23,http://gatorzone.com/football/bios.php?year=2006&player_id=23
FBALL,UF,2006-2007,55,Jon Demps,Jon,Demps,LB,6/4/13,230,SO,1L,Pensacola/Washington,http://gatorzone.com/football/bios.php?&player_id=24,http://gatorzone.com/football/bios.php?year=2006&player_id=24
FBALL,UF,2006-2007,53,Jamaal Deveaux,Jamaal,Deveaux,LB,6/1/00,227,RFR,SQ,Port St. Lucie/Centennial,http://gatorzone.com/football/bios.php?&player_id=25,http://gatorzone.com/football/bios.php?year=2006&player_id=25
FBALL,UF,2006-2007,32,Dustin Doe,Dustin,Doe,LB,6/1/00,215,FR,HS,"Jasper, Fla./Live Oak Suwannee",http://gatorzone.com/football/bios.php?&player_id=26,http://gatorzone.com/football/bios.php?year=2006&player_id=26
FBALL,UF,2006-2007,48,Javier Estopinan,Javier,Estopinan,DL,6/2/13,278,RSO,1L,Miami/South Miami,http://gatorzone.com/football/bios.php?&player_id=27,http://gatorzone.com/football/bios.php?year=2006&player_id=27
FBALL,UF,2006-2007,30,Earl Everett,Earl,Everett,LB,6/3/13,234,SR,3L,Webster/South Sumter,http://gatorzone.com/football/bios.php?&player_id=28,http://gatorzone.com/football/bios.php?year=2006&player_id=28
FBALL,UF,2006-2007,59,John Fairbanks,John,Fairbanks,DL,6/4/13,260,FR,HS,"Celebration, Fla./Corona Del Mar",http://gatorzone.com/football/bios.php?&player_id=108,http://gatorzone.com/football/bios.php?year=2006&player_id=108
FBALL,UF,2006-2007,11,Jarred Fayson,Jarred,Fayson,WR,6/1/00,200,FR,HS,"Tampa, Fla./Hillsborough",http://gatorzone.com/football/bios.php?&player_id=29,http://gatorzone.com/football/bios.php?year=2006&player_id=29
FBALL,UF,2006-2007,85,Andrew Fritze,Andrew,Fritze,K,6/1/00,186,RFR,SQ,Ponce Inlet/Father Lopez,http://gatorzone.com/football/bios.php?&player_id=30,http://gatorzone.com/football/bios.php?year=2006&player_id=30
FBALL,UF,2006-2007,76,Marcus Gilbert,Marcus,Gilbert,OL,6/6/13,298,FR,HS,"Fort Lauderdale, Fla./St. Thomas Aquinas",http://gatorzone.com/football/bios.php?&player_id=31,http://gatorzone.com/football/bios.php?year=2006&player_id=31
FBALL,UF,2006-2007,52,Darryl Gresham Jr.,Darryl,Gresham Jr.,DE,6/3/13,255,RFR,SQ,"Roanoke, Va./William Fleming",http://gatorzone.com/football/bios.php?&player_id=32,http://gatorzone.com/football/bios.php?year=2006&player_id=32
FBALL,UF,2006-2007,4,Mark Guandolo,Mark,Guandolo,QB,5/8/13,168,FR,HS,"Hollywood, Fla./Chaminade",http://gatorzone.com/football/bios.php?&player_id=109,http://gatorzone.com/football/bios.php?year=2006&player_id=109
FBALL,UF,2006-2007,3,Michael Guilford,Michael,Guilford,QB,6/1/00,181,FR,HS,"Quincy, Fla./Blountstown",http://gatorzone.com/football/bios.php?&player_id=110,http://gatorzone.com/football/bios.php?year=2006&player_id=110
FBALL,UF,2006-2007,93,Steven Harris,Steven,Harris,DT,6/5/13,285,RSR,3L,Miami/Coral Gables,http://gatorzone.com/football/bios.php?&player_id=33,http://gatorzone.com/football/bios.php?year=2006&player_id=33
FBALL,UF,2006-2007,91,Derrick Harvey,Derrick,Harvey,DE,6/5/13,262,RSO,1L,"Greenbelt, Md./Roosevelt",http://gatorzone.com/football/bios.php?&player_id=34,http://gatorzone.com/football/bios.php?year=2006&player_id=34
FBALL,UF,2006-2007,8,Percy Harvin,Percy,Harvin,WR,5/11/13,180,FR,HS,"Virginia Beach, Va./Landstown",http://gatorzone.com/football/bios.php?&player_id=35,http://gatorzone.com/football/bios.php?year=2006&player_id=35
FBALL,UF,2006-2007,69,Eddie Haupt,Eddie,Haupt,OL,6/4/13,295,RFR,SQ,Merritt Island/Merritt Island,http://gatorzone.com/football/bios.php?&player_id=36,http://gatorzone.com/football/bios.php?year=2006&player_id=36
FBALL,UF,2006-2007,39,Chris Hetland,Chris,Hetland,K,6/1/00,186,RSR,1L,"Leesburg, Ga./Lee County",http://gatorzone.com/football/bios.php?&player_id=37,http://gatorzone.com/football/bios.php?year=2006&player_id=37
FBALL,UF,2006-2007,65,Brad Hiers,Brad,Hiers,OL,6/6/13,285,RFR,SQ,Bartow/Bartow,http://gatorzone.com/football/bios.php?&player_id=38,http://gatorzone.com/football/bios.php?year=2006&player_id=38
FBALL,UF,2006-2007,37,Tim Higgins,Tim,Higgins,WR,5/7/13,172,SR,SQ,"Northville, Mich./Northville",http://gatorzone.com/football/bios.php?&player_id=39,http://gatorzone.com/football/bios.php?year=2006&player_id=39
FBALL,UF,2006-2007,71,Corey Hobbs,Corey,Hobbs,OL,6/3/13,320,FR,HS,"Oviedo, Fla./Oviedo",http://gatorzone.com/football/bios.php?&player_id=40,http://gatorzone.com/football/bios.php?year=2006&player_id=40
FBALL,UF,2006-2007,23,Cade Holliday,Cade,Holliday,WR,5/11/13,186,RFR,SQ,Gainesville/Green Hope (N.C.),http://gatorzone.com/football/bios.php?&player_id=41,http://gatorzone.com/football/bios.php?year=2006&player_id=41
FBALL,UF,2006-2007,7,Jamar Hornsby,Jamar,Hornsby,S,6/2/13,192,FR,HS,"Jacksonville, Fla./Sandalwood",http://gatorzone.com/football/bios.php?&player_id=42,http://gatorzone.com/football/bios.php?year=2006&player_id=42
FBALL,UF,2006-2007,45,Bo Howard,Bo,Howard,FB,5/10/13,221,FR,HS,"Ponte Vedra Beach, Fla./Nease",http://gatorzone.com/football/bios.php?&player_id=111,http://gatorzone.com/football/bios.php?year=2006&player_id=111
FBALL,UF,2006-2007,74,Maurice Hurt,Maurice,Hurt,OL,6/3/13,309,FR,HS,"Milledgeville, Ga./Baldwin",http://gatorzone.com/football/bios.php?&player_id=43,http://gatorzone.com/football/bios.php?year=2006&player_id=43
FBALL,UF,2006-2007,98,Joey Ijjas,Joey,Ijjas,K,6/2/13,204,RJR,SQ,Clearwater/Central Catholic/East Carolina,http://gatorzone.com/football/bios.php?&player_id=44,http://gatorzone.com/football/bios.php?year=2006&player_id=44
FBALL,UF,2006-2007,7,Cornelius Ingram,Cornelius,Ingram,TE,6/4/13,225,RSO,1L,Hawthorne/Hawthorne,http://gatorzone.com/football/bios.php?&player_id=45,http://gatorzone.com/football/bios.php?year=2006&player_id=45
FBALL,UF,2006-2007,3,Kyle Jackson,Kyle,Jackson,S,6/1/13,200,JR,2L,Neptune Beach/Fletcher,http://gatorzone.com/football/bios.php?&player_id=46,http://gatorzone.com/football/bios.php?year=2006&player_id=46
FBALL,UF,2006-2007,25,Brandon James,Brandon,James,RB,5/7/13,180,FR,HS,"St. Augustine, Fla./St. Augustine",http://gatorzone.com/football/bios.php?&player_id=47,http://gatorzone.com/football/bios.php?year=2006&player_id=47
FBALL,UF,2006-2007,57,Carl Johnson,Carl,Johnson,OL,6/5/13,328,FR,HS,"Durham, N.C./Southern",http://gatorzone.com/football/bios.php?&player_id=49,http://gatorzone.com/football/bios.php?year=2006&player_id=49
FBALL,UF,2006-2007,49,Andrew Johnson,Andrew,Johnson,FB,6/1/00,237,RFR,SQ,Parkland/St. Thomas Aquinas,http://gatorzone.com/football/bios.php?&player_id=48,http://gatorzone.com/football/bios.php?year=2006&player_id=48
FBALL,UF,2006-2007,19,Tony Joiner,Tony,Joiner,S,6/1/00,208,JR,2L,Haines City/Haines City,http://gatorzone.com/football/bios.php?&player_id=50,http://gatorzone.com/football/bios.php?year=2006&player_id=50
FBALL,UF,2006-2007,16,A.J. Jones,A.J.,Jones,LB,6/2/13,200,FR,HS,"Tampa, Fla./Middleton",http://gatorzone.com/football/bios.php?&player_id=51,http://gatorzone.com/football/bios.php?year=2006&player_id=51
FBALL,UF,2006-2007,92,Bobby Kane,Bobby,Kane,K,6/1/00,187,RFR,SQ,Coconut Creek/Coconut Creek,http://gatorzone.com/football/bios.php?&player_id=52,http://gatorzone.com/football/bios.php?year=2006&player_id=52
FBALL,UF,2006-2007,42,Billy Latsko,Billy,Latsko,HB,5/10/13,232,RSR,3L,Gainesville/Buchholz,http://gatorzone.com/football/bios.php?&player_id=54,http://gatorzone.com/football/bios.php?year=2006&player_id=54
FBALL,UF,2006-2007,12,Chris Leak,Chris,Leak,QB,6/1/00,207,SR,3L,"Charlotte, N.C./Independence",http://gatorzone.com/football/bios.php?&player_id=55,http://gatorzone.com/football/bios.php?year=2006&player_id=55
FBALL,UF,2006-2007,22,Reggie Lewis,Reggie,Lewis,CB,5/10/13,196,RSR,3L,Jacksonville/First Coast,http://gatorzone.com/football/bios.php?&player_id=56,http://gatorzone.com/football/bios.php?year=2006&player_id=56
FBALL,UF,2006-2007,2,Markus Manson,Markus,Manson,RB,6/1/00,210,RSO,1L,"Tuscaloosa, Ala./Hillcrest",http://gatorzone.com/football/bios.php?&player_id=57,http://gatorzone.com/football/bios.php?year=2006&player_id=57
FBALL,UF,2006-2007,90,Lawrence Marsh,Lawrence,Marsh,DE,6/5/13,275,FR,HS,"Augusta, Ga./Josey",http://gatorzone.com/football/bios.php?&player_id=58,http://gatorzone.com/football/bios.php?year=2006&player_id=58
FBALL,UF,2006-2007,18,Tremaine McCollum,Tremaine,McCollum,CB,5/8/13,175,RSR,2L,Miami/Southridge,http://gatorzone.com/football/bios.php?&player_id=60,http://gatorzone.com/football/bios.php?year=2006&player_id=60
FBALL,UF,2006-2007,26,Jermaine McCollum,Jermaine,McCollum,CB,5/9/13,185,RSR,3L,Miami/Southridge,http://gatorzone.com/football/bios.php?&player_id=59,http://gatorzone.com/football/bios.php?year=2006&player_id=59
FBALL,UF,2006-2007,95,Ray McDonald,Ray,McDonald,DE,6/3/13,280,RSR,3L,Belle Glade/Glades Central,http://gatorzone.com/football/bios.php?&player_id=61,http://gatorzone.com/football/bios.php?year=2006&player_id=61
FBALL,UF,2006-2007,98,Clint McMillan,Clint,McMillan,DT,6/1/13,285,RJR,2L,Oviedo/Oviedo,http://gatorzone.com/football/bios.php?&player_id=62,http://gatorzone.com/football/bios.php?year=2006&player_id=62
FBALL,UF,2006-2007,73,Carlton Medder,Carlton,Medder,OL,6/5/13,315,RJR,1L,Clermont/South Lake,http://gatorzone.com/football/bios.php?&player_id=63,http://gatorzone.com/football/bios.php?year=2006&player_id=63
FBALL,UF,2006-2007,67,Drew Miller,Drew,Miller,OL,6/5/13,305,JR,2L,Sarasota/Riverview,http://gatorzone.com/football/bios.php?&player_id=64,http://gatorzone.com/football/bios.php?year=2006&player_id=64
FBALL,UF,2006-2007,33,Kestahn Moore,Kestahn,Moore,RB,5/10/13,212,SO,1L,"Arlington, Texas/Mansfield Summit",http://gatorzone.com/football/bios.php?&player_id=65,http://gatorzone.com/football/bios.php?year=2006&player_id=65
FBALL,UF,2006-2007,94,Jarvis Moss,Jarvis,Moss,DE,6/6/13,251,RJR,1L,"Denton, Texas/Ryan",http://gatorzone.com/football/bios.php?&player_id=66,http://gatorzone.com/football/bios.php?year=2006&player_id=66
FBALL,UF,2006-2007,34,Dorian Munroe,Dorian,Munroe,S,5/11/13,200,RFR,SQ,Miami/Coral Reef,http://gatorzone.com/football/bios.php?&player_id=67,http://gatorzone.com/football/bios.php?year=2006&player_id=67
FBALL,UF,2006-2007,82,Louis Murphy,Louis,Murphy,WR,6/2/13,197,SO,1L,St. Petersburg/Lakewood,http://gatorzone.com/football/bios.php?&player_id=68,http://gatorzone.com/football/bios.php?year=2006&player_id=68
FBALL,UF,2006-2007,14,Eric Nappy,Eric,Nappy,K,5/11/13,182,RSR,SQ,Gainesville/Buchholz,http://gatorzone.com/football/bios.php?&player_id=69,http://gatorzone.com/football/bios.php?year=2006&player_id=69
FBALL,UF,2006-2007,1,Reggie Nelson,Reggie,Nelson,DB,6/1/13,193,JR,1L,Melbourne/Palm Bay/Coffeyville (Kan.) J.C.,http://gatorzone.com/football/bios.php?&player_id=71,http://gatorzone.com/football/bios.php?year=2006&player_id=71
FBALL,UF,2006-2007,83,David Nelson,David,Nelson,WR,6/5/13,206,RFR,SQ,"Wichita Falls, Texas/Rider",http://gatorzone.com/football/bios.php?&player_id=70,http://gatorzone.com/football/bios.php?year=2006&player_id=70
FBALL,UF,2006-2007,64,Kyle Newell,Kyle,Newell,OL,6/8/13,284,RFR,SQ,Tampa/Chamberlain,http://gatorzone.com/football/bios.php?&player_id=72,http://gatorzone.com/football/bios.php?year=2006&player_id=72
FBALL,UF,2006-2007,33,Moise Paul,Moise,Paul,CB,6/1/00,221,RJR,SQ,"Brooklyn, N.Y./New Utrecht/Northland C.C.",http://gatorzone.com/football/bios.php?&player_id=73,http://gatorzone.com/football/bios.php?year=2006&player_id=73
FBALL,UF,2006-2007,38,Jonathan Phillips,Jonathan,Phillips,K,5/10/13,197,SO,1L,Wellington/Wellington,http://gatorzone.com/football/bios.php?&player_id=74,http://gatorzone.com/football/bios.php?year=2006&player_id=74
FBALL,UF,2006-2007,4,Wondy Pierre-Louis,Wondy,Pierre-Louis,CB,6/1/13,185,FR,HS,"Naples, Fla./Lely",http://gatorzone.com/football/bios.php?&player_id=75,http://gatorzone.com/football/bios.php?year=2006&player_id=75
FBALL,UF,2006-2007,50,Chris Pintado,Chris,Pintado,LB,6/1/13,214,FR,HS,Miami/Miami Sunset,http://gatorzone.com/football/bios.php?&player_id=112,http://gatorzone.com/football/bios.php?year=2006&player_id=112
FBALL,UF,2006-2007,80,Trent Pupello,Trent,Pupello,TE,6/2/13,251,FR,HS,"Tampa, Fla./Jefferson",http://gatorzone.com/football/bios.php?&player_id=77,http://gatorzone.com/football/bios.php?year=2006&player_id=77
FBALL,UF,2006-2007,23,Jacques Rickerson,Jacques,Rickerson,CB,5/10/13,176,FR,HS,"St. Augustine, Fla./St. Augustine",http://gatorzone.com/football/bios.php?&player_id=78,http://gatorzone.com/football/bios.php?year=2006&player_id=78
FBALL,UF,2006-2007,79,Steve Rissler,Steve,Rissler,OL,6/3/13,306,SR,3L,Sarasota/Riverview,http://gatorzone.com/football/bios.php?&player_id=79,http://gatorzone.com/football/bios.php?year=2006&player_id=79
FBALL,UF,2006-2007,56,Darryon Robinson,Darryon,Robinson,LB,6/1/00,226,SR,SQ,Gainesville/Eastside,http://gatorzone.com/football/bios.php?&player_id=80,http://gatorzone.com/football/bios.php?year=2006&player_id=80
FBALL,UF,2006-2007,16,Butch Rowley,Butch,Rowley,LS/QB,6/1/13,200,RSO,SQ,Orlando/The First Academy/Utah,http://gatorzone.com/football/bios.php?&player_id=81,http://gatorzone.com/football/bios.php?year=2006&player_id=81
FBALL,UF,2006-2007,29,Eric Rutledge,Eric,Rutledge,HB,6/1/00,245,JR,2L,Gainesville/P.K. Yonge,http://gatorzone.com/football/bios.php?&player_id=82,http://gatorzone.com/football/bios.php?year=2006&player_id=82
FBALL,UF,2006-2007,92,Terron Sanders,Terron,Sanders,DT,6/1/13,315,FR,HS,"Bradenton, Fla./Southeast",http://gatorzone.com/football/bios.php?&player_id=83,http://gatorzone.com/football/bios.php?year=2006&player_id=83
FBALL,UF,2006-2007,61,Vernon Shelton,Vernon,Shelton,DL,6/1/00,255,RSO,SQ,Gainesville/P.K. Yonge,http://gatorzone.com/football/bios.php?&player_id=84,http://gatorzone.com/football/bios.php?year=2006&player_id=84
FBALL,UF,2006-2007,34,Lamont Sheppard,Lamont,Sheppard,CB,5/9/13,180,RSO,SQ,Jacksonville/Raines,http://gatorzone.com/football/bios.php?&player_id=85,http://gatorzone.com/football/bios.php?year=2006&player_id=85
FBALL,UF,2006-2007,40,Brandon Siler,Brandon,Siler,LB,6/2/13,235,JR,2L,Orlando/Orlando Evans,http://gatorzone.com/football/bios.php?&player_id=86,http://gatorzone.com/football/bios.php?year=2006&player_id=86
FBALL,UF,2006-2007,35,Eric Sledge,Eric,Sledge,LB,6/2/13,210,RFR,SQ,Apopka/Apopka,http://gatorzone.com/football/bios.php?&player_id=87,http://gatorzone.com/football/bios.php?year=2006&player_id=87
FBALL,UF,2006-2007,28,Ryan Smith,Ryan,Smith,CB,5/10/13,165,JR,TR,"Diamond Bar, Calif./Bishop Amat Memorial/Utah",http://gatorzone.com/football/bios.php?&player_id=114,http://gatorzone.com/football/bios.php?year=2006&player_id=114
FBALL,UF,2006-2007,43,James Smith,James,Smith,LS,6/1/13,233,RSO,1L,Gainesville/Buchholz,http://gatorzone.com/football/bios.php?&player_id=88,http://gatorzone.com/football/bios.php?year=2006&player_id=88
FBALL,UF,2006-2007,39,Joey Sorrentino,Joey,Sorrentino,WR,5/7/13,174,RFR,HS,Ocala/Trinity Catholic,http://gatorzone.com/football/bios.php?&player_id=89,http://gatorzone.com/football/bios.php?year=2006&player_id=89
FBALL,UF,2006-2007,51,Brandon Spikes,Brandon,Spikes,LB,6/3/13,240,FR,HS,"Shelby, N.C./Crest",http://gatorzone.com/football/bios.php?&player_id=90,http://gatorzone.com/football/bios.php?year=2006&player_id=90
FBALL,UF,2006-2007,41,Ryan Stamper,Ryan,Stamper,LB,6/2/13,226,RFR,SQ,Jacksonville/First Coast,http://gatorzone.com/football/bios.php?&player_id=91,http://gatorzone.com/football/bios.php?year=2006&player_id=91
