ID_School,ID_Sport,Season,Number,Player,First_Name,Last_Name,Position,Year,Height,Weight,Experience,Hometown/Prior_School,Player_URL
BAMA,FBALL,2008-2009,79,Drew Davis,Drew,Davis,Offensive Line,,6/7/13,300,,"Evergreen, Ala. (Sparta Academy)",http://www.rolltide.com/sports/m-footbl/mtt/davis_drew00.html
BAMA,FBALL,2008-2009,96,Luther Davis,Luther,Davis,Defensive Line,,6/3/13,299,,"West Monroe, La. (West Monroe)",http://www.rolltide.com/sports/m-footbl/mtt/davis_luther00.html
BAMA,FBALL,2008-2009,76,Marlon Davis,Marlon,Davis,Offensive Line,,6/2/13,300,,"Columbus, Ga. (Carver)",http://www.rolltide.com/sports/m-footbl/mtt/davis_marlon00.html
BAMA,FBALL,2008-2009,95,Brandon Deaderick,Brandon,Deaderick,Defensive Line,,6/4/13,287,,"Elizabethtown, Ky. (Elizabethtown)",http://www.rolltide.com/sports/m-footbl/mtt/deaderick_brandon00.html
BAMA,FBALL,2008-2009,60,Scott Deaton,Scott,Deaton,Offensive Line,,6/6/13,275,,"Birmingham, Ala. (Oak Mountain)",http://www.rolltide.com/sports/m-footbl/mtt/deaton_scott00.html
BAMA,FBALL,2008-2009,51,Michael DeJohn,Michael,DeJohn,Linebacker,,6/1/00,220,,"Hoover, Ala. (Hoover)",http://www.rolltide.com/sports/m-footbl/mtt/dejohn_michael00.html
BAMA,FBALL,2008-2009,85,Preston Dial,Preston,Dial,Tight End,,6/3/13,245,,"Mobile, Ala. (UMS-Wright)",http://www.rolltide.com/sports/m-footbl/mtt/dial_preston00.html
BAMA,FBALL,2008-2009,13,Robert Ezell,Robert,Ezell,Quarterback,,5/10/13,170,,Athens (Athens),http://www.rolltide.com/sports/m-footbl/mtt/ezell_robert01.html
BAMA,FBALL,2008-2009,98,Brandon Fanney,Brandon,Fanney,Linebacker/Offensive Line,,6/4/13,257,,"Morristown, Tenn. (Hargrave Military)",http://www.rolltide.com/sports/m-footbl/mtt/fanney_brandon00.html
BAMA,FBALL,2008-2009,97,P.J. Fitzgerald,P.J.,Fitzgerald,Punter,,5/11/13,198,,"Coral Springs, Fla. (Stoneman Douglas)",http://www.rolltide.com/sports/m-footbl/mtt/fitzgerald_pj00.html
BAMA,FBALL,2008-2009,81,Andrew Friedman,Andrew,Friedman,Kicker,,6/1/13,210,,"Fairhope, Ala. (UMS-Wright)",http://www.rolltide.com/sports/m-footbl/mtt/friedman_andrew00.html
BAMA,FBALL,2008-2009,95,Colin Gallagher,Colin,Gallagher,Kicker,,6/1/00,180,,"Atlanta, Ga. (Marist)",http://www.rolltide.com/sports/m-footbl/mtt/gallagher_colin00.html
BAMA,FBALL,2008-2009,58,Nick Gentry,Nick,Gentry,Defensive Line,,6/1/13,254,,"Prattville, Ala. (Prattville)",http://www.rolltide.com/sports/m-footbl/mtt/gentry_nick00.html
BAMA,FBALL,2008-2009,11,Brandon Gibson,Brandon,Gibson,Wide Receiver,,6/1/13,196,,Mobile (UMS-Wright),http://www.rolltide.com/sports/m-footbl/mtt/gibson_brandon01.html
BAMA,FBALL,2008-2009,6,Demetrius Goode,Demetrius,Goode,Runningback,,5/10/13,190,,"LaGrange, Ga. (Hargrave)",http://www.rolltide.com/sports/m-footbl/mtt/goode_demetrius01.html
BAMA,FBALL,2008-2009,29,Terry Grant,Terry,Grant,Running Back,,5/10/13,190,,"Lumberton, Miss. (Lumberton)",http://www.rolltide.com/sports/m-footbl/mtt/grant_terry00.html
BAMA,FBALL,2008-2009,33,Hampton Gray,Hampton,Gray,Defensive Back,,6/1/13,194,,"Tuscaloosa, Ala. (Tuscaloosa County)",http://www.rolltide.com/sports/m-footbl/mtt/gray_hampton00.html
BAMA,FBALL,2008-2009,23,Robby Green,Robby,Green,Defensive Back,,6/1/00,180,,"New Orleans, La. (John Curtis Christian)",http://www.rolltide.com/sports/m-footbl/mtt/green_robby00.html
BAMA,FBALL,2008-2009,93,Bobby Greenwood,Bobby,Greenwood,Defensive Line,,6/5/13,278,,"Prattville, Ala. (Prattville)",http://www.rolltide.com/sports/m-footbl/mtt/greenwood_bobby00.html
BAMA,FBALL,2008-2009,34,Jeramie Griffin,Jeramie,Griffin,Running Back,,6/2/13,228,,"Batesville, Miss. (South Panola)",http://www.rolltide.com/sports/m-footbl/mtt/griffin_jeramie00.html
BAMA,FBALL,2008-2009,21,Prince Hall,Prince,Hall,Linebacker,,5/11/13,235,,"Moreno Valley, Calif. (Moreno Valley)",http://www.rolltide.com/sports/m-footbl/mtt/hall_prince00.html
BAMA,FBALL,2008-2009,53,Daren Hallman,Daren,Hallman,Special Teams,,6/3/13,230,,"Lynn Haven, Fla. (A.C. Mosley)",http://www.rolltide.com/sports/m-footbl/mtt/hallman_daren00.html
BAMA,FBALL,2008-2009,15,Darius Hanks,Darius,Hanks,Wide Receiver,,6/1/00,172,,"Norcross, Ga. (Norcross)",http://www.rolltide.com/sports/m-footbl/mtt/hanks_darius00.html
BAMA,FBALL,2008-2009,54,Glenn Harbin,Glenn,Harbin,Defensive Line,,6/6/13,245,,Mobile (McGill-Toolen),http://www.rolltide.com/sports/m-footbl/mtt/harbin_glenn00.html
BAMA,FBALL,2008-2009,5,Jerrell Harris,Jerrell,Harris,Linebacker,,6/3/13,215,,Gadsden (Gadsden City),http://www.rolltide.com/sports/m-footbl/mtt/harris_jerrell00.html
BAMA,FBALL,2008-2009,42,Jennings Hester,Jennings,Hester,Linebacker,,6/3/13,219,,"Atlanta, Ga. (Marist School)",http://www.rolltide.com/sports/m-footbl/mtt/hester_jennings00.html
BAMA,FBALL,2008-2009,45,Charlie Higgenbotham,Charlie,Higgenbotham,Linebacker,,6/1/00,218,,"Birmingham, Ala. (Mountain Brook)",http://www.rolltide.com/sports/m-footbl/mtt/higgenbotham_charlie00.html
BAMA,FBALL,2008-2009,30,Dont'a Hightower,Dont'a,Hightower,Linebacker,,6/4/13,250,,"Lewisburg, Tenn. (Marshall County)",http://www.rolltide.com/sports/m-footbl/mtt/hightower_donta01.html
BAMA,FBALL,2008-2009,40,Baron Huber,Baron,Huber,Running Back,,6/3/13,249,,"Knoxville, Tenn. (Powell)",http://www.rolltide.com/sports/m-footbl/mtt/huber_baron00.html
BAMA,FBALL,2008-2009,22,Mark Ingram,Mark,Ingram,Running Back,,5/10/13,215,,"Flint, Mich. (Southwestern Academy)",http://www.rolltide.com/sports/m-footbl/mtt/ingram_mark00.html
BAMA,FBALL,2008-2009,19,Chris Jackson,Chris,Jackson,Wide Receiver,,6/1/13,190,,"McDonough, Ga. (Henry County)",http://www.rolltide.com/sports/m-footbl/mtt/jackson_chris00.html
BAMA,FBALL,2008-2009,3,Kareem Jackson,Kareem,Jackson,Cornerback,,5/11/13,192,,"Macon, Ga. (Fork Union Military)",http://www.rolltide.com/sports/m-footbl/mtt/jackson_kareem00.html
BAMA,FBALL,2008-2009,2,Star Jackson,Star,Jackson,Quarterback,,6/3/13,195,,"Lake Worth, Fla. (Lake Worth)",http://www.rolltide.com/sports/m-footbl/mtt/jackson_star00.html
BAMA,FBALL,2008-2009,24,Marquis Johnson,Marquis,Johnson,Defensive Back,,5/11/13,192,,"Sarasota, Fla. (Booker)",http://www.rolltide.com/sports/m-footbl/mtt/johnson_marquis00.html
BAMA,FBALL,2008-2009,78,Mike Johnson,Mike,Johnson,Offensive Line,,6/6/13,299,,"Pensacola, Fla. (Pine Forest)",http://www.rolltide.com/sports/m-footbl/mtt/johnson_mike00.html
BAMA,FBALL,2008-2009,49,Rashad Johnson,Rashad,Johnson,Defensive Back,,6/1/00,186,,"Sulligent, Ala. (Sulligent)",http://www.rolltide.com/sports/m-footbl/mtt/johnson_rashad00.html
BAMA,FBALL,2008-2009,75,Barrett Jones,Barrett,Jones,Offensive Line,,6/5/13,280,,"Memphis, Tenn. (Evangelical Christian)",http://www.rolltide.com/sports/m-footbl/mtt/jones_barrett00.html
BAMA,FBALL,2008-2009,8,Julio Jones,Julio,Jones,Wide Receiver,,6/4/13,210,,Foley (Foley),http://www.rolltide.com/sports/m-footbl/mtt/jones_julio00.html
BAMA,FBALL,2008-2009,36,Chris Jordan,Chris,Jordan,Linebacker,,6/2/13,220,,"Brentwood, Tenn. (Brentwood Academy)",http://www.rolltide.com/sports/m-footbl/mtt/jordan_chris00.html
BAMA,FBALL,2008-2009,20,Tyrone King,Tyrone,King,Defensive Back,,5/11/13,198,,Birmingham (Grambling State),http://www.rolltide.com/sports/m-footbl/mtt/king_tyrone01.html
BAMA,FBALL,2008-2009,35,Charlie Kirschman,Charlie,Kirschman,Linebacker,,6/3/13,230,,"St. Augustine, Fla. (Nease)",http://www.rolltide.com/sports/m-footbl/mtt/kirschman_charlie00.html
BAMA,FBALL,2008-2009,15,Alonzo Lawrence,Alonzo,Lawrence,Defensive Back,,6/1/13,190,,"Lucedale, MS (George County)",http://www.rolltide.com/sports/m-footbl/mtt/lawrence_alonzo00.html
BAMA,FBALL,2008-2009,56,Calvin Lee,Calvin,Lee,Linebacker,,6/2/13,215,,"Chapin, SC (Chapin)",http://www.rolltide.com/sports/m-footbl/mtt/lee_calvin00.html
BAMA,FBALL,2008-2009,37,Robert Lester,Robert,Lester,Defensive Back,,6/2/13,210,,Foley (Foley),http://www.rolltide.com/sports/m-footbl/mtt/lester_robert00.html
BAMA,FBALL,2008-2009,72,Tyler Love,Tyler,Love,Offensive Line,,6/7/13,290,,Mountain Brook (Mountain Brook),http://www.rolltide.com/sports/m-footbl/mtt/love_tyler00.html
BAMA,FBALL,2008-2009,31,Ivan Matchett,Ivan,Matchett,Running Back,,5/10/13,215,,Mobile (St. Paul's),http://www.rolltide.com/sports/m-footbl/mtt/matchett_ivan00.html
BAMA,FBALL,2008-2009,4,Marquis Maze,Marquis,Maze,Wide Receiver,,5/9/13,171,,"Tarrant, Ala. (Tarrant)",http://www.rolltide.com/sports/m-footbl/mtt/maze_marquis00.html
BAMA,FBALL,2008-2009,83,Travis McCall,Travis,McCall,Tight End,,6/2/13,260,,"Prattville, Ala. (Prattville)",http://www.rolltide.com/sports/m-footbl/mtt/mccall_travis00.html
BAMA,FBALL,2008-2009,25,Rolando McClain,Rolando,McClain,Linebacker,,6/4/13,249,,"Decatur, Ala. (Decatur)",http://www.rolltide.com/sports/m-footbl/mtt/mcclain_rolando00.html
BAMA,FBALL,2008-2009,80,Mike McCoy,Mike,McCoy,Wide Receiver,,6/2/13,195,,"Rankin, Miss. (Northwest Rankin)",http://www.rolltide.com/sports/m-footbl/mtt/mccoy_mike00.html
BAMA,FBALL,2008-2009,52,Alfred McCullough,Alfred,McCullough,Defensive Line,,6/2/13,292,,"Athens, Ala. (Athens)",http://www.rolltide.com/sports/m-footbl/mtt/mccullough_alfred00.html
BAMA,FBALL,2008-2009,12,Greg McElroy,Greg,McElroy,Quarterback,,6/2/13,220,,"Southlake, Texas (Carroll)",http://www.rolltide.com/sports/m-footbl/mtt/mcelroy_greg00.html
BAMA,FBALL,2008-2009,66,Brian Motley,Brian,Motley,Offensive Line,,6/2/13,289,,"Autaugaville, Ala. (Autaugaville)",http://www.rolltide.com/sports/m-footbl/mtt/motley_brian00.html
BAMA,FBALL,2008-2009,46,Wesley Neighbors,Wesley,Neighbors,Defensive Back,,6/1/13,210,,Huntsville (Huntsville),http://www.rolltide.com/sports/m-footbl/mtt/neighbors_wesley00.html
BAMA,FBALL,2008-2009,7,Will Oakley,Will,Oakley,Wide Receiver,,6/1/13,196,,"Ponte Vedra Beach, Fla. (Nease)",http://www.rolltide.com/sports/m-footbl/mtt/oakley_will00.html
BAMA,FBALL,2008-2009,10,Morgan Ogilvie,Morgan,Ogilvie,Quarterback,,6/1/00,185,,Mountain Brook (Mountain Brook),http://www.rolltide.com/sports/m-footbl/mtt/ogilvie_morgan00.html
BAMA,FBALL,2008-2009,84,Colin Peek,Colin,Peek,Tight End,,6/6/13,247,,"Jacksonville, Fla. (Georgia Tech)",http://www.rolltide.com/sports/m-footbl/mtt/peek_colin00.html
BAMA,FBALL,2008-2009,39,Kyle Pennington,Kyle,Pennington,Wide Receiver,,5/11/13,177,,"Chatom, Ala. (Washington County)",http://www.rolltide.com/sports/m-footbl/mtt/pennington_kyle00.html
BAMA,FBALL,2008-2009,68,Taylor Pharr,Taylor,Pharr,Offensive Line,,6/6/13,285,,"Irondale, Ala. (Shades Valley)",http://www.rolltide.com/sports/m-footbl/mtt/pharr_taylor00.html
BAMA,FBALL,2008-2009,57,Brad Pounds,Brad,Pounds,Defensive Line,,6/3/13,280,,"Boaz, Ala. (Boaz)",http://www.rolltide.com/sports/m-footbl/mtt/pounds_brad00.html
BAMA,FBALL,2008-2009,13,Cory Reamer,Cory,Reamer,Linebacker,,6/4/13,218,,"Hoover, Ala. (Hoover)",http://www.rolltide.com/sports/m-footbl/mtt/reamer_cory00.html
BAMA,FBALL,2008-2009,8,Chris Rogers,Chris,Rogers,Defensive Back,,6/1/00,195,,"Lakeland, Fla. (Evangel Christian)",http://www.rolltide.com/sports/m-footbl/mtt/rogers_chris00.html
BAMA,FBALL,2008-2009,74,David Ross,David,Ross,Offensive Line,,6/3/13,295,,"Homewood, Ala. (Homewood)",http://www.rolltide.com/sports/m-footbl/mtt/ross_david00.html
BAMA,FBALL,2008-2009,1,B.J. Scott,B.J.,Scott,Wide Receiver,,5/11/13,188,,Prichard (Vigor),http://www.rolltide.com/sports/m-footbl/mtt/scott_bj00.html
BAMA,FBALL,2008-2009,86,Chris Scott,Chris,Scott,Wide Receiver,,5/11/13,175,,Birmingham (Ramsay),http://www.rolltide.com/sports/m-footbl/mtt/scott_chris01.html
BAMA,FBALL,2008-2009,50,Brian Selman,Brian,Selman,Snapper,,6/1/00,211,,Vestavia Hills (Vestavia Hills),http://www.rolltide.com/sports/m-footbl/mtt/selman_brian01.html
BAMA,FBALL,2008-2009,26,Ali Sharrief,Ali,Sharrief,Defensive Back,,5/9/13,205,,"Stevenson, Ala. (North Jackson)",http://www.rolltide.com/sports/m-footbl/mtt/sharrief_ali00.html
BAMA,FBALL,2008-2009,48,Travis Sikes,Travis,Sikes,Wide Receiver,,6/2/13,188,,"Nashville, Tenn. (Christ Presbyterian)",http://www.rolltide.com/sports/m-footbl/mtt/sikes_travis00.html
BAMA,FBALL,2008-2009,17,Brad Smelley,Brad,Smelley,Tight End,,6/3/13,218,,Tuscaloosa (American Christian),http://www.rolltide.com/sports/m-footbl/mtt/smelley_brad00.html
BAMA,FBALL,2008-2009,71,Andre Smith,Andre,Smith,Offensive Line,,6/4/13,330,,"Birmingham, Ala. (Huffman)",http://www.rolltide.com/sports/m-footbl/mtt/smith_andre00.html
BAMA,FBALL,2008-2009,44,Corey Smith,Corey,Smith,Kicker/Punter,,6/1/00,195,,"Bunker Hill, W.V. (Musselman)",http://www.rolltide.com/sports/m-footbl/mtt/smith_corey00.html
BAMA,FBALL,2008-2009,45,Sam Snider,Sam,Snider,Punter/Wide Receiver,,5/10/13,165,,"Norcross, Ga. (Norcross)",http://www.rolltide.com/sports/m-footbl/mtt/snider_sam00.html
BAMA,FBALL,2008-2009,92,Damion Square,Damion,Square,Defensive Line,,6/2/13,290,,"Houston, TX (Yates)",http://www.rolltide.com/sports/m-footbl/mtt/square_damion00.html
BAMA,FBALL,2008-2009,9,Nikita Stover,Nikita,Stover,Wide Receiver,,6/1/00,203,,"Hartselle, Ala. (Itawamba JC)",http://www.rolltide.com/sports/m-footbl/mtt/stover_nikita00.html
BAMA,FBALL,2008-2009,90,Milton Talbert,Milton,Talbert,Defensive Line,,6/3/13,263,,"Hattiesburg, Miss. (Hattiesburg)",http://www.rolltide.com/sports/m-footbl/mtt/talbert_milton00.html
BAMA,FBALL,2008-2009,98,Heath Thomas,Heath,Thomas,Punter,,6/3/13,213,,"Montgomery, Ala. (Trinity Presbyterian)",http://www.rolltide.com/sports/m-footbl/mtt/thomas_heath00.html
BAMA,FBALL,2008-2009,99,Leigh Tiffin,Leigh,Tiffin,Kicker,,6/1/13,199,,"Muscle Shoals, Ala. (Muscle Shoals)",http://www.rolltide.com/sports/m-footbl/mtt/tiffin_leigh00.html
BAMA,FBALL,2008-2009,61,Carson Tinker,Carson,Tinker,Special Teams,,6/1/13,230,,"Murfreesboro, Tenn. (Riverdale)",http://www.rolltide.com/sports/m-footbl/mtt/tinker_carson00.html
BAMA,FBALL,2008-2009,87,Chris Underwood,Chris,Underwood,Tight End,,6/3/13,224,,"Birmingham, Ala. (Vestavia Hills)",http://www.rolltide.com/sports/m-footbl/mtt/underwood_chris00.html
BAMA,FBALL,2008-2009,5,Roy Upchurch,Roy,Upchurch,Running Back,,6/1/00,201,,"Tallahassee, Fla. (Godby)",http://www.rolltide.com/sports/m-footbl/mtt/upchurch_roy00.html
BAMA,FBALL,2008-2009,41,Courtney Upshaw,Courtney,Upshaw,Linebacker,,6/2/13,230,,Eufaula (Eufaula),http://www.rolltide.com/sports/m-footbl/mtt/upshaw_courtney00.html
BAMA,FBALL,2008-2009,73,William Vlachos,William,Vlachos,Offensive Line,,6/1/00,305,,"Birmingham, Ala. (Mountain Brook)",http://www.rolltide.com/sports/m-footbl/mtt/vlachos_william00.html
BAMA,FBALL,2008-2009,43,A.J. Walker,A.J.,Walker,Wide Receiver,,6/1/13,185,,"Huntsville, Ala. (Huntsville)",http://www.rolltide.com/sports/m-footbl/mtt/walker_aj00.html
BAMA,FBALL,2008-2009,88,Nick Walker,Nick,Walker,Tight End,,6/5/13,248,,"Brundidge, Ala. (Pike County)",http://www.rolltide.com/sports/m-footbl/mtt/walker_nick00.html
BAMA,FBALL,2008-2009,97,Lorenzo Washington,Lorenzo,Washington,Defensive Line,,6/5/13,275,,"Loganville, Ga. (Hargrave Military)",http://www.rolltide.com/sports/m-footbl/mtt/washington_lorenzo00.html
BAMA,FBALL,2008-2009,91,Alex Watkins,Alex,Watkins,Linebacker,,6/3/13,225,,"Brownsville, Tenn. (Haywood)",http://www.rolltide.com/sports/m-footbl/mtt/watkins_alex00.html
BAMA,FBALL,2008-2009,55,Chavis Williams,Chavis,Williams,Defensive Line/Linebacker,,6/4/13,223,,"Dora, Ala. (Dora)",http://www.rolltide.com/sports/m-footbl/mtt/williams_chavis00.html
BAMA,FBALL,2008-2009,63,David Williams,David,Williams,Offensive Line,,6/3/13,272,,Duncanville (Hillcrest),http://www.rolltide.com/sports/m-footbl/mtt/williams_david00.html
BAMA,FBALL,2008-2009,89,Michael Williams,Michael,Williams,Tightend/Defensive End,,6/6/13,270,,Reform (Pickens County),http://www.rolltide.com/sports/m-footbl/mtt/williams_michael00.html
BAMA,FBALL,2008-2009,14,John Parker Wilson,John Parker,Wilson,Quarterback,,6/2/13,211,,"Hoover, Ala. (Hoover)",http://www.rolltide.com/sports/m-footbl/mtt/wilson_johnparker00.html
BAMA,FBALL,2008-2009,27,Justin Woodall,Justin,Woodall,Defensive Back,,6/2/13,220,,"Oxford, Miss. (Lafayette HS)",http://www.rolltide.com/sports/m-footbl/mtt/woodall_justin00.html
BAMA,FBALL,2009-2010,82,Earl Alexander,Earl,Alexander,Wide Receiver,JR,6/4/13,216,1L,"Phenix City, Ala. (Central)",http://www.rolltide.com/sports/m-footbl/mtt/alexander_earl00.html
BAMA,FBALL,2009-2010,32,Eryk Anders,Eryk,Anders,Linebacker,SR,6/2/13,227,2L,"San Antonio, Tex. (Smithson Valley)",http://www.rolltide.com/sports/m-footbl/mtt/anders_eryk00.html
BAMA,FBALL,2009-2010,28,Javier Arenas,Javier,Arenas,Defensive Back,SR,5/9/13,198,3L,"Tampa, Fla. (Robinson)",http://www.rolltide.com/sports/m-footbl/mtt/arenas_javier00.html
BAMA,FBALL,2009-2010,49,Jonathan Atchison,Jonathan,Atchison,Linebacker,FR,6/2/13,235,HS,"Atlanta, Ga. (Douglass)",http://www.rolltide.com/sports/m-footbl/mtt/atchison_jonathan00.html
BAMA,FBALL,2009-2010,4,Mark Barron,Mark,Barron,Defensive Back,SO,6/2/13,215,1L,"Mobile, Ala. (St. Paul's)",http://www.rolltide.com/sports/m-footbl/mtt/barron_mark00.html
BAMA,FBALL,2009-2010,7,Kenny Bell,Kenny,Bell,Wide Receiver,FR,6/1/13,160,HS,"Rayville, La. (Rayville)",http://www.rolltide.com/sports/m-footbl/mtt/bell_kenny00.html
BAMA,FBALL,2009-2010,44,Alex Benson,Alex,Benson,Linebacker,SR,6/1/13,210,SQ,"Trussville, Ala. (Hewitt-Trussville)",http://www.rolltide.com/sports/m-footbl/mtt/benson_alex01.html
BAMA,FBALL,2009-2010,86,Undra Billingsley,Undra,Billingsley,Tight End,FR,6/3/13,275,RS,"Birmingham, Ala. (Woodlawn)",http://www.rolltide.com/sports/m-footbl/mtt/billingsley_undra00.html
BAMA,FBALL,2009-2010,93,Chris Bonds,Chris,Bonds,Defensive Line,FR,6/4/13,280,HS,"Columbia, S.C. (Richland Northeast)",http://www.rolltide.com/sports/m-footbl/mtt/bonds_chris00.html
BAMA,FBALL,2009-2010,67,John Michael Boswell,John Michael,Boswell,Offensive Line,SO,6/5/13,300,1L,"Northport, Ala. (Tuscaloosa County)",http://www.rolltide.com/sports/m-footbl/mtt/boswell_johnmichael00.html
BAMA,FBALL,2009-2010,88,Michael Bowman,Michael,Bowman,Wide Receiver,FR,6/4/13,210,HS,"Rossville, Ga. (Ridgeland)",http://www.rolltide.com/sports/m-footbl/mtt/bowman_michael00.html
BAMA,FBALL,2009-2010,87,Drew Bullard,Drew,Bullard,Linebacker,RS SO,6/3/13,240,SQ,"Florence, Ala. (Florence)",http://www.rolltide.com/sports/m-footbl/mtt/bullard_drew00.html
BAMA,FBALL,2009-2010,77,James Carpenter,James,Carpenter,Offensive Line,JR,6/5/13,300,JC,"Augusta, Ga. (Hephzibah)",http://www.rolltide.com/sports/m-footbl/mtt/carpenter_james00.html
BAMA,FBALL,2009-2010,99,Josh Chapman,Josh,Chapman,Defensive Line,SO,6/1/13,305,1L,"Hoover, Ala. (Hoover)",http://www.rolltide.com/sports/m-footbl/mtt/chapman_josh00.html
BAMA,FBALL,2009-2010,62,Terrence Cody,Terrence,Cody,Defensive Line,SR,6/5/13,365,1L,"Ft. Myers, Fla. (Gulf Coast C.C.)",http://www.rolltide.com/sports/m-footbl/mtt/cody_terrence00.html
BAMA,FBALL,2009-2010,57,Marcell Dareus,Marcell,Dareus,Defensive Line,SO,6/3/13,280,1L,"Huffman, Ala. (Huffman)",http://www.rolltide.com/sports/m-footbl/mtt/dareus_marcell00.html
BAMA,FBALL,2009-2010,16,Thomas Darrah,Thomas,Darrah,Quarterback,SO,6/6/13,212,SQ,"Newnan, Ga. (Newnan)",http://www.rolltide.com/sports/m-footbl/mtt/darrah_thomas00.html
BAMA,FBALL,2009-2010,79,Drew Davis,Drew,Davis,Offensive Line,SR,6/7/13,305,1L,"Evergreen, Ala. (Sparta Academy)",http://www.rolltide.com/sports/m-footbl/mtt/davis_drew00.html
BAMA,FBALL,2009-2010,96,Luther Davis,Luther,Davis,Defensive Line,JR,6/3/13,299,2L,"West Monroe, La. (West Monroe)",http://www.rolltide.com/sports/m-footbl/mtt/davis_luther00.html
BAMA,FBALL,2009-2010,95,Brandon Deaderick,Brandon,Deaderick,Defensive Line,SR,6/4/13,287,3L,"Elizabethtown, Ky. (Elizabethtown)",http://www.rolltide.com/sports/m-footbl/mtt/deaderick_brandon00.html
BAMA,FBALL,2009-2010,51,Michael DeJohn,Michael,DeJohn,Linebacker,JR,6/1/00,220,SQ,"Hoover, Ala. (Hoover)",http://www.rolltide.com/sports/m-footbl/mtt/dejohn_michael00.html
BAMA,FBALL,2009-2010,85,Preston Dial,Preston,Dial,Tight End,JR,6/3/13,245,2L,"Mobile, Ala. (UMS-Wright)",http://www.rolltide.com/sports/m-footbl/mtt/dial_preston00.html
BAMA,FBALL,2009-2010,40,DeMarcus DuBose,DeMarcus,DuBose,Linebacker,SO,6/1/13,230,SQ,"Montgomery, Ala. (Jefferson Davis)",http://www.rolltide.com/sports/m-footbl/mtt/dubose_demarcus01.html
BAMA,FBALL,2009-2010,13,Rob Ezell,Rob,Ezell,Wide Receiver,JR,5/10/13,170,SQ,"Athens, Ala. (Athens)",http://www.rolltide.com/sports/m-footbl/mtt/ezell_rob00.html
BAMA,FBALL,2009-2010,7,P.J. Fitzgerald,P.J.,Fitzgerald,Punter,SR,5/11/13,198,3L,"Coral Springs, Fla. (Stoneman Douglas)",http://www.rolltide.com/sports/m-footbl/mtt/fitzgerald_pj00.html
BAMA,FBALL,2009-2010,76,D.J. Fluker,D.J.,Fluker,Offensive Line,FR,6/6/13,340,HS,"Foley, Ala. (Foley)",http://www.rolltide.com/sports/m-footbl/mtt/fluker_dj00.html
