ID_School,ID_Sport,Season,Number,Player,First_Name,Last_Name,Position,Year,Height,Weight,Experience,Hometown/Prior_School,Player_URL
BAMA,FBALL,2009-2010,95,Colin Gallagher,Colin,Gallagher,Place Kicker,JR,6/1/00,180,SQ,"Atlanta, Ga. (Marist)",http://www.rolltide.com/sports/m-footbl/mtt/gallagher_colin00.html
BAMA,FBALL,2009-2010,58,Nick Gentry,Nick,Gentry,Defensive Line,SO,6/1/13,254,1L,"Prattville, Ala. (Prattville)",http://www.rolltide.com/sports/m-footbl/mtt/gentry_nick00.html
BAMA,FBALL,2009-2010,11,Brandon Gibson,Brandon,Gibson,Wide Receiver,SO,6/1/13,196,SQ,"Mobile, Ala. (UMS-Wright)",http://www.rolltide.com/sports/m-footbl/mtt/gibson_brandon01.html
BAMA,FBALL,2009-2010,6,Demetrius Goode,Demetrius,Goode,Runningback,SO,5/10/13,190,SQ,"LaGrange, Ga. (Hargrave)",http://www.rolltide.com/sports/m-footbl/mtt/goode_demetrius01.html
BAMA,FBALL,2009-2010,29,Terry Grant,Terry,Grant,Running Back,JR,5/9/13,190,2L,"Lumberton, Miss. (Lumberton)",http://www.rolltide.com/sports/m-footbl/mtt/grant_terry00.html
BAMA,FBALL,2009-2010,33,Hampton Gray,Hampton,Gray,Defensive Back,SR,6/1/13,194,SQ,"Tuscaloosa, Ala. (Tuscaloosa County)",http://www.rolltide.com/sports/m-footbl/mtt/gray_hampton00.html
BAMA,FBALL,2009-2010,23,Robby Green,Robby,Green,Defensive Back,SO,6/1/00,180,1L,"New Orleans, La. (John Curtis Christian)",http://www.rolltide.com/sports/m-footbl/mtt/green_robby00.html
BAMA,FBALL,2009-2010,34,Jeramie Griffin,Jeramie,Griffin,Running Back,SO,6/2/13,228,SQ,"Batesville, Miss. (South Panola)",http://www.rolltide.com/sports/m-footbl/mtt/griffin_jeramie00.html
BAMA,FBALL,2009-2010,15,Darius Hanks,Darius,Hanks,Wide Receiver,JR,6/1/00,172,1L,"Norcross, Ga. (Norcross)",http://www.rolltide.com/sports/m-footbl/mtt/hanks_darius00.html
BAMA,FBALL,2009-2010,54,Glenn Harbin,Glenn,Harbin,Defensive Line,SO,6/6/13,245,RS,"Mobile, Ala. (McGill-Toolen)",http://www.rolltide.com/sports/m-footbl/mtt/harbin_glenn00.html
BAMA,FBALL,2009-2010,10,Jerrell Harris,Jerrell,Harris,Linebacker,SO,6/3/13,215,1L,"Gadsden, Ala. (Gadsden City)",http://www.rolltide.com/sports/m-footbl/mtt/harris_jerrell00.html
BAMA,FBALL,2009-2010,30,Dont'a Hightower,Dont'a,Hightower,Linebacker,SO,6/4/13,250,1L,"Lewisburg, Tenn. (Marshall County)",http://www.rolltide.com/sports/m-footbl/mtt/hightower_donta01.html
BAMA,FBALL,2009-2010,40,Baron Huber,Baron,Huber,Running Back/ Tight End,SR,6/3/13,249,3L,"Knoxville, Tenn. (Powell)",http://www.rolltide.com/sports/m-footbl/mtt/huber_baron00.html
BAMA,FBALL,2009-2010,22,Mark Ingram,Mark,Ingram,Running Back,SO,5/10/13,215,1L,"Flint, Mich. (Southwestern Academy)",http://www.rolltide.com/sports/m-footbl/mtt/ingram_mark00.html
BAMA,FBALL,2009-2010,3,Kareem Jackson,Kareem,Jackson,Defensive Back,JR,5/11/13,192,2L,"Macon, Ga. (Fork Union Military)",http://www.rolltide.com/sports/m-footbl/mtt/jackson_kareem00.html
BAMA,FBALL,2009-2010,2,Star Jackson,Star,Jackson,Quarterback,FR,6/3/13,195,RS,"Lake Worth, Fla. (Lake Worth)",http://www.rolltide.com/sports/m-footbl/mtt/jackson_star00.html
BAMA,FBALL,2009-2010,24,Marquis Johnson,Marquis,Johnson,Defensive Back,SR,5/11/13,192,3L,"Sarasota, Fla. (Booker)",http://www.rolltide.com/sports/m-footbl/mtt/johnson_marquis00.html
BAMA,FBALL,2009-2010,78,Mike Johnson,Mike,Johnson,Offensive Line,SR,6/6/13,305,3L,"Pensacola, Fla. (Pine Forest)",http://www.rolltide.com/sports/m-footbl/mtt/johnson_mike00.html
BAMA,FBALL,2009-2010,35,Nico Johnson,Nico,Johnson,Linebacker,FR,6/3/13,225,HS,"Andalusia, Ala. (Andalusia)",http://www.rolltide.com/sports/m-footbl/mtt/johnson_nico00.html
BAMA,FBALL,2009-2010,75,Barrett Jones,Barrett,Jones,Offensive Line,SO,6/5/13,280,SQ,"Memphis, Tenn. (Evangelical Christian)",http://www.rolltide.com/sports/m-footbl/mtt/jones_barrett00.html
BAMA,FBALL,2009-2010,8,Julio Jones,Julio,Jones,Wide Receiver,SO,6/4/13,210,1L,"Foley, Ala. (Foley)",http://www.rolltide.com/sports/m-footbl/mtt/jones_julio00.html
BAMA,FBALL,2009-2010,9,Phelon Jones,Phelon,Jones,Defensive Back,,5/11/13,195,TR,"Moblie, Ala. (LSU)",http://www.rolltide.com/sports/m-footbl/mtt/jones_phelon00.html
BAMA,FBALL,2009-2010,36,Chris Jordan,Chris,Jordan,Linebacker,SO,6/2/13,220,1L,"Brentwood, Tenn. (Brentwood Academy)",http://www.rolltide.com/sports/m-footbl/mtt/jordan_chris00.html
BAMA,FBALL,2009-2010,81,Kendall Kelly,Kendall,Kelly,Wide Receiver,FR,6/3/13,216,HS,"Gadsden, Ala. (Gadsden City)",http://www.rolltide.com/sports/m-footbl/mtt/kelly_kendall00.html
BAMA,FBALL,2009-2010,20,Tyrone King,Tyrone,King,Defensive Back,SR,5/11/13,198,2L,"Birmingham, Ala. (Grambling State)",http://www.rolltide.com/sports/m-footbl/mtt/king_tyrone01.html
BAMA,FBALL,2009-2010,21,Dre Kirkpatrick,Dre,Kirkpatrick,Defensive Back,FR,6/3/13,185,HS,"Gadsden, Ala. (Gadsden City)",http://www.rolltide.com/sports/m-footbl/mtt/kirkpatrick_dre00.html
BAMA,FBALL,2009-2010,42,Eddie Lacy,Eddie,Lacy,Running Back,FR,6/1/00,210,HS,"Geismar, La. (Dutchtown)",http://www.rolltide.com/sports/m-footbl/mtt/lacy_eddie00.html
BAMA,FBALL,2009-2010,37,Robert Lester,Robert,Lester,Defensive Back,FR,6/2/13,210,RS,"Foley, Ala. (Foley)",http://www.rolltide.com/sports/m-footbl/mtt/lester_robert00.html
BAMA,FBALL,2009-2010,72,Tyler Love,Tyler,Love,Offensive Line,FR,6/7/13,290,RS,"Mountain Brook, Ala. (Mountain Brook)",http://www.rolltide.com/sports/m-footbl/mtt/love_tyler00.html
BAMA,FBALL,2009-2010,33,Mike Marrow,Mike,Marrow,Running Back,FR,6/2/13,240,HS,"Holland, Ohio (Central Catholic)",http://www.rolltide.com/sports/m-footbl/mtt/marrow_mike00.html
BAMA,FBALL,2009-2010,4,Marquis Maze,Marquis,Maze,Wide Receiver,SO,5/10/13,179,1L,"Tarrant, Ala. (Tarrant)",http://www.rolltide.com/sports/m-footbl/mtt/maze_marquis00.html
BAMA,FBALL,2009-2010,10,A.J. McCarron,A.J.,McCarron,Quarterback,FR,6/4/13,190,HS,"Mobile, Ala. (Saint Paul's Episcopal School)",http://www.rolltide.com/sports/m-footbl/mtt/mccarron_aj00.html
BAMA,FBALL,2009-2010,25,Rolando McClain,Rolando,McClain,Linebacker,JR,6/4/13,258,2L,"Decatur, Ala. (Decatur)",http://www.rolltide.com/sports/m-footbl/mtt/mcclain_rolando00.html
BAMA,FBALL,2009-2010,80,Mike McCoy,Mike,McCoy,Wide Receiver,SR,6/3/13,215,3L,"Rankin, Miss. (Northwest Rankin)",http://www.rolltide.com/sports/m-footbl/mtt/mccoy_mike00.html
BAMA,FBALL,2009-2010,52,Alfred McCullough,Alfred,McCullough,Offensive Line,SO,6/2/13,292,SQ,"Athens, Ala. (Athens)",http://www.rolltide.com/sports/m-footbl/mtt/mccullough_alfred00.html
BAMA,FBALL,2009-2010,12,Greg McElroy,Greg,McElroy,Quarterback,JR,6/3/13,220,1L,"Southlake, Texas (Carroll)",http://www.rolltide.com/sports/m-footbl/mtt/mcelroy_greg00.html
BAMA,FBALL,2009-2010,56,William Ming,William,Ming,Defensive Line,FR,6/3/13,260,HS,"Athens, Ala. (Athens)",http://www.rolltide.com/sports/m-footbl/mtt/ming_william00.html
BAMA,FBALL,2009-2010,59,Brandon Moore,Brandon,Moore,Defensive Line,FR,6/5/13,310,HS,"Montgomery, Ala. (Carver)",http://www.rolltide.com/sports/m-footbl/mtt/moore_brandon00.html
BAMA,FBALL,2009-2010,66,Brian Motley,Brian,Motley,Offensive Line,JR,6/2/13,289,2L,"Autaugaville, Ala. (Autaugaville)",http://www.rolltide.com/sports/m-footbl/mtt/motley_brian00.html
BAMA,FBALL,2009-2010,64,Kerry Murphy,Kerry,Murphy,Defensive Line,FR,6/4/13,323,HS,"Hoover, Ala. (Hargrave/Hoover)",http://www.rolltide.com/sports/m-footbl/mtt/murphy_kerry00.html
BAMA,FBALL,2009-2010,46,Wesley Neighbors,Wesley,Neighbors,Defensive Back,SO,6/1/13,210,SQ,"Huntsville, Ala. (Huntsville)",http://www.rolltide.com/sports/m-footbl/mtt/neighbors_wesley00.html
BAMA,FBALL,2009-2010,83,Kevin Norwood,Kevin,Norwood,WR,FR,6/2/13,180,HS,"D'Iberville, Miss. (D'Iberville)",http://www.rolltide.com/sports/m-footbl/mtt/norwood_kevin00.html
BAMA,FBALL,2009-2010,10,Morgan Ogilvie,Morgan,Ogilvie,Quarterback,SO,6/1/00,185,SQ,"Mountain Brook, Ala. (Mountain Brook)",http://www.rolltide.com/sports/m-footbl/mtt/ogilvie_morgan00.html
BAMA,FBALL,2009-2010,2,Tana Patrick,Tana,Patrick,Linebacker,FR,6/3/13,235,HS,"Bridgeport, Ala. (North Jackson)",http://www.rolltide.com/sports/m-footbl/mtt/patrick_tana00.html
BAMA,FBALL,2009-2010,84,Colin Peek,Colin,Peek,Tight End,SR,6/6/13,255,TR,"Ponte Vedra, Fla. (Georgia Tech)",http://www.rolltide.com/sports/m-footbl/mtt/peek_colin00.html
BAMA,FBALL,2009-2010,39,Kyle Pennington,Kyle,Pennington,Defensive Back,JR,5/11/13,177,SQ,"Chatom, Ala. (Washington County)",http://www.rolltide.com/sports/m-footbl/mtt/pennington_kyle00.html
BAMA,FBALL,2009-2010,68,Taylor Pharr,Taylor,Pharr,Offensive Line,JR,6/6/13,290,2L,"Irondale, Ala. (Shades Valley)",http://www.rolltide.com/sports/m-footbl/mtt/pharr_taylor00.html
BAMA,FBALL,2009-2010,54,Russell Raines,Russell,Raines,Offensive Line,FR,6/2/13,290,HS,"Satsuma, Ala. (Satsuma)",http://www.rolltide.com/sports/m-footbl/mtt/raines_russell00.html
BAMA,FBALL,2009-2010,13,Cory Reamer,Cory,Reamer,Linebacker,SR,6/4/13,234,2L,"Hoover, Ala. (Hoover)",http://www.rolltide.com/sports/m-footbl/mtt/reamer_cory00.html
BAMA,FBALL,2009-2010,3,Trent Richardson,Trent,Richardson,Running Back,FR,5/11/13,220,HS,"Pensacola, Fla. (Escambia)",http://www.rolltide.com/sports/m-footbl/mtt/richardson_trent00.html
BAMA,FBALL,2009-2010,1,Chris Rogers,Chris,Rogers,Defensive Back,SR,6/1/00,195,3L,"Lakeland, Fla. (Evangel Christian)",http://www.rolltide.com/sports/m-footbl/mtt/rogers_chris00.html
BAMA,FBALL,2009-2010,74,David Ross,David,Ross,Offensive Line,JR,6/3/13,295,2L,"Homewood, Ala. (Homewood)",http://www.rolltide.com/sports/m-footbl/mtt/ross_david00.html
BAMA,FBALL,2009-2010,1,B.J. Scott,B.J.,Scott,Defensive Back,SO,5/11/13,188,1L,"Prichard, Ala. (Vigor)",http://www.rolltide.com/sports/m-footbl/mtt/scott_bj00.html
BAMA,FBALL,2009-2010,50,Brian Selman,Brian,Selman,Snapper,SR,6/1/00,211,2L,"Vestavia Hills, Ala. (Vestavia Hills)",http://www.rolltide.com/sports/m-footbl/mtt/selman_brian01.html
BAMA,FBALL,2009-2010,94,Darrington Sentimore,Darrington,Sentimore,Defensive Line,FR,6/3/13,280,HS,"Norco, La. (Destrehan)",http://www.rolltide.com/sports/m-footbl/mtt/sentimore_darrington00.html
BAMA,FBALL,2009-2010,26,Ali Sharrief,Ali,Sharrief,Defensive Back,SR,5/9/13,205,3L,"Stevenson, Ala. (North Jackson)",http://www.rolltide.com/sports/m-footbl/mtt/sharrief_ali00.html
BAMA,FBALL,2009-2010,94,Jeremy Shelley,Jeremy,Shelley,Place-Kicker,FR,5/10/13,170,HS,"Raleigh, N.C. (Broughton)",http://www.rolltide.com/sports/m-footbl/mtt/shelley_jeremy00.html
BAMA,FBALL,2009-2010,48,Travis Sikes,Travis,Sikes,Wide Receiver,JR,6/2/13,188,1L,"Nashville, Tenn. (Christ Presbyterian)",http://www.rolltide.com/sports/m-footbl/mtt/sikes_travis00.html
BAMA,FBALL,2009-2010,65,Allen Skelton,Allen,Skelton,Offensive Line,SO,6/1/13,256,SQ,"Coker, Ala. (Tuscaloosa County)",http://www.rolltide.com/sports/m-footbl/mtt/skelton_allen00.html
BAMA,FBALL,2009-2010,17,Brad Smelley,Brad,Smelley,Tight End,SO,6/3/13,218,1L,"Tuscaloosa, Ala. (American Christian)",http://www.rolltide.com/sports/m-footbl/mtt/smelley_brad00.html
BAMA,FBALL,2009-2010,92,Damion Square,Damion,Square,Defensive Line,RS FR,6/3/13,273,RS,"Houston, Tex. (Yates)",http://www.rolltide.com/sports/m-footbl/mtt/square_damion00.html
BAMA,FBALL,2009-2010,61,Anthony Steen,Anthony,Steen,OL-DL,FR,6/3/13,305,HS,"Lambert, Miss. (Lee Academy)",http://www.rolltide.com/sports/m-footbl/mtt/steen_anthony00.html
BAMA,FBALL,2009-2010,47,Ed Stinson,Ed,Stinson,Defensive Line/Linebacker,FR,6/4/13,240,HS,"Homestead, Fla. (South Dade)",http://www.rolltide.com/sports/m-footbl/mtt/stinson_ed00.html
BAMA,FBALL,2009-2010,46,William Strickland,William,Strickland,Wide Receiver,SO,5/10/13,173,SQ,"Tuscaloosa, Ala. (Northridge)",http://www.rolltide.com/sports/m-footbl/mtt/strickland_william00.html
BAMA,FBALL,2009-2010,90,Milton Talbert,Milton,Talbert,Defensive Line,JR,6/4/13,275,2L,"Hattiesburg, Miss. (Hattiesburg)",http://www.rolltide.com/sports/m-footbl/mtt/talbert_milton00.html
BAMA,FBALL,2009-2010,98,Heath Thomas,Heath,Thomas,Punter,SR,6/3/13,213,SQ,"Montgomery, Ala. (Trinity Presbyterian)",http://www.rolltide.com/sports/m-footbl/mtt/thomas_heath00.html
BAMA,FBALL,2009-2010,99,Leigh Tiffin,Leigh,Tiffin,Kicker,SR,6/2/13,212,3L,"Muscle Shoals, Ala. (Muscle Shoals)",http://www.rolltide.com/sports/m-footbl/mtt/tiffin_leigh00.html
BAMA,FBALL,2009-2010,61,Carson Tinker,Carson,Tinker,Special Teams,SO,6/1/13,230,SQ,"Murfreesboro, Tenn. (Riverdale)",http://www.rolltide.com/sports/m-footbl/mtt/tinker_carson00.html
BAMA,FBALL,2009-2010,87,Chris Underwood,Chris,Underwood,Tight End,SO,6/4/13,231,1L,"Birmingham, Ala. (Vestavia Hills)",http://www.rolltide.com/sports/m-footbl/mtt/underwood_chris00.html
BAMA,FBALL,2009-2010,5,Roy Upchurch,Roy,Upchurch,Running Back,SR,6/1/00,205,3L,"Tallahassee, Fla. (Godby)",http://www.rolltide.com/sports/m-footbl/mtt/upchurch_roy00.html
BAMA,FBALL,2009-2010,41,Courtney Upshaw,Courtney,Upshaw,Linebacker,SO,6/2/13,249,1L,"Eufaula, Ala. (Eufaula)",http://www.rolltide.com/sports/m-footbl/mtt/upshaw_courtney00.html
BAMA,FBALL,2009-2010,44,Jacob Vane,Jacob,Vane,Running Back,SR,6/1/00,228,SQ,"Oak Ridge, Tenn. (Oak Ridge)",http://www.rolltide.com/sports/m-footbl/mtt/vane_jacob01.html
BAMA,FBALL,2009-2010,73,William Vlachos,William,Vlachos,Offensive Line,SO,6/1/13,294,1L,"Birmingham, Ala. (Mountain Brook)",http://www.rolltide.com/sports/m-footbl/mtt/vlachos_william00.html
BAMA,FBALL,2009-2010,65,Chance Warmack,Chance,Warmack,Offensive Line,FR,6/3/13,301,HS,"Atlanta, Ga. (Westlake)",http://www.rolltide.com/sports/m-footbl/mtt/warmack_chance00.html
BAMA,FBALL,2009-2010,97,Lorenzo Washington,Lorenzo,Washington,Defensive Line,SR,6/5/13,290,3L,"Loganville, Ga. (Hargrave Military)",http://www.rolltide.com/sports/m-footbl/mtt/washington_lorenzo00.html
BAMA,FBALL,2009-2010,91,Alex Watkins,Alex,Watkins,Linebacker,SO,6/3/13,225,SQ,"Brownsville, Tenn. (Haywood)",http://www.rolltide.com/sports/m-footbl/mtt/watkins_alex00.html
BAMA,FBALL,2009-2010,55,Chavis Williams,Chavis,Williams,Linebacker,JR,6/4/13,223,2L,"Dora, Ala. (Dora)",http://www.rolltide.com/sports/m-footbl/mtt/williams_chavis00.html
BAMA,FBALL,2009-2010,60,David Williams,David,Williams,Offensive Line,FR,6/3/13,272,RS,"Duncanville, Ala. (Hillcrest)",http://www.rolltide.com/sports/m-footbl/mtt/williams_david00.html
BAMA,FBALL,2009-2010,63,Kellen Williams,Kellen,Williams,OL,FR,6/3/13,290,HS,"Lawrenceville, Ga. (Brookwood)",http://www.rolltide.com/sports/m-footbl/mtt/williams_kellen00.html
BAMA,FBALL,2009-2010,89,Michael Williams,Michael,Williams,Tightend,FR,6/6/13,266,RS,"Reform, Ala. (Pickens County)",http://www.rolltide.com/sports/m-footbl/mtt/williams_michael00.html
BAMA,FBALL,2009-2010,9,Nick Williams,Nick,Williams,Wide Receiver,FR,5/10/13,165,HS,"Fort Lauderdale, Fla. (St. Thomas Aquinas)",http://www.rolltide.com/sports/m-footbl/mtt/williams_nick00.html
BAMA,FBALL,2009-2010,27,Justin Woodall,Justin,Woodall,Defensive Back,SR,6/2/13,220,3L,"Oxford, Miss. (Lafayette HS)",http://www.rolltide.com/sports/m-footbl/mtt/woodall_justin00.html
BAMA,FBALL,2009-2010,18,Rod Woodson,Rod,Woodson,Defensive Back,FR,5/11/13,200,HS,"Olive Branch, Miss. (Olive Branch)",http://www.rolltide.com/sports/m-footbl/mtt/woodson_rod00.html
BAMA,FBALL,2010-2011,82,Earl Alexander,Earl,Alexander,Wide Receiver,SR,6/4/13,207,3L,"Phenix City, Ala. (Central)",http://www.rolltide.com/sports/m-footbl/mtt/alexander_earl00.html
BAMA,FBALL,2010-2011,19,Jonathan Atchison,Jonathan,Atchison,Linebacker,FR,6/2/13,228,RS,"Atlanta, Ga. (Douglass)",http://www.rolltide.com/sports/m-footbl/mtt/atchison_jonathan00.html
BAMA,FBALL,2010-2011,31,John Baites,John,Baites,Tight End,JR,6/4/13,235,SQ,"Hendersonville, Tenn. (Beech)",http://www.rolltide.com/sports/m-footbl/mtt/baites_john00.html
BAMA,FBALL,2010-2011,4,Mark Barron,Mark,Barron,Defensive Back,JR,6/2/13,210,2L,"Mobile, Ala. (St. Paul's)",http://www.rolltide.com/sports/m-footbl/mtt/barron_mark00.html
BAMA,FBALL,2010-2011,7,Kenny Bell,Kenny,Bell,Wide Receiver,FR,6/1/13,172,RS,"Rayville, La. (Rayville)",http://www.rolltide.com/sports/m-footbl/mtt/bell_kenny00.html
BAMA,FBALL,2010-2011,86,Undra Billingsley,Undra,Billingsley,Tight End/Defensive Line,SO,6/2/13,269,SQ,"Birmingham, Ala. (Woodlawn)",http://www.rolltide.com/sports/m-footbl/mtt/billingsley_undra00.html
BAMA,FBALL,2010-2011,69,David Blalock,David,Blalock,Offensive Line,JR,6/5/13,255,SQ,"Charlotte, N.C. (Providence)",http://www.rolltide.com/sports/m-footbl/mtt/blalock_david01.html
BAMA,FBALL,2010-2011,93,Chris Bonds,Chris,Bonds,Defensive Line,FR,6/4/13,263,RS,"Columbia, S.C. (Richland Northeast)",http://www.rolltide.com/sports/m-footbl/mtt/bonds_chris00.html
BAMA,FBALL,2010-2011,67,John Michael Boswell,John Michael,Boswell,Offensive Line,JR,6/5/13,291,2L,"Northport, Ala. (Tuscaloosa County)",http://www.rolltide.com/sports/m-footbl/mtt/boswell_johnmichael00.html
BAMA,FBALL,2010-2011,88,Michael Bowman,Michael,Bowman,Wide Receiver,SO,6/4/13,225,1L,"Rossville, Ga. (Ridgeland)",http://www.rolltide.com/sports/m-footbl/mtt/bowman_michael00.html
BAMA,FBALL,2010-2011,81,Hardie Buck,Hardie,Buck,Wide Receiver,SO,5/9/13,184,SQ,"Birmingham, Ala. (Vestavia Hills)",http://www.rolltide.com/sports/m-footbl/mtt/buck_hardie00.html
BAMA,FBALL,2010-2011,87,Drew Bullard,Drew,Bullard,Linebacker,JR,6/3/13,232,SQ,"Florence, Ala. (Florence)",http://www.rolltide.com/sports/m-footbl/mtt/bullard_drew00.html
BAMA,FBALL,2010-2011,34,Hunter Bush,Hunter,Bush,Defensive Back,SO,5/11/13,181,SQ,"Wetempka, Ala. (Wetumpka)",http://www.rolltide.com/sports/m-footbl/mtt/bush_hunter00.html
BAMA,FBALL,2010-2011,20,Nate Carlson,Nate,Carlson,Running Back,JR,6/4/13,230,TR,"Birmingham, Ala. (Air Force)",http://www.rolltide.com/sports/m-footbl/mtt/carlson_nate00.html
BAMA,FBALL,2010-2011,77,James Carpenter,James,Carpenter,Offensive Line,SR,6/5/13,300,1L,"Augusta, Ga. (Coffeyville CC)",http://www.rolltide.com/sports/m-footbl/mtt/carpenter_james00.html
BAMA,FBALL,2010-2011,33,Caleb Castille,Caleb,Castille,Defensive Back,FR,5/11/13,163,HS,"Birmingham, Ala. (Briarwood Christian)",http://www.rolltide.com/sports/m-footbl/mtt/castille_caleb00.html
BAMA,FBALL,2010-2011,99,Josh Chapman,Josh,Chapman,Defensive Line,JR,6/1/13,310,2L,"Hoover, Ala. (Hoover)",http://www.rolltide.com/sports/m-footbl/mtt/chapman_josh00.html
BAMA,FBALL,2010-2011,57,Marcell Dareus,Marcell,Dareus,Defensive Line,JR,6/4/13,306,2L,"Huffman, Ala. (Huffman)",http://www.rolltide.com/sports/m-footbl/mtt/dareus_marcell00.html
BAMA,FBALL,2010-2011,96,Luther Davis,Luther,Davis,Defensive Line,SR,6/3/13,279,3L,"West Monroe, La. (West Monroe)",http://www.rolltide.com/sports/m-footbl/mtt/davis_luther00.html
BAMA,FBALL,2010-2011,51,Michael DeJohn,Michael,DeJohn,Linebacker,SR,6/1/13,237,SQ,"Hoover, Ala. (Hoover)",http://www.rolltide.com/sports/m-footbl/mtt/dejohn_michael00.html
BAMA,FBALL,2010-2011,85,Preston Dial,Preston,Dial,Tight End,SR,6/3/13,237,3L,"Mobile, Ala. (UMS-Wright)",http://www.rolltide.com/sports/m-footbl/mtt/dial_preston00.html
BAMA,FBALL,2010-2011,40,DeMarcus DuBose,DeMarcus,DuBose,Linebacker,JR,6/1/13,240,SQ,"Montgomery, Ala. (Jefferson Davis)",http://www.rolltide.com/sports/m-footbl/mtt/dubose_demarcus01.html
BAMA,FBALL,2010-2011,13,Rob Ezell,Rob,Ezell,Wide Receiver,SR,5/10/13,172,SQ,"Athens, Ala. (Athens)",http://www.rolltide.com/sports/m-footbl/mtt/ezell_rob00.html
BAMA,FBALL,2010-2011,76,D.J. Fluker,D.J.,Fluker,Offensive Line,FR,6/6/13,340,RS,"Foley, Ala. (Foley)",http://www.rolltide.com/sports/m-footbl/mtt/fluker_dj00.html
BAMA,FBALL,2010-2011,43,Cade Foster,Cade,Foster,Place Kicker,FR,6/1/13,221,HS,"Southlake, Texas (Southlake Carroll)",http://www.rolltide.com/sports/m-footbl/mtt/foster_cade00.html
BAMA,FBALL,2010-2011,45,Jalston Fowler,Jalston,Fowler,Running Back/Linebacker,FR,6/1/13,236,HS,"Mobile, Ala. (Vigor)",http://www.rolltide.com/sports/m-footbl/mtt/fowler_jalston00.html
BAMA,FBALL,2010-2011,10,John Fulton,John,Fulton,Defensive Back,FR,6/1/00,179,HS,"Manning, S.C. (Manning)",http://www.rolltide.com/sports/m-footbl/mtt/fulton_john00.html
BAMA,FBALL,2010-2011,95,Colin Gallagher,Colin,Gallagher,Place Kicker,SR,5/10/13,194,SQ,"Atlanta, Ga. (Marist)",http://www.rolltide.com/sports/m-footbl/mtt/gallagher_colin00.html
BAMA,FBALL,2010-2011,58,Nick Gentry,Nick,Gentry,Defensive Line,JR,6/1/13,282,2L,"Prattville, Ala. (Prattville)",http://www.rolltide.com/sports/m-footbl/mtt/gentry_nick00.html
BAMA,FBALL,2010-2011,11,Brandon Gibson,Brandon,Gibson,Wide Receiver,JR,6/2/13,196,1L,"Mobile, Ala. (UMS-Wright)",http://www.rolltide.com/sports/m-footbl/mtt/gibson_brandon00.html
BAMA,FBALL,2010-2011,6,Demetrius Goode,Demetrius,Goode,Running Back,JR,5/10/13,191,RS,"LaGrange, Ga. (LaGrange, Ga./Hargrave Academy)",http://www.rolltide.com/sports/m-footbl/mtt/goode_demetrius00.html
BAMA,FBALL,2010-2011,25,Corey Grant,Corey,Grant,Running Back,FR,5/9/13,186,HS,"Opelika, Ala. (Opelika)",http://www.rolltide.com/sports/m-footbl/mtt/grant_corey00.html
BAMA,FBALL,2010-2011,23,Robby Green,Robby,Green,Defensive Back,JR,6/1/00,181,2L,"New Orleans, La. (John Curtis Christian)",http://www.rolltide.com/sports/m-footbl/mtt/green_robby00.html
BAMA,FBALL,2010-2011,15,Darius Hanks,Darius,Hanks,Wide Receiver,JR,6/1/00,184,2L,"Norcross, Ga. (Norcross)",http://www.rolltide.com/sports/m-footbl/mtt/hanks_darius00.html
BAMA,FBALL,2010-2011,54,Glenn Harbin,Glenn,Harbin,Defensive Line/Linebacker,SO,6/5/13,260,SQ,"Mobile, Ala. (McGill-Toolen)",http://www.rolltide.com/sports/m-footbl/mtt/harbin_glenn00.html
BAMA,FBALL,2010-2011,48,Rowdy Harrell,Rowdy,Harrell,Linebacker,JR,6/1/00,213,SQ,"Moundville, Ala. (Hale County)",http://www.rolltide.com/sports/m-footbl/mtt/harrell_rowdy00.html
BAMA,FBALL,2010-2011,5,Jerrell Harris,Jerrell,Harris,Linebacker,JR,6/3/13,231,2L,"Gadsden, Ala. (Gadsden City)",http://www.rolltide.com/sports/m-footbl/mtt/harris_jerrell00.html
BAMA,FBALL,2010-2011,30,Dont'a Hightower,Dont'a,Hightower,Linebacker,SO,6/4/13,260,2L,"Lewisburg, Tenn. (Marshall County)",http://www.rolltide.com/sports/m-footbl/mtt/hightower_donta01.html
BAMA,FBALL,2010-2011,15,Mark Holt,Mark,Holt,Defensive Back,SR,6/1/13,172,SQ,"Muscle Shoals, Ala. (Muscle Shoals)",http://www.rolltide.com/sports/m-footbl/mtt/holt_mark02.html
BAMA,FBALL,2010-2011,21,Ben Howell,Ben,Howell,Running Back,SO,5/9/13,193,SQ,"Gordo, Ala. (Gordo)",http://www.rolltide.com/sports/m-footbl/mtt/howell_ben00.html
BAMA,FBALL,2010-2011,42,Adrian Hubbard,Adrian,Hubbard,Linebacker,FR,6/6/13,227,HS,"Lawrenceville, Ga. (Norcross)",http://www.rolltide.com/sports/m-footbl/mtt/hubbard_adrian00.html
BAMA,FBALL,2010-2011,22,Mark Ingram,Mark,Ingram,Running Back,JR,5/10/13,215,2L,"Flint, Mich. (Southwestern Academy)",http://www.rolltide.com/sports/m-footbl/mtt/ingram_mark00.html
BAMA,FBALL,2010-2011,62,Brandon Ivory,Brandon,Ivory,Defensive Line,FR,6/4/13,335,HS,"Memphis, Tenn. (East)",http://www.rolltide.com/sports/m-footbl/mtt/ivory_brandon00.html
