ID_School,ID_Sport,Season,Number,Player,First_Name,Last_Name,Position,Year,Height,Weight,Hometown/Last_School,Last_School,Player_URL
UGA,FBALL,2009-2010,68,Chris Burnette,Chris,Burnette,OL,Fr.,6/2/13,300,"LaGrange, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/burnette_chris00.html
UGA,FBALL,2009-2010,13,Drew Butler,Drew,Butler,P,So.,6/2/13,202,"Duluth, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/butler_drew00.html
UGA,FBALL,2009-2010,49,Shaun Chapas,Shaun,Chapas,FB,Jr.,6/2/13,238,"St. Augustine, FL",,http://www.georgiadogs.com/sports/m-footbl/mtt/chapas_shaun00.html
UGA,FBALL,2009-2010,7,Orson Charles,Orson,Charles,TE,Fr.,6/3/13,230,"Tampa, FL",,http://www.georgiadogs.com/sports/m-footbl/mtt/charles_orson00.html
UGA,FBALL,2009-2010,19,Sanders Commings,Sanders,Commings,CB,RFr.,6/2/13,214,"Augusta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/commings_sanders00.html
UGA,FBALL,2009-2010,14,Joe Cox,Joe,Cox,QB,Sr.,6/1/13,198,"Charlotte, NC",,http://www.georgiadogs.com/sports/m-footbl/mtt/cox_joe00.html
UGA,FBALL,2009-2010,98,Ricardo Crawford,Ricardo,Crawford,DT,Jr.,6/1/13,304,"Cerro Gordo, NC",,http://www.georgiadogs.com/sports/m-footbl/mtt/crawford_ricardo00.html
UGA,FBALL,2009-2010,25,Vance Cuff,Vance,Cuff,CB,Jr.,5/11/13,172,"Moultrie, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/cuff_vance00.html
UGA,FBALL,2009-2010,35,Rennie Curran,Rennie,Curran,LB,Jr.,5/11/13,222,"Snellville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/curran_rennie00.html
UGA,FBALL,2009-2010,33,Kalvin Daniels,Kalvin,Daniels,TB,Jr.,5/10/13,192,"Eastman, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/daniels_kalvin00.html
UGA,FBALL,2009-2010,63,Chris Davis,Chris,Davis,LG,Jr.,6/4/13,296,"Jefferson, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/davis_chris00.html
UGA,FBALL,2009-2010,78,Josh Davis,Josh,Davis,OT,Jr.,6/6/13,300,"Jayess, MS",,http://www.georgiadogs.com/sports/m-footbl/mtt/davis_josh00.html
UGA,FBALL,2009-2010,64,Matthew DeGenova,Matthew,DeGenova,DE,So.,6/1/13,210,"Kenner, LA",,http://www.georgiadogs.com/sports/m-footbl/mtt/degenova_matthew00.html
UGA,FBALL,2009-2010,51,Akeem Dent,Akeem,Dent,LB,Jr.,6/2/13,226,"Atlanta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/dent_akeem00.html
UGA,FBALL,2009-2010,52,Darius Dewberry,Darius,Dewberry,LB,Sr.,6/3/13,230,"Fort Valley, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/dewberry_darius00.html
UGA,FBALL,2009-2010,98,Trent Dittmer,Trent,Dittmer,P,Jr.,5/9/13,169,"Cartersville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/dittmer_trent00.html
UGA,FBALL,2009-2010,58,Demarcus Dobbs,Demarcus,Dobbs,DE,Jr.,6/2/13,282,"Savannah, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/dobbs_demarcus00.html
UGA,FBALL,2009-2010,38,Marcus Dowtin,Marcus,Dowtin,LB,So.,6/2/13,226,"Upper Marlboro, MD",,http://www.georgiadogs.com/sports/m-footbl/mtt/dowtin_marcus00.html
UGA,FBALL,2009-2010,16,Kris Durham,Kris,Durham,WR,Sr.,6/5/13,208,"Calhoun, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/durham_kris00.html
UGA,FBALL,2009-2010,24,Washaun Ealey,Washaun,Ealey,RB,Fr.,5/11/13,205,"Stillmore, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/ealey_washaun00.html
UGA,FBALL,2009-2010,30,Eric Elliot,Eric,Elliot,WC,So.,5/9/13,187,"Kennesaw, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/elliot_eric00.html
UGA,FBALL,2009-2010,3,Bryan Evans,Bryan,Evans,S,Sr.,5/11/13,190,"Jacksonville, FL",,http://www.georgiadogs.com/sports/m-footbl/mtt/evans_bryan00.html
UGA,FBALL,2009-2010,87,Reuben Faloughi,Reuben,Faloughi,DE,Fr.,6/5/13,220,"Martinez, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/faloughi_reuben00.html
UGA,FBALL,2009-2010,46,Justin Fields,Justin,Fields,FB,Sr.,6/1/13,215,"Savannah, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/fields_justin00.html
UGA,FBALL,2009-2010,89,Bruce Figgins,Bruce,Figgins,TE,Jr.,6/4/13,260,"Columbus, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/figgins_bruce00.html
UGA,FBALL,2009-2010,95,Ty Frix,Ty,Frix,SN,RFr.,6/1/00,201,"Calhoun, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/frix_ty00.html
UGA,FBALL,2009-2010,50,Darryl Gamble,Darryl,Gamble,LB,Jr.,6/2/13,247,"Bainbridge, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/gamble_darryl00.html
UGA,FBALL,2009-2010,99,Kwame Geathers,Kwame,Geathers,DL,Fr.,6/5/13,326,"Carver's Bay, SC",,http://www.georgiadogs.com/sports/m-footbl/mtt/geathers_kwame00.html
UGA,FBALL,2009-2010,55,Michael Gilliard,Michael,Gilliard,LB,Fr.,6/2/13,200,"Valdosta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/gilliard_michael00.html
UGA,FBALL,2009-2010,71,Cordy Glenn,Cordy,Glenn,RT,So.,6/5/13,331,"Riverdale, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/glenn_cordy00.html
UGA,FBALL,2009-2010,17,Chad Gloer,Chad,Gloer,CB,Jr.,5/10/13,194,"Fayetteville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/gloer_chad00.html
UGA,FBALL,2009-2010,6,Logan Gray,Logan,Gray,QB,So.,6/2/13,192,"Columbia, MO",,http://www.georgiadogs.com/sports/m-footbl/mtt/gray_logan00.html
UGA,FBALL,2009-2010,8,A.J. Green,A.J.,Green,WR,So.,6/4/13,207,"Summerville, SC",,http://www.georgiadogs.com/sports/m-footbl/mtt/green_a.j.00.html
UGA,FBALL,2009-2010,48,Jackson Griffeth,Jackson,Griffeth,LB,RFr.,6/2/13,197,"Gainesville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/griffeth_jackson00.html
UGA,FBALL,2009-2010,68,Ben Harbin,Ben,Harbin,DE,So.,6/3/13,255,"Dalton, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/harbin_ben00.html
UGA,FBALL,2009-2010,76,Ben Harden,Ben,Harden,OG,So.,6/3/13,303,"Perry, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/harden_ben00.html
UGA,FBALL,2009-2010,70,A.J. Harmon,A.J.,Harmon,LT,RFr.,6/5/13,310,"Wadley, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/harmon_a.j.00.html
UGA,FBALL,2009-2010,37,Akeem Hebron,Akeem,Hebron,LB,Jr.,6/1/13,226,"Gaithersburg, MD",,http://www.georgiadogs.com/sports/m-footbl/mtt/hebron_akeem00.html
UGA,FBALL,2009-2010,65,Devin Hollander,Devin,Hollander,LB,Sr.,5/11/13,237,"Gainesville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/hollander_devin00.html
UGA,FBALL,2009-2010,23,Twoey Hosch,Twoey,Hosch,WR,RFr.,6/1/13,191,"Buford, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/hosch_twoey00.html
UGA,FBALL,2009-2010,42,Justin Houston,Justin,Houston,DE,So.,6/3/13,259,"Statesboro, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/houston_justin00.html
UGA,FBALL,2009-2010,27,Dontavious Jackson,Dontavious,Jackson,TB,RFr.,5/10/13,194,"Franklin, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/jackson_dontavious00.html
UGA,FBALL,2009-2010,96,Andrew Jensen,Andrew,Jensen,PK,Sr.,6/3/13,219,"Lawrenceville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/jensen_andrew00.html
UGA,FBALL,2009-2010,6,Andrew Johnson,Andrew,Johnson,SS,Sr.,5/10/13,192,"Athens, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/johnson_andrew00.html
UGA,FBALL,2009-2010,94,Billy Johnson,Billy,Johnson,SN,RFr.,6/1/00,225,"Braselton, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/johnson_billy00.html
UGA,FBALL,2009-2010,93,Abry Jones,Abry,Jones,DT,Fr.,6/3/13,273,"Warner Robins, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/jones_abry00.html
UGA,FBALL,2009-2010,61,Ben Jones,Ben,Jones,C,So.,6/3/13,294,"Centreville, AL",,http://www.georgiadogs.com/sports/m-footbl/mtt/jones_ben00.html
UGA,FBALL,2009-2010,9,Reshad Jones,Reshad,Jones,S,Jr.,6/2/13,212,"Atlanta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/jones_reshad00.html
UGA,FBALL,2009-2010,4,Caleb King,Caleb,King,TB,So.,5/11/13,210,"Norcross, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/king_caleb00.html
UGA,FBALL,2009-2010,12,Tavarres King,Tavarres,King,WR,RFr.,6/1/13,178,"Mt. Airy, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/king_tavarres00.html
UGA,FBALL,2009-2010,43,Kevin Lanier,Kevin,Lanier,FB,RFr.,5/11/13,209,"Woodstock, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/lanier_kevin00.html
UGA,FBALL,2009-2010,64,Dallas Lee,Dallas,Lee,C,Fr.,6/4/13,290,"Buford, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/lee_dallas00.html
UGA,FBALL,2009-2010,99,Jamie Lindley,Jamie,Lindley,K,So.,5/11/13,168,"Savannah, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/lindley_jamie00.html
UGA,FBALL,2009-2010,53,Jeremy Longo,Jeremy,Longo,DE,RFr.,6/3/13,241,"Fort Lauderdale, FL",,http://www.georgiadogs.com/sports/m-footbl/mtt/longo_jeremy00.html
UGA,FBALL,2009-2010,85,Derrick Lott,Derrick,Lott,DT,Fr.,6/4/13,270,"Kennesaw, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/lott_derrick00.html
UGA,FBALL,2009-2010,10,Jordan Love,Jordan,Love,DB,Fr.,6/1/00,185,"Glen Allen, VA",,http://www.georgiadogs.com/sports/m-footbl/mtt/love_jordan00.html
UGA,FBALL,2009-2010,88,Arthur Lynch,Arthur,Lynch,TE,Fr.,6/5/13,240,"Dartmouth, MA",,http://www.georgiadogs.com/sports/m-footbl/mtt/lynch_arthur00.html
UGA,FBALL,2009-2010,25,Rhett McGowan,Rhett,McGowan,WR,Fr.,6/1/00,182,"Calhoun, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/mcgowan_rhett00.html
UGA,FBALL,2009-2010,5,Zach Mettenberger,Zach,Mettenberger,QB,Fr.,6/5/13,234,"Watkinsville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/mettenberger_zach00.html
UGA,FBALL,2009-2010,23,Prince Miller,Prince,Miller,CB,Sr.,5/8/13,196,"Duncan, SC",,http://www.georgiadogs.com/sports/m-footbl/mtt/miller_prince00.html
UGA,FBALL,2009-2010,82,Mike Moore,Mike,Moore,WR,Sr.,6/2/13,207,"Coconut Creek, FL",,http://www.georgiadogs.com/sports/m-footbl/mtt/moore_mike00.html
UGA,FBALL,2009-2010,48,Fred Munzenmaier,Fred,Munzenmaier,FB,Jr.,6/2/13,224,"Norcross, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/munzenmaier_fred00.html
UGA,FBALL,2009-2010,11,Aaron Murray,Aaron,Murray,QB,Fr.,6/1/13,206,"Tampa, FL",,http://www.georgiadogs.com/sports/m-footbl/mtt/murray_aaron00.html
UGA,FBALL,2009-2010,16,Josh Murray,Josh,Murray,S,Jr.,6/2/13,215,"Tampa, FL",,http://www.georgiadogs.com/sports/m-footbl/mtt/murray_josh00.html
UGA,FBALL,2009-2010,37,Cortney Newmans,Cortney,Newmans,TB,So.,5/9/13,220,"Macon, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/newmans_cortney00.html
UGA,FBALL,2009-2010,73,Casey Nickels,Casey,Nickels,RT,Jr.,6/4/13,274,"Tignall, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/nickels_casey00.html
UGA,FBALL,2009-2010,26,Christian Norton,Christian,Norton,WC,Sr.,5/7/13,160,"Athens, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/norton_christian00.html
UGA,FBALL,2009-2010,95,Jeff Owens,Jeff,Owens,DT,Sr.,6/3/13,306,"Sunrise, FL",,http://www.georgiadogs.com/sports/m-footbl/mtt/owens_jeff00.html
UGA,FBALL,2009-2010,67,Jonathan Owens,Jonathan,Owens,OG,RFr.,6/4/13,312,"Horton, AL",,http://www.georgiadogs.com/sports/m-footbl/mtt/owens_jonathan00.html
UGA,FBALL,2009-2010,55,Josh Parrish,Josh,Parrish,OL,Fr.,6/4/13,302,"Norcross, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/parrish_josh00.html
UGA,FBALL,2009-2010,74,Kevin Perez,Kevin,Perez,C,Jr.,6/3/13,270,"Miami, FL",,http://www.georgiadogs.com/sports/m-footbl/mtt/perez_kevin00.html
UGA,FBALL,2009-2010,29,Makiri Pugh,Makiri,Pugh,S,RFr.,6/1/00,196,"Charlotte, NC",,http://www.georgiadogs.com/sports/m-footbl/mtt/pugh_makiri00.html
UGA,FBALL,2009-2010,18,Bacarri Rambo,Bacarri,Rambo,S,RFr.,6/1/00,208,"Donaldsonville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/rambo_bacarri00.html
UGA,FBALL,2009-2010,10,Zach Renner,Zach,Renner,WR,So.,5/11/13,195,"Monroe, CT",,http://www.georgiadogs.com/sports/m-footbl/mtt/renner_zach00.html
UGA,FBALL,2009-2010,18,Derek Rich,Derek,Rich,TE,Jr.,6/2/13,255,"Gainesville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/rich_derek00.html
UGA,FBALL,2009-2010,45,Christian Robinson,Christian,Robinson,LB,RFr.,6/2/13,212,"Lawrenceville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/robinson_christian00.html
UGA,FBALL,2009-2010,90,Montez Robinson,Montez,Robinson,DE,Fr.,6/5/13,235,"Avon, IN",,http://www.georgiadogs.com/sports/m-footbl/mtt/robinson_montez00.html
UGA,FBALL,2009-2010,19,Craig Sager,Craig,Sager,WR,Jr.,6/2/13,210,"Marietta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/sager_craig00.html
UGA,FBALL,2009-2010,13,Blake Sailors,Blake,Sailors,WR,Fr.,5/11/13,175,"Athens, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/sailors_blake00.html
UGA,FBALL,2009-2010,44,Josh Sailors,Josh,Sailors,FB,So.,5/9/13,221,"Athens, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/sailors_josh00.html
UGA,FBALL,2009-2010,22,Richard Samuel,Richard,Samuel,TB,So.,6/2/13,216,"Cartersville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/samuel_richard00.html
UGA,FBALL,2009-2010,1,Branden Smith,Branden,Smith,DB,Fr.,5/11/13,171,"Atlanta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/smith_branden00.html
UGA,FBALL,2009-2010,87,Vernon Spellman,Vernon,Spellman,FLK,Sr.,6/1/13,187,"Marietta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/spellman_vernon00.html
UGA,FBALL,2009-2010,92,Jordan Stowe,Jordan,Stowe,PK,RFr.,6/5/13,200,"Lilburn, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/stowe_jordan00.html
UGA,FBALL,2009-2010,54,Tanner Strickland,Tanner,Strickland,OG,So.,6/5/13,328,"Nashville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/strickland_tanner00.html
UGA,FBALL,2009-2010,77,Trinton Sturdivant,Trinton,Sturdivant,OT,So.,6/5/13,306,"Wadesboro, NC",,http://www.georgiadogs.com/sports/m-footbl/mtt/sturdivant_trinton00.html
UGA,FBALL,2009-2010,30,Carlton Thomas,Carlton,Thomas,TB,RFr.,5/7/13,178,"Frostproof, FL",,http://www.georgiadogs.com/sports/m-footbl/mtt/thomas_carlton00.html
UGA,FBALL,2009-2010,83,Kiante Tripp,Kiante,Tripp,LT,Jr.,6/6/13,294,"Atlanta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/tripp_kiante00.html
UGA,FBALL,2009-2010,28,Israel Troupe,Israel,Troupe,WR,So.,6/1/13,215,"Tifton, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/troupe_israel00.html
UGA,FBALL,2009-2010,84,Trenton Turner,Trenton,Turner,DE,RFr.,6/6/13,234,"Peachtree City, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/turner_trenton00.html
UGA,FBALL,2009-2010,94,DeAngelo Tyson,DeAngelo,Tyson,DT,So.,6/2/13,294,"Statesboro, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/tyson_deangelo00.html
UGA,FBALL,2009-2010,72,Vince Vance,Vince,Vance,RT,Sr.,6/8/13,325,"Milledgeville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/vance_vince00.html
UGA,FBALL,2009-2010,33,Chase Vasser,Chase,Vasser,LB,Fr.,6/3/13,208,"Gainesville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/vasser_chase00.html
UGA,FBALL,2009-2010,36,Jason Veal,Jason,Veal,LB,RFr.,5/11/13,215,"Lilburn, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/veal_jason00.html
UGA,FBALL,2009-2010,57,Blair Walsh,Blair,Walsh,K,So.,5/10/13,183,"Fort Lauderdale, FL",,http://www.georgiadogs.com/sports/m-footbl/mtt/walsh_blair00.html
UGA,FBALL,2009-2010,83,Cornelius Washington,Cornelius,Washington,DE,RFr.,6/4/13,243,"Hephzibah, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/washington_cornelius00.html
UGA,FBALL,2009-2010,44,Marcus Washington,Marcus,Washington,LB,Sr.,6/1/00,250,"Keysville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/washington_marcus00.html
UGA,FBALL,2009-2010,91,Kade Weston,Kade,Weston,DT,Sr.,6/5/13,325,"Red Bank, NJ",,http://www.georgiadogs.com/sports/m-footbl/mtt/weston_kade00.html
UGA,FBALL,2009-2010,93,Brandon Wheeling,Brandon,Wheeling,DT,Sr.,6/3/13,277,"Dallas, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/wheeling_brandon00.html
UGA,FBALL,2009-2010,81,Aron White,Aron,White,TE,So.,6/4/13,225,"Columbia, MO",,http://www.georgiadogs.com/sports/m-footbl/mtt/white_aron00.html
UGA,FBALL,2009-2010,43,Charles White,Charles,White,LB,So.,6/1/13,220,"Columbia, SC",,http://www.georgiadogs.com/sports/m-footbl/mtt/white_charles00.html
UGA,FBALL,2009-2010,39,Nick Williams,Nick,Williams,LB,So.,6/2/13,219,"Bainbridge, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/williams_nick00.html
UGA,FBALL,2009-2010,36,Shawn Williams,Shawn,Williams,DB,Fr.,6/1/13,195,"Blakely, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/williams_shawn00.html
UGA,FBALL,2009-2010,97,Brandon Wood,Brandon,Wood,DE,Jr.,6/1/13,280,"Buchanan, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/wood_brandon00.html
UGA,FBALL,2009-2010,17,Rantavious Wooten,Rantavious,Wooten,WR,Fr.,5/10/13,158,"Belle Glades, FL",,http://www.georgiadogs.com/sports/m-footbl/mtt/wooten_rantavious00.html
UGA,FBALL,2008-2009,2,Asher Allen,Asher,Allen,CB,Jr.,5/10/13,190,"Tucker, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/allen_asher00.html
UGA,FBALL,2008-2009,79,Justin Anderson,Justin,Anderson,OT,RFr.,6/5/13,328,"Ocilla, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/anderson_justin00.html
UGA,FBALL,2008-2009,56,Geno Atkins,Geno,Atkins,DT,Jr.,6/1/13,290,"Pembroke Pines, FL",,http://www.georgiadogs.com/sports/m-footbl/mtt/atkins_geno00.html
UGA,FBALL,2008-2009,92,Neland Ball,Neland,Ball,DE,RFr.,6/6/13,232,"Jackson, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/ball_neland00.html
UGA,FBALL,2008-2009,31,Quintin Banks,Quintin,Banks,S,So.,6/2/13,210,"Warner Robins, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/banks_quintin00.html
UGA,FBALL,2008-2009,15,Jonathan Batson,Jonathan,Batson,QB,So.,6/1/00,200,"Charlotte, NC",,http://www.georgiadogs.com/sports/m-footbl/mtt/batson_jonathan00.html
UGA,FBALL,2008-2009,41,Roderick Battle,Roderick,Battle,DE,Jr.,6/4/13,261,"Atlanta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/battle_roderick00.html
UGA,FBALL,2008-2009,97,Brian Behr,Brian,Behr,K,RFr.,5/11/13,165,"Lexington, KY",,http://www.georgiadogs.com/sports/m-footbl/mtt/behr_brian00.html
UGA,FBALL,2008-2009,60,Clint Boling,Clint,Boling,OL,So.,6/5/13,290,"Alpharetta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/boling_clint00.html
UGA,FBALL,2008-2009,15,Benjamin Boyd,Benjamin,Boyd,FB,Sr.,6/1/13,210,"Thomasville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/boyd_benjamin00.html
UGA,FBALL,2008-2009,20,Brandon Boykin,Brandon,Boykin,CB,Fr.,5/10/13,171,"Fayetteville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/boykin_brandon00.html
UGA,FBALL,2008-2009,9,Stephen Braue,Stephen,Braue,DB,Sr.,5/11/13,215,"Alpharetta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/braue_stephen00.html
UGA,FBALL,2008-2009,11,Ramarcus Brown,Ramarcus,Brown,CB,Sr.,5/11/13,170,"East Point, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/brown_ramarcus00.html
UGA,FBALL,2008-2009,13,Drew Butler,Drew,Butler,P,RFr.,6/2/13,205,"Duluth, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/butler_drew00.html
UGA,FBALL,2008-2009,5,C.J. Byrd,C.J.,Byrd,S,Sr.,6/2/13,193,"North Augusta, SC",,http://www.georgiadogs.com/sports/m-footbl/mtt/byrd_c.j.00.html
UGA,FBALL,2008-2009,86,Tripp Chandler,Tripp,Chandler,TE,Sr.,6/6/13,263,"Woodstock, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/chandler_tripp00.html
UGA,FBALL,2008-2009,49,Shaun Chapas,Shaun,Chapas,FB,So.,6/2/13,236,"St. Augustine, FL",,http://www.georgiadogs.com/sports/m-footbl/mtt/chapas_shaun00.html
UGA,FBALL,2008-2009,19,Sanders Commings,Sanders,Commings,S,Fr.,6/2/13,195,"Augusta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/commings_sanders00.html
UGA,FBALL,2008-2009,14,Joe Cox,Joe,Cox,QB,Jr.,6/1/13,208,"Charlotte, NC",,http://www.georgiadogs.com/sports/m-footbl/mtt/cox_joe00.html
UGA,FBALL,2008-2009,98,Ricardo Crawford,Ricardo,Crawford,DT,So.,6/1/13,297,"Cerro Gordo, NC",,http://www.georgiadogs.com/sports/m-footbl/mtt/crawford_ricardo00.html
UGA,FBALL,2008-2009,25,Vance Cuff,Vance,Cuff,DB,So.,5/11/13,170,"Moultrie, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/cuff_vance00.html
UGA,FBALL,2008-2009,35,Rennie Curran,Rennie,Curran,LB,So.,5/11/13,220,"Snellville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/curran_rennie00.html
UGA,FBALL,2008-2009,33,Kalvin Daniels,Kalvin,Daniels,RB,So.,5/10/13,182,"Eastman, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/daniels_kalvin00.html
UGA,FBALL,2008-2009,63,Chris Davis,Chris,Davis,OG,So.,6/4/13,292,"Jefferson, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/davis_chris00.html
UGA,FBALL,2008-2009,78,Josh Davis,Josh,Davis,OT,So.,6/6/13,293,"Jayess, MS",,http://www.georgiadogs.com/sports/m-footbl/mtt/davis_josh00.html
UGA,FBALL,2008-2009,17,Jonathan deLaureal,Jonathan,deLaureal,QB,So.,6/2/13,213,"New Orleans, LA",,http://www.georgiadogs.com/sports/m-footbl/mtt/delaureal_jonathan00.html
UGA,FBALL,2008-2009,51,Akeem Dent,Akeem,Dent,LB,So.,6/2/13,218,"Atlanta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/dent_akeem00.html
UGA,FBALL,2008-2009,52,Darius Dewberry,Darius,Dewberry,LB,Jr.,6/3/13,236,"Fort Valley, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/dewberry_darius00.html
UGA,FBALL,2008-2009,58,Demarcus Dobbs,Demarcus,Dobbs,DE,So.,6/2/13,266,"Savannah, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/dobbs_demarcus00.html
UGA,FBALL,2008-2009,38,Marcus Dowtin,Marcus,Dowtin,OLB,Fr.,6/2/13,215,"Upper Marlboro, MD",,http://www.georgiadogs.com/sports/m-footbl/mtt/dowtin_marcus00.html
UGA,FBALL,2008-2009,16,Kris Durham,Kris,Durham,WR,Jr.,6/5/13,200,"Calhoun, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/durham_kris00.html
UGA,FBALL,2008-2009,33,Dannell Ellerbe,Dannell,Ellerbe,LB,Sr.,6/1/13,232,"Hamlet, NC",,http://www.georgiadogs.com/sports/m-footbl/mtt/ellerbe_dannell00.html
UGA,FBALL,2008-2009,30,Eric Elliot,Eric,Elliot,DB,Fr.,5/9/13,175,"Kennesaw, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/elliot_eric00.html
UGA,FBALL,2008-2009,3,Bryan Evans,Bryan,Evans,CB,Jr.,5/11/13,188,"Jacksonville, FL",,http://www.georgiadogs.com/sports/m-footbl/mtt/evans_bryan00.html
UGA,FBALL,2008-2009,46,Justin Fields,Justin,Fields,FB,So.,6/1/13,244,"Savannah, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/fields_justin00.html
UGA,FBALL,2008-2009,89,Bruce Figgins,Bruce,Figgins,TE,So.,6/4/13,254,"Columbus, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/figgins_bruce00.html
UGA,FBALL,2008-2009,50,Darryl Gamble,Darryl,Gamble,LB,So.,6/2/13,237,"Bainbridge, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/gamble_darryl00.html
UGA,FBALL,2008-2009,71,Cordy Glenn,Cordy,Glenn,OT,Fr.,6/5/13,315,"Riverdale, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/glenn_cordy00.html
