ID_School,ID_Sport,Season,Number,Player,First_Name,Last_Name,Position,Year,Height,Weight,Hometown/Last_School,Last_School,Player_URL
UGA,FBALL,2010-2011,65,John Bodin,John,Bodin,OG,RSo.,6/6/13,314,"Covington, Ga.",Paragon Academy,http://www.georgiadogs.com/sports/m-footbl/mtt/bodin_john00.html
UGA,FBALL,2010-2011,32,Brandon Bogotay,Brandon,Bogotay,K,Jr.,6/3/13,206,"San Diego, Calif.",Grossmont College,http://www.georgiadogs.com/sports/m-footbl/mtt/bogotay_brandon00.html
UGA,FBALL,2010-2011,15,Brock Boleman,Brock,Boleman,OLB,RFr.,6/6/13,230,"Gainesville, Ga.",Gainesville,http://www.georgiadogs.com/sports/m-footbl/mtt/boleman_brock00.html
UGA,FBALL,2010-2011,60,Clint Boling,Clint,Boling,OT,Sr.,6/5/13,315,"Alpharetta, Ga.",Chattahoochee,http://www.georgiadogs.com/sports/m-footbl/mtt/boling_clint00.html
UGA,FBALL,2010-2011,2,Brandon Boykin,Brandon,Boykin,CB,Jr.,5/10/13,183,"Fayetteville, Ga.",Fayette County,http://www.georgiadogs.com/sports/m-footbl/mtt/boykin_brandon00.html
UGA,FBALL,2010-2011,80,Taylor Bradberry,Taylor,Bradberry,FLK,RSo.,6/3/13,198,"Winder, Ga.",Winder-Barrow,http://www.georgiadogs.com/sports/m-footbl/mtt/bradberry_taylor00.html
UGA,FBALL,2010-2011,27,Brian Brewer,Brian,Brewer,TB,Sr.,5/10/13,203,"Lilburn, Ga.",Brookwood,http://www.georgiadogs.com/sports/m-footbl/mtt/brewer_brian00.html
UGA,FBALL,2010-2011,7,Kyle Brock,Kyle,Brock,SS,RFr.,6/1/13,200,"Americus, Ga.",Schley County,http://www.georgiadogs.com/sports/m-footbl/mtt/brock_kyle00.html
UGA,FBALL,2010-2011,15,Marlon Brown,Marlon,Brown,SE,So.,6/5/13,219,"Memphis, Tenn.",Harding Academy,http://www.georgiadogs.com/sports/m-footbl/mtt/brown_marlon00.html
UGA,FBALL,2010-2011,68,Chris Burnette,Chris,Burnette,C,RFr.,6/2/13,300,"LaGrange, Ga.",Troup County,http://www.georgiadogs.com/sports/m-footbl/mtt/burnette_chris00.html
UGA,FBALL,2010-2011,41,Brandon Burrows,Brandon,Burrows,DE,Fr.,6/3/13,237,"Marietta, Ga.",Walton,http://www.georgiadogs.com/sports/m-footbl/mtt/burrows_brandon00.html
UGA,FBALL,2010-2011,13,Drew Butler,Drew,Butler,P,Jr.,6/2/13,210,"Duluth, Ga.",Peachtree Ridge,http://www.georgiadogs.com/sports/m-footbl/mtt/butler_drew00.html
UGA,FBALL,2010-2011,42,Cory Campbell,Cory,Campbell,LB,Fr.,5/10/13,209,"Hephzibah, Ga.",Hephzibah,http://www.georgiadogs.com/sports/m-footbl/mtt/campbell_cory00.html
UGA,FBALL,2010-2011,4,Luis Capella,Luis,Capella,CB,RFr.,5/10/13,177,"Augusta, Ga.",Richmond Academy,http://www.georgiadogs.com/sports/m-footbl/mtt/capella_luis00.html
UGA,FBALL,2010-2011,49,Shaun Chapas,Shaun,Chapas,FB,Sr.,6/2/13,240,"St. Augustine, Fla.",Bolles,http://www.georgiadogs.com/sports/m-footbl/mtt/chapas_shaun00.html
UGA,FBALL,2010-2011,7,Orson Charles,Orson,Charles,TE,So.,6/3/13,240,"Tampa, Fla.",Plant,http://www.georgiadogs.com/sports/m-footbl/mtt/charles_orson00.html
UGA,FBALL,2010-2011,19,Sanders Commings,Sanders,Commings,CB,RSo.,6/2/13,212,"Augusta, Ga.",Westside,http://www.georgiadogs.com/sports/m-footbl/mtt/commings_sanders00.html
UGA,FBALL,2010-2011,98,Candler Cook,Candler,Cook,N,Jr.,6/3/13,253,"Atlanta, Ga.",Westminster,http://www.georgiadogs.com/sports/m-footbl/mtt/cook_candler00.html
UGA,FBALL,2010-2011,25,Vance Cuff,Vance,Cuff,CB,Sr.,5/11/13,177,"Moultrie, Ga.",Colquitt County,http://www.georgiadogs.com/sports/m-footbl/mtt/cuff_vance00.html
UGA,FBALL,2010-2011,63,Chris Davis,Chris,Davis,OG,Sr.,6/4/13,302,"Jefferson, Ga.",Jefferson,http://www.georgiadogs.com/sports/m-footbl/mtt/davis_chris00.html
UGA,FBALL,2010-2011,78,Josh Davis,Josh,Davis,OT,Sr.,6/6/13,310,"Jayess, Miss.",Tylertown,http://www.georgiadogs.com/sports/m-footbl/mtt/davis_josh00.html
UGA,FBALL,2010-2011,26,Marc Deas,Marc,Deas,FS,Fr.,6/1/13,189,"Kissimmee, Fla.",Osceola,http://www.georgiadogs.com/sports/m-footbl/mtt/deas_marc00.html
UGA,FBALL,2010-2011,90,Matthew DeGenova,Matthew,DeGenova,DE,Jr.,6/1/13,237,"Kenner, La.",Jesuit,http://www.georgiadogs.com/sports/m-footbl/mtt/degenova_matthew00.html
UGA,FBALL,2010-2011,51,Akeem Dent,Akeem,Dent,ILB,Sr.,6/2/13,233,"Atlanta, Ga.",Douglas,http://www.georgiadogs.com/sports/m-footbl/mtt/dent_akeem00.html
UGA,FBALL,2010-2011,58,DeMarcus Dobbs,DeMarcus,Dobbs,DE,Sr.,6/2/13,285,"Savannah, Ga.",Calvary Baptist,http://www.georgiadogs.com/sports/m-footbl/mtt/dobbs_demarcus00.html
UGA,FBALL,2010-2011,38,Marcus Dowtin,Marcus,Dowtin,ILB,Jr.,6/2/13,226,"Upper Marlboro, Md.",Fork Union Mil. Acad.,http://www.georgiadogs.com/sports/m-footbl/mtt/dowtin_marcus00.html
UGA,FBALL,2010-2011,28,Corey Dunson,Corey,Dunson,CB,RFr.,6/1/00,185,"Albany, Ga.",Radnor,http://www.georgiadogs.com/sports/m-footbl/mtt/dunson_corey00.html
UGA,FBALL,2010-2011,16,Kris Durham,Kris,Durham,SE,Sr.,6/5/13,212,"Calhoun, Ga.",Calhoun,http://www.georgiadogs.com/sports/m-footbl/mtt/durham_kris00.html
UGA,FBALL,2010-2011,3,Washaun Ealey,Washaun,Ealey,TB,So.,5/11/13,215,"Stillmore, Ga.",Emanuel County Institute,http://www.georgiadogs.com/sports/m-footbl/mtt/ealey_washaun00.html
UGA,FBALL,2010-2011,87,Eric Elliot,Eric,Elliot,FS,Jr.,5/9/13,198,"Kennesaw, Ga.",Kennesaw Mountain,http://www.georgiadogs.com/sports/m-footbl/mtt/elliot_eric00.html
UGA,FBALL,2010-2011,19,Michael Erdman,Michael,Erdman,WR,Fr.,5/10/13,181,"Merritt Island, Fla.",Central Catholic,http://www.georgiadogs.com/sports/m-footbl/mtt/erdman_michael00.html
UGA,FBALL,2010-2011,97,Adam Erickson,Adam,Erickson,P,Fr.,5/10/13,160,"Athens, Ga.",Clarke Central,http://www.georgiadogs.com/sports/m-footbl/mtt/erickson_adam00.html
UGA,FBALL,2010-2011,95,Reuben Faloughi,Reuben,Faloughi,OLB,RFr.,6/5/13,250,"Martinez, Ga.",Evans,http://www.georgiadogs.com/sports/m-footbl/mtt/faloughi_reuben00.html
UGA,FBALL,2010-2011,89,Bruce Figgins,Bruce,Figgins,TE,Jr.,6/4/13,265,"Columbus, Ga.",Shaw,http://www.georgiadogs.com/sports/m-footbl/mtt/figgins_bruce00.html
UGA,FBALL,2010-2011,69,Ty Frix,Ty,Frix,SN,RSo.,6/1/00,217,"Calhoun, Ga.",Calhoun,http://www.georgiadogs.com/sports/m-footbl/mtt/frix_ty00.html
UGA,FBALL,2010-2011,50,Darryl Gamble,Darryl,Gamble,OLB,Sr.,6/2/13,250,"Bainbridge, Ga.",Bainbridge,http://www.georgiadogs.com/sports/m-footbl/mtt/gamble_darryl00.html
UGA,FBALL,2010-2011,72,Kenarious Gates,Kenarious,Gates,OT,Fr.,6/5/13,307,"Grantville, Ga.",Greenville,http://www.georgiadogs.com/sports/m-footbl/mtt/gates_kenarious00.html
UGA,FBALL,2010-2011,99,Kwame Geathers,Kwame,Geathers,N,RFr.,6/6/13,325,"Georgetown, S.C.",Carvers Bay,http://www.georgiadogs.com/sports/m-footbl/mtt/geathers_kwame00.html
UGA,FBALL,2010-2011,35,Michael Gilliard,Michael,Gilliard,ILB,So.,6/2/13,225,"Valdosta, Ga.",Valdosta,http://www.georgiadogs.com/sports/m-footbl/mtt/gilliard_michael00.html
UGA,FBALL,2010-2011,71,Cordy Glenn,Cordy,Glenn,OG,Jr.,6/5/13,320,"Riverdale, Ga.",Riverdale,http://www.georgiadogs.com/sports/m-footbl/mtt/glenn_cordy00.html
UGA,FBALL,2010-2011,47,Chad Gloer,Chad,Gloer,CB,Sr.,5/10/13,196,"Fayetteville, Ga.",Starr's Mill,http://www.georgiadogs.com/sports/m-footbl/mtt/gloer_chad00.html
UGA,FBALL,2010-2011,6,Logan Gray,Logan,Gray,FLK,Jr.,6/2/13,199,"Columbia, Mo.",Rock Bridge,http://www.georgiadogs.com/sports/m-footbl/mtt/gray_logan00.html
UGA,FBALL,2010-2011,8,A.J. Green,A.J.,Green,FLK,Jr.,6/4/13,212,"Summerville, S.C.",Summerville,http://www.georgiadogs.com/sports/m-footbl/mtt/green_aj00.html
UGA,FBALL,2010-2011,43,Chris Grund,Chris,Grund,ILB,Sr.,6/1/00,215,"Orlando, Fla.",Dr. Phillips,http://www.georgiadogs.com/sports/m-footbl/mtt/grund_chris00.html
UGA,FBALL,2010-2011,23,Jakar Hamilton,Jakar,Hamilton,FS,Jr.,6/2/13,203,"Johnston, S.C.",Georgia Military,http://www.georgiadogs.com/sports/m-footbl/mtt/hamilton_jakar00.html
UGA,FBALL,2010-2011,76,Ben Harden,Ben,Harden,OG,Jr.,6/3/13,308,"Perry, Ga.",Hargrave Military,http://www.georgiadogs.com/sports/m-footbl/mtt/harden_ben00.html
UGA,FBALL,2010-2011,70,A.J. Harmon,A.J.,Harmon,OT,RSo.,6/5/13,320,"Louisville, Ga.",Jefferson County,http://www.georgiadogs.com/sports/m-footbl/mtt/harmon_aj00.html
UGA,FBALL,2010-2011,83,Brandon Harton,Brandon,Harton,FLK,RFr.,5/6/13,167,"Reidsville, Ga.",Tattnall County,http://www.georgiadogs.com/sports/m-footbl/mtt/harton_brandon00.html
UGA,FBALL,2010-2011,37,Akeem Hebron,Akeem,Hebron,ILB,Sr.,6/1/13,229,"Gaithersburg, Md.",Georgia Military,http://www.georgiadogs.com/sports/m-footbl/mtt/hebron_akeem00.html
UGA,FBALL,2010-2011,12,Austin Herod,Austin,Herod,CB,RFr.,5/10/13,183,"Woodstock, Ga.",Etowah,http://www.georgiadogs.com/sports/m-footbl/mtt/herod_austin00.html
UGA,FBALL,2010-2011,42,Justin Houston,Justin,Houston,OLB,Jr.,6/3/13,258,"Statesboro, Ga.",Statesboro,http://www.georgiadogs.com/sports/m-footbl/mtt/houston_justin00.html
UGA,FBALL,2010-2011,66,Kolton Houston,Kolton,Houston,OT,Fr.,6/5/13,291,"Buford, Ga.",Buford,http://www.georgiadogs.com/sports/m-footbl/mtt/houston_kolton00.html
UGA,FBALL,2010-2011,94,Billy Johnson,Billy,Johnson,SN,RSo.,6/1/00,229,"Braselton, Ga.",Buford,http://www.georgiadogs.com/sports/m-footbl/mtt/johnson_billy00.html
UGA,FBALL,2010-2011,93,Abry Jones,Abry,Jones,DE,So.,6/3/13,297,"Warner Robins, Ga.",Northside,http://www.georgiadogs.com/sports/m-footbl/mtt/jones_abry00.html
UGA,FBALL,2010-2011,61,Ben Jones,Ben,Jones,C,Jr.,6/3/13,300,"Centreville, Ala.",Bibb County,http://www.georgiadogs.com/sports/m-footbl/mtt/jones_ben00.html
UGA,FBALL,2010-2011,29,Jarvis Jones,Jarvis,Jones,LB,So.,6/3/13,234,"Columbus, Ga.",USC,http://www.georgiadogs.com/sports/m-footbl/mtt/jones_jarvis00.html
UGA,FBALL,2010-2011,4,Caleb King,Caleb,King,TB,Jr.,5/11/13,217,"Norcross, Ga.",Greater Atlanta Christian,http://www.georgiadogs.com/sports/m-footbl/mtt/king_caleb00.html
UGA,FBALL,2010-2011,55,Micah King,Micah,King,ILB,RSo.,5/9/13,220,"Reidsville, Ga.",Tatnall County,http://www.georgiadogs.com/sports/m-footbl/mtt/king_micah00.html
UGA,FBALL,2010-2011,12,Tavarres King,Tavarres,King,SE,RSo.,6/1/13,191,"Mount Airy, Ga.",Habersham Central,http://www.georgiadogs.com/sports/m-footbl/mtt/king_tavarres00.html
UGA,FBALL,2010-2011,84,Greg Lanier,Greg,Lanier,SE,RFr.,6/1/13,185,"Clarkesville, Ga.",Habersham Central,http://www.georgiadogs.com/sports/m-footbl/mtt/lanier_greg00.html
UGA,FBALL,2010-2011,35,Kevin Lanier,Kevin,Lanier,FB,RSo.,5/11/13,216,"Woodstock, Ga.",Marist,http://www.georgiadogs.com/sports/m-footbl/mtt/lanier_kevin00.html
UGA,FBALL,2010-2011,64,Dallas Lee,Dallas,Lee,OG,RFr.,6/4/13,300,"Buford, Ga.",Buford,http://www.georgiadogs.com/sports/m-footbl/mtt/lee_dallas00.html
UGA,FBALL,2010-2011,99,Jamie Lindley,Jamie,Lindley,PK,Jr.,5/11/13,173,"Savannah, Ga.",Savannah Christian,http://www.georgiadogs.com/sports/m-footbl/mtt/lindley_jamie00.html
UGA,FBALL,2010-2011,74,Austin Long,Austin,Long,OT,RFr.,6/5/13,302,"Memphis, Tenn.",Briarcrest Christian,http://www.georgiadogs.com/sports/m-footbl/mtt/long_austin00.html
UGA,FBALL,2010-2011,53,Jeremy Longo,Jeremy,Longo,DE,RSo.,6/3/13,255,"Ft. Lauderdale, Fla.",Cardinal Gibbons,http://www.georgiadogs.com/sports/m-footbl/mtt/longo_jeremy00.html
UGA,FBALL,2010-2011,85,Derrick Lott,Derrick,Lott,DE,RFr.,6/4/13,295,"Kennesaw, Ga.",North Cobb,http://www.georgiadogs.com/sports/m-footbl/mtt/lott_derrick00.html
UGA,FBALL,2010-2011,10,Jordan Love,Jordan,Love,CB,RFr.,6/1/00,189,"Glen Allen, Va.",Deep Run,http://www.georgiadogs.com/sports/m-footbl/mtt/love_jordan00.html
UGA,FBALL,2010-2011,88,Arthur Lynch,Arthur,Lynch,TE,So.,6/5/13,256,"Dartmouth, Mass.",Dartmouth,http://www.georgiadogs.com/sports/m-footbl/mtt/lynch_arthur00.html
UGA,FBALL,2010-2011,24,Ken Malcome,Ken,Malcome,TB,Fr.,6/1/00,218,"Decatur, Ga.",Southwest Dekalb,http://www.georgiadogs.com/sports/m-footbl/mtt/malcome_ken00.html
UGA,FBALL,2010-2011,14,Hutson Mason,Hutson,Mason,QB,Fr.,6/3/13,191,"Marietta, Ga.",Lassiter,http://www.georgiadogs.com/sports/m-footbl/mtt/mason_hutson00.html
UGA,FBALL,2010-2011,25,Rhett McGowan,Rhett,McGowan,SE,RFr.,6/1/00,183,"Calhoun, Ga.",Calhoun,http://www.georgiadogs.com/sports/m-footbl/mtt/mcgowan_rhett00.html
UGA,FBALL,2010-2011,92,Dexter Morant,Dexter,Morant,DE,Fr.,6/7/13,240,"Manning, S.C.",Manning,http://www.georgiadogs.com/sports/m-footbl/mtt/morant_dexter00.html
UGA,FBALL,2010-2011,48,Fred Munzenmaier,Fred,Munzenmaier,FB,Sr.,6/2/13,240,"Norcross, Ga.",Norcross,http://www.georgiadogs.com/sports/m-footbl/mtt/munzenmaier_fred00.html
UGA,FBALL,2010-2011,11,Aaron Murray,Aaron,Murray,QB,RFr.,6/1/13,209,"Tampa, Fla.",Plant,http://www.georgiadogs.com/sports/m-footbl/mtt/murray_aaron00.html
UGA,FBALL,2010-2011,16,Josh Murray,Josh,Murray,SS,Sr.,6/2/13,202,"Tampa, Fla.",Univ. of Tampa,http://www.georgiadogs.com/sports/m-footbl/mtt/murray_josh00.html
UGA,FBALL,2010-2011,37,Cortney  Newmans,Cortney  Newmans,,TB,Jr.,5/9/13,226,"Macon, Ga.",Mount De Sales,http://www.georgiadogs.com/sports/m-footbl/mtt/_cortney  newmans00.html
UGA,FBALL,2010-2011,11,Connor Norman ,Connor,Norman ,CB,Fr.,5/10/13,203,"Duluth, Ga.",Peachtree Ridge,http://www.georgiadogs.com/sports/m-footbl/mtt/norman _connor00.html
UGA,FBALL,2010-2011,9,Alec Ogletree,Alec,Ogletree,SS,Fr.,6/3/13,224,"Newnan, Ga.",Newnan,http://www.georgiadogs.com/sports/m-footbl/mtt/ogletree_alec00.html
UGA,FBALL,2010-2011,46,Alexander Ogletree,Alexander,Ogletree,FB,Fr.,5/10/13,207,"Newnan, Ga.",Newnan,http://www.georgiadogs.com/sports/m-footbl/mtt/ogletree_alexander00.html
UGA,FBALL,2010-2011,20,Derek Owens,Derek,Owens,CB,Fr.,5/9/13,166,"Jacksonville, Fla.",Andrew Jackson,http://www.georgiadogs.com/sports/m-footbl/mtt/owens_derek00.html
UGA,FBALL,2010-2011,55,Josh Parrish,Josh,Parrish,OG,RFr.,6/4/13,300,"Norcross, Ga.",Wesleyan,http://www.georgiadogs.com/sports/m-footbl/mtt/parrish_josh00.html
UGA,FBALL,2010-2011,23,Alex Parsons,Alex,Parsons,TB,RFr.,5/10/13,205,"Fayetteville, Ga.",BYU,http://www.georgiadogs.com/sports/m-footbl/mtt/parsons_alex00.html
UGA,FBALL,2010-2011,18,Bacarri Rambo,Bacarri,Rambo,SS,RSo.,6/1/00,211,"Donalsonville, Ga.",Seminole County,http://www.georgiadogs.com/sports/m-footbl/mtt/rambo_bacarri00.html
UGA,FBALL,2010-2011,3,Lucas Redd,Lucas,Redd,SS,Fr.,6/1/13,210,"Jefferson, Ga.",Jefferson,http://www.georgiadogs.com/sports/m-footbl/mtt/redd_lucas00.html
UGA,FBALL,2010-2011,58,Ben Reynolds,Ben,Reynolds,C,RFr.,6/2/13,253,"Bainbridge, Ga.",Bainbridge,http://www.georgiadogs.com/sports/m-footbl/mtt/reynolds_ben00.html
UGA,FBALL,2010-2011,86,Derek Rich,Derek,Rich,TE,Sr.,6/5/13,265,"Gainesville, Ga.",Connecticut,http://www.georgiadogs.com/sports/m-footbl/mtt/rich_derek00.html
UGA,FBALL,2010-2011,45,Christian Robinson,Christian,Robinson,ILB,RSo.,6/2/13,226,"Norcross, Ga.",Greater Atlanta Christian,http://www.georgiadogs.com/sports/m-footbl/mtt/robinson_christian00.html
UGA,FBALL,2010-2011,39,Dustin Royston,Dustin,Royston,FB,RFr.,5/11/13,232,"Royston, Ga.",Stephens County,http://www.georgiadogs.com/sports/m-footbl/mtt/royston_dustin00.html
UGA,FBALL,2010-2011,5,Blake Sailors,Blake,Sailors,CB,RFr.,5/11/13,186,"Athens, Ga.",Oconee County,http://www.georgiadogs.com/sports/m-footbl/mtt/sailors_blake00.html
UGA,FBALL,2010-2011,44,Josh Sailors,Josh,Sailors,FB,Jr.,5/9/13,229,"Athens, Ga.",Oconee County,http://www.georgiadogs.com/sports/m-footbl/mtt/sailors_josh00.html
UGA,FBALL,2010-2011,22,Richard Samuel,Richard,Samuel,ILB,Jr.,6/2/13,234,"Cartersville, Ga.",Cass,http://www.georgiadogs.com/sports/m-footbl/mtt/samuel_richard00.html
UGA,FBALL,2010-2011,1,Branden Smith,Branden,Smith,CB,So.,5/11/13,175,"Atlanta, Ga.",Washington,http://www.georgiadogs.com/sports/m-footbl/mtt/smith_branden00.html
UGA,FBALL,2010-2011,56,Garrison Smith,Garrison,Smith,DE,Fr.,6/3/13,282,"Atlanta, Ga.",Douglass,http://www.georgiadogs.com/sports/m-footbl/mtt/smith_garrison00.html
UGA,FBALL,2010-2011,54,Tanner Strickland,Tanner,Strickland,OG,Jr.,6/5/13,319,"Nashville, Ga.",Berrien Count,http://www.georgiadogs.com/sports/m-footbl/mtt/strickland_tanner00.html
UGA,FBALL,2010-2011,44,T.J. Stripling,T.J.,Stripling,OLB,Fr.,6/6/13,214,"Decatur, Ga.",Southwest Dekalb,http://www.georgiadogs.com/sports/m-footbl/mtt/stripling_tj00.html
UGA,FBALL,2010-2011,77,Trinton Sturdivant,Trinton,Sturdivant,OT,Jr.,6/5/13,312,"Wadesboro, N.C.",Anson,http://www.georgiadogs.com/sports/m-footbl/mtt/sturdivant_trinton00.html
UGA,FBALL,2010-2011,30,Jeremy Sulek,Jeremy,Sulek,ILB,RSo.,6/1/13,207,"Dacula, Ga.",Dacula,http://www.georgiadogs.com/sports/m-footbl/mtt/sulek_jeremy00.html
UGA,FBALL,2010-2011,22,Matt Sweat,Matt,Sweat,FB,So.,6/1/00,236,"Fayetteville, Ga.",Starr's Mill,http://www.georgiadogs.com/sports/m-footbl/mtt/sweat_matt00.html
UGA,FBALL,2010-2011,30,Carlton Thomas,Carlton,Thomas,TB,RSo.,5/7/13,170,"Frostproof, Fla.",Frostproof,http://www.georgiadogs.com/sports/m-footbl/mtt/thomas_carlton00.html
UGA,FBALL,2010-2011,96,Mike Thornton,Mike,Thornton,N,Fr.,6/1/13,282,"Stone Mountain, Ga.",Stephenson,http://www.georgiadogs.com/sports/m-footbl/mtt/thornton_mike00.html
UGA,FBALL,2010-2011,75,Kiante Tripp,Kiante,Tripp,DE,Sr.,6/6/13,293,"Atlanta, Ga.",Westlake,http://www.georgiadogs.com/sports/m-footbl/mtt/tripp_kiante00.html
UGA,FBALL,2010-2011,28,Israel Troupe,Israel,Troupe,FLK,Jr.,6/1/13,215,"Tifton, Ga.",Tift County,http://www.georgiadogs.com/sports/m-footbl/mtt/troupe_israel00.html
UGA,FBALL,2010-2011,94,DeAngelo Tyson,DeAngelo,Tyson,N,Jr.,6/2/13,290,"Statesboro, Ga.",Statesboro,http://www.georgiadogs.com/sports/m-footbl/mtt/tyson_deangelo00.html
UGA,FBALL,2010-2011,36,Wes Van Dyk,Wes,Van Dyk,TB,Jr.,6/1/00,204,"Highland Park, Texas",Highland Park,http://www.georgiadogs.com/sports/m-footbl/mtt/vandyk_wes00.html
UGA,FBALL,2010-2011,33,Chase Vasser,Chase,Vasser,OLB,RFr.,6/3/13,225,"Gainesville, Ga.",Chestatee,http://www.georgiadogs.com/sports/m-footbl/mtt/vasser_chase00.html
UGA,FBALL,2010-2011,48,Kosta Vavlas,Kosta,Vavlas,ILB,Fr.,6/1/00,230,"Tarpon Springs, Fla.",Tarpon Springs,http://www.georgiadogs.com/sports/m-footbl/mtt/vavlas_kosta00.html
UGA,FBALL,2010-2011,49,Jason Veal,Jason,Veal,ILB,RSo.,5/11/13,225,"Lilburn, Ga.  ",Parkview,http://www.georgiadogs.com/sports/m-footbl/mtt/veal_jason00.html
UGA,FBALL,2010-2011,57,Blair Walsh,Blair,Walsh,PK,Jr.,5/10/13,183,"Boca Raton, Fla.",Cardinal  Gibbons,http://www.georgiadogs.com/sports/m-footbl/mtt/walsh_blair00.html
UGA,FBALL,2010-2011,83,Cornelius Washington,Cornelius,Washington,OLB,RSo.,6/4/13,260,"Hephzibah, Ga.",Burke County,http://www.georgiadogs.com/sports/m-footbl/mtt/washington_cornelius00.html
UGA,FBALL,2010-2011,2,Parker Welch,Parker,Welch,QB,Fr.,6/3/13,207,"Jesup, Ga.",Wayne County,http://www.georgiadogs.com/sports/m-footbl/mtt/welch_parker00.html
UGA,FBALL,2010-2011,81,Aron White,Aron,White,TE,Jr.,6/4/13,242,"Columbia, Mo.",Rock Bridge,http://www.georgiadogs.com/sports/m-footbl/mtt/white_aron00.html
UGA,FBALL,2010-2011,43,Charles White,Charles,White,ILB,Sr.,6/1/13,222,"Columbia, S.C.",Blythewood,http://www.georgiadogs.com/sports/m-footbl/mtt/white_charles00.html
UGA,FBALL,2010-2011,75,Hugh Williams,Hugh,Williams,OT,Fr.,6/5/13,235,"Atlanta, Ga.",Marist,http://www.georgiadogs.com/sports/m-footbl/mtt/williams_hugh00.html
UGA,FBALL,2010-2011,39,Nick Williams,Nick,Williams,SS,Jr.,6/2/13,220,"Bainbridge, Ga.",Bainbridge,http://www.georgiadogs.com/sports/m-footbl/mtt/williams_nick00.html
UGA,FBALL,2010-2011,36,Shawn Williams,Shawn,Williams,FS,So.,6/1/13,213,"Damascus, Ga.",Early County,http://www.georgiadogs.com/sports/m-footbl/mtt/williams_shawn00.html
UGA,FBALL,2010-2011,97,Brandon Wood,Brandon,Wood,DE,Sr.,6/1/13,287,"Buchanan, Ga.",Haralson County,http://www.georgiadogs.com/sports/m-footbl/mtt/wood_brandon01.html
UGA,FBALL,2010-2011,17,Rantavious Wooten,Rantavious,Wooten,FLK,So.,5/10/13,177,"Belle Glade, Fla.",Glades Central,http://www.georgiadogs.com/sports/m-footbl/mtt/wooten_rantavious00.html
UGA,FBALL,2010-2011,31,Chris Young,Chris,Young,FB,RFr.,6/1/13,230,"Hinesville, Ga.",Bradwell Institute,http://www.georgiadogs.com/sports/m-footbl/mtt/young_chris00.html
UGA,FBALL,2009-2010,46,Cameron Allen,Cameron,Allen,LB,RFr.,6/1/13,209,"Canton, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/allen_cameron00.html
UGA,FBALL,2009-2010,79,Justin Anderson,Justin,Anderson,RG,So.,6/5/13,328,"Ocilla, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/anderson_justin00.html
UGA,FBALL,2009-2010,56,Geno Atkins,Geno,Atkins,DT,Sr.,6/1/13,287,"Pembroke Pines, FL",,http://www.georgiadogs.com/sports/m-footbl/mtt/atkins_geno00.html
UGA,FBALL,2009-2010,92,Neland Ball,Neland,Ball,DE,So.,6/6/13,232,"Jackson, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/ball_neland00.html
UGA,FBALL,2009-2010,39,Dustin Banks,Dustin,Banks,TE,RFr.,6/4/13,210,"Augusta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/banks_dustin00.html
UGA,FBALL,2009-2010,31,Quintin Banks,Quintin,Banks,S,Jr.,6/2/13,210,"Warner Robins, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/banks_quintin00.html
UGA,FBALL,2009-2010,15,Jonathan Batson,Jonathan,Batson,QB,Sr.,6/1/00,201,"Charlotte, NC",,http://www.georgiadogs.com/sports/m-footbl/mtt/batson_jonathan00.html
UGA,FBALL,2009-2010,41,Roderick Battle,Roderick,Battle,DE,Sr.,6/4/13,259,"Atlanta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/battle_roderick00.html
UGA,FBALL,2009-2010,65,John Bodin,John,Bodin,OL,RFr.,6/6/13,295,"Covington, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/bodin_john00.html
UGA,FBALL,2009-2010,32,Brandon Bogotay,Brandon,Bogotay,K,So.,6/3/13,200,"San Diego, CA",,http://www.georgiadogs.com/sports/m-footbl/mtt/bogotay_brandon00.html
UGA,FBALL,2009-2010,60,Clint Boling,Clint,Boling,LT,Jr.,6/5/13,297,"Alpharetta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/boling_clint00.html
UGA,FBALL,2009-2010,2,Brandon Boykin,Brandon,Boykin,CB,So.,5/10/13,182,"Fayetteville, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/boykin_brandon00.html
UGA,FBALL,2009-2010,3,Taylor Bradberry,Taylor,Bradberry,FLK,RFr.,6/3/13,197,"Winder, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/bradberry_taylor00.html
UGA,FBALL,2009-2010,5,Stephen Braue,Stephen,Braue,DB,Sr.,5/11/13,201,"Alpharetta, GA",,http://www.georgiadogs.com/sports/m-footbl/mtt/braue_stephen00.html
UGA,FBALL,2009-2010,15,Marlon Brown,Marlon,Brown,WR,Fr.,6/5/13,200,"Memphis, TN",,http://www.georgiadogs.com/sports/m-footbl/mtt/brown_marlon00.html
UGA,FBALL,2009-2010,20,Marquise Brown,Marquise,Brown,SE,Jr.,5/11/13,179,"Lanham, MD",,http://www.georgiadogs.com/sports/m-footbl/mtt/brown_marquise00.html
