Year,unitid,Institution_Name,Major,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.AI,T.AI.M,T.AI.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.C,T.C.M,T.C.F,T.AS,T.AS.M,T.AS.W,T.PI,T.PI.M,T.PI.W,T.MIX,T.MIX.M,T.MIX.W,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W
2009-2010,207500,University of Oklahoma Norman Campus,First major,English Language and Literature/Letters,'23',Bachelor's degree,68,17,51,6,2,4,3,0,3,3,1,2,1,1,0,51,11,40,3,0,3,0,0,0,0,0,0,3,1,2,1,1,0
2009-2010,207500,University of Oklahoma Norman Campus,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,82,35,47,5,1,4,1,1,0,4,1,3,5,1,4,60,28,32,1,1,0,0,0,0,0,0,0,5,2,3,2,1,1
2009-2010,207500,University of Oklahoma Norman Campus,First major,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',Bachelor's degree,5,2,3,0,0,0,0,0,0,0,0,0,1,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,207500,University of Oklahoma Norman Campus,First major,Mathematics and Statistics,'27',Bachelor's degree,30,18,12,1,1,0,1,0,1,2,1,1,2,1,1,23,14,9,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2009-2010,207500,University of Oklahoma Norman Campus,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,439,199,240,29,10,19,19,11,8,46,20,26,14,3,11,283,130,153,19,11,8,0,0,0,2,0,2,41,23,18,5,2,3
2009-2010,207500,University of Oklahoma Norman Campus,First major,Transportation and Materials Moving,'49',Bachelor's degree,35,29,6,2,1,1,0,0,0,1,0,1,2,2,0,28,24,4,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
2009-2010,207500,University of Oklahoma Norman Campus,First major,Visual and Performing Arts,'50',Bachelor's degree,169,75,94,9,4,5,8,6,2,3,2,1,7,4,3,133,55,78,8,6,2,0,0,0,0,0,0,8,4,4,1,0,1
2009-2010,207500,University of Oklahoma Norman Campus,First major,Architecture and Related Services,'04',Bachelor's degree,53,40,13,4,2,2,5,4,1,2,2,0,3,2,1,33,27,6,4,3,1,1,1,0,0,0,0,3,2,1,3,1,2
2009-2010,207500,University of Oklahoma Norman Campus,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,32,26,6,2,2,0,2,1,1,0,0,0,0,0,0,26,22,4,2,1,1,0,0,0,0,0,0,1,0,1,1,1,0
2009-2010,207500,University of Oklahoma Norman Campus,First major,Education,'13',Bachelor's degree,153,18,135,10,2,8,1,0,1,1,0,1,2,0,2,133,15,118,1,0,1,0,0,0,1,0,1,5,1,4,0,0,0
2009-2010,207500,University of Oklahoma Norman Campus,First major,History,'54',Bachelor's degree,72,48,24,6,4,2,0,0,0,2,1,1,2,0,2,59,41,18,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0
2009-2010,207500,University of Oklahoma Norman Campus,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,247,107,140,20,6,14,6,4,2,9,2,7,4,0,4,189,88,101,6,4,2,0,0,0,2,0,2,17,7,10,0,0,0
2009-2010,207500,University of Oklahoma Norman Campus,First major,Philosophy and Religious Studies,'38',Bachelor's degree,19,13,6,0,0,0,1,1,0,0,0,0,0,0,0,17,12,5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2009-2010,207500,University of Oklahoma Norman Campus,First major,Physical Sciences,'40',Bachelor's degree,121,74,47,5,4,1,4,2,2,1,1,0,4,3,1,95,57,38,4,2,2,0,0,0,1,0,1,5,3,2,6,4,2
2009-2010,209551,University of Oregon,First major,Architecture and Related Services,'04',Bachelor's degree,89,44,45,0,0,0,4,2,2,1,1,0,4,3,1,75,36,39,3,2,1,1,0,1,1,0,1,3,2,1,1,0,1
2009-2010,209551,University of Oregon,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,28,25,3,1,1,0,2,2,0,0,0,0,1,1,0,21,19,2,2,2,0,0,0,0,0,0,0,1,0,1,2,2,0
2009-2010,209551,University of Oregon,First major,Education,'13',Bachelor's degree,68,6,62,1,0,1,1,0,1,0,0,0,0,0,0,59,6,53,0,0,0,1,0,1,4,0,4,2,0,2,1,0,1
2009-2010,209551,University of Oregon,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,202,72,130,2,1,1,14,6,8,2,0,2,14,7,7,144,46,98,13,5,8,1,1,0,4,4,0,17,7,10,5,1,4
2009-2010,209551,University of Oregon,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2009-2010,209551,University of Oregon,First major,Mathematics and Statistics,'27',Bachelor's degree,57,41,16,0,0,0,5,3,2,0,0,0,1,1,0,47,35,12,5,3,2,0,0,0,0,0,0,1,1,0,3,1,2
2009-2010,209551,University of Oregon,First major,Psychology,'42',Bachelor's degree,277,78,199,1,0,1,18,3,15,1,0,1,14,3,11,212,64,148,12,1,11,6,2,4,5,3,2,16,5,11,10,0,10
2009-2010,209551,University of Oregon,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,47,12,35,2,0,2,3,0,3,4,1,3,4,3,1,27,4,23,3,0,3,0,0,0,4,3,1,3,1,2,0,0,0
2009-2010,209551,University of Oregon,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,174,62,112,3,2,1,12,3,9,2,1,1,6,1,5,123,44,79,11,3,8,1,0,1,7,2,5,13,5,8,8,4,4
2009-2010,209551,University of Oregon,First major,Natural Resources and Conservation,'03',Bachelor's degree,70,35,35,1,0,1,2,1,1,0,0,0,0,0,0,64,32,32,2,1,1,0,0,0,0,0,0,3,2,1,0,0,0
2009-2010,209551,University of Oregon,First major,History,'54',Bachelor's degree,148,91,57,2,2,0,5,3,2,1,1,0,6,3,3,122,75,47,5,3,2,0,0,0,4,4,0,8,3,5,0,0,0
2009-2010,209551,University of Oregon,First major,Physical Sciences,'40',Bachelor's degree,44,28,16,0,0,0,1,1,0,0,0,0,2,0,2,34,21,13,0,0,0,1,1,0,0,0,0,4,4,0,3,2,1
2009-2010,209551,University of Oregon,First major,Social Sciences,'45',Bachelor's degree,783,454,329,8,5,3,53,36,17,19,11,8,33,20,13,596,344,252,47,33,14,6,3,3,14,8,6,35,15,20,25,15,10
2009-2010,209551,University of Oregon,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,249,122,127,3,2,1,28,15,13,0,0,0,5,2,3,185,88,97,26,14,12,2,1,1,5,0,5,14,9,5,9,6,3
2009-2010,209551,University of Oregon,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,521,312,209,5,3,2,46,25,21,3,2,1,12,5,7,378,235,143,41,22,19,5,3,2,10,7,3,14,10,4,53,25,28
2009-2010,209551,University of Oregon,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,321,121,200,4,2,2,16,5,11,6,3,3,8,1,7,254,93,161,11,4,7,5,1,4,9,5,4,13,5,8,11,7,4
2009-2010,209551,University of Oregon,First major,English Language and Literature/Letters,'23',Bachelor's degree,166,70,96,3,1,2,5,2,3,1,0,1,13,3,10,136,62,74,3,2,1,2,0,2,0,0,0,7,1,6,1,1,0
2009-2010,209551,University of Oregon,First major,Health Professions and Related Programs,'51',Bachelor's degree,32,4,28,0,0,0,3,0,3,0,0,0,1,0,1,22,3,19,2,0,2,1,0,1,0,0,0,3,1,2,3,0,3
2009-2010,209551,University of Oregon,First major,Philosophy and Religious Studies,'38',Bachelor's degree,53,45,8,2,1,1,3,2,1,0,0,0,3,2,1,40,36,4,2,1,1,1,1,0,1,1,0,4,3,1,0,0,0
2009-2010,209551,University of Oregon,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,116,28,88,2,0,2,1,0,1,5,2,3,6,1,5,91,24,67,0,0,0,1,0,1,4,0,4,6,1,5,1,0,1
2009-2010,209551,University of Oregon,First major,Visual and Performing Arts,'50',Bachelor's degree,277,119,158,5,1,4,12,5,7,3,2,1,15,7,8,215,95,120,10,4,6,2,1,1,7,4,3,13,3,10,7,2,5
2009-2010,218663,University of South Carolina-Columbia,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,245,88,157,0,0,0,25,7,18,37,8,29,9,4,5,161,66,95,25,7,18,0,0,0,8,2,6,5,1,4,0,0,0
2009-2010,218663,University of South Carolina-Columbia,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,1098,583,515,2,2,0,34,15,19,84,40,44,28,14,14,909,496,413,32,14,18,2,1,1,12,3,9,19,10,9,10,3,7
2009-2010,218663,University of South Carolina-Columbia,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,25,21,4,0,0,0,3,3,0,5,4,1,1,1,0,15,13,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1
2009-2010,218663,University of South Carolina-Columbia,First major,History,'54',Bachelor's degree,121,86,35,1,0,1,2,2,0,7,5,2,7,5,2,95,66,29,2,2,0,0,0,0,7,6,1,2,2,0,0,0,0
2009-2010,218663,University of South Carolina-Columbia,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,60,24,36,0,0,0,1,1,0,14,1,13,3,2,1,41,20,21,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2009-2010,218663,University of South Carolina-Columbia,First major,Philosophy and Religious Studies,'38',Bachelor's degree,23,16,7,0,0,0,0,0,0,0,0,0,2,2,0,19,13,6,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
2009-2010,218663,University of South Carolina-Columbia,First major,Visual and Performing Arts,'50',Bachelor's degree,222,113,109,2,0,2,4,2,2,13,8,5,14,8,6,168,86,82,3,2,1,1,0,1,10,3,7,8,5,3,3,1,2
2009-2010,218663,University of South Carolina-Columbia,First major,English Language and Literature/Letters,'23',Bachelor's degree,121,42,79,0,0,0,0,0,0,20,8,12,4,0,4,88,30,58,0,0,0,0,0,0,4,1,3,5,3,2,0,0,0
2009-2010,218663,University of South Carolina-Columbia,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,31,8,23,0,0,0,0,0,0,4,1,3,0,0,0,24,6,18,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0
2009-2010,218663,University of South Carolina-Columbia,First major,Physical Sciences,'40',Bachelor's degree,79,41,38,0,0,0,3,1,2,13,5,8,0,0,0,56,32,24,3,1,2,0,0,0,4,1,3,2,2,0,1,0,1
2009-2010,218663,University of South Carolina-Columbia,First major,Psychology,'42',Bachelor's degree,230,49,181,1,1,0,7,2,5,51,10,41,8,1,7,153,34,119,7,2,5,0,0,0,5,1,4,4,0,4,1,0,1
2009-2010,218663,University of South Carolina-Columbia,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,218663,University of South Carolina-Columbia,First major,Engineering,'14',Bachelor's degree,202,168,34,0,0,0,4,2,2,12,10,2,8,7,1,171,144,27,4,2,2,0,0,0,4,3,1,1,0,1,2,2,0
2009-2010,218663,University of South Carolina-Columbia,First major,Mathematics and Statistics,'27',Bachelor's degree,51,31,20,0,0,0,4,3,1,7,2,5,1,1,0,34,21,13,4,3,1,0,0,0,2,2,0,2,2,0,1,0,1
2009-2010,218663,University of South Carolina-Columbia,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,299,138,161,1,0,1,3,0,3,41,18,23,6,3,3,230,106,124,3,0,3,0,0,0,5,3,2,10,5,5,3,3,0
2009-2010,218663,University of South Carolina-Columbia,First major,Social Sciences,'45',Bachelor's degree,388,212,176,2,1,1,16,9,7,36,17,19,21,12,9,273,149,124,16,9,7,0,0,0,17,10,7,18,14,4,5,0,5
2009-2010,218663,University of South Carolina-Columbia,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,18,7,11,0,0,0,0,0,0,12,6,6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,218663,University of South Carolina-Columbia,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,303,68,235,1,0,1,6,2,4,25,4,21,2,2,0,257,57,200,5,2,3,1,0,1,8,2,6,4,1,3,0,0,0
2009-2010,218663,University of South Carolina-Columbia,First major,Education,'13',Bachelor's degree,243,32,211,0,0,0,0,0,0,23,4,19,6,1,5,209,26,183,0,0,0,0,0,0,4,0,4,1,1,0,0,0,0
2009-2010,218663,University of South Carolina-Columbia,First major,Health Professions and Related Programs,'51',Bachelor's degree,219,13,206,1,0,1,7,0,7,24,1,23,5,0,5,172,11,161,7,0,7,0,0,0,5,1,4,5,0,5,0,0,0
2009-2010,218663,University of South Carolina-Columbia,First major,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',Bachelor's degree,157,94,63,0,0,0,0,0,0,31,21,10,4,2,2,111,65,46,0,0,0,0,0,0,7,5,2,4,1,3,0,0,0
2009-2010,218663,University of South Carolina-Columbia,First major,Natural Resources and Conservation,'03',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,123961,University of Southern California,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,22,6,16,0,0,0,2,0,2,2,1,1,7,2,5,8,1,7,2,0,2,0,0,0,1,0,1,1,1,0,1,1,0
2009-2010,123961,University of Southern California,First major,Health Professions and Related Programs,'51',Bachelor's degree,131,24,107,0,0,0,30,6,24,9,0,9,27,8,19,53,5,48,30,6,24,0,0,0,3,2,1,3,1,2,6,2,4
2009-2010,123961,University of Southern California,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,123961,University of Southern California,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,25,2,23,0,0,0,9,0,9,1,0,1,3,0,3,10,1,9,9,0,9,0,0,0,1,0,1,0,0,0,1,1,0
2009-2010,123961,University of Southern California,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,1097,617,480,0,0,0,284,139,145,26,10,16,108,66,42,404,252,152,283,139,144,1,0,1,27,12,15,22,11,11,226,127,99
2009-2010,123961,University of Southern California,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,79,25,54,0,0,0,21,6,15,2,1,1,18,5,13,35,10,25,21,6,15,0,0,0,1,1,0,1,1,0,1,1,0
2009-2010,123961,University of Southern California,First major,Natural Resources and Conservation,'03',Bachelor's degree,12,4,8,0,0,0,2,0,2,0,0,0,3,1,2,5,3,2,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1
2009-2010,123961,University of Southern California,First major,Physical Sciences,'40',Bachelor's degree,18,12,6,0,0,0,4,1,3,1,0,1,1,1,0,9,7,2,3,1,2,1,0,1,1,1,0,1,1,0,1,1,0
2009-2010,123961,University of Southern California,First major,Psychology,'42',Bachelor's degree,160,36,124,0,0,0,23,9,14,5,1,4,31,5,26,77,15,62,22,9,13,1,0,1,6,2,4,8,4,4,10,0,10
2009-2010,123961,University of Southern California,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,124,70,54,0,0,0,19,13,6,4,2,2,22,6,16,65,44,21,19,13,6,0,0,0,1,0,1,6,2,4,7,3,4
2009-2010,123961,University of Southern California,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,258,99,159,0,0,0,103,35,68,5,2,3,22,10,12,98,41,57,103,35,68,0,0,0,16,5,11,3,2,1,11,4,7
2009-2010,123961,University of Southern California,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,38,31,7,0,0,0,10,7,3,0,0,0,3,3,0,18,14,4,10,7,3,0,0,0,1,1,0,2,2,0,4,4,0
2009-2010,123961,University of Southern California,First major,Education,'13',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,123961,University of Southern California,First major,History,'54',Bachelor's degree,43,20,23,1,1,0,3,1,2,1,1,0,8,3,5,25,12,13,3,1,2,0,0,0,2,1,1,0,0,0,3,1,2
2009-2010,123961,University of Southern California,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,34,15,19,0,0,0,7,4,3,1,0,1,8,4,4,15,7,8,7,4,3,0,0,0,2,0,2,1,0,1,0,0,0
2009-2010,123961,University of Southern California,First major,Social Sciences,'45',Bachelor's degree,552,275,277,0,0,0,81,38,43,25,12,13,76,36,40,258,131,127,81,38,43,0,0,0,30,13,17,25,12,13,57,33,24
2009-2010,123961,University of Southern California,First major,Visual and Performing Arts,'50',Bachelor's degree,552,275,277,0,0,0,53,23,30,17,7,10,60,28,32,355,182,173,53,23,30,0,0,0,18,8,10,20,11,9,29,16,13
2009-2010,123961,University of Southern California,First major,Architecture and Related Services,'04',Bachelor's degree,102,57,45,0,0,0,25,10,15,4,4,0,21,14,7,40,23,17,25,10,15,0,0,0,7,3,4,0,0,0,5,3,2
2009-2010,123961,University of Southern California,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,442,106,336,1,1,0,58,9,49,8,1,7,61,20,41,263,62,201,58,9,49,0,0,0,16,2,14,12,5,7,23,6,17
2009-2010,123961,University of Southern California,First major,Engineering,'14',Bachelor's degree,392,283,109,0,0,0,114,79,35,9,6,3,46,35,11,156,112,44,114,79,35,0,0,0,20,14,6,10,8,2,37,29,8
2009-2010,123961,University of Southern California,First major,English Language and Literature/Letters,'23',Bachelor's degree,101,33,68,0,0,0,7,3,4,5,1,4,15,5,10,61,18,43,7,3,4,0,0,0,6,2,4,6,4,2,1,0,1
2009-2010,123961,University of Southern California,First major,Mathematics and Statistics,'27',Bachelor's degree,42,28,14,0,0,0,7,5,2,0,0,0,6,5,1,15,10,5,7,5,2,0,0,0,4,2,2,1,1,0,9,5,4
2009-2010,123961,University of Southern California,First major,Philosophy and Religious Studies,'38',Bachelor's degree,33,25,8,0,0,0,4,3,1,0,0,0,7,5,2,11,8,3,4,3,1,0,0,0,5,3,2,2,2,0,4,4,0
2009-2010,230728,Utah State University,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,66,54,12,0,0,0,2,1,1,0,0,0,0,0,0,59,52,7,,,,,,,,,,1,0,1,4,1,3
2009-2010,230728,Utah State University,First major,Engineering,'14',Bachelor's degree,206,180,26,1,1,0,6,5,1,0,0,0,9,6,3,179,158,21,,,,,,,,,,4,3,1,7,7,0
2009-2010,230728,Utah State University,First major,History,'54',Bachelor's degree,68,37,31,0,0,0,1,0,1,0,0,0,2,0,2,63,36,27,,,,,,,,,,2,1,1,0,0,0
2009-2010,230728,Utah State University,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,52,19,33,0,0,0,1,0,1,1,0,1,0,0,0,43,16,27,,,,,,,,,,4,3,1,3,0,3
2009-2010,230728,Utah State University,First major,Mathematics and Statistics,'27',Bachelor's degree,22,11,11,0,0,0,2,0,2,0,0,0,0,0,0,17,10,7,,,,,,,,,,0,0,0,3,1,2
2009-2010,230728,Utah State University,First major,Mechanic and Repair Technologies/Technicians,'47',Bachelor's degree,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,5,5,0,,,,,,,,,,0,0,0,0,0,0
2009-2010,230728,Utah State University,First major,Psychology,'42',Bachelor's degree,84,28,56,1,0,1,2,2,0,0,0,0,5,1,4,70,24,46,,,,,,,,,,5,1,4,1,0,1
2009-2010,230728,Utah State University,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,48,6,42,0,0,0,1,0,1,0,0,0,5,0,5,41,6,35,,,,,,,,,,1,0,1,0,0,0
2009-2010,230728,Utah State University,First major,Agriculture- Agriculture Operations and Related Sciences,'01',Bachelor's degree,83,54,29,1,1,0,1,1,0,0,0,0,0,0,0,73,50,23,,,,,,,,,,6,1,5,2,1,1
2009-2010,230728,Utah State University,First major,Architecture and Related Services,'04',Bachelor's degree,29,26,3,0,0,0,1,1,0,0,0,0,0,0,0,25,23,2,,,,,,,,,,2,2,0,1,0,1
2009-2010,230728,Utah State University,First major,Education,'13',Bachelor's degree,405,82,323,2,0,2,3,1,2,2,2,0,7,1,6,376,76,300,,,,,,,,,,14,1,13,1,1,0
2009-2010,230728,Utah State University,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,121,10,111,0,0,0,0,0,0,0,0,0,1,0,1,116,9,107,,,,,,,,,,3,1,2,1,0,1
2009-2010,230728,Utah State University,First major,Health Professions and Related Programs,'51',Bachelor's degree,152,31,121,1,1,0,3,2,1,2,0,2,3,0,3,133,26,107,,,,,,,,,,10,2,8,0,0,0
2009-2010,230728,Utah State University,First major,Legal Professions and Studies,'22',Bachelor's degree,16,12,4,0,0,0,0,0,0,0,0,0,0,0,0,15,11,4,,,,,,,,,,1,1,0,0,0,0
2009-2010,230728,Utah State University,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,17,11,6,0,0,0,1,0,1,0,0,0,0,0,0,16,11,5,,,,,,,,,,0,0,0,0,0,0
2009-2010,230728,Utah State University,First major,Physical Sciences,'40',Bachelor's degree,30,22,8,1,1,0,0,0,0,0,0,0,1,1,0,27,20,7,,,,,,,,,,1,0,1,0,0,0
2009-2010,230728,Utah State University,First major,Social Sciences,'45',Bachelor's degree,408,266,142,3,3,0,5,4,1,2,1,1,8,3,5,196,142,54,,,,,,,,,,12,7,5,182,106,76
2009-2010,230728,Utah State University,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,187,78,109,4,2,2,3,3,0,15,12,3,1,0,1,151,55,96,,,,,,,,,,9,4,5,4,2,2
2009-2010,230728,Utah State University,First major,Natural Resources and Conservation,'03',Bachelor's degree,20,14,6,1,1,0,0,0,0,0,0,0,0,0,0,16,10,6,,,,,,,,,,3,3,0,0,0,0
2009-2010,230728,Utah State University,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,38,23,15,0,0,0,0,0,0,0,0,0,2,2,0,30,17,13,,,,,,,,,,3,3,0,3,1,2
2009-2010,230728,Utah State University,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,75,50,25,1,1,0,0,0,0,0,0,0,4,1,3,62,41,21,,,,,,,,,,7,6,1,1,1,0
2009-2010,230728,Utah State University,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,511,344,167,3,1,2,6,4,2,1,1,0,9,6,3,430,299,131,,,,,,,,,,23,15,8,39,18,21
2009-2010,230728,Utah State University,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,110,49,61,1,0,1,1,1,0,2,1,1,3,2,1,98,44,54,,,,,,,,,,4,0,4,1,1,0
2009-2010,230728,Utah State University,First major,English Language and Literature/Letters,'23',Bachelor's degree,129,28,101,0,0,0,1,0,1,3,0,3,0,0,0,119,26,93,,,,,,,,,,6,2,4,0,0,0
2009-2010,230728,Utah State University,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,41,25,16,0,0,0,0,0,0,0,0,0,4,1,3,37,24,13,,,,,,,,,,0,0,0,0,0,0
2009-2010,230728,Utah State University,First major,Philosophy and Religious Studies,'38',Bachelor's degree,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,,,,,,,,,,1,1,0,0,0,0
2009-2010,230728,Utah State University,First major,Transportation and Materials Moving,'49',Bachelor's degree,11,11,0,0,0,0,2,2,0,0,0,0,0,0,0,8,8,0,,,,,,,,,,1,1,0,0,0,0
2009-2010,230728,Utah State University,First major,Visual and Performing Arts,'50',Bachelor's degree,98,37,61,0,0,0,1,1,0,0,0,0,4,2,2,91,33,58,,,,,,,,,,2,1,1,0,0,0
2009-2010,221999,Vanderbilt University,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,99,42,57,1,0,1,15,7,8,6,5,1,5,1,4,56,23,33,,,,,,,,,,16,6,10,0,0,0
2009-2010,221999,Vanderbilt University,First major,English Language and Literature/Letters,'23',Bachelor's degree,70,23,47,1,0,1,1,0,1,9,4,5,5,1,4,42,14,28,,,,,,,,,,12,4,8,0,0,0
2009-2010,221999,Vanderbilt University,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,63,19,44,0,0,0,9,3,6,4,1,3,7,2,5,32,11,21,,,,,,,,,,11,2,9,0,0,0
2009-2010,221999,Vanderbilt University,First major,History,'54',Bachelor's degree,63,44,19,1,1,0,1,1,0,4,1,3,2,2,0,41,29,12,,,,,,,,,,14,10,4,0,0,0
2009-2010,221999,Vanderbilt University,First major,Visual and Performing Arts,'50',Bachelor's degree,71,31,40,0,0,0,4,3,1,3,2,1,3,0,3,47,22,25,,,,,,,,,,14,4,10,0,0,0
2009-2010,221999,Vanderbilt University,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,10,1,9,0,0,0,0,0,0,1,0,1,1,0,1,8,1,7,,,,,,,,,,0,0,0,0,0,0
2009-2010,221999,Vanderbilt University,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,96,38,58,0,0,0,4,2,2,24,8,16,8,4,4,48,18,30,,,,,,,,,,11,6,5,1,0,1
2009-2010,221999,Vanderbilt University,First major,Social Sciences,'45',Bachelor's degree,478,223,255,2,0,2,25,9,16,37,17,20,27,10,17,324,151,173,,,,,,,,,,60,35,25,3,1,2
2009-2010,221999,Vanderbilt University,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,21,4,17,0,0,0,2,0,2,3,0,3,4,1,3,11,3,8,,,,,,,,,,1,0,1,0,0,0
2009-2010,221999,Vanderbilt University,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,46,13,33,0,0,0,1,0,1,5,1,4,1,0,1,32,11,21,,,,,,,,,,7,1,6,0,0,0
2009-2010,221999,Vanderbilt University,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,12,11,1,0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,,,,,,,,,,5,4,1,0,0,0
2009-2010,221999,Vanderbilt University,First major,Engineering,'14',Bachelor's degree,274,209,65,1,1,0,20,16,4,11,6,5,7,6,1,165,129,36,,,,,,,,,,36,32,4,34,19,15
2009-2010,221999,Vanderbilt University,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,5,2,3,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,,,,,,,,,,0,0,0,0,0,0
2009-2010,221999,Vanderbilt University,First major,Education,'13',Bachelor's degree,77,15,62,0,0,0,5,1,4,8,2,6,1,0,1,57,12,45,,,,,,,,,,6,0,6,0,0,0
2009-2010,221999,Vanderbilt University,First major,Mathematics and Statistics,'27',Bachelor's degree,28,13,15,1,0,1,1,0,1,1,0,1,1,1,0,22,12,10,,,,,,,,,,2,0,2,0,0,0
2009-2010,221999,Vanderbilt University,First major,Philosophy and Religious Studies,'38',Bachelor's degree,31,19,12,0,0,0,3,2,1,3,1,2,4,1,3,18,12,6,,,,,,,,,,3,3,0,0,0,0
2009-2010,221999,Vanderbilt University,First major,Physical Sciences,'40',Bachelor's degree,45,26,19,0,0,0,6,2,4,2,1,1,2,2,0,28,16,12,,,,,,,,,,6,4,2,1,1,0
2009-2010,221999,Vanderbilt University,First major,Psychology,'42',Bachelor's degree,94,15,79,1,0,1,8,3,5,10,1,9,5,1,4,62,10,52,,,,,,,,,,8,0,8,0,0,0
