Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Major,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2000-2001,207500,University of Oklahoma Norman Campus,Mathematics,'27',Bachelor's degree,First major,13,5,8,10,2,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
2000-2001,207500,University of Oklahoma Norman Campus,Philosophy and Religion,'38',Bachelor's degree,First major,11,2,9,8,1,7,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2000-2001,207500,University of Oklahoma Norman Campus,Physical Sciences,'40',Bachelor's degree,First major,95,59,36,64,40,24,3,2,1,6,3,3,10,5,5,6,4,2,0,0,0,6,5,1
2000-2001,207500,University of Oklahoma Norman Campus,Communications Technologies,'10',Bachelor's degree,First major,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,207500,University of Oklahoma Norman Campus,Engineering,'14',Bachelor's degree,First major,254,204,50,139,120,19,22,14,8,9,7,2,40,29,11,8,6,2,0,0,0,36,28,8
2000-2001,207500,University of Oklahoma Norman Campus,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,First major,152,71,81,118,55,63,7,4,3,2,2,0,2,2,0,12,4,8,0,0,0,11,4,7
2000-2001,207500,University of Oklahoma Norman Campus,Protective Services,'43',Bachelor's degree,First major,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,207500,University of Oklahoma Norman Campus,Psychology,'42',Bachelor's degree,First major,105,25,80,75,18,57,8,2,6,4,0,4,5,1,4,12,4,8,0,0,0,1,0,1
2000-2001,207500,University of Oklahoma Norman Campus,Public Administration and Services,'44',Bachelor's degree,First major,50,12,38,38,6,32,3,1,2,1,1,0,0,0,0,7,3,4,0,0,0,1,1,0
2000-2001,207500,University of Oklahoma Norman Campus,Social Sciences and History,'45',Bachelor's degree,First major,292,148,144,224,114,110,24,12,12,4,3,1,12,7,5,22,9,13,0,0,0,6,3,3
2000-2001,207500,University of Oklahoma Norman Campus,Architecture and Related Programs,'04',Bachelor's degree,First major,61,47,14,40,31,9,2,2,0,5,2,3,4,3,1,4,4,0,0,0,0,6,5,1
2000-2001,207500,University of Oklahoma Norman Campus,Biological Science/Life Sciences,'26',Bachelor's degree,First major,139,59,80,89,35,54,9,4,5,6,4,2,23,12,11,9,4,5,0,0,0,3,0,3
2000-2001,207500,University of Oklahoma Norman Campus,Business Management and Administrative Services,'52',Bachelor's degree,First major,565,356,209,380,257,123,29,12,17,13,10,3,56,26,30,28,19,9,0,0,0,59,32,27
2000-2001,207500,University of Oklahoma Norman Campus,Computer and Information Sciences,'11',Bachelor's degree,First major,32,29,3,20,17,3,6,6,0,0,0,0,4,4,0,0,0,0,0,0,0,2,2,0
2000-2001,207500,University of Oklahoma Norman Campus,Communications,'09',Bachelor's degree,First major,223,77,146,183,67,116,13,3,10,8,3,5,1,1,0,16,3,13,0,0,0,2,0,2
2000-2001,207500,University of Oklahoma Norman Campus,Foreign Languages and Literatures,'16',Bachelor's degree,First major,59,24,35,44,16,28,0,0,0,6,4,2,2,2,0,3,1,2,0,0,0,4,1,3
2000-2001,207500,University of Oklahoma Norman Campus,Visual and Performing Arts,'50',Bachelor's degree,First major,201,83,118,161,64,97,8,4,4,6,3,3,5,2,3,13,7,6,0,0,0,8,3,5
2000-2001,209551,University of Oregon,Biological Science/Life Sciences,'26',Bachelor's degree,First major,118,47,71,96,38,58,0,0,0,3,1,2,13,6,7,0,0,0,4,2,2,2,0,2
2000-2001,209551,University of Oregon,Business Management and Administrative Services,'52',Bachelor's degree,First major,334,188,146,214,131,83,1,0,1,9,4,5,39,19,20,1,0,1,18,10,8,52,24,28
2000-2001,209551,University of Oregon,Communications,'09',Bachelor's degree,First major,275,94,181,208,74,134,0,0,0,2,1,1,15,4,11,3,0,3,19,6,13,28,9,19
2000-2001,209551,University of Oregon,Education,'13',Bachelor's degree,First major,138,25,113,115,19,96,2,2,0,5,2,3,4,1,3,2,0,2,6,1,5,4,0,4
2000-2001,209551,University of Oregon,Health Professions and Related Sciences,'51',Bachelor's degree,First major,20,0,20,16,0,16,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0
2000-2001,209551,University of Oregon,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,First major,9,4,5,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,209551,University of Oregon,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,First major,49,19,30,37,11,26,0,0,0,0,0,0,5,3,2,2,2,0,2,1,1,3,2,1
2000-2001,209551,University of Oregon,Multi/Interdisciplinary Studies,'30',Bachelor's degree,First major,96,40,56,66,27,39,2,1,1,1,0,1,13,7,6,1,0,1,9,4,5,4,1,3
2000-2001,209551,University of Oregon,Psychology,'42',Bachelor's degree,First major,227,75,152,180,58,122,1,0,1,5,4,1,8,2,6,3,0,3,11,8,3,19,3,16
2000-2001,209551,University of Oregon,Public Administration and Services,'44',Bachelor's degree,First major,21,8,13,15,6,9,1,0,1,3,1,2,1,1,0,0,0,0,1,0,1,0,0,0
2000-2001,209551,University of Oregon,Visual and Performing Arts,'50',Bachelor's degree,First major,200,85,115,158,63,95,2,1,1,3,2,1,10,2,8,0,0,0,11,7,4,16,10,6
2000-2001,209551,University of Oregon,Architecture and Related Programs,'04',Bachelor's degree,First major,95,50,45,69,36,33,1,0,1,2,1,1,4,3,1,1,1,0,7,4,3,11,5,6
2000-2001,209551,University of Oregon,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,23,6,17,10,2,8,2,1,1,4,0,4,2,1,1,1,0,1,2,1,1,2,1,1
2000-2001,209551,University of Oregon,English Language and Literature/Letters,'23',Bachelor's degree,First major,133,52,81,105,38,67,4,3,1,3,1,2,6,3,3,1,0,1,12,7,5,2,0,2
2000-2001,209551,University of Oregon,Foreign Languages and Literatures,'16',Bachelor's degree,First major,161,57,104,106,41,65,2,0,2,13,2,11,3,1,2,2,0,2,17,7,10,18,6,12
2000-2001,209551,University of Oregon,Mathematics,'27',Bachelor's degree,First major,20,11,9,13,8,5,0,0,0,1,1,0,3,1,2,0,0,0,1,1,0,2,0,2
2000-2001,209551,University of Oregon,Social Sciences and History,'45',Bachelor's degree,First major,717,351,366,531,254,277,14,8,6,29,16,13,30,14,16,7,4,3,45,26,19,61,29,32
2000-2001,209551,University of Oregon,Computer and Information Sciences,'11',Bachelor's degree,First major,74,66,8,47,43,4,0,0,0,2,1,1,5,5,0,0,0,0,4,4,0,16,13,3
2000-2001,209551,University of Oregon,Conservation and Renewable Natural Resources,'03',Bachelor's degree,First major,99,55,44,75,37,38,0,0,0,3,3,0,2,2,0,3,3,0,9,7,2,7,3,4
2000-2001,209551,University of Oregon,Philosophy and Religion,'38',Bachelor's degree,First major,40,25,15,29,18,11,0,0,0,4,3,1,1,0,1,0,0,0,6,4,2,0,0,0
2000-2001,209551,University of Oregon,Physical Sciences,'40',Bachelor's degree,First major,45,32,13,33,22,11,1,0,1,0,0,0,2,2,0,0,0,0,3,3,0,6,5,1
2000-2001,218663,University of South Carolina-Columbia,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,8,1,7,2,0,2,4,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,218663,University of South Carolina-Columbia,Communications,'09',Bachelor's degree,First major,221,83,138,179,70,109,35,10,25,2,1,1,3,1,2,0,0,0,1,0,1,1,1,0
2000-2001,218663,University of South Carolina-Columbia,Computer and Information Sciences,'11',Bachelor's degree,First major,65,49,16,40,34,6,14,9,5,0,0,0,7,3,4,0,0,0,3,2,1,1,1,0
2000-2001,218663,University of South Carolina-Columbia,Education,'13',Bachelor's degree,First major,30,15,15,25,14,11,4,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2000-2001,218663,University of South Carolina-Columbia,Foreign Languages and Literatures,'16',Bachelor's degree,First major,41,12,29,31,8,23,4,2,2,3,0,3,0,0,0,1,1,0,1,1,0,1,0,1
2000-2001,218663,University of South Carolina-Columbia,Protective Services,'43',Bachelor's degree,First major,129,70,59,89,58,31,38,11,27,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2000-2001,218663,University of South Carolina-Columbia,Visual and Performing Arts,'50',Bachelor's degree,First major,188,90,98,153,72,81,26,15,11,1,0,1,3,1,2,1,1,0,2,0,2,2,1,1
2000-2001,218663,University of South Carolina-Columbia,Health Professions and Related Sciences,'51',Bachelor's degree,First major,110,6,104,84,5,79,22,1,21,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1
2000-2001,218663,University of South Carolina-Columbia,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,First major,82,39,43,60,29,31,16,8,8,1,0,1,5,2,3,0,0,0,0,0,0,0,0,0
2000-2001,218663,University of South Carolina-Columbia,Business Management and Administrative Services,'52',Bachelor's degree,First major,840,437,403,610,340,270,129,47,82,11,6,5,41,18,23,4,3,1,5,3,2,40,20,20
2000-2001,218663,University of South Carolina-Columbia,English Language and Literature/Letters,'23',Bachelor's degree,First major,135,36,99,105,35,70,29,1,28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2000-2001,218663,University of South Carolina-Columbia,Philosophy and Religion,'38',Bachelor's degree,First major,17,13,4,14,10,4,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2000-2001,218663,University of South Carolina-Columbia,Psychology,'42',Bachelor's degree,First major,229,34,195,177,26,151,37,4,33,2,1,1,4,2,2,1,0,1,6,1,5,2,0,2
2000-2001,218663,University of South Carolina-Columbia,Social Sciences and History,'45',Bachelor's degree,First major,348,153,195,274,127,147,58,20,38,3,2,1,6,2,4,1,1,0,2,0,2,4,1,3
2000-2001,218663,University of South Carolina-Columbia,Biological Science/Life Sciences,'26',Bachelor's degree,First major,220,89,131,166,69,97,28,8,20,6,2,4,12,6,6,2,1,1,3,2,1,3,1,2
2000-2001,218663,University of South Carolina-Columbia,Engineering,'14',Bachelor's degree,First major,194,153,41,132,106,26,34,23,11,4,4,0,10,8,2,0,0,0,3,2,1,11,10,1
2000-2001,218663,University of South Carolina-Columbia,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,First major,138,39,99,89,26,63,35,8,27,3,0,3,2,1,1,1,1,0,3,2,1,5,1,4
2000-2001,218663,University of South Carolina-Columbia,Mathematics,'27',Bachelor's degree,First major,33,12,21,24,7,17,7,4,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
2000-2001,218663,University of South Carolina-Columbia,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,First major,110,61,49,84,48,36,21,10,11,0,0,0,2,1,1,1,1,0,1,0,1,1,1,0
2000-2001,218663,University of South Carolina-Columbia,Physical Sciences,'40',Bachelor's degree,First major,43,26,17,38,26,12,2,0,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0
2000-2001,123961,University of Southern California,Architecture and Related Programs,'04',Bachelor's degree,First major,90,62,28,31,24,7,0,0,0,16,11,5,21,14,7,1,0,1,2,2,0,19,11,8
2000-2001,123961,University of Southern California,Business Management and Administrative Services,'52',Bachelor's degree,First major,982,546,436,384,252,132,26,12,14,108,60,48,316,158,158,4,4,0,7,6,1,137,54,83
2000-2001,123961,University of Southern California,Communications,'09',Bachelor's degree,First major,389,106,283,250,69,181,19,5,14,45,14,31,59,13,46,2,0,2,5,4,1,9,1,8
2000-2001,123961,University of Southern California,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,18,6,12,6,4,2,0,0,0,4,0,4,6,2,4,1,0,1,0,0,0,1,0,1
2000-2001,123961,University of Southern California,Foreign Languages and Literatures,'16',Bachelor's degree,First major,47,12,35,14,3,11,1,0,1,15,5,10,12,3,9,1,0,1,1,1,0,3,0,3
2000-2001,123961,University of Southern California,Home Economics- General,'19',Bachelor's degree,First major,30,14,16,9,4,5,2,0,2,1,0,1,16,9,7,1,0,1,0,0,0,1,1,0
2000-2001,123961,University of Southern California,Philosophy and Religion,'38',Bachelor's degree,First major,21,14,7,12,9,3,4,3,1,2,0,2,3,2,1,0,0,0,0,0,0,0,0,0
2000-2001,123961,University of Southern California,Physical Sciences,'40',Bachelor's degree,First major,13,4,9,8,2,6,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,1,0,1
2000-2001,123961,University of Southern California,Public Administration and Services,'44',Bachelor's degree,First major,73,40,33,18,11,7,14,4,10,17,8,9,23,16,7,1,1,0,0,0,0,0,0,0
2000-2001,123961,University of Southern California,Biological Science/Life Sciences,'26',Bachelor's degree,First major,111,45,66,45,15,30,6,2,4,13,5,8,39,19,20,0,0,0,3,2,1,5,2,3
2000-2001,123961,University of Southern California,Education,'13',Bachelor's degree,First major,82,20,62,34,9,25,4,0,4,18,7,11,21,3,18,0,0,0,4,1,3,1,0,1
2000-2001,123961,University of Southern California,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,First major,15,2,13,8,2,6,0,0,0,3,0,3,3,0,3,1,0,1,0,0,0,0,0,0
2000-2001,123961,University of Southern California,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,First major,37,15,22,16,7,9,1,1,0,8,2,6,11,5,6,0,0,0,0,0,0,1,0,1
2000-2001,123961,University of Southern California,Social Sciences and History,'45',Bachelor's degree,First major,486,223,263,236,121,115,38,14,24,65,25,40,106,43,63,3,0,3,13,6,7,25,14,11
2000-2001,123961,University of Southern California,Health Professions and Related Sciences,'51',Bachelor's degree,First major,256,60,196,92,21,71,16,5,11,50,15,35,90,19,71,2,0,2,4,0,4,2,0,2
2000-2001,123961,University of Southern California,Mathematics,'27',Bachelor's degree,First major,12,6,6,7,3,4,1,1,0,1,0,1,2,1,1,0,0,0,0,0,0,1,1,0
2000-2001,123961,University of Southern California,Visual and Performing Arts,'50',Bachelor's degree,First major,486,249,237,306,166,140,25,7,18,58,36,22,59,24,35,2,1,1,14,3,11,22,12,10
2000-2001,123961,University of Southern California,Computer and Information Sciences,'11',Bachelor's degree,First major,56,42,14,19,17,2,5,4,1,1,1,0,15,11,4,0,0,0,2,1,1,14,8,6
2000-2001,123961,University of Southern California,Engineering,'14',Bachelor's degree,First major,259,193,66,98,78,20,5,2,3,35,25,10,73,52,21,2,1,1,8,7,1,38,28,10
2000-2001,123961,University of Southern California,English Language and Literature/Letters,'23',Bachelor's degree,First major,129,57,72,74,36,38,12,5,7,20,9,11,19,6,13,2,1,1,1,0,1,1,0,1
2000-2001,123961,University of Southern California,Psychology,'42',Bachelor's degree,First major,154,34,120,79,16,63,9,2,7,27,3,24,23,7,16,3,3,0,8,3,5,5,0,5
2000-2001,230728,Utah State University,Agricultural Business and Production,'01',Bachelor's degree,First major,24,18,6,24,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,230728,Utah State University,Agricultural Sciences,'02',Bachelor's degree,First major,90,56,34,88,54,34,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
2000-2001,230728,Utah State University,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,13,8,5,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
2000-2001,230728,Utah State University,Business Management and Administrative Services,'52',Bachelor's degree,First major,431,277,154,393,252,141,1,1,0,2,1,1,4,3,1,1,0,1,6,5,1,24,15,9
2000-2001,230728,Utah State University,Communications,'09',Bachelor's degree,First major,88,42,46,82,37,45,4,4,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
2000-2001,230728,Utah State University,Engineering,'14',Bachelor's degree,First major,156,146,10,148,139,9,0,0,0,0,0,0,1,1,0,0,0,0,3,2,1,4,4,0
2000-2001,230728,Utah State University,Home Economics- General,'19',Bachelor's degree,First major,224,25,199,217,24,193,0,0,0,3,0,3,0,0,0,0,0,0,1,1,0,3,0,3
2000-2001,230728,Utah State University,Physical Sciences,'40',Bachelor's degree,First major,41,31,10,38,29,9,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1
2000-2001,230728,Utah State University,Biological Science/Life Sciences,'26',Bachelor's degree,First major,42,25,17,39,23,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2000-2001,230728,Utah State University,Education,'13',Bachelor's degree,First major,404,74,330,388,68,320,1,0,1,5,1,4,4,1,3,1,0,1,4,3,1,1,1,0
2000-2001,230728,Utah State University,English Language and Literature/Letters,'23',Bachelor's degree,First major,78,18,60,77,17,60,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2000-2001,230728,Utah State University,Health Professions and Related Sciences,'51',Bachelor's degree,First major,90,29,61,85,28,57,0,0,0,4,1,3,0,0,0,0,0,0,1,0,1,0,0,0
2000-2001,230728,Utah State University,Precision Production Trades,'48',Bachelor's degree,First major,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,230728,Utah State University,Computer and Information Sciences,'11',Bachelor's degree,First major,197,140,57,166,119,47,0,0,0,3,2,1,6,3,3,0,0,0,3,3,0,19,13,6
2000-2001,230728,Utah State University,Conservation and Renewable Natural Resources,'03',Bachelor's degree,First major,59,35,24,58,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2000-2001,230728,Utah State University,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,First major,18,1,17,16,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
2000-2001,230728,Utah State University,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,First major,38,9,29,37,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2000-2001,230728,Utah State University,Psychology,'42',Bachelor's degree,First major,91,23,68,87,21,66,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,1
2000-2001,230728,Utah State University,Architecture and Related Programs,'04',Bachelor's degree,First major,28,22,6,27,21,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,230728,Utah State University,Engineering-Related Technologies,'15',Bachelor's degree,First major,38,33,5,33,29,4,0,0,0,1,1,0,2,1,1,0,0,0,1,1,0,1,1,0
2000-2001,230728,Utah State University,Foreign Languages and Literatures,'16',Bachelor's degree,First major,24,16,8,20,13,7,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1
2000-2001,230728,Utah State University,Law and Legal Studies,'22',Bachelor's degree,First major,5,4,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2000-2001,230728,Utah State University,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,First major,70,36,34,65,31,34,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0
2000-2001,230728,Utah State University,Mathematics,'27',Bachelor's degree,First major,14,7,7,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,230728,Utah State University,Multi/Interdisciplinary Studies,'30',Bachelor's degree,First major,27,14,13,24,11,13,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2000-2001,230728,Utah State University,Philosophy and Religion,'38',Bachelor's degree,First major,11,10,1,8,7,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
2000-2001,230728,Utah State University,Public Administration and Services,'44',Bachelor's degree,First major,34,4,30,33,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2000-2001,230728,Utah State University,Social Sciences and History,'45',Bachelor's degree,First major,175,75,100,157,67,90,2,2,0,2,1,1,3,0,3,0,0,0,6,4,2,5,1,4
2000-2001,230728,Utah State University,Visual and Performing Arts,'50',Bachelor's degree,First major,124,43,81,111,39,72,0,0,0,1,1,0,2,0,2,0,0,0,2,0,2,8,3,5
2000-2001,221999,Vanderbilt University,Communications,'09',Bachelor's degree,First major,6,2,4,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2000-2001,221999,Vanderbilt University,Multi/Interdisciplinary Studies,'30',Bachelor's degree,First major,70,21,49,63,19,44,0,0,0,2,0,2,1,1,0,0,0,0,4,1,3,0,0,0
2000-2001,221999,Vanderbilt University,Physical Sciences,'40',Bachelor's degree,First major,26,18,8,22,16,6,0,0,0,1,0,1,2,2,0,0,0,0,1,0,1,0,0,0
2000-2001,221999,Vanderbilt University,Visual and Performing Arts,'50',Bachelor's degree,First major,71,17,54,60,14,46,0,0,0,1,0,1,1,0,1,0,0,0,9,3,6,0,0,0
2000-2001,221999,Vanderbilt University,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,16,6,10,12,4,8,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
2000-2001,221999,Vanderbilt University,Engineering,'14',Bachelor's degree,First major,213,160,53,143,102,41,2,1,1,9,4,5,17,14,3,0,0,0,16,13,3,26,26,0
2000-2001,221999,Vanderbilt University,Foreign Languages and Literatures,'16',Bachelor's degree,First major,40,16,24,34,12,22,0,0,0,0,0,0,1,1,0,0,0,0,5,3,2,0,0,0
2000-2001,221999,Vanderbilt University,Philosophy and Religion,'38',Bachelor's degree,First major,17,12,5,14,10,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,221999,Vanderbilt University,Psychology,'42',Bachelor's degree,First major,72,17,55,46,7,39,4,1,3,5,2,3,6,4,2,0,0,0,11,3,8,0,0,0
2000-2001,221999,Vanderbilt University,Social Sciences and History,'45',Bachelor's degree,First major,484,237,247,402,196,206,12,7,5,15,8,7,12,8,4,0,0,0,40,16,24,3,2,1
2000-2001,221999,Vanderbilt University,Biological Science/Life Sciences,'26',Bachelor's degree,First major,93,36,57,64,21,43,2,1,1,4,2,2,16,8,8,0,0,0,6,3,3,1,1,0
2000-2001,221999,Vanderbilt University,Education,'13',Bachelor's degree,First major,62,8,54,51,6,45,3,2,1,0,0,0,3,0,3,0,0,0,4,0,4,1,0,1
2000-2001,221999,Vanderbilt University,Computer and Information Sciences,'11',Bachelor's degree,First major,16,16,0,12,12,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0
2000-2001,221999,Vanderbilt University,English Language and Literature/Letters,'23',Bachelor's degree,First major,90,28,62,80,25,55,2,0,2,0,0,0,2,1,1,0,0,0,6,2,4,0,0,0
2000-2001,221999,Vanderbilt University,Mathematics,'27',Bachelor's degree,First major,26,9,17,21,7,14,0,0,0,1,0,1,1,0,1,0,0,0,3,2,1,0,0,0
