Year,unitid,Institution_Name,Award_Level,Major,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Engineering.,'14',453,372,81,60,53,7,13,11,2,42,38,4,246,194,52,3,2,1,62,55,7,27,19,8
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',34,9,25,6,2,4,0,0,0,9,3,6,6,3,3,0,0,0,9,0,9,4,1,3
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',85,42,43,28,12,16,6,3,3,15,10,5,21,11,10,0,0,0,11,2,9,4,4,0
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Philosophy and religious studies.,'38',18,11,7,8,5,3,1,1,0,2,1,1,3,2,1,0,0,0,4,2,2,0,0,0
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Social sciences.,'45',192,86,106,56,25,31,16,10,6,56,20,36,27,13,14,4,2,2,31,14,17,2,2,0
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',273,35,238,65,5,60,10,0,10,34,3,31,132,21,111,2,0,2,24,2,22,6,4,2
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',242,90,152,84,34,50,16,8,8,38,9,29,42,19,23,0,0,0,54,19,35,8,1,7
2004-2005,122755,San Jose State University,Bachelor's degree,First major,English language and literature/letters.,'23',136,51,85,64,19,45,5,2,3,20,12,8,17,6,11,0,0,0,29,11,18,1,1,0
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Mathematics and statistics.,'27',30,14,16,8,3,5,1,1,0,5,4,1,12,3,9,0,0,0,3,3,0,1,0,1
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Natural resources and conservation.,'03',27,12,15,12,4,8,1,0,1,5,3,2,5,3,2,0,0,0,3,2,1,1,0,1
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Physical sciences.,'40',32,19,13,12,6,6,1,1,0,0,0,0,11,8,3,0,0,0,8,4,4,0,0,0
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Psychology.,'42',132,25,107,51,8,43,6,1,5,22,5,17,23,6,17,0,0,0,25,4,21,5,1,4
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Public administration and social service professions.,'44',49,7,42,11,2,9,2,0,2,19,4,15,10,0,10,0,0,0,7,1,6,0,0,0
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',81,14,67,38,6,32,1,0,1,17,1,16,9,4,5,0,0,0,16,3,13,0,0,0
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',51,11,40,20,2,18,4,2,2,10,2,8,5,1,4,0,0,0,11,4,7,1,0,1
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Security and protective services.,'43',133,74,59,32,24,8,8,2,6,50,18,32,29,21,8,4,1,3,10,8,2,0,0,0
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Transportation and materials moving.,'49',29,22,7,10,7,3,0,0,0,3,3,0,7,6,1,0,0,0,6,4,2,3,2,1
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Visual and performing arts.,'50',323,128,195,95,36,59,6,3,3,33,13,20,97,43,54,2,1,1,76,31,45,14,1,13
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',190,46,144,153,36,117,11,5,6,15,3,12,6,1,5,1,0,1,0,0,0,4,1,3
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Engineering.,'14',77,54,23,49,37,12,5,1,4,5,3,2,13,10,3,0,0,0,0,0,0,5,3,2
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',25,1,24,14,1,13,1,0,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',5,1,4,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Psychology.,'42',125,30,95,91,21,70,6,1,5,17,4,13,6,2,4,1,0,1,0,0,0,4,2,2
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',35,9,26,22,4,18,2,1,1,3,1,2,7,2,5,1,1,0,0,0,0,0,0,0
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Engineering technologies/technicians.,'15',11,7,4,7,5,2,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,English language and literature/letters.,'23',61,24,37,42,19,23,6,2,4,11,2,9,2,1,1,0,0,0,0,0,0,0,0,0
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Mathematics and statistics.,'27',33,23,10,25,19,6,2,0,2,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',29,12,17,16,6,10,1,1,0,7,2,5,5,3,2,0,0,0,0,0,0,0,0,0
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Natural resources and conservation.,'03',2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Public administration and social service professions.,'44',6,3,3,4,2,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',7,1,6,6,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',425,235,190,325,172,153,9,5,4,20,9,11,32,23,9,2,2,0,1,0,1,36,24,12
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Education.,'13',5,1,4,4,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,History,'54',47,25,22,40,22,18,2,0,2,3,1,2,1,1,0,0,0,0,0,0,0,1,1,0
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Visual and performing arts.,'50',127,37,90,104,31,73,5,0,5,12,5,7,3,1,2,0,0,0,0,0,0,3,0,3
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',13,8,5,11,8,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',5,1,4,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Philosophy and religious studies.,'38',18,11,7,16,10,6,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Physical sciences.,'40',27,7,20,20,6,14,0,0,0,4,1,3,3,0,3,0,0,0,0,0,0,0,0,0
2004-2005,228246,Southern Methodist University,Bachelor's degree,First major,Social sciences.,'45',218,124,94,128,76,52,13,7,6,28,13,15,24,15,9,2,1,1,0,0,0,23,12,11
2004-2005,243744,Stanford University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',141,67,74,47,25,22,9,3,6,14,5,9,55,26,29,2,1,1,8,4,4,6,3,3
2004-2005,243744,Stanford University,Bachelor's degree,First major,Engineering technologies/technicians.,'15',69,44,25,24,20,4,4,0,4,13,7,6,18,11,7,3,1,2,1,1,0,6,4,2
2004-2005,243744,Stanford University,Bachelor's degree,First major,Engineering.,'14',206,146,60,65,44,21,16,10,6,29,22,7,63,47,16,2,0,2,5,5,0,26,18,8
2004-2005,243744,Stanford University,Bachelor's degree,First major,English language and literature/letters.,'23',71,20,51,44,14,30,3,0,3,8,3,5,10,2,8,0,0,0,2,0,2,4,1,3
2004-2005,243744,Stanford University,Bachelor's degree,First major,Mathematics and statistics.,'27',61,49,12,29,26,3,1,1,0,3,2,1,21,14,7,0,0,0,3,3,0,4,3,1
2004-2005,243744,Stanford University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',40,12,28,15,5,10,7,2,5,12,2,10,2,1,1,2,1,1,1,1,0,1,0,1
2004-2005,243744,Stanford University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',106,88,18,41,39,2,6,6,0,8,7,1,35,23,12,1,1,0,4,4,0,11,8,3
2004-2005,243744,Stanford University,Bachelor's degree,First major,Physical sciences.,'40',79,40,39,50,26,24,4,1,3,6,2,4,15,9,6,2,1,1,1,1,0,1,0,1
2004-2005,243744,Stanford University,Bachelor's degree,First major,Social sciences.,'45',435,248,187,188,110,78,45,25,20,48,24,24,94,50,44,9,4,5,20,15,5,31,20,11
2004-2005,243744,Stanford University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',55,16,39,16,6,10,12,0,12,6,1,5,11,5,6,5,2,3,3,2,1,2,0,2
2004-2005,243744,Stanford University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',39,19,20,22,11,11,1,1,0,5,2,3,4,3,1,1,1,0,4,1,3,2,0,2
2004-2005,243744,Stanford University,Bachelor's degree,First major,History,'54',58,26,32,38,16,22,5,2,3,8,5,3,4,1,3,0,0,0,3,2,1,0,0,0
2004-2005,243744,Stanford University,Bachelor's degree,First major,Public administration and social service professions.,'44',23,10,13,12,5,7,2,1,1,2,1,1,3,1,2,2,0,2,1,1,0,1,1,0
2004-2005,243744,Stanford University,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',12,4,8,8,3,5,1,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0
2004-2005,243744,Stanford University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',240,73,167,99,37,62,31,5,26,22,8,14,69,16,53,6,3,3,6,2,4,7,2,5
2004-2005,243744,Stanford University,Bachelor's degree,First major,Philosophy and religious studies.,'38',33,17,16,22,12,10,1,1,0,3,1,2,2,1,1,2,0,2,3,2,1,0,0,0
2004-2005,243744,Stanford University,Bachelor's degree,First major,Psychology.,'42',83,33,50,35,15,20,11,4,7,15,6,9,12,5,7,3,1,2,2,0,2,5,2,3
2004-2005,243744,Stanford University,Bachelor's degree,First major,Visual and performing arts.,'50',39,16,23,25,8,17,2,2,0,4,4,0,5,0,5,0,0,0,1,0,1,2,2,0
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',945,529,416,849,479,370,17,13,4,55,20,35,6,4,2,4,3,1,10,6,4,4,4,0
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Architecture and related services.,'04',147,79,68,116,63,53,2,1,1,19,9,10,5,3,2,1,1,0,2,1,1,2,1,1
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Biological and biomedical sciences.,'26',655,240,415,494,193,301,13,0,13,81,20,61,44,14,30,6,3,3,11,7,4,6,3,3
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1321,683,638,1138,594,544,19,4,15,90,47,43,40,18,22,6,4,2,15,5,10,13,11,2
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Engineering technologies/technicians.,'15',282,249,33,232,209,23,9,5,4,20,15,5,15,14,1,2,2,0,1,1,0,3,3,0
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Engineering.,'14',957,765,192,724,591,133,19,12,7,84,69,15,65,45,20,2,2,0,10,7,3,53,39,14
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',94,9,85,82,6,76,2,1,1,7,2,5,0,0,0,1,0,1,2,0,2,0,0,0
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',95,20,75,81,19,62,1,0,1,10,1,9,1,0,1,0,0,0,1,0,1,1,0,1
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Computer and information sciences and support services.,'11',87,71,16,65,53,12,1,1,0,7,5,2,6,5,1,0,0,0,1,1,0,7,6,1
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',83,13,70,70,9,61,0,0,0,8,2,6,3,2,1,1,0,1,0,0,0,1,0,1
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',34,17,17,19,11,8,0,0,0,13,5,8,1,1,0,0,0,0,1,0,1,0,0,0
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Physical sciences.,'40',114,64,50,102,58,44,0,0,0,9,4,5,2,1,1,0,0,0,1,1,0,0,0,0
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Mathematics and statistics.,'27',69,25,44,59,23,36,1,0,1,4,1,3,1,0,1,0,0,0,1,1,0,3,0,3
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',622,64,558,550,46,504,7,2,5,47,11,36,9,5,4,4,0,4,3,0,3,2,0,2
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Natural resources and conservation.,'03',149,91,58,120,76,44,4,0,4,17,11,6,5,3,2,0,0,0,3,1,2,0,0,0
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Philosophy and religious studies.,'38',30,20,10,24,17,7,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Visual and performing arts.,'50',21,5,16,18,5,13,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,English language and literature/letters.,'23',463,115,348,418,103,315,4,2,2,30,7,23,2,1,1,5,1,4,4,1,3,0,0,0
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,History,'54',174,107,67,155,94,61,3,1,2,14,11,3,0,0,0,0,0,0,2,1,1,0,0,0
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',288,146,142,253,121,132,2,2,0,20,13,7,6,4,2,2,1,1,4,4,0,1,1,0
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Social sciences.,'45',669,384,285,545,316,229,17,4,13,74,46,28,15,5,10,4,4,0,8,6,2,6,3,3
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',10,4,6,8,4,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,228723,Texas A & M University-College Station,Bachelor's degree,First major,Psychology.,'42',402,104,298,333,85,248,16,4,12,29,11,18,15,3,12,1,0,1,4,1,3,4,0,4
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',9,4,5,8,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',338,114,224,284,96,188,39,12,27,1,0,1,5,2,3,1,0,1,0,0,0,8,4,4
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Education.,'13',207,49,158,188,45,143,14,2,12,2,0,2,0,0,0,1,0,1,0,0,0,2,2,0
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,English language and literature/letters.,'23',73,23,50,60,22,38,13,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',25,12,13,22,11,11,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Mathematics and statistics.,'27',16,9,7,9,5,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',81,34,47,74,32,42,6,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Natural resources and conservation.,'03',6,5,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Public administration and social service professions.,'44',42,6,36,26,1,25,14,3,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Social sciences.,'45',126,76,50,104,66,38,14,5,9,0,0,0,2,0,2,3,2,1,0,0,0,3,3,0
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Visual and performing arts.,'50',125,26,99,105,18,87,13,6,7,1,0,1,5,1,4,0,0,0,0,0,0,1,1,0
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Engineering.,'14',185,133,52,158,116,42,21,12,9,1,0,1,1,1,0,1,1,0,0,0,0,3,3,0
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,History,'54',55,44,11,51,42,9,3,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Security and protective services.,'43',63,38,25,48,28,20,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Biological and biomedical sciences.,'26',78,36,42,63,32,31,5,2,3,2,1,1,4,0,4,2,1,1,0,0,0,2,0,2
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',866,520,346,704,442,262,119,54,65,6,3,3,9,5,4,7,5,2,0,0,0,21,11,10
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Computer and information sciences and support services.,'11',37,26,11,29,21,8,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',246,57,189,185,41,144,54,16,38,1,0,1,1,0,1,2,0,2,0,0,0,3,0,3
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',215,40,175,165,30,135,42,6,36,2,1,1,4,2,2,0,0,0,0,0,0,2,1,1
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Physical sciences.,'40',22,10,12,18,8,10,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Psychology.,'42',105,29,76,72,21,51,26,4,22,5,3,2,1,1,0,1,0,1,0,0,0,0,0,0
2004-2005,100751,The University of Alabama,Bachelor's degree,First major,Philosophy and religious studies.,'38',11,8,3,9,6,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',123,59,64,64,35,29,6,1,5,32,12,20,16,8,8,0,0,0,2,1,1,3,2,1
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Biological and biomedical sciences.,'26',705,280,425,353,146,207,19,9,10,97,36,61,221,83,138,1,1,0,3,1,2,11,4,7
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Public administration and social service professions.,'44',67,9,58,46,7,39,2,0,2,15,2,13,3,0,3,0,0,0,1,0,1,0,0,0
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',1108,405,703,774,290,484,35,10,25,150,59,91,122,36,86,3,1,2,7,3,4,17,6,11
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,English language and literature/letters.,'23',370,126,244,285,101,184,10,2,8,48,13,35,23,9,14,0,0,0,2,0,2,2,1,1
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',208,9,199,133,5,128,9,0,9,35,1,34,30,3,27,0,0,0,0,0,0,1,0,1
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,History,'54',248,141,107,196,112,84,4,3,1,30,14,16,15,11,4,0,0,0,2,1,1,1,0,1
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',162,68,94,104,44,60,3,2,1,10,4,6,45,18,27,0,0,0,0,0,0,0,0,0
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',342,38,304,255,26,229,17,7,10,47,2,45,20,2,18,0,0,0,2,1,1,1,0,1
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Psychology.,'42',386,117,269,262,86,176,13,1,12,59,19,40,39,8,31,3,0,3,3,1,2,7,2,5
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1140,581,559,629,350,279,50,23,27,121,60,61,298,127,171,5,2,3,4,4,0,33,15,18
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Engineering.,'14',860,667,193,454,356,98,23,14,9,95,73,22,201,147,54,4,4,0,3,3,0,80,70,10
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Mathematics and statistics.,'27',195,120,75,109,66,43,6,3,3,23,12,11,38,25,13,0,0,0,1,1,0,18,13,5
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',137,67,70,91,45,46,7,1,6,25,10,15,13,10,3,0,0,0,1,1,0,0,0,0
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Philosophy and religious studies.,'38',106,71,35,74,46,28,1,1,0,17,13,4,12,10,2,2,1,1,0,0,0,0,0,0
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Social sciences.,'45',1383,813,570,857,509,348,50,22,28,208,112,96,192,122,70,7,3,4,15,7,8,54,38,16
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Architecture and related services.,'04',54,31,23,40,26,14,2,0,2,2,1,1,7,2,5,0,0,0,1,1,0,2,1,1
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Computer and information sciences and support services.,'11',286,254,32,119,108,11,4,3,1,18,17,1,81,71,10,1,1,0,0,0,0,63,54,9
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',248,85,163,163,60,103,8,3,5,43,15,28,22,5,17,0,0,0,4,1,3,8,1,7
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',220,22,198,152,14,138,16,4,12,34,3,31,15,1,14,1,0,1,1,0,1,1,0,1
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Physical sciences.,'40',149,92,57,98,62,36,4,2,2,15,9,6,21,11,10,1,0,1,1,1,0,9,7,2
2004-2005,228778,The University of Texas at Austin,Bachelor's degree,First major,Visual and performing arts.,'50',339,120,219,258,80,178,4,2,2,47,30,17,20,7,13,1,0,1,3,1,2,6,0,6
2004-2005,134130,University of Florida,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',5,0,5,3,0,3,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2004-2005,134130,University of Florida,Bachelor's degree,First major,Engineering.,'14',860,677,183,564,447,117,50,37,13,106,80,26,89,69,20,6,6,0,19,18,1,26,20,6
2004-2005,134130,University of Florida,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',147,45,102,96,34,62,12,3,9,24,3,21,13,4,9,0,0,0,2,1,1,0,0,0
2004-2005,134130,University of Florida,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',588,56,532,398,32,366,90,9,81,63,11,52,28,4,24,2,0,2,4,0,4,3,0,3
2004-2005,134130,University of Florida,Bachelor's degree,First major,History,'54',222,139,83,179,116,63,14,7,7,17,10,7,9,4,5,1,1,0,2,1,1,0,0,0
2004-2005,134130,University of Florida,Bachelor's degree,First major,Natural resources and conservation.,'03',92,43,49,81,40,41,3,2,1,3,0,3,0,0,0,0,0,0,3,1,2,2,0,2
2004-2005,134130,University of Florida,Bachelor's degree,First major,Psychology.,'42',446,96,350,323,63,260,24,6,18,63,17,46,31,10,21,0,0,0,3,0,3,2,0,2
2004-2005,134130,University of Florida,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1630,937,693,1188,708,480,92,44,48,182,106,76,122,54,68,9,6,3,7,4,3,30,15,15
2004-2005,134130,University of Florida,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',729,183,546,552,150,402,50,7,43,96,22,74,22,3,19,0,0,0,6,0,6,3,1,2
2004-2005,134130,University of Florida,Bachelor's degree,First major,English language and literature/letters.,'23',260,86,174,195,68,127,21,5,16,32,10,22,7,1,6,2,1,1,3,1,2,0,0,0
2004-2005,134130,University of Florida,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',58,11,47,39,10,29,12,1,11,3,0,3,2,0,2,1,0,1,1,0,1,0,0,0
2004-2005,134130,University of Florida,Bachelor's degree,First major,Philosophy and religious studies.,'38',57,35,22,40,25,15,4,2,2,10,5,5,2,2,0,0,0,0,1,1,0,0,0,0
2004-2005,134130,University of Florida,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',495,203,292,345,147,198,34,12,22,51,23,28,43,12,31,3,0,3,1,0,1,18,9,9
2004-2005,134130,University of Florida,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',93,40,53,74,31,43,2,2,0,6,2,4,8,4,4,1,1,0,2,0,2,0,0,0
2004-2005,134130,University of Florida,Bachelor's degree,First major,Social sciences.,'45',1130,568,562,775,418,357,131,47,84,146,65,81,64,32,32,1,0,1,7,3,4,6,3,3
2004-2005,134130,University of Florida,Bachelor's degree,First major,Architecture and related services.,'04',113,67,46,88,51,37,3,3,0,14,10,4,6,2,4,1,1,0,1,0,1,0,0,0
2004-2005,134130,University of Florida,Bachelor's degree,First major,Biological and biomedical sciences.,'26',282,141,141,188,92,96,12,6,6,35,20,15,42,20,22,0,0,0,3,1,2,2,2,0
2004-2005,134130,University of Florida,Bachelor's degree,First major,Computer and information sciences and support services.,'11',93,79,14,52,46,6,6,4,2,20,19,1,12,8,4,1,0,1,0,0,0,2,2,0
2004-2005,134130,University of Florida,Bachelor's degree,First major,Education.,'13',228,16,212,192,11,181,11,2,9,18,3,15,3,0,3,3,0,3,1,0,1,0,0,0
2004-2005,134130,University of Florida,Bachelor's degree,First major,Engineering technologies/technicians.,'15',134,120,14,125,114,11,3,1,2,2,1,1,1,1,0,0,0,0,3,3,0,0,0,0
2004-2005,134130,University of Florida,Bachelor's degree,First major,Mathematics and statistics.,'27',67,33,34,45,21,24,2,0,2,8,5,3,10,7,3,1,0,1,0,0,0,1,0,1
2004-2005,134130,University of Florida,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',364,159,205,271,110,161,41,23,18,31,21,10,8,2,6,1,0,1,3,1,2,9,2,7
2004-2005,134130,University of Florida,Bachelor's degree,First major,Physical sciences.,'40',98,63,35,70,47,23,4,1,3,12,7,5,7,5,2,0,0,0,1,1,0,4,2,2
2004-2005,134130,University of Florida,Bachelor's degree,First major,Security and protective services.,'43',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
