Year,unitid,Institution_Name,Award_Level,Major,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2006-2007,134130,University of Florida,Bachelor's degree,First major,Engineering technologies/technicians.,'15',132,118,14,111,100,11,6,4,2,11,10,1,2,2,0,0,0,0,2,2,0,0,0,0
2006-2007,134130,University of Florida,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',403,176,227,301,114,187,35,23,12,41,23,18,17,9,8,1,1,0,6,4,2,2,2,0
2006-2007,134130,University of Florida,Bachelor's degree,First major,Physical sciences.,'40',137,85,52,88,56,32,7,4,3,19,11,8,19,12,7,0,0,0,2,1,1,2,1,1
2006-2007,134130,University of Florida,Bachelor's degree,First major,Architecture and related services.,'04',129,77,52,94,57,37,4,3,1,19,9,10,10,6,4,0,0,0,1,1,0,1,1,0
2006-2007,134130,University of Florida,Bachelor's degree,First major,Education.,'13',296,37,259,238,26,212,15,3,12,30,7,23,10,1,9,1,0,1,1,0,1,1,0,1
2006-2007,134130,University of Florida,Bachelor's degree,First major,History,'54',263,166,97,218,144,74,13,5,8,24,13,11,7,3,4,0,0,0,1,1,0,0,0,0
2006-2007,134130,University of Florida,Bachelor's degree,First major,Psychology.,'42',482,108,374,339,74,265,37,4,33,65,18,47,34,12,22,2,0,2,3,0,3,2,0,2
2006-2007,134130,University of Florida,Bachelor's degree,First major,Security and protective services.,'43',2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,134130,University of Florida,Bachelor's degree,First major,Social sciences.,'45',1183,534,649,783,378,405,136,48,88,163,70,93,77,32,45,4,0,4,12,5,7,8,1,7
2006-2007,134130,University of Florida,Bachelor's degree,First major,Visual and performing arts.,'50',250,74,176,181,57,124,6,3,3,42,7,35,10,4,6,1,1,0,4,1,3,6,1,5
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',14,1,13,8,1,7,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',359,62,297,319,55,264,10,2,8,4,0,4,11,2,9,0,0,0,10,2,8,5,1,4
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Engineering.,'14',31,22,9,26,19,7,3,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',147,23,124,130,18,112,7,1,6,4,2,2,4,2,2,0,0,0,2,0,2,0,0,0
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Social sciences.,'45',639,317,322,538,275,263,30,8,22,8,3,5,28,14,14,1,0,1,28,14,14,6,3,3
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',201,123,78,184,118,66,3,0,3,3,2,1,4,1,3,0,0,0,4,2,2,3,0,3
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Architecture and related services.,'04',78,56,22,72,53,19,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Computer and information sciences and support services.,'11',41,37,4,35,31,4,0,0,0,0,0,0,4,4,0,0,0,0,1,1,0,1,1,0
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Education.,'13',565,128,437,515,119,396,23,6,17,6,1,5,9,1,8,1,0,1,10,1,9,1,0,1
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',254,63,191,219,50,169,9,3,6,10,3,7,6,2,4,0,0,0,7,5,2,3,0,3
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',57,19,38,40,13,27,8,3,5,3,1,2,5,2,3,0,0,0,1,0,1,0,0,0
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',43,28,15,35,22,13,5,4,1,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Psychology.,'42',381,108,273,325,91,234,24,5,19,6,3,3,15,7,8,1,1,0,8,1,7,2,0,2
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Visual and performing arts.,'50',271,78,193,239,65,174,5,3,2,8,3,5,10,5,5,0,0,0,9,2,7,0,0,0
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Biological and biomedical sciences.,'26',506,221,285,373,179,194,39,6,33,11,3,8,63,22,41,0,0,0,15,10,5,5,1,4
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Communications technologies/technicians and support services.,'10',86,36,50,77,33,44,2,0,2,1,1,0,4,1,3,0,0,0,2,1,1,0,0,0
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Mathematics and statistics.,'27',42,26,16,38,23,15,0,0,0,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',50,16,34,42,13,29,1,0,1,0,0,0,5,1,4,1,1,0,1,1,0,0,0,0
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Natural resources and conservation.,'03',68,52,16,62,48,14,0,0,0,2,1,1,1,1,0,0,0,0,2,2,0,1,0,1
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Physical sciences.,'40',57,38,19,39,26,13,3,0,3,0,0,0,12,9,3,0,0,0,3,3,0,0,0,0
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Public administration and social service professions.,'44',55,6,49,42,5,37,8,1,7,1,0,1,3,0,3,0,0,0,1,0,1,0,0,0
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1262,737,525,1070,641,429,43,14,29,33,21,12,68,36,32,3,0,3,29,15,14,16,10,6
2006-2007,139959,University of Georgia,Bachelor's degree,First major,English language and literature/letters.,'23',347,124,223,300,104,196,19,5,14,1,1,0,9,3,6,0,0,0,17,10,7,1,1,0
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',351,122,229,302,104,198,25,11,14,4,2,2,8,1,7,0,0,0,7,1,6,5,3,2
2006-2007,139959,University of Georgia,Bachelor's degree,First major,History,'54',159,105,54,143,101,42,2,2,0,7,2,5,5,0,5,0,0,0,2,0,2,0,0,0
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Philosophy and religious studies.,'38',61,43,18,53,40,13,1,0,1,1,1,0,3,2,1,0,0,0,2,0,2,1,0,1
2006-2007,139959,University of Georgia,Bachelor's degree,First major,Security and protective services.,'43',78,44,34,67,41,26,6,3,3,2,0,2,3,0,3,0,0,0,0,0,0,0,0,0
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Biological and biomedical sciences.,'26',86,42,44,73,37,36,3,0,3,1,1,0,6,2,4,0,0,0,1,1,0,2,1,1
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',453,265,188,383,224,159,30,13,17,5,3,2,22,16,6,0,0,0,2,1,1,11,8,3
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Engineering.,'14',188,158,30,164,142,22,9,7,2,2,1,1,4,3,1,0,0,0,1,1,0,8,4,4
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',149,89,60,110,68,42,28,17,11,3,0,3,3,2,1,0,0,0,1,1,0,4,1,3
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Physical sciences.,'40',42,28,14,35,22,13,2,2,0,1,1,0,2,1,1,0,0,0,0,0,0,2,2,0
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Security and protective services.,'43',139,58,81,110,50,60,25,8,17,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',11,2,9,3,0,3,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2006-2007,157289,University of Louisville,Bachelor's degree,First major,English language and literature/letters.,'23',107,28,79,88,25,63,14,1,13,2,1,1,3,1,2,0,0,0,0,0,0,0,0,0
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Mathematics and statistics.,'27',26,11,15,23,10,13,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Social sciences.,'45',221,84,137,177,71,106,30,10,20,2,0,2,11,3,8,0,0,0,0,0,0,1,0,1
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Visual and performing arts.,'50',126,41,85,118,38,80,6,2,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Education.,'13',97,35,62,75,25,50,16,5,11,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',20,9,11,16,6,10,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',188,14,174,158,9,149,18,3,15,4,2,2,4,0,4,0,0,0,0,0,0,4,0,4
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',35,15,20,32,15,17,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Psychology.,'42',200,43,157,150,33,117,35,7,28,4,1,3,9,2,7,0,0,0,0,0,0,2,0,2
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',175,58,117,130,45,85,38,10,28,5,2,3,1,1,0,0,0,0,1,0,1,0,0,0
2006-2007,157289,University of Louisville,Bachelor's degree,First major,History,'54',56,33,23,52,32,20,3,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2006-2007,157289,University of Louisville,Bachelor's degree,First major,Philosophy and religious studies.,'38',9,7,2,7,5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
2006-2007,135726,University of Miami,Bachelor's degree,First major,Engineering.,'14',144,94,50,64,45,19,12,9,3,39,23,16,9,6,3,0,0,0,2,0,2,18,11,7
2006-2007,135726,University of Miami,Bachelor's degree,First major,Architecture and related services.,'04',55,29,26,30,15,15,2,1,1,15,9,6,3,2,1,0,0,0,2,0,2,3,2,1
2006-2007,135726,University of Miami,Bachelor's degree,First major,Legal professions and studies.,'22',35,14,21,24,11,13,2,0,2,5,1,4,3,1,2,0,0,0,0,0,0,1,1,0
2006-2007,135726,University of Miami,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',34,18,16,16,10,6,2,0,2,7,5,2,8,2,6,0,0,0,0,0,0,1,1,0
2006-2007,135726,University of Miami,Bachelor's degree,First major,Social sciences.,'45',210,79,131,115,42,73,14,6,8,57,20,37,12,5,7,1,1,0,6,4,2,5,1,4
2006-2007,135726,University of Miami,Bachelor's degree,First major,English language and literature/letters.,'23',69,15,54,44,10,34,2,1,1,15,3,12,3,0,3,0,0,0,3,1,2,2,0,2
2006-2007,135726,University of Miami,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',10,2,8,3,1,2,2,0,2,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,135726,University of Miami,Bachelor's degree,First major,History,'54',37,21,16,25,16,9,4,2,2,5,2,3,2,0,2,0,0,0,1,1,0,0,0,0
2006-2007,135726,University of Miami,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',47,24,23,5,3,2,20,16,4,17,3,14,0,0,0,0,0,0,5,2,3,0,0,0
2006-2007,135726,University of Miami,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',33,10,23,19,8,11,2,0,2,7,2,5,1,0,1,0,0,0,0,0,0,4,0,4
2006-2007,135726,University of Miami,Bachelor's degree,First major,Computer and information sciences and support services.,'11',20,19,1,5,5,0,3,3,0,8,7,1,2,2,0,0,0,0,0,0,0,2,2,0
2006-2007,135726,University of Miami,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',234,25,209,66,6,60,51,3,48,95,16,79,9,0,9,0,0,0,9,0,9,4,0,4
2006-2007,135726,University of Miami,Bachelor's degree,First major,Natural resources and conservation.,'03',17,9,8,13,6,7,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,1
2006-2007,135726,University of Miami,Bachelor's degree,First major,Philosophy and religious studies.,'38',17,14,3,11,10,1,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,135726,University of Miami,Bachelor's degree,First major,Physical sciences.,'40',34,19,15,18,7,11,4,2,2,5,4,1,3,2,1,0,0,0,1,1,0,3,3,0
2006-2007,135726,University of Miami,Bachelor's degree,First major,Public administration and social service professions.,'44',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,135726,University of Miami,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',6,4,2,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,135726,University of Miami,Bachelor's degree,First major,Biological and biomedical sciences.,'26',248,106,142,107,55,52,26,7,19,71,27,44,33,13,20,0,0,0,5,2,3,6,2,4
2006-2007,135726,University of Miami,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',461,253,208,246,146,100,25,6,19,102,52,50,21,16,5,1,0,1,17,7,10,49,26,23
2006-2007,135726,University of Miami,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',231,50,181,133,36,97,14,2,12,60,8,52,5,1,4,0,0,0,5,0,5,14,3,11
2006-2007,135726,University of Miami,Bachelor's degree,First major,Education.,'13',53,7,46,30,4,26,5,0,5,12,1,11,5,2,3,0,0,0,0,0,0,1,0,1
2006-2007,135726,University of Miami,Bachelor's degree,First major,Mathematics and statistics.,'27',11,6,5,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,135726,University of Miami,Bachelor's degree,First major,Psychology.,'42',186,40,146,89,20,69,18,6,12,48,9,39,10,2,8,1,0,1,8,2,6,12,1,11
2006-2007,135726,University of Miami,Bachelor's degree,First major,Visual and performing arts.,'50',268,135,133,178,99,79,13,5,8,38,11,27,14,7,7,0,0,0,10,5,5,15,8,7
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Computer and information sciences and support services.,'11',113,103,10,72,68,4,3,3,0,6,6,0,19,15,4,2,1,1,3,2,1,8,8,0
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Education.,'13',130,40,90,109,33,76,5,3,2,3,2,1,9,2,7,1,0,1,2,0,2,1,0,1
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',226,18,208,178,14,164,11,1,10,11,2,9,11,0,11,3,0,3,12,1,11,0,0,0
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',120,51,69,73,29,44,31,16,15,2,2,0,5,0,5,1,0,1,4,2,2,4,2,2
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Natural resources and conservation.,'03',64,20,44,53,16,37,1,1,0,3,1,2,3,0,3,1,0,1,2,1,1,1,1,0
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Physical sciences.,'40',61,35,26,45,25,20,2,2,0,1,0,1,9,4,5,1,1,0,1,1,0,2,2,0
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Visual and performing arts.,'50',381,171,210,292,133,159,24,9,15,10,3,7,26,13,13,4,4,0,19,7,12,6,2,4
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',105,28,77,51,15,36,25,5,20,6,0,6,15,5,10,3,0,3,2,2,0,3,1,2
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Social sciences.,'45',904,507,397,554,324,230,56,19,37,36,20,16,143,71,72,3,2,1,49,32,17,63,39,24
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',385,214,171,231,131,100,17,6,11,16,12,4,70,35,35,1,0,1,8,4,4,42,26,16
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Mathematics and statistics.,'27',110,60,50,67,38,29,3,1,2,2,1,1,22,13,9,0,0,0,0,0,0,16,7,9
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',135,48,87,93,31,62,4,1,3,6,2,4,26,11,15,1,1,0,4,2,2,1,0,1
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',170,82,88,144,68,76,5,2,3,4,3,1,9,3,6,0,0,0,6,5,1,2,1,1
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Philosophy and religious studies.,'38',53,37,16,45,31,14,0,0,0,1,1,0,7,5,2,0,0,0,0,0,0,0,0,0
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Psychology.,'42',693,187,506,461,126,335,84,15,69,26,10,16,79,20,59,5,1,4,27,11,16,11,4,7
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Architecture and related services.,'04',95,49,46,64,32,32,5,3,2,8,5,3,5,3,2,2,0,2,7,4,3,4,2,2
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Biological and biomedical sciences.,'26',358,176,182,223,115,108,13,5,8,10,5,5,91,42,49,2,1,1,5,3,2,14,5,9
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',147,26,121,99,16,83,13,2,11,5,0,5,15,4,11,2,1,1,10,2,8,3,1,2
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Engineering.,'14',988,737,251,605,453,152,42,30,12,33,21,12,148,108,40,3,2,1,23,20,3,134,103,31
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,English language and literature/letters.,'23',334,110,224,234,70,164,33,10,23,18,10,8,30,13,17,1,0,1,16,7,9,2,0,2
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',177,66,111,126,47,79,12,5,7,12,4,8,14,4,10,1,0,1,9,5,4,3,1,2
2006-2007,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,History,'54',192,122,70,152,95,57,5,0,5,12,10,2,12,8,4,3,2,1,5,4,1,3,3,0
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',701,420,281,602,367,235,5,3,2,14,7,7,28,13,15,1,1,0,34,21,13,17,8,9
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Education.,'13',321,98,223,293,89,204,4,0,4,3,1,2,5,0,5,4,1,3,12,7,5,0,0,0
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',56,13,43,50,11,39,0,0,0,2,1,1,0,0,0,0,0,0,3,1,2,1,0,1
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',5,1,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Mathematics and statistics.,'27',26,17,9,19,12,7,1,1,0,0,0,0,2,1,1,0,0,0,4,3,1,0,0,0
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Physical sciences.,'40',40,24,16,35,22,13,0,0,0,0,0,0,3,1,2,0,0,0,2,1,1,0,0,0
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Public administration and social service professions.,'44',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Visual and performing arts.,'50',111,44,67,93,35,58,2,1,1,1,0,1,2,1,1,0,0,0,11,6,5,2,1,1
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',201,135,66,185,124,61,0,0,0,2,2,0,3,0,3,1,1,0,9,7,2,1,1,0
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Architecture and related services.,'04',87,37,50,75,31,44,1,1,0,1,0,1,2,1,1,1,1,0,6,2,4,1,1,0
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Biological and biomedical sciences.,'26',144,69,75,111,59,52,3,1,2,2,0,2,15,5,10,1,0,1,6,3,3,6,1,5
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Computer and information sciences and support services.,'11',33,28,5,24,23,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,6,3,3
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Natural resources and conservation.,'03',46,28,18,38,25,13,0,0,0,0,0,0,1,0,1,0,0,0,5,3,2,2,0,2
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Social sciences.,'45',175,96,79,128,70,58,11,10,1,2,2,0,3,1,2,0,0,0,17,8,9,14,5,9
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',7,0,7,4,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',226,94,132,202,84,118,4,1,3,3,3,0,2,0,2,4,4,0,10,2,8,1,0,1
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Engineering technologies/technicians.,'15',77,74,3,68,66,2,0,0,0,1,1,0,0,0,0,0,0,0,8,7,1,0,0,0
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Engineering.,'14',324,291,33,271,248,23,4,4,0,4,3,1,15,10,5,0,0,0,21,20,1,9,6,3
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,English language and literature/letters.,'23',86,28,58,77,27,50,0,0,0,1,1,0,4,0,4,0,0,0,4,0,4,0,0,0
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',243,30,213,210,24,186,5,1,4,3,0,3,16,4,12,0,0,0,8,1,7,1,0,1
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',69,10,59,63,8,55,1,0,1,2,1,1,1,0,1,0,0,0,2,1,1,0,0,0
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,History,'54',54,38,16,51,37,14,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Philosophy and religious studies.,'38',11,7,4,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2006-2007,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Psychology.,'42',171,54,117,142,43,99,7,2,5,6,2,4,3,2,1,0,0,0,9,3,6,4,2,2
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Computer and information sciences and support services.,'11',40,33,7,33,29,4,1,1,0,1,1,0,4,2,2,0,0,0,0,0,0,1,0,1
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,English language and literature/letters.,'23',167,48,119,140,42,98,13,2,11,1,0,1,3,1,2,2,1,1,6,1,5,2,1,1
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',10,0,10,7,0,7,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',76,22,54,61,19,42,6,1,5,3,0,3,1,0,1,0,0,0,4,2,2,1,0,1
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',38,27,11,35,26,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',176,61,115,123,43,80,31,10,21,3,0,3,9,5,4,5,3,2,3,0,3,2,0,2
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Philosophy and religious studies.,'38',52,35,17,42,29,13,0,0,0,2,1,1,3,2,1,0,0,0,5,3,2,0,0,0
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',543,171,372,419,131,288,77,20,57,15,6,9,6,2,4,2,1,1,19,6,13,5,5,0
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,History,'54',153,99,54,133,89,44,4,1,3,4,1,3,2,0,2,1,0,1,8,7,1,1,1,0
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Mathematics and statistics.,'27',46,23,23,39,19,20,2,1,1,0,0,0,3,1,2,0,0,0,2,2,0,0,0,0
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Psychology.,'42',339,85,254,252,69,183,44,7,37,10,0,10,19,7,12,1,0,1,11,2,9,2,0,2
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Visual and performing arts.,'50',111,35,76,92,31,61,6,2,4,3,2,1,5,0,5,0,0,0,4,0,4,1,0,1
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',155,50,105,102,35,67,19,10,9,13,4,9,8,0,8,0,0,0,10,1,9,3,0,3
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Biological and biomedical sciences.,'26',361,146,215,252,107,145,25,3,22,10,3,7,60,28,32,0,0,0,12,3,9,2,2,0
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',356,213,143,265,162,103,21,5,16,13,11,2,32,16,16,2,1,1,11,8,3,12,10,2
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',300,38,262,218,28,190,32,2,30,7,2,5,27,5,22,4,1,3,9,0,9,3,0,3
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Natural resources and conservation.,'03',46,18,28,42,18,24,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,0,0,0
