"","Sport","Facet_Type","Facet_Value","Fangraph_URL","Date","Variable","Value","NA."
"423","Football","Entity","Philadelphia Eagles","http://www.sportsfangraph.com/team/philadelphia-eagles",2012-12-06,"Facebook Fans",1999957,NA
"424","Football","Entity","Indianapolis Colts","http://www.sportsfangraph.com/team/indianapolis-colts",2012-12-06,"Facebook Fans",1680495,NA
"425","Football","Entity","Oakland Raiders","http://www.sportsfangraph.com/team/oakland-raiders",2012-12-06,"Facebook Fans",1828762,NA
"426","Football","Entity","New York Jets","http://www.sportsfangraph.com/team/new-york-jets",2012-12-06,"Facebook Fans",1494826,NA
"427","Football","Entity","San Francisco 49ers","http://www.sportsfangraph.com/team/san-francisco-49ers",2012-12-06,"Facebook Fans",1554301,NA
"428","Football","Entity","Denver Broncos","http://www.sportsfangraph.com/team/denver-broncos",2012-12-06,"Facebook Fans",1438405,NA
"429","Football","Entity","Minnesota Vikings","http://www.sportsfangraph.com/team/minnesota-vikings",2012-12-06,"Facebook Fans",1395045,NA
"430","Football","Entity","Baltimore Ravens","http://www.sportsfangraph.com/team/baltimore-ravens",2012-12-06,"Facebook Fans",1193753,NA
"431","Football","Entity","Miami Dolphins","http://www.sportsfangraph.com/team/miami-dolphins",2012-12-06,"Facebook Fans",1287730,NA
"432","Football","Entity","San Diego Chargers","http://www.sportsfangraph.com/team/san-diego-chargers",2012-12-06,"Facebook Fans",1199126,NA
"433","Football","Entity","Washington Redskins","http://www.sportsfangraph.com/team/washington-redskins",2012-12-06,"Facebook Fans",1037443,NA
"434","Football","Entity","Atlanta Falcons","http://www.sportsfangraph.com/team/atlanta-falcons",2012-12-06,"Facebook Fans",917962,NA
"435","Football","Entity","University of Michigan Fo...","http://www.sportsfangraph.com/team/michigan-football",2012-12-06,"Facebook Fans",1001165,NA
"436","Football","Entity","Houston Texans","http://www.sportsfangraph.com/team/houston-texans",2012-12-06,"Facebook Fans",777370,NA
"437","Football","Entity","Detroit Lions","http://www.sportsfangraph.com/team/detroit-lions",2012-12-06,"Facebook Fans",827066,NA
"438","Football","Entity","Seattle Seahawks","http://www.sportsfangraph.com/team/seattle-seahawks",2012-12-06,"Facebook Fans",779227,NA
"439","Football","Entity","Louisiana State Universit...","http://www.sportsfangraph.com/team/lsu",2012-12-06,"Facebook Fans",824916,NA
"440","Football","Entity","Kansas City Chiefs","http://www.sportsfangraph.com/team/kansas-city-chiefs",2012-12-06,"Facebook Fans",649945,NA
"441","Football","Entity","Cleveland Browns","http://www.sportsfangraph.com/team/cleveland-browns",2012-12-06,"Facebook Fans",608499,NA
"442","Football","Entity","Cincinnati Bengals","http://www.sportsfangraph.com/team/cincinnati-bengals",2012-12-06,"Facebook Fans",623196,NA
"443","Football","Entity","Carolina Panthers","http://www.sportsfangraph.com/team/carolina-panthers",2012-12-06,"Facebook Fans",545390,NA
"444","Football","Entity","Tampa Bay Buccaneers","http://www.sportsfangraph.com/team/tampa-bay-buccaneers",2012-12-06,"Facebook Fans",530838,NA
"445","Football","Entity","University of Oregon Foot...","http://www.sportsfangraph.com/team/university-of-oregon-football",2012-12-06,"Facebook Fans",616925,NA
"446","Football","Entity","Tennessee Titans","http://www.sportsfangraph.com/team/tennessee-titans",2012-12-06,"Facebook Fans",516571,NA
"447","Football","Entity","Australian Football Leagu...","http://www.sportsfangraph.com/team/afl",2012-12-06,"Facebook Fans",486678,NA
"448","Football","Entity","Arizona Cardinals","http://www.sportsfangraph.com/team/arizona-cardinals",2012-12-06,"Facebook Fans",532542,NA
"449","Football","Entity","Buffalo Bills","http://www.sportsfangraph.com/team/buffalo-bills",2012-12-06,"Facebook Fans",421361,NA
"450","Football","Entity","St. Louis Rams","http://www.sportsfangraph.com/team/st-louis-rams",2012-12-06,"Facebook Fans",402331,NA
"451","Football","Entity","Penn State University Foo...","http://www.sportsfangraph.com/team/penn-state-university-football",2012-12-06,"Facebook Fans",461542,NA
"452","Football","Entity","Florida State University ...","http://www.sportsfangraph.com/team/florida-state-university-football",2012-12-06,"Facebook Fans",264436,NA
"453","Football","Entity","Jacksonville Jaguars","http://www.sportsfangraph.com/team/jacksonville-jaguars",2012-12-06,"Facebook Fans",297502,NA
"454","Football","Entity","Essendon Football Club","http://www.sportsfangraph.com/team/essendon",2012-12-06,"Facebook Fans",213156,NA
"455","Football","Entity","Collingwood Football Club","http://www.sportsfangraph.com/team/collingwood",2012-12-06,"Facebook Fans",215055,NA
"456","Football","Entity","University of Wisconsin F...","http://www.sportsfangraph.com/team/university-of-wisconsin-football",2012-12-06,"Facebook Fans",169361,NA
"457","Football","Entity","University of Miami (FL) ...","http://www.sportsfangraph.com/team/university-of-miami-fl-football",2012-12-06,"Facebook Fans",192592,NA
"458","Football","Entity","University of Washington ...","http://www.sportsfangraph.com/team/university-of-washington-football",2012-12-06,"Facebook Fans",158744,NA
"459","Football","Entity","Saskatchewan Roughriders","http://www.sportsfangraph.com/team/saskatchewan-roughriders",2012-12-06,"Facebook Fans",126915,NA
"460","Football","Entity","Carlton Football Club","http://www.sportsfangraph.com/team/carlton",2012-12-06,"Facebook Fans",126475,NA
"461","Football","Entity","West Coast Eagles","http://www.sportsfangraph.com/team/west-coast-eagles",2012-12-06,"Facebook Fans",131968,NA
"462","Football","Entity","Sydney Swans","http://www.sportsfangraph.com/team/sydney",2012-12-06,"Facebook Fans",108426,NA
"463","Football","Entity","West Virginia University ...","http://www.sportsfangraph.com/team/west-virginia-university-football",2012-12-06,"Facebook Fans",120017,NA
"464","Football","Entity","Richmond Football Club","http://www.sportsfangraph.com/team/richmond",2012-12-06,"Facebook Fans",97840,NA
"465","Football","Entity","Montreal Alouettes","http://www.sportsfangraph.com/team/montreal-alouettes",2012-12-06,"Facebook Fans",101897,NA
"466","Football","Entity","Adelaide Football Club","http://www.sportsfangraph.com/team/adelaide",2012-12-06,"Facebook Fans",96052,NA
"467","Football","Entity","Canadian Football League","http://www.sportsfangraph.com/team/canadian-football-league",2012-12-06,"Facebook Fans",80754,NA
"468","Football","Entity","Hawthorn Football Club","http://www.sportsfangraph.com/team/hawthorn",2012-12-06,"Facebook Fans",85360,NA
"469","Football","Entity","St. Kilda Football Club","http://www.sportsfangraph.com/team/st-kilda",2012-12-06,"Facebook Fans",87800,NA
"470","Football","Entity","Clemson University Footba...","http://www.sportsfangraph.com/team/clemson-university-football",2012-12-06,"Facebook Fans",98501,NA
"471","Football","Entity","BC Lions","http://www.sportsfangraph.com/team/bc-lions",2012-12-06,"Facebook Fans",63360,NA
"472","Football","Entity","Fremantle Football Club","http://www.sportsfangraph.com/team/freemantle",2012-12-06,"Facebook Fans",64254,NA
"473","Football","Entity","Winnipeg Blue Bombers","http://www.sportsfangraph.com/team/winnipeg-blue-bombers",2012-12-06,"Facebook Fans",49709,NA
"474","Football","Entity","University of Iowa Footba...","http://www.sportsfangraph.com/team/university-of-iowa-football",2012-12-06,"Facebook Fans",25536,NA
"475","Football","Entity","University of Illinois Fo...","http://www.sportsfangraph.com/team/university-of-illinois-football",2012-12-06,"Facebook Fans",54318,NA
"476","Football","Entity","North Melbourne Football ...","http://www.sportsfangraph.com/team/north-melbourne",2012-12-06,"Facebook Fans",44965,NA
"477","Football","Entity","Geelong Football Club","http://www.sportsfangraph.com/team/geelong",2012-12-06,"Facebook Fans",43246,NA
"478","Football","Entity","Brisbane Lions","http://www.sportsfangraph.com/team/brisbane-lions",2012-12-06,"Facebook Fans",55274,NA
"479","Football","Entity","Mississippi State Univers...","http://www.sportsfangraph.com/team/mississippi-state-university-football",2012-12-06,"Facebook Fans",48120,NA
"480","Football","Entity","Kansas University Footbal...","http://www.sportsfangraph.com/team/kansas-university-football",2012-12-06,"Facebook Fans",52708,NA
"481","Football","Entity","Western Bulldogs","http://www.sportsfangraph.com/team/western-bulldogs",2012-12-06,"Facebook Fans",47006,NA
"482","Football","Entity","Port Adelaide Football Cl...","http://www.sportsfangraph.com/team/port-adelaide",2012-12-06,"Facebook Fans",38939,NA
"483","Football","Entity","Rutgers University Footba...","http://www.sportsfangraph.com/team/rutgers-university-football",2012-12-06,"Facebook Fans",27937,NA
"484","Football","Entity","Gold Coast Football Club","http://www.sportsfangraph.com/team/gold-coast-suns",2012-12-06,"Facebook Fans",39480,NA
"485","Football","Entity","Stanford University Footb...","http://www.sportsfangraph.com/team/stanford-university-football",2012-12-06,"Facebook Fans",26272,NA
"486","Football","Entity","Auburn University Footbal...","http://www.sportsfangraph.com/team/auburn-university-football",2012-12-06,"Facebook Fans",0,NA
"487","Football","Entity","University of Tennessee F...","http://www.sportsfangraph.com/team/university-of-tennessee-football",2012-12-06,"Facebook Fans",0,NA
"488","Football","Entity","Melbourne Football Club","http://www.sportsfangraph.com/team/melbourne",2012-12-06,"Facebook Fans",29248,NA
"489","Football","Entity","Texas A&M University Foot...","http://www.sportsfangraph.com/team/texas-am-university-football",2012-12-06,"Facebook Fans",0,NA
"490","Football","Entity","University of Florida Foo...","http://www.sportsfangraph.com/team/university-of-florida-football",2012-12-06,"Facebook Fans",0,NA
"491","Football","Entity","Michigan State University...","http://www.sportsfangraph.com/team/michigan-state-university-football",2012-12-06,"Facebook Fans",0,NA
"492","Football","Entity","Iowa State University Foo...","http://www.sportsfangraph.com/team/iowa-state-university-football",2012-12-06,"Facebook Fans",15574,NA
"493","Football","Entity","Hamilton Tiger-Cats","http://www.sportsfangraph.com/team/hamilton-tiger-cats",2012-12-06,"Facebook Fans",31189,NA
"494","Football","Entity","Greater Western Sydney Gi...","http://www.sportsfangraph.com/team/greater-western-sydney-football-club",2012-12-06,"Facebook Fans",29497,NA
"495","Football","Entity","University of Maryland Fo...","http://www.sportsfangraph.com/team/university-of-maryland-football",2012-12-06,"Facebook Fans",29457,NA
"496","Football","Entity","Nebraska University Footb...","http://www.sportsfangraph.com/team/nebraska-university-football",2012-12-06,"Facebook Fans",0,NA
"497","Football","Entity","Toronto Argonauts","http://www.sportsfangraph.com/team/toronto-argonauts",2012-12-06,"Facebook Fans",16409,NA
"498","Football","Entity","South Carolina University...","http://www.sportsfangraph.com/team/south-carolina-university-football",2012-12-06,"Facebook Fans",3430,NA
"499","Football","Entity","Virginia Tech Football","http://www.sportsfangraph.com/team/virginia-tech-football",2012-12-06,"Facebook Fans",0,NA
"500","Football","Entity","United Football League","http://www.sportsfangraph.com/team/united-football-league",2012-12-06,"Facebook Fans",24632,NA
"501","Football","Entity","Spokane Shock","http://www.sportsfangraph.com/team/spokane-shock",2012-12-06,"Facebook Fans",29026,NA
"502","Football","Entity","Calgary Stampeders","http://www.sportsfangraph.com/team/calgary-stampeders",2012-12-06,"Facebook Fans",14617,NA
"503","Football","Entity","Ohio State University Foo...","http://www.sportsfangraph.com/team/ohio-state-university-football",2012-12-06,"Facebook Fans",0,NA
"504","Football","Entity","Texas Tech University Foo...","http://www.sportsfangraph.com/team/texas-tech-university-football",2012-12-06,"Facebook Fans",12509,NA
"505","Football","Entity","Missouri University Footb...","http://www.sportsfangraph.com/team/missouri-university-football",2012-12-06,"Facebook Fans",0,NA
"506","Football","Entity","Edmonton Eskimos","http://www.sportsfangraph.com/team/edmonton-eskimos",2012-12-06,"Facebook Fans",13781,NA
"507","Football","Entity","University of North Carol...","http://www.sportsfangraph.com/team/university-of-north-carolina-football",2012-12-06,"Facebook Fans",0,NA
"508","Football","Entity","Oregon State University F...","http://www.sportsfangraph.com/team/oregon-state-university-football",2012-12-06,"Facebook Fans",18766,NA
"509","Football","Entity","Omaha Nighthawks","http://www.sportsfangraph.com/team/omaha-nighthawks",2012-12-06,"Facebook Fans",22821,NA
"510","Football","Entity","Philadelphia Soul","http://www.sportsfangraph.com/team/philadelphia-soul",2012-12-06,"Facebook Fans",23460,NA
"511","Football","Entity","Arena Football League","http://www.sportsfangraph.com/team/arena-football-league",2012-12-06,"Facebook Fans",21463,NA
"512","Football","Entity","North Carolina State Univ...","http://www.sportsfangraph.com/team/north-carolina-state-university-football",2012-12-06,"Facebook Fans",0,NA
"513","Football","Entity","University of Louisville ...","http://www.sportsfangraph.com/team/university-of-louisville-football",2012-12-06,"Facebook Fans",0,NA
"514","Football","Entity","University of Cincinnati ...","http://www.sportsfangraph.com/team/university-of-cincinnati-football",2012-12-06,"Facebook Fans",0,NA
"515","Football","Entity","Purdue University Footbal...","http://www.sportsfangraph.com/team/purdue-university-football",2012-12-06,"Facebook Fans",0,NA
"516","Football","Entity","Baylor University Footbal...","http://www.sportsfangraph.com/team/baylor-university-football",2012-12-06,"Facebook Fans",0,NA
"517","Football","Entity","Jacksonville Sharks","http://www.sportsfangraph.com/team/jacksonville-sharks",2012-12-06,"Facebook Fans",14090,NA
"518","Football","Entity","University of Minnesota F...","http://www.sportsfangraph.com/team/university-of-minnesota-football",2012-12-06,"Facebook Fans",8339,NA
"519","Football","Entity","Oklahoma State University...","http://www.sportsfangraph.com/team/oklahoma-state-university-football",2012-12-06,"Facebook Fans",0,NA
"520","Football","Entity","Kansas City Command","http://www.sportsfangraph.com/team/kansas-city-command",2012-12-06,"Facebook Fans",17257,NA
"521","Football","Entity","Utah Blaze","http://www.sportsfangraph.com/team/utah-blaze",2012-12-06,"Facebook Fans",15913,NA
"522","Football","Entity","University of South Flori...","http://www.sportsfangraph.com/team/university-of-south-florida-football",2012-12-06,"Facebook Fans",0,NA
"523","Football","Entity","University of Southern Mi...","http://www.sportsfangraph.com/team/university-of-southern-mississippi-football",2012-12-06,"Facebook Fans",0,NA
"524","Football","Entity","University of Houston Foo...","http://www.sportsfangraph.com/team/university-of-houston-football",2012-12-06,"Facebook Fans",8743,NA
"525","Football","Entity","Pittsburgh Power","http://www.sportsfangraph.com/team/pittsburgh-power",2012-12-06,"Facebook Fans",11091,NA
"526","Football","Entity","University of Louisiana -...","http://www.sportsfangraph.com/team/university-of-louisiana---lafayette-football",2012-12-06,"Facebook Fans",8412,NA
"527","Football","Entity","Cleveland Gladiators","http://www.sportsfangraph.com/team/cleveland-gladiators",2012-12-06,"Facebook Fans",11505,NA
"528","Football","Entity","Tampa Bay Storm","http://www.sportsfangraph.com/team/tampa-bay-storm",2012-12-06,"Facebook Fans",10891,NA
"529","Football","Entity","Orlando Predators","http://www.sportsfangraph.com/team/orlando-predators",2012-12-06,"Facebook Fans",11360,NA
"530","Football","Entity","Iowa Barnstormers","http://www.sportsfangraph.com/team/iowa-barnstormers",2012-12-06,"Facebook Fans",8885,NA
"531","Football","Entity","Arizona Rattlers","http://www.sportsfangraph.com/team/arizona-rattlers",2012-12-06,"Facebook Fans",9243,NA
"532","Football","Entity","University of California ...","http://www.sportsfangraph.com/team/university-of-california---los-angeles-football",2012-12-06,"Facebook Fans",0,NA
"533","Football","Entity","Boise State University Fo...","http://www.sportsfangraph.com/team/boise-state-university-football",2012-12-06,"Facebook Fans",0,NA
"534","Football","Entity","Kansas State University F...","http://www.sportsfangraph.com/team/kansas-state-university-football",2012-12-06,"Facebook Fans",0,NA
"535","Football","Entity","Southern Methodist Univer...","http://www.sportsfangraph.com/team/southern-methodist-university-football",2012-12-06,"Facebook Fans",0,NA
"536","Football","Entity","Vanderbilt University Foo...","http://www.sportsfangraph.com/team/vanderbilt-university-football",2012-12-06,"Facebook Fans",0,NA
"537","Football","Entity","University of Toledo Foot...","http://www.sportsfangraph.com/team/university-of-toledo-football",2012-12-06,"Facebook Fans",2030,NA
"538","Football","Entity","University of Virginia Fo...","http://www.sportsfangraph.com/team/university-of-virginia-football",2012-12-06,"Facebook Fans",0,NA
"539","Football","Entity","University of Mississippi...","http://www.sportsfangraph.com/team/university-of-mississippi-football",2012-12-06,"Facebook Fans",0,NA
"540","Football","Entity","New Orleans VooDoo","http://www.sportsfangraph.com/team/new-orleans-voodoo",2012-12-06,"Facebook Fans",7889,NA
"541","Football","Entity","Las Vegas Locomotives","http://www.sportsfangraph.com/team/las-vegas-locomotives",2012-12-06,"Facebook Fans",4412,NA
"542","Football","Entity","Sacramento Mountain Lions","http://www.sportsfangraph.com/team/sacramento-mountain-lions",2012-12-06,"Facebook Fans",8785,NA
"543","Football","Entity","Chicago Rush","http://www.sportsfangraph.com/team/chicago-rush",2012-12-06,"Facebook Fans",6123,NA
"544","Football","Entity","San Jose SaberCats","http://www.sportsfangraph.com/team/san-jose-sabercats",2012-12-06,"Facebook Fans",6094,NA
"545","Football","Entity","Georgia Force","http://www.sportsfangraph.com/team/georgia-force",2012-12-06,"Facebook Fans",5502,NA
"546","Football","Entity","Hartford Colonials","http://www.sportsfangraph.com/team/hartford-colonials",2012-12-06,"Facebook Fans",5555,NA
"547","Football","Entity","Colorado State University...","http://www.sportsfangraph.com/team/colorado-state-university-football",2012-12-06,"Facebook Fans",0,NA
"548","Football","Entity","University of Pittsburgh ...","http://www.sportsfangraph.com/team/university-of-pittsburgh-football",2012-12-06,"Facebook Fans",0,NA
"549","Football","Entity","Tulsa Talons","http://www.sportsfangraph.com/team/tulsa-talons",2012-12-06,"Facebook Fans",4448,NA
"550","Football","Entity","Dallas Vigilantes","http://www.sportsfangraph.com/team/dallas-vigilantes",2012-12-06,"Facebook Fans",3888,NA
"551","Football","Entity","Milwaukee Mustangs","http://www.sportsfangraph.com/team/milwaukee-iron",2012-12-06,"Facebook Fans",3725,NA
"552","Football","Entity","University of Hawaii Foot...","http://www.sportsfangraph.com/team/university-of-hawaii-football",2012-12-06,"Facebook Fans",0,NA
"553","Football","Entity","University of California ...","http://www.sportsfangraph.com/team/university-of-california-football",2012-12-06,"Facebook Fans",0,NA
"554","Football","Entity","University of North Texas...","http://www.sportsfangraph.com/team/university-of-north-texas-football",2012-12-06,"Facebook Fans",2329,NA
"555","Football","Entity","University of Central Flo...","http://www.sportsfangraph.com/team/university-of-central-florida-football",2012-12-06,"Facebook Fans",0,NA
"556","Football","Entity","Florida Tuskers","http://www.sportsfangraph.com/team/florida-tuskers",2012-12-06,"Facebook Fans",2383,NA
"557","Football","Entity","Utah State University Foo...","http://www.sportsfangraph.com/team/utah-state-university-football",2012-12-06,"Facebook Fans",0,NA
"558","Football","Entity","Louisiana Tech University...","http://www.sportsfangraph.com/team/louisiana-tech-university-football",2012-12-06,"Facebook Fans",0,NA
"559","Football","Entity","Northwestern University F...","http://www.sportsfangraph.com/team/northwestern-university-football",2012-12-06,"Facebook Fans",0,NA
"560","Football","Entity","Middle Tennessee Universi...","http://www.sportsfangraph.com/team/middle-tennessee-university-football",2012-12-06,"Facebook Fans",0,NA
"561","Football","Entity","Tulane University Footbal...","http://www.sportsfangraph.com/team/tulane-university-football",2012-12-06,"Facebook Fans",0,NA
"562","Football","Entity","Eastern Michigan Universi...","http://www.sportsfangraph.com/team/eastern-michigan-university-football",2012-12-06,"Facebook Fans",0,NA
"563","Football","Entity","Tulsa University Football","http://www.sportsfangraph.com/team/tulsa-university-football",2012-12-06,"Facebook Fans",0,NA
"564","Football","Entity","University of Nevada Foot...","http://www.sportsfangraph.com/team/university-of-nevada-football",2012-12-06,"Facebook Fans",0,NA
"565","Football","Entity","Florida Atlantic Universi...","http://www.sportsfangraph.com/team/florida-atlantic-university-football",2012-12-06,"Facebook Fans",0,NA
"566","Football","Entity","Western Michigan Universi...","http://www.sportsfangraph.com/team/western-michigan-university-football",2012-12-06,"Facebook Fans",0,NA
"567","Football","Entity","AFL Player's Association","http://www.sportsfangraph.com/team/afl-players-association",2012-12-06,"Facebook Fans",1488,NA
"568","Football","Entity","Washington State Universi...","http://www.sportsfangraph.com/team/washington-state-university-football",2012-12-06,"Facebook Fans",0,NA
"569","Football","Entity","Navy Football","http://www.sportsfangraph.com/team/navy-football",2012-12-06,"Facebook Fans",0,NA
"570","Football","Entity","Bowling Green State Unive...","http://www.sportsfangraph.com/team/bowling-green-state-university-football",2012-12-06,"Facebook Fans",0,NA
"571","Football","Entity","University of Notre Dame ...","http://www.sportsfangraph.com/team/university-of-notre-dame-football",2012-12-06,"Facebook Fans",0,NA
"572","Football","Entity","Army Football","http://www.sportsfangraph.com/team/army-football",2012-12-06,"Facebook Fans",0,NA
"573","Football","Entity","Ball State University Foo...","http://www.sportsfangraph.com/team/ball-state-university-football",2012-12-06,"Facebook Fans",0,NA
"574","Football","Entity","University of Akron Footb...","http://www.sportsfangraph.com/team/university-of-akron-football",2012-12-06,"Facebook Fans",0,NA
"575","Football","Entity","Temple University Footbal...","http://www.sportsfangraph.com/team/temple-university-football",2012-12-06,"Facebook Fans",0,NA
"576","Football","Entity","Virginia Destroyers","http://www.sportsfangraph.com/team/virginia-destroyers",2012-12-06,"Facebook Fans",0,NA
"577","Football","Entity","Boston College Football","http://www.sportsfangraph.com/team/boston-college-football",2012-12-06,"Facebook Fans",0,NA
"578","Football","Entity","University of Buffalo Foo...","http://www.sportsfangraph.com/team/university-of-buffalo-football",2012-12-06,"Facebook Fans",0,NA
"579","Football","Entity","Miami University of Ohio ...","http://www.sportsfangraph.com/team/miami-university-of-ohio-football",2012-12-06,"Facebook Fans",0,NA
"580","Football","Entity","Kent State University Foo...","http://www.sportsfangraph.com/team/kent-state-university-football",2012-12-06,"Facebook Fans",0,NA
"581","Football","Entity","University of Alabama Foo...","http://www.sportsfangraph.com/team/university-of-alabama-football",2012-12-06,"Facebook Fans",0,NA
"582","Football","Entity","Ohio University Football","http://www.sportsfangraph.com/team/ohio-university-football",2012-12-06,"Facebook Fans",0,NA
"583","Football","Entity","University of Arizona Foo...","http://www.sportsfangraph.com/team/university-of-arizona-football",2012-12-06,"Facebook Fans",0,NA
"584","Football","Entity","Northern Illinois Univers...","http://www.sportsfangraph.com/team/northern-illinois-university-football",2012-12-06,"Facebook Fans",0,NA
"585","Football","Entity","Duke University Football","http://www.sportsfangraph.com/team/duke-university-football",2012-12-06,"Facebook Fans",0,NA
"586","Football","Entity","Wake Forest University Fo...","http://www.sportsfangraph.com/team/wake-forest-university-football",2012-12-06,"Facebook Fans",0,NA
"587","Football","Entity","Central Michigan Universi...","http://www.sportsfangraph.com/team/central-michigan-university-football",2012-12-06,"Facebook Fans",0,NA
"588","Football","Entity","University of Colorado Fo...","http://www.sportsfangraph.com/team/university-of-colorado-football",2012-12-06,"Facebook Fans",0,NA
"589","Football","Entity","Oklahoma University Footb...","http://www.sportsfangraph.com/team/oklahoma-university-football",2012-12-06,"Facebook Fans",0,NA
"590","Football","Entity","University of Texas Footb...","http://www.sportsfangraph.com/team/university-of-texas-football",2012-12-06,"Facebook Fans",0,NA
"591","Football","Entity","University of Connecticut...","http://www.sportsfangraph.com/team/university-of-connecticut-football",2012-12-06,"Facebook Fans",0,NA
"592","Football","Entity","Syracuse University Footb...","http://www.sportsfangraph.com/team/syracuse-university-football",2012-12-06,"Facebook Fans",0,NA
"593","Football","Entity","Indiana University Footba...","http://www.sportsfangraph.com/team/indiana-university-football",2012-12-06,"Facebook Fans",0,NA
"594","Football","Entity","East Carolina University ...","http://www.sportsfangraph.com/team/east-carolina-university-football",2012-12-06,"Facebook Fans",0,NA
"595","Football","Entity","Marshall University Footb...","http://www.sportsfangraph.com/team/marshall-university-football",2012-12-06,"Facebook Fans",0,NA
"596","Football","Entity","University of Memphis Foo...","http://www.sportsfangraph.com/team/university-of-memphis-football",2012-12-06,"Facebook Fans",0,NA
"597","Football","Entity","Rice University Football","http://www.sportsfangraph.com/team/rice-university-football",2012-12-06,"Facebook Fans",0,NA
"598","Football","Entity","University of Alabama - B...","http://www.sportsfangraph.com/team/university-of-alabama---birmingham-football",2012-12-06,"Facebook Fans",0,NA
"599","Football","Entity","University of Texas - El ...","http://www.sportsfangraph.com/team/university-of-texas---el-paso-football",2012-12-06,"Facebook Fans",0,NA
"600","Football","Entity","Air Force Academy Footbal...","http://www.sportsfangraph.com/team/air-force-academy-football",2012-12-06,"Facebook Fans",0,NA
"601","Football","Entity","Brigham Young University ...","http://www.sportsfangraph.com/team/brigham-young-university-football",2012-12-06,"Facebook Fans",0,NA
"602","Football","Entity","University of New Mexico ...","http://www.sportsfangraph.com/team/university-of-new-mexico-football",2012-12-06,"Facebook Fans",0,NA
"603","Football","Entity","San Diego State Universit...","http://www.sportsfangraph.com/team/san-diego-state-university-football",2012-12-06,"Facebook Fans",0,NA
"604","Football","Entity","Texas Christian Universit...","http://www.sportsfangraph.com/team/texas-christian-university-football",2012-12-06,"Facebook Fans",0,NA
"605","Football","Entity","University of Nevada - La...","http://www.sportsfangraph.com/team/university-of-nevada---las-vegas-football",2012-12-06,"Facebook Fans",0,NA
"606","Football","Entity","University of Utah Footba...","http://www.sportsfangraph.com/team/university-of-utah-football",2012-12-06,"Facebook Fans",0,NA
"607","Football","Entity","University of Wyoming Foo...","http://www.sportsfangraph.com/team/university-of-wyoming-football",2012-12-06,"Facebook Fans",0,NA
"608","Football","Entity","Arizona State University ...","http://www.sportsfangraph.com/team/arizona-state-university-football",2012-12-06,"Facebook Fans",0,NA
"609","Football","Entity","University of Southern Ca...","http://www.sportsfangraph.com/team/university-of-southern-california-football",2012-12-06,"Facebook Fans",0,NA
"610","Football","Entity","University of Arkansas Fo...","http://www.sportsfangraph.com/team/university-of-arkansas-football",2012-12-06,"Facebook Fans",0,NA
"611","Football","Entity","University of Georgia Foo...","http://www.sportsfangraph.com/team/university-of-georgia-football",2012-12-06,"Facebook Fans",0,NA
"612","Football","Entity","University of Kentucky Fo...","http://www.sportsfangraph.com/team/university-of-kentucky-football",2012-12-06,"Facebook Fans",0,NA
"613","Football","Entity","Arkansas State University...","http://www.sportsfangraph.com/team/arkansas-state-university-football",2012-12-06,"Facebook Fans",0,NA
"614","Football","Entity","Florida International Uni...","http://www.sportsfangraph.com/team/florida-international-university-football",2012-12-06,"Facebook Fans",0,NA
"615","Football","Entity","University of Louisiana -...","http://www.sportsfangraph.com/team/university-of-louisiana---monroe-football",2012-12-06,"Facebook Fans",0,NA
"616","Football","Entity","Troy University Football","http://www.sportsfangraph.com/team/troy-university-football",2012-12-06,"Facebook Fans",0,NA
"617","Football","Entity","Western Kentucky Universi...","http://www.sportsfangraph.com/team/western-kentucky-university-football",2012-12-06,"Facebook Fans",0,NA
"618","Football","Entity","Fresno State University F...","http://www.sportsfangraph.com/team/fresno-state-university-football",2012-12-06,"Facebook Fans",0,NA
"619","Football","Entity","University of Idaho Footb...","http://www.sportsfangraph.com/team/university-of-idaho-football",2012-12-06,"Facebook Fans",0,NA
"620","Football","Entity","New Mexico State Universi...","http://www.sportsfangraph.com/team/new-mexico-state-university-football",2012-12-06,"Facebook Fans",0,NA
"621","Football","Entity","San Jose State University...","http://www.sportsfangraph.com/team/san-jose-state-university-football",2012-12-06,"Facebook Fans",0,NA
"622","Football","Entity","NFL","http://www.sportsfangraph.com/team/nfl",2012-12-06,"Facebook Talking",184356,NA
"623","Football","Entity","Dallas Cowboys","http://www.sportsfangraph.com/team/dallas-cowboys",2012-12-06,"Facebook Talking",458194,NA
"624","Football","Entity","Pittsburgh Steelers","http://www.sportsfangraph.com/team/pittsburgh-steelers",2012-12-06,"Facebook Talking",292071,NA
"625","Football","Entity","New England Patriots","http://www.sportsfangraph.com/team/new-england-patriots",2012-12-06,"Facebook Talking",367407,NA
"626","Football","Entity","Green Bay Packers","http://www.sportsfangraph.com/team/green-bay-packers",2012-12-06,"Facebook Talking",209875,NA
"627","Football","Entity","New Orleans Saints","http://www.sportsfangraph.com/team/new-orleans-saints",2012-12-06,"Facebook Talking",102611,NA
"628","Football","Entity","New York Giants","http://www.sportsfangraph.com/team/new-york-giants",2012-12-06,"Facebook Talking",120836,NA
"629","Football","Entity","Chicago Bears","http://www.sportsfangraph.com/team/chicago-bears",2012-12-06,"Facebook Talking",81722,NA
"630","Football","Entity","Philadelphia Eagles","http://www.sportsfangraph.com/team/philadelphia-eagles",2012-12-06,"Facebook Talking",71299,NA
