"","Sport","Facet_Type","Facet_Value","Fangraph_URL","Date","Variable","Value","NA."
"215","Football","Entity","Chicago Bears","http://www.sportsfangraph.com/team/chicago-bears",2012-12-06,"Twitter Followers",243047,NA
"216","Football","Entity","Philadelphia Eagles","http://www.sportsfangraph.com/team/philadelphia-eagles",2012-12-06,"Twitter Followers",251659,NA
"217","Football","Entity","Indianapolis Colts","http://www.sportsfangraph.com/team/indianapolis-colts",2012-12-06,"Twitter Followers",364208,NA
"218","Football","Entity","Oakland Raiders","http://www.sportsfangraph.com/team/oakland-raiders",2012-12-06,"Twitter Followers",213890,NA
"219","Football","Entity","New York Jets","http://www.sportsfangraph.com/team/new-york-jets",2012-12-06,"Twitter Followers",509652,NA
"220","Football","Entity","San Francisco 49ers","http://www.sportsfangraph.com/team/san-francisco-49ers",2012-12-06,"Twitter Followers",278920,NA
"221","Football","Entity","Denver Broncos","http://www.sportsfangraph.com/team/denver-broncos",2012-12-06,"Twitter Followers",217344,NA
"222","Football","Entity","Minnesota Vikings","http://www.sportsfangraph.com/team/minnesota-vikings",2012-12-06,"Twitter Followers",165087,NA
"223","Football","Entity","Baltimore Ravens","http://www.sportsfangraph.com/team/baltimore-ravens",2012-12-06,"Twitter Followers",215685,NA
"224","Football","Entity","Miami Dolphins","http://www.sportsfangraph.com/team/miami-dolphins",2012-12-06,"Twitter Followers",180184,NA
"225","Football","Entity","San Diego Chargers","http://www.sportsfangraph.com/team/san-diego-chargers",2012-12-06,"Twitter Followers",177475,NA
"226","Football","Entity","Washington Redskins","http://www.sportsfangraph.com/team/washington-redskins",2012-12-06,"Twitter Followers",160509,NA
"227","Football","Entity","Atlanta Falcons","http://www.sportsfangraph.com/team/atlanta-falcons",2012-12-06,"Twitter Followers",167857,NA
"228","Football","Entity","University of Michigan Fo...","http://www.sportsfangraph.com/team/michigan-football",2012-12-06,"Twitter Followers",120182,NA
"229","Football","Entity","Houston Texans","http://www.sportsfangraph.com/team/houston-texans",2012-12-06,"Twitter Followers",187443,NA
"230","Football","Entity","Detroit Lions","http://www.sportsfangraph.com/team/detroit-lions",2012-12-06,"Twitter Followers",184972,NA
"231","Football","Entity","Seattle Seahawks","http://www.sportsfangraph.com/team/seattle-seahawks",2012-12-06,"Twitter Followers",143040,NA
"232","Football","Entity","Louisiana State Universit...","http://www.sportsfangraph.com/team/lsu",2012-12-06,"Twitter Followers",92204,NA
"233","Football","Entity","Kansas City Chiefs","http://www.sportsfangraph.com/team/kansas-city-chiefs",2012-12-06,"Twitter Followers",123893,NA
"234","Football","Entity","Cleveland Browns","http://www.sportsfangraph.com/team/cleveland-browns",2012-12-06,"Twitter Followers",127399,NA
"235","Football","Entity","Cincinnati Bengals","http://www.sportsfangraph.com/team/cincinnati-bengals",2012-12-06,"Twitter Followers",131779,NA
"236","Football","Entity","Carolina Panthers","http://www.sportsfangraph.com/team/carolina-panthers",2012-12-06,"Twitter Followers",130777,NA
"237","Football","Entity","Tampa Bay Buccaneers","http://www.sportsfangraph.com/team/tampa-bay-buccaneers",2012-12-06,"Twitter Followers",92776,NA
"238","Football","Entity","University of Oregon Foot...","http://www.sportsfangraph.com/team/university-of-oregon-football",2012-12-06,"Twitter Followers",0,NA
"239","Football","Entity","Tennessee Titans","http://www.sportsfangraph.com/team/tennessee-titans",2012-12-06,"Twitter Followers",106616,NA
"240","Football","Entity","Australian Football Leagu...","http://www.sportsfangraph.com/team/afl",2012-12-06,"Twitter Followers",105269,NA
"241","Football","Entity","Arizona Cardinals","http://www.sportsfangraph.com/team/arizona-cardinals",2012-12-06,"Twitter Followers",38320,NA
"242","Football","Entity","Buffalo Bills","http://www.sportsfangraph.com/team/buffalo-bills",2012-12-06,"Twitter Followers",128057,NA
"243","Football","Entity","St. Louis Rams","http://www.sportsfangraph.com/team/st-louis-rams",2012-12-06,"Twitter Followers",89792,NA
"244","Football","Entity","Penn State University Foo...","http://www.sportsfangraph.com/team/penn-state-university-football",2012-12-06,"Twitter Followers",0,NA
"245","Football","Entity","Florida State University ...","http://www.sportsfangraph.com/team/florida-state-university-football",2012-12-06,"Twitter Followers",45515,NA
"246","Football","Entity","Jacksonville Jaguars","http://www.sportsfangraph.com/team/jacksonville-jaguars",2012-12-06,"Twitter Followers",1404,NA
"247","Football","Entity","Essendon Football Club","http://www.sportsfangraph.com/team/essendon",2012-12-06,"Twitter Followers",33837,NA
"248","Football","Entity","Collingwood Football Club","http://www.sportsfangraph.com/team/collingwood",2012-12-06,"Twitter Followers",39136,NA
"249","Football","Entity","University of Wisconsin F...","http://www.sportsfangraph.com/team/university-of-wisconsin-football",2012-12-06,"Twitter Followers",40534,NA
"250","Football","Entity","University of Miami (FL) ...","http://www.sportsfangraph.com/team/university-of-miami-fl-football",2012-12-06,"Twitter Followers",26939,NA
"251","Football","Entity","University of Washington ...","http://www.sportsfangraph.com/team/university-of-washington-football",2012-12-06,"Twitter Followers",43016,NA
"252","Football","Entity","Saskatchewan Roughriders","http://www.sportsfangraph.com/team/saskatchewan-roughriders",2012-12-06,"Twitter Followers",37718,NA
"253","Football","Entity","Carlton Football Club","http://www.sportsfangraph.com/team/carlton",2012-12-06,"Twitter Followers",32639,NA
"254","Football","Entity","West Coast Eagles","http://www.sportsfangraph.com/team/west-coast-eagles",2012-12-06,"Twitter Followers",21614,NA
"255","Football","Entity","Sydney Swans","http://www.sportsfangraph.com/team/sydney",2012-12-06,"Twitter Followers",27877,NA
"256","Football","Entity","West Virginia University ...","http://www.sportsfangraph.com/team/west-virginia-university-football",2012-12-06,"Twitter Followers",20,NA
"257","Football","Entity","Richmond Football Club","http://www.sportsfangraph.com/team/richmond",2012-12-06,"Twitter Followers",25076,NA
"258","Football","Entity","Montreal Alouettes","http://www.sportsfangraph.com/team/montreal-alouettes",2012-12-06,"Twitter Followers",20006,NA
"259","Football","Entity","Adelaide Football Club","http://www.sportsfangraph.com/team/adelaide",2012-12-06,"Twitter Followers",25188,NA
"260","Football","Entity","Canadian Football League","http://www.sportsfangraph.com/team/canadian-football-league",2012-12-06,"Twitter Followers",35396,NA
"261","Football","Entity","Hawthorn Football Club","http://www.sportsfangraph.com/team/hawthorn",2012-12-06,"Twitter Followers",25310,NA
"262","Football","Entity","St. Kilda Football Club","http://www.sportsfangraph.com/team/st-kilda",2012-12-06,"Twitter Followers",20678,NA
"263","Football","Entity","Clemson University Footba...","http://www.sportsfangraph.com/team/clemson-university-football",2012-12-06,"Twitter Followers",4869,NA
"264","Football","Entity","BC Lions","http://www.sportsfangraph.com/team/bc-lions",2012-12-06,"Twitter Followers",25103,NA
"265","Football","Entity","Fremantle Football Club","http://www.sportsfangraph.com/team/freemantle",2012-12-06,"Twitter Followers",16961,NA
"266","Football","Entity","Winnipeg Blue Bombers","http://www.sportsfangraph.com/team/winnipeg-blue-bombers",2012-12-06,"Twitter Followers",26909,NA
"267","Football","Entity","University of Iowa Footba...","http://www.sportsfangraph.com/team/university-of-iowa-football",2012-12-06,"Twitter Followers",51752,NA
"268","Football","Entity","University of Illinois Fo...","http://www.sportsfangraph.com/team/university-of-illinois-football",2012-12-06,"Twitter Followers",21392,NA
"269","Football","Entity","North Melbourne Football ...","http://www.sportsfangraph.com/team/north-melbourne",2012-12-06,"Twitter Followers",17124,NA
"270","Football","Entity","Geelong Football Club","http://www.sportsfangraph.com/team/geelong",2012-12-06,"Twitter Followers",23410,NA
"271","Football","Entity","Brisbane Lions","http://www.sportsfangraph.com/team/brisbane-lions",2012-12-06,"Twitter Followers",12329,NA
"272","Football","Entity","Mississippi State Univers...","http://www.sportsfangraph.com/team/mississippi-state-university-football",2012-12-06,"Twitter Followers",16869,NA
"273","Football","Entity","Kansas University Footbal...","http://www.sportsfangraph.com/team/kansas-university-football",2012-12-06,"Twitter Followers",14402,NA
"274","Football","Entity","Western Bulldogs","http://www.sportsfangraph.com/team/western-bulldogs",2012-12-06,"Twitter Followers",12501,NA
"275","Football","Entity","Port Adelaide Football Cl...","http://www.sportsfangraph.com/team/port-adelaide",2012-12-06,"Twitter Followers",14013,NA
"276","Football","Entity","Rutgers University Footba...","http://www.sportsfangraph.com/team/rutgers-university-football",2012-12-06,"Twitter Followers",3213,NA
"277","Football","Entity","Gold Coast Football Club","http://www.sportsfangraph.com/team/gold-coast-suns",2012-12-06,"Twitter Followers",15829,NA
"278","Football","Entity","Stanford University Footb...","http://www.sportsfangraph.com/team/stanford-university-football",2012-12-06,"Twitter Followers",17834,NA
"279","Football","Entity","Auburn University Footbal...","http://www.sportsfangraph.com/team/auburn-university-football",2012-12-06,"Twitter Followers",52337,NA
"280","Football","Entity","University of Tennessee F...","http://www.sportsfangraph.com/team/university-of-tennessee-football",2012-12-06,"Twitter Followers",51387,NA
"281","Football","Entity","Melbourne Football Club","http://www.sportsfangraph.com/team/melbourne",2012-12-06,"Twitter Followers",17840,NA
"282","Football","Entity","Texas A&M University Foot...","http://www.sportsfangraph.com/team/texas-am-university-football",2012-12-06,"Twitter Followers",48146,NA
"283","Football","Entity","University of Florida Foo...","http://www.sportsfangraph.com/team/university-of-florida-football",2012-12-06,"Twitter Followers",46076,NA
"284","Football","Entity","Michigan State University...","http://www.sportsfangraph.com/team/michigan-state-university-football",2012-12-06,"Twitter Followers",45047,NA
"285","Football","Entity","Iowa State University Foo...","http://www.sportsfangraph.com/team/iowa-state-university-football",2012-12-06,"Twitter Followers",28654,NA
"286","Football","Entity","Hamilton Tiger-Cats","http://www.sportsfangraph.com/team/hamilton-tiger-cats",2012-12-06,"Twitter Followers",12579,NA
"287","Football","Entity","Greater Western Sydney Gi...","http://www.sportsfangraph.com/team/greater-western-sydney-football-club",2012-12-06,"Twitter Followers",14056,NA
"288","Football","Entity","University of Maryland Fo...","http://www.sportsfangraph.com/team/university-of-maryland-football",2012-12-06,"Twitter Followers",13034,NA
"289","Football","Entity","Nebraska University Footb...","http://www.sportsfangraph.com/team/nebraska-university-football",2012-12-06,"Twitter Followers",39803,NA
"290","Football","Entity","Toronto Argonauts","http://www.sportsfangraph.com/team/toronto-argonauts",2012-12-06,"Twitter Followers",19294,NA
"291","Football","Entity","South Carolina University...","http://www.sportsfangraph.com/team/south-carolina-university-football",2012-12-06,"Twitter Followers",29941,NA
"292","Football","Entity","Virginia Tech Football","http://www.sportsfangraph.com/team/virginia-tech-football",2012-12-06,"Twitter Followers",32535,NA
"293","Football","Entity","United Football League","http://www.sportsfangraph.com/team/united-football-league",2012-12-06,"Twitter Followers",7722,NA
"294","Football","Entity","Spokane Shock","http://www.sportsfangraph.com/team/spokane-shock",2012-12-06,"Twitter Followers",2251,NA
"295","Football","Entity","Calgary Stampeders","http://www.sportsfangraph.com/team/calgary-stampeders",2012-12-06,"Twitter Followers",16618,NA
"296","Football","Entity","Ohio State University Foo...","http://www.sportsfangraph.com/team/ohio-state-university-football",2012-12-06,"Twitter Followers",30969,NA
"297","Football","Entity","Texas Tech University Foo...","http://www.sportsfangraph.com/team/texas-tech-university-football",2012-12-06,"Twitter Followers",17177,NA
"298","Football","Entity","Missouri University Footb...","http://www.sportsfangraph.com/team/missouri-university-football",2012-12-06,"Twitter Followers",29706,NA
"299","Football","Entity","Edmonton Eskimos","http://www.sportsfangraph.com/team/edmonton-eskimos",2012-12-06,"Twitter Followers",15315,NA
"300","Football","Entity","University of North Carol...","http://www.sportsfangraph.com/team/university-of-north-carolina-football",2012-12-06,"Twitter Followers",28120,NA
"301","Football","Entity","Oregon State University F...","http://www.sportsfangraph.com/team/oregon-state-university-football",2012-12-06,"Twitter Followers",7821,NA
"302","Football","Entity","Omaha Nighthawks","http://www.sportsfangraph.com/team/omaha-nighthawks",2012-12-06,"Twitter Followers",4309,NA
"303","Football","Entity","Philadelphia Soul","http://www.sportsfangraph.com/team/philadelphia-soul",2012-12-06,"Twitter Followers",2808,NA
"304","Football","Entity","Arena Football League","http://www.sportsfangraph.com/team/arena-football-league",2012-12-06,"Twitter Followers",5101,NA
"305","Football","Entity","North Carolina State Univ...","http://www.sportsfangraph.com/team/north-carolina-state-university-football",2012-12-06,"Twitter Followers",23599,NA
"306","Football","Entity","University of Louisville ...","http://www.sportsfangraph.com/team/university-of-louisville-football",2012-12-06,"Twitter Followers",22576,NA
"307","Football","Entity","University of Cincinnati ...","http://www.sportsfangraph.com/team/university-of-cincinnati-football",2012-12-06,"Twitter Followers",21478,NA
"308","Football","Entity","Purdue University Footbal...","http://www.sportsfangraph.com/team/purdue-university-football",2012-12-06,"Twitter Followers",20973,NA
"309","Football","Entity","Baylor University Footbal...","http://www.sportsfangraph.com/team/baylor-university-football",2012-12-06,"Twitter Followers",20773,NA
"310","Football","Entity","Jacksonville Sharks","http://www.sportsfangraph.com/team/jacksonville-sharks",2012-12-06,"Twitter Followers",5484,NA
"311","Football","Entity","University of Minnesota F...","http://www.sportsfangraph.com/team/university-of-minnesota-football",2012-12-06,"Twitter Followers",8801,NA
"312","Football","Entity","Oklahoma State University...","http://www.sportsfangraph.com/team/oklahoma-state-university-football",2012-12-06,"Twitter Followers",18141,NA
"313","Football","Entity","Kansas City Command","http://www.sportsfangraph.com/team/kansas-city-command",2012-12-06,"Twitter Followers",682,NA
"314","Football","Entity","Utah Blaze","http://www.sportsfangraph.com/team/utah-blaze",2012-12-06,"Twitter Followers",1320,NA
"315","Football","Entity","University of South Flori...","http://www.sportsfangraph.com/team/university-of-south-florida-football",2012-12-06,"Twitter Followers",16383,NA
"316","Football","Entity","University of Southern Mi...","http://www.sportsfangraph.com/team/university-of-southern-mississippi-football",2012-12-06,"Twitter Followers",16174,NA
"317","Football","Entity","University of Houston Foo...","http://www.sportsfangraph.com/team/university-of-houston-football",2012-12-06,"Twitter Followers",6872,NA
"318","Football","Entity","Pittsburgh Power","http://www.sportsfangraph.com/team/pittsburgh-power",2012-12-06,"Twitter Followers",4556,NA
"319","Football","Entity","University of Louisiana -...","http://www.sportsfangraph.com/team/university-of-louisiana---lafayette-football",2012-12-06,"Twitter Followers",4929,NA
"320","Football","Entity","Cleveland Gladiators","http://www.sportsfangraph.com/team/cleveland-gladiators",2012-12-06,"Twitter Followers",2923,NA
"321","Football","Entity","Tampa Bay Storm","http://www.sportsfangraph.com/team/tampa-bay-storm",2012-12-06,"Twitter Followers",2947,NA
"322","Football","Entity","Orlando Predators","http://www.sportsfangraph.com/team/orlando-predators",2012-12-06,"Twitter Followers",2623,NA
"323","Football","Entity","Iowa Barnstormers","http://www.sportsfangraph.com/team/iowa-barnstormers",2012-12-06,"Twitter Followers",4063,NA
"324","Football","Entity","Arizona Rattlers","http://www.sportsfangraph.com/team/arizona-rattlers",2012-12-06,"Twitter Followers",2664,NA
"325","Football","Entity","University of California ...","http://www.sportsfangraph.com/team/university-of-california---los-angeles-football",2012-12-06,"Twitter Followers",12153,NA
"326","Football","Entity","Boise State University Fo...","http://www.sportsfangraph.com/team/boise-state-university-football",2012-12-06,"Twitter Followers",11739,NA
"327","Football","Entity","Kansas State University F...","http://www.sportsfangraph.com/team/kansas-state-university-football",2012-12-06,"Twitter Followers",11353,NA
"328","Football","Entity","Southern Methodist Univer...","http://www.sportsfangraph.com/team/southern-methodist-university-football",2012-12-06,"Twitter Followers",11318,NA
"329","Football","Entity","Vanderbilt University Foo...","http://www.sportsfangraph.com/team/vanderbilt-university-football",2012-12-06,"Twitter Followers",10963,NA
"330","Football","Entity","University of Toledo Foot...","http://www.sportsfangraph.com/team/university-of-toledo-football",2012-12-06,"Twitter Followers",8611,NA
"331","Football","Entity","University of Virginia Fo...","http://www.sportsfangraph.com/team/university-of-virginia-football",2012-12-06,"Twitter Followers",10324,NA
"332","Football","Entity","University of Mississippi...","http://www.sportsfangraph.com/team/university-of-mississippi-football",2012-12-06,"Twitter Followers",10163,NA
"333","Football","Entity","New Orleans VooDoo","http://www.sportsfangraph.com/team/new-orleans-voodoo",2012-12-06,"Twitter Followers",1743,NA
"334","Football","Entity","Las Vegas Locomotives","http://www.sportsfangraph.com/team/las-vegas-locomotives",2012-12-06,"Twitter Followers",4593,NA
"335","Football","Entity","Sacramento Mountain Lions","http://www.sportsfangraph.com/team/sacramento-mountain-lions",2012-12-06,"Twitter Followers",0,NA
"336","Football","Entity","Chicago Rush","http://www.sportsfangraph.com/team/chicago-rush",2012-12-06,"Twitter Followers",1718,NA
"337","Football","Entity","San Jose SaberCats","http://www.sportsfangraph.com/team/san-jose-sabercats",2012-12-06,"Twitter Followers",1442,NA
"338","Football","Entity","Georgia Force","http://www.sportsfangraph.com/team/georgia-force",2012-12-06,"Twitter Followers",1624,NA
"339","Football","Entity","Hartford Colonials","http://www.sportsfangraph.com/team/hartford-colonials",2012-12-06,"Twitter Followers",1598,NA
"340","Football","Entity","Colorado State University...","http://www.sportsfangraph.com/team/colorado-state-university-football",2012-12-06,"Twitter Followers",6211,NA
"341","Football","Entity","University of Pittsburgh ...","http://www.sportsfangraph.com/team/university-of-pittsburgh-football",2012-12-06,"Twitter Followers",5324,NA
"342","Football","Entity","Tulsa Talons","http://www.sportsfangraph.com/team/tulsa-talons",2012-12-06,"Twitter Followers",666,NA
"343","Football","Entity","Dallas Vigilantes","http://www.sportsfangraph.com/team/dallas-vigilantes",2012-12-06,"Twitter Followers",765,NA
"344","Football","Entity","Milwaukee Mustangs","http://www.sportsfangraph.com/team/milwaukee-iron",2012-12-06,"Twitter Followers",715,NA
"345","Football","Entity","University of Hawaii Foot...","http://www.sportsfangraph.com/team/university-of-hawaii-football",2012-12-06,"Twitter Followers",4425,NA
"346","Football","Entity","University of California ...","http://www.sportsfangraph.com/team/university-of-california-football",2012-12-06,"Twitter Followers",3887,NA
"347","Football","Entity","University of North Texas...","http://www.sportsfangraph.com/team/university-of-north-texas-football",2012-12-06,"Twitter Followers",1332,NA
"348","Football","Entity","University of Central Flo...","http://www.sportsfangraph.com/team/university-of-central-florida-football",2012-12-06,"Twitter Followers",3620,NA
"349","Football","Entity","Florida Tuskers","http://www.sportsfangraph.com/team/florida-tuskers",2012-12-06,"Twitter Followers",1107,NA
"350","Football","Entity","Utah State University Foo...","http://www.sportsfangraph.com/team/utah-state-university-football",2012-12-06,"Twitter Followers",3471,NA
"351","Football","Entity","Louisiana Tech University...","http://www.sportsfangraph.com/team/louisiana-tech-university-football",2012-12-06,"Twitter Followers",3052,NA
"352","Football","Entity","Northwestern University F...","http://www.sportsfangraph.com/team/northwestern-university-football",2012-12-06,"Twitter Followers",3004,NA
"353","Football","Entity","Middle Tennessee Universi...","http://www.sportsfangraph.com/team/middle-tennessee-university-football",2012-12-06,"Twitter Followers",2829,NA
"354","Football","Entity","Tulane University Footbal...","http://www.sportsfangraph.com/team/tulane-university-football",2012-12-06,"Twitter Followers",2828,NA
"355","Football","Entity","Eastern Michigan Universi...","http://www.sportsfangraph.com/team/eastern-michigan-university-football",2012-12-06,"Twitter Followers",2468,NA
"356","Football","Entity","Tulsa University Football","http://www.sportsfangraph.com/team/tulsa-university-football",2012-12-06,"Twitter Followers",2066,NA
"357","Football","Entity","University of Nevada Foot...","http://www.sportsfangraph.com/team/university-of-nevada-football",2012-12-06,"Twitter Followers",1973,NA
"358","Football","Entity","Florida Atlantic Universi...","http://www.sportsfangraph.com/team/florida-atlantic-university-football",2012-12-06,"Twitter Followers",1890,NA
"359","Football","Entity","Western Michigan Universi...","http://www.sportsfangraph.com/team/western-michigan-university-football",2012-12-06,"Twitter Followers",1567,NA
"360","Football","Entity","AFL Player's Association","http://www.sportsfangraph.com/team/afl-players-association",2012-12-06,"Twitter Followers",43,NA
"361","Football","Entity","Washington State Universi...","http://www.sportsfangraph.com/team/washington-state-university-football",2012-12-06,"Twitter Followers",1063,NA
"362","Football","Entity","Navy Football","http://www.sportsfangraph.com/team/navy-football",2012-12-06,"Twitter Followers",0,NA
"363","Football","Entity","Bowling Green State Unive...","http://www.sportsfangraph.com/team/bowling-green-state-university-football",2012-12-06,"Twitter Followers",0,NA
"364","Football","Entity","University of Notre Dame ...","http://www.sportsfangraph.com/team/university-of-notre-dame-football",2012-12-06,"Twitter Followers",0,NA
"365","Football","Entity","Army Football","http://www.sportsfangraph.com/team/army-football",2012-12-06,"Twitter Followers",0,NA
"366","Football","Entity","Ball State University Foo...","http://www.sportsfangraph.com/team/ball-state-university-football",2012-12-06,"Twitter Followers",0,NA
"367","Football","Entity","University of Akron Footb...","http://www.sportsfangraph.com/team/university-of-akron-football",2012-12-06,"Twitter Followers",0,NA
"368","Football","Entity","Temple University Footbal...","http://www.sportsfangraph.com/team/temple-university-football",2012-12-06,"Twitter Followers",0,NA
"369","Football","Entity","Virginia Destroyers","http://www.sportsfangraph.com/team/virginia-destroyers",2012-12-06,"Twitter Followers",0,NA
"370","Football","Entity","Boston College Football","http://www.sportsfangraph.com/team/boston-college-football",2012-12-06,"Twitter Followers",0,NA
"371","Football","Entity","University of Buffalo Foo...","http://www.sportsfangraph.com/team/university-of-buffalo-football",2012-12-06,"Twitter Followers",0,NA
"372","Football","Entity","Miami University of Ohio ...","http://www.sportsfangraph.com/team/miami-university-of-ohio-football",2012-12-06,"Twitter Followers",0,NA
"373","Football","Entity","Kent State University Foo...","http://www.sportsfangraph.com/team/kent-state-university-football",2012-12-06,"Twitter Followers",0,NA
"374","Football","Entity","University of Alabama Foo...","http://www.sportsfangraph.com/team/university-of-alabama-football",2012-12-06,"Twitter Followers",0,NA
"375","Football","Entity","Ohio University Football","http://www.sportsfangraph.com/team/ohio-university-football",2012-12-06,"Twitter Followers",0,NA
"376","Football","Entity","University of Arizona Foo...","http://www.sportsfangraph.com/team/university-of-arizona-football",2012-12-06,"Twitter Followers",0,NA
"377","Football","Entity","Northern Illinois Univers...","http://www.sportsfangraph.com/team/northern-illinois-university-football",2012-12-06,"Twitter Followers",0,NA
"378","Football","Entity","Duke University Football","http://www.sportsfangraph.com/team/duke-university-football",2012-12-06,"Twitter Followers",0,NA
"379","Football","Entity","Wake Forest University Fo...","http://www.sportsfangraph.com/team/wake-forest-university-football",2012-12-06,"Twitter Followers",0,NA
"380","Football","Entity","Central Michigan Universi...","http://www.sportsfangraph.com/team/central-michigan-university-football",2012-12-06,"Twitter Followers",0,NA
"381","Football","Entity","University of Colorado Fo...","http://www.sportsfangraph.com/team/university-of-colorado-football",2012-12-06,"Twitter Followers",0,NA
"382","Football","Entity","Oklahoma University Footb...","http://www.sportsfangraph.com/team/oklahoma-university-football",2012-12-06,"Twitter Followers",0,NA
"383","Football","Entity","University of Texas Footb...","http://www.sportsfangraph.com/team/university-of-texas-football",2012-12-06,"Twitter Followers",0,NA
"384","Football","Entity","University of Connecticut...","http://www.sportsfangraph.com/team/university-of-connecticut-football",2012-12-06,"Twitter Followers",0,NA
"385","Football","Entity","Syracuse University Footb...","http://www.sportsfangraph.com/team/syracuse-university-football",2012-12-06,"Twitter Followers",0,NA
"386","Football","Entity","Indiana University Footba...","http://www.sportsfangraph.com/team/indiana-university-football",2012-12-06,"Twitter Followers",0,NA
"387","Football","Entity","East Carolina University ...","http://www.sportsfangraph.com/team/east-carolina-university-football",2012-12-06,"Twitter Followers",0,NA
"388","Football","Entity","Marshall University Footb...","http://www.sportsfangraph.com/team/marshall-university-football",2012-12-06,"Twitter Followers",0,NA
"389","Football","Entity","University of Memphis Foo...","http://www.sportsfangraph.com/team/university-of-memphis-football",2012-12-06,"Twitter Followers",0,NA
"390","Football","Entity","Rice University Football","http://www.sportsfangraph.com/team/rice-university-football",2012-12-06,"Twitter Followers",0,NA
"391","Football","Entity","University of Alabama - B...","http://www.sportsfangraph.com/team/university-of-alabama---birmingham-football",2012-12-06,"Twitter Followers",0,NA
"392","Football","Entity","University of Texas - El ...","http://www.sportsfangraph.com/team/university-of-texas---el-paso-football",2012-12-06,"Twitter Followers",0,NA
"393","Football","Entity","Air Force Academy Footbal...","http://www.sportsfangraph.com/team/air-force-academy-football",2012-12-06,"Twitter Followers",0,NA
"394","Football","Entity","Brigham Young University ...","http://www.sportsfangraph.com/team/brigham-young-university-football",2012-12-06,"Twitter Followers",0,NA
"395","Football","Entity","University of New Mexico ...","http://www.sportsfangraph.com/team/university-of-new-mexico-football",2012-12-06,"Twitter Followers",0,NA
"396","Football","Entity","San Diego State Universit...","http://www.sportsfangraph.com/team/san-diego-state-university-football",2012-12-06,"Twitter Followers",0,NA
"397","Football","Entity","Texas Christian Universit...","http://www.sportsfangraph.com/team/texas-christian-university-football",2012-12-06,"Twitter Followers",0,NA
"398","Football","Entity","University of Nevada - La...","http://www.sportsfangraph.com/team/university-of-nevada---las-vegas-football",2012-12-06,"Twitter Followers",0,NA
"399","Football","Entity","University of Utah Footba...","http://www.sportsfangraph.com/team/university-of-utah-football",2012-12-06,"Twitter Followers",0,NA
"400","Football","Entity","University of Wyoming Foo...","http://www.sportsfangraph.com/team/university-of-wyoming-football",2012-12-06,"Twitter Followers",0,NA
"401","Football","Entity","Arizona State University ...","http://www.sportsfangraph.com/team/arizona-state-university-football",2012-12-06,"Twitter Followers",0,NA
"402","Football","Entity","University of Southern Ca...","http://www.sportsfangraph.com/team/university-of-southern-california-football",2012-12-06,"Twitter Followers",0,NA
"403","Football","Entity","University of Arkansas Fo...","http://www.sportsfangraph.com/team/university-of-arkansas-football",2012-12-06,"Twitter Followers",0,NA
"404","Football","Entity","University of Georgia Foo...","http://www.sportsfangraph.com/team/university-of-georgia-football",2012-12-06,"Twitter Followers",0,NA
"405","Football","Entity","University of Kentucky Fo...","http://www.sportsfangraph.com/team/university-of-kentucky-football",2012-12-06,"Twitter Followers",0,NA
"406","Football","Entity","Arkansas State University...","http://www.sportsfangraph.com/team/arkansas-state-university-football",2012-12-06,"Twitter Followers",0,NA
"407","Football","Entity","Florida International Uni...","http://www.sportsfangraph.com/team/florida-international-university-football",2012-12-06,"Twitter Followers",0,NA
"408","Football","Entity","University of Louisiana -...","http://www.sportsfangraph.com/team/university-of-louisiana---monroe-football",2012-12-06,"Twitter Followers",0,NA
"409","Football","Entity","Troy University Football","http://www.sportsfangraph.com/team/troy-university-football",2012-12-06,"Twitter Followers",0,NA
"410","Football","Entity","Western Kentucky Universi...","http://www.sportsfangraph.com/team/western-kentucky-university-football",2012-12-06,"Twitter Followers",0,NA
"411","Football","Entity","Fresno State University F...","http://www.sportsfangraph.com/team/fresno-state-university-football",2012-12-06,"Twitter Followers",0,NA
"412","Football","Entity","University of Idaho Footb...","http://www.sportsfangraph.com/team/university-of-idaho-football",2012-12-06,"Twitter Followers",0,NA
"413","Football","Entity","New Mexico State Universi...","http://www.sportsfangraph.com/team/new-mexico-state-university-football",2012-12-06,"Twitter Followers",0,NA
"414","Football","Entity","San Jose State University...","http://www.sportsfangraph.com/team/san-jose-state-university-football",2012-12-06,"Twitter Followers",0,NA
"415","Football","Entity","NFL","http://www.sportsfangraph.com/team/nfl",2012-12-06,"Facebook Fans",6455911,NA
"416","Football","Entity","Dallas Cowboys","http://www.sportsfangraph.com/team/dallas-cowboys",2012-12-06,"Facebook Fans",5257208,NA
"417","Football","Entity","Pittsburgh Steelers","http://www.sportsfangraph.com/team/pittsburgh-steelers",2012-12-06,"Facebook Fans",4800603,NA
"418","Football","Entity","New England Patriots","http://www.sportsfangraph.com/team/new-england-patriots",2012-12-06,"Facebook Fans",3887320,NA
"419","Football","Entity","Green Bay Packers","http://www.sportsfangraph.com/team/green-bay-packers",2012-12-06,"Facebook Fans",3383446,NA
"420","Football","Entity","New Orleans Saints","http://www.sportsfangraph.com/team/new-orleans-saints",2012-12-06,"Facebook Fans",2900212,NA
"421","Football","Entity","New York Giants","http://www.sportsfangraph.com/team/new-york-giants",2012-12-06,"Facebook Fans",2578009,NA
"422","Football","Entity","Chicago Bears","http://www.sportsfangraph.com/team/chicago-bears",2012-12-06,"Facebook Fans",2637771,NA
