CIP_Classificaiton,Award_Level,Year,unitid,Institution_Name,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS.PI,T.AS.PI.M,T.AS.PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F,cipcode
Mathematics,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,129,67,62,87,46,41,6,1,5,14,8,6,13,8,5,1,1,0,0,0,0,8,3,5,'27.0000'
Mathematics,Bachelor's degree,1994-1995,218663,University of South Carolina-Columbia,37,19,18,21,10,11,14,7,7,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,209542,Oregon State University,25,16,9,17,9,8,0,0,0,1,1,0,2,1,1,0,0,0,2,2,0,3,3,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,20,9,11,17,8,9,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,131496,Georgetown University,5,2,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,'27.0000'
Mathematics,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,15,9,6,11,8,3,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,'27.0000'
Mathematics,Bachelor's degree,1994-1995,123961,University of Southern California,13,10,3,4,4,0,1,1,0,3,2,1,3,1,2,0,0,0,0,0,0,2,2,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,199120,University of North Carolina at Chapel Hill,78,41,37,63,34,29,6,2,4,0,0,0,5,2,3,0,0,0,0,0,0,4,3,1,'27.0000'
Mathematics,Bachelor's degree,1994-1995,155399,Kansas State University,18,14,4,14,10,4,1,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,135726,University of Miami,6,4,2,3,2,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,134130,University of Florida,63,39,24,51,30,21,2,1,1,4,3,1,6,5,1,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,142115,Boise State University,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,157289,University of Louisville,27,14,13,26,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,'27.0000'
Mathematics,Bachelor's degree,1994-1995,139959,University of Georgia,31,22,9,26,18,8,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,122755,San Jose State University,24,17,7,13,8,5,2,1,1,3,3,0,3,2,1,0,0,0,2,2,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,147767,Northwestern University,34,23,11,26,18,8,4,2,2,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,221999,Vanderbilt University,85,49,36,72,44,28,4,1,3,2,1,1,6,2,4,0,0,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,170976,University of Michigan-Ann Arbor,78,38,40,59,29,30,2,1,1,1,1,0,11,5,6,0,0,0,1,0,1,4,2,2,'27.0000'
Mathematics,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,23,7,16,21,7,14,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,46,23,23,44,22,22,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,100858,Auburn University,22,12,10,20,12,8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,198419,Duke University,37,23,14,30,21,9,4,0,4,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,230728,Utah State University,16,9,7,14,8,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1994-1995,134097,Florida State University,22,15,7,19,13,6,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,'27.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,139959,University of Georgia,22,10,12,22,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,122755,San Jose State University,11,6,5,6,3,3,0,0,0,0,0,0,2,1,1,1,1,0,2,1,1,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,680,133,547,593,108,485,13,4,9,53,10,43,20,11,9,1,0,1,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,142115,Boise State University,49,31,18,38,24,14,0,0,0,2,0,2,0,0,0,1,1,0,5,4,1,3,2,1,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,147767,Northwestern University,22,14,8,15,10,5,3,2,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,170976,University of Michigan-Ann Arbor,141,57,84,113,46,67,3,1,2,6,1,5,18,8,10,1,1,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,209542,Oregon State University,100,61,39,82,51,31,0,0,0,3,2,1,6,2,4,1,0,1,7,5,2,1,1,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,198419,Duke University,7,1,6,5,1,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,243744,Stanford University,181,53,128,94,27,67,14,2,12,18,9,9,52,13,39,1,1,0,0,0,0,2,1,1,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,134130,University of Florida,74,38,36,57,29,28,0,0,0,2,2,0,14,7,7,0,0,0,0,0,0,1,0,1,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,221999,Vanderbilt University,52,22,30,43,18,25,2,0,2,1,0,1,3,2,1,0,0,0,3,2,1,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,186380,Rutgers University-New Brunswick,5,3,2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,100751,The University of Alabama,106,56,50,98,50,48,4,3,1,2,2,0,0,0,0,0,0,0,2,1,1,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,319,35,284,250,26,224,14,3,11,41,5,36,11,0,11,1,0,1,0,0,0,2,1,1,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,209551,University of Oregon,85,44,41,66,33,33,0,0,0,3,3,0,10,4,6,0,0,0,4,3,1,2,1,1,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,199120,University of North Carolina at Chapel Hill,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,11,6,5,8,3,5,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,28,8,20,27,7,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'30.0000'
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,23,12,11,22,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,33,8,25,32,7,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,209551,University of Oregon,88,41,47,66,27,39,1,1,0,2,2,0,7,4,3,2,1,1,5,3,2,5,3,2,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,218663,University of South Carolina-Columbia,67,38,29,61,33,28,4,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,142115,Boise State University,30,16,14,29,16,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,122755,San Jose State University,25,11,14,19,9,10,0,0,0,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,7,5,2,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,155399,Kansas State University,101,53,48,95,51,44,4,1,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,209542,Oregon State University,16,11,5,16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,100858,Auburn University,7,2,5,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,217882,Clemson University,82,41,41,73,35,38,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,100751,The University of Alabama,9,6,3,8,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,170976,University of Michigan-Ann Arbor,97,50,47,83,42,41,4,2,2,3,2,1,2,0,2,0,0,0,1,1,0,4,3,1,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,230728,Utah State University,17,9,8,16,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,134130,University of Florida,143,54,89,126,51,75,9,1,8,5,1,4,3,1,2,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,157289,University of Louisville,16,11,5,14,10,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,247,140,107,222,122,100,3,3,0,18,13,5,4,2,2,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,73,38,35,59,32,27,2,2,0,7,2,5,4,2,2,1,0,1,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,134097,Florida State University,35,10,25,34,9,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1994-1995,199120,University of North Carolina at Chapel Hill,22,4,18,17,2,15,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Philosophy and Religion,Bachelor's degree,1994-1995,100751,The University of Alabama,5,4,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,131496,Georgetown University,23,12,11,19,11,8,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,134130,University of Florida,27,23,4,19,17,2,2,1,1,2,2,0,3,2,1,1,1,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,100858,Auburn University,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,147767,Northwestern University,28,19,9,18,13,5,0,0,0,1,1,0,7,4,3,0,0,0,0,0,0,2,1,1,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,135726,University of Miami,8,4,4,7,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,122755,San Jose State University,7,6,1,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,123961,University of Southern California,32,23,9,22,16,6,1,1,0,5,4,1,3,2,1,0,0,0,0,0,0,1,0,1,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,170976,University of Michigan-Ann Arbor,30,21,9,24,18,6,0,0,0,1,1,0,2,1,1,1,1,0,2,0,2,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,53,41,12,44,33,11,1,1,0,3,3,0,4,3,1,1,1,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,228246,Southern Methodist University,9,6,3,8,6,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,7,5,2,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,243744,Stanford University,9,8,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,142115,Boise State University,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,29,20,9,27,18,9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,209542,Oregon State University,6,4,2,3,2,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,155399,Kansas State University,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,186380,Rutgers University-New Brunswick,28,16,12,21,15,6,3,1,2,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,218663,University of South Carolina-Columbia,13,11,2,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,16,16,0,13,13,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,11,8,3,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,230728,Utah State University,9,9,0,8,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,221999,Vanderbilt University,37,24,13,34,23,11,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,139959,University of Georgia,25,20,5,25,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,157289,University of Louisville,9,5,4,8,5,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,199120,University of North Carolina at Chapel Hill,39,26,13,36,25,11,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,198419,Duke University,26,11,15,20,10,10,2,0,2,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,209551,University of Oregon,20,16,4,16,13,3,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,134097,Florida State University,27,20,7,23,17,6,1,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1994-1995,152080,University of Notre Dame,22,18,4,17,13,4,0,0,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,'38.0000'
Physical Sciences,Bachelor's degree,1994-1995,152080,University of Notre Dame,36,27,9,35,26,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,134130,University of Florida,99,68,31,80,54,26,1,1,0,4,2,2,10,8,2,1,0,1,0,0,0,3,3,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,40,27,13,37,26,11,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,228246,Southern Methodist University,23,15,8,21,14,7,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,29,24,5,25,22,3,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,1,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,134097,Florida State University,90,67,23,82,62,20,4,2,2,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,217882,Clemson University,45,31,14,42,28,14,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,209542,Oregon State University,26,22,4,24,20,4,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,199120,University of North Carolina at Chapel Hill,137,93,44,106,75,31,7,2,5,1,1,0,22,14,8,0,0,0,0,0,0,1,1,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,100858,Auburn University,33,25,8,31,23,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,209551,University of Oregon,71,54,17,53,39,14,0,0,0,1,1,0,4,3,1,2,1,1,6,5,1,5,5,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,135726,University of Miami,47,30,17,32,19,13,2,1,1,7,6,1,2,1,1,1,1,0,0,0,0,3,2,1,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,147767,Northwestern University,33,22,11,20,17,3,3,2,1,1,1,0,6,2,4,0,0,0,0,0,0,3,0,3,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,243744,Stanford University,88,61,27,56,44,12,1,0,1,7,3,4,20,12,8,0,0,0,0,0,0,4,2,2,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,39,21,18,34,17,17,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,100751,The University of Alabama,27,18,9,19,15,4,5,0,5,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,122755,San Jose State University,51,35,16,28,20,8,2,2,0,3,3,0,9,5,4,0,0,0,8,5,3,1,0,1,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,142115,Boise State University,14,11,3,7,6,1,0,0,0,2,1,1,2,2,0,0,0,0,2,1,1,1,1,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,155399,Kansas State University,37,28,9,35,27,8,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,131496,Georgetown University,14,8,6,7,3,4,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,2,2,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,100,72,28,72,54,18,3,1,2,7,6,1,7,4,3,2,1,1,0,0,0,9,6,3,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,157289,University of Louisville,26,16,10,20,13,7,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,3,2,1,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,230728,Utah State University,30,26,4,28,25,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,198419,Duke University,65,37,28,42,24,18,8,1,7,2,2,0,12,9,3,0,0,0,0,0,0,1,1,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,221999,Vanderbilt University,62,41,21,54,37,17,2,1,1,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,186380,Rutgers University-New Brunswick,96,71,25,73,61,12,1,1,0,3,1,2,16,8,8,1,0,1,0,0,0,2,0,2,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,71,48,23,64,44,20,2,1,1,0,0,0,2,0,2,0,0,0,1,1,0,2,2,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,170976,University of Michigan-Ann Arbor,94,61,33,68,45,23,2,1,1,1,0,1,15,10,5,1,1,0,3,2,1,4,2,2,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,218663,University of South Carolina-Columbia,33,21,12,27,19,8,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,63,45,18,52,38,14,0,0,0,1,1,0,5,3,2,4,2,2,0,0,0,1,1,0,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,107,79,28,91,67,24,4,4,0,10,7,3,0,0,0,0,0,0,0,0,0,2,1,1,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,123961,University of Southern California,51,24,27,13,8,5,16,2,14,3,3,0,8,4,4,0,0,0,0,0,0,11,7,4,'40.0000'
Physical Sciences,Bachelor's degree,1994-1995,139959,University of Georgia,44,32,12,38,28,10,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,3,2,1,'40.0000'
Protective Services,Bachelor's degree,1994-1995,135726,University of Miami,34,16,18,16,8,8,5,3,2,11,5,6,0,0,0,0,0,0,0,0,0,2,0,2,'43.0000'
Protective Services,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,14,10,4,12,9,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1994-1995,100858,Auburn University,56,41,15,48,35,13,6,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1994-1995,122755,San Jose State University,127,86,41,56,36,20,12,8,4,21,11,10,27,23,4,1,0,1,10,8,2,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1994-1995,218663,University of South Carolina-Columbia,161,104,57,116,87,29,41,14,27,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1994-1995,100751,The University of Alabama,83,52,31,60,43,17,20,7,13,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,'43.0000'
Protective Services,Bachelor's degree,1994-1995,134130,University of Florida,108,63,45,90,55,35,10,3,7,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1994-1995,157289,University of Louisville,79,42,37,68,37,31,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1994-1995,142115,Boise State University,49,35,14,42,31,11,1,1,0,5,2,3,0,0,0,0,0,0,1,1,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1994-1995,134097,Florida State University,444,292,152,358,250,108,50,22,28,31,17,14,4,3,1,0,0,0,0,0,0,1,0,1,'43.0000'
Protective Services,Bachelor's degree,1994-1995,139959,University of Georgia,53,34,19,51,33,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,'43.0000'
Protective Services,Bachelor's degree,1994-1995,186380,Rutgers University-New Brunswick,162,92,70,102,62,40,32,16,16,14,8,6,8,3,5,0,0,0,6,3,3,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,22,18,4,17,14,3,3,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,27,24,3,24,21,3,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,'43.0000'
Psychology,Bachelor's degree,1994-1995,134097,Florida State University,278,83,195,231,72,159,23,2,21,17,7,10,5,1,4,1,1,0,0,0,0,1,0,1,'42.0000'
Psychology,Bachelor's degree,1994-1995,123961,University of Southern California,141,37,104,93,21,72,3,2,1,22,6,16,15,5,10,1,0,1,1,1,0,6,2,4,'42.0000'
Psychology,Bachelor's degree,1994-1995,217882,Clemson University,81,22,59,69,20,49,10,2,8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1994-1995,134130,University of Florida,324,98,226,276,88,188,4,0,4,28,7,21,15,2,13,0,0,0,1,1,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1994-1995,199120,University of North Carolina at Chapel Hill,329,82,247,280,72,208,36,8,28,4,1,3,7,1,6,2,0,2,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1994-1995,122755,San Jose State University,221,66,155,121,36,85,8,3,5,38,13,25,25,5,20,3,2,1,25,7,18,1,0,1,'42.0000'
Psychology,Bachelor's degree,1994-1995,135726,University of Miami,151,29,122,75,15,60,8,1,7,54,10,44,7,3,4,0,0,0,1,0,1,6,0,6,'42.0000'
