Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1996-1997,207500,University of Oklahoma Norman Campus,Visual and Performing Arts,'50',Bachelor's degree,145,62,83,114,48,66,5,3,2,6,5,1,5,2,3,8,3,5,0,0,0,7,1,6
1996-1997,209551,University of Oregon,Architecture and Related Programs,'04',Bachelor's degree,119,74,45,88,53,35,3,1,2,3,2,1,9,7,2,1,1,0,6,3,3,9,7,2
1996-1997,209551,University of Oregon,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,16,7,9,8,5,3,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,3,1,2
1996-1997,209551,University of Oregon,Biological Science/Life Sciences,'26',Bachelor's degree,115,62,53,90,50,40,0,0,0,3,2,1,15,6,9,0,0,0,4,1,3,3,3,0
1996-1997,209551,University of Oregon,Business Management and Administrative Services,'52',Bachelor's degree,446,260,186,226,153,73,4,2,2,7,2,5,48,29,19,1,1,0,6,3,3,154,70,84
1996-1997,209551,University of Oregon,Communications,'09',Bachelor's degree,265,106,159,197,76,121,5,2,3,4,1,3,18,9,9,2,0,2,6,3,3,33,15,18
1996-1997,209551,University of Oregon,Computer and Information Sciences,'11',Bachelor's degree,61,49,12,38,33,5,0,0,0,0,0,0,6,4,2,0,0,0,3,3,0,14,9,5
1996-1997,209551,University of Oregon,Conservation and Renewable Natural Resources,'03',Bachelor's degree,74,36,38,64,34,30,0,0,0,1,0,1,3,2,1,3,0,3,2,0,2,1,0,1
1996-1997,209551,University of Oregon,Education,'13',Bachelor's degree,6,3,3,5,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,209551,University of Oregon,English Language and Literature/Letters,'23',Bachelor's degree,213,82,131,185,69,116,3,2,1,9,3,6,4,0,4,1,0,1,10,7,3,1,1,0
1996-1997,209551,University of Oregon,Foreign Languages and Literatures,'16',Bachelor's degree,152,51,101,106,33,73,1,1,0,9,3,6,6,2,4,0,0,0,10,5,5,20,7,13
1996-1997,209551,University of Oregon,Health Professions and Related Sciences,'51',Bachelor's degree,25,3,22,23,3,20,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
1996-1997,209551,University of Oregon,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,14,8,6,13,7,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1996-1997,209551,University of Oregon,Mathematics,'27',Bachelor's degree,29,20,9,21,14,7,0,0,0,0,0,0,3,2,1,1,1,0,1,1,0,3,2,1
1996-1997,209551,University of Oregon,Multi/Interdisciplinary Studies,'30',Bachelor's degree,96,33,63,69,21,48,2,1,1,2,1,1,13,5,8,2,0,2,6,4,2,2,1,1
1996-1997,209551,University of Oregon,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,58,16,42,44,11,33,0,0,0,2,1,1,9,3,6,0,0,0,1,0,1,2,1,1
1996-1997,209551,University of Oregon,Philosophy and Religion,'38',Bachelor's degree,30,17,13,21,13,8,0,0,0,3,1,2,1,1,0,0,0,0,4,2,2,1,0,1
1996-1997,209551,University of Oregon,Physical Sciences,'40',Bachelor's degree,47,35,12,37,26,11,0,0,0,0,0,0,0,0,0,1,1,0,6,5,1,3,3,0
1996-1997,209551,University of Oregon,Psychology,'42',Bachelor's degree,343,96,247,277,80,197,3,1,2,11,2,9,22,4,18,6,0,6,9,5,4,15,4,11
1996-1997,209551,University of Oregon,Public Administration and Services,'44',Bachelor's degree,23,10,13,22,10,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,209551,University of Oregon,Social Sciences and History,'45',Bachelor's degree,681,360,321,505,268,237,16,9,7,17,8,9,36,21,15,12,6,6,22,9,13,73,39,34
1996-1997,209551,University of Oregon,Visual and Performing Arts,'50',Bachelor's degree,198,81,117,145,57,88,1,1,0,4,2,2,10,6,4,2,0,2,9,6,3,27,9,18
1996-1997,218663,University of South Carolina-Columbia,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,218663,University of South Carolina-Columbia,Biological Science/Life Sciences,'26',Bachelor's degree,231,103,128,167,85,82,44,12,32,1,0,1,14,6,8,0,0,0,2,0,2,3,0,3
1996-1997,218663,University of South Carolina-Columbia,Business Management and Administrative Services,'52',Bachelor's degree,518,266,252,378,209,169,82,27,55,5,1,4,21,11,10,1,0,1,3,1,2,28,17,11
1996-1997,218663,University of South Carolina-Columbia,Communications,'09',Bachelor's degree,175,79,96,150,71,79,16,4,12,1,1,0,2,1,1,1,1,0,2,0,2,3,1,2
1996-1997,218663,University of South Carolina-Columbia,Computer and Information Sciences,'11',Bachelor's degree,34,20,14,17,11,6,7,2,5,1,1,0,6,4,2,0,0,0,0,0,0,3,2,1
1996-1997,218663,University of South Carolina-Columbia,Education,'13',Bachelor's degree,24,10,14,21,10,11,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,218663,University of South Carolina-Columbia,Engineering,'14',Bachelor's degree,194,167,27,142,124,18,32,25,7,1,1,0,9,7,2,0,0,0,1,1,0,9,9,0
1996-1997,218663,University of South Carolina-Columbia,English Language and Literature/Letters,'23',Bachelor's degree,155,44,111,120,40,80,32,4,28,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0
1996-1997,218663,University of South Carolina-Columbia,Foreign Languages and Literatures,'16',Bachelor's degree,35,7,28,26,5,21,4,1,3,3,1,2,2,0,2,0,0,0,0,0,0,0,0,0
1996-1997,218663,University of South Carolina-Columbia,Health Professions and Related Sciences,'51',Bachelor's degree,191,37,154,148,25,123,25,4,21,2,0,2,9,4,5,0,0,0,4,2,2,3,2,1
1996-1997,218663,University of South Carolina-Columbia,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,265,76,189,191,45,146,41,9,32,2,1,1,0,0,0,0,0,0,0,0,0,31,21,10
1996-1997,218663,University of South Carolina-Columbia,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,69,38,31,54,30,24,12,7,5,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0
1996-1997,218663,University of South Carolina-Columbia,Mathematics,'27',Bachelor's degree,42,19,23,29,14,15,9,2,7,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0
1996-1997,218663,University of South Carolina-Columbia,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,111,69,42,99,62,37,8,4,4,0,0,0,1,0,1,0,0,0,0,0,0,3,3,0
1996-1997,218663,University of South Carolina-Columbia,Philosophy and Religion,'38',Bachelor's degree,16,9,7,14,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,218663,University of South Carolina-Columbia,Physical Sciences,'40',Bachelor's degree,60,38,22,48,31,17,6,3,3,1,0,1,5,4,1,0,0,0,0,0,0,0,0,0
1996-1997,218663,University of South Carolina-Columbia,Protective Services,'43',Bachelor's degree,183,96,87,138,76,62,41,18,23,1,0,1,1,1,0,0,0,0,2,1,1,0,0,0
1996-1997,218663,University of South Carolina-Columbia,Psychology,'42',Bachelor's degree,257,47,210,208,37,171,36,8,28,3,0,3,7,2,5,0,0,0,2,0,2,1,0,1
1996-1997,218663,University of South Carolina-Columbia,Social Sciences and History,'45',Bachelor's degree,372,232,140,294,194,100,61,27,34,6,5,1,5,3,2,0,0,0,1,0,1,5,3,2
1996-1997,218663,University of South Carolina-Columbia,Visual and Performing Arts,'50',Bachelor's degree,120,52,68,96,40,56,16,6,10,1,1,0,4,2,2,1,1,0,0,0,0,2,2,0
1996-1997,230728,Utah State University,Agricultural Business and Production,'01',Bachelor's degree,31,25,6,31,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,230728,Utah State University,Agricultural Sciences,'02',Bachelor's degree,84,60,24,81,58,23,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
1996-1997,230728,Utah State University,Architecture and Related Programs,'04',Bachelor's degree,27,21,6,25,19,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1996-1997,230728,Utah State University,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,6,4,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,230728,Utah State University,Biological Science/Life Sciences,'26',Bachelor's degree,48,29,19,45,27,18,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0
1996-1997,230728,Utah State University,Business Management and Administrative Services,'52',Bachelor's degree,350,233,117,308,216,92,1,0,1,2,0,2,8,3,5,1,1,0,3,2,1,27,11,16
1996-1997,230728,Utah State University,Communications,'09',Bachelor's degree,38,26,12,35,23,12,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,230728,Utah State University,Computer and Information Sciences,'11',Bachelor's degree,107,75,32,85,62,23,1,0,1,0,0,0,0,0,0,0,0,0,3,2,1,18,11,7
1996-1997,230728,Utah State University,Conservation and Renewable Natural Resources,'03',Bachelor's degree,62,40,22,61,39,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1996-1997,230728,Utah State University,Education,'13',Bachelor's degree,450,125,325,435,118,317,0,0,0,8,5,3,4,2,2,0,0,0,0,0,0,3,0,3
1996-1997,230728,Utah State University,Engineering,'14',Bachelor's degree,181,163,18,164,147,17,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,15,14,1
1996-1997,230728,Utah State University,Engineering-Related Technologies,'15',Bachelor's degree,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,230728,Utah State University,English Language and Literature/Letters,'23',Bachelor's degree,88,15,73,85,15,70,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2
1996-1997,230728,Utah State University,Foreign Languages and Literatures,'16',Bachelor's degree,37,22,15,32,20,12,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,2,0,2
1996-1997,230728,Utah State University,Health Professions and Related Sciences,'51',Bachelor's degree,106,36,70,103,35,68,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1
1996-1997,230728,Utah State University,Home Economics- General,'19',Bachelor's degree,179,22,157,169,21,148,0,0,0,0,0,0,3,0,3,1,1,0,0,0,0,6,0,6
1996-1997,230728,Utah State University,Law and Legal Studies,'22',Bachelor's degree,6,6,0,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1996-1997,230728,Utah State University,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,63,40,23,58,36,22,3,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,230728,Utah State University,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,17,0,17,16,0,16,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,230728,Utah State University,Mathematics,'27',Bachelor's degree,11,6,5,10,5,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,230728,Utah State University,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,25,11,14,25,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,230728,Utah State University,Philosophy and Religion,'38',Bachelor's degree,12,9,3,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,230728,Utah State University,Physical Sciences,'40',Bachelor's degree,37,27,10,36,27,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1996-1997,230728,Utah State University,Precision Production Trades,'48',Bachelor's degree,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,230728,Utah State University,Psychology,'42',Bachelor's degree,88,31,57,75,28,47,2,1,1,4,1,3,2,0,2,2,0,2,0,0,0,3,1,2
1996-1997,230728,Utah State University,Public Administration and Services,'44',Bachelor's degree,44,8,36,39,8,31,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1
1996-1997,230728,Utah State University,Social Sciences and History,'45',Bachelor's degree,199,97,102,188,90,98,2,2,0,1,0,1,1,1,0,0,0,0,0,0,0,7,4,3
1996-1997,230728,Utah State University,Visual and Performing Arts,'50',Bachelor's degree,124,44,80,106,40,66,0,0,0,2,1,1,1,0,1,0,0,0,1,0,1,14,3,11
1996-1997,221999,Vanderbilt University,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,23,8,15,19,7,12,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1996-1997,221999,Vanderbilt University,Biological Science/Life Sciences,'26',Bachelor's degree,57,28,29,44,20,24,3,1,2,2,1,1,5,3,2,0,0,0,3,3,0,0,0,0
1996-1997,221999,Vanderbilt University,Computer and Information Sciences,'11',Bachelor's degree,13,12,1,8,8,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1996-1997,221999,Vanderbilt University,Education,'13',Bachelor's degree,78,7,71,69,4,65,2,1,1,1,0,1,1,1,0,1,0,1,4,1,3,0,0,0
1996-1997,221999,Vanderbilt University,Engineering,'14',Bachelor's degree,241,183,58,175,137,38,8,5,3,5,2,3,15,10,5,1,1,0,9,8,1,28,20,8
1996-1997,221999,Vanderbilt University,English Language and Literature/Letters,'23',Bachelor's degree,99,40,59,85,34,51,3,0,3,1,1,0,4,3,1,0,0,0,6,2,4,0,0,0
1996-1997,221999,Vanderbilt University,Foreign Languages and Literatures,'16',Bachelor's degree,43,18,25,31,12,19,0,0,0,3,0,3,5,2,3,0,0,0,4,4,0,0,0,0
1996-1997,221999,Vanderbilt University,Mathematics,'27',Bachelor's degree,36,15,21,31,13,18,0,0,0,0,0,0,3,2,1,0,0,0,2,0,2,0,0,0
1996-1997,221999,Vanderbilt University,Multi/Interdisciplinary Studies,'30',Bachelor's degree,46,20,26,40,19,21,2,0,2,0,0,0,2,1,1,1,0,1,1,0,1,0,0,0
1996-1997,221999,Vanderbilt University,Philosophy and Religion,'38',Bachelor's degree,18,15,3,15,13,2,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
1996-1997,221999,Vanderbilt University,Physical Sciences,'40',Bachelor's degree,46,31,15,36,26,10,0,0,0,2,0,2,3,0,3,0,0,0,5,5,0,0,0,0
1996-1997,221999,Vanderbilt University,Psychology,'42',Bachelor's degree,127,59,68,109,52,57,4,1,3,2,2,0,5,2,3,1,0,1,6,2,4,0,0,0
1996-1997,221999,Vanderbilt University,Social Sciences and History,'45',Bachelor's degree,452,258,194,388,219,169,21,15,6,16,11,5,7,5,2,1,0,1,17,7,10,2,1,1
1996-1997,221999,Vanderbilt University,Visual and Performing Arts,'50',Bachelor's degree,43,11,32,36,9,27,0,0,0,0,0,0,1,1,0,0,0,0,6,1,5,0,0,0
