Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1999-2000,122755,San Jose State University,Bachelor's degree,Psychology,'42',199,60,139,78,22,56,9,2,7,37,12,25,35,13,22,1,0,1,29,10,19,10,1,9
1999-2000,122755,San Jose State University,Bachelor's degree,Public Administration and Services,'44',54,9,45,14,0,14,6,3,3,17,5,12,12,0,12,0,0,0,5,1,4,0,0,0
1999-2000,122755,San Jose State University,Bachelor's degree,Social Sciences and History,'45',258,123,135,101,55,46,13,6,7,59,23,36,36,18,18,2,0,2,41,17,24,6,4,2
1999-2000,122755,San Jose State University,Bachelor's degree,Visual and Performing Arts,'50',293,122,171,135,53,82,4,1,3,24,13,11,68,37,31,1,1,0,38,13,25,23,4,19
1999-2000,228246,Southern Methodist University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',5,2,3,1,0,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,228246,Southern Methodist University,Bachelor's degree,Biological Science/Life Sciences,'26',38,18,20,29,16,13,2,0,2,3,0,3,3,2,1,0,0,0,0,0,0,1,0,1
1999-2000,228246,Southern Methodist University,Bachelor's degree,Business Management and Administrative Services,'52',385,201,184,280,150,130,17,10,7,48,21,27,27,14,13,0,0,0,1,0,1,12,6,6
1999-2000,228246,Southern Methodist University,Bachelor's degree,Communications,'09',189,52,137,148,39,109,12,4,8,22,8,14,5,0,5,0,0,0,0,0,0,2,1,1
1999-2000,228246,Southern Methodist University,Bachelor's degree,Computer and Information Sciences,'11',15,12,3,13,11,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
1999-2000,228246,Southern Methodist University,Bachelor's degree,Conservation and Renewable Natural Resources,'03',1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,228246,Southern Methodist University,Bachelor's degree,Education,'13',5,3,2,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,228246,Southern Methodist University,Bachelor's degree,Engineering,'14',76,56,20,54,39,15,3,2,1,6,4,2,9,7,2,1,1,0,0,0,0,3,3,0
1999-2000,228246,Southern Methodist University,Bachelor's degree,English Language and Literature/Letters,'23',43,8,35,33,7,26,3,1,2,5,0,5,1,0,1,0,0,0,0,0,0,1,0,1
1999-2000,228246,Southern Methodist University,Bachelor's degree,Foreign Languages and Literatures,'16',35,11,24,24,9,15,1,0,1,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,228246,Southern Methodist University,Bachelor's degree,Health Professions and Related Sciences,'51',1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1999-2000,228246,Southern Methodist University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',3,2,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,228246,Southern Methodist University,Bachelor's degree,Mathematics,'27',28,20,8,21,16,5,1,1,0,2,1,1,4,2,2,0,0,0,0,0,0,0,0,0
1999-2000,228246,Southern Methodist University,Bachelor's degree,Philosophy and Religion,'38',8,3,5,7,3,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,228246,Southern Methodist University,Bachelor's degree,Physical Sciences,'40',18,10,8,14,8,6,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0
1999-2000,228246,Southern Methodist University,Bachelor's degree,Psychology,'42',112,24,88,92,20,72,6,3,3,9,0,9,4,1,3,1,0,1,0,0,0,0,0,0
1999-2000,228246,Southern Methodist University,Bachelor's degree,Public Administration and Services,'44',12,8,4,10,6,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1999-2000,228246,Southern Methodist University,Bachelor's degree,Social Sciences and History,'45',174,111,63,130,84,46,12,8,4,16,11,5,8,3,5,1,0,1,2,1,1,5,4,1
1999-2000,228246,Southern Methodist University,Bachelor's degree,Visual and Performing Arts,'50',98,40,58,79,30,49,7,2,5,5,4,1,3,0,3,0,0,0,2,2,0,2,2,0
1999-2000,243744,Stanford University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',58,20,38,27,11,16,9,3,6,11,3,8,10,3,7,1,0,1,0,0,0,0,0,0
1999-2000,243744,Stanford University,Bachelor's degree,Biological Science/Life Sciences,'26',133,56,77,66,31,35,9,3,6,6,4,2,48,16,32,1,0,1,1,1,0,2,1,1
1999-2000,243744,Stanford University,Bachelor's degree,Communications,'09',25,9,16,12,4,8,3,1,2,7,3,4,2,1,1,0,0,0,0,0,0,1,0,1
1999-2000,243744,Stanford University,Bachelor's degree,Computer and Information Sciences,'11',171,129,42,88,69,19,3,2,1,4,3,1,64,46,18,0,0,0,1,1,0,11,8,3
1999-2000,243744,Stanford University,Bachelor's degree,Engineering,'14',223,154,69,100,73,27,9,4,5,25,22,3,62,36,26,5,4,1,2,1,1,20,14,6
1999-2000,243744,Stanford University,Bachelor's degree,English Language and Literature/Letters,'23',105,32,73,63,18,45,8,0,8,10,4,6,19,9,10,1,0,1,2,1,1,2,0,2
1999-2000,243744,Stanford University,Bachelor's degree,Foreign Languages and Literatures,'16',36,13,23,22,6,16,1,1,0,6,2,4,6,4,2,0,0,0,0,0,0,1,0,1
1999-2000,243744,Stanford University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',4,3,1,2,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1999-2000,243744,Stanford University,Bachelor's degree,Mathematics,'27',21,16,5,10,7,3,1,0,1,2,1,1,5,5,0,0,0,0,0,0,0,3,3,0
1999-2000,243744,Stanford University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',205,67,138,124,41,83,14,5,9,18,6,12,46,15,31,2,0,2,0,0,0,1,0,1
1999-2000,243744,Stanford University,Bachelor's degree,Philosophy and Religion,'38',30,20,10,23,16,7,1,1,0,2,2,0,4,1,3,0,0,0,0,0,0,0,0,0
1999-2000,243744,Stanford University,Bachelor's degree,Physical Sciences,'40',76,47,29,52,30,22,0,0,0,3,2,1,12,8,4,1,1,0,0,0,0,8,6,2
1999-2000,243744,Stanford University,Bachelor's degree,Psychology,'42',86,37,49,42,19,23,12,6,6,13,4,9,16,7,9,1,1,0,0,0,0,2,0,2
1999-2000,243744,Stanford University,Bachelor's degree,Public Administration and Services,'44',32,14,18,17,8,9,4,1,3,7,2,5,4,3,1,0,0,0,0,0,0,0,0,0
1999-2000,243744,Stanford University,Bachelor's degree,Social Sciences and History,'45',487,265,222,241,138,103,38,19,19,58,29,29,101,45,56,3,1,2,1,1,0,45,32,13
1999-2000,243744,Stanford University,Bachelor's degree,Visual and Performing Arts,'50',45,14,31,24,7,17,6,2,4,1,1,0,14,4,10,0,0,0,0,0,0,0,0,0
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Agricultural Business and Production,'01',734,452,282,638,392,246,20,12,8,53,36,17,4,2,2,2,0,2,7,3,4,10,7,3
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Agricultural Sciences,'02',209,118,91,176,105,71,1,0,1,16,5,11,4,1,3,1,1,0,10,5,5,1,1,0
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Architecture and Related Programs,'04',194,120,74,140,87,53,2,1,1,34,21,13,8,5,3,3,1,2,2,1,1,5,4,1
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Biological Science/Life Sciences,'26',306,134,172,242,108,134,9,3,6,26,8,18,20,12,8,1,0,1,2,0,2,6,3,3
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Business Management and Administrative Services,'52',1244,563,681,1045,479,566,25,5,20,114,52,62,24,10,14,4,2,2,10,3,7,22,12,10
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Communications,'09',170,49,121,139,43,96,8,1,7,17,3,14,3,0,3,1,0,1,1,1,0,1,1,0
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Computer and Information Sciences,'11',104,75,29,75,54,21,6,4,2,9,5,4,6,5,1,0,0,0,0,0,0,8,7,1
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Conservation and Renewable Natural Resources,'03',91,47,44,80,44,36,1,0,1,8,3,5,1,0,1,1,0,1,0,0,0,0,0,0
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Engineering,'14',980,756,224,726,564,162,18,9,9,111,86,25,71,51,20,4,3,1,0,0,0,50,43,7
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Engineering-Related Technologies,'15',225,197,28,184,166,18,5,3,2,29,23,6,3,3,0,0,0,0,1,1,0,3,1,2
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,English Language and Literature/Letters,'23',316,69,247,261,53,208,12,5,7,33,6,27,3,2,1,2,1,1,4,2,2,1,0,1
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Foreign Languages and Literatures,'16',32,9,23,22,6,16,0,0,0,9,3,6,0,0,0,0,0,0,1,0,1,0,0,0
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Health Professions and Related Sciences,'51',157,21,136,128,18,110,7,0,7,15,3,12,6,0,6,1,0,1,0,0,0,0,0,0
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Home Economics- General,'19',69,7,62,54,3,51,2,0,2,10,3,7,1,0,1,2,1,1,0,0,0,0,0,0
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Marketing Operations/Marketing and Distribution,'08',228,190,38,191,164,27,8,8,0,22,16,6,4,2,2,0,0,0,1,0,1,2,0,2
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Mathematics,'27',521,326,195,401,249,152,21,12,9,45,25,20,38,28,10,2,2,0,2,2,0,12,8,4
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Multi/Interdisciplinary Studies,'30',788,146,642,662,108,554,20,5,15,76,23,53,16,7,9,5,0,5,8,2,6,1,1,0
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',192,110,82,168,97,71,5,1,4,17,10,7,1,1,0,0,0,0,0,0,0,1,1,0
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Philosophy and Religion,'38',16,12,4,15,12,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Physical Sciences,'40',85,52,33,68,38,30,2,1,1,9,7,2,5,5,0,0,0,0,0,0,0,1,1,0
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Psychology,'42',288,68,220,229,49,180,10,2,8,41,14,27,4,1,3,1,0,1,3,2,1,0,0,0
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Social Sciences and History,'45',557,312,245,427,228,199,20,12,8,85,56,29,5,4,1,3,2,1,3,2,1,14,8,6
1999-2000,228723,Texas A & M University-College Station,Bachelor's degree,Visual and Performing Arts,'50',6,2,4,4,1,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,100751,The University of Alabama,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',11,5,6,10,5,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1999-2000,100751,The University of Alabama,Bachelor's degree,Biological Science/Life Sciences,'26',85,43,42,75,39,36,5,2,3,1,1,0,1,0,1,1,0,1,0,0,0,2,1,1
1999-2000,100751,The University of Alabama,Bachelor's degree,Business Management and Administrative Services,'52',730,447,283,625,396,229,65,29,36,5,2,3,7,4,3,5,1,4,0,0,0,23,15,8
1999-2000,100751,The University of Alabama,Bachelor's degree,Communications,'09',256,91,165,235,85,150,13,2,11,1,0,1,0,0,0,0,0,0,0,0,0,7,4,3
1999-2000,100751,The University of Alabama,Bachelor's degree,Computer and Information Sciences,'11',16,9,7,11,8,3,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1
1999-2000,100751,The University of Alabama,Bachelor's degree,Education,'13',218,65,153,192,53,139,21,9,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2
1999-2000,100751,The University of Alabama,Bachelor's degree,Engineering,'14',181,150,31,154,128,26,13,9,4,0,0,0,1,1,0,1,1,0,0,0,0,12,11,1
1999-2000,100751,The University of Alabama,Bachelor's degree,English Language and Literature/Letters,'23',78,27,51,66,23,43,10,2,8,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
1999-2000,100751,The University of Alabama,Bachelor's degree,Foreign Languages and Literatures,'16',20,7,13,16,5,11,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1999-2000,100751,The University of Alabama,Bachelor's degree,Health Professions and Related Sciences,'51',190,42,148,152,35,117,34,4,30,1,0,1,0,0,0,1,1,0,0,0,0,2,2,0
1999-2000,100751,The University of Alabama,Bachelor's degree,Home Economics- General,'19',202,29,173,162,20,142,35,7,28,0,0,0,2,1,1,3,1,2,0,0,0,0,0,0
1999-2000,100751,The University of Alabama,Bachelor's degree,Mathematics,'27',8,6,2,5,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,100751,The University of Alabama,Bachelor's degree,Multi/Interdisciplinary Studies,'30',82,46,36,80,46,34,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,100751,The University of Alabama,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',10,4,6,9,3,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,100751,The University of Alabama,Bachelor's degree,Philosophy and Religion,'38',7,2,5,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1999-2000,100751,The University of Alabama,Bachelor's degree,Physical Sciences,'40',27,16,11,21,12,9,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1999-2000,100751,The University of Alabama,Bachelor's degree,Protective Services,'43',58,35,23,38,26,12,16,7,9,0,0,0,3,1,2,0,0,0,0,0,0,1,1,0
1999-2000,100751,The University of Alabama,Bachelor's degree,Psychology,'42',116,30,86,93,26,67,19,2,17,0,0,0,0,0,0,3,1,2,0,0,0,1,1,0
1999-2000,100751,The University of Alabama,Bachelor's degree,Public Administration and Services,'44',46,1,45,40,0,40,5,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,100751,The University of Alabama,Bachelor's degree,Social Sciences and History,'45',132,95,37,113,84,29,14,7,7,3,2,1,0,0,0,0,0,0,0,0,0,2,2,0
1999-2000,100751,The University of Alabama,Bachelor's degree,Visual and Performing Arts,'50',96,24,72,88,23,65,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,6,0,6
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Architecture and Related Programs,'04',61,36,25,42,27,15,0,0,0,6,3,3,12,5,7,0,0,0,0,0,0,1,1,0
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',91,48,43,48,27,21,5,4,1,18,11,7,13,5,8,2,0,2,0,0,0,5,1,4
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Biological Science/Life Sciences,'26',541,238,303,282,117,165,19,8,11,72,29,43,153,74,79,2,1,1,0,0,0,13,9,4
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Business Management and Administrative Services,'52',1077,579,498,699,394,305,30,10,20,108,64,44,200,84,116,3,2,1,1,0,1,36,25,11
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Communications,'09',997,375,622,732,281,451,45,19,26,131,50,81,65,17,48,3,0,3,0,0,0,21,8,13
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Computer and Information Sciences,'11',261,203,58,116,98,18,5,5,0,13,11,2,64,45,19,1,1,0,0,0,0,62,43,19
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Engineering,'14',789,613,176,461,372,89,23,10,13,93,72,21,155,114,41,1,1,0,0,0,0,56,44,12
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,English Language and Literature/Letters,'23',387,145,242,296,112,184,11,1,10,52,21,31,20,5,15,3,3,0,2,2,0,3,1,2
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Foreign Languages and Literatures,'16',251,86,165,167,59,108,7,3,4,59,16,43,12,6,6,1,0,1,0,0,0,5,2,3
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Health Professions and Related Sciences,'51',267,40,227,181,23,158,8,3,5,48,6,42,25,6,19,0,0,0,1,0,1,4,2,2
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Home Economics- General,'19',135,6,129,79,2,77,9,0,9,22,2,20,19,1,18,2,0,2,0,0,0,4,1,3
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',153,72,81,108,54,54,5,1,4,15,7,8,25,10,15,0,0,0,0,0,0,0,0,0
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Mathematics,'27',123,71,52,80,44,36,5,4,1,20,14,6,14,6,8,0,0,0,0,0,0,4,3,1
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Multi/Interdisciplinary Studies,'30',363,49,314,272,41,231,15,4,11,54,3,51,18,0,18,0,0,0,0,0,0,4,1,3
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',101,48,53,69,34,35,8,3,5,15,6,9,7,4,3,2,1,1,0,0,0,0,0,0
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Philosophy and Religion,'38',50,31,19,35,21,14,0,0,0,11,7,4,4,3,1,0,0,0,0,0,0,0,0,0
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Physical Sciences,'40',128,69,59,94,54,40,1,0,1,10,6,4,16,6,10,0,0,0,0,0,0,7,3,4
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Psychology,'42',458,128,330,313,86,227,22,6,16,65,19,46,49,14,35,2,0,2,1,1,0,6,2,4
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Public Administration and Services,'44',77,9,68,57,6,51,5,1,4,11,1,10,1,0,1,0,0,0,1,0,1,2,1,1
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Social Sciences and History,'45',1116,617,499,770,434,336,42,17,25,176,94,82,74,38,36,3,1,2,0,0,0,51,33,18
1999-2000,228778,The University of Texas at Austin,Bachelor's degree,Visual and Performing Arts,'50',400,152,248,291,110,181,8,3,5,63,28,35,20,6,14,2,2,0,0,0,0,16,3,13
1999-2000,134130,University of Florida,Bachelor's degree,Agricultural Business and Production,'01',77,58,19,60,45,15,7,4,3,5,5,0,1,1,0,1,0,1,0,0,0,3,3,0
1999-2000,134130,University of Florida,Bachelor's degree,Agricultural Sciences,'02',327,115,212,255,83,172,12,7,5,37,16,21,14,3,11,3,1,2,0,0,0,6,5,1
1999-2000,134130,University of Florida,Bachelor's degree,Architecture and Related Programs,'04',122,83,39,79,54,25,8,3,5,23,17,6,10,7,3,0,0,0,1,1,0,1,1,0
1999-2000,134130,University of Florida,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',8,6,2,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,134130,University of Florida,Bachelor's degree,Biological Science/Life Sciences,'26',370,180,190,247,124,123,22,6,16,36,17,19,62,31,31,1,1,0,0,0,0,2,1,1
1999-2000,134130,University of Florida,Bachelor's degree,Business Management and Administrative Services,'52',1526,921,605,1186,724,462,39,23,16,158,101,57,107,52,55,4,2,2,1,1,0,31,18,13
1999-2000,134130,University of Florida,Bachelor's degree,Communications,'09',660,247,413,534,202,332,40,15,25,66,22,44,12,3,9,3,2,1,1,1,0,4,2,2
1999-2000,134130,University of Florida,Bachelor's degree,Computer and Information Sciences,'11',75,62,13,57,48,9,3,3,0,3,3,0,10,6,4,0,0,0,1,1,0,1,1,0
1999-2000,134130,University of Florida,Bachelor's degree,Conservation and Renewable Natural Resources,'03',138,66,72,117,59,58,5,3,2,6,3,3,7,1,6,0,0,0,0,0,0,3,0,3
1999-2000,134130,University of Florida,Bachelor's degree,Education,'13',504,118,386,404,98,306,39,7,32,48,9,39,11,4,7,1,0,1,0,0,0,1,0,1
1999-2000,134130,University of Florida,Bachelor's degree,Engineering,'14',796,643,153,539,436,103,44,34,10,91,71,20,77,61,16,6,5,1,2,2,0,37,34,3
1999-2000,134130,University of Florida,Bachelor's degree,Engineering-Related Technologies,'15',135,130,5,117,114,3,5,4,1,6,6,0,3,2,1,0,0,0,1,1,0,3,3,0
1999-2000,134130,University of Florida,Bachelor's degree,English Language and Literature/Letters,'23',259,87,172,204,70,134,19,5,14,28,9,19,7,3,4,1,0,1,0,0,0,0,0,0
1999-2000,134130,University of Florida,Bachelor's degree,Foreign Languages and Literatures,'16',66,22,44,47,17,30,3,1,2,13,2,11,2,1,1,0,0,0,0,0,0,1,1,0
1999-2000,134130,University of Florida,Bachelor's degree,Health Professions and Related Sciences,'51',517,53,464,413,42,371,38,3,35,39,7,32,21,1,20,3,0,3,1,0,1,2,0,2
1999-2000,134130,University of Florida,Bachelor's degree,Home Economics- General,'19',61,18,43,41,10,31,14,6,8,4,2,2,2,0,2,0,0,0,0,0,0,0,0,0
1999-2000,134130,University of Florida,Bachelor's degree,Mathematics,'27',71,28,43,57,19,38,3,1,2,6,5,1,3,3,0,0,0,0,0,0,0,2,0,2
1999-2000,134130,University of Florida,Bachelor's degree,Multi/Interdisciplinary Studies,'30',56,36,20,38,25,13,1,0,1,3,2,1,13,8,5,0,0,0,0,0,0,1,1,0
1999-2000,134130,University of Florida,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',250,97,153,195,71,124,23,11,12,21,11,10,10,4,6,1,0,1,0,0,0,0,0,0
1999-2000,134130,University of Florida,Bachelor's degree,Philosophy and Religion,'38',34,28,6,24,20,4,2,2,0,5,4,1,3,2,1,0,0,0,0,0,0,0,0,0
1999-2000,134130,University of Florida,Bachelor's degree,Physical Sciences,'40',62,33,29,43,27,16,0,0,0,7,0,7,11,5,6,0,0,0,0,0,0,1,1,0
1999-2000,134130,University of Florida,Bachelor's degree,Protective Services,'43',160,79,81,117,61,56,13,4,9,22,10,12,5,3,2,2,0,2,0,0,0,1,1,0
1999-2000,134130,University of Florida,Bachelor's degree,Psychology,'42',396,99,297,304,78,226,19,5,14,50,10,40,17,3,14,3,1,2,1,1,0,2,1,1
1999-2000,134130,University of Florida,Bachelor's degree,Social Sciences and History,'45',765,382,383,577,287,290,61,26,35,87,51,36,25,12,13,7,2,5,4,2,2,4,2,2
1999-2000,134130,University of Florida,Bachelor's degree,Visual and Performing Arts,'50',219,71,148,152,48,104,15,7,8,35,13,22,10,1,9,0,0,0,0,0,0,7,2,5
1999-2000,139959,University of Georgia,Bachelor's degree,Agricultural Business and Production,'01',85,60,25,81,58,23,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
1999-2000,139959,University of Georgia,Bachelor's degree,Agricultural Sciences,'02',87,34,53,86,33,53,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,139959,University of Georgia,Bachelor's degree,Architecture and Related Programs,'04',75,53,22,68,49,19,2,2,0,1,0,1,2,1,1,0,0,0,0,0,0,2,1,1
1999-2000,139959,University of Georgia,Bachelor's degree,Biological Science/Life Sciences,'26',307,121,186,255,101,154,24,8,16,5,3,2,18,9,9,0,0,0,0,0,0,5,0,5
1999-2000,139959,University of Georgia,Bachelor's degree,Business Management and Administrative Services,'52',1075,640,435,946,583,363,55,18,37,13,10,3,32,15,17,1,0,1,0,0,0,28,14,14
1999-2000,139959,University of Georgia,Bachelor's degree,Communications,'09',271,55,216,248,47,201,12,2,10,1,1,0,7,3,4,0,0,0,0,0,0,3,2,1
1999-2000,139959,University of Georgia,Bachelor's degree,Communications Technologies,'10',80,45,35,71,43,28,5,1,4,1,0,1,0,0,0,1,0,1,0,0,0,2,1,1
1999-2000,139959,University of Georgia,Bachelor's degree,Computer and Information Sciences,'11',49,46,3,46,44,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
1999-2000,139959,University of Georgia,Bachelor's degree,Conservation and Renewable Natural Resources,'03',88,77,11,88,77,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,139959,University of Georgia,Bachelor's degree,Education,'13',676,182,494,624,169,455,43,12,31,3,1,2,4,0,4,1,0,1,0,0,0,1,0,1
1999-2000,139959,University of Georgia,Bachelor's degree,Engineering,'14',49,42,7,45,41,4,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1
1999-2000,139959,University of Georgia,Bachelor's degree,English Language and Literature/Letters,'23',320,147,173,296,142,154,18,3,15,1,1,0,3,0,3,0,0,0,0,0,0,2,1,1
1999-2000,139959,University of Georgia,Bachelor's degree,Foreign Languages and Literatures,'16',66,21,45,58,18,40,5,3,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,139959,University of Georgia,Bachelor's degree,Health Professions and Related Sciences,'51',188,52,136,166,44,122,7,2,5,3,1,2,9,5,4,1,0,1,0,0,0,2,0,2
1999-2000,139959,University of Georgia,Bachelor's degree,Home Economics- General,'19',259,64,195,223,55,168,26,7,19,6,2,4,2,0,2,1,0,1,0,0,0,1,0,1
1999-2000,139959,University of Georgia,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',45,22,23,42,20,22,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
1999-2000,139959,University of Georgia,Bachelor's degree,Marketing Operations/Marketing and Distribution,'08',43,2,41,34,2,32,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,1,0,1
1999-2000,139959,University of Georgia,Bachelor's degree,Mathematics,'27',26,16,10,22,15,7,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
1999-2000,139959,University of Georgia,Bachelor's degree,Multi/Interdisciplinary Studies,'30',21,9,12,20,9,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1999-2000,139959,University of Georgia,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',11,9,2,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,139959,University of Georgia,Bachelor's degree,Philosophy and Religion,'38',25,15,10,24,15,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,139959,University of Georgia,Bachelor's degree,Physical Sciences,'40',54,29,25,48,28,20,3,1,2,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0
1999-2000,139959,University of Georgia,Bachelor's degree,Protective Services,'43',74,39,35,63,37,26,9,1,8,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1999-2000,139959,University of Georgia,Bachelor's degree,Psychology,'42',216,57,159,182,50,132,20,5,15,2,0,2,7,2,5,0,0,0,0,0,0,5,0,5
1999-2000,139959,University of Georgia,Bachelor's degree,Public Administration and Services,'44',57,2,55,49,1,48,7,1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1999-2000,139959,University of Georgia,Bachelor's degree,Social Sciences and History,'45',411,239,172,369,220,149,19,8,11,6,3,3,9,4,5,1,0,1,0,0,0,7,4,3
1999-2000,139959,University of Georgia,Bachelor's degree,Visual and Performing Arts,'50',209,65,144,184,57,127,9,2,7,3,2,1,10,2,8,0,0,0,0,0,0,3,2,1
