Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Education,'13',449,102,347,390,83,307,33,11,22,8,2,6,5,1,4,3,1,2,8,4,4,2,0,2
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Engineering,'14',379,318,61,268,221,47,21,16,5,9,8,1,23,22,1,1,1,0,1,1,0,56,49,7
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Engineering-Related Technologies,'15',48,41,7,42,39,3,5,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,English Language and Literature/Letters,'23',140,41,99,116,34,82,15,4,11,1,1,0,3,0,3,1,0,1,4,2,2,0,0,0
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Foreign Languages and Literatures,'16',36,6,30,28,4,24,1,0,1,5,0,5,0,0,0,0,0,0,0,0,0,2,2,0
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Health Professions and Related Sciences,'51',94,2,92,73,1,72,13,0,13,3,0,3,3,0,3,0,0,0,1,1,0,1,0,1
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Home Economics- General,'19',82,4,78,68,2,66,6,0,6,4,0,4,2,2,0,0,0,0,1,0,1,1,0,1
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',274,100,174,226,81,145,33,11,22,4,2,2,1,0,1,0,0,0,8,4,4,2,2,0
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Marketing Operations/Marketing and Distribution,'08',12,0,12,9,0,9,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Mathematics,'27',23,11,12,19,9,10,2,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Philosophy and Religion,'38',15,9,6,12,7,5,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Physical Sciences,'40',36,25,11,25,19,6,2,0,2,0,0,0,2,2,0,0,0,0,4,2,2,3,2,1
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Psychology,'42',195,40,155,160,35,125,16,2,14,10,3,7,2,0,2,0,0,0,5,0,5,2,0,2
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Social Sciences and History,'45',299,143,156,248,126,122,26,6,20,8,3,5,4,2,2,1,1,0,10,5,5,2,0,2
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Visual and Performing Arts,'50',104,36,68,86,28,58,4,2,2,2,1,1,1,0,1,0,0,0,6,4,2,5,1,4
1999-2000,147767,Northwestern University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',13,7,6,9,4,5,2,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
1999-2000,147767,Northwestern University,Bachelor's degree,Biological Science/Life Sciences,'26',121,51,70,65,26,39,2,1,1,2,2,0,49,22,27,0,0,0,2,0,2,1,0,1
1999-2000,147767,Northwestern University,Bachelor's degree,Business Management and Administrative Services,'52',30,13,17,24,11,13,1,1,0,0,0,0,3,1,2,0,0,0,2,0,2,0,0,0
1999-2000,147767,Northwestern University,Bachelor's degree,Communications,'09',230,76,154,172,59,113,11,3,8,6,2,4,23,4,19,1,1,0,12,6,6,5,1,4
1999-2000,147767,Northwestern University,Bachelor's degree,Computer and Information Sciences,'11',50,46,4,42,39,3,1,1,0,1,1,0,5,4,1,0,0,0,0,0,0,1,1,0
1999-2000,147767,Northwestern University,Bachelor's degree,Conservation and Renewable Natural Resources,'03',1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,147767,Northwestern University,Bachelor's degree,Education,'13',22,10,12,17,8,9,3,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1999-2000,147767,Northwestern University,Bachelor's degree,Engineering,'14',336,232,104,174,122,52,12,8,4,11,8,3,90,56,34,0,0,0,7,5,2,42,33,9
1999-2000,147767,Northwestern University,Bachelor's degree,English Language and Literature/Letters,'23',239,71,168,188,63,125,5,1,4,4,0,4,25,3,22,1,0,1,9,3,6,7,1,6
1999-2000,147767,Northwestern University,Bachelor's degree,Foreign Languages and Literatures,'16',36,13,23,30,12,18,1,0,1,1,1,0,2,0,2,0,0,0,2,0,2,0,0,0
1999-2000,147767,Northwestern University,Bachelor's degree,Health Professions and Related Sciences,'51',27,4,23,16,4,12,0,0,0,2,0,2,8,0,8,0,0,0,1,0,1,0,0,0
1999-2000,147767,Northwestern University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',4,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1999-2000,147767,Northwestern University,Bachelor's degree,Mathematics,'27',23,12,11,18,11,7,2,0,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0
1999-2000,147767,Northwestern University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',28,17,11,25,15,10,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0
1999-2000,147767,Northwestern University,Bachelor's degree,Philosophy and Religion,'38',14,6,8,9,6,3,1,0,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
1999-2000,147767,Northwestern University,Bachelor's degree,Physical Sciences,'40',22,10,12,15,7,8,0,0,0,0,0,0,6,3,3,0,0,0,1,0,1,0,0,0
1999-2000,147767,Northwestern University,Bachelor's degree,Psychology,'42',156,42,114,96,28,68,9,0,9,7,1,6,38,11,27,1,0,1,4,2,2,1,0,1
1999-2000,147767,Northwestern University,Bachelor's degree,Public Administration and Services,'44',32,8,24,22,4,18,6,2,4,1,0,1,1,1,0,0,0,0,2,1,1,0,0,0
1999-2000,147767,Northwestern University,Bachelor's degree,Social Sciences and History,'45',409,242,167,287,187,100,16,6,10,14,8,6,65,28,37,1,0,1,15,6,9,11,7,4
1999-2000,147767,Northwestern University,Bachelor's degree,Visual and Performing Arts,'50',214,76,138,165,59,106,9,5,4,5,1,4,14,5,9,1,1,0,17,4,13,3,1,2
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Agricultural Business and Production,'01',112,91,21,98,82,16,9,5,4,0,0,0,3,3,0,0,0,0,1,0,1,1,1,0
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Agricultural Sciences,'02',176,84,92,160,80,80,6,0,6,2,1,1,2,0,2,0,0,0,2,1,1,4,2,2
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Architecture and Related Programs,'04',95,76,19,79,63,16,4,3,1,3,2,1,3,3,0,0,0,0,0,0,0,6,5,1
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',41,9,32,25,4,21,11,4,7,3,1,2,1,0,1,1,0,1,0,0,0,0,0,0
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Biological Science/Life Sciences,'26',289,127,162,229,105,124,11,2,9,4,1,3,38,15,23,0,0,0,5,3,2,2,1,1
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Business Management and Administrative Services,'52',926,550,376,670,408,262,32,11,21,8,5,3,67,36,31,3,2,1,9,5,4,137,83,54
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Communications,'09',446,199,247,366,156,210,50,26,24,7,3,4,11,7,4,0,0,0,3,3,0,9,4,5
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Computer and Information Sciences,'11',180,152,28,116,105,11,5,2,3,2,1,1,35,25,10,1,1,0,4,3,1,17,15,2
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Conservation and Renewable Natural Resources,'03',159,79,80,146,74,72,4,2,2,1,1,0,4,1,3,0,0,0,0,0,0,4,1,3
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Education,'13',320,87,233,299,80,219,11,4,7,1,0,1,4,1,3,0,0,0,3,1,2,2,1,1
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Engineering,'14',544,461,83,385,339,46,17,13,4,8,4,4,34,20,14,3,1,2,9,9,0,88,75,13
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Engineering-Related Technologies,'15',2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,English Language and Literature/Letters,'23',306,106,200,267,92,175,19,8,11,4,2,2,11,3,8,1,0,1,4,1,3,0,0,0
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Foreign Languages and Literatures,'16',134,46,88,102,38,64,3,1,2,2,0,2,9,3,6,1,0,1,3,1,2,14,3,11
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Health Professions and Related Sciences,'51',505,101,404,439,89,350,20,2,18,4,2,2,36,6,30,4,1,3,1,1,0,1,0,1
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Home Economics- General,'19',637,196,441,546,171,375,50,9,41,9,2,7,24,10,14,0,0,0,4,3,1,4,1,3
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',5,1,4,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Mathematics,'27',37,29,8,34,27,7,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Multi/Interdisciplinary Studies,'30',9,6,3,7,4,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',46,27,19,43,26,17,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Philosophy and Religion,'38',29,18,11,26,18,8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Physical Sciences,'40',70,51,19,52,44,8,5,1,4,1,0,1,11,5,6,1,1,0,0,0,0,0,0,0
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Psychology,'42',441,128,313,374,111,263,30,6,24,8,2,6,22,6,16,0,0,0,4,1,3,3,2,1
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Public Administration and Services,'44',71,3,68,61,3,58,5,0,5,1,0,1,0,0,0,2,0,2,1,0,1,1,0,1
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Social Sciences and History,'45',904,527,377,719,438,281,87,32,55,23,13,10,39,25,14,4,1,3,11,6,5,21,12,9
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Transporation and Material Moving Workers,'49',42,33,9,33,25,8,2,2,0,2,2,0,0,0,0,0,0,0,1,1,0,4,3,1
1999-2000,204796,Ohio State University-Main Campus,Bachelor's degree,Visual and Performing Arts,'50',220,94,126,183,77,106,10,3,7,6,2,4,6,5,1,4,2,2,2,1,1,9,4,5
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agricultural Business and Production,'01',73,46,27,65,42,23,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,2,0,2
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agricultural Sciences,'02',219,120,99,194,107,87,2,2,0,2,1,1,1,0,1,20,10,10,0,0,0,0,0,0
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Architecture and Related Programs,'04',50,39,11,42,35,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,2,4
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Biological Science/Life Sciences,'26',154,68,86,127,57,70,0,0,0,2,0,2,6,2,4,13,5,8,0,0,0,6,4,2
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Business Management and Administrative Services,'52',748,408,340,559,314,245,19,7,12,9,4,5,11,5,6,39,19,20,0,0,0,111,59,52
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Communications,'09',93,36,57,81,30,51,2,2,0,3,2,1,0,0,0,4,1,3,0,0,0,3,1,2
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Computer and Information Sciences,'11',50,43,7,28,24,4,2,1,1,0,0,0,5,5,0,2,2,0,0,0,0,13,11,2
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Conservation and Renewable Natural Resources,'03',31,21,10,28,19,9,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Education,'13',292,93,199,260,78,182,3,0,3,2,1,1,1,1,0,25,12,13,0,0,0,1,1,0
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering,'14',270,233,37,150,124,26,3,3,0,6,6,0,8,8,0,17,12,5,0,0,0,86,80,6
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering-Related Technologies,'15',75,71,4,60,59,1,1,0,1,2,1,1,2,2,0,1,1,0,0,0,0,9,8,1
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,English Language and Literature/Letters,'23',59,24,35,49,22,27,1,0,1,1,0,1,0,0,0,7,2,5,0,0,0,1,0,1
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Foreign Languages and Literatures,'16',22,7,15,15,6,9,3,0,3,1,0,1,0,0,0,1,1,0,0,0,0,2,0,2
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Health Professions and Related Sciences,'51',30,2,28,29,2,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Home Economics- General,'19',180,10,170,156,9,147,0,0,0,3,0,3,4,1,3,10,0,10,0,0,0,7,0,7
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',8,1,7,6,0,6,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Mathematics,'27',14,6,8,11,5,6,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',27,7,20,26,7,19,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Philosophy and Religion,'38',5,3,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Physical Sciences,'40',27,15,12,23,12,11,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,2,0
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Protective Services,'43',49,42,7,47,40,7,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Psychology,'42',113,30,83,93,24,69,2,0,2,3,1,2,2,1,1,8,3,5,0,0,0,5,1,4
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Social Sciences and History,'45',130,79,51,112,69,43,6,2,4,2,1,1,1,1,0,6,3,3,0,0,0,3,3,0
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Transporation and Material Moving Workers,'49',52,44,8,45,39,6,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,4,2,2
1999-2000,207388,Oklahoma State University-Main Campus,Bachelor's degree,Visual and Performing Arts,'50',65,28,37,53,21,32,1,0,1,3,2,1,0,0,0,2,1,1,0,0,0,6,4,2
1999-2000,209542,Oregon State University,Bachelor's degree,Agricultural Business and Production,'01',71,44,27,62,38,24,0,0,0,2,2,0,1,1,0,2,1,1,4,2,2,0,0,0
1999-2000,209542,Oregon State University,Bachelor's degree,Agricultural Sciences,'02',123,63,60,99,51,48,0,0,0,6,5,1,2,0,2,2,1,1,10,3,7,4,3,1
1999-2000,209542,Oregon State University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',19,7,12,15,4,11,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,2,0
1999-2000,209542,Oregon State University,Bachelor's degree,Biological Science/Life Sciences,'26',178,70,108,132,53,79,0,0,0,3,0,3,18,9,9,1,0,1,20,7,13,4,1,3
1999-2000,209542,Oregon State University,Bachelor's degree,Business Management and Administrative Services,'52',367,225,142,276,172,104,5,2,3,10,7,3,34,19,15,4,0,4,18,13,5,20,12,8
1999-2000,209542,Oregon State University,Bachelor's degree,Computer and Information Sciences,'11',58,49,9,38,34,4,0,0,0,1,1,0,9,5,4,0,0,0,5,5,0,5,4,1
1999-2000,209542,Oregon State University,Bachelor's degree,Conservation and Renewable Natural Resources,'03',167,97,70,138,78,60,0,0,0,1,0,1,2,2,0,3,2,1,19,12,7,4,3,1
1999-2000,209542,Oregon State University,Bachelor's degree,Engineering,'14',363,315,48,273,237,36,2,2,0,6,6,0,27,22,5,3,2,1,29,25,4,23,21,2
1999-2000,209542,Oregon State University,Bachelor's degree,English Language and Literature/Letters,'23',102,41,61,83,34,49,3,2,1,2,1,1,2,0,2,0,0,0,12,4,8,0,0,0
1999-2000,209542,Oregon State University,Bachelor's degree,Foreign Languages and Literatures,'16',23,9,14,21,8,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1999-2000,209542,Oregon State University,Bachelor's degree,Health Professions and Related Sciences,'51',167,52,115,117,35,82,1,0,1,4,3,1,25,8,17,5,2,3,13,3,10,2,1,1
1999-2000,209542,Oregon State University,Bachelor's degree,Home Economics- General,'19',213,22,191,181,15,166,4,1,3,4,2,2,18,2,16,0,0,0,5,1,4,1,1,0
1999-2000,209542,Oregon State University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',133,44,89,108,35,73,2,1,1,8,2,6,2,1,1,2,1,1,11,4,7,0,0,0
1999-2000,209542,Oregon State University,Bachelor's degree,Mathematics,'27',15,13,2,13,11,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
1999-2000,209542,Oregon State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',74,33,41,45,22,23,1,0,1,4,3,1,17,5,12,0,0,0,4,2,2,3,1,2
1999-2000,209542,Oregon State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',116,58,58,91,43,48,0,0,0,5,1,4,8,5,3,2,2,0,9,7,2,1,0,1
1999-2000,209542,Oregon State University,Bachelor's degree,Philosophy and Religion,'38',20,13,7,15,9,6,0,0,0,0,0,0,3,2,1,0,0,0,2,2,0,0,0,0
1999-2000,209542,Oregon State University,Bachelor's degree,Physical Sciences,'40',37,21,16,32,19,13,0,0,0,0,0,0,1,0,1,1,0,1,3,2,1,0,0,0
1999-2000,209542,Oregon State University,Bachelor's degree,Psychology,'42',73,23,50,58,16,42,1,1,0,0,0,0,4,3,1,2,0,2,5,3,2,3,0,3
1999-2000,209542,Oregon State University,Bachelor's degree,Social Sciences and History,'45',218,117,101,156,83,73,2,2,0,8,5,3,7,4,3,5,1,4,30,17,13,10,5,5
1999-2000,209542,Oregon State University,Bachelor's degree,Visual and Performing Arts,'50',62,27,35,45,20,25,1,0,1,1,0,1,6,3,3,0,0,0,6,4,2,3,0,3
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Agricultural Sciences,'02',89,26,63,71,20,51,1,0,1,3,1,2,6,4,2,2,0,2,6,1,5,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Architecture and Related Programs,'04',42,27,15,39,26,13,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',88,22,66,46,10,36,19,3,16,11,5,6,1,0,1,0,0,0,11,4,7,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Biological Science/Life Sciences,'26',542,226,316,264,116,148,53,22,31,36,16,20,141,60,81,0,0,0,33,10,23,15,2,13
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Business Management and Administrative Services,'52',461,215,246,253,137,116,23,7,16,34,12,22,108,36,72,1,0,1,27,16,11,15,7,8
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Communications,'09',412,136,276,288,94,194,32,12,20,33,10,23,30,9,21,1,0,1,21,9,12,7,2,5
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Computer and Information Sciences,'11',283,210,73,121,97,24,9,8,1,11,6,5,103,75,28,0,0,0,18,12,6,21,12,9
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Conservation and Renewable Natural Resources,'03',129,60,69,112,52,60,0,0,0,4,2,2,5,3,2,0,0,0,8,3,5,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Education,'13',120,51,69,79,34,45,5,2,3,6,2,4,21,8,13,1,1,0,7,3,4,1,1,0
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Engineering,'14',389,299,90,213,180,33,23,10,13,19,12,7,92,66,26,1,0,1,23,17,6,18,14,4
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,English Language and Literature/Letters,'23',315,106,209,217,79,138,29,12,17,24,3,21,25,7,18,0,0,0,18,4,14,2,1,1
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Foreign Languages and Literatures,'16',119,23,96,64,13,51,6,2,4,26,5,21,10,2,8,0,0,0,13,1,12,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Health Professions and Related Sciences,'51',230,68,162,88,29,59,27,4,23,18,3,15,81,28,53,1,0,1,13,4,9,2,0,2
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Mathematics,'27',63,25,38,37,15,22,1,1,0,0,0,0,19,6,13,0,0,0,5,2,3,1,1,0
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Multi/Interdisciplinary Studies,'30',4,2,2,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Philosophy and Religion,'38',46,28,18,29,16,13,3,1,2,3,3,0,4,4,0,0,0,0,5,3,2,2,1,1
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Physical Sciences,'40',113,75,38,76,55,21,4,2,2,4,2,2,16,9,7,1,0,1,11,7,4,1,0,1
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Protective Services,'43',220,132,88,134,82,52,24,15,9,33,19,14,12,3,9,3,2,1,13,11,2,1,0,1
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Psychology,'42',548,122,426,349,72,277,40,10,30,42,8,34,71,18,53,0,0,0,34,9,25,12,5,7
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Public Administration and Services,'44',23,1,22,16,1,15,1,0,1,3,0,3,2,0,2,0,0,0,1,0,1,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Social Sciences and History,'45',1141,612,529,706,382,324,88,32,56,79,46,33,174,100,74,4,3,1,67,40,27,23,9,14
1999-2000,186380,Rutgers University-New Brunswick,Bachelor's degree,Visual and Performing Arts,'50',224,75,149,161,57,104,9,4,5,13,0,13,13,6,7,3,1,2,21,6,15,4,1,3
1999-2000,122755,San Jose State University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,122755,San Jose State University,Bachelor's degree,Biological Science/Life Sciences,'26',89,41,48,27,10,17,0,0,0,11,6,5,35,17,18,0,0,0,14,8,6,2,0,2
1999-2000,122755,San Jose State University,Bachelor's degree,Business Management and Administrative Services,'52',1044,441,603,253,120,133,27,16,11,129,55,74,451,166,285,5,3,2,100,49,51,79,32,47
1999-2000,122755,San Jose State University,Bachelor's degree,Communications,'09',171,75,96,74,31,43,11,5,6,31,15,16,34,15,19,1,1,0,15,6,9,5,2,3
1999-2000,122755,San Jose State University,Bachelor's degree,Computer and Information Sciences,'11',166,106,60,22,20,2,1,1,0,4,4,0,108,62,46,1,1,0,8,5,3,22,13,9
1999-2000,122755,San Jose State University,Bachelor's degree,Conservation and Renewable Natural Resources,'03',56,25,31,32,18,14,1,1,0,3,1,2,7,1,6,1,0,1,11,4,7,1,0,1
1999-2000,122755,San Jose State University,Bachelor's degree,Education,'13',215,42,173,95,17,78,8,2,6,40,11,29,39,5,34,4,0,4,27,7,20,2,0,2
1999-2000,122755,San Jose State University,Bachelor's degree,Engineering,'14',424,348,76,73,58,15,20,18,2,38,27,11,226,189,37,3,2,1,38,32,6,26,22,4
1999-2000,122755,San Jose State University,Bachelor's degree,Engineering-Related Technologies,'15',103,87,16,40,35,5,4,3,1,12,11,1,32,27,5,0,0,0,13,10,3,2,1,1
1999-2000,122755,San Jose State University,Bachelor's degree,English Language and Literature/Letters,'23',109,33,76,64,18,46,5,2,3,14,4,10,8,3,5,1,0,1,16,6,10,1,0,1
1999-2000,122755,San Jose State University,Bachelor's degree,Foreign Languages and Literatures,'16',30,10,20,4,2,2,1,1,0,13,4,9,5,1,4,0,0,0,3,1,2,4,1,3
1999-2000,122755,San Jose State University,Bachelor's degree,Health Professions and Related Sciences,'51',310,44,266,126,19,107,10,0,10,34,4,30,104,15,89,4,0,4,31,6,25,1,0,1
1999-2000,122755,San Jose State University,Bachelor's degree,Home Economics- General,'19',68,9,59,34,1,33,2,0,2,2,0,2,23,8,15,0,0,0,4,0,4,3,0,3
1999-2000,122755,San Jose State University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',92,15,77,40,6,34,2,0,2,25,6,19,12,2,10,1,0,1,12,1,11,0,0,0
1999-2000,122755,San Jose State University,Bachelor's degree,Mathematics,'27',22,8,14,7,1,6,0,0,0,3,1,2,6,1,5,0,0,0,5,5,0,1,0,1
1999-2000,122755,San Jose State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',10,3,7,9,3,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,122755,San Jose State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',26,6,20,11,3,8,2,0,2,3,2,1,7,1,6,0,0,0,3,0,3,0,0,0
1999-2000,122755,San Jose State University,Bachelor's degree,Philosophy and Religion,'38',13,7,6,5,2,3,0,0,0,2,2,0,3,2,1,0,0,0,3,1,2,0,0,0
1999-2000,122755,San Jose State University,Bachelor's degree,Physical Sciences,'40',52,22,30,16,9,7,0,0,0,5,3,2,19,4,15,0,0,0,7,4,3,5,2,3
1999-2000,122755,San Jose State University,Bachelor's degree,Protective Services,'43',151,85,66,45,32,13,18,7,11,47,21,26,25,20,5,3,1,2,13,4,9,0,0,0
