CIP_Classificaiton,Award_Level,Year,unitid,Institution_Name,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS.PI,T.AS.PI.M,T.AS.PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F,cipcode
Marketing Operations/Marketing and Distribution,Bachelor's degree,1995-1996,139959,University of Georgia,24,0,24,20,0,20,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,74,38,36,59,28,31,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,201,124,77,154,103,51,8,4,4,2,1,1,4,2,2,0,0,0,3,3,0,30,11,19,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,140,110,30,122,98,24,3,0,3,12,9,3,2,2,0,1,1,0,0,0,0,0,0,0,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,103,67,36,69,49,20,7,4,3,3,3,0,4,1,3,3,2,1,0,0,0,17,8,9,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1995-1996,230728,Utah State University,15,1,14,13,1,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,NA
Mathematics,Bachelor's degree,1995-1996,157289,University of Louisville,33,24,9,29,20,9,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,80,40,40,56,31,25,7,2,5,2,2,0,13,5,8,0,0,0,1,0,1,1,0,1,'27.0000'
Mathematics,Bachelor's degree,1995-1996,147767,Northwestern University,37,24,13,26,16,10,3,3,0,1,1,0,6,3,3,0,0,0,1,1,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,199120,University of North Carolina at Chapel Hill,71,42,29,61,35,26,5,3,2,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,198419,Duke University,26,14,12,22,11,11,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,155399,Kansas State University,11,5,6,10,4,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,73,45,28,61,38,23,4,1,3,0,0,0,5,4,1,0,0,0,1,1,0,2,1,1,'27.0000'
Mathematics,Bachelor's degree,1995-1996,122755,San Jose State University,24,12,12,11,5,6,0,0,0,2,2,0,7,3,4,0,0,0,3,1,2,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,139959,University of Georgia,34,16,18,23,12,11,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,'27.0000'
Mathematics,Bachelor's degree,1995-1996,131496,Georgetown University,9,6,3,6,5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,135726,University of Miami,12,8,4,6,2,4,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,4,4,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,228246,Southern Methodist University,15,8,7,10,6,4,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,1,0,1,'27.0000'
Mathematics,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,36,21,15,32,17,15,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,230728,Utah State University,18,11,7,17,11,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,209542,Oregon State University,27,20,7,21,15,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,2,1,'27.0000'
Mathematics,Bachelor's degree,1995-1996,221999,Vanderbilt University,48,27,21,44,24,20,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,209551,University of Oregon,38,23,15,23,16,7,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1,11,7,4,'27.0000'
Mathematics,Bachelor's degree,1995-1996,123961,University of Southern California,13,10,3,4,4,0,1,1,0,3,2,1,3,1,2,0,0,0,0,0,0,2,2,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,29,17,12,22,12,10,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,134097,Florida State University,26,15,11,19,11,8,2,1,1,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,26,12,14,24,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,134130,University of Florida,71,39,32,61,33,28,0,0,0,3,1,2,6,4,2,0,0,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,13,7,6,11,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,'27.0000'
Mathematics,Bachelor's degree,1995-1996,100751,The University of Alabama,10,5,5,6,3,3,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,100858,Auburn University,28,12,16,25,10,15,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,215,128,87,174,104,70,6,2,4,15,11,4,14,7,7,0,0,0,0,0,0,6,4,2,'27.0000'
Mathematics,Bachelor's degree,1995-1996,152080,University of Notre Dame,46,20,26,45,20,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,243744,Stanford University,15,13,2,10,10,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,142115,Boise State University,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,69,41,28,54,33,21,2,1,1,0,0,0,7,5,2,0,0,0,1,0,1,5,2,3,'27.0000'
Mathematics,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,31,11,20,16,5,11,10,2,8,2,2,0,2,1,1,0,0,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,217882,Clemson University,15,6,9,12,6,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,128,72,56,82,45,37,8,5,3,18,12,6,11,4,7,0,0,0,0,0,0,9,6,3,'27.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,155,71,84,119,54,65,3,0,3,2,1,1,23,12,11,1,0,1,4,2,2,3,2,1,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,199120,University of North Carolina at Chapel Hill,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,209542,Oregon State University,85,52,33,64,40,24,0,0,0,4,3,1,9,4,5,0,0,0,6,4,2,2,1,1,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,142115,Boise State University,31,15,16,25,12,13,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2,2,1,1,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,209551,University of Oregon,91,54,37,67,41,26,2,1,1,2,2,0,13,7,6,2,0,2,4,2,2,1,1,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,12,9,3,9,9,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,134130,University of Florida,80,46,34,54,32,22,1,1,0,6,5,1,18,8,10,0,0,0,0,0,0,1,0,1,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,5,3,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,35,11,24,32,9,23,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,745,165,580,629,129,500,16,4,12,71,22,49,24,9,15,3,1,2,0,0,0,2,0,2,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,198419,Duke University,16,10,6,14,9,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,100751,The University of Alabama,110,63,47,103,59,44,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,122755,San Jose State University,18,3,15,9,0,9,0,0,0,2,1,1,3,1,2,1,1,0,3,0,3,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,243744,Stanford University,197,59,138,107,33,74,11,3,8,20,6,14,53,15,38,1,0,1,1,1,0,4,1,3,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,147767,Northwestern University,28,15,13,22,12,10,2,0,2,1,0,1,2,2,0,0,0,0,0,0,0,1,1,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,221999,Vanderbilt University,49,26,23,44,22,22,2,1,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,139959,University of Georgia,20,8,12,19,8,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,353,50,303,267,35,232,13,3,10,49,10,39,17,1,16,1,0,1,0,0,0,6,1,5,'30.0000'
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,22,5,17,20,4,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,230728,Utah State University,37,21,16,34,19,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,199120,University of North Carolina at Chapel Hill,23,4,19,23,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,100751,The University of Alabama,9,6,3,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,78,31,47,64,27,37,12,4,8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,142115,Boise State University,30,17,13,24,14,10,1,0,1,0,0,0,0,0,0,0,0,0,4,3,1,1,0,1,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,122755,San Jose State University,35,13,22,24,9,15,1,0,1,5,3,2,3,0,3,1,1,0,1,0,1,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,155399,Kansas State University,86,47,39,81,44,37,3,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,209542,Oregon State University,18,13,5,16,11,5,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,100858,Auburn University,4,4,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,209551,University of Oregon,79,35,44,63,28,35,4,2,2,2,1,1,6,3,3,0,0,0,3,1,2,1,0,1,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,157289,University of Louisville,25,17,8,20,12,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,39,22,17,35,18,17,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,86,53,33,69,44,25,4,1,3,10,7,3,3,1,2,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,217882,Clemson University,77,34,43,74,33,41,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,134130,University of Florida,133,47,86,115,41,74,10,5,5,6,1,5,1,0,1,1,0,1,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,134097,Florida State University,63,13,50,61,13,48,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,110,57,53,97,49,48,4,1,3,4,2,2,3,3,0,0,0,0,1,1,0,1,1,0,NA
Parks- Recreation- Leisure and Fitness Studies,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,254,124,130,232,110,122,1,0,1,18,11,7,2,2,0,0,0,0,0,0,0,1,1,0,NA
Philosophy and Religion,Bachelor's degree,1995-1996,147767,Northwestern University,26,17,9,15,10,5,1,0,1,0,0,0,9,6,3,0,0,0,0,0,0,1,1,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,157289,University of Louisville,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,209542,Oregon State University,18,11,7,15,9,6,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,209551,University of Oregon,17,13,4,16,12,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,100751,The University of Alabama,7,6,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,198419,Duke University,23,15,8,16,9,7,1,1,0,1,1,0,4,4,0,0,0,0,0,0,0,1,0,1,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,12,11,1,11,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,134097,Florida State University,31,18,13,27,16,11,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,134130,University of Florida,28,16,12,21,12,9,4,3,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,9,7,2,8,6,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,135726,University of Miami,9,6,3,6,5,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,7,4,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,14,7,7,13,7,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,139959,University of Georgia,24,18,6,23,17,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,152080,University of Notre Dame,12,9,3,9,6,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,42,33,9,36,28,8,0,0,0,0,0,0,3,3,0,0,0,0,3,2,1,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,100858,Auburn University,9,6,3,7,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,230728,Utah State University,13,8,5,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,142115,Boise State University,5,4,1,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,52,35,17,38,31,7,2,1,1,2,1,1,8,2,6,1,0,1,0,0,0,1,0,1,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,38,23,15,27,18,9,2,0,2,3,1,2,3,2,1,0,0,0,3,2,1,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,20,17,3,16,14,2,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,122755,San Jose State University,15,7,8,7,3,4,0,0,0,3,1,2,4,2,2,0,0,0,1,1,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,123961,University of Southern California,32,23,9,22,16,6,1,1,0,5,4,1,3,2,1,0,0,0,0,0,0,1,0,1,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,243744,Stanford University,17,12,5,8,6,2,1,1,0,2,2,0,6,3,3,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,199120,University of North Carolina at Chapel Hill,34,24,10,33,23,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,131496,Georgetown University,25,17,8,18,13,5,0,0,0,0,0,0,5,3,2,0,0,0,1,1,0,1,0,1,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,217882,Clemson University,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,228246,Southern Methodist University,11,7,4,10,6,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,221999,Vanderbilt University,23,18,5,20,15,5,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,155399,Kansas State University,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,17,13,4,15,13,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,'38.0000'
Physical Sciences,Bachelor's degree,1995-1996,139959,University of Georgia,38,27,11,34,23,11,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,100,69,31,84,60,24,5,2,3,7,4,3,3,3,0,0,0,0,0,0,0,1,0,1,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,199120,University of North Carolina at Chapel Hill,148,89,59,117,69,48,8,5,3,1,1,0,18,10,8,1,1,0,0,0,0,3,3,0,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,116,84,32,77,61,16,8,6,2,2,1,1,23,12,11,0,0,0,1,0,1,5,4,1,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,209551,University of Oregon,53,41,12,41,33,8,0,0,0,2,2,0,2,0,2,0,0,0,4,3,1,4,3,1,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,131496,Georgetown University,11,5,6,7,5,2,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,122755,San Jose State University,57,36,21,25,17,8,0,0,0,2,1,1,19,11,8,2,2,0,5,3,2,4,2,2,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,230728,Utah State University,27,22,5,24,20,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,221999,Vanderbilt University,45,33,12,32,24,8,2,1,1,2,2,0,6,4,2,0,0,0,3,2,1,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,147767,Northwestern University,28,14,14,17,8,9,2,1,1,1,0,1,7,5,2,0,0,0,0,0,0,1,0,1,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,135726,University of Miami,52,30,22,37,21,16,2,0,2,6,4,2,2,2,0,1,1,0,1,0,1,3,2,1,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,123961,University of Southern California,51,24,27,13,8,5,16,2,14,3,3,0,8,4,4,0,0,0,0,0,0,11,7,4,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,155399,Kansas State University,48,32,16,44,29,15,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,132,99,33,98,77,21,0,0,0,12,6,6,13,9,4,0,0,0,0,0,0,9,7,2,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,134097,Florida State University,91,68,23,81,63,18,5,2,3,1,0,1,3,3,0,0,0,0,0,0,0,1,0,1,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,16,10,6,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,209542,Oregon State University,39,24,15,30,16,14,0,0,0,2,2,0,3,2,1,0,0,0,4,4,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,152080,University of Notre Dame,24,17,7,20,15,5,1,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,228246,Southern Methodist University,16,11,5,11,9,2,1,1,0,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,62,47,15,53,42,11,2,0,2,1,1,0,2,1,1,1,1,0,0,0,0,3,2,1,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,157289,University of Louisville,15,10,5,11,8,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,198419,Duke University,57,43,14,42,30,12,3,2,1,0,0,0,10,9,1,0,0,0,0,0,0,2,2,0,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,80,54,26,69,46,23,1,0,1,0,0,0,7,6,1,0,0,0,1,1,0,2,1,1,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,100858,Auburn University,27,20,7,23,17,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,37,25,12,27,19,8,7,3,4,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,217882,Clemson University,43,26,17,36,22,14,4,2,2,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,100751,The University of Alabama,38,24,14,33,22,11,4,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,107,77,30,79,54,25,4,2,2,4,3,1,14,12,2,1,1,0,1,1,0,4,4,0,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,243744,Stanford University,74,47,27,46,33,13,1,0,1,3,2,1,19,9,10,0,0,0,0,0,0,5,3,2,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,134130,University of Florida,94,57,37,75,49,26,2,0,2,2,0,2,12,6,6,1,1,0,0,0,0,2,1,1,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,142115,Boise State University,12,6,6,10,5,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,31,22,9,22,15,7,2,2,0,2,1,1,2,2,0,0,0,0,1,1,0,2,1,1,'40.0000'
Physical Sciences,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,43,36,7,38,32,6,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,2,1,1,'40.0000'
Precision Production Trades,Bachelor's degree,1995-1996,230728,Utah State University,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Protective Services,Bachelor's degree,1995-1996,122755,San Jose State University,115,69,46,46,26,20,13,8,5,33,21,12,13,7,6,0,0,0,10,7,3,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,52,48,4,40,37,3,0,0,0,4,4,0,0,0,0,4,3,1,0,0,0,4,4,0,'43.0000'
Protective Services,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,12,9,3,9,7,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1995-1996,157289,University of Louisville,90,41,49,72,33,39,15,5,10,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,'43.0000'
