CIP_Classificaiton,Award_Level,Year,unitid,Institution_Name,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS.PI,T.AS.PI.M,T.AS.PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F,cipcode
Business Management and Administrative Services,Bachelor's degree,1995-1996,147767,Northwestern University,69,30,39,44,18,26,16,9,7,0,0,0,7,2,5,2,1,1,0,0,0,0,0,0,NA
Business Management and Administrative Services,Bachelor's degree,1995-1996,122755,San Jose State University,883,379,504,309,147,162,30,10,20,85,41,44,315,115,200,6,1,5,87,47,40,51,18,33,NA
Business Management and Administrative Services,Bachelor's degree,1995-1996,139959,University of Georgia,900,528,372,787,479,308,30,6,24,10,3,7,21,11,10,0,0,0,0,0,0,52,29,23,NA
Business Management and Administrative Services,Bachelor's degree,1995-1996,134097,Florida State University,966,546,420,804,474,330,78,29,49,45,26,19,19,6,13,1,1,0,0,0,0,19,10,9,NA
Business Management and Administrative Services,Bachelor's degree,1995-1996,152080,University of Notre Dame,512,335,177,442,287,155,9,6,3,28,18,10,14,9,5,1,1,0,0,0,0,18,14,4,NA
Communications,Bachelor's degree,1995-1996,199120,University of North Carolina at Chapel Hill,398,125,273,338,107,231,41,13,28,3,0,3,11,4,7,1,0,1,0,0,0,4,1,3,'09.0000'
Communications,Bachelor's degree,1995-1996,122755,San Jose State University,211,106,105,97,43,54,11,6,5,28,14,14,33,21,12,1,1,0,36,19,17,5,2,3,'09.0000'
Communications,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,537,203,334,461,183,278,42,10,32,8,4,4,9,2,7,3,1,2,7,1,6,7,2,5,'09.0000'
Communications,Bachelor's degree,1995-1996,209542,Oregon State University,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'09.0000'
Communications,Bachelor's degree,1995-1996,134097,Florida State University,220,58,162,187,47,140,10,3,7,15,5,10,4,2,2,2,0,2,0,0,0,2,1,1,'09.0000'
Communications,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,162,44,118,142,36,106,7,1,6,9,4,5,2,1,1,0,0,0,0,0,0,2,2,0,'09.0000'
Communications,Bachelor's degree,1995-1996,230728,Utah State University,42,27,15,40,26,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,'09.0000'
Communications,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,91,38,53,75,31,44,6,2,4,2,2,0,2,0,2,0,0,0,0,0,0,6,3,3,'09.0000'
Communications,Bachelor's degree,1995-1996,123961,University of Southern California,149,53,96,104,40,64,6,2,4,10,3,7,24,6,18,3,1,2,1,0,1,1,1,0,'09.0000'
Communications,Bachelor's degree,1995-1996,209551,University of Oregon,227,66,161,178,49,129,1,1,0,5,1,4,14,6,8,1,1,0,11,1,10,17,7,10,'09.0000'
Communications,Bachelor's degree,1995-1996,100858,Auburn University,112,46,66,103,42,61,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,'09.0000'
Communications,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,193,79,114,145,64,81,18,2,16,11,5,6,10,3,7,1,1,0,4,3,1,4,1,3,'09.0000'
Communications,Bachelor's degree,1995-1996,228246,Southern Methodist University,176,51,125,140,42,98,14,4,10,10,2,8,8,1,7,0,0,0,0,0,0,4,2,2,'09.0000'
Communications,Bachelor's degree,1995-1996,139959,University of Georgia,281,91,190,244,77,167,13,2,11,4,3,1,6,2,4,0,0,0,0,0,0,14,7,7,'09.0000'
Communications,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,74,29,45,59,24,35,1,0,1,4,2,2,1,0,1,6,2,4,0,0,0,3,1,2,'09.0000'
Communications,Bachelor's degree,1995-1996,147767,Northwestern University,227,90,137,186,80,106,13,3,10,6,2,4,16,3,13,1,0,1,1,0,1,4,2,2,'09.0000'
Communications,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,575,242,333,429,193,236,24,6,18,76,31,45,25,6,19,4,1,3,0,0,0,17,5,12,'09.0000'
Communications,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,186,72,114,146,59,87,11,4,7,9,2,7,1,1,0,10,4,6,0,0,0,9,2,7,'09.0000'
Communications,Bachelor's degree,1995-1996,243744,Stanford University,37,20,17,21,11,10,6,2,4,5,4,1,3,2,1,0,0,0,0,0,0,2,1,1,'09.0000'
Communications,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,192,89,103,176,84,92,4,2,2,3,1,2,2,0,2,0,0,0,2,1,1,5,1,4,'09.0000'
Communications,Bachelor's degree,1995-1996,142115,Boise State University,58,26,32,50,20,30,1,1,0,1,0,1,1,0,1,0,0,0,5,5,0,0,0,0,'09.0000'
Communications,Bachelor's degree,1995-1996,134130,University of Florida,572,242,330,485,204,281,23,10,13,43,21,22,11,2,9,2,1,1,2,2,0,6,2,4,'09.0000'
Communications,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,200,88,112,174,76,98,17,7,10,1,1,0,4,3,1,0,0,0,0,0,0,4,1,3,'09.0000'
Communications,Bachelor's degree,1995-1996,135726,University of Miami,130,42,88,81,29,52,8,2,6,27,5,22,4,1,3,0,0,0,1,1,0,9,4,5,'09.0000'
Communications,Bachelor's degree,1995-1996,157289,University of Louisville,105,43,62,86,36,50,15,5,10,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,'09.0000'
Communications,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,332,114,218,242,89,153,36,8,28,16,5,11,27,9,18,0,0,0,8,2,6,3,1,2,'09.0000'
Communications,Bachelor's degree,1995-1996,155399,Kansas State University,131,54,77,123,50,73,4,2,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,'09.0000'
Communications,Bachelor's degree,1995-1996,100751,The University of Alabama,230,98,132,199,89,110,21,7,14,3,0,3,3,1,2,0,0,0,0,0,0,4,1,3,'09.0000'
Communications Technologies,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,16,9,7,9,6,3,2,1,1,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,'10.0000'
Communications Technologies,Bachelor's degree,1995-1996,123961,University of Southern California,125,92,33,97,80,17,5,3,2,6,2,4,7,2,5,0,0,0,2,2,0,8,3,5,'10.0000'
Communications Technologies,Bachelor's degree,1995-1996,139959,University of Georgia,86,37,49,73,31,42,6,3,3,1,1,0,3,1,2,0,0,0,0,0,0,3,1,2,'10.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,147767,Northwestern University,27,19,8,18,15,3,0,0,0,2,1,1,5,3,2,0,0,0,0,0,0,2,0,2,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,159,116,43,81,66,15,5,4,1,7,6,1,50,29,21,0,0,0,5,4,1,11,7,4,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,139959,University of Georgia,29,24,5,25,21,4,1,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,27,21,6,19,17,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,6,3,3,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,230728,Utah State University,79,45,34,55,31,24,0,0,0,0,0,0,2,0,2,1,0,1,1,1,0,20,13,7,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,123961,University of Southern California,20,17,3,4,4,0,1,1,0,1,1,0,8,7,1,0,0,0,0,0,0,6,4,2,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,134130,University of Florida,31,25,6,21,19,2,2,1,1,3,2,1,1,0,1,0,0,0,0,0,0,4,3,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,58,45,13,35,29,6,4,3,1,1,1,0,7,7,0,1,1,0,1,1,0,9,3,6,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,157289,University of Louisville,26,17,9,22,15,7,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,134097,Florida State University,45,36,9,33,29,4,5,2,3,3,2,1,2,2,0,0,0,0,0,0,0,2,1,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,24,21,3,14,14,0,0,0,0,0,0,0,1,1,0,3,0,3,0,0,0,6,6,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,221999,Vanderbilt University,14,12,2,11,11,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,142115,Boise State University,38,24,14,33,22,11,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,1,2,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,135726,University of Miami,28,18,10,14,9,5,2,2,0,3,2,1,1,0,1,0,0,0,0,0,0,8,5,3,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,24,20,4,12,11,1,1,1,0,1,1,0,4,3,1,0,0,0,0,0,0,6,4,2,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,243744,Stanford University,83,70,13,46,38,8,4,3,1,4,3,1,18,16,2,0,0,0,0,0,0,11,10,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,100858,Auburn University,7,6,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,152080,University of Notre Dame,28,21,7,23,17,6,1,1,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,40,29,11,29,23,6,2,1,1,0,0,0,4,3,1,0,0,0,1,0,1,4,2,2,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,198419,Duke University,18,16,2,14,12,2,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,131496,Georgetown University,7,6,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,169,140,29,78,71,7,1,1,0,9,7,2,27,17,10,0,0,0,0,0,0,54,44,10,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,209551,University of Oregon,41,37,4,25,23,2,1,1,0,3,3,0,5,5,0,0,0,0,2,2,0,5,3,2,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,217882,Clemson University,48,39,9,38,34,4,6,3,3,0,0,0,2,2,0,0,0,0,1,0,1,1,0,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,122755,San Jose State University,86,56,30,16,14,2,1,1,0,3,1,2,43,22,21,0,0,0,8,5,3,15,13,2,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,100751,The University of Alabama,28,23,5,20,17,3,4,3,1,0,0,0,1,1,0,0,0,0,0,0,0,3,2,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,145,121,24,101,87,14,4,3,1,2,2,0,17,13,4,1,1,0,4,3,1,16,12,4,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,109,87,22,87,72,15,4,3,1,5,5,0,8,5,3,0,0,0,0,0,0,5,2,3,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,228246,Southern Methodist University,12,8,4,8,7,1,0,0,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,155399,Kansas State University,15,11,4,14,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,35,25,10,20,17,3,9,3,6,0,0,0,5,4,1,0,0,0,0,0,0,1,1,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1995-1996,209542,Oregon State University,41,36,5,26,23,3,0,0,0,1,1,0,4,3,1,0,0,0,3,2,1,7,7,0,'11.0000'
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,87,35,52,78,31,47,0,0,0,2,2,0,3,0,3,0,0,0,3,1,2,1,1,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,228246,Southern Methodist University,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,209542,Oregon State University,109,78,31,90,65,25,1,1,0,4,3,1,1,1,0,3,3,0,7,3,4,3,2,1,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,134130,University of Florida,50,31,19,44,27,17,1,1,0,2,2,0,1,0,1,1,0,1,0,0,0,1,1,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,77,49,28,75,47,28,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,212,110,102,177,93,84,6,2,4,11,3,8,10,8,2,0,0,0,6,2,4,2,2,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,18,15,3,18,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,100858,Auburn University,120,87,33,119,86,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,217882,Clemson University,42,39,3,41,38,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,139959,University of Georgia,95,73,22,93,71,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,167,101,66,161,96,65,1,1,0,1,1,0,0,0,0,0,0,0,3,2,1,1,1,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,135726,University of Miami,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,53,39,14,50,37,13,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,230728,Utah State University,73,51,22,70,49,21,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,198419,Duke University,29,16,13,27,16,11,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,55,30,25,50,28,22,0,0,0,2,1,1,3,1,2,0,0,0,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,122755,San Jose State University,65,32,33,41,20,21,1,0,1,6,1,5,5,4,1,1,0,1,11,7,4,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1995-1996,209551,University of Oregon,18,9,9,16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,NA
Construction Trades,Bachelor's degree,1995-1996,142115,Boise State University,13,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'46.0000'
Education,Bachelor's degree,1995-1996,142115,Boise State University,211,47,164,176,38,138,1,0,1,14,4,10,1,0,1,1,0,1,17,4,13,1,1,0,'13.0000'
Education,Bachelor's degree,1995-1996,157289,University of Louisville,186,51,135,153,41,112,26,8,18,1,0,1,1,0,1,1,0,1,0,0,0,4,2,2,'13.0000'
Education,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,120,47,73,90,38,52,6,3,3,7,2,5,12,4,8,1,0,1,1,0,1,3,0,3,'13.0000'
Education,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,280,97,183,270,94,176,0,0,0,4,0,4,0,0,0,1,1,0,4,2,2,1,0,1,'13.0000'
Education,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,581,200,381,541,192,349,14,1,13,6,2,4,6,1,5,1,0,1,10,3,7,3,1,2,'13.0000'
Education,Bachelor's degree,1995-1996,155399,Kansas State University,405,116,289,393,112,281,2,1,1,8,2,6,0,0,0,1,0,1,0,0,0,1,1,0,'13.0000'
Education,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,226,67,159,194,53,141,8,5,3,6,4,2,2,0,2,16,5,11,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,22,10,12,20,8,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,'13.0000'
Education,Bachelor's degree,1995-1996,147767,Northwestern University,30,14,16,26,13,13,1,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1995-1996,100751,The University of Alabama,286,71,215,260,66,194,18,2,16,0,0,0,0,0,0,3,0,3,2,0,2,3,3,0,'13.0000'
Education,Bachelor's degree,1995-1996,209551,University of Oregon,10,6,4,9,6,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1995-1996,123961,University of Southern California,54,6,48,29,4,25,3,0,3,7,1,6,11,1,10,0,0,0,3,0,3,1,0,1,'13.0000'
Education,Bachelor's degree,1995-1996,100858,Auburn University,472,99,373,440,86,354,27,11,16,1,0,1,0,0,0,1,0,1,0,0,0,3,2,1,'13.0000'
Education,Bachelor's degree,1995-1996,134130,University of Florida,554,157,397,468,127,341,33,12,21,30,10,20,19,6,13,3,2,1,0,0,0,1,0,1,'13.0000'
Education,Bachelor's degree,1995-1996,135726,University of Miami,19,12,7,12,7,5,1,1,0,4,3,1,1,1,0,0,0,0,1,0,1,0,0,0,'13.0000'
Education,Bachelor's degree,1995-1996,199120,University of North Carolina at Chapel Hill,159,38,121,141,34,107,11,3,8,3,1,2,3,0,3,1,0,1,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1995-1996,122755,San Jose State University,176,37,139,102,19,83,5,2,3,15,3,12,31,7,24,2,2,0,19,3,16,2,1,1,'13.0000'
Education,Bachelor's degree,1995-1996,228246,Southern Methodist University,3,1,2,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1995-1996,217882,Clemson University,348,82,266,324,70,254,14,7,7,2,0,2,1,0,1,1,1,0,2,1,1,4,3,1,'13.0000'
Education,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,313,106,207,281,96,185,3,2,1,3,1,2,3,0,3,20,6,14,0,0,0,3,1,2,'13.0000'
Education,Bachelor's degree,1995-1996,139959,University of Georgia,720,170,550,678,159,519,28,8,20,3,0,3,7,2,5,1,0,1,0,0,0,3,1,2,'13.0000'
Education,Bachelor's degree,1995-1996,209542,Oregon State University,84,36,48,71,29,42,0,0,0,3,1,2,7,4,3,0,0,0,3,2,1,0,0,0,'13.0000'
Education,Bachelor's degree,1995-1996,230728,Utah State University,466,107,359,448,103,345,2,1,1,4,1,3,6,1,5,0,0,0,1,0,1,5,1,4,'13.0000'
Education,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,101,35,66,85,30,55,10,3,7,2,1,1,2,1,1,2,0,2,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,303,73,230,277,67,210,15,3,12,5,1,4,3,1,2,0,0,0,1,0,1,2,1,1,'13.0000'
Education,Bachelor's degree,1995-1996,134097,Florida State University,481,107,374,419,93,326,34,6,28,25,6,19,2,1,1,0,0,0,0,0,0,1,1,0,'13.0000'
Education,Bachelor's degree,1995-1996,221999,Vanderbilt University,81,12,69,71,10,61,6,1,5,0,0,0,1,1,0,0,0,0,3,0,3,0,0,0,'13.0000'
Engineering,Bachelor's degree,1995-1996,157289,University of Louisville,198,160,38,164,136,28,17,12,5,1,1,0,14,9,5,0,0,0,0,0,0,2,2,0,'14.0000'
Engineering,Bachelor's degree,1995-1996,123961,University of Southern California,261,204,57,103,88,15,20,11,9,29,20,9,62,46,16,0,0,0,6,5,1,41,34,7,'14.0000'
Engineering,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,256,209,47,188,153,35,1,1,0,0,0,0,13,11,2,11,6,5,0,0,0,43,38,5,'14.0000'
Engineering,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,178,151,27,138,119,19,17,11,6,1,1,0,11,9,2,0,0,0,1,1,0,10,10,0,'14.0000'
Engineering,Bachelor's degree,1995-1996,209542,Oregon State University,349,312,37,261,239,22,1,1,0,5,5,0,32,25,7,3,3,0,11,10,1,36,29,7,'14.0000'
Engineering,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,588,480,108,475,391,84,19,12,7,9,8,1,27,18,9,0,0,0,8,8,0,50,43,7,'14.0000'
Engineering,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,1057,806,251,765,590,175,44,23,21,25,18,7,128,92,36,4,4,0,34,30,4,57,49,8,'14.0000'
Engineering,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,467,390,77,267,225,42,20,18,2,21,19,2,105,80,25,0,0,0,14,12,2,40,36,4,'14.0000'
Engineering,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,815,656,159,450,356,94,18,12,6,90,78,12,138,106,32,2,2,0,0,0,0,117,102,15,'14.0000'
Engineering,Bachelor's degree,1995-1996,228246,Southern Methodist University,54,45,9,36,30,6,4,3,1,4,3,1,3,2,1,0,0,0,0,0,0,7,7,0,'14.0000'
Engineering,Bachelor's degree,1995-1996,147767,Northwestern University,304,202,102,179,126,53,22,8,14,5,3,2,76,46,30,0,0,0,2,2,0,20,17,3,'14.0000'
Engineering,Bachelor's degree,1995-1996,122755,San Jose State University,368,309,59,124,102,22,4,4,0,33,29,4,174,145,29,1,1,0,31,27,4,1,1,0,'14.0000'
Engineering,Bachelor's degree,1995-1996,100858,Auburn University,632,534,98,571,490,81,35,21,14,6,6,0,7,5,2,4,3,1,0,0,0,9,9,0,'14.0000'
Engineering,Bachelor's degree,1995-1996,217882,Clemson University,473,394,79,404,344,60,42,31,11,4,1,3,9,6,3,1,1,0,10,8,2,3,3,0,'14.0000'
Engineering,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,1094,889,205,822,673,149,26,13,13,102,81,21,86,75,11,2,1,1,0,0,0,56,46,10,'14.0000'
Engineering,Bachelor's degree,1995-1996,134130,University of Florida,708,586,122,518,434,84,25,17,8,53,43,10,66,50,16,3,3,0,2,2,0,41,37,4,'14.0000'
Engineering,Bachelor's degree,1995-1996,134097,Florida State University,199,165,34,149,124,25,16,11,5,11,10,1,11,9,2,1,1,0,0,0,0,11,10,1,'14.0000'
Engineering,Bachelor's degree,1995-1996,230728,Utah State University,138,120,18,127,114,13,0,0,0,1,0,1,3,3,0,1,0,1,0,0,0,6,3,3,'14.0000'
Engineering,Bachelor's degree,1995-1996,139959,University of Georgia,17,13,4,16,12,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'14.0000'
Engineering,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,306,253,53,140,113,27,18,10,8,15,14,1,26,21,5,10,10,0,0,0,0,97,85,12,'14.0000'
Engineering,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,258,222,36,209,176,33,4,3,1,3,3,0,7,6,1,0,0,0,5,5,0,30,29,1,'14.0000'
Engineering,Bachelor's degree,1995-1996,198419,Duke University,205,153,52,147,109,38,14,9,5,7,6,1,34,26,8,0,0,0,0,0,0,3,3,0,'14.0000'
Engineering,Bachelor's degree,1995-1996,221999,Vanderbilt University,231,180,51,187,143,44,12,5,7,6,6,0,14,14,0,0,0,0,3,3,0,9,9,0,'14.0000'
Engineering,Bachelor's degree,1995-1996,100751,The University of Alabama,237,174,63,194,143,51,20,9,11,2,2,0,1,1,0,0,0,0,2,2,0,18,17,1,'14.0000'
Engineering,Bachelor's degree,1995-1996,155399,Kansas State University,324,279,45,284,243,41,5,4,1,1,1,0,10,9,1,0,0,0,0,0,0,24,22,2,'14.0000'
Engineering,Bachelor's degree,1995-1996,152080,University of Notre Dame,254,201,53,218,172,46,6,4,2,7,5,2,13,12,1,0,0,0,0,0,0,10,8,2,'14.0000'
Engineering,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,380,322,58,275,236,39,23,14,9,6,6,0,22,19,3,3,3,0,3,3,0,48,41,7,'14.0000'
Engineering,Bachelor's degree,1995-1996,243744,Stanford University,258,192,66,116,90,26,21,15,6,22,18,4,72,47,25,3,1,2,1,1,0,23,20,3,'14.0000'
Engineering,Bachelor's degree,1995-1996,135726,University of Miami,136,110,26,43,38,5,10,5,5,35,27,8,11,8,3,1,1,0,2,2,0,34,29,5,'14.0000'
Engineering-Related Technologies,Bachelor's degree,1995-1996,122755,San Jose State University,163,143,20,71,66,5,10,8,2,13,11,2,47,40,7,0,0,0,21,17,4,1,1,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1995-1996,123961,University of Southern California,9,6,3,4,2,2,2,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,196,179,17,164,153,11,5,3,2,18,16,2,8,6,2,1,1,0,0,0,0,0,0,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1995-1996,155399,Kansas State University,45,43,2,45,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,76,72,4,69,66,3,2,2,0,0,0,0,1,1,0,0,0,0,4,3,1,0,0,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1995-1996,230728,Utah State University,27,26,1,24,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,38,32,6,32,28,4,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1995-1996,134130,University of Florida,101,92,9,86,77,9,2,2,0,9,9,0,2,2,0,1,1,0,0,0,0,1,1,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,17,15,2,14,12,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,'15.0000'
