Year,unitid,Institution_Name,Award_Level,Major,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2002-2003,147767,Northwestern University,Bachelor's degree,First major,Psychology.,'42',162,43,119,109,27,82,7,4,3,5,3,2,28,9,19,1,0,1,11,0,11,1,0,1
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',40,17,23,33,15,18,1,1,0,5,1,4,1,0,1,0,0,0,0,0,0,0,0,0
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',45,26,19,42,24,18,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Philosophy and religious studies.,'38',29,22,7,27,20,7,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,131496,Georgetown University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',14,9,5,11,8,3,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2002-2003,131496,Georgetown University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',135,26,109,95,23,72,6,1,5,4,0,4,14,0,14,0,0,0,10,2,8,6,0,6
2002-2003,131496,Georgetown University,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',83,3,80,64,1,63,8,1,7,4,0,4,5,0,5,0,0,0,0,0,0,2,1,1
2002-2003,131496,Georgetown University,Bachelor's degree,First major,Psychology.,'42',91,21,70,62,13,49,11,2,9,6,2,4,8,4,4,0,0,0,1,0,1,3,0,3
2002-2003,134097,Florida State University,Bachelor's degree,First major,English language and literature/letters.,'23',281,94,187,216,76,140,31,7,24,22,7,15,9,2,7,2,1,1,1,1,0,0,0,0
2002-2003,134097,Florida State University,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',255,32,223,194,25,169,36,3,33,17,1,16,6,2,4,1,1,0,0,0,0,1,0,1
2002-2003,134130,University of Florida,Bachelor's degree,First major,Computer and information sciences and support services.,'11',110,87,23,74,61,13,1,1,0,14,10,4,14,10,4,0,0,0,1,1,0,6,4,2
2002-2003,134130,University of Florida,Bachelor's degree,First major,Engineering technologies/technicians.,'15',121,113,8,109,101,8,2,2,0,5,5,0,4,4,0,1,1,0,0,0,0,0,0,0
2002-2003,134130,University of Florida,Bachelor's degree,First major,English language and literature/letters.,'23',252,69,183,201,57,144,14,2,12,29,10,19,7,0,7,1,0,1,0,0,0,0,0,0
2002-2003,134130,University of Florida,Bachelor's degree,First major,Philosophy and religious studies.,'38',45,22,23,33,15,18,8,5,3,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
2002-2003,134130,University of Florida,Bachelor's degree,First major,Physical sciences.,'40',103,68,35,76,52,24,2,2,0,9,3,6,14,9,5,0,0,0,1,1,0,1,1,0
2002-2003,134130,University of Florida,Bachelor's degree,First major,Social sciences.,'45',927,426,501,668,325,343,94,32,62,103,40,63,42,20,22,4,2,2,6,3,3,10,4,6
2002-2003,135726,University of Miami,Bachelor's degree,First major,Biological and biomedical sciences.,'26',206,71,135,80,30,50,27,4,23,51,16,35,32,14,18,0,0,0,9,3,6,7,4,3
2002-2003,135726,University of Miami,Bachelor's degree,First major,Education.,'13',59,8,51,40,6,34,4,1,3,12,1,11,1,0,1,0,0,0,1,0,1,1,0,1
2002-2003,135726,University of Miami,Bachelor's degree,First major,Visual and performing arts.,'50',250,144,106,177,104,73,9,3,6,39,24,15,10,5,5,1,0,1,6,3,3,8,5,3
2002-2003,139959,University of Georgia,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1750,944,806,1554,860,694,71,27,44,24,13,11,68,29,39,2,1,1,0,0,0,31,14,17
2002-2003,139959,University of Georgia,Bachelor's degree,First major,Education.,'13',611,155,456,571,142,429,25,10,15,3,0,3,6,1,5,3,1,2,0,0,0,3,1,2
2002-2003,139959,University of Georgia,Bachelor's degree,First major,English language and literature/letters.,'23',308,128,180,282,122,160,15,2,13,4,0,4,7,4,3,0,0,0,0,0,0,0,0,0
2002-2003,139959,University of Georgia,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',46,20,26,40,16,24,2,2,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,1
2002-2003,139959,University of Georgia,Bachelor's degree,First major,Mathematics and statistics.,'27',37,26,11,27,19,8,5,3,2,1,1,0,2,1,1,0,0,0,0,0,0,2,2,0
2002-2003,139959,University of Georgia,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',26,7,19,24,7,17,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
2002-2003,135726,University of Miami,Bachelor's degree,First major,History,'54',25,17,8,14,8,6,1,0,1,8,7,1,2,2,0,0,0,0,0,0,0,0,0,0
2002-2003,135726,University of Miami,Bachelor's degree,First major,Mathematics and statistics.,'27',10,5,5,5,2,3,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,2,1,1
2002-2003,135726,University of Miami,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',5,0,5,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,135726,University of Miami,Bachelor's degree,First major,Natural resources and conservation.,'03',19,7,12,15,7,8,1,0,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0
2002-2003,135726,University of Miami,Bachelor's degree,First major,Psychology.,'42',126,26,100,57,12,45,19,4,15,39,8,31,5,0,5,0,0,0,0,0,0,6,2,4
2002-2003,139959,University of Georgia,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,139959,University of Georgia,Bachelor's degree,First major,Biological and biomedical sciences.,'26',381,169,212,297,139,158,37,14,23,9,5,4,34,9,25,0,0,0,0,0,0,4,2,2
2002-2003,139959,University of Georgia,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',216,44,172,200,40,160,8,3,5,3,1,2,3,0,3,0,0,0,0,0,0,2,0,2
2002-2003,139959,University of Georgia,Bachelor's degree,First major,Natural resources and conservation.,'03',46,29,17,46,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,139959,University of Georgia,Bachelor's degree,First major,Philosophy and religious studies.,'38',38,22,16,37,21,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2002-2003,139959,University of Georgia,Bachelor's degree,First major,Visual and performing arts.,'50',243,73,170,230,70,160,2,0,2,1,0,1,6,2,4,1,0,1,0,0,0,3,1,2
2002-2003,142115,Boise State University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',74,26,48,65,23,42,2,2,0,2,1,1,0,0,0,1,0,1,1,0,1,3,0,3
2002-2003,142115,Boise State University,Bachelor's degree,First major,Construction trades.,'46',24,21,3,21,18,3,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0
2002-2003,142115,Boise State University,Bachelor's degree,First major,Engineering.,'14',97,87,10,82,72,10,0,0,0,3,3,0,6,6,0,0,0,0,3,3,0,3,3,0
2002-2003,142115,Boise State University,Bachelor's degree,First major,English language and literature/letters.,'23',68,20,48,59,19,40,0,0,0,1,0,1,0,0,0,0,0,0,8,1,7,0,0,0
2002-2003,142115,Boise State University,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',20,3,17,19,3,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,147767,Northwestern University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',15,10,5,12,8,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,147767,Northwestern University,Bachelor's degree,First major,Education.,'13',16,5,11,11,4,7,2,0,2,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0
2002-2003,147767,Northwestern University,Bachelor's degree,First major,Philosophy and religious studies.,'38',36,21,15,29,17,12,1,1,0,1,1,0,3,2,1,0,0,0,2,0,2,0,0,0
2002-2003,147767,Northwestern University,Bachelor's degree,First major,Physical sciences.,'40',25,10,15,15,7,8,1,0,1,0,0,0,6,2,4,0,0,0,3,1,2,0,0,0
2002-2003,147767,Northwestern University,Bachelor's degree,First major,Public administration and social service professions.,'44',84,24,60,44,13,31,9,1,8,1,0,1,21,7,14,0,0,0,8,3,5,1,0,1
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Architecture and related services.,'04',55,32,23,45,26,19,2,2,0,6,3,3,1,1,0,0,0,0,0,0,0,1,0,1
2002-2003,139959,University of Georgia,Bachelor's degree,First major,Physical sciences.,'40',36,26,10,33,23,10,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2002-2003,139959,University of Georgia,Bachelor's degree,First major,Social sciences.,'45',447,233,214,385,204,181,31,16,15,14,6,8,14,6,8,0,0,0,0,0,0,3,1,2
2002-2003,142115,Boise State University,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',384,193,191,331,169,162,5,3,2,9,2,7,9,3,6,4,3,1,13,7,6,13,6,7
2002-2003,142115,Boise State University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',122,83,39,99,72,27,1,1,0,3,2,1,6,1,5,0,0,0,7,4,3,6,3,3
2002-2003,142115,Boise State University,Bachelor's degree,First major,Psychology.,'42',76,16,60,66,14,52,0,0,0,2,0,2,0,0,0,1,1,0,5,1,4,2,0,2
2002-2003,142115,Boise State University,Bachelor's degree,First major,Public administration and social service professions.,'44',55,9,46,46,6,40,1,1,0,2,0,2,2,1,1,1,0,1,3,1,2,0,0,0
2002-2003,147767,Northwestern University,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',18,4,14,10,1,9,3,1,2,0,0,0,0,0,0,2,0,2,3,2,1,0,0,0
2002-2003,147767,Northwestern University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',404,153,251,256,108,148,34,11,23,30,8,22,29,8,21,0,0,0,42,14,28,13,4,9
2002-2003,147767,Northwestern University,Bachelor's degree,First major,Engineering.,'14',309,206,103,152,105,47,21,10,11,14,10,4,80,50,30,1,1,0,17,12,5,24,18,6
2002-2003,147767,Northwestern University,Bachelor's degree,First major,English language and literature/letters.,'23',75,24,51,59,20,39,5,1,4,1,0,1,4,0,4,0,0,0,6,3,3,0,0,0
2002-2003,147767,Northwestern University,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',29,7,22,13,2,11,3,0,3,2,1,1,11,4,7,0,0,0,0,0,0,0,0,0
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Biological and biomedical sciences.,'26',77,33,44,70,28,42,0,0,0,4,2,2,3,3,0,0,0,0,0,0,0,0,0,0
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Mathematics and statistics.,'27',35,21,14,30,19,11,1,1,0,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Psychology.,'42',120,30,90,102,25,77,4,1,3,8,3,5,3,0,3,1,0,1,0,0,0,2,1,1
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Visual and performing arts.,'50',76,37,39,67,31,36,2,2,0,5,3,2,2,1,1,0,0,0,0,0,0,0,0,0
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Architecture and related services.,'04',145,98,47,130,84,46,3,3,0,2,1,1,4,4,0,0,0,0,4,4,0,2,2,0
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',182,82,100,165,73,92,2,1,1,3,2,1,4,3,1,2,2,0,5,1,4,1,0,1
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',137,112,25,114,99,15,4,3,1,3,3,0,5,4,1,1,1,0,4,2,2,6,0,6
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',16,4,12,16,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',71,5,66,68,5,63,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Physical sciences.,'40',21,11,10,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Education.,'13',2,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,History,'54',73,39,34,68,35,33,1,1,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Social sciences.,'45',348,156,192,276,128,148,15,5,10,37,13,24,14,5,9,1,1,0,0,0,0,5,4,1
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Theology and religious vocations.,'39',28,12,16,24,9,15,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',386,265,121,370,257,113,3,3,0,8,2,6,0,0,0,1,0,1,2,2,0,2,1,1
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',541,277,264,491,252,239,12,6,6,11,5,6,6,5,1,2,0,2,12,6,6,7,3,4
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',237,21,216,209,15,194,8,3,5,10,2,8,3,1,2,1,0,1,5,0,5,1,0,1
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',93,47,46,85,43,42,1,0,1,0,0,0,2,1,1,0,0,0,3,3,0,2,0,2
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Philosophy and religious studies.,'38',6,5,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Psychology.,'42',88,28,60,75,24,51,6,2,4,3,1,2,0,0,0,0,0,0,4,1,3,0,0,0
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Visual and performing arts.,'50',97,44,53,86,40,46,2,1,1,3,0,3,3,1,2,1,1,0,1,1,0,1,0,1
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',6,2,4,2,0,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',423,223,200,362,193,169,24,8,16,2,1,1,15,8,7,1,1,0,0,0,0,19,12,7
2002-2003,157289,University of Louisville,Bachelor's degree,First major,English language and literature/letters.,'23',99,35,64,83,34,49,13,1,12,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Physical sciences.,'40',28,19,9,22,14,8,0,0,0,0,0,0,4,4,0,1,1,0,0,0,0,1,0,1
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Visual and performing arts.,'50',97,35,62,82,25,57,6,4,2,3,3,0,3,1,2,0,0,0,0,0,0,3,2,1
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',335,168,167,284,137,147,30,18,12,5,3,2,4,3,1,1,1,0,5,2,3,6,4,2
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',11,7,4,8,6,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Philosophy and religious studies.,'38',21,15,6,19,13,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',222,53,169,162,40,122,17,1,16,11,1,10,20,5,15,0,0,0,8,5,3,4,1,3
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',163,56,107,150,53,97,1,0,1,3,2,1,1,0,1,1,0,1,6,1,5,1,0,1
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Engineering.,'14',307,264,43,282,244,38,2,2,0,3,3,0,6,4,2,0,0,0,7,6,1,7,5,2
2002-2003,155399,Kansas State University,Bachelor's degree,First major,History,'54',37,25,12,32,21,11,0,0,0,1,1,0,1,1,0,0,0,0,3,2,1,0,0,0
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Mechanic and repair technologies/technicians.,'47',6,6,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Transportation and materials moving.,'49',28,26,2,26,24,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Biological and biomedical sciences.,'26',80,27,53,63,22,41,10,2,8,1,0,1,5,2,3,0,0,0,0,0,0,1,1,0
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',51,14,37,42,10,32,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Philosophy and religious studies.,'38',15,9,6,11,8,3,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Architecture and related services.,'04',90,35,55,78,32,46,1,1,0,1,0,1,3,1,2,1,0,1,2,1,1,4,0,4
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Biological and biomedical sciences.,'26',348,171,177,268,139,129,28,7,21,10,3,7,29,12,17,1,1,0,5,3,2,7,6,1
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',247,62,185,210,54,156,18,2,16,5,0,5,4,2,2,2,1,1,5,2,3,3,1,2
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Education.,'13',467,97,370,403,77,326,38,10,28,4,0,4,9,5,4,1,0,1,9,3,6,3,2,1
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Biological and biomedical sciences.,'26',336,139,197,221,96,125,17,5,12,7,3,4,72,29,43,1,0,1,10,5,5,8,1,7
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Social sciences.,'45',887,509,378,578,336,242,49,21,28,23,12,11,139,79,60,6,5,1,29,18,11,63,38,25
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',284,96,188,263,86,177,5,4,1,5,2,3,1,0,1,0,0,0,5,2,3,5,2,3
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,English language and literature/letters.,'23',81,34,47,70,31,39,3,0,3,4,1,3,1,0,1,1,0,1,1,1,0,1,1,0
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',25,9,16,24,9,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',56,14,42,53,13,40,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,History,'54',40,28,12,36,26,10,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',47,26,21,45,25,20,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Public administration and social service professions.,'44',33,6,27,24,2,22,2,1,1,3,1,2,1,1,0,2,0,2,1,1,0,0,0,0
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Education.,'13',70,39,31,48,26,22,18,10,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',14,3,11,13,3,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',76,9,67,61,7,54,11,0,11,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Mathematics and statistics.,'27',11,8,3,8,6,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',100,56,44,81,49,32,15,5,10,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Psychology.,'42',153,17,136,123,13,110,21,3,18,3,0,3,4,1,3,1,0,1,0,0,0,1,0,1
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Social sciences.,'45',184,53,131,144,44,100,35,7,28,0,0,0,2,1,1,0,0,0,0,0,0,3,1,2
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Computer and information sciences and support services.,'11',63,53,10,35,33,2,4,2,2,1,1,0,7,4,3,1,0,1,4,4,0,11,9,2
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Engineering technologies/technicians.,'15',106,97,9,96,87,9,3,3,0,1,1,0,2,2,0,0,0,0,4,4,0,0,0,0
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Engineering.,'14',427,340,87,305,250,55,30,17,13,9,6,3,25,19,6,0,0,0,11,9,2,47,39,8
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,English language and literature/letters.,'23',153,52,101,119,42,77,21,5,16,3,1,2,2,1,1,0,0,0,7,3,4,1,0,1
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Mathematics and statistics.,'27',30,19,11,22,13,9,1,1,0,1,0,1,2,2,0,0,0,0,1,1,0,3,2,1
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Natural resources and conservation.,'03',59,35,24,54,31,23,2,2,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Physical sciences.,'40',36,23,13,22,18,4,7,1,6,1,1,0,2,2,0,0,0,0,3,1,2,1,0,1
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Psychology.,'42',229,39,190,180,28,152,26,3,23,10,4,6,4,3,1,0,0,0,6,1,5,3,0,3
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Visual and performing arts.,'50',148,59,89,121,46,75,9,6,3,6,1,5,3,3,0,0,0,0,3,2,1,6,1,5
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',64,11,53,35,5,30,8,1,7,3,0,3,14,4,10,1,0,1,2,0,2,1,1,0
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Education.,'13',151,38,113,112,27,85,20,7,13,4,1,3,7,1,6,1,0,1,6,2,4,1,0,1
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,English language and literature/letters.,'23',342,113,229,254,81,173,30,7,23,13,7,6,28,13,15,3,2,1,11,2,9,3,1,2
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Visual and performing arts.,'50',97,36,61,88,31,57,0,0,0,0,0,0,1,0,1,1,1,0,6,3,3,1,1,0
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Security and protective services.,'43',204,106,98,128,81,47,29,10,19,25,6,19,14,5,9,0,0,0,8,4,4,0,0,0
2002-2003,198419,Duke University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',28,9,19,15,4,11,4,3,1,5,1,4,2,1,1,0,0,0,1,0,1,1,0,1
2002-2003,198419,Duke University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',123,46,77,48,13,35,8,1,7,3,3,0,30,13,17,0,0,0,29,14,15,5,2,3
2002-2003,198419,Duke University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',60,46,14,42,34,8,4,1,3,1,1,0,10,8,2,1,1,0,1,0,1,1,1,0
2002-2003,198419,Duke University,Bachelor's degree,First major,English language and literature/letters.,'23',97,37,60,77,32,45,8,1,7,2,1,1,5,2,3,1,1,0,4,0,4,0,0,0
2002-2003,198419,Duke University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',28,9,19,13,3,10,2,1,1,1,1,0,3,1,2,0,0,0,8,3,5,1,0,1
2002-2003,198419,Duke University,Bachelor's degree,First major,Social sciences.,'45',481,266,215,300,176,124,57,15,42,19,13,6,58,34,24,5,3,2,23,14,9,19,11,8
2002-2003,198419,Duke University,Bachelor's degree,First major,Visual and performing arts.,'50',27,7,20,22,6,16,2,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',678,200,478,557,160,397,86,28,58,12,5,7,19,5,14,2,1,1,1,1,0,1,0,1
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Computer and information sciences and support services.,'11',31,26,5,22,19,3,0,0,0,1,0,1,6,5,1,0,0,0,0,0,0,2,2,0
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Mathematics and statistics.,'27',74,45,29,52,33,19,9,4,5,2,2,0,10,5,5,0,0,0,0,0,0,1,1,0
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Philosophy and religious studies.,'38',42,29,13,40,28,12,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Physical sciences.,'40',85,45,40,65,37,28,6,0,6,1,0,1,12,8,4,0,0,0,0,0,0,1,0,1
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Social sciences.,'45',492,271,221,380,214,166,57,24,33,11,7,4,27,13,14,3,1,2,4,3,1,10,9,1
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Visual and performing arts.,'50',87,21,66,76,20,56,5,0,5,3,1,2,1,0,1,0,0,0,0,0,0,2,0,2
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Architecture and related services.,'04',109,80,29,91,68,23,2,1,1,2,1,1,6,5,1,1,1,0,0,0,0,7,4,3
