Year,unitid,Institution_Name,Award_Level,Major,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Visual and performing arts.,'50',146,58,88,119,48,71,7,2,5,10,5,5,8,2,6,1,1,0,0,0,0,1,0,1
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',991,519,472,869,449,420,22,14,8,52,29,23,14,8,6,10,5,5,13,5,8,11,9,2
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Architecture and related services.,'04',218,107,111,174,85,89,4,1,3,16,6,10,12,6,6,2,2,0,7,5,2,3,2,1
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,English language and literature/letters.,'23',392,90,302,344,76,268,6,2,4,30,10,20,9,1,8,1,0,1,2,1,1,0,0,0
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',30,11,19,22,7,15,0,0,0,7,3,4,0,0,0,0,0,0,1,1,0,0,0,0
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',109,9,100,84,7,77,7,0,7,15,2,13,3,0,3,0,0,0,0,0,0,0,0,0
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Philosophy and religious studies.,'38',27,20,7,22,17,5,0,0,0,2,1,1,2,1,1,0,0,0,1,1,0,0,0,0
2002-2003,134097,Florida State University,Bachelor's degree,First major,Security and protective services.,'43',339,165,174,246,126,120,56,20,36,24,15,9,4,2,2,3,1,2,5,1,4,1,0,1
2002-2003,134097,Florida State University,Bachelor's degree,First major,Social sciences.,'45',960,504,456,721,387,334,111,48,63,72,38,34,26,14,12,3,2,1,6,4,2,21,11,10
2002-2003,134130,University of Florida,Bachelor's degree,First major,Education.,'13',250,22,228,225,19,206,10,1,9,11,1,10,4,1,3,0,0,0,0,0,0,0,0,0
2002-2003,134130,University of Florida,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',65,11,54,45,10,35,11,0,11,6,0,6,3,1,2,0,0,0,0,0,0,0,0,0
2002-2003,134130,University of Florida,Bachelor's degree,First major,History,'54',174,104,70,139,86,53,8,4,4,22,11,11,4,2,2,1,1,0,0,0,0,0,0,0
2002-2003,134130,University of Florida,Bachelor's degree,First major,Mathematics and statistics.,'27',57,35,22,45,27,18,3,3,0,4,2,2,3,2,1,0,0,0,1,0,1,1,1,0
2002-2003,134130,University of Florida,Bachelor's degree,First major,Visual and performing arts.,'50',222,69,153,155,47,108,14,4,10,29,8,21,15,7,8,1,0,1,2,2,0,6,1,5
2002-2003,135726,University of Miami,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',4,0,4,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2002-2003,135726,University of Miami,Bachelor's degree,First major,Legal professions and studies.,'22',19,9,10,5,4,1,4,1,3,7,1,6,2,2,0,0,0,0,0,0,0,1,1,0
2002-2003,139959,University of Georgia,Bachelor's degree,First major,Engineering.,'14',38,29,9,34,27,7,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0
2002-2003,139959,University of Georgia,Bachelor's degree,First major,Psychology.,'42',305,71,234,267,66,201,23,2,21,6,2,4,8,1,7,0,0,0,0,0,0,1,0,1
2002-2003,139959,University of Georgia,Bachelor's degree,First major,Security and protective services.,'43',70,27,43,57,24,33,8,2,6,0,0,0,4,1,3,1,0,1,0,0,0,0,0,0
2002-2003,142115,Boise State University,Bachelor's degree,First major,Mathematics and statistics.,'27',6,3,3,3,1,2,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0
2002-2003,142115,Boise State University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',50,27,23,46,26,20,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,1,0,1
2002-2003,142115,Boise State University,Bachelor's degree,First major,Physical sciences.,'40',24,13,11,21,13,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1
2002-2003,142115,Boise State University,Bachelor's degree,First major,Social sciences.,'45',193,90,103,166,75,91,2,2,0,5,2,3,6,2,4,1,1,0,12,7,5,1,1,0
2002-2003,142115,Boise State University,Bachelor's degree,First major,Visual and performing arts.,'50',81,33,48,66,28,38,0,0,0,2,0,2,5,0,5,0,0,0,5,4,1,3,1,2
2002-2003,147767,Northwestern University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',91,39,52,47,22,25,5,3,2,3,0,3,30,10,20,0,0,0,6,4,2,0,0,0
2002-2003,147767,Northwestern University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',50,40,10,31,29,2,3,3,0,4,1,3,6,2,4,0,0,0,1,1,0,5,4,1
2002-2003,147767,Northwestern University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',28,17,11,22,13,9,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,3,2,1
2002-2003,147767,Northwestern University,Bachelor's degree,First major,Social sciences.,'45',359,195,164,193,111,82,21,6,15,19,11,8,81,39,42,0,0,0,32,20,12,13,8,5
2002-2003,147767,Northwestern University,Bachelor's degree,First major,Visual and performing arts.,'50',210,88,122,161,65,96,11,7,4,7,3,4,8,4,4,1,0,1,18,9,9,4,0,4
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',260,121,139,229,103,126,6,2,4,18,13,5,1,1,0,2,0,2,2,1,1,2,1,1
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',108,57,51,58,32,26,9,3,6,24,12,12,11,7,4,2,1,1,2,1,1,2,1,1
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Biological and biomedical sciences.,'26',555,213,342,305,125,180,11,3,8,61,28,33,163,53,110,1,0,1,4,0,4,10,4,6
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,English language and literature/letters.,'23',345,131,214,255,105,150,9,1,8,42,15,27,30,7,23,2,1,1,4,1,3,3,1,2
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',330,45,285,247,30,217,16,7,9,43,6,37,23,2,21,0,0,0,1,0,1,0,0,0
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Physical sciences.,'40',147,106,41,110,79,31,0,0,0,20,17,3,9,8,1,0,0,0,0,0,0,8,2,6
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Psychology.,'42',418,109,309,289,79,210,10,1,9,61,17,44,44,9,35,7,1,6,3,1,2,4,1,3
2002-2003,230728,Utah State University,Bachelor's degree,First major,Architecture and related services.,'04',21,16,5,18,13,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Education.,'13',329,73,256,314,63,251,4,4,0,6,4,2,1,1,0,1,0,1,2,0,2,1,1,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Physical sciences.,'40',39,23,16,38,22,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Public administration and social service professions.,'44',40,3,37,40,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,243744,Stanford University,Bachelor's degree,First major,English language and literature/letters.,'23',79,28,51,44,17,27,3,0,3,8,3,5,19,6,13,2,1,1,2,0,2,1,1,0
2002-2003,243744,Stanford University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',40,13,27,22,6,16,1,0,1,2,1,1,11,4,7,0,0,0,2,2,0,2,0,2
2002-2003,243744,Stanford University,Bachelor's degree,First major,Philosophy and religious studies.,'38',31,17,14,21,11,10,0,0,0,6,4,2,1,0,1,1,1,0,1,0,1,1,1,0
2002-2003,243744,Stanford University,Bachelor's degree,First major,Physical sciences.,'40',35,24,11,23,14,9,0,0,0,4,4,0,5,4,1,0,0,0,1,1,0,2,1,1
2002-2003,243744,Stanford University,Bachelor's degree,First major,Psychology.,'42',73,21,52,36,16,20,12,2,10,10,0,10,7,1,6,4,0,4,1,1,0,3,1,2
2002-2003,243744,Stanford University,Bachelor's degree,First major,Social sciences.,'45',434,201,233,201,105,96,44,24,20,40,15,25,106,34,72,3,2,1,6,5,1,34,16,18
2002-2003,243744,Stanford University,Bachelor's degree,First major,Visual and performing arts.,'50',49,26,23,33,17,16,4,1,3,4,3,1,8,5,3,0,0,0,0,0,0,0,0,0
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Mathematics and statistics.,'27',63,30,33,40,19,21,3,1,2,2,2,0,9,4,5,1,0,1,2,1,1,6,3,3
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',113,41,72,71,26,45,13,3,10,9,6,3,16,4,12,0,0,0,2,1,1,2,1,1
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',180,88,92,135,67,68,24,9,15,6,4,2,7,3,4,3,1,2,3,2,1,2,2,0
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Psychology.,'42',597,134,463,421,92,329,52,8,44,25,10,15,67,17,50,3,0,3,18,6,12,11,1,10
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Visual and performing arts.,'50',373,147,226,296,112,184,15,6,9,11,4,7,22,9,13,1,1,0,18,10,8,10,5,5
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Architecture and related services.,'04',59,29,30,53,27,26,1,1,0,0,0,0,1,0,1,0,0,0,2,0,2,2,1,1
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Natural resources and conservation.,'03',47,31,16,44,28,16,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Social sciences.,'45',125,58,67,100,43,57,5,2,3,7,4,3,2,2,0,0,0,0,9,5,4,2,2,0
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Biological and biomedical sciences.,'26',447,184,263,207,90,117,45,14,31,27,13,14,121,48,73,0,0,0,35,16,19,12,3,9
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Computer and information sciences and support services.,'11',426,297,129,153,128,25,22,12,10,17,10,7,160,100,60,0,0,0,29,20,9,45,27,18
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Education.,'13',108,48,60,74,31,43,5,1,4,9,5,4,17,10,7,0,0,0,3,1,2,0,0,0
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',50,11,39,37,7,30,1,0,1,4,0,4,4,2,2,0,0,0,4,2,2,0,0,0
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Philosophy and religious studies.,'38',55,33,22,41,24,17,2,0,2,1,0,1,6,5,1,0,0,0,5,4,1,0,0,0
2002-2003,198419,Duke University,Bachelor's degree,First major,Psychology.,'42',126,30,96,76,16,60,11,2,9,11,3,8,11,3,8,0,0,0,13,5,8,4,1,3
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Biological and biomedical sciences.,'26',315,122,193,240,97,143,26,3,23,7,2,5,34,17,17,2,0,2,4,3,1,2,0,2
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',84,29,55,63,21,42,12,3,9,2,1,1,2,0,2,2,1,1,2,2,0,1,1,0
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,History,'54',183,90,93,166,85,81,8,2,6,1,0,1,4,1,3,1,1,0,3,1,2,0,0,0
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',33,18,15,31,18,13,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Natural resources and conservation.,'03',25,10,15,23,8,15,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Public administration and social service professions.,'44',38,14,24,22,11,11,11,2,9,1,1,0,3,0,3,1,0,1,0,0,0,0,0,0
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Biological and biomedical sciences.,'26',353,151,202,263,110,153,16,5,11,13,7,6,49,24,25,1,1,0,6,2,4,5,2,3
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',413,152,261,351,137,214,25,8,17,6,0,6,14,3,11,2,0,2,7,3,4,8,1,7
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,English language and literature/letters.,'23',377,127,250,323,116,207,26,6,20,5,1,4,8,1,7,3,1,2,11,2,9,1,0,1
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',424,71,353,366,61,305,27,4,23,7,1,6,14,3,11,0,0,0,0,0,0,10,2,8
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,History,'54',197,143,54,180,132,48,11,7,4,0,0,0,3,2,1,0,0,0,2,2,0,1,0,1
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Public administration and social service professions.,'44',60,5,55,50,4,46,6,1,5,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Visual and performing arts.,'50',310,133,177,261,119,142,14,5,9,6,3,3,9,4,5,0,0,0,8,1,7,12,1,11
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Biological and biomedical sciences.,'26',158,69,89,128,56,72,3,1,2,2,0,2,3,1,2,16,8,8,0,0,0,6,3,3
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',958,533,425,763,420,343,30,20,10,17,9,8,19,13,6,58,32,26,0,0,0,71,39,32
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,English language and literature/letters.,'23',68,28,40,64,26,38,0,0,0,1,1,0,0,0,0,3,1,2,0,0,0,0,0,0
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',37,4,33,32,4,28,1,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',19,7,12,13,5,8,4,2,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,History,'54',63,39,24,58,35,23,0,0,0,1,1,0,0,0,0,4,3,1,0,0,0,0,0,0
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Natural resources and conservation.,'03',181,100,81,152,83,69,0,0,0,3,3,0,8,4,4,7,3,4,9,5,4,2,2,0
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Philosophy and religious studies.,'38',18,12,6,14,10,4,0,0,0,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Psychology.,'42',81,26,55,72,22,50,0,0,0,3,2,1,3,0,3,0,0,0,3,2,1,0,0,0
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Computer and information sciences and support services.,'11',78,68,10,46,41,5,0,0,0,2,2,0,6,5,1,1,1,0,6,6,0,17,13,4
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Education.,'13',161,20,141,122,17,105,2,0,2,5,1,4,8,1,7,5,1,4,14,0,14,5,0,5
2002-2003,209551,University of Oregon,Bachelor's degree,First major,History,'54',99,60,39,90,54,36,0,0,0,1,1,0,2,1,1,1,1,0,4,2,2,1,1,0
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Mathematics and statistics.,'27',40,26,14,35,24,11,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,1
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',52,17,35,40,11,29,1,0,1,0,0,0,5,2,3,0,0,0,4,2,2,2,2,0
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Philosophy and religious studies.,'38',46,25,21,37,19,18,0,0,0,0,0,0,1,1,0,0,0,0,8,5,3,0,0,0
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1109,557,552,656,347,309,40,16,24,124,56,68,251,116,135,7,4,3,3,1,2,28,17,11
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',223,39,184,161,20,141,6,1,5,43,13,30,11,5,6,1,0,1,0,0,0,1,0,1
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,History,'54',261,162,99,213,134,79,4,2,2,27,15,12,16,10,6,0,0,0,0,0,0,1,1,0
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',102,53,49,67,37,30,7,5,2,14,6,8,9,4,5,0,0,0,2,0,2,3,1,2
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Philosophy and religious studies.,'38',75,53,22,60,46,14,2,0,2,10,5,5,2,2,0,0,0,0,1,0,1,0,0,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',62,40,22,55,37,18,0,0,0,1,1,0,2,1,1,0,0,0,2,1,1,2,0,2
2002-2003,230728,Utah State University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',147,114,33,129,101,28,1,1,0,1,1,0,1,1,0,0,0,0,3,3,0,12,7,5
2002-2003,230728,Utah State University,Bachelor's degree,First major,English language and literature/letters.,'23',83,18,65,80,17,63,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1
2002-2003,230728,Utah State University,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',211,19,192,202,19,183,1,0,1,1,0,1,1,0,1,0,0,0,5,0,5,1,0,1
2002-2003,230728,Utah State University,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',65,10,55,62,10,52,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1
2002-2003,230728,Utah State University,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',80,25,55,71,22,49,0,0,0,5,2,3,3,0,3,0,0,0,1,1,0,0,0,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Mathematics and statistics.,'27',11,9,2,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Mechanic and repair technologies/technicians.,'47',2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',43,21,22,34,13,21,6,6,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Philosophy and religious studies.,'38',8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Psychology.,'42',65,23,42,62,20,42,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2002-2003,243744,Stanford University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',204,158,46,93,81,12,8,6,2,17,12,5,61,36,25,2,2,0,5,5,0,18,16,2
2002-2003,243744,Stanford University,Bachelor's degree,First major,Engineering technologies/technicians.,'15',62,43,19,23,20,3,5,4,1,1,1,0,21,10,11,1,1,0,1,1,0,10,6,4
2002-2003,243744,Stanford University,Bachelor's degree,First major,History,'54',60,29,31,41,19,22,4,3,1,6,3,3,6,2,4,1,0,1,2,2,0,0,0,0
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',48,13,35,43,12,31,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',662,413,249,539,352,187,23,8,15,42,18,24,34,20,14,2,1,1,0,0,0,22,14,8
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Computer and information sciences and support services.,'11',40,34,6,33,29,4,0,0,0,3,3,0,1,0,1,0,0,0,0,0,0,3,2,1
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Engineering.,'14',178,136,42,153,120,33,4,1,3,8,5,3,6,4,2,2,1,1,0,0,0,5,5,0
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,English language and literature/letters.,'23',95,37,58,81,34,47,4,0,4,6,0,6,2,1,1,1,1,0,0,0,0,1,1,0
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',127,61,66,102,47,55,4,1,3,7,5,2,13,7,6,1,1,0,0,0,0,0,0,0
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Natural resources and conservation.,'03',17,6,11,16,6,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,152080,University of Notre Dame,Bachelor's degree,First major,Physical sciences.,'40',14,11,3,14,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Education.,'13',364,86,278,345,78,267,5,3,2,11,3,8,1,1,0,2,1,1,0,0,0,0,0,0
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Engineering technologies/technicians.,'15',86,81,5,84,80,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
2002-2003,155399,Kansas State University,Bachelor's degree,First major,English language and literature/letters.,'23',26,4,22,26,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Mathematics and statistics.,'27',10,6,4,9,5,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,155399,Kansas State University,Bachelor's degree,First major,Social sciences.,'45',304,175,129,251,146,105,28,15,13,6,4,2,3,3,0,2,0,2,10,5,5,4,2,2
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',122,37,85,104,29,75,16,8,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Engineering.,'14',171,142,29,150,126,24,8,7,1,3,1,2,6,4,2,0,0,0,0,0,0,4,4,0
2002-2003,157289,University of Louisville,Bachelor's degree,First major,History,'54',36,20,16,34,19,15,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,157289,University of Louisville,Bachelor's degree,First major,Security and protective services.,'43',89,46,43,73,40,33,12,5,7,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',109,61,48,90,50,40,5,1,4,3,2,1,1,0,1,1,1,0,0,0,0,9,7,2
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1000,507,493,803,405,398,54,22,32,29,14,15,42,22,20,4,1,3,19,12,7,49,31,18
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',55,0,55,47,0,47,6,0,6,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',27,6,21,21,6,15,2,0,2,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',93,2,91,88,2,86,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,History,'54',79,48,31,69,43,26,7,4,3,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0
2002-2003,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Social sciences.,'45',295,131,164,218,103,115,42,9,33,13,7,6,8,5,3,2,1,1,7,4,3,5,2,3
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Architecture and related services.,'04',91,41,50,69,31,38,1,0,1,5,3,2,9,3,6,0,0,0,1,1,0,6,3,3
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',373,206,167,244,130,114,13,7,6,10,6,4,64,35,29,2,2,0,14,9,5,26,17,9
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Engineering.,'14',1029,789,240,643,498,145,46,27,19,29,22,7,147,109,38,5,5,0,37,32,5,122,96,26
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',169,55,114,118,36,82,10,4,6,11,4,7,18,7,11,2,0,2,4,1,3,6,3,3
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',178,10,168,149,10,139,10,0,10,3,0,3,8,0,8,1,0,1,7,0,7,0,0,0
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,History,'54',184,111,73,145,92,53,12,4,8,6,5,1,11,4,7,0,0,0,7,5,2,3,1,2
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Natural resources and conservation.,'03',71,30,41,64,28,36,1,1,0,0,0,0,3,1,2,0,0,0,0,0,0,3,0,3
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Philosophy and religious studies.,'38',50,31,19,34,23,11,1,1,0,3,2,1,3,1,2,0,0,0,5,3,2,4,1,3
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Physical sciences.,'40',80,54,26,64,41,23,4,2,2,1,1,0,6,5,1,0,0,0,2,2,0,3,3,0
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Biological and biomedical sciences.,'26',134,69,65,119,60,59,3,2,1,0,0,0,2,0,2,0,0,0,2,1,1,8,6,2
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',640,363,277,564,330,234,10,10,0,7,3,4,11,3,8,1,0,1,13,6,7,34,11,23
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',177,11,166,159,10,149,11,1,10,1,0,1,4,0,4,0,0,0,1,0,1,1,0,1
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
