Year,unitid,Institution_Name,Sport,Cohort_Data,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W
1996-1997,147767,Northwestern University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,5,4,4,1,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,147767,Northwestern University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),8,5,3,3,1,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,147767,Northwestern University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,5,3,3,1,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,147767,Northwestern University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),25,25,0,12,12,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,147767,Northwestern University,Football,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),22,22,0,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,147767,Northwestern University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,22,22,0,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,204796,Ohio State University-Main Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),46,24,22,33,17,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6
1996-1997,204796,Ohio State University-Main Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),25,12,13,18,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4
1996-1997,204796,Ohio State University-Main Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,25,12,13,18,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4
1996-1997,204796,Ohio State University-Main Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,6,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,204796,Ohio State University-Main Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,204796,Ohio State University-Main Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,204796,Ohio State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,2,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,204796,Ohio State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),3,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,204796,Ohio State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,204796,Ohio State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,5,3,3,2,1,3,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1996-1997,204796,Ohio State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),7,4,3,3,2,1,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1996-1997,204796,Ohio State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,4,3,3,2,1,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1996-1997,204796,Ohio State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),20,20,0,6,6,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,204796,Ohio State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),7,7,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,204796,Ohio State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,7,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,207388,Oklahoma State University-Main Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,6,7,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3
1996-1997,207388,Oklahoma State University-Main Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),6,1,5,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1996-1997,207388,Oklahoma State University-Main Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,1,5,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1996-1997,207388,Oklahoma State University-Main Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,207388,Oklahoma State University-Main Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,207388,Oklahoma State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,4,3,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,207388,Oklahoma State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),4,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,207388,Oklahoma State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,207388,Oklahoma State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,207388,Oklahoma State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,9,4,9,7,2,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
1996-1997,207388,Oklahoma State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),5,2,3,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,207388,Oklahoma State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,2,3,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,207388,Oklahoma State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Transfer-out students,6,6,0,4,4,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1996-1997,207388,Oklahoma State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,12,0,4,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,207388,Oklahoma State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,207388,Oklahoma State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,207388,Oklahoma State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Transfer-out students,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,209542,Oregon State University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),23,11,12,14,8,6,1,0,1,2,1,1,1,0,1,0,0,0,5,2,3,0,0,0
1996-1997,209542,Oregon State University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),11,4,7,8,3,5,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1996-1997,209542,Oregon State University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,11,4,7,8,3,5,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1996-1997,209542,Oregon State University,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1996-1997,209542,Oregon State University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1996-1997,209542,Oregon State University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1996-1997,209542,Oregon State University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1996-1997,209542,Oregon State University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,2,4,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,209542,Oregon State University,Basketball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,209542,Oregon State University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),11,11,0,7,7,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1996-1997,209542,Oregon State University,Football,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),8,8,0,6,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,209542,Oregon State University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,8,0,6,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),41,20,21,40,19,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,All other sports,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),31,15,16,31,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,31,15,16,31,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,Baseball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,Baseball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,3,5,2,0,2,3,1,2,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
1996-1997,186380,Rutgers University-New Brunswick,Basketball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),5,2,3,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
1996-1997,186380,Rutgers University-New Brunswick,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,2,3,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
1996-1997,186380,Rutgers University-New Brunswick,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),11,6,5,9,6,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),8,5,3,7,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,5,3,7,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),16,16,0,7,7,0,8,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,Football,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),6,6,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,6,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,Football,Degree/certificate-seeking students (4-yr institution) Transfer-out students,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,122755,San Jose State University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),17,9,8,14,8,6,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0
1996-1997,122755,San Jose State University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),8,5,3,6,4,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1996-1997,122755,San Jose State University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,5,3,6,4,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1996-1997,122755,San Jose State University,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,122755,San Jose State University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,122755,San Jose State University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,122755,San Jose State University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,122755,San Jose State University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,2,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,122755,San Jose State University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),4,2,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,122755,San Jose State University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,2,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,122755,San Jose State University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,8,0,1,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,122755,San Jose State University,Football,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,122755,San Jose State University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),15,6,9,10,3,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2
1996-1997,228246,Southern Methodist University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),12,4,8,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
1996-1997,228246,Southern Methodist University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,12,4,8,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
1996-1997,228246,Southern Methodist University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,1,3,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),4,1,3,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,1,3,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,0,3,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),16,16,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,Football,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),14,14,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,14,14,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,243744,Stanford University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),25,10,15,23,10,13,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,243744,Stanford University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),25,10,15,23,10,13,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,243744,Stanford University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,25,10,15,23,10,13,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,243744,Stanford University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,243744,Stanford University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,243744,Stanford University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,243744,Stanford University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,4,4,5,4,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,243744,Stanford University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),6,4,2,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,243744,Stanford University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,4,2,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,243744,Stanford University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),23,23,0,16,16,0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,243744,Stanford University,Football,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),19,19,0,13,13,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,243744,Stanford University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,19,19,0,13,13,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),32,16,16,25,11,14,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,1,0,1
1996-1997,228723,Texas A & M University-College Station,All other sports,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),20,11,9,17,8,9,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,20,11,9,17,8,9,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Baseball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,4,4,4,1,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Basketball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),5,3,2,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,3,2,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),16,9,7,11,6,5,2,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),7,3,4,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,3,4,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),23,23,0,7,7,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Football,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),10,10,0,4,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,10,0,4,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,100751,The University of Alabama,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),23,8,15,19,6,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
1996-1997,100751,The University of Alabama,All other sports,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),14,5,9,12,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1996-1997,100751,The University of Alabama,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,14,5,9,12,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
