Game_ID_2012,Team_Game_ID,Date,Location,TeamCode,Opponent,Result,Overtime,Team,Opponent,Wins,Losses,Streak,Season_Type,Season,Notes
561,33,"Sun, Feb 19, 2012",,DET,Boston Celtics,W,,96,81,11,22,W 3,Regular Season,2011-2012,
541,13,"Sun, Jan 15, 2012",,DET,Golden State Warriors,L,,91,99,3,10,L 1,Regular Season,2011-2012,
573,45,"Sun, Mar 18, 2012",@,DET,Los Angeles Clippers,L,OT,83,87,16,29,L 2,Regular Season,2011-2012,
586,58,"Thu, Apr 12, 2012",@,DET,Charlotte Bobcats,W,,109,85,22,36,W 1,Regular Season,2011-2012,
591,63,"Thu, Apr 19, 2012",,DET,Minnesota Timberwolves,L,,80,91,23,40,L 2,Regular Season,2011-2012,
594,66,"Thu, Apr 26, 2012",,DET,Philadelphia 76ers,W,,108,86,25,41,W 1,Regular Season,2011-2012,
582,54,"Thu, Apr 5, 2012",,DET,Washington Wizards,W,,99,94,21,33,W 3,Regular Season,2011-2012,
539,11,"Thu, Jan 12, 2012",@,DET,Milwaukee Bucks,L,,93,102,2,9,L 6,Regular Season,2011-2012,
589,61,"Tue, Apr 17, 2012",,DET,Cleveland Cavaliers,W,,116,77,23,38,W 1,Regular Season,2011-2012,
581,53,"Tue, Apr 3, 2012",,DET,Orlando Magic,W,,102,95,20,33,W 2,Regular Season,2011-2012,
558,30,"Tue, Feb 14, 2012",,DET,San Antonio Spurs,L,,95,99,8,22,L 2,Regular Season,2011-2012,
562,34,"Tue, Feb 21, 2012",@,DET,Cleveland Cavaliers,L,,100,101,11,23,L 1,Regular Season,2011-2012,
564,36,"Tue, Feb 28, 2012",,DET,Philadelphia 76ers,L,,68,97,11,25,L 3,Regular Season,2011-2012,
538,10,"Tue, Jan 10, 2012",,DET,Dallas Mavericks,L,,86,100,2,8,L 5,Regular Season,2011-2012,
542,14,"Tue, Jan 17, 2012",@,DET,Houston Rockets,L,,80,97,3,11,L 2,Regular Season,2011-2012,
551,23,"Tue, Jan 31, 2012",@,DET,New York Knicks,L,,86,113,4,19,L 6,Regular Season,2011-2012,
567,39,"Tue, Mar 6, 2012",,DET,Los Angeles Lakers,W,OT,88,85,13,26,W 1,Regular Season,2011-2012,
590,62,"Wed, Apr 18, 2012",@,DET,Atlanta Hawks,L,,84,116,23,39,L 1,Regular Season,2011-2012,
530,2,"Wed, Dec 28, 2011",,DET,Cleveland Cavaliers,L,,89,105,0,2,L 2,Regular Season,2011-2012,
552,24,"Wed, Feb 1, 2012",@,DET,New Jersey Nets,L,,96,99,4,20,L 7,Regular Season,2011-2012,
559,31,"Wed, Feb 15, 2012",@,DET,Boston Celtics,W,,98,88,9,22,W 1,Regular Season,2011-2012,
563,35,"Wed, Feb 22, 2012",@,DET,Toronto Raptors,L,,93,103,11,24,L 2,Regular Season,2011-2012,
565,37,"Wed, Feb 29, 2012",,DET,Charlotte Bobcats,W,,109,94,12,25,W 1,Regular Season,2011-2012,
555,27,"Wed, Feb 8, 2012",@,DET,New Jersey Nets,W,,99,92,7,20,W 3,Regular Season,2011-2012,
543,15,"Wed, Jan 18, 2012",@,DET,Minnesota Timberwolves,L,,85,93,3,12,L 3,Regular Season,2011-2012,
547,19,"Wed, Jan 25, 2012",,DET,Miami Heat,L,,98,101,4,15,L 2,Regular Season,2011-2012,
534,6,"Wed, Jan 4, 2012",,DET,Chicago Bulls,L,,83,99,2,4,L 1,Regular Season,2011-2012,
571,43,"Wed, Mar 14, 2012",@,DET,Sacramento Kings,W,,124,112,16,27,W 1,Regular Season,2011-2012,
574,46,"Wed, Mar 21, 2012",@,DET,Denver Nuggets,L,,115,116,16,30,L 3,Regular Season,2011-2012,
578,50,"Wed, Mar 28, 2012",@,DET,Cleveland Cavaliers,W,,87,75,18,32,W 2,Regular Season,2011-2012,
656,62,"Fri, Apr 20, 2012",@,GSW,Dallas Mavericks,L,,94,104,22,40,L 7,Regular Season,2011-2012,
648,54,"Fri, Apr 6, 2012",@,GSW,Utah Jazz,L,,98,104,21,33,L 1,Regular Season,2011-2012,
621,27,"Fri, Feb 17, 2012",@,GSW,Oklahoma City Thunder,L,,87,110,11,16,L 2,Regular Season,2011-2012,
609,15,"Fri, Jan 20, 2012",,GSW,Indiana Pacers,L,,91,94,5,10,L 2,Regular Season,2011-2012,
612,18,"Fri, Jan 27, 2012",,GSW,Oklahoma City Thunder,L,,109,120,6,12,L 1,Regular Season,2011-2012,
601,7,"Fri, Jan 6, 2012",@,GSW,Los Angeles Lakers,L,,90,97,2,5,L 4,Regular Season,2011-2012,
635,41,"Fri, Mar 16, 2012",,GSW,Milwaukee Bucks,L,,98,120,18,23,L 2,Regular Season,2011-2012,
627,33,"Fri, Mar 2, 2012",@,GSW,Philadelphia 76ers,L,,83,105,14,19,L 1,Regular Season,2011-2012,
644,50,"Fri, Mar 30, 2012",,GSW,New Jersey Nets,L,,100,102,20,30,L 4,Regular Season,2011-2012,
654,60,"Mon, Apr 16, 2012",,GSW,San Antonio Spurs,L,,99,120,22,38,L 5,Regular Season,2011-2012,
650,56,"Mon, Apr 9, 2012",@,GSW,Denver Nuggets,L,,84,123,22,34,L 1,Regular Season,2011-2012,
596,2,"Mon, Dec 26, 2011",,GSW,Chicago Bulls,W,,99,91,1,1,W 1,Regular Season,2011-2012,
619,25,"Mon, Feb 13, 2012",,GSW,Phoenix Suns,W,,102,96,11,14,W 3,Regular Season,2011-2012,
623,29,"Mon, Feb 20, 2012",,GSW,Los Angeles Clippers,W,,104,97,12,17,W 1,Regular Season,2011-2012,
599,5,"Mon, Jan 2, 2012",@,GSW,Phoenix Suns,L,,91,102,2,3,L 2,Regular Season,2011-2012,
610,16,"Mon, Jan 23, 2012",,GSW,Memphis Grizzlies,L,,90,91,5,11,L 3,Regular Season,2011-2012,
637,43,"Mon, Mar 19, 2012",,GSW,Minnesota Timberwolves,L,,93,97,18,25,L 4,Regular Season,2011-2012,
629,35,"Mon, Mar 5, 2012",@,GSW,Washington Wizards,W,,120,100,15,20,W 1,Regular Season,2011-2012,
653,59,"Sat, Apr 14, 2012",@,GSW,Los Angeles Clippers,L,,104,112,22,37,L 4,Regular Season,2011-2012,
657,63,"Sat, Apr 21, 2012",@,GSW,Houston Rockets,L,,96,99,22,41,L 8,Regular Season,2011-2012,
649,55,"Sat, Apr 7, 2012",,GSW,Denver Nuggets,W,,112,97,22,33,W 1,Regular Season,2011-2012,
598,4,"Sat, Dec 31, 2011",,GSW,Philadelphia 76ers,L,,79,107,2,2,L 1,Regular Season,2011-2012,
622,28,"Sat, Feb 18, 2012",@,GSW,Memphis Grizzlies,L,,103,104,11,17,L 3,Regular Season,2011-2012,
615,21,"Sat, Feb 4, 2012",@,GSW,Sacramento Kings,L,OT,106,114,8,13,L 1,Regular Season,2011-2012,
605,11,"Sat, Jan 14, 2012",@,GSW,Charlotte Bobcats,L,,100,112,3,8,L 2,Regular Season,2011-2012,
602,8,"Sat, Jan 7, 2012",,GSW,Utah Jazz,L,,87,88,2,6,L 5,Regular Season,2011-2012,
631,37,"Sat, Mar 10, 2012",,GSW,Dallas Mavericks,W,,111,87,16,21,W 1,Regular Season,2011-2012,
636,42,"Sat, Mar 17, 2012",@,GSW,Utah Jazz,L,OT,92,99,18,24,L 3,Regular Season,2011-2012,
640,46,"Sat, Mar 24, 2012",,GSW,Sacramento Kings,W,,111,108,20,26,W 1,Regular Season,2011-2012,
645,51,"Sun, Apr 1, 2012",@,GSW,Los Angeles Lakers,L,,112,120,20,31,L 5,Regular Season,2011-2012,
658,64,"Sun, Apr 22, 2012",@,GSW,Minnesota Timberwolves,W,,93,88,23,41,W 1,Regular Season,2011-2012,
595,1,"Sun, Dec 25, 2011",,GSW,Los Angeles Clippers,L,,86,105,0,1,L 1,Regular Season,2011-2012,
618,24,"Sun, Feb 12, 2012",,GSW,Houston Rockets,W,,106,97,10,14,W 2,Regular Season,2011-2012,
606,12,"Sun, Jan 15, 2012",@,GSW,Detroit Pistons,W,,99,91,4,8,W 1,Regular Season,2011-2012,
632,38,"Sun, Mar 11, 2012",@,GSW,Los Angeles Clippers,W,,97,93,17,21,W 2,Regular Season,2011-2012,
641,47,"Sun, Mar 25, 2012",@,GSW,Portland Trail Blazers,L,,87,90,20,27,L 1,Regular Season,2011-2012,
628,34,"Sun, Mar 4, 2012",@,GSW,Toronto Raptors,L,,75,83,14,20,L 2,Regular Season,2011-2012,
652,58,"Thu, Apr 12, 2012",,GSW,Dallas Mavericks,L,,103,112,22,36,L 3,Regular Season,2011-2012,
660,66,"Thu, Apr 26, 2012",,GSW,San Antonio Spurs,L,,101,107,23,43,L 2,Regular Season,2011-2012,
614,20,"Thu, Feb 2, 2012",,GSW,Utah Jazz,W,,119,101,8,12,W 2,Regular Season,2011-2012,
617,23,"Thu, Feb 9, 2012",@,GSW,Denver Nuggets,W,,109,101,9,14,W 1,Regular Season,2011-2012,
604,10,"Thu, Jan 12, 2012",,GSW,Orlando Magic,L,,109,117,3,7,L 1,Regular Season,2011-2012,
639,45,"Thu, Mar 22, 2012",@,GSW,Houston Rockets,L,,83,109,19,26,L 1,Regular Season,2011-2012,
659,65,"Tue, Apr 24, 2012",,GSW,New Orleans Hornets,L,,81,83,23,42,L 1,Regular Season,2011-2012,
646,52,"Tue, Apr 3, 2012",@,GSW,Memphis Grizzlies,L,,94,98,20,32,L 6,Regular Season,2011-2012,
625,31,"Tue, Feb 28, 2012",@,GSW,Indiana Pacers,L,,78,102,13,18,L 1,Regular Season,2011-2012,
616,22,"Tue, Feb 7, 2012",,GSW,Oklahoma City Thunder,L,,116,119,8,14,L 2,Regular Season,2011-2012,
603,9,"Tue, Jan 10, 2012",,GSW,Miami Heat,W,OT,111,106,3,6,W 1,Regular Season,2011-2012,
607,13,"Tue, Jan 17, 2012",@,GSW,Cleveland Cavaliers,W,,105,95,5,8,W 2,Regular Season,2011-2012,
613,19,"Tue, Jan 31, 2012",,GSW,Sacramento Kings,W,,93,90,7,12,W 1,Regular Season,2011-2012,
633,39,"Tue, Mar 13, 2012",@,GSW,Sacramento Kings,W,,115,89,18,21,W 3,Regular Season,2011-2012,
642,48,"Tue, Mar 27, 2012",,GSW,Los Angeles Lakers,L,,101,104,20,28,L 2,Regular Season,2011-2012,
651,57,"Wed, Apr 11, 2012",@,GSW,Portland Trail Blazers,L,,110,118,22,35,L 2,Regular Season,2011-2012,
655,61,"Wed, Apr 18, 2012",,GSW,Los Angeles Lakers,L,,87,99,22,39,L 6,Regular Season,2011-2012,
647,53,"Wed, Apr 4, 2012",@,GSW,Minnesota Timberwolves,W,,97,94,21,32,W 1,Regular Season,2011-2012,
597,3,"Wed, Dec 28, 2011",,GSW,New York Knicks,W,,92,78,2,1,W 2,Regular Season,2011-2012,
620,26,"Wed, Feb 15, 2012",,GSW,Portland Trail Blazers,L,,91,93,11,15,L 1,Regular Season,2011-2012,
624,30,"Wed, Feb 22, 2012",@,GSW,Phoenix Suns,W,,106,104,13,17,W 2,Regular Season,2011-2012,
626,32,"Wed, Feb 29, 2012",@,GSW,Atlanta Hawks,W,,85,82,14,18,W 1,Regular Season,2011-2012,
608,14,"Wed, Jan 18, 2012",@,GSW,New Jersey Nets,L,,100,107,5,9,L 1,Regular Season,2011-2012,
611,17,"Wed, Jan 25, 2012",,GSW,Portland Trail Blazers,W,,101,93,6,11,W 1,Regular Season,2011-2012,
600,6,"Wed, Jan 4, 2012",@,GSW,San Antonio Spurs,L,,95,101,2,4,L 3,Regular Season,2011-2012,
634,40,"Wed, Mar 14, 2012",,GSW,Boston Celtics,L,,103,105,18,22,L 1,Regular Season,2011-2012,
638,44,"Wed, Mar 21, 2012",@,GSW,New Orleans Hornets,W,,101,92,19,25,W 1,Regular Season,2011-2012,
643,49,"Wed, Mar 28, 2012",,GSW,New Orleans Hornets,L,,87,102,20,29,L 3,Regular Season,2011-2012,
630,36,"Wed, Mar 7, 2012",,GSW,Memphis Grizzlies,L,,92,110,15,21,L 1,Regular Season,2011-2012,
719,59,"Fri, Apr 13, 2012",,HOU,Phoenix Suns,L,,105,112,32,27,L 2,Regular Season,2011-2012,
715,55,"Fri, Apr 6, 2012",@,HOU,Los Angeles Lakers,W,,112,107,30,25,W 2,Regular Season,2011-2012,
663,3,"Fri, Dec 30, 2011",@,HOU,Memphis Grizzlies,L,,93,113,1,2,L 1,Regular Season,2011-2012,
691,31,"Fri, Feb 17, 2012",,HOU,Minnesota Timberwolves,L,,98,111,17,14,L 1,Regular Season,2011-2012,
683,23,"Fri, Feb 3, 2012",,HOU,Phoenix Suns,W,,99,81,13,10,W 1,Regular Season,2011-2012,
671,11,"Fri, Jan 13, 2012",,HOU,Sacramento Kings,W,,103,89,4,7,W 1,Regular Season,2011-2012,
679,19,"Fri, Jan 27, 2012",,HOU,Washington Wizards,W,,103,76,11,8,W 1,Regular Season,2011-2012,
667,7,"Fri, Jan 6, 2012",@,HOU,Oklahoma City Thunder,L,,94,109,2,5,L 3,Regular Season,2011-2012,
697,37,"Fri, Mar 2, 2012",,HOU,Denver Nuggets,L,,105,117,21,16,L 2,Regular Season,2011-2012,
712,52,"Fri, Mar 30, 2012",,HOU,Memphis Grizzlies,W,,98,89,28,24,W 1,Regular Season,2011-2012,
721,61,"Mon, Apr 16, 2012",,HOU,Denver Nuggets,L,,102,105,32,29,L 4,Regular Season,2011-2012,
714,54,"Mon, Apr 2, 2012",@,HOU,Chicago Bulls,W,,99,93,29,25,W 1,Regular Season,2011-2012,
717,57,"Mon, Apr 9, 2012",@,HOU,Portland Trail Blazers,W,,94,89,32,25,W 4,Regular Season,2011-2012,
661,1,"Mon, Dec 26, 2011",@,HOU,Orlando Magic,L,,95,104,0,1,L 1,Regular Season,2011-2012,
693,33,"Mon, Feb 20, 2012",,HOU,Memphis Grizzlies,W,,97,93,19,14,W 2,Regular Season,2011-2012,
685,25,"Mon, Feb 6, 2012",@,HOU,Denver Nuggets,W,,99,90,14,11,W 1,Regular Season,2011-2012,
673,13,"Mon, Jan 16, 2012",@,HOU,Washington Wizards,W,,114,106,6,7,W 3,Regular Season,2011-2012,
677,17,"Mon, Jan 23, 2012",@,HOU,Minnesota Timberwolves,W,,107,92,10,7,W 7,Regular Season,2011-2012,
681,21,"Mon, Jan 30, 2012",,HOU,Minnesota Timberwolves,L,,108,120,12,9,L 1,Regular Season,2011-2012,
710,50,"Mon, Mar 26, 2012",,HOU,Sacramento Kings,W,OT,113,106,27,23,W 1,Regular Season,2011-2012,
724,64,"Sat, Apr 21, 2012",,HOU,Golden State Warriors,W,,99,96,33,31,W 1,Regular Season,2011-2012,
664,4,"Sat, Dec 31, 2011",,HOU,Atlanta Hawks,W,,95,84,2,2,W 1,Regular Season,2011-2012,
684,24,"Sat, Feb 4, 2012",@,HOU,Minnesota Timberwolves,L,,91,100,13,11,L 1,Regular Season,2011-2012,
672,12,"Sat, Jan 14, 2012",,HOU,Portland Trail Blazers,W,OT,107,105,5,7,W 2,Regular Season,2011-2012,
676,16,"Sat, Jan 21, 2012",,HOU,San Antonio Spurs,W,,105,102,9,7,W 6,Regular Season,2011-2012,
680,20,"Sat, Jan 28, 2012",,HOU,New York Knicks,W,,97,84,12,8,W 2,Regular Season,2011-2012,
668,8,"Sat, Jan 7, 2012",,HOU,Oklahoma City Thunder,L,,95,98,2,6,L 4,Regular Season,2011-2012,
701,41,"Sat, Mar 10, 2012",@,HOU,New Jersey Nets,W,,112,106,22,19,W 1,Regular Season,2011-2012,
705,45,"Sat, Mar 17, 2012",@,HOU,Los Angeles Clippers,L,,91,95,24,21,L 1,Regular Season,2011-2012,
709,49,"Sat, Mar 24, 2012",,HOU,Dallas Mavericks,L,OT,99,101,26,23,L 1,Regular Season,2011-2012,
713,53,"Sun, Apr 1, 2012",,HOU,Indiana Pacers,L,OT,102,104,28,25,L 1,Regular Season,2011-2012,
720,60,"Sun, Apr 15, 2012",@,HOU,Denver Nuggets,L,,86,101,32,28,L 3,Regular Season,2011-2012,
725,65,"Sun, Apr 22, 2012",@,HOU,Miami Heat,L,,88,97,33,32,L 1,Regular Season,2011-2012,
716,56,"Sun, Apr 8, 2012",@,HOU,Sacramento Kings,W,,104,87,31,25,W 3,Regular Season,2011-2012,
688,28,"Sun, Feb 12, 2012",@,HOU,Golden State Warriors,L,,97,106,16,12,L 1,Regular Season,2011-2012,
692,32,"Sun, Feb 19, 2012",,HOU,Utah Jazz,W,,101,85,18,14,W 1,Regular Season,2011-2012,
702,42,"Sun, Mar 11, 2012",@,HOU,Cleveland Cavaliers,L,,107,118,22,20,L 1,Regular Season,2011-2012,
706,46,"Sun, Mar 18, 2012",@,HOU,Phoenix Suns,L,,86,99,24,22,L 2,Regular Season,2011-2012,
698,38,"Sun, Mar 4, 2012",,HOU,Los Angeles Clippers,L,OT,103,105,21,17,L 3,Regular Season,2011-2012,
723,63,"Thu, Apr 19, 2012",@,HOU,New Orleans Hornets,L,OT,99,105,32,31,L 6,Regular Season,2011-2012,
726,66,"Thu, Apr 26, 2012",,HOU,New Orleans Hornets,W,,84,77,34,32,W 1,Regular Season,2011-2012,
662,2,"Thu, Dec 29, 2011",,HOU,San Antonio Spurs,W,,105,85,1,1,W 1,Regular Season,2011-2012,
687,27,"Thu, Feb 9, 2012",@,HOU,Phoenix Suns,W,,96,89,16,11,W 3,Regular Season,2011-2012,
675,15,"Thu, Jan 19, 2012",,HOU,New Orleans Hornets,W,OT,90,88,8,7,W 5,Regular Season,2011-2012,
708,48,"Thu, Mar 22, 2012",,HOU,Golden State Warriors,W,,109,83,26,22,W 2,Regular Season,2011-2012,
689,29,"Tue, Feb 14, 2012",@,HOU,Memphis Grizzlies,L,,83,93,16,13,L 2,Regular Season,2011-2012,
695,35,"Tue, Feb 28, 2012",,HOU,Toronto Raptors,W,,88,85,21,14,W 4,Regular Season,2011-2012,
669,9,"Tue, Jan 10, 2012",@,HOU,Charlotte Bobcats,W,,82,70,3,6,W 1,Regular Season,2011-2012,
674,14,"Tue, Jan 17, 2012",,HOU,Detroit Pistons,W,,97,80,7,7,W 4,Regular Season,2011-2012,
665,5,"Tue, Jan 3, 2012",@,HOU,Los Angeles Lakers,L,,99,108,2,3,L 1,Regular Season,2011-2012,
703,43,"Tue, Mar 13, 2012",@,HOU,Oklahoma City Thunder,W,,104,103,23,20,W 1,Regular Season,2011-2012,
707,47,"Tue, Mar 20, 2012",,HOU,Los Angeles Lakers,W,,107,104,25,22,W 1,Regular Season,2011-2012,
711,51,"Tue, Mar 27, 2012",@,HOU,Dallas Mavericks,L,,81,90,27,24,L 1,Regular Season,2011-2012,
699,39,"Tue, Mar 6, 2012",@,HOU,Boston Celtics,L,OT,92,97,21,18,L 4,Regular Season,2011-2012,
718,58,"Wed, Apr 11, 2012",,HOU,Utah Jazz,L,,91,103,32,26,L 1,Regular Season,2011-2012,
722,62,"Wed, Apr 18, 2012",@,HOU,Dallas Mavericks,L,,110,117,32,30,L 5,Regular Season,2011-2012,
682,22,"Wed, Feb 1, 2012",@,HOU,San Antonio Spurs,L,,91,99,12,10,L 2,Regular Season,2011-2012,
690,30,"Wed, Feb 15, 2012",,HOU,Oklahoma City Thunder,W,,96,95,17,13,W 1,Regular Season,2011-2012,
694,34,"Wed, Feb 22, 2012",,HOU,Philadelphia 76ers,W,,93,87,20,14,W 3,Regular Season,2011-2012,
696,36,"Wed, Feb 29, 2012",@,HOU,Utah Jazz,L,,83,104,21,15,L 1,Regular Season,2011-2012,
686,26,"Wed, Feb 8, 2012",@,HOU,Portland Trail Blazers,W,,103,96,15,11,W 2,Regular Season,2011-2012,
670,10,"Wed, Jan 11, 2012",@,HOU,San Antonio Spurs,L,OT,95,101,3,7,L 1,Regular Season,2011-2012,
678,18,"Wed, Jan 25, 2012",,HOU,Milwaukee Bucks,L,,99,105,10,8,L 1,Regular Season,2011-2012,
666,6,"Wed, Jan 4, 2012",@,HOU,Los Angeles Clippers,L,,89,117,2,4,L 2,Regular Season,2011-2012,
704,44,"Wed, Mar 14, 2012",,HOU,Charlotte Bobcats,W,,107,87,24,20,W 2,Regular Season,2011-2012,
700,40,"Wed, Mar 7, 2012",@,HOU,Toronto Raptors,L,,98,116,21,19,L 5,Regular Season,2011-2012,
785,59,"Fri, Apr 13, 2012",,IND,Cleveland Cavaliers,W,,102,83,37,22,W 3,Regular Season,2011-2012,
781,55,"Fri, Apr 6, 2012",,IND,Oklahoma City Thunder,W,,103,98,34,21,W 4,Regular Season,2011-2012,
729,3,"Fri, Dec 30, 2011",,IND,Cleveland Cavaliers,W,OT,98,91,3,0,W 3,Regular Season,2011-2012,
752,26,"Fri, Feb 10, 2012",@,IND,Memphis Grizzlies,L,,92,98,17,9,L 2,Regular Season,2011-2012,
748,22,"Fri, Feb 3, 2012",@,IND,Dallas Mavericks,W,,98,87,16,6,W 4,Regular Season,2011-2012,
737,11,"Fri, Jan 13, 2012",@,IND,Toronto Raptors,W,,95,90,8,3,W 2,Regular Season,2011-2012,
740,14,"Fri, Jan 20, 2012",@,IND,Golden State Warriors,W,,94,91,10,4,W 1,Regular Season,2011-2012,
744,18,"Fri, Jan 27, 2012",@,IND,Boston Celtics,L,,87,94,12,6,L 1,Regular Season,2011-2012,
733,7,"Fri, Jan 6, 2012",@,IND,Boston Celtics,W,,87,74,5,2,W 1,Regular Season,2011-2012,
768,42,"Fri, Mar 16, 2012",@,IND,New York Knicks,L,,100,115,25,17,L 1,Regular Season,2011-2012,
772,46,"Fri, Mar 23, 2012",,IND,Phoenix Suns,L,,111,113,27,19,L 1,Regular Season,2011-2012,
787,61,"Mon, Apr 16, 2012",,IND,Minnesota Timberwolves,W,,111,88,39,22,W 5,Regular Season,2011-2012,
791,65,"Mon, Apr 23, 2012",,IND,Detroit Pistons,W,,103,97,42,23,W 1,Regular Season,2011-2012,
792,2,"Mon, Apr 30, 2012",,IND,Orlando Magic,W,,93,78,1,1,W 1,Playoffs,2011-2012,
783,57,"Mon, Apr 9, 2012",,IND,Toronto Raptors,W,,103,98,35,22,W 1,Regular Season,2011-2012,
727,1,"Mon, Dec 26, 2011",,IND,Detroit Pistons,W,,91,79,1,0,W 1,Regular Season,2011-2012,
731,5,"Mon, Jan 2, 2012",@,IND,New Jersey Nets,W,,108,94,4,1,W 1,Regular Season,2011-2012,
735,9,"Mon, Jan 9, 2012",@,IND,Philadelphia 76ers,L,,86,96,6,3,L 1,Regular Season,2011-2012,
774,48,"Mon, Mar 26, 2012",,IND,Miami Heat,W,,105,90,29,19,W 2,Regular Season,2011-2012,
762,36,"Mon, Mar 5, 2012",@,IND,Chicago Bulls,L,,72,92,23,13,L 1,Regular Season,2011-2012,
786,60,"Sat, Apr 14, 2012",@,IND,Milwaukee Bucks,W,,105,99,38,22,W 4,Regular Season,2011-2012,
790,64,"Sat, Apr 21, 2012",,IND,Philadelphia 76ers,L,OT,106,109,41,23,L 1,Regular Season,2011-2012,
791,1,"Sat, Apr 28, 2012",,IND,Orlando Magic,L,,77,81,0,1,L 1,Playoffs,2011-2012,
782,56,"Sat, Apr 7, 2012",,IND,Boston Celtics,L,,72,86,34,22,L 1,Regular Season,2011-2012,
730,4,"Sat, Dec 31, 2011",@,IND,Detroit Pistons,L,,88,96,3,1,L 1,Regular Season,2011-2012,
753,27,"Sat, Feb 11, 2012",,IND,Denver Nuggets,L,,109,113,17,10,L 3,Regular Season,2011-2012,
749,23,"Sat, Feb 4, 2012",,IND,Orlando Magic,L,,81,85,16,7,L 1,Regular Season,2011-2012,
738,12,"Sat, Jan 14, 2012",,IND,Boston Celtics,W,,97,83,9,3,W 3,Regular Season,2011-2012,
734,8,"Sat, Jan 7, 2012",,IND,Charlotte Bobcats,W,,99,77,6,2,W 2,Regular Season,2011-2012,
764,38,"Sat, Mar 10, 2012",@,IND,Miami Heat,L,OT,91,93,23,15,L 3,Regular Season,2011-2012,
769,43,"Sat, Mar 17, 2012",,IND,New York Knicks,L,,88,102,25,18,L 2,Regular Season,2011-2012,
773,47,"Sat, Mar 24, 2012",@,IND,Milwaukee Bucks,W,,125,104,28,19,W 1,Regular Season,2011-2012,
761,35,"Sat, Mar 3, 2012",@,IND,New Orleans Hornets,W,,102,84,23,12,W 6,Regular Season,2011-2012,
777,51,"Sat, Mar 31, 2012",@,IND,San Antonio Spurs,L,,103,112,30,21,L 1,Regular Season,2011-2012,
778,4,"Sat, May 5, 2012",@,IND,Orlando Magic,W,OT,101,99,3,1,W 3,Playoffs,2011-2012,
778,52,"Sun, Apr 1, 2012",@,IND,Houston Rockets,W,OT,104,102,31,21,W 1,Regular Season,2011-2012,
757,31,"Sun, Feb 19, 2012",,IND,Charlotte Bobcats,W,,108,73,19,12,W 2,Regular Season,2011-2012,
741,15,"Sun, Jan 22, 2012",@,IND,Los Angeles Lakers,W,,98,96,11,4,W 2,Regular Season,2011-2012,
745,19,"Sun, Jan 29, 2012",@,IND,Orlando Magic,W,,106,85,13,6,W 1,Regular Season,2011-2012,
765,39,"Sun, Mar 11, 2012",@,IND,Orlando Magic,L,,94,107,23,16,L 4,Regular Season,2011-2012,
766,6,"Sun, May 13, 2012",@,IND,Miami Heat,L,,86,95,4,2,L 1,Playoffs,2011-2012,
767,9,"Sun, May 20, 2012",,IND,Miami Heat,L,,93,101,6,3,L 1,Playoffs,2011-2012,
789,63,"Thu, Apr 19, 2012",,IND,Milwaukee Bucks,W,,118,109,41,22,W 7,Regular Season,2011-2012,
756,30,"Thu, Feb 16, 2012",,IND,New Jersey Nets,W,,93,88,18,12,W 1,Regular Season,2011-2012,
771,45,"Thu, Mar 22, 2012",@,IND,Washington Wizards,W,,85,83,27,18,W 2,Regular Season,2011-2012,
776,50,"Thu, Mar 29, 2012",,IND,Washington Wizards,W,,93,89,30,20,W 1,Regular Season,2011-2012,
777,8,"Thu, May 17, 2012",,IND,Miami Heat,W,,94,75,6,2,W 2,Playoffs,2011-2012,
778,11,"Thu, May 24, 2012",,IND,Miami Heat,L,,93,105,6,5,L 3,Playoffs,2011-2012,
788,62,"Tue, Apr 17, 2012",@,IND,Philadelphia 76ers,W,,102,97,40,22,W 6,Regular Season,2011-2012,
779,53,"Tue, Apr 3, 2012",,IND,New York Knicks,W,,112,104,32,21,W 2,Regular Season,2011-2012,
754,28,"Tue, Feb 14, 2012",,IND,Miami Heat,L,,90,105,17,11,L 4,Regular Season,2011-2012,
758,32,"Tue, Feb 21, 2012",,IND,New Orleans Hornets,W,OT,117,108,20,12,W 3,Regular Season,2011-2012,
760,34,"Tue, Feb 28, 2012",,IND,Golden State Warriors,W,,102,78,22,12,W 5,Regular Season,2011-2012,
750,24,"Tue, Feb 7, 2012",,IND,Utah Jazz,W,,104,99,17,7,W 1,Regular Season,2011-2012,
742,16,"Tue, Jan 24, 2012",,IND,Orlando Magic,L,,83,102,11,5,L 1,Regular Season,2011-2012,
746,20,"Tue, Jan 31, 2012",,IND,New Jersey Nets,W,,106,99,14,6,W 2,Regular Season,2011-2012,
766,40,"Tue, Mar 13, 2012",,IND,Portland Trail Blazers,W,,92,75,24,16,W 1,Regular Season,2011-2012,
770,44,"Tue, Mar 20, 2012",,IND,Los Angeles Clippers,W,,102,89,26,18,W 1,Regular Season,2011-2012,
763,37,"Tue, Mar 6, 2012",,IND,Atlanta Hawks,L,,96,101,23,14,L 2,Regular Season,2011-2012,
764,7,"Tue, May 15, 2012",@,IND,Miami Heat,W,,78,75,5,2,W 1,Playoffs,2011-2012,
765,10,"Tue, May 22, 2012",@,IND,Miami Heat,L,,83,115,6,4,L 2,Playoffs,2011-2012,
766,5,"Tue, May 8, 2012",,IND,Orlando Magic,W,,105,87,4,1,W 4,Playoffs,2011-2012,
784,58,"Wed, Apr 11, 2012",@,IND,Cleveland Cavaliers,W,OT,104,98,36,22,W 2,Regular Season,2011-2012,
