Game_ID_2012,Team_Game_ID,Date,Location,TeamCode,Opponent,Result,Overtime,Team,Opponent,Wins,Losses,Streak,Season_Type,Season,Notes
1103,47,"Fri, Mar 23, 2012",@,MIL,Charlotte Bobcats,W,,112,92,22,25,W 1,Regular Season,2011-2012,
1107,51,"Fri, Mar 30, 2012",@,MIL,Cleveland Cavaliers,W,,121,84,24,27,W 2,Regular Season,2011-2012,
1096,40,"Fri, Mar 9, 2012",,MIL,New York Knicks,W,,119,114,16,24,W 1,Regular Season,2011-2012,
1109,53,"Mon, Apr 2, 2012",@,MIL,Washington Wizards,W,,112,98,25,28,W 1,Regular Season,2011-2012,
1120,64,"Mon, Apr 23, 2012",,MIL,Toronto Raptors,W,,92,86,31,33,W 2,Regular Season,2011-2012,
1113,57,"Mon, Apr 9, 2012",,MIL,Oklahoma City Thunder,L,,89,109,28,29,L 1,Regular Season,2011-2012,
1057,1,"Mon, Dec 26, 2011",@,MIL,Charlotte Bobcats,L,,95,96,0,1,L 1,Regular Season,2011-2012,
1084,28,"Mon, Feb 13, 2012",,MIL,Miami Heat,L,,96,114,12,16,L 2,Regular Season,2011-2012,
1088,32,"Mon, Feb 20, 2012",,MIL,Orlando Magic,L,,90,93,13,19,L 1,Regular Season,2011-2012,
1068,12,"Mon, Jan 16, 2012",@,MIL,Philadelphia 76ers,L,,82,94,4,8,L 2,Regular Season,2011-2012,
1060,4,"Mon, Jan 2, 2012",@,MIL,Denver Nuggets,L,,86,91,2,2,L 1,Regular Season,2011-2012,
1072,16,"Mon, Jan 23, 2012",,MIL,Atlanta Hawks,L,,92,97,6,10,L 1,Regular Season,2011-2012,
1076,20,"Mon, Jan 30, 2012",,MIL,Detroit Pistons,W,,103,82,9,11,W 2,Regular Season,2011-2012,
1098,42,"Mon, Mar 12, 2012",@,MIL,New Jersey Nets,W,,105,99,18,24,W 3,Regular Season,2011-2012,
1105,49,"Mon, Mar 26, 2012",@,MIL,New York Knicks,L,,80,89,22,27,L 2,Regular Season,2011-2012,
1094,38,"Mon, Mar 5, 2012",,MIL,Philadelphia 76ers,W,,97,93,15,23,W 1,Regular Season,2011-2012,
1116,60,"Sat, Apr 14, 2012",,MIL,Indiana Pacers,L,,99,105,29,31,L 1,Regular Season,2011-2012,
1119,63,"Sat, Apr 21, 2012",,MIL,New Jersey Nets,W,,106,95,30,33,W 1,Regular Season,2011-2012,
1112,56,"Sat, Apr 7, 2012",,MIL,Portland Trail Blazers,W,,116,94,28,28,W 4,Regular Season,2011-2012,
1083,27,"Sat, Feb 11, 2012",,MIL,Orlando Magic,L,,94,99,12,15,L 1,Regular Season,2011-2012,
1079,23,"Sat, Feb 4, 2012",,MIL,Chicago Bulls,L,,90,113,10,13,L 2,Regular Season,2011-2012,
1075,19,"Sat, Jan 28, 2012",,MIL,Los Angeles Lakers,W,,100,89,8,11,W 1,Regular Season,2011-2012,
1063,7,"Sat, Jan 7, 2012",@,MIL,Los Angeles Clippers,L,,86,92,2,5,L 4,Regular Season,2011-2012,
1104,48,"Sat, Mar 24, 2012",,MIL,Indiana Pacers,L,,104,125,22,26,L 1,Regular Season,2011-2012,
1093,37,"Sat, Mar 3, 2012",@,MIL,Orlando Magic,L,,98,114,14,23,L 3,Regular Season,2011-2012,
1108,52,"Sat, Mar 31, 2012",,MIL,Memphis Grizzlies,L,,95,99,24,28,L 1,Regular Season,2011-2012,
1087,31,"Sun, Feb 19, 2012",@,MIL,New Jersey Nets,W,,92,85,13,18,W 1,Regular Season,2011-2012,
1071,15,"Sun, Jan 22, 2012",@,MIL,Miami Heat,W,,91,82,6,9,W 2,Regular Season,2011-2012,
1064,8,"Sun, Jan 8, 2012",@,MIL,Phoenix Suns,L,,93,109,2,6,L 5,Regular Season,2011-2012,
1097,41,"Sun, Mar 11, 2012",@,MIL,Toronto Raptors,W,,105,99,17,24,W 2,Regular Season,2011-2012,
1118,62,"Thu, Apr 19, 2012",@,MIL,Indiana Pacers,L,,109,118,29,33,L 3,Regular Season,2011-2012,
1122,66,"Thu, Apr 26, 2012",@,MIL,Boston Celtics,L,,74,87,31,35,L 2,Regular Season,2011-2012,
1066,10,"Thu, Jan 12, 2012",,MIL,Detroit Pistons,W,,102,93,4,6,W 2,Regular Season,2011-2012,
1062,6,"Thu, Jan 5, 2012",@,MIL,Sacramento Kings,L,,100,103,2,4,L 3,Regular Season,2011-2012,
1102,46,"Thu, Mar 22, 2012",,MIL,Boston Celtics,L,,91,100,21,25,L 1,Regular Season,2011-2012,
1058,2,"Tue, Dec 27, 2011",,MIL,Minnesota Timberwolves,W,,98,95,1,1,W 1,Regular Season,2011-2012,
1090,34,"Tue, Feb 28, 2012",,MIL,Washington Wizards,W,,119,118,14,20,W 1,Regular Season,2011-2012,
1080,24,"Tue, Feb 7, 2012",,MIL,Phoenix Suns,L,,105,107,10,14,L 3,Regular Season,2011-2012,
1065,9,"Tue, Jan 10, 2012",,MIL,San Antonio Spurs,W,,106,103,3,6,W 1,Regular Season,2011-2012,
1069,13,"Tue, Jan 17, 2012",,MIL,Denver Nuggets,L,,95,105,4,9,L 3,Regular Season,2011-2012,
1061,5,"Tue, Jan 3, 2012",@,MIL,Utah Jazz,L,,73,85,2,3,L 2,Regular Season,2011-2012,
1101,45,"Tue, Mar 20, 2012",@,MIL,Portland Trail Blazers,W,,116,87,21,24,W 6,Regular Season,2011-2012,
1106,50,"Tue, Mar 27, 2012",,MIL,Atlanta Hawks,W,,108,101,23,27,W 1,Regular Season,2011-2012,
1114,58,"Wed, Apr 11, 2012",,MIL,New York Knicks,L,,107,111,28,30,L 2,Regular Season,2011-2012,
1117,61,"Wed, Apr 18, 2012",@,MIL,Washington Wizards,L,,112,121,29,32,L 2,Regular Season,2011-2012,
1121,65,"Wed, Apr 25, 2012",,MIL,Philadelphia 76ers,L,,85,90,31,34,L 1,Regular Season,2011-2012,
1110,54,"Wed, Apr 4, 2012",,MIL,Cleveland Cavaliers,W,,107,98,26,28,W 2,Regular Season,2011-2012,
1077,21,"Wed, Feb 1, 2012",,MIL,Miami Heat,W,,105,97,10,11,W 3,Regular Season,2011-2012,
1085,29,"Wed, Feb 15, 2012",,MIL,New Orleans Hornets,L,,89,92,12,17,L 3,Regular Season,2011-2012,
1089,33,"Wed, Feb 22, 2012",@,MIL,Chicago Bulls,L,,91,110,13,20,L 2,Regular Season,2011-2012,
1091,35,"Wed, Feb 29, 2012",@,MIL,Boston Celtics,L,,96,102,14,21,L 1,Regular Season,2011-2012,
1081,25,"Wed, Feb 8, 2012",@,MIL,Toronto Raptors,W,,105,99,11,14,W 1,Regular Season,2011-2012,
1073,17,"Wed, Jan 25, 2012",@,MIL,Houston Rockets,W,,105,99,7,10,W 1,Regular Season,2011-2012,
1099,43,"Wed, Mar 14, 2012",,MIL,Cleveland Cavaliers,W,,115,105,19,24,W 4,Regular Season,2011-2012,
1095,39,"Wed, Mar 7, 2012",,MIL,Chicago Bulls,L,,104,106,15,24,L 1,Regular Season,2011-2012,
1125,3,"Fri, Dec 30, 2011",,MIN,Miami Heat,L,,101,103,0,3,L 3,Regular Season,2011-2012,
1149,27,"Fri, Feb 10, 2012",,MIN,Dallas Mavericks,L,,97,104,13,14,L 2,Regular Season,2011-2012,
1153,31,"Fri, Feb 17, 2012",@,MIN,Houston Rockets,W,,111,98,15,16,W 2,Regular Season,2011-2012,
1145,23,"Fri, Feb 3, 2012",@,MIN,New Jersey Nets,W,,108,105,11,12,W 1,Regular Season,2011-2012,
1133,11,"Fri, Jan 13, 2012",@,MIN,New Orleans Hornets,W,,87,80,4,7,W 1,Regular Season,2011-2012,
1137,15,"Fri, Jan 20, 2012",@,MIN,Los Angeles Clippers,W,,101,98,7,8,W 3,Regular Season,2011-2012,
1141,19,"Fri, Jan 27, 2012",,MIN,San Antonio Spurs,W,,87,79,9,10,W 2,Regular Season,2011-2012,
1129,7,"Fri, Jan 6, 2012",,MIN,Cleveland Cavaliers,L,,87,98,2,5,L 2,Regular Season,2011-2012,
1167,45,"Fri, Mar 16, 2012",@,MIN,Los Angeles Lakers,L,,92,97,22,23,L 2,Regular Season,2011-2012,
1171,49,"Fri, Mar 23, 2012",@,MIN,Oklahoma City Thunder,L,2OT,140,149,23,26,L 2,Regular Season,2011-2012,
1175,53,"Fri, Mar 30, 2012",,MIN,Boston Celtics,L,,79,100,25,28,L 1,Regular Season,2011-2012,
1163,41,"Fri, Mar 9, 2012",,MIN,Los Angeles Lakers,L,,102,105,21,20,L 1,Regular Season,2011-2012,
1184,62,"Mon, Apr 16, 2012",@,MIN,Indiana Pacers,L,,88,111,25,37,L 10,Regular Season,2011-2012,
1177,55,"Mon, Apr 2, 2012",@,MIN,Sacramento Kings,L,,108,116,25,30,L 3,Regular Season,2011-2012,
1180,58,"Mon, Apr 9, 2012",,MIN,Phoenix Suns,L,,90,114,25,33,L 6,Regular Season,2011-2012,
1123,1,"Mon, Dec 26, 2011",,MIN,Oklahoma City Thunder,L,,100,104,0,1,L 1,Regular Season,2011-2012,
1151,29,"Mon, Feb 13, 2012",@,MIN,Orlando Magic,L,,89,102,13,16,L 4,Regular Season,2011-2012,
1155,33,"Mon, Feb 20, 2012",@,MIN,Denver Nuggets,L,OT,101,103,16,17,L 1,Regular Season,2011-2012,
1135,13,"Mon, Jan 16, 2012",,MIN,Sacramento Kings,W,,99,86,5,8,W 1,Regular Season,2011-2012,
1127,5,"Mon, Jan 2, 2012",,MIN,San Antonio Spurs,W,,106,96,2,3,W 2,Regular Season,2011-2012,
1139,17,"Mon, Jan 23, 2012",,MIN,Houston Rockets,L,,92,107,7,10,L 2,Regular Season,2011-2012,
1143,21,"Mon, Jan 30, 2012",@,MIN,Houston Rockets,W,,120,108,10,11,W 1,Regular Season,2011-2012,
1131,9,"Mon, Jan 9, 2012",@,MIN,Toronto Raptors,L,,87,97,3,6,L 1,Regular Season,2011-2012,
1165,43,"Mon, Mar 12, 2012",@,MIN,Phoenix Suns,W,,127,124,22,21,W 1,Regular Season,2011-2012,
1169,47,"Mon, Mar 19, 2012",@,MIN,Golden State Warriors,W,,97,93,23,24,W 1,Regular Season,2011-2012,
1161,39,"Mon, Mar 5, 2012",,MIN,Los Angeles Clippers,W,,95,94,20,19,W 2,Regular Season,2011-2012,
1183,61,"Sat, Apr 14, 2012",,MIN,Oklahoma City Thunder,L,,110,115,25,36,L 9,Regular Season,2011-2012,
1179,57,"Sat, Apr 7, 2012",@,MIN,New Orleans Hornets,L,,90,99,25,32,L 5,Regular Season,2011-2012,
1150,28,"Sat, Feb 11, 2012",,MIN,New York Knicks,L,,98,100,13,15,L 3,Regular Season,2011-2012,
1146,24,"Sat, Feb 4, 2012",,MIN,Houston Rockets,W,,100,91,12,12,W 2,Regular Season,2011-2012,
1134,12,"Sat, Jan 14, 2012",@,MIN,Atlanta Hawks,L,,91,93,4,8,L 1,Regular Season,2011-2012,
1138,16,"Sat, Jan 21, 2012",@,MIN,Utah Jazz,L,,98,108,7,9,L 1,Regular Season,2011-2012,
1164,42,"Sat, Mar 10, 2012",,MIN,New Orleans Hornets,L,,89,95,21,21,L 2,Regular Season,2011-2012,
1160,38,"Sat, Mar 3, 2012",@,MIN,Portland Trail Blazers,W,,122,110,19,19,W 1,Regular Season,2011-2012,
1176,54,"Sun, Apr 1, 2012",@,MIN,Portland Trail Blazers,L,,106,119,25,29,L 2,Regular Season,2011-2012,
1187,65,"Sun, Apr 22, 2012",,MIN,Golden State Warriors,L,,88,93,26,39,L 1,Regular Season,2011-2012,
1154,32,"Sun, Feb 19, 2012",,MIN,Philadelphia 76ers,W,,92,91,16,16,W 3,Regular Season,2011-2012,
1126,4,"Sun, Jan 1, 2012",,MIN,Dallas Mavericks,W,,99,82,1,3,W 1,Regular Season,2011-2012,
1142,20,"Sun, Jan 29, 2012",,MIN,Los Angeles Lakers,L,,101,106,9,11,L 1,Regular Season,2011-2012,
1130,8,"Sun, Jan 8, 2012",@,MIN,Washington Wizards,W,,93,72,3,5,W 1,Regular Season,2011-2012,
1168,46,"Sun, Mar 18, 2012",@,MIN,Sacramento Kings,L,,99,115,22,24,L 3,Regular Season,2011-2012,
1172,50,"Sun, Mar 25, 2012",,MIN,Denver Nuggets,W,,117,100,24,26,W 1,Regular Season,2011-2012,
1182,60,"Thu, Apr 12, 2012",,MIN,Los Angeles Clippers,L,,82,95,25,35,L 8,Regular Season,2011-2012,
1186,64,"Thu, Apr 19, 2012",@,MIN,Detroit Pistons,W,,91,80,26,38,W 1,Regular Season,2011-2012,
1188,66,"Thu, Apr 26, 2012",,MIN,Denver Nuggets,L,,102,131,26,40,L 2,Regular Season,2011-2012,
1159,37,"Thu, Mar 1, 2012",@,MIN,Phoenix Suns,L,,95,104,18,19,L 2,Regular Season,2011-2012,
1166,44,"Thu, Mar 15, 2012",@,MIN,Utah Jazz,L,OT,105,111,22,22,L 1,Regular Season,2011-2012,
1185,63,"Tue, Apr 17, 2012",,MIN,Memphis Grizzlies,L,,84,91,25,38,L 11,Regular Season,2011-2012,
1124,2,"Tue, Dec 27, 2011",@,MIN,Milwaukee Bucks,L,,95,98,0,2,L 2,Regular Season,2011-2012,
1157,35,"Tue, Feb 28, 2012",@,MIN,Los Angeles Clippers,W,,109,97,18,17,W 2,Regular Season,2011-2012,
1147,25,"Tue, Feb 7, 2012",,MIN,Sacramento Kings,W,,86,84,13,12,W 3,Regular Season,2011-2012,
1132,10,"Tue, Jan 10, 2012",,MIN,Chicago Bulls,L,,100,111,3,7,L 2,Regular Season,2011-2012,
1173,51,"Tue, Mar 27, 2012",@,MIN,Memphis Grizzlies,L,,86,93,24,27,L 1,Regular Season,2011-2012,
1181,59,"Wed, Apr 11, 2012",@,MIN,Denver Nuggets,L,,107,113,25,34,L 7,Regular Season,2011-2012,
1178,56,"Wed, Apr 4, 2012",,MIN,Golden State Warriors,L,,94,97,25,31,L 4,Regular Season,2011-2012,
1144,22,"Wed, Feb 1, 2012",,MIN,Indiana Pacers,L,,99,109,10,12,L 1,Regular Season,2011-2012,
1152,30,"Wed, Feb 15, 2012",,MIN,Charlotte Bobcats,W,,102,90,14,16,W 1,Regular Season,2011-2012,
1156,34,"Wed, Feb 22, 2012",,MIN,Utah Jazz,W,,100,98,17,17,W 1,Regular Season,2011-2012,
1158,36,"Wed, Feb 29, 2012",@,MIN,Los Angeles Lakers,L,,85,104,18,18,L 1,Regular Season,2011-2012,
1148,26,"Wed, Feb 8, 2012",@,MIN,Memphis Grizzlies,L,,80,85,13,13,L 1,Regular Season,2011-2012,
1136,14,"Wed, Jan 18, 2012",,MIN,Detroit Pistons,W,,93,85,6,8,W 2,Regular Season,2011-2012,
1140,18,"Wed, Jan 25, 2012",@,MIN,Dallas Mavericks,W,,105,90,8,10,W 1,Regular Season,2011-2012,
1128,6,"Wed, Jan 4, 2012",,MIN,Memphis Grizzlies,L,,86,90,2,4,L 1,Regular Season,2011-2012,
1170,48,"Wed, Mar 21, 2012",@,MIN,San Antonio Spurs,L,,100,116,23,25,L 1,Regular Season,2011-2012,
1174,52,"Wed, Mar 28, 2012",@,MIN,Charlotte Bobcats,W,,88,83,25,27,W 1,Regular Season,2011-2012,
1162,40,"Wed, Mar 7, 2012",,MIN,Portland Trail Blazers,W,,106,94,21,19,W 3,Regular Season,2011-2012,
192,60,"Fri, Apr 13, 2012",@,NJN,Philadelphia 76ers,W,,95,89,22,38,W 1,Regular Season,2011-2012,
189,57,"Fri, Apr 6, 2012",,NJN,Washington Wizards,W,,110,98,20,37,W 1,Regular Season,2011-2012,
136,4,"Fri, Dec 30, 2011",@,NJN,Atlanta Hawks,L,,98,105,1,3,L 3,Regular Season,2011-2012,
160,28,"Fri, Feb 10, 2012",@,NJN,Detroit Pistons,L,,92,109,8,20,L 5,Regular Season,2011-2012,
156,24,"Fri, Feb 3, 2012",,NJN,Minnesota Timberwolves,L,,105,108,8,16,L 1,Regular Season,2011-2012,
144,12,"Fri, Jan 13, 2012",@,NJN,Phoenix Suns,W,,110,103,3,9,W 1,Regular Season,2011-2012,
152,20,"Fri, Jan 27, 2012",@,NJN,Cleveland Cavaliers,W,,99,96,7,13,W 2,Regular Season,2011-2012,
140,8,"Fri, Jan 6, 2012",@,NJN,Toronto Raptors,W,,97,85,2,6,W 1,Regular Season,2011-2012,
177,45,"Fri, Mar 16, 2012",@,NJN,Orlando Magic,L,,70,86,15,30,L 1,Regular Season,2011-2012,
169,37,"Fri, Mar 2, 2012",@,NJN,Boston Celtics,L,,94,107,11,26,L 1,Regular Season,2011-2012,
181,49,"Fri, Mar 23, 2012",@,NJN,Atlanta Hawks,L,,84,93,15,34,L 5,Regular Season,2011-2012,
185,53,"Fri, Mar 30, 2012",@,NJN,Golden State Warriors,W,,102,100,18,35,W 2,Regular Season,2011-2012,
173,41,"Fri, Mar 9, 2012",@,NJN,Charlotte Bobcats,W,,83,74,14,27,W 2,Regular Season,2011-2012,
194,62,"Mon, Apr 16, 2012",,NJN,Miami Heat,L,,98,101,22,40,L 2,Regular Season,2011-2012,
197,65,"Mon, Apr 23, 2012",,NJN,Philadelphia 76ers,L,,87,105,22,43,L 5,Regular Season,2011-2012,
133,1,"Mon, Dec 26, 2011",@,NJN,Washington Wizards,W,,90,84,1,0,W 1,Regular Season,2011-2012,
166,34,"Mon, Feb 20, 2012",@,NJN,New York Knicks,W,,100,92,10,24,W 1,Regular Season,2011-2012,
158,26,"Mon, Feb 6, 2012",,NJN,Chicago Bulls,L,,87,108,8,18,L 3,Regular Season,2011-2012,
146,14,"Mon, Jan 16, 2012",@,NJN,Los Angeles Clippers,L,,91,101,3,11,L 2,Regular Season,2011-2012,
138,6,"Mon, Jan 2, 2012",,NJN,Indiana Pacers,L,,94,108,1,5,L 5,Regular Season,2011-2012,
150,18,"Mon, Jan 23, 2012",@,NJN,Chicago Bulls,L,,95,110,5,13,L 1,Regular Season,2011-2012,
142,10,"Mon, Jan 9, 2012",,NJN,Atlanta Hawks,L,,101,106,2,8,L 2,Regular Season,2011-2012,
175,43,"Mon, Mar 12, 2012",,NJN,Milwaukee Bucks,L,,99,105,14,29,L 2,Regular Season,2011-2012,
179,47,"Mon, Mar 19, 2012",,NJN,Cleveland Cavaliers,L,,100,105,15,32,L 3,Regular Season,2011-2012,
183,51,"Mon, Mar 26, 2012",,NJN,Utah Jazz,L,,84,105,16,35,L 1,Regular Season,2011-2012,
193,61,"Sat, Apr 14, 2012",,NJN,Boston Celtics,L,,82,94,22,39,L 1,Regular Season,2011-2012,
196,64,"Sat, Apr 21, 2012",@,NJN,Milwaukee Bucks,L,,95,106,22,42,L 4,Regular Season,2011-2012,
161,29,"Sat, Feb 11, 2012",,NJN,San Antonio Spurs,L,,89,103,8,21,L 6,Regular Season,2011-2012,
164,32,"Sat, Feb 18, 2012",@,NJN,Chicago Bulls,W,,97,85,9,23,W 1,Regular Season,2011-2012,
157,25,"Sat, Feb 4, 2012",@,NJN,New York Knicks,L,,92,99,8,17,L 2,Regular Season,2011-2012,
145,13,"Sat, Jan 14, 2012",@,NJN,Utah Jazz,L,,94,107,3,10,L 1,Regular Season,2011-2012,
148,16,"Sat, Jan 21, 2012",,NJN,Oklahoma City Thunder,L,,74,84,4,12,L 1,Regular Season,2011-2012,
141,9,"Sat, Jan 7, 2012",,NJN,Miami Heat,L,,90,101,2,7,L 1,Regular Season,2011-2012,
174,42,"Sat, Mar 10, 2012",,NJN,Houston Rockets,L,,106,112,14,28,L 1,Regular Season,2011-2012,
178,46,"Sat, Mar 17, 2012",,NJN,New Orleans Hornets,L,,94,102,15,31,L 2,Regular Season,2011-2012,
182,50,"Sat, Mar 24, 2012",,NJN,Charlotte Bobcats,W,,102,89,16,34,W 1,Regular Season,2011-2012,
186,54,"Sat, Mar 31, 2012",@,NJN,Sacramento Kings,W,,111,99,19,35,W 3,Regular Season,2011-2012,
190,58,"Sun, Apr 8, 2012",,NJN,Cleveland Cavaliers,W,OT,122,117,21,37,W 2,Regular Season,2011-2012,
165,33,"Sun, Feb 19, 2012",,NJN,Milwaukee Bucks,L,,85,92,9,24,L 1,Regular Season,2011-2012,
137,5,"Sun, Jan 1, 2012",@,NJN,Cleveland Cavaliers,L,,82,98,1,4,L 4,Regular Season,2011-2012,
149,17,"Sun, Jan 22, 2012",,NJN,Charlotte Bobcats,W,,97,87,5,12,W 1,Regular Season,2011-2012,
153,21,"Sun, Jan 29, 2012",,NJN,Toronto Raptors,L,,73,94,7,14,L 1,Regular Season,2011-2012,
170,38,"Sun, Mar 4, 2012",@,NJN,Charlotte Bobcats,W,,104,101,12,26,W 1,Regular Season,2011-2012,
198,66,"Thu, Apr 26, 2012",@,NJN,Toronto Raptors,L,,67,98,22,44,L 6,Regular Season,2011-2012,
135,3,"Thu, Dec 29, 2011",@,NJN,Orlando Magic,L,,78,94,1,2,L 2,Regular Season,2011-2012,
163,31,"Thu, Feb 16, 2012",@,NJN,Indiana Pacers,L,,88,93,8,23,L 8,Regular Season,2011-2012,
191,59,"Tue, Apr 10, 2012",,NJN,Philadelphia 76ers,L,,88,107,21,38,L 1,Regular Season,2011-2012,
187,55,"Tue, Apr 3, 2012",@,NJN,Los Angeles Lakers,L,,87,91,19,36,L 1,Regular Season,2011-2012,
134,2,"Tue, Dec 27, 2011",,NJN,Atlanta Hawks,L,,70,106,1,1,L 1,Regular Season,2011-2012,
168,36,"Tue, Feb 28, 2012",@,NJN,Dallas Mavericks,W,,93,92,11,25,W 1,Regular Season,2011-2012,
154,22,"Tue, Jan 31, 2012",@,NJN,Indiana Pacers,L,,99,106,7,15,L 2,Regular Season,2011-2012,
171,39,"Tue, Mar 6, 2012",@,NJN,Miami Heat,L,,78,108,12,27,L 1,Regular Season,2011-2012,
195,63,"Wed, Apr 18, 2012",,NJN,New York Knicks,L,,95,104,22,41,L 3,Regular Season,2011-2012,
188,56,"Wed, Apr 4, 2012",@,NJN,Portland Trail Blazers,L,,88,101,19,37,L 2,Regular Season,2011-2012,
155,23,"Wed, Feb 1, 2012",,NJN,Detroit Pistons,W,,99,96,8,15,W 1,Regular Season,2011-2012,
162,30,"Wed, Feb 15, 2012",,NJN,Memphis Grizzlies,L,,100,105,8,22,L 7,Regular Season,2011-2012,
167,35,"Wed, Feb 22, 2012",,NJN,Orlando Magic,L,,91,108,10,25,L 1,Regular Season,2011-2012,
159,27,"Wed, Feb 8, 2012",,NJN,Detroit Pistons,L,,92,99,8,19,L 4,Regular Season,2011-2012,
143,11,"Wed, Jan 11, 2012",@,NJN,Denver Nuggets,L,,115,123,2,9,L 3,Regular Season,2011-2012,
147,15,"Wed, Jan 18, 2012",,NJN,Golden State Warriors,W,,107,100,4,11,W 1,Regular Season,2011-2012,
151,19,"Wed, Jan 25, 2012",@,NJN,Philadelphia 76ers,W,OT,97,90,6,13,W 1,Regular Season,2011-2012,
139,7,"Wed, Jan 4, 2012",@,NJN,Boston Celtics,L,,70,89,1,6,L 6,Regular Season,2011-2012,
176,44,"Wed, Mar 14, 2012",,NJN,Toronto Raptors,W,,98,84,15,29,W 1,Regular Season,2011-2012,
180,48,"Wed, Mar 21, 2012",,NJN,Washington Wizards,L,,89,108,15,33,L 4,Regular Season,2011-2012,
184,52,"Wed, Mar 28, 2012",,NJN,Indiana Pacers,W,,100,84,17,35,W 1,Regular Season,2011-2012,
172,40,"Wed, Mar 7, 2012",,NJN,Los Angeles Clippers,W,,101,100,13,27,W 1,Regular Season,2011-2012,
1247,59,"Fri, Apr 13, 2012",,NOH,Utah Jazz,W,,96,85,17,42,W 2,Regular Season,2011-2012,
1243,55,"Fri, Apr 6, 2012",@,NOH,San Antonio Spurs,L,,103,128,14,41,L 1,Regular Season,2011-2012,
1191,3,"Fri, Dec 30, 2011",,NOH,Phoenix Suns,L,,78,93,2,1,L 1,Regular Season,2011-2012,
1215,27,"Fri, Feb 10, 2012",,NOH,Portland Trail Blazers,L,,86,94,4,23,L 8,Regular Season,2011-2012,
1218,30,"Fri, Feb 17, 2012",@,NOH,New York Knicks,W,,89,85,7,23,W 3,Regular Season,2011-2012,
1199,11,"Fri, Jan 13, 2012",,NOH,Minnesota Timberwolves,L,,80,87,3,8,L 2,Regular Season,2011-2012,
1207,19,"Fri, Jan 27, 2012",,NOH,Orlando Magic,W,,93,67,4,15,W 1,Regular Season,2011-2012,
1195,7,"Fri, Jan 6, 2012",,NOH,Denver Nuggets,L,,88,96,2,5,L 5,Regular Season,2011-2012,
1224,36,"Fri, Mar 2, 2012",,NOH,Dallas Mavericks,W,,97,92,9,27,W 1,Regular Season,2011-2012,
1228,40,"Fri, Mar 9, 2012",@,NOH,Denver Nuggets,L,,97,110,9,31,L 4,Regular Season,2011-2012,
1249,61,"Mon, Apr 16, 2012",@,NOH,Charlotte Bobcats,W,,75,67,19,42,W 4,Regular Season,2011-2012,
1245,57,"Mon, Apr 9, 2012",,NOH,Los Angeles Lakers,L,,91,93,15,42,L 1,Regular Season,2011-2012,
1189,1,"Mon, Dec 26, 2011",@,NOH,Phoenix Suns,W,,85,84,1,0,W 1,Regular Season,2011-2012,
1216,28,"Mon, Feb 13, 2012",,NOH,Utah Jazz,W,,86,80,5,23,W 1,Regular Season,2011-2012,
1219,31,"Mon, Feb 20, 2012",@,NOH,Oklahoma City Thunder,L,,93,101,7,24,L 1,Regular Season,2011-2012,
1213,25,"Mon, Feb 6, 2012",,NOH,Sacramento Kings,L,,92,100,4,21,L 6,Regular Season,2011-2012,
1201,13,"Mon, Jan 16, 2012",,NOH,Portland Trail Blazers,L,,77,84,3,10,L 4,Regular Season,2011-2012,
1193,5,"Mon, Jan 2, 2012",@,NOH,Utah Jazz,L,,90,94,2,3,L 3,Regular Season,2011-2012,
1205,17,"Mon, Jan 23, 2012",,NOH,San Antonio Spurs,L,,102,104,3,14,L 8,Regular Season,2011-2012,
1209,21,"Mon, Jan 30, 2012",@,NOH,Miami Heat,L,,95,109,4,17,L 2,Regular Season,2011-2012,
1197,9,"Mon, Jan 9, 2012",@,NOH,Denver Nuggets,W,,94,81,3,6,W 1,Regular Season,2011-2012,
1230,42,"Mon, Mar 12, 2012",,NOH,Charlotte Bobcats,L,,71,73,10,32,L 1,Regular Season,2011-2012,
1237,49,"Mon, Mar 26, 2012",@,NOH,Los Angeles Clippers,L,,85,97,12,37,L 2,Regular Season,2011-2012,
1226,38,"Mon, Mar 5, 2012",@,NOH,Portland Trail Blazers,L,,74,86,9,29,L 2,Regular Season,2011-2012,
1244,56,"Sat, Apr 7, 2012",,NOH,Minnesota Timberwolves,W,,99,90,15,41,W 1,Regular Season,2011-2012,
1212,24,"Sat, Feb 4, 2012",@,NOH,Detroit Pistons,L,,87,89,4,20,L 5,Regular Season,2011-2012,
1200,12,"Sat, Jan 14, 2012",@,NOH,Memphis Grizzlies,L,,99,108,3,9,L 3,Regular Season,2011-2012,
1204,16,"Sat, Jan 21, 2012",,NOH,Dallas Mavericks,L,,81,83,3,13,L 7,Regular Season,2011-2012,
1196,8,"Sat, Jan 7, 2012",@,NOH,Dallas Mavericks,L,,81,96,2,6,L 6,Regular Season,2011-2012,
1229,41,"Sat, Mar 10, 2012",@,NOH,Minnesota Timberwolves,W,,95,89,10,31,W 1,Regular Season,2011-2012,
1233,45,"Sat, Mar 17, 2012",@,NOH,New Jersey Nets,W,,102,94,11,34,W 1,Regular Season,2011-2012,
1236,48,"Sat, Mar 24, 2012",,NOH,San Antonio Spurs,L,,86,89,12,36,L 1,Regular Season,2011-2012,
1225,37,"Sat, Mar 3, 2012",,NOH,Indiana Pacers,L,,84,102,9,28,L 1,Regular Season,2011-2012,
1240,52,"Sat, Mar 31, 2012",@,NOH,Los Angeles Lakers,L,,85,88,13,39,L 2,Regular Season,2011-2012,
