Year,unitid,Institution_Name,Major,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.AI,T.AI.M,T.AI.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.C,T.C.M,T.C.F,T.AS,T.AS.M,T.AS.W,T.PI,T.PI.M,T.PI.W,T.MIX,T.MIX.M,T.MIX.M,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W
2008-2009,209551,University of Oregon,First major,Architecture and related services.,'04',Bachelor's degree,93,35,58,1,0,1,6,4,2,1,0,1,3,1,2,73,28,45,,,,,,,,,,8,2,6,1,0,1
2008-2009,209551,University of Oregon,First major,Business- management- marketing- and related support services.,'52',Bachelor's degree,460,286,174,2,0,2,41,26,15,3,2,1,13,9,4,320,202,118,,,,,,,,,,25,17,8,56,30,26
2008-2009,209551,University of Oregon,First major,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,8,3,5,0,0,0,0,0,0,1,1,0,0,0,0,6,2,4,,,,,,,,,,0,0,0,1,0,1
2008-2009,209551,University of Oregon,First major,Natural resources and conservation.,'03',Bachelor's degree,74,36,38,0,0,0,1,0,1,0,0,0,3,3,0,61,30,31,,,,,,,,,,5,2,3,4,1,3
2008-2009,209551,University of Oregon,First major,Social sciences.,'45',Bachelor's degree,728,414,314,14,5,9,30,19,11,14,8,6,33,20,13,564,320,244,,,,,,,,,,48,29,19,25,13,12
2008-2009,209551,University of Oregon,First major,Computer and information sciences and support services.,'11',Bachelor's degree,21,21,0,0,0,0,1,1,0,0,0,0,0,0,0,16,16,0,,,,,,,,,,2,2,0,2,2,0
2008-2009,209551,University of Oregon,First major,Health professions and related clinical sciences.,'51',Bachelor's degree,28,2,26,0,0,0,1,0,1,0,0,0,1,0,1,24,2,22,,,,,,,,,,0,0,0,2,0,2
2008-2009,209551,University of Oregon,First major,Philosophy and religious studies.,'38',Bachelor's degree,45,27,18,0,0,0,1,1,0,0,0,0,0,0,0,39,22,17,,,,,,,,,,5,4,1,0,0,0
2008-2009,209551,University of Oregon,First major,Public administration and social service professions.,'44',Bachelor's degree,91,22,69,5,2,3,4,2,2,4,1,3,5,1,4,68,13,55,,,,,,,,,,4,2,2,1,1,0
2008-2009,209551,University of Oregon,First major,Visual and performing arts.,'50',Bachelor's degree,257,112,145,6,2,4,12,7,5,2,2,0,2,0,2,208,90,118,,,,,,,,,,18,6,12,9,5,4
2008-2009,218663,University of South Carolina-Columbia,First major,Communication- journalism- and related programs.,'09',Bachelor's degree,290,79,211,0,0,0,6,2,4,28,8,20,3,2,1,223,58,165,5,2,3,1,0,1,2,1,1,27,7,20,1,1,0
2008-2009,218663,University of South Carolina-Columbia,First major,History,'54',Bachelor's degree,114,79,35,0,0,0,0,0,0,5,2,3,2,2,0,96,65,31,0,0,0,0,0,0,1,0,1,10,10,0,0,0,0
2008-2009,218663,University of South Carolina-Columbia,First major,Philosophy and religious studies.,'38',Bachelor's degree,28,22,6,0,0,0,0,0,0,4,3,1,0,0,0,19,15,4,0,0,0,0,0,0,1,1,0,4,3,1,0,0,0
2008-2009,218663,University of South Carolina-Columbia,First major,Social sciences.,'45',Bachelor's degree,377,178,199,2,0,2,9,3,6,60,13,47,9,4,5,259,133,126,9,3,6,0,0,0,5,4,1,32,20,12,1,1,0
2008-2009,218663,University of South Carolina-Columbia,First major,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,13,2,11,0,0,0,0,0,0,7,2,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-2009,218663,University of South Carolina-Columbia,First major,Biological and biomedical sciences.,'26',Bachelor's degree,219,69,150,1,0,1,22,6,16,27,2,25,6,1,5,139,50,89,22,6,16,0,0,0,2,1,1,21,9,12,1,0,1
2008-2009,218663,University of South Carolina-Columbia,First major,Education.,'13',Bachelor's degree,261,27,234,0,0,0,3,0,3,19,3,16,5,2,3,209,19,190,3,0,3,0,0,0,2,0,2,22,2,20,1,1,0
2008-2009,218663,University of South Carolina-Columbia,First major,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,45,8,37,0,0,0,0,0,0,7,2,5,2,1,1,33,4,29,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0
2008-2009,218663,University of South Carolina-Columbia,First major,Public administration and social service professions.,'44',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-2009,218663,University of South Carolina-Columbia,First major,Business- management- marketing- and related support services.,'52',Bachelor's degree,1109,588,521,3,2,1,39,16,23,103,39,64,26,9,17,813,447,366,39,16,23,0,0,0,8,3,5,103,61,42,14,11,3
2008-2009,218663,University of South Carolina-Columbia,First major,Mathematics and statistics.,'27',Bachelor's degree,43,26,17,0,0,0,2,1,1,10,6,4,2,1,1,25,14,11,2,1,1,0,0,0,1,1,0,2,2,0,1,1,0
2008-2009,218663,University of South Carolina-Columbia,First major,Natural resources and conservation.,'03',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-2009,218663,University of South Carolina-Columbia,First major,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,262,120,142,0,0,0,6,2,4,28,9,19,8,5,3,196,87,109,6,2,4,0,0,0,2,2,0,20,13,7,2,2,0
2008-2009,218663,University of South Carolina-Columbia,First major,Visual and performing arts.,'50',Bachelor's degree,235,116,119,1,0,1,3,1,2,30,14,16,6,4,2,170,85,85,3,1,2,0,0,0,0,0,0,24,11,13,1,1,0
2008-2009,218663,University of South Carolina-Columbia,First major,Computer and information sciences and support services.,'11',Bachelor's degree,33,25,8,0,0,0,1,1,0,8,4,4,0,0,0,22,19,3,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
2008-2009,218663,University of South Carolina-Columbia,First major,Engineering.,'14',Bachelor's degree,183,159,24,2,2,0,8,8,0,21,17,4,5,3,2,133,118,15,8,8,0,0,0,0,1,1,0,11,9,2,2,1,1
2008-2009,218663,University of South Carolina-Columbia,First major,English language and literature/letters.,'23',Bachelor's degree,145,58,87,0,0,0,1,0,1,11,3,8,4,2,2,105,42,63,1,0,1,0,0,0,5,4,1,19,7,12,0,0,0
2008-2009,218663,University of South Carolina-Columbia,First major,Health professions and related clinical sciences.,'51',Bachelor's degree,222,13,209,0,0,0,4,1,3,33,2,31,3,0,3,158,8,150,4,1,3,0,0,0,5,1,4,19,1,18,0,0,0
2008-2009,218663,University of South Carolina-Columbia,First major,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,53,13,40,1,0,1,3,1,2,14,3,11,1,0,1,28,8,20,3,1,2,0,0,0,0,0,0,6,1,5,0,0,0
2008-2009,218663,University of South Carolina-Columbia,First major,Physical sciences.,'40',Bachelor's degree,77,46,31,0,0,0,4,2,2,4,2,2,4,1,3,57,36,21,4,2,2,0,0,0,0,0,0,5,2,3,3,3,0
2008-2009,218663,University of South Carolina-Columbia,First major,Psychology.,'42',Bachelor's degree,222,48,174,1,0,1,4,0,4,35,7,28,2,1,1,156,37,119,4,0,4,0,0,0,3,1,2,21,2,19,0,0,0
2008-2009,218663,University of South Carolina-Columbia,First major,Security and protective services.,'43',Bachelor's degree,161,84,77,2,1,1,0,0,0,43,14,29,4,1,3,100,61,39,0,0,0,0,0,0,1,1,0,11,6,5,0,0,0
2008-2009,123961,University of Southern California,First major,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,34,7,27,0,0,0,2,1,1,8,2,6,8,2,6,15,2,13,,,,,,,,,,1,0,1,0,0,0
2008-2009,123961,University of Southern California,First major,Biological and biomedical sciences.,'26',Bachelor's degree,166,80,86,0,0,0,88,39,49,7,3,4,13,9,4,50,27,23,,,,,,,,,,2,0,2,6,2,4
2008-2009,123961,University of Southern California,First major,Communication- journalism- and related programs.,'09',Bachelor's degree,371,80,291,4,0,4,71,14,57,19,4,15,45,11,34,204,44,160,,,,,,,,,,10,4,6,18,3,15
2008-2009,123961,University of Southern California,First major,English language and literature/letters.,'23',Bachelor's degree,104,47,57,0,0,0,16,1,15,5,1,4,13,7,6,66,34,32,,,,,,,,,,3,3,0,1,1,0
2008-2009,123961,University of Southern California,First major,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,61,18,43,1,0,1,16,4,12,3,1,2,9,3,6,23,9,14,,,,,,,,,,3,0,3,6,1,5
2008-2009,123961,University of Southern California,First major,Mathematics and statistics.,'27',Bachelor's degree,20,12,8,0,0,0,3,2,1,0,0,0,3,2,1,11,5,6,,,,,,,,,,0,0,0,3,3,0
2008-2009,123961,University of Southern California,First major,Business- management- marketing- and related support services.,'52',Bachelor's degree,1140,673,467,6,3,3,301,162,139,34,17,17,105,64,41,465,300,165,,,,,,,,,,24,17,7,205,110,95
2008-2009,123961,University of Southern California,First major,Engineering.,'14',Bachelor's degree,371,272,99,1,1,0,95,70,25,13,9,4,44,30,14,168,128,40,,,,,,,,,,10,8,2,40,26,14
2008-2009,123961,University of Southern California,First major,Philosophy and religious studies.,'38',Bachelor's degree,57,33,24,2,1,1,11,7,4,1,0,1,11,7,4,27,14,13,,,,,,,,,,3,2,1,2,2,0
2008-2009,123961,University of Southern California,First major,Computer and information sciences and support services.,'11',Bachelor's degree,35,29,6,0,0,0,7,7,0,2,2,0,2,0,2,19,16,3,,,,,,,,,,0,0,0,5,4,1
2008-2009,123961,University of Southern California,First major,Health professions and related clinical sciences.,'51',Bachelor's degree,148,27,121,0,0,0,41,7,34,12,2,10,26,4,22,57,11,46,,,,,,,,,,7,1,6,5,2,3
2008-2009,123961,University of Southern California,First major,History,'54',Bachelor's degree,51,27,24,1,0,1,4,4,0,1,1,0,7,3,4,35,17,18,,,,,,,,,,2,1,1,1,1,0
2008-2009,123961,University of Southern California,First major,Multi/interdisciplinary studies.,'30',Bachelor's degree,97,29,68,1,0,1,32,9,23,9,1,8,12,3,9,40,15,25,,,,,,,,,,2,1,1,1,0,1
2008-2009,123961,University of Southern California,First major,Natural resources and conservation.,'03',Bachelor's degree,12,6,6,0,0,0,3,1,2,0,0,0,3,2,1,6,3,3,,,,,,,,,,0,0,0,0,0,0
2008-2009,123961,University of Southern California,First major,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,38,10,28,0,0,0,12,5,7,4,0,4,6,3,3,16,2,14,,,,,,,,,,0,0,0,0,0,0
2008-2009,123961,University of Southern California,First major,Social sciences.,'45',Bachelor's degree,595,290,305,3,2,1,103,46,57,46,17,29,82,37,45,291,153,138,,,,,,,,,,16,9,7,54,26,28
2008-2009,123961,University of Southern California,First major,Architecture and related services.,'04',Bachelor's degree,102,55,47,0,0,0,29,17,12,1,1,0,14,8,6,50,24,26,,,,,,,,,,2,1,1,6,4,2
2008-2009,123961,University of Southern California,First major,Communications technologies/technicians and support services.,'10',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0
2008-2009,123961,University of Southern California,First major,Education.,'13',Bachelor's degree,9,2,7,0,0,0,2,1,1,0,0,0,4,1,3,3,0,3,,,,,,,,,,0,0,0,0,0,0
2008-2009,123961,University of Southern California,First major,Legal professions and studies.,'22',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0
2008-2009,123961,University of Southern California,First major,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,9,6,3,1,1,0,0,0,0,0,0,0,1,1,0,5,2,3,,,,,,,,,,2,2,0,0,0,0
2008-2009,123961,University of Southern California,First major,Physical sciences.,'40',Bachelor's degree,20,12,8,0,0,0,4,1,3,0,0,0,2,2,0,10,8,2,,,,,,,,,,2,0,2,2,1,1
2008-2009,123961,University of Southern California,First major,Psychology.,'42',Bachelor's degree,175,38,137,1,0,1,27,10,17,10,3,7,38,5,33,86,19,67,,,,,,,,,,3,0,3,10,1,9
2008-2009,123961,University of Southern California,First major,Public administration and social service professions.,'44',Bachelor's degree,91,60,31,1,1,0,8,4,4,9,4,5,14,6,8,57,44,13,,,,,,,,,,1,1,0,1,0,1
2008-2009,123961,University of Southern California,First major,Visual and performing arts.,'50',Bachelor's degree,589,271,318,3,0,3,77,24,53,35,19,16,77,37,40,363,171,192,,,,,,,,,,20,12,8,14,8,6
2008-2009,230728,Utah State University,First major,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,35,15,20,0,0,0,1,0,1,0,0,0,0,0,0,30,15,15,,,,,,,,,,0,0,0,4,0,4
2008-2009,230728,Utah State University,First major,Business- management- marketing- and related support services.,'52',Bachelor's degree,511,344,167,1,1,0,11,5,6,0,0,0,8,5,3,452,306,146,,,,,,,,,,17,10,7,22,17,5
2008-2009,230728,Utah State University,First major,Mathematics and statistics.,'27',Bachelor's degree,20,14,6,0,0,0,0,0,0,1,1,0,0,0,0,18,12,6,,,,,,,,,,0,0,0,1,1,0
2008-2009,230728,Utah State University,First major,Public administration and social service professions.,'44',Bachelor's degree,48,6,42,1,0,1,1,0,1,0,0,0,3,0,3,41,6,35,,,,,,,,,,2,0,2,0,0,0
2008-2009,230728,Utah State University,First major,Visual and performing arts.,'50',Bachelor's degree,137,43,94,0,0,0,4,1,3,0,0,0,4,1,3,111,36,75,,,,,,,,,,9,1,8,9,4,5
2008-2009,230728,Utah State University,First major,Agriculture- agriculture operations- and related sciences.,'01',Bachelor's degree,90,47,43,0,0,0,1,0,1,0,0,0,2,1,1,81,42,39,,,,,,,,,,4,3,1,2,1,1
2008-2009,230728,Utah State University,First major,Engineering technologies/technicians.,'15',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0
2008-2009,230728,Utah State University,First major,Family and consumer sciences/human sciences.,'19',Bachelor's degree,133,20,113,1,0,1,2,0,2,0,0,0,3,1,2,124,18,106,,,,,,,,,,3,1,2,0,0,0
2008-2009,230728,Utah State University,First major,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,64,33,31,0,0,0,1,0,1,1,1,0,3,2,1,57,29,28,,,,,,,,,,1,1,0,1,0,1
2008-2009,230728,Utah State University,First major,Mechanic and repair technologies/technicians.,'47',Bachelor's degree,8,7,1,0,0,0,1,1,0,0,0,0,0,0,0,7,6,1,,,,,,,,,,0,0,0,0,0,0
2008-2009,230728,Utah State University,First major,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0,19,10,9,,,,,,,,,,0,0,0,1,1,0
2008-2009,230728,Utah State University,First major,Psychology.,'42',Bachelor's degree,93,37,56,1,1,0,0,0,0,1,0,1,0,0,0,85,36,49,,,,,,,,,,5,0,5,1,0,1
2008-2009,230728,Utah State University,First major,Transportation and materials moving.,'49',Bachelor's degree,18,16,2,0,0,0,1,1,0,0,0,0,0,0,0,16,15,1,,,,,,,,,,1,0,1,0,0,0
2008-2009,230728,Utah State University,First major,Communication- journalism- and related programs.,'09',Bachelor's degree,100,45,55,2,0,2,1,0,1,0,0,0,5,2,3,84,40,44,,,,,,,,,,4,2,2,4,1,3
2008-2009,230728,Utah State University,First major,Education.,'13',Bachelor's degree,488,110,378,2,0,2,2,0,2,2,1,1,8,2,6,455,102,353,,,,,,,,,,13,2,11,6,3,3
2008-2009,230728,Utah State University,First major,English language and literature/letters.,'23',Bachelor's degree,108,36,72,1,0,1,0,0,0,0,0,0,2,1,1,100,34,66,,,,,,,,,,4,1,3,1,0,1
2008-2009,230728,Utah State University,First major,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,35,26,9,0,0,0,0,0,0,0,0,0,1,0,1,32,25,7,,,,,,,,,,1,1,0,1,0,1
2008-2009,230728,Utah State University,First major,History,'54',Bachelor's degree,71,35,36,1,1,0,0,0,0,1,1,0,1,0,1,65,31,34,,,,,,,,,,3,2,1,0,0,0
2008-2009,230728,Utah State University,First major,Philosophy and religious studies.,'38',Bachelor's degree,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,13,12,1,,,,,,,,,,0,0,0,0,0,0
2008-2009,230728,Utah State University,First major,Physical sciences.,'40',Bachelor's degree,35,21,14,0,0,0,1,1,0,0,0,0,0,0,0,34,20,14,,,,,,,,,,0,0,0,0,0,0
2008-2009,230728,Utah State University,First major,Precision production.,'48',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0
2008-2009,230728,Utah State University,First major,Architecture and related services.,'04',Bachelor's degree,28,21,7,0,0,0,0,0,0,0,0,0,0,0,0,27,20,7,,,,,,,,,,1,1,0,0,0,0
2008-2009,230728,Utah State University,First major,Biological and biomedical sciences.,'26',Bachelor's degree,84,60,24,1,1,0,1,0,1,0,0,0,2,2,0,72,53,19,,,,,,,,,,5,4,1,3,0,3
2008-2009,230728,Utah State University,First major,Computer and information sciences and support services.,'11',Bachelor's degree,52,44,8,1,1,0,1,1,0,0,0,0,1,0,1,45,40,5,,,,,,,,,,1,0,1,3,2,1
2008-2009,230728,Utah State University,First major,Engineering.,'14',Bachelor's degree,202,180,22,0,0,0,3,2,1,1,1,0,3,1,2,171,153,18,,,,,,,,,,7,7,0,17,16,1
2008-2009,230728,Utah State University,First major,Health professions and related clinical sciences.,'51',Bachelor's degree,117,24,93,0,0,0,3,0,3,1,0,1,3,0,3,96,22,74,,,,,,,,,,12,2,10,2,0,2
2008-2009,230728,Utah State University,First major,Legal professions and studies.,'22',Bachelor's degree,14,9,5,1,1,0,0,0,0,0,0,0,0,0,0,13,8,5,,,,,,,,,,0,0,0,0,0,0
2008-2009,230728,Utah State University,First major,Multi/interdisciplinary studies.,'30',Bachelor's degree,200,99,101,4,0,4,1,1,0,5,4,1,1,0,1,108,47,61,,,,,,,,,,7,4,3,74,43,31
2008-2009,230728,Utah State University,First major,Natural resources and conservation.,'03',Bachelor's degree,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,,,,,,,,,,0,0,0,1,1,0
2008-2009,230728,Utah State University,First major,Social sciences.,'45',Bachelor's degree,232,143,89,1,0,1,4,1,3,0,0,0,7,4,3,199,125,74,,,,,,,,,,2,1,1,19,12,7
2008-2009,221999,Vanderbilt University,First major,English language and literature/letters.,'23',Bachelor's degree,77,24,53,0,0,0,3,0,3,5,0,5,9,0,9,50,20,30,,,,,,,,,,10,4,6,0,0,0
2008-2009,221999,Vanderbilt University,First major,Social sciences.,'45',Bachelor's degree,531,297,234,2,1,1,28,15,13,41,23,18,36,20,16,355,197,158,,,,,,,,,,67,39,28,2,2,0
2008-2009,221999,Vanderbilt University,First major,Education.,'13',Bachelor's degree,63,9,54,0,0,0,2,0,2,3,0,3,3,0,3,48,8,40,,,,,,,,,,6,1,5,1,0,1
2008-2009,221999,Vanderbilt University,First major,Family and consumer sciences/human sciences.,'19',Bachelor's degree,10,1,9,0,0,0,0,0,0,1,0,1,1,0,1,6,1,5,,,,,,,,,,2,0,2,0,0,0
2008-2009,221999,Vanderbilt University,First major,Multi/interdisciplinary studies.,'30',Bachelor's degree,105,39,66,2,0,2,18,7,11,19,2,17,3,2,1,52,22,30,,,,,,,,,,10,5,5,1,1,0
2008-2009,221999,Vanderbilt University,First major,Public administration and social service professions.,'44',Bachelor's degree,9,2,7,0,0,0,1,1,0,0,0,0,1,0,1,5,0,5,,,,,,,,,,2,1,1,0,0,0
2008-2009,221999,Vanderbilt University,First major,Visual and performing arts.,'50',Bachelor's degree,73,18,55,0,0,0,1,0,1,1,0,1,5,3,2,57,14,43,,,,,,,,,,9,1,8,0,0,0
2008-2009,221999,Vanderbilt University,First major,Biological and biomedical sciences.,'26',Bachelor's degree,53,24,29,0,0,0,13,9,4,0,0,0,2,0,2,34,14,20,,,,,,,,,,3,1,2,1,0,1
2008-2009,221999,Vanderbilt University,First major,Mathematics and statistics.,'27',Bachelor's degree,17,10,7,0,0,0,0,0,0,0,0,0,0,0,0,14,7,7,,,,,,,,,,3,3,0,0,0,0
2008-2009,221999,Vanderbilt University,First major,Philosophy and religious studies.,'38',Bachelor's degree,28,18,10,0,0,0,3,0,3,2,1,1,1,1,0,19,13,6,,,,,,,,,,3,3,0,0,0,0
2008-2009,221999,Vanderbilt University,First major,Physical sciences.,'40',Bachelor's degree,45,26,19,0,0,0,5,2,3,5,3,2,4,3,1,27,16,11,,,,,,,,,,3,1,2,1,1,0
2008-2009,221999,Vanderbilt University,First major,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,18,4,14,0,0,0,0,0,0,0,0,0,0,0,0,15,3,12,,,,,,,,,,2,0,2,1,1,0
2008-2009,221999,Vanderbilt University,First major,Communication- journalism- and related programs.,'09',Bachelor's degree,53,16,37,0,0,0,4,1,3,4,0,4,2,1,1,36,13,23,,,,,,,,,,7,1,6,0,0,0
2008-2009,221999,Vanderbilt University,First major,Computer and information sciences and support services.,'11',Bachelor's degree,10,9,1,0,0,0,1,1,0,0,0,0,0,0,0,9,8,1,,,,,,,,,,0,0,0,0,0,0
2008-2009,221999,Vanderbilt University,First major,Engineering.,'14',Bachelor's degree,270,183,87,0,0,0,16,11,5,24,14,10,12,9,3,159,111,48,,,,,,,,,,34,25,9,25,13,12
2008-2009,221999,Vanderbilt University,First major,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,56,16,40,1,0,1,4,0,4,7,1,6,6,2,4,32,10,22,,,,,,,,,,6,3,3,0,0,0
2008-2009,221999,Vanderbilt University,First major,History,'54',Bachelor's degree,62,48,14,1,1,0,1,1,0,0,0,0,5,4,1,43,35,8,,,,,,,,,,12,7,5,0,0,0
2008-2009,221999,Vanderbilt University,First major,Psychology.,'42',Bachelor's degree,88,17,71,0,0,0,5,0,5,5,0,5,9,1,8,59,12,47,,,,,,,,,,9,4,5,1,0,1
