Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1994-1995,157289,University of Louisville,Bachelor's degree,English Language and Literature/Letters,71,29,42,64,26,38,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
1994-1995,157289,University of Louisville,Bachelor's degree,Foreign Languages and Literatures,17,3,14,13,3,10,1,0,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Health Professions and Related Sciences,129,27,102,122,27,95,5,0,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Home Economics- General,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,29,5,24,24,4,20,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Mathematics,27,14,13,26,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1994-1995,157289,University of Louisville,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,16,11,5,14,10,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Philosophy and Religion,9,5,4,8,5,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Physical Sciences,26,16,10,20,13,7,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,3,2,1
1994-1995,157289,University of Louisville,Bachelor's degree,Protective Services,79,42,37,68,37,31,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Psychology,130,25,105,114,21,93,11,3,8,2,0,2,3,1,2,0,0,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Social Sciences and History,212,110,102,178,96,82,25,8,17,1,1,0,4,3,1,0,0,0,0,0,0,4,2,2
1994-1995,157289,University of Louisville,Bachelor's degree,Visual and Performing Arts,81,24,57,74,20,54,4,1,3,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0
1994-1995,135726,University of Miami,Bachelor's degree,Architecture and Related Programs,57,40,17,26,19,7,2,2,0,22,13,9,1,1,0,0,0,0,1,1,0,5,4,1
1994-1995,135726,University of Miami,Bachelor's degree,Area- Ethnic and Cultural Studies,3,1,2,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,135726,University of Miami,Bachelor's degree,Biological Science/Life Sciences,182,98,84,112,65,47,11,4,7,22,12,10,25,11,14,0,0,0,1,1,0,11,5,6
1994-1995,135726,University of Miami,Bachelor's degree,Business Management and Administrative Services,344,200,144,154,105,49,21,7,14,86,47,39,12,7,5,0,0,0,6,2,4,65,32,33
1994-1995,135726,University of Miami,Bachelor's degree,Communications,165,63,102,94,43,51,13,6,7,40,10,30,5,1,4,0,0,0,2,1,1,11,2,9
1994-1995,135726,University of Miami,Bachelor's degree,Computer and Information Sciences,31,20,11,12,6,6,4,2,2,7,5,2,2,1,1,0,0,0,0,0,0,6,6,0
1994-1995,135726,University of Miami,Bachelor's degree,Conservation and Renewable Natural Resources,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,135726,University of Miami,Bachelor's degree,Education,29,12,17,19,7,12,2,2,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,135726,University of Miami,Bachelor's degree,Engineering,146,119,27,48,37,11,5,3,2,39,31,8,5,3,2,0,0,0,1,0,1,48,45,3
1994-1995,135726,University of Miami,Bachelor's degree,Engineering-Related Technologies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,135726,University of Miami,Bachelor's degree,English Language and Literature/Letters,68,26,42,41,19,22,6,1,5,16,4,12,5,2,3,0,0,0,0,0,0,0,0,0
1994-1995,135726,University of Miami,Bachelor's degree,Foreign Languages and Literatures,9,3,6,5,0,5,1,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,135726,University of Miami,Bachelor's degree,Health Professions and Related Sciences,153,29,124,63,8,55,16,2,14,59,15,44,4,1,3,0,0,0,3,0,3,8,3,5
1994-1995,135726,University of Miami,Bachelor's degree,Law and Legal Studies,6,3,3,3,2,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,135726,University of Miami,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,37,22,15,22,13,9,10,7,3,3,2,1,0,0,0,1,0,1,0,0,0,1,0,1
1994-1995,135726,University of Miami,Bachelor's degree,Mathematics,6,4,2,3,2,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,135726,University of Miami,Bachelor's degree,Philosophy and Religion,8,4,4,7,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,135726,University of Miami,Bachelor's degree,Physical Sciences,47,30,17,32,19,13,2,1,1,7,6,1,2,1,1,1,1,0,0,0,0,3,2,1
1994-1995,135726,University of Miami,Bachelor's degree,Protective Services,34,16,18,16,8,8,5,3,2,11,5,6,0,0,0,0,0,0,0,0,0,2,0,2
1994-1995,135726,University of Miami,Bachelor's degree,Psychology,151,29,122,75,15,60,8,1,7,54,10,44,7,3,4,0,0,0,1,0,1,6,0,6
1994-1995,135726,University of Miami,Bachelor's degree,Public Administration and Services,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,135726,University of Miami,Bachelor's degree,Social Sciences and History,137,64,73,83,46,37,10,1,9,35,15,20,3,1,2,0,0,0,0,0,0,6,1,5
1994-1995,135726,University of Miami,Bachelor's degree,Visual and Performing Arts,193,118,75,132,86,46,6,4,2,35,18,17,6,3,3,0,0,0,2,1,1,12,6,6
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Architecture and Related Programs,85,56,29,67,43,24,3,1,2,3,3,0,8,7,1,0,0,0,0,0,0,4,2,2
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Area- Ethnic and Cultural Studies,78,24,54,62,16,46,4,2,2,1,0,1,7,4,3,0,0,0,4,2,2,0,0,0
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Biological Science/Life Sciences,392,211,181,250,130,120,10,4,6,11,8,3,110,65,45,1,1,0,8,3,5,2,0,2
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Business Management and Administrative Services,297,167,130,217,132,85,25,6,19,10,7,3,23,10,13,4,2,2,0,0,0,18,10,8
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Communications,175,64,111,132,48,84,17,3,14,8,5,3,5,1,4,2,1,1,8,5,3,3,1,2
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Computer and Information Sciences,44,33,11,29,22,7,1,1,0,1,1,0,6,5,1,0,0,0,0,0,0,7,4,3
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Conservation and Renewable Natural Resources,72,30,42,61,26,35,1,0,1,2,0,2,6,3,3,1,0,1,1,1,0,0,0,0
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Education,99,28,71,86,24,62,6,1,5,1,1,0,3,0,3,0,0,0,2,1,1,1,1,0
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Engineering,929,728,201,690,542,148,41,28,13,21,17,4,92,67,25,1,0,1,23,17,6,61,57,4
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,English Language and Literature/Letters,322,139,183,244,102,142,20,9,11,12,5,7,26,12,14,5,2,3,14,8,6,1,1,0
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Foreign Languages and Literatures,127,37,90,96,31,65,4,0,4,12,1,11,8,4,4,1,0,1,3,0,3,3,1,2
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Health Professions and Related Sciences,228,17,211,198,14,184,10,0,10,5,0,5,9,2,7,4,0,4,2,1,1,0,0,0
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,154,90,64,127,74,53,7,5,2,7,2,5,6,4,2,0,0,0,5,3,2,2,2,0
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Mathematics,78,38,40,59,29,30,2,1,1,1,1,0,11,5,6,0,0,0,1,0,1,4,2,2
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Multi/Interdisciplinary Studies,141,57,84,113,46,67,3,1,2,6,1,5,18,8,10,1,1,0,0,0,0,0,0,0
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,97,50,47,83,42,41,4,2,2,3,2,1,2,0,2,0,0,0,1,1,0,4,3,1
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Philosophy and Religion,30,21,9,24,18,6,0,0,0,1,1,0,2,1,1,1,1,0,2,0,2,0,0,0
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Physical Sciences,94,61,33,68,45,23,2,1,1,1,0,1,15,10,5,1,1,0,3,2,1,4,2,2
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Psychology,497,153,344,369,108,261,33,11,22,18,10,8,60,17,43,4,1,3,9,5,4,4,1,3
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Social Sciences and History,776,423,353,565,312,253,41,19,22,36,22,14,72,31,41,9,5,4,25,17,8,28,17,11
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Visual and Performing Arts,266,110,156,216,90,126,13,7,6,8,4,4,18,5,13,5,2,3,2,1,1,4,1,3
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Agricultural Business and Production,86,78,8,86,78,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Agricultural Sciences,77,56,21,75,55,20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Architecture and Related Programs,88,42,46,79,38,41,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,5,3,2
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Area- Ethnic and Cultural Studies,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Biological Science/Life Sciences,167,86,81,159,83,76,2,0,2,3,2,1,2,0,2,0,0,0,0,0,0,1,1,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Business Management and Administrative Services,605,331,274,468,277,191,4,4,0,3,1,2,12,4,8,0,0,0,0,0,0,118,45,73
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Communications,192,78,114,182,72,110,3,3,0,1,0,1,1,0,1,1,1,0,0,0,0,4,2,2
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Computer and Information Sciences,30,28,2,21,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Conservation and Renewable Natural Resources,34,26,8,33,26,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Education,365,116,249,355,111,244,4,2,2,5,3,2,0,0,0,0,0,0,0,0,0,1,0,1
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Engineering,224,198,26,197,173,24,1,1,0,1,1,0,5,5,0,2,2,0,0,0,0,18,16,2
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Engineering-Related Technologies,94,89,5,91,86,5,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,English Language and Literature/Letters,94,39,55,86,37,49,0,0,0,2,0,2,3,2,1,0,0,0,0,0,0,3,0,3
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Foreign Languages and Literatures,26,7,19,24,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Health Professions and Related Sciences,42,7,35,41,6,35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Home Economics- General,206,22,184,189,15,174,12,6,6,3,0,3,1,1,0,0,0,0,0,0,0,1,0,1
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,8,2,6,6,2,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Mathematics,36,23,13,30,20,10,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,3,2,1
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Multi/Interdisciplinary Studies,28,8,20,27,7,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,7,5,2,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Philosophy and Religion,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Physical Sciences,40,27,13,37,26,11,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Psychology,184,49,135,176,48,128,1,1,0,4,0,4,2,0,2,1,0,1,0,0,0,0,0,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Social Sciences and History,200,119,81,182,109,73,4,1,3,4,3,1,1,0,1,1,0,1,0,0,0,8,6,2
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Visual and Performing Arts,49,19,30,45,15,30,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Area- Ethnic and Cultural Studies,133,38,95,109,33,76,11,3,8,2,0,2,7,1,6,0,0,0,0,0,0,4,1,3
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Biological Science/Life Sciences,354,143,211,274,115,159,23,6,17,6,2,4,48,20,28,3,0,3,0,0,0,0,0,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Business Management and Administrative Services,363,171,192,329,156,173,19,10,9,5,3,2,5,0,5,1,0,1,0,0,0,4,2,2
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Communications,334,119,215,289,106,183,32,10,22,0,0,0,9,2,7,1,0,1,0,0,0,3,1,2
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Education,183,36,147,164,32,132,13,4,9,1,0,1,3,0,3,1,0,1,0,0,0,1,0,1
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,English Language and Literature/Letters,311,91,220,266,80,186,31,5,26,1,1,0,10,3,7,1,1,0,0,0,0,2,1,1
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Foreign Languages and Literatures,59,21,38,52,20,32,5,1,4,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Health Professions and Related Sciences,468,89,379,403,72,331,32,4,28,3,1,2,25,11,14,3,1,2,0,0,0,2,0,2
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,12,4,8,11,4,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Mathematics,78,41,37,63,34,29,6,2,4,0,0,0,5,2,3,0,0,0,0,0,0,4,3,1
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Multi/Interdisciplinary Studies,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,22,4,18,17,2,15,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Philosophy and Religion,39,26,13,36,25,11,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Physical Sciences,137,93,44,106,75,31,7,2,5,1,1,0,22,14,8,0,0,0,0,0,0,1,1,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Psychology,329,82,247,280,72,208,36,8,28,4,1,3,7,1,6,2,0,2,0,0,0,0,0,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Public Administration and Services,20,7,13,17,6,11,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Social Sciences and History,592,339,253,500,290,210,60,29,31,9,6,3,18,11,7,1,0,1,0,0,0,4,3,1
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Visual and Performing Arts,68,20,48,61,19,42,3,0,3,1,0,1,2,0,2,0,0,0,0,0,0,1,1,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Architecture and Related Programs,35,25,10,24,16,8,1,1,0,4,3,1,3,3,0,0,0,0,0,0,0,3,2,1
1994-1995,152080,University of Notre Dame,Bachelor's degree,Area- Ethnic and Cultural Studies,34,15,19,33,15,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Biological Science/Life Sciences,133,71,62,104,60,44,1,0,1,5,3,2,21,7,14,1,0,1,0,0,0,1,1,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Business Management and Administrative Services,526,370,156,449,317,132,24,15,9,26,20,6,14,9,5,0,0,0,0,0,0,13,9,4
1994-1995,152080,University of Notre Dame,Bachelor's degree,Computer and Information Sciences,17,15,2,14,12,2,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Education,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Engineering,195,163,32,173,143,30,0,0,0,9,8,1,7,7,0,1,0,1,0,0,0,5,5,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,English Language and Literature/Letters,109,47,62,100,43,57,3,1,2,2,1,1,1,0,1,3,2,1,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Foreign Languages and Literatures,32,6,26,29,6,23,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Health Professions and Related Sciences,176,106,70,141,91,50,6,1,5,11,5,6,15,8,7,1,0,1,0,0,0,2,1,1
1994-1995,152080,University of Notre Dame,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,37,19,18,33,18,15,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,1,0,1
1994-1995,152080,University of Notre Dame,Bachelor's degree,Mathematics,62,38,24,52,29,23,1,1,0,5,5,0,3,2,1,0,0,0,0,0,0,1,1,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Philosophy and Religion,22,18,4,17,13,4,0,0,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Physical Sciences,36,27,9,35,26,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Psychology,116,36,80,102,29,73,5,3,2,5,3,2,2,0,2,2,1,1,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Social Sciences and History,308,184,124,265,160,105,11,8,3,21,9,12,8,5,3,0,0,0,0,0,0,3,2,1
1994-1995,152080,University of Notre Dame,Bachelor's degree,Theological Studies and Religious Vocations,15,10,5,11,7,4,1,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Visual and Performing Arts,61,24,37,49,21,28,4,1,3,6,1,5,2,1,1,0,0,0,0,0,0,0,0,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Architecture and Related Programs,37,33,4,29,27,2,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,4,2,2
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Area- Ethnic and Cultural Studies,8,2,6,7,2,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Biological Science/Life Sciences,119,65,54,85,48,37,2,0,2,3,2,1,20,11,9,8,4,4,0,0,0,1,0,1
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Business Management and Administrative Services,366,213,153,269,165,104,21,8,13,6,4,2,22,13,9,12,4,8,0,0,0,36,19,17
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Communications,172,65,107,148,56,92,12,5,7,4,1,3,1,0,1,5,2,3,0,0,0,2,1,1
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Communications Technologies,40,27,13,32,22,10,3,2,1,2,2,0,2,1,1,1,0,1,0,0,0,0,0,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Computer and Information Sciences,31,29,2,19,18,1,1,1,0,1,1,0,4,4,0,1,1,0,0,0,0,5,4,1
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Education,301,75,226,263,62,201,11,5,6,3,1,2,5,2,3,17,5,12,0,0,0,2,0,2
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Engineering,280,237,43,176,151,25,13,6,7,2,2,0,15,11,4,9,8,1,0,0,0,65,59,6
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,English Language and Literature/Letters,99,38,61,85,34,51,4,2,2,3,1,2,3,0,3,4,1,3,0,0,0,0,0,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Foreign Languages and Literatures,49,16,33,40,13,27,0,0,0,6,2,4,2,1,1,1,0,1,0,0,0,0,0,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Health Professions and Related Sciences,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,29,9,20,29,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Marketing Operations/Marketing and Distribution,90,50,40,70,43,27,3,1,2,3,3,0,3,0,3,1,0,1,0,0,0,10,3,7
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Mathematics,15,9,6,11,8,3,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Philosophy and Religion,7,5,2,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Physical Sciences,63,45,18,52,38,14,0,0,0,1,1,0,5,3,2,4,2,2,0,0,0,1,1,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Protective Services,22,18,4,17,14,3,3,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Psychology,136,39,97,114,34,80,8,2,6,1,1,0,6,2,4,6,0,6,0,0,0,1,0,1
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Public Administration and Services,52,17,35,34,13,21,12,2,10,1,1,0,0,0,0,5,1,4,0,0,0,0,0,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Social Sciences and History,258,140,118,205,113,92,17,6,11,9,5,4,6,3,3,12,6,6,0,0,0,9,7,2
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Visual and Performing Arts,152,65,87,121,57,64,5,3,2,3,1,2,7,0,7,4,0,4,0,0,0,12,4,8
1994-1995,209551,University of Oregon,Bachelor's degree,Architecture and Related Programs,86,57,29,70,45,25,0,0,0,2,2,0,4,4,0,1,0,1,5,3,2,4,3,1
1994-1995,209551,University of Oregon,Bachelor's degree,Area- Ethnic and Cultural Studies,14,5,9,7,4,3,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,5,0,5
1994-1995,209551,University of Oregon,Bachelor's degree,Biological Science/Life Sciences,100,46,54,86,42,44,0,0,0,2,0,2,6,2,4,0,0,0,6,2,4,0,0,0
1994-1995,209551,University of Oregon,Bachelor's degree,Business Management and Administrative Services,455,238,217,240,135,105,1,1,0,6,6,0,36,19,17,7,2,5,13,8,5,152,67,85
1994-1995,209551,University of Oregon,Bachelor's degree,Communications,221,85,136,172,64,108,3,1,2,6,3,3,10,4,6,2,2,0,8,5,3,20,6,14
1994-1995,209551,University of Oregon,Bachelor's degree,Computer and Information Sciences,46,36,10,26,22,4,0,0,0,0,0,0,5,3,2,0,0,0,3,3,0,12,8,4
1994-1995,209551,University of Oregon,Bachelor's degree,Education,11,4,7,9,4,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1994-1995,209551,University of Oregon,Bachelor's degree,English Language and Literature/Letters,215,89,126,184,77,107,3,3,0,4,2,2,4,1,3,2,0,2,16,6,10,2,0,2
1994-1995,209551,University of Oregon,Bachelor's degree,Foreign Languages and Literatures,136,37,99,94,26,68,2,0,2,11,3,8,3,0,3,2,1,1,7,3,4,17,4,13
1994-1995,209551,University of Oregon,Bachelor's degree,Health Professions and Related Sciences,16,0,16,15,0,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,209551,University of Oregon,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,20,8,12,18,7,11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
1994-1995,209551,University of Oregon,Bachelor's degree,Mathematics,41,27,14,24,15,9,0,0,0,0,0,0,6,4,2,0,0,0,4,2,2,7,6,1
1994-1995,209551,University of Oregon,Bachelor's degree,Multi/Interdisciplinary Studies,85,44,41,66,33,33,0,0,0,3,3,0,10,4,6,0,0,0,4,3,1,2,1,1
1994-1995,209551,University of Oregon,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,88,41,47,66,27,39,1,1,0,2,2,0,7,4,3,2,1,1,5,3,2,5,3,2
