Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,English Language and Literature/Letters,182,59,123,156,52,104,12,3,9,5,2,3,4,1,3,1,1,0,1,0,1,3,0,3
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Foreign Languages and Literatures,29,11,18,20,8,12,2,0,2,1,0,1,2,0,2,0,0,0,3,3,0,1,0,1
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Health Professions and Related Sciences,76,20,56,68,18,50,5,1,4,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Home Economics- General,70,0,70,62,0,62,4,0,4,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Law and Legal Studies,16,7,9,13,7,6,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,257,117,140,225,104,121,19,11,8,3,0,3,1,0,1,3,0,3,3,1,2,3,1,2
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Marketing Operations/Marketing and Distribution,13,2,11,10,1,9,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Mathematics,23,7,16,21,7,14,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Philosophy and Religion,11,8,3,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Physical Sciences,39,21,18,34,17,17,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Protective Services,14,10,4,12,9,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Psychology,200,60,140,175,55,120,14,3,11,5,1,4,4,1,3,0,0,0,2,0,2,0,0,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Social Sciences and History,315,176,139,274,155,119,19,6,13,5,4,1,5,4,1,1,1,0,2,2,0,9,4,5
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Visual and Performing Arts,75,24,51,66,21,45,4,2,2,1,0,1,3,1,2,1,0,1,0,0,0,0,0,0
1994-1995,147767,Northwestern University,Bachelor's degree,Area- Ethnic and Cultural Studies,16,1,15,14,1,13,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,147767,Northwestern University,Bachelor's degree,Biological Science/Life Sciences,102,50,52,65,31,34,1,1,0,0,0,0,35,17,18,0,0,0,0,0,0,1,1,0
1994-1995,147767,Northwestern University,Bachelor's degree,Business Management and Administrative Services,57,20,37,48,14,34,8,6,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1994-1995,147767,Northwestern University,Bachelor's degree,Communications,226,98,128,186,87,99,22,7,15,2,1,1,13,2,11,1,0,1,0,0,0,2,1,1
1994-1995,147767,Northwestern University,Bachelor's degree,Computer and Information Sciences,35,31,4,24,22,2,2,2,0,1,1,0,6,4,2,0,0,0,0,0,0,2,2,0
1994-1995,147767,Northwestern University,Bachelor's degree,Education,45,12,33,39,12,27,4,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1994-1995,147767,Northwestern University,Bachelor's degree,Engineering,281,198,83,181,130,51,17,10,7,2,1,1,55,40,15,1,0,1,1,0,1,24,17,7
1994-1995,147767,Northwestern University,Bachelor's degree,English Language and Literature/Letters,220,86,134,178,76,102,16,3,13,2,1,1,18,5,13,2,1,1,0,0,0,4,0,4
1994-1995,147767,Northwestern University,Bachelor's degree,Foreign Languages and Literatures,23,10,13,17,9,8,2,1,1,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1
1994-1995,147767,Northwestern University,Bachelor's degree,Health Professions and Related Sciences,58,20,38,29,7,22,2,0,2,2,0,2,23,13,10,0,0,0,1,0,1,1,0,1
1994-1995,147767,Northwestern University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,147767,Northwestern University,Bachelor's degree,Mathematics,34,23,11,26,18,8,4,2,2,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0
1994-1995,147767,Northwestern University,Bachelor's degree,Multi/Interdisciplinary Studies,22,14,8,15,10,5,3,2,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0
1994-1995,147767,Northwestern University,Bachelor's degree,Philosophy and Religion,28,19,9,18,13,5,0,0,0,1,1,0,7,4,3,0,0,0,0,0,0,2,1,1
1994-1995,147767,Northwestern University,Bachelor's degree,Physical Sciences,33,22,11,20,17,3,3,2,1,1,1,0,6,2,4,0,0,0,0,0,0,3,0,3
1994-1995,147767,Northwestern University,Bachelor's degree,Psychology,159,58,101,118,42,76,16,7,9,2,1,1,21,8,13,0,0,0,0,0,0,2,0,2
1994-1995,147767,Northwestern University,Bachelor's degree,Public Administration and Services,16,2,14,11,1,10,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,147767,Northwestern University,Bachelor's degree,Social Sciences and History,430,252,178,307,180,127,28,17,11,14,8,6,62,34,28,1,1,0,1,1,0,17,11,6
1994-1995,147767,Northwestern University,Bachelor's degree,Visual and Performing Arts,182,76,106,155,67,88,7,2,5,4,2,2,12,4,8,0,0,0,1,0,1,3,1,2
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Agricultural Business and Production,89,66,23,78,62,16,9,3,6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Agricultural Sciences,169,105,64,155,97,58,2,1,1,3,2,1,2,2,0,0,0,0,2,2,0,5,1,4
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Architecture and Related Programs,86,71,15,75,62,13,3,2,1,2,2,0,0,0,0,1,1,0,1,1,0,4,3,1
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Area- Ethnic and Cultural Studies,27,4,23,19,2,17,6,1,5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Biological Science/Life Sciences,238,130,108,181,100,81,7,4,3,13,10,3,26,14,12,0,0,0,5,1,4,6,1,5
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Business Management and Administrative Services,745,465,280,591,383,208,28,10,18,7,5,2,30,19,11,1,0,1,12,7,5,76,41,35
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Communications,609,237,372,537,213,324,40,10,30,7,1,6,13,6,7,0,0,0,9,6,3,3,1,2
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Computer and Information Sciences,147,127,20,95,87,8,2,2,0,3,2,1,20,14,6,0,0,0,2,1,1,25,21,4
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Conservation and Renewable Natural Resources,145,102,43,141,100,41,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Education,783,229,554,722,209,513,20,7,13,5,1,4,7,2,5,1,0,1,24,8,16,4,2,2
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Engineering,605,507,98,481,416,65,19,9,10,8,5,3,32,24,8,0,0,0,8,7,1,57,46,11
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Engineering-Related Technologies,16,15,1,16,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,English Language and Literature/Letters,248,94,154,230,87,143,5,2,3,2,1,1,6,1,5,2,1,1,3,2,1,0,0,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Foreign Languages and Literatures,121,42,79,102,36,66,6,1,5,5,2,3,6,2,4,1,1,0,0,0,0,1,0,1
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Health Professions and Related Sciences,530,106,424,469,91,378,26,4,22,5,1,4,20,7,13,0,0,0,2,1,1,8,2,6
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Home Economics- General,418,96,322,368,85,283,22,3,19,6,1,5,10,4,6,2,1,1,4,1,3,6,1,5
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Marketing Operations/Marketing and Distribution,184,100,84,138,78,60,11,1,10,6,3,3,6,3,3,0,0,0,3,2,1,20,13,7
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Mathematics,67,38,29,49,30,19,7,4,3,2,0,2,8,3,5,0,0,0,0,0,0,1,1,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Multi/Interdisciplinary Studies,11,6,5,8,3,5,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,23,12,11,22,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Philosophy and Religion,29,20,9,27,18,9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Physical Sciences,71,48,23,64,44,20,2,1,1,0,0,0,2,0,2,0,0,0,1,1,0,2,2,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Psychology,397,123,274,334,106,228,32,4,28,5,0,5,13,7,6,0,0,0,8,5,3,5,1,4
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Public Administration and Services,79,13,66,64,12,52,10,0,10,1,0,1,0,0,0,0,0,0,4,1,3,0,0,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Social Sciences and History,817,505,312,696,453,243,55,18,37,9,4,5,27,10,17,2,2,0,16,11,5,12,7,5
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Transporation and Material Moving Workers,81,72,9,70,62,8,3,3,0,3,3,0,3,3,0,1,1,0,1,0,1,0,0,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Visual and Performing Arts,237,109,128,199,86,113,9,7,2,5,4,1,10,5,5,0,0,0,8,5,3,6,2,4
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Vocational Home Economics,45,20,25,42,19,23,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agricultural Business and Production,68,40,28,60,36,24,1,0,1,0,0,0,0,0,0,6,3,3,0,0,0,1,1,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agricultural Sciences,134,89,45,117,78,39,2,1,1,0,0,0,0,0,0,14,10,4,0,0,0,1,0,1
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Architecture and Related Programs,37,30,7,34,28,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Biological Science/Life Sciences,109,56,53,95,51,44,0,0,0,2,0,2,2,1,1,7,2,5,0,0,0,3,2,1
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Business Management and Administrative Services,624,349,275,463,263,200,15,7,8,3,1,2,10,4,6,21,11,10,0,0,0,112,63,49
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Communications,100,43,57,88,40,48,4,1,3,3,0,3,1,0,1,3,2,1,0,0,0,1,0,1
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Computer and Information Sciences,44,40,4,15,14,1,1,1,0,0,0,0,1,1,0,3,3,0,0,0,0,24,21,3
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Conservation and Renewable Natural Resources,13,10,3,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Education,355,126,229,319,113,206,4,2,2,8,3,5,1,1,0,22,7,15,0,0,0,1,0,1
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering,253,223,30,172,150,22,5,4,1,2,2,0,8,7,1,12,10,2,0,0,0,54,50,4
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering-Related Technologies,82,77,5,68,64,4,3,2,1,0,0,0,4,4,0,3,3,0,0,0,0,4,4,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,English Language and Literature/Letters,46,23,23,37,17,20,2,2,0,3,2,1,1,0,1,3,2,1,0,0,0,0,0,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Foreign Languages and Literatures,14,3,11,12,3,9,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Health Professions and Related Sciences,59,4,55,56,4,52,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Home Economics- General,168,4,164,149,2,147,4,1,3,2,0,2,2,0,2,6,0,6,0,0,0,5,1,4
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Mathematics,20,9,11,17,8,9,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,33,8,25,32,7,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Philosophy and Religion,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Physical Sciences,29,24,5,25,22,3,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,1
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Protective Services,27,24,3,24,21,3,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Psychology,89,31,58,77,26,51,1,0,1,0,0,0,0,0,0,10,5,5,0,0,0,1,0,1
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Social Sciences and History,142,70,72,122,61,61,3,2,1,4,2,2,1,0,1,7,2,5,0,0,0,5,3,2
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Transporation and Material Moving Workers,76,70,6,66,60,6,1,1,0,2,2,0,0,0,0,6,6,0,0,0,0,1,1,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Visual and Performing Arts,30,17,13,25,14,11,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2
1994-1995,209542,Oregon State University,Bachelor's degree,Agricultural Business and Production,64,44,20,56,40,16,0,0,0,2,2,0,1,1,0,2,0,2,2,1,1,1,0,1
1994-1995,209542,Oregon State University,Bachelor's degree,Agricultural Sciences,79,41,38,65,33,32,0,0,0,0,0,0,2,1,1,1,1,0,8,5,3,3,1,2
1994-1995,209542,Oregon State University,Bachelor's degree,Area- Ethnic and Cultural Studies,8,3,5,5,2,3,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0
1994-1995,209542,Oregon State University,Bachelor's degree,Biological Science/Life Sciences,182,88,94,137,63,74,1,1,0,4,2,2,20,12,8,4,3,1,9,5,4,7,2,5
1994-1995,209542,Oregon State University,Bachelor's degree,Business Management and Administrative Services,350,226,124,266,179,87,0,0,0,7,5,2,21,15,6,5,3,2,13,8,5,38,16,22
1994-1995,209542,Oregon State University,Bachelor's degree,Communications,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,209542,Oregon State University,Bachelor's degree,Computer and Information Sciences,34,30,4,19,17,2,0,0,0,0,0,0,6,4,2,1,1,0,6,6,0,2,2,0
1994-1995,209542,Oregon State University,Bachelor's degree,Conservation and Renewable Natural Resources,76,57,19,61,46,15,1,0,1,1,1,0,1,1,0,1,1,0,8,5,3,3,3,0
1994-1995,209542,Oregon State University,Bachelor's degree,Education,81,41,40,69,35,34,0,0,0,2,0,2,3,3,0,0,0,0,3,0,3,4,3,1
1994-1995,209542,Oregon State University,Bachelor's degree,Engineering,306,274,32,213,194,19,0,0,0,6,5,1,29,26,3,3,2,1,15,15,0,40,32,8
1994-1995,209542,Oregon State University,Bachelor's degree,English Language and Literature/Letters,158,73,85,127,56,71,2,2,0,8,4,4,5,3,2,4,1,3,9,6,3,3,1,2
1994-1995,209542,Oregon State University,Bachelor's degree,Foreign Languages and Literatures,16,7,9,10,1,9,0,0,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0
1994-1995,209542,Oregon State University,Bachelor's degree,Health Professions and Related Sciences,154,58,96,122,42,80,1,0,1,3,2,1,12,4,8,2,2,0,11,6,5,3,2,1
1994-1995,209542,Oregon State University,Bachelor's degree,Home Economics- General,184,19,165,156,16,140,0,0,0,3,1,2,8,2,6,4,0,4,9,0,9,4,0,4
1994-1995,209542,Oregon State University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,156,62,94,115,40,75,9,4,5,3,2,1,8,5,3,1,0,1,16,8,8,4,3,1
1994-1995,209542,Oregon State University,Bachelor's degree,Marketing Operations/Marketing and Distribution,28,0,28,22,0,22,1,0,1,2,0,2,1,0,1,0,0,0,1,0,1,1,0,1
1994-1995,209542,Oregon State University,Bachelor's degree,Mathematics,25,16,9,17,9,8,0,0,0,1,1,0,2,1,1,0,0,0,2,2,0,3,3,0
1994-1995,209542,Oregon State University,Bachelor's degree,Multi/Interdisciplinary Studies,100,61,39,82,51,31,0,0,0,3,2,1,6,2,4,1,0,1,7,5,2,1,1,0
1994-1995,209542,Oregon State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,16,11,5,16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,209542,Oregon State University,Bachelor's degree,Philosophy and Religion,6,4,2,3,2,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,209542,Oregon State University,Bachelor's degree,Physical Sciences,26,22,4,24,20,4,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
1994-1995,209542,Oregon State University,Bachelor's degree,Psychology,125,45,80,106,40,66,2,0,2,4,1,3,7,3,4,1,0,1,3,1,2,2,0,2
1994-1995,209542,Oregon State University,Bachelor's degree,Science Technologies,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,209542,Oregon State University,Bachelor's degree,Social Sciences and History,256,178,78,204,146,58,0,0,0,8,4,4,12,7,5,3,1,2,21,16,5,8,4,4
1994-1995,209542,Oregon State University,Bachelor's degree,Visual and Performing Arts,61,26,35,44,17,27,0,0,0,3,1,2,5,3,2,2,1,1,3,2,1,4,2,2
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Agricultural Sciences,69,23,46,54,18,36,2,0,2,5,0,5,3,2,1,0,0,0,3,2,1,2,1,1
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Architecture and Related Programs,38,28,10,35,25,10,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Area- Ethnic and Cultural Studies,87,17,70,46,7,39,29,7,22,7,1,6,2,0,2,0,0,0,2,2,0,1,0,1
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Biological Science/Life Sciences,438,197,241,251,117,134,13,2,11,13,5,8,135,63,72,1,0,1,18,10,8,7,0,7
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Business Management and Administrative Services,376,173,203,249,132,117,20,6,14,21,6,15,60,19,41,1,1,0,7,4,3,18,5,13
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Communications,302,112,190,229,90,139,22,7,15,20,8,12,18,1,17,0,0,0,7,3,4,6,3,3
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Computer and Information Sciences,128,96,32,72,63,9,2,2,0,4,3,1,33,19,14,0,0,0,4,2,2,13,7,6
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Conservation and Renewable Natural Resources,205,103,102,175,86,89,7,3,4,9,7,2,11,5,6,1,1,0,1,1,0,1,0,1
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Education,139,67,72,117,57,60,5,3,2,6,3,3,9,3,6,0,0,0,2,1,1,0,0,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Engineering,411,333,78,231,193,38,27,17,10,24,18,6,87,70,17,0,0,0,7,7,0,35,28,7
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,English Language and Literature/Letters,350,120,230,259,94,165,26,7,19,29,7,22,24,9,15,1,0,1,9,3,6,2,0,2
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Foreign Languages and Literatures,109,24,85,63,14,49,2,0,2,35,8,27,6,1,5,0,0,0,2,1,1,1,0,1
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Health Professions and Related Sciences,224,57,167,129,32,97,17,2,15,15,3,12,56,19,37,0,0,0,5,1,4,2,0,2
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Mathematics,84,38,46,56,29,27,4,3,1,2,0,2,16,4,12,0,0,0,2,1,1,4,1,3
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Multi/Interdisciplinary Studies,5,3,2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Philosophy and Religion,28,16,12,21,15,6,3,1,2,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Physical Sciences,96,71,25,73,61,12,1,1,0,3,1,2,16,8,8,1,0,1,0,0,0,2,0,2
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Protective Services,162,92,70,102,62,40,32,16,16,14,8,6,8,3,5,0,0,0,6,3,3,0,0,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Psychology,524,119,405,390,88,302,32,8,24,38,6,32,50,14,36,0,0,0,9,2,7,5,1,4
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Public Administration and Services,28,4,24,22,4,18,4,0,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Social Sciences and History,1045,575,470,716,429,287,97,34,63,64,28,36,117,56,61,1,1,0,25,13,12,25,14,11
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Visual and Performing Arts,180,64,116,129,46,83,10,5,5,12,6,6,19,5,14,2,0,2,6,1,5,2,1,1
1994-1995,122755,San Jose State University,Bachelor's degree,Area- Ethnic and Cultural Studies,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,122755,San Jose State University,Bachelor's degree,Biological Science/Life Sciences,82,35,47,37,14,23,2,0,2,8,5,3,23,9,14,0,0,0,11,7,4,1,0,1
1994-1995,122755,San Jose State University,Bachelor's degree,Business Management and Administrative Services,967,463,504,392,213,179,32,13,19,93,40,53,301,120,181,10,3,7,88,54,34,51,20,31
1994-1995,122755,San Jose State University,Bachelor's degree,Communications,216,122,94,127,73,54,14,10,4,26,16,10,21,8,13,1,0,1,25,14,11,2,1,1
1994-1995,122755,San Jose State University,Bachelor's degree,Computer and Information Sciences,104,63,41,25,18,7,2,1,1,3,2,1,46,26,20,0,0,0,6,4,2,22,12,10
1994-1995,122755,San Jose State University,Bachelor's degree,Conservation and Renewable Natural Resources,77,38,39,47,21,26,2,2,0,10,6,4,8,3,5,1,0,1,7,6,1,2,0,2
1994-1995,122755,San Jose State University,Bachelor's degree,Education,182,40,142,123,27,96,2,1,1,19,4,15,23,6,17,0,0,0,12,1,11,3,1,2
1994-1995,122755,San Jose State University,Bachelor's degree,Engineering,460,388,72,134,113,21,8,7,1,34,32,2,245,202,43,2,2,0,34,31,3,3,1,2
1994-1995,122755,San Jose State University,Bachelor's degree,Engineering-Related Technologies,204,176,28,87,78,9,7,5,2,17,13,4,59,49,10,1,1,0,29,26,3,4,4,0
1994-1995,122755,San Jose State University,Bachelor's degree,English Language and Literature/Letters,144,34,110,100,25,75,4,0,4,15,3,12,10,2,8,1,0,1,13,3,10,1,1,0
1994-1995,122755,San Jose State University,Bachelor's degree,Foreign Languages and Literatures,28,12,16,15,8,7,1,0,1,7,2,5,3,0,3,1,1,0,0,0,0,1,1,0
1994-1995,122755,San Jose State University,Bachelor's degree,Health Professions and Related Sciences,300,39,261,154,18,136,12,4,8,21,4,17,72,7,65,4,2,2,31,4,27,6,0,6
1994-1995,122755,San Jose State University,Bachelor's degree,Home Economics- General,27,2,25,14,0,14,0,0,0,3,1,2,6,1,5,1,0,1,2,0,2,1,0,1
1994-1995,122755,San Jose State University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,139,22,117,76,12,64,2,0,2,23,4,19,17,2,15,0,0,0,21,4,17,0,0,0
1994-1995,122755,San Jose State University,Bachelor's degree,Mathematics,24,17,7,13,8,5,2,1,1,3,3,0,3,2,1,0,0,0,2,2,0,1,1,0
1994-1995,122755,San Jose State University,Bachelor's degree,Multi/Interdisciplinary Studies,11,6,5,6,3,3,0,0,0,0,0,0,2,1,1,1,1,0,2,1,1,0,0,0
1994-1995,122755,San Jose State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,25,11,14,19,9,10,0,0,0,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0
1994-1995,122755,San Jose State University,Bachelor's degree,Philosophy and Religion,7,6,1,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0
1994-1995,122755,San Jose State University,Bachelor's degree,Physical Sciences,51,35,16,28,20,8,2,2,0,3,3,0,9,5,4,0,0,0,8,5,3,1,0,1
1994-1995,122755,San Jose State University,Bachelor's degree,Protective Services,127,86,41,56,36,20,12,8,4,21,11,10,27,23,4,1,0,1,10,8,2,0,0,0
1994-1995,122755,San Jose State University,Bachelor's degree,Psychology,221,66,155,121,36,85,8,3,5,38,13,25,25,5,20,3,2,1,25,7,18,1,0,1
1994-1995,122755,San Jose State University,Bachelor's degree,Public Administration and Services,52,11,41,14,1,13,5,1,4,14,2,12,16,6,10,0,0,0,3,1,2,0,0,0
1994-1995,122755,San Jose State University,Bachelor's degree,Social Sciences and History,257,132,125,139,66,73,13,8,5,38,21,17,29,19,10,4,0,4,24,14,10,10,4,6
