Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1989-1990,157289,University of Louisville,Bachelor's degree,Physical Sciences,26,21,5,22,18,4,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,1,0
1989-1990,157289,University of Louisville,Bachelor's degree,Protective Services,51,31,20,40,26,14,8,3,5,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0
1989-1990,157289,University of Louisville,Bachelor's degree,Psychology,79,23,56,69,20,49,4,1,3,2,2,0,1,0,1,1,0,1,0,0,0,2,0,2
1989-1990,157289,University of Louisville,Bachelor's degree,Social Sciences,173,94,79,154,86,68,13,6,7,3,1,2,0,0,0,1,1,0,0,0,0,2,0,2
1989-1990,157289,University of Louisville,Bachelor's degree,Visual and Performing Arts,51,22,29,46,20,26,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,3,1,2
1989-1990,135726,University of Miami,Bachelor's degree,Allied Health,9,1,8,4,1,3,1,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,135726,University of Miami,Bachelor's degree,Architecture and Environmental Design,64,42,22,15,10,5,3,1,2,30,21,9,1,1,0,0,0,0,0,0,0,15,9,6
1989-1990,135726,University of Miami,Bachelor's degree,Area and Ethnic Studies,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,135726,University of Miami,Bachelor's degree,Business and Management,387,228,159,199,130,69,15,10,5,88,38,50,14,9,5,0,0,0,0,0,0,71,41,30
1989-1990,135726,University of Miami,Bachelor's degree,Communications,146,47,99,106,36,70,8,0,8,26,8,18,3,1,2,0,0,0,0,0,0,3,2,1
1989-1990,135726,University of Miami,Bachelor's degree,Computer and Information Sciences,58,40,18,26,21,5,1,1,0,7,2,5,4,1,3,0,0,0,0,0,0,20,15,5
1989-1990,135726,University of Miami,Bachelor's degree,Education,19,8,11,13,6,7,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4,1,3
1989-1990,135726,University of Miami,Bachelor's degree,Engineering,213,185,28,63,53,10,4,3,1,36,24,12,6,6,0,0,0,0,0,0,0,104,99,5
1989-1990,135726,University of Miami,Bachelor's degree,Foreign Languages,10,2,8,4,0,4,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,135726,University of Miami,Bachelor's degree,Health Sciences,86,7,79,62,5,57,7,0,7,13,2,11,3,0,3,0,0,0,0,0,0,1,0,1
1989-1990,135726,University of Miami,Bachelor's degree,Law,7,3,4,5,2,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,135726,University of Miami,Bachelor's degree,Letters,67,17,50,49,14,35,4,0,4,11,3,8,2,0,2,0,0,0,0,0,0,1,0,1
1989-1990,135726,University of Miami,Bachelor's degree,Liberal/General Studies,16,7,9,11,4,7,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0
1989-1990,135726,University of Miami,Bachelor's degree,Life Sciences,109,58,51,59,28,31,5,2,3,29,20,9,10,4,6,0,0,0,0,0,0,6,4,2
1989-1990,135726,University of Miami,Bachelor's degree,Marketing and Distribution,58,36,22,26,17,9,2,1,1,16,8,8,1,0,1,0,0,0,0,0,0,13,10,3
1989-1990,135726,University of Miami,Bachelor's degree,Mathematics,17,9,8,8,8,0,1,0,1,6,1,5,0,0,0,0,0,0,0,0,0,2,0,2
1989-1990,135726,University of Miami,Bachelor's degree,Philosophy and Religion,12,6,6,6,5,1,0,0,0,5,1,4,1,0,1,0,0,0,0,0,0,0,0,0
1989-1990,135726,University of Miami,Bachelor's degree,Physical Sciences,45,25,20,27,19,8,3,1,2,9,4,5,4,1,3,0,0,0,0,0,0,2,0,2
1989-1990,135726,University of Miami,Bachelor's degree,Protective Services,7,3,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1989-1990,135726,University of Miami,Bachelor's degree,Psychology,126,27,99,65,15,50,11,2,9,41,10,31,2,0,2,0,0,0,0,0,0,7,0,7
1989-1990,135726,University of Miami,Bachelor's degree,Social Sciences,124,77,47,82,51,31,10,4,6,26,16,10,0,0,0,0,0,0,0,0,0,6,6,0
1989-1990,135726,University of Miami,Bachelor's degree,Visual and Performing Arts,160,95,65,120,77,43,7,4,3,27,13,14,1,0,1,0,0,0,0,0,0,5,1,4
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Allied Health,19,0,19,16,0,16,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Architecture and Environmental Design,111,66,45,96,57,39,2,1,1,1,1,0,10,6,4,0,0,0,0,0,0,2,1,1
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Area and Ethnic Studies,75,29,46,61,24,37,1,0,1,1,0,1,11,5,6,0,0,0,0,0,0,1,0,1
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Business and Management,311,175,136,253,147,106,25,11,14,8,5,3,12,3,9,0,0,0,0,0,0,13,9,4
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Communications,229,73,156,195,65,130,20,3,17,2,1,1,6,1,5,2,1,1,0,0,0,4,2,2
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Computer and Information Sciences,61,47,14,44,33,11,5,4,1,0,0,0,6,4,2,0,0,0,0,0,0,6,6,0
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Education,155,46,109,142,43,99,7,2,5,1,0,1,3,1,2,1,0,1,0,0,0,1,0,1
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Engineering,829,664,165,703,575,128,21,13,8,10,9,1,67,42,25,1,1,0,0,0,0,27,24,3
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Foreign Languages,139,34,105,129,32,97,1,0,1,1,1,0,8,1,7,0,0,0,0,0,0,0,0,0
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Health Sciences,186,8,178,177,7,170,4,0,4,0,0,0,3,0,3,1,0,1,0,0,0,1,1,0
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Letters,473,176,297,432,164,268,16,3,13,10,5,5,12,3,9,2,1,1,0,0,0,1,0,1
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Liberal/General Studies,287,173,114,249,149,100,26,15,11,4,2,2,6,5,1,1,1,0,0,0,0,1,1,0
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Life Sciences,286,146,140,218,114,104,8,3,5,6,2,4,54,27,27,0,0,0,0,0,0,0,0,0
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Mathematics,79,49,30,66,38,28,4,3,1,0,0,0,6,6,0,0,0,0,0,0,0,3,2,1
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Multi/Interdisciplinary Studies,144,43,101,129,39,90,4,0,4,0,0,0,11,4,7,0,0,0,0,0,0,0,0,0
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Parks and Recreation,36,31,5,30,25,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Philosophy and Religion,69,45,24,63,40,23,4,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Physical Sciences,70,51,19,60,43,17,2,1,1,1,1,0,3,2,1,0,0,0,0,0,0,4,4,0
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Psychology,513,134,379,447,119,328,32,6,26,7,2,5,24,6,18,0,0,0,0,0,0,3,1,2
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Renewable Natural Resources,33,16,17,29,14,15,0,0,0,0,0,0,3,2,1,1,0,1,0,0,0,0,0,0
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Social Sciences,1203,697,506,1095,646,449,28,9,19,18,11,7,41,21,20,4,0,4,0,0,0,17,10,7
1989-1990,170976,University of Michigan-Ann Arbor,Bachelor's degree,Visual and Performing Arts,293,97,196,263,87,176,6,2,4,7,5,2,11,0,11,0,0,0,0,0,0,6,3,3
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Agribusiness and Agricultural Production,99,89,10,99,89,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Agricultural Sciences,75,48,27,69,45,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Allied Health,10,7,3,9,6,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Architecture and Environmental Design,61,51,10,49,41,8,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,10,9,1
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Area and Ethnic Studies,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Business (Administrative Support),7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Business and Management,559,338,221,526,315,211,4,2,2,2,1,1,5,4,1,2,2,0,0,0,0,20,14,6
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Communications,263,98,165,249,92,157,9,4,5,3,1,2,1,1,0,0,0,0,0,0,0,1,0,1
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Computer and Information Sciences,39,35,4,33,32,1,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,1,1,0
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Education,428,116,312,410,111,299,4,0,4,4,2,2,4,2,2,2,1,1,0,0,0,4,0,4
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Engineering,213,188,25,196,172,24,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,14,13,1
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Engineering and Engineering Related Tech,104,96,8,101,93,8,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Foreign Languages,19,9,10,17,8,9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Health Sciences,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Home Economics,195,11,184,189,9,180,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Letters,75,27,48,73,27,46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Liberal/General Studies,6,3,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Life Sciences,78,54,24,72,49,23,1,1,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Mathematics,57,34,23,49,27,22,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,5,1
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Multi/Interdisciplinary Studies,17,8,9,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Parks and Recreation,24,10,14,24,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Philosophy and Religion,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Physical Sciences,39,29,10,35,26,9,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Psychology,119,41,78,116,39,77,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Renewable Natural Resources,22,20,2,22,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Social Sciences,167,100,67,161,96,65,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,2,2,0
1989-1990,181464,University of Nebraska-Lincoln,Bachelor's degree,Visual and Performing Arts,45,18,27,40,16,24,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Allied Health,60,5,55,54,4,50,4,1,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Area and Ethnic Studies,114,29,85,104,29,75,5,0,5,2,0,2,2,0,2,0,0,0,0,0,0,1,0,1
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Business and Management,598,275,323,548,262,286,34,8,26,2,1,1,7,2,5,3,1,2,0,0,0,4,1,3
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Communications,361,121,240,330,112,218,27,5,22,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Education,181,26,155,169,24,145,10,2,8,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Foreign Languages,44,15,29,42,15,27,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Health Sciences,339,62,277,291,58,233,26,1,25,1,0,1,14,2,12,6,1,5,0,0,0,1,0,1
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Letters,344,119,225,315,109,206,21,6,15,3,0,3,5,4,1,0,0,0,0,0,0,0,0,0
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Life Sciences,204,102,102,180,89,91,11,4,7,2,1,1,10,7,3,0,0,0,0,0,0,1,1,0
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Mathematics,77,36,41,72,34,38,3,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Multi/Interdisciplinary Studies,52,21,31,48,20,28,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Parks and Recreation,25,9,16,22,6,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Philosophy and Religion,19,14,5,18,13,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Physical Sciences,78,62,16,71,58,13,2,0,2,1,1,0,3,2,1,0,0,0,0,0,0,1,1,0
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Protective Services,51,19,32,37,14,23,14,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Psychology,221,48,173,198,44,154,16,3,13,2,1,1,4,0,4,1,0,1,0,0,0,0,0,0
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Public Affairs,18,2,16,14,1,13,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Social Sciences,738,461,277,681,427,254,34,21,13,4,1,3,8,3,5,5,4,1,0,0,0,6,5,1
1989-1990,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Visual and Performing Arts,67,22,45,63,21,42,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1989-1990,152080,University of Notre Dame,Bachelor's degree,Architecture and Environmental Design,53,39,14,40,31,9,2,1,1,5,1,4,2,2,,1,1,,0,0,0,3,3,
1989-1990,152080,University of Notre Dame,Bachelor's degree,Area and Ethnic Studies,82,47,35,75,46,29,3,1,2,3,,3,0,0,0,1,,1,0,0,0,0,0,0
1989-1990,152080,University of Notre Dame,Bachelor's degree,Business and Management,478,383,95,431,350,81,11,4,7,16,11,5,4,4,,0,0,0,0,0,0,16,14,2
1989-1990,152080,University of Notre Dame,Bachelor's degree,Engineering,234,201,33,212,183,29,0,0,0,7,4,3,7,6,1,0,0,0,0,0,0,8,8,
1989-1990,152080,University of Notre Dame,Bachelor's degree,Foreign Languages,18,9,9,15,7,8,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,152080,University of Notre Dame,Bachelor's degree,Health Sciences,188,140,48,171,127,44,4,2,2,4,4,,5,4,1,0,0,0,0,0,0,4,3,1
1989-1990,152080,University of Notre Dame,Bachelor's degree,Letters,121,62,59,114,60,54,2,,2,4,2,2,1,,1,0,0,0,0,0,0,0,0,0
1989-1990,152080,University of Notre Dame,Bachelor's degree,Liberal/General Studies,61,32,29,58,32,26,0,0,0,2,,2,1,,1,0,0,0,0,0,0,0,0,0
1989-1990,152080,University of Notre Dame,Bachelor's degree,Life Sciences,51,26,25,44,22,22,2,1,1,3,2,1,1,,1,0,0,0,0,0,0,1,1,
1989-1990,152080,University of Notre Dame,Bachelor's degree,Mathematics,49,34,15,44,29,15,3,3,,0,0,0,1,1,,0,0,0,0,0,0,1,1,
1989-1990,152080,University of Notre Dame,Bachelor's degree,Philosophy and Religion,32,26,6,32,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,152080,University of Notre Dame,Bachelor's degree,Physical Sciences,28,20,8,27,20,7,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,152080,University of Notre Dame,Bachelor's degree,Psychology,97,38,59,82,30,52,8,5,3,3,,3,1,,1,1,1,,0,0,0,2,2,
1989-1990,152080,University of Notre Dame,Bachelor's degree,Social Sciences,384,269,115,350,250,100,12,6,6,9,6,3,6,2,4,1,1,,0,0,0,6,4,2
1989-1990,152080,University of Notre Dame,Bachelor's degree,Theology,12,6,6,11,6,5,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,152080,University of Notre Dame,Bachelor's degree,Visual and Performing Arts,43,20,23,40,18,22,0,0,0,1,1,,0,0,0,1,,1,0,0,0,1,1,
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Architecture and Environmental Design,87,59,28,68,43,25,0,0,0,0,0,0,3,3,0,1,0,1,0,0,0,15,13,2
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Area and Ethnic Studies,5,3,2,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Business and Management,456,292,164,408,260,148,13,9,4,1,0,1,9,4,5,5,2,3,0,0,0,20,17,3
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Communications,243,94,149,225,88,137,9,2,7,1,0,1,1,1,0,3,2,1,0,0,0,4,1,3
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Communications Technologies,76,40,36,68,36,32,6,3,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Computer and Information Sciences,37,31,6,31,26,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,1
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Education,225,38,187,209,35,174,4,0,4,1,0,1,2,0,2,8,3,5,0,0,0,1,0,1
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Engineering,278,250,28,197,175,22,5,4,1,3,1,2,22,19,3,2,2,0,0,0,0,49,49,0
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Foreign Languages,25,9,16,20,6,14,2,2,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Health Sciences,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Home Economics,37,3,34,34,2,32,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Letters,93,29,64,86,26,60,0,0,0,0,0,0,1,1,0,5,2,3,0,0,0,1,0,1
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Liberal/General Studies,25,10,15,23,9,14,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Life Sciences,69,40,29,58,35,23,3,0,3,0,0,0,5,2,3,1,1,0,0,0,0,2,2,0
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Marketing and Distribution,124,56,68,116,50,66,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Mathematics,36,17,19,32,15,17,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,1,1
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Parks and Recreation,8,2,6,6,1,5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Philosophy and Religion,8,7,1,7,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Physical Sciences,67,55,12,64,53,11,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Protective Services,49,37,12,38,29,9,7,5,2,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Psychology,106,33,73,96,31,65,4,0,4,2,1,1,1,0,1,3,1,2,0,0,0,0,0,0
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Public Affairs,94,41,53,76,35,41,11,2,9,3,2,1,0,0,0,4,2,2,0,0,0,0,0,0
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Social Sciences,208,132,76,182,118,64,12,6,6,6,2,4,2,1,1,3,3,0,0,0,0,3,2,1
1989-1990,207500,University of Oklahoma Norman Campus,Bachelor's degree,Visual and Performing Arts,98,45,53,87,40,47,5,3,2,1,1,0,2,0,2,3,1,2,0,0,0,0,0,0
1989-1990,209551,University of Oregon,Bachelor's degree,Architecture and Environmental Design,102,69,33,67,46,21,1,1,,2,1,1,14,10,4,0,0,0,6,3,3,12,8,4
1989-1990,209551,University of Oregon,Bachelor's degree,Area and Ethnic Studies,32,18,14,19,12,7,0,0,0,0,0,0,3,3,,0,0,0,5,2,3,5,1,4
1989-1990,209551,University of Oregon,Bachelor's degree,Business and Management,485,277,208,316,172,144,3,2,1,3,2,1,24,12,12,2,1,1,27,19,8,110,69,41
1989-1990,209551,University of Oregon,Bachelor's degree,Communications,278,126,152,238,110,128,1,,1,4,3,1,9,3,6,0,0,0,17,8,9,9,2,7
1989-1990,209551,University of Oregon,Bachelor's degree,Computer and Information Sciences,46,40,6,25,22,3,0,0,0,0,0,0,4,3,1,0,0,0,5,4,1,12,11,1
1989-1990,209551,University of Oregon,Bachelor's degree,Education,214,48,166,172,40,132,1,,1,2,1,1,9,1,8,3,1,2,22,3,19,5,2,3
1989-1990,209551,University of Oregon,Bachelor's degree,Foreign Languages,94,26,68,75,21,54,0,0,0,2,,2,3,,3,1,,1,13,5,8,0,0,0
1989-1990,209551,University of Oregon,Bachelor's degree,Health Sciences,10,,10,9,,9,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0
1989-1990,209551,University of Oregon,Bachelor's degree,Letters,284,98,186,241,83,158,2,1,1,1,,1,3,,3,1,1,0,29,12,17,7,1,6
1989-1990,209551,University of Oregon,Bachelor's degree,Liberal/General Studies,3,,3,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,209551,University of Oregon,Bachelor's degree,Life Sciences,64,32,32,42,20,22,0,0,0,1,1,,8,4,4,0,0,0,9,5,4,4,2,2
1989-1990,209551,University of Oregon,Bachelor's degree,Mathematics,25,14,11,16,10,6,1,,1,0,0,0,0,0,0,0,0,0,6,3,3,2,1,1
1989-1990,209551,University of Oregon,Bachelor's degree,Multi/Interdisciplinary Studies,55,26,29,40,15,25,1,1,,1,1,,5,5,,0,0,0,7,4,3,1,,1
1989-1990,209551,University of Oregon,Bachelor's degree,Parks and Recreation,84,39,45,69,30,39,1,1,,1,1,,2,1,1,0,0,0,7,3,4,4,3,1
1989-1990,209551,University of Oregon,Bachelor's degree,Philosophy and Religion,22,15,7,17,12,5,1,1,,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0
1989-1990,209551,University of Oregon,Bachelor's degree,Physical Sciences,47,37,10,33,27,6,0,0,0,0,0,0,6,4,2,1,,1,4,4,,3,2,1
1989-1990,209551,University of Oregon,Bachelor's degree,Psychology,211,73,138,168,51,117,2,2,,2,1,1,9,6,3,2,1,1,17,8,9,11,4,7
1989-1990,209551,University of Oregon,Bachelor's degree,Public Affairs,123,23,100,91,18,73,4,1,3,4,,4,2,,2,1,,1,14,1,13,7,3,4
1989-1990,209551,University of Oregon,Bachelor's degree,Social Sciences,452,277,175,348,207,141,5,3,2,5,4,1,19,15,4,2,2,,52,34,18,21,12,9
1989-1990,209551,University of Oregon,Bachelor's degree,Visual and Performing Arts,139,46,93,108,36,72,0,0,0,1,1,,6,,6,0,0,0,18,8,10,6,1,5
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Area and Ethnic Studies,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Business (Administrative Support),33,0,33,18,0,18,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Business and Management,660,366,294,565,316,249,58,26,32,4,1,3,8,5,3,0,0,0,0,0,0,25,18,7
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Communications,217,80,137,184,68,116,23,7,16,3,1,2,3,1,2,0,0,0,0,0,0,4,3,1
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Computer and Information Sciences,27,22,5,18,15,3,5,3,2,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Education,46,18,28,45,18,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Engineering,173,132,41,136,107,29,27,17,10,1,1,0,2,1,1,0,0,0,0,0,0,7,6,1
