Year,unitid,Institution_Name,Major,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.AI,T.AI.M,T.AI.F,T.AS,T.AS.M,T.AS.W,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.PI,T.PI.M,T.PI.F,T.C,T.C.M,T.C.F,T.MIX,T.MIX.M,T.MIX.M,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F
2011-2012,157289,University of Louisville,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,107,55,52,0,0,0,18,11,7,6,3,3,3,1,2,0,0,0,76,37,39,4,3,1,0,0,0,0,0,0,18,11,7
2011-2012,157289,University of Louisville,Bachelor's degree,Education,'13',First major,204,71,133,1,1,0,3,2,1,26,11,15,10,6,4,0,0,0,160,51,109,2,0,2,1,0,1,1,0,1,3,2,1
2011-2012,157289,University of Louisville,Bachelor's degree,English Language and Literature/Letters,'23',First major,108,43,65,0,0,0,2,1,1,8,2,6,6,2,4,0,0,0,91,38,53,1,0,1,0,0,0,0,0,0,2,1,1
2011-2012,157289,University of Louisville,Bachelor's degree,Health Professions and Related Programs,'51',First major,219,25,194,1,0,1,3,0,3,15,1,14,3,0,3,0,0,0,193,24,169,3,0,3,0,0,0,1,0,1,3,0,3
2011-2012,157289,University of Louisville,Bachelor's degree,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',First major,141,82,59,0,0,0,1,0,1,22,10,12,9,4,5,0,0,0,107,66,41,2,2,0,0,0,0,0,0,0,1,0,1
2011-2012,157289,University of Louisville,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,220,126,94,1,0,1,0,0,0,25,13,12,3,3,0,1,0,1,180,106,74,3,1,2,0,0,0,7,3,4,1,0,1
2011-2012,157289,University of Louisville,Bachelor's degree,Physical Sciences,'40',First major,43,27,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,40,25,15,2,1,1,0,0,0,0,0,0,0,0,0
2011-2012,157289,University of Louisville,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,410,266,144,0,0,0,18,12,6,31,16,15,11,7,4,0,0,0,330,214,116,4,4,0,1,1,0,15,12,3,18,12,6
2011-2012,157289,University of Louisville,Bachelor's degree,Engineering,'14',First major,289,244,45,1,1,0,8,7,1,9,7,2,11,8,3,0,0,0,248,213,35,4,3,1,1,1,0,7,4,3,8,7,1
2011-2012,157289,University of Louisville,Bachelor's degree,Psychology,'42',First major,200,50,150,0,0,0,8,3,5,36,5,31,7,1,6,1,0,1,137,37,100,7,3,4,0,0,0,4,1,3,9,3,6
2011-2012,157289,University of Louisville,Bachelor's degree,Social Sciences,'45',First major,208,87,121,0,0,0,6,2,4,27,9,18,9,4,5,0,0,0,161,69,92,5,3,2,0,0,0,0,0,0,6,2,4
2011-2012,135726,University of Miami,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,233,51,182,0,0,0,8,0,8,13,2,11,55,8,47,0,0,0,111,31,80,6,1,5,20,3,17,20,6,14,8,0,8
2011-2012,135726,University of Miami,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,20,19,1,0,0,0,2,2,0,1,1,0,6,6,0,0,0,0,8,7,1,0,0,0,1,1,0,2,2,0,2,2,0
2011-2012,135726,University of Miami,Bachelor's degree,Health Professions and Related Programs,'51',First major,229,40,189,1,0,1,12,2,10,29,2,27,72,13,59,0,0,0,93,18,75,4,1,3,15,2,13,3,2,1,12,2,10
2011-2012,135726,University of Miami,Bachelor's degree,Natural Resources and Conservation,'03',First major,24,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,8,2,1,1,4,1,3,1,0,1,0,0,0
2011-2012,135726,University of Miami,Bachelor's degree,Visual and Performing Arts,'50',First major,163,96,67,1,0,1,0,0,0,5,2,3,43,25,18,0,0,0,88,54,34,1,1,0,15,8,7,10,6,4,0,0,0
2011-2012,135726,University of Miami,Bachelor's degree,Engineering,'14',First major,174,137,37,0,0,0,3,3,0,11,10,1,51,34,17,0,0,0,66,52,14,1,1,0,12,11,1,30,26,4,3,3,0
2011-2012,135726,University of Miami,Bachelor's degree,English Language and Literature/Letters,'23',First major,48,16,32,1,0,1,3,0,3,3,0,3,19,4,15,0,0,0,15,9,6,0,0,0,5,3,2,2,0,2,3,0,3
2011-2012,135726,University of Miami,Bachelor's degree,Family and Consumer Sciences/Human Sciences,'19',First major,7,0,7,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,2
2011-2012,135726,University of Miami,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,443,284,159,0,0,0,20,11,9,29,17,12,70,39,31,0,0,0,210,145,65,8,4,4,35,23,12,71,45,26,20,11,9
2011-2012,135726,University of Miami,Bachelor's degree,Education,'13',First major,21,1,20,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,12,0,12,0,0,0,2,0,2,1,0,1,0,0,0
2011-2012,135726,University of Miami,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,49,18,31,0,0,0,0,0,0,14,8,6,23,3,20,0,0,0,9,5,4,0,0,0,3,2,1,0,0,0,0,0,0
2011-2012,135726,University of Miami,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,135726,University of Miami,Bachelor's degree,Psychology,'42',First major,185,41,144,1,0,1,8,1,7,14,0,14,69,15,54,1,0,1,70,20,50,4,1,3,12,3,9,6,1,5,9,1,8
2011-2012,135726,University of Miami,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,135726,University of Miami,Bachelor's degree,Physical Sciences,'40',First major,42,27,15,0,0,0,6,2,4,2,1,1,9,7,2,0,0,0,23,15,8,0,0,0,1,1,0,1,1,0,6,2,4
2011-2012,135726,University of Miami,Bachelor's degree,Architecture and Related Services,'04',First major,53,32,21,0,0,0,2,2,0,3,2,1,14,8,6,0,0,0,22,14,8,1,0,1,4,3,1,7,3,4,2,2,0
2011-2012,135726,University of Miami,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,7,3,4,0,0,0,0,0,0,3,1,2,1,1,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2011-2012,135726,University of Miami,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,345,146,199,0,0,0,45,21,24,25,8,17,82,31,51,0,0,0,143,67,76,4,2,2,37,14,23,9,3,6,45,21,24
2011-2012,135726,University of Miami,Bachelor's degree,History,'54',First major,18,13,5,0,0,0,1,1,0,0,0,0,3,1,2,0,0,0,10,8,2,0,0,0,4,3,1,0,0,0,1,1,0
2011-2012,135726,University of Miami,Bachelor's degree,Legal Professions and Studies,'22',First major,22,13,9,0,0,0,2,2,0,2,0,2,4,2,2,0,0,0,10,7,3,0,0,0,3,1,2,1,1,0,2,2,0
2011-2012,135726,University of Miami,Bachelor's degree,Mathematics and Statistics,'27',First major,17,9,8,0,0,0,2,2,0,1,0,1,2,1,1,0,0,0,9,6,3,0,0,0,1,0,1,2,0,2,2,2,0
2011-2012,135726,University of Miami,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,50,34,16,0,0,0,2,1,1,13,8,5,8,8,0,0,0,0,25,17,8,0,0,0,1,0,1,1,0,1,2,1,1
2011-2012,135726,University of Miami,Bachelor's degree,Philosophy and Religious Studies,'38',First major,12,8,4,0,0,0,2,1,1,0,0,0,4,2,2,0,0,0,4,4,0,0,0,0,2,1,1,0,0,0,2,1,1
2011-2012,135726,University of Miami,Bachelor's degree,Social Sciences,'45',First major,262,133,129,0,0,0,15,6,9,27,10,17,73,30,43,1,0,1,110,71,39,2,0,2,23,9,14,11,7,4,16,6,10
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,101,24,77,1,0,1,14,4,10,14,1,13,7,2,5,0,0,0,47,11,36,13,2,11,4,3,1,1,1,0,14,4,10
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,198,47,151,0,0,0,15,5,10,4,0,4,7,2,5,0,0,0,154,35,119,4,1,3,10,3,7,4,1,3,15,5,10
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Engineering,'14',First major,1198,922,276,2,1,1,177,140,37,24,14,10,27,18,9,0,0,0,675,520,155,40,33,7,64,43,21,189,153,36,177,140,37
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,History,'54',First major,128,80,48,0,0,0,6,1,5,2,1,1,1,0,1,0,0,0,105,70,35,7,4,3,7,4,3,0,0,0,6,1,5
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Philosophy and Religious Studies,'38',First major,35,21,14,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,31,18,13,0,0,0,2,2,0,0,0,0,1,1,0
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,51,23,28,0,0,0,6,1,5,0,0,0,2,2,0,0,0,0,39,19,20,2,0,2,2,1,1,0,0,0,6,1,5
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,226,60,166,0,0,0,7,2,5,16,4,12,16,2,14,0,0,0,166,45,121,3,2,1,16,5,11,2,0,2,7,2,5
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Health Professions and Related Programs,'51',First major,254,28,226,0,0,0,10,0,10,7,2,5,7,1,6,0,0,0,216,22,194,4,0,4,9,3,6,1,0,1,10,0,10
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,120,40,80,1,0,1,11,3,8,2,1,1,7,2,5,0,0,0,82,30,52,5,2,3,6,0,6,6,2,4,11,3,8
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Visual and Performing Arts,'50',First major,382,156,226,0,0,0,24,7,17,11,5,6,24,9,15,0,0,0,261,113,148,20,7,13,34,14,20,8,1,7,24,7,17
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Architecture and Related Services,'04',First major,105,63,42,0,0,0,7,3,4,4,1,3,7,6,1,0,0,0,72,45,27,4,2,2,3,2,1,8,4,4,7,3,4
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Mathematics and Statistics,'27',First major,159,109,50,0,0,0,17,10,7,2,2,0,5,2,3,0,0,0,75,59,16,3,1,2,10,6,4,47,29,18,17,10,7
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Psychology,'42',First major,612,155,457,2,2,0,72,26,46,53,7,46,24,7,17,1,1,0,393,92,301,22,6,16,32,9,23,13,5,8,73,27,46
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Social Sciences,'45',First major,888,460,428,2,0,2,79,48,31,47,19,28,48,20,28,0,0,0,533,285,248,39,20,19,36,19,17,104,49,55,79,48,31
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,580,278,302,0,0,0,123,57,66,18,7,11,20,8,12,0,0,0,351,176,175,21,13,8,27,14,13,20,3,17,123,57,66
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,415,265,150,1,1,0,70,44,26,8,5,3,11,8,3,0,0,0,252,163,89,13,3,10,30,20,10,30,21,9,70,44,26
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,190,158,32,0,0,0,31,23,8,3,1,2,8,5,3,0,0,0,116,102,14,5,5,0,10,8,2,17,14,3,31,23,8
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Education,'13',First major,118,41,77,0,0,0,2,1,1,6,2,4,4,0,4,0,0,0,98,35,63,4,1,3,4,2,2,0,0,0,2,1,1
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,English Language and Literature/Letters,'23',First major,250,71,179,0,0,0,13,4,9,21,5,16,10,4,6,0,0,0,170,46,124,13,4,9,19,7,12,4,1,3,13,4,9
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,73,47,26,0,0,0,6,3,3,13,11,2,3,1,2,0,0,0,45,29,16,3,1,2,2,1,1,1,1,0,6,3,3
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Natural Resources and Conservation,'03',First major,107,36,71,0,0,0,2,1,1,1,1,0,3,1,2,0,0,0,91,29,62,4,2,2,4,2,2,2,0,2,2,1,1
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,222,108,114,0,0,0,4,0,4,8,4,4,7,2,5,0,0,0,186,96,90,5,1,4,9,5,4,3,0,3,4,0,4
2011-2012,170976,University of Michigan-Ann Arbor,Bachelor's degree,Physical Sciences,'40',First major,78,55,23,1,1,0,5,4,1,2,0,2,2,1,1,0,0,0,53,41,12,2,1,1,5,3,2,8,4,4,5,4,1
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,25,23,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,19,2,0,0,0,2,2,0,1,1,0,0,0,0
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Family and Consumer Sciences/Human Sciences,'19',First major,329,49,280,1,1,0,7,2,5,6,0,6,7,3,4,0,0,0,288,37,251,2,1,1,13,5,8,5,0,5,7,2,5
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,52,17,35,0,0,0,1,1,0,0,0,0,5,2,3,0,0,0,44,14,30,1,0,1,1,0,1,0,0,0,1,1,0
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,1,1,0,0,0,0,0,0,0
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Agriculture- Agriculture Operations and Related Sciences,'01',First major,253,172,81,1,1,0,2,2,0,1,0,1,1,0,1,0,0,0,241,163,78,0,0,0,6,5,1,1,1,0,2,2,0
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Architecture and Related Services,'04',First major,83,37,46,0,0,0,2,1,1,1,1,0,4,2,2,0,0,0,67,28,39,1,0,1,6,4,2,2,1,1,2,1,1
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,812,484,328,0,0,0,28,16,12,10,6,4,25,15,10,0,0,0,634,391,243,4,4,0,27,19,8,84,33,51,28,16,12
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,260,104,156,2,0,2,5,0,5,11,4,7,13,5,8,0,0,0,210,88,122,2,0,2,14,6,8,3,1,2,5,0,5
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Engineering,'14',First major,387,334,53,0,0,0,7,6,1,6,5,1,14,12,2,0,0,0,319,275,44,0,0,0,14,12,2,27,24,3,7,6,1
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Engineering Technologies and Engineering-related Fields,'15',First major,95,90,5,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,83,79,4,1,1,0,7,6,1,0,0,0,0,0,0
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,English Language and Literature/Letters,'23',First major,93,39,54,0,0,0,1,0,1,0,0,0,4,1,3,0,0,0,81,36,45,3,1,2,2,0,2,2,1,1,1,0,1
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Health Professions and Related Programs,'51',First major,74,11,63,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,68,11,57,2,0,2,0,0,0,0,0,0,0,0,0
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,History,'54',First major,55,38,17,0,0,0,0,0,0,1,0,1,5,4,1,0,0,0,47,32,15,0,0,0,2,2,0,0,0,0,0,0,0
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,11,3,8,1,0,1,0,0,0,3,2,1,0,0,0,0,0,0,5,1,4,0,0,0,1,0,1,1,0,1,0,0,0
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,174,88,86,0,0,0,5,2,3,2,1,1,6,4,2,0,0,0,152,77,75,3,2,1,4,1,3,2,1,1,5,2,3
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',First major,20,7,13,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,18,6,12,0,0,0,0,0,0,0,0,0,1,1,0
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Mathematics and Statistics,'27',First major,21,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,6,0,0,0,1,1,0,3,0,3,0,0,0
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Natural Resources and Conservation,'03',First major,82,44,38,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,68,35,33,3,3,0,7,4,3,1,1,0,0,0,0
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Philosophy and Religious Studies,'38',First major,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Social Sciences,'45',First major,183,103,80,1,1,0,3,1,2,15,11,4,15,8,7,0,0,0,140,77,63,2,1,1,3,2,1,4,2,2,3,1,2
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Visual and Performing Arts,'50',First major,150,63,87,0,0,0,3,2,1,6,2,4,5,1,4,0,0,0,124,51,73,3,2,1,7,5,2,2,0,2,3,2,1
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Education,'13',First major,295,102,193,1,1,0,1,0,1,4,1,3,7,2,5,0,0,0,269,95,174,3,1,2,8,2,6,2,0,2,1,0,1
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Physical Sciences,'40',First major,55,33,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,31,20,0,0,0,4,2,2,0,0,0,0,0,0
2011-2012,181464,University of Nebraska-Lincoln,Bachelor's degree,Psychology,'42',First major,198,53,145,0,0,0,2,0,2,9,1,8,16,4,12,1,0,1,156,43,113,5,3,2,4,2,2,5,0,5,3,0,3
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,229,61,168,0,0,0,13,3,10,43,14,29,21,6,15,0,0,0,130,33,97,6,0,6,9,3,6,7,2,5,13,3,10
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,406,176,230,2,0,2,43,15,28,28,13,15,31,16,15,6,3,3,267,116,151,8,4,4,13,8,5,8,1,7,49,18,31
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,367,233,134,0,0,0,29,17,12,28,18,10,24,16,8,4,2,2,252,158,94,4,4,0,10,8,2,16,10,6,33,19,14
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,558,133,425,6,2,4,17,3,14,51,12,39,53,11,42,4,0,4,401,93,308,5,4,1,19,8,11,2,0,2,21,3,18
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Education,'13',First major,81,1,80,0,0,0,2,0,2,4,0,4,4,0,4,0,0,0,71,1,70,0,0,0,0,0,0,0,0,0,2,0,2
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Family and Consumer Sciences/Human Sciences,'19',First major,16,3,13,0,0,0,5,1,4,0,0,0,2,1,1,0,0,0,9,1,8,0,0,0,0,0,0,0,0,0,5,1,4
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,History,'54',First major,177,90,87,0,0,0,2,1,1,11,1,10,10,5,5,0,0,0,150,81,69,2,1,1,2,1,1,0,0,0,2,1,1
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,6,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Mathematics and Statistics,'27',First major,98,53,45,0,0,0,11,5,6,4,2,2,8,8,0,2,2,0,57,29,28,0,0,0,3,2,1,13,5,8,13,7,6
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Psychology,'42',First major,419,102,317,6,1,5,26,9,17,58,12,46,43,16,27,4,1,3,249,52,197,13,5,8,11,2,9,9,4,5,30,10,20
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,53,23,30,0,0,0,1,0,1,11,3,8,5,4,1,0,0,0,36,16,20,0,0,0,0,0,0,0,0,0,1,0,1
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,60,48,12,0,0,0,9,5,4,5,3,2,3,3,0,0,0,0,39,35,4,1,0,1,1,1,0,2,1,1,9,5,4
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,108,37,71,2,1,1,4,1,3,7,1,6,19,7,12,1,0,1,66,23,43,5,2,3,3,1,2,1,1,0,5,1,4
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Health Professions and Related Programs,'51',First major,383,86,297,2,1,1,31,6,25,37,7,30,19,1,18,2,2,0,275,65,210,5,2,3,7,0,7,5,2,3,33,8,25
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Natural Resources and Conservation,'03',First major,64,24,40,0,0,0,2,2,0,2,0,2,4,1,3,0,0,0,52,18,34,1,0,1,2,2,0,1,1,0,2,2,0
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Philosophy and Religious Studies,'38',First major,72,49,23,0,0,0,2,1,1,5,4,1,5,3,2,0,0,0,55,39,16,3,2,1,2,0,2,0,0,0,2,1,1
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Physical Sciences,'40',First major,194,122,72,0,0,0,27,16,11,13,8,5,9,5,4,3,1,2,122,82,40,5,4,1,11,5,6,4,1,3,30,17,13
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Visual and Performing Arts,'50',First major,91,31,60,2,0,2,3,0,3,6,2,4,5,4,1,0,0,0,67,25,42,1,0,1,5,0,5,2,0,2,3,0,3
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,English Language and Literature/Letters,'23',First major,164,53,111,1,0,1,5,2,3,5,2,3,16,4,12,1,0,1,122,39,83,4,1,3,8,4,4,2,1,1,6,2,4
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,49,33,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,40,29,11,2,0,2,5,2,3,1,1,0,0,0,0
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,218,86,132,0,0,0,6,1,5,20,8,12,17,5,12,0,0,0,165,68,97,3,1,2,5,1,4,2,2,0,6,1,5
2011-2012,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Social Sciences,'45',First major,632,361,271,4,2,2,35,19,16,67,20,47,54,29,25,2,2,0,408,251,157,9,3,6,18,7,11,35,28,7,37,21,16
2011-2012,152080,University of Notre Dame,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,32,8,24,0,0,0,1,1,0,0,0,0,6,2,4,0,0,0,25,5,20,0,0,0,0,0,0,0,0,0,1,1,0
2011-2012,152080,University of Notre Dame,Bachelor's degree,Philosophy and Religious Studies,'38',First major,23,16,7,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,17,11,6,1,1,0,1,1,0,1,1,0,0,0,0
2011-2012,152080,University of Notre Dame,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,568,340,228,3,2,1,38,22,16,16,13,3,53,39,14,0,0,0,415,245,170,14,4,10,2,1,1,27,14,13,38,22,16
2011-2012,152080,University of Notre Dame,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,36,29,7,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0,32,27,5,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,152080,University of Notre Dame,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,51,21,30,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,47,19,28,1,1,0,0,0,0,0,0,0,1,0,1
2011-2012,152080,University of Notre Dame,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,59,35,24,0,0,0,3,3,0,1,0,1,3,2,1,0,0,0,49,28,21,0,0,0,2,1,1,1,1,0,3,3,0
2011-2012,152080,University of Notre Dame,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,114,53,61,0,0,0,10,4,6,0,0,0,14,5,9,0,0,0,83,40,43,4,2,2,0,0,0,3,2,1,10,4,6
2011-2012,152080,University of Notre Dame,Bachelor's degree,History,'54',First major,57,37,20,0,0,0,0,0,0,1,0,1,6,4,2,0,0,0,49,32,17,1,1,0,0,0,0,0,0,0,0,0,0
2011-2012,152080,University of Notre Dame,Bachelor's degree,Mathematics and Statistics,'27',First major,35,21,14,0,0,0,1,0,1,0,0,0,3,1,2,0,0,0,29,20,9,0,0,0,0,0,0,2,0,2,1,0,1
2011-2012,152080,University of Notre Dame,Bachelor's degree,Psychology,'42',First major,123,31,92,2,0,2,2,1,1,3,1,2,15,2,13,0,0,0,96,25,71,3,1,2,0,0,0,2,1,1,2,1,1
2011-2012,152080,University of Notre Dame,Bachelor's degree,Social Sciences,'45',First major,302,153,149,0,0,0,13,7,6,10,4,6,30,13,17,0,0,0,229,120,109,11,4,7,2,1,1,7,4,3,13,7,6
2011-2012,152080,University of Notre Dame,Bachelor's degree,Visual and Performing Arts,'50',First major,86,36,50,0,0,0,4,2,2,3,3,0,4,1,3,0,0,0,66,27,39,5,2,3,2,1,1,2,0,2,4,2,2
2011-2012,152080,University of Notre Dame,Bachelor's degree,Architecture and Related Services,'04',First major,40,15,25,0,0,0,5,2,3,2,0,2,9,3,6,0,0,0,23,10,13,0,0,0,0,0,0,1,0,1,5,2,3
2011-2012,152080,University of Notre Dame,Bachelor's degree,Education,'13',First major,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
