Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1995-1996,228246,Southern Methodist University,Bachelor's degree,Foreign Languages and Literatures,33,9,24,24,5,19,1,0,1,6,2,4,2,2,0,0,0,0,0,0,0,0,0,0
1995-1996,228246,Southern Methodist University,Bachelor's degree,English Language and Literature/Letters,49,15,34,44,14,30,1,0,1,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0
1995-1996,228246,Southern Methodist University,Bachelor's degree,Conservation and Renewable Natural Resources,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,228246,Southern Methodist University,Bachelor's degree,Communications,176,51,125,140,42,98,14,4,10,10,2,8,8,1,7,0,0,0,0,0,0,4,2,2
1995-1996,228246,Southern Methodist University,Bachelor's degree,Health Professions and Related Sciences,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,228246,Southern Methodist University,Bachelor's degree,Social Sciences and History,243,133,110,200,111,89,12,8,4,16,8,8,10,4,6,0,0,0,0,0,0,5,2,3
1995-1996,228246,Southern Methodist University,Bachelor's degree,Education,3,1,2,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,228246,Southern Methodist University,Bachelor's degree,Engineering,54,45,9,36,30,6,4,3,1,4,3,1,3,2,1,0,0,0,0,0,0,7,7,0
1995-1996,243744,Stanford University,Bachelor's degree,Computer and Information Sciences,83,70,13,46,38,8,4,3,1,4,3,1,18,16,2,0,0,0,0,0,0,11,10,1
1995-1996,243744,Stanford University,Bachelor's degree,Biological Science/Life Sciences,169,77,92,63,29,34,5,3,2,4,4,0,93,39,54,0,0,0,1,1,0,3,1,2
1995-1996,243744,Stanford University,Bachelor's degree,Public Administration and Services,30,20,10,16,13,3,0,0,0,7,3,4,5,2,3,0,0,0,0,0,0,2,2,0
1995-1996,243744,Stanford University,Bachelor's degree,Engineering,258,192,66,116,90,26,21,15,6,22,18,4,72,47,25,3,1,2,1,1,0,23,20,3
1995-1996,243744,Stanford University,Bachelor's degree,Area- Ethnic and Cultural Studies,70,25,45,33,10,23,10,5,5,10,3,7,14,6,8,2,0,2,0,0,0,1,1,0
1995-1996,243744,Stanford University,Bachelor's degree,Social Sciences and History,447,243,204,225,138,87,43,18,25,56,30,26,83,36,47,7,3,4,1,0,1,32,18,14
1995-1996,243744,Stanford University,Bachelor's degree,Foreign Languages and Literatures,28,12,16,15,7,8,3,1,2,7,2,5,2,1,1,0,0,0,0,0,0,1,1,0
1995-1996,243744,Stanford University,Bachelor's degree,Physical Sciences,74,47,27,46,33,13,1,0,1,3,2,1,19,9,10,0,0,0,0,0,0,5,3,2
1995-1996,243744,Stanford University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,14,7,7,9,4,5,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0
1995-1996,243744,Stanford University,Bachelor's degree,Philosophy and Religion,17,12,5,8,6,2,1,1,0,2,2,0,6,3,3,0,0,0,0,0,0,0,0,0
1995-1996,243744,Stanford University,Bachelor's degree,English Language and Literature/Letters,127,51,76,76,38,38,4,0,4,12,3,9,25,5,20,4,1,3,3,2,1,3,2,1
1995-1996,243744,Stanford University,Bachelor's degree,Visual and Performing Arts,25,10,15,14,5,9,5,3,2,0,0,0,5,1,4,1,1,0,0,0,0,0,0,0
1995-1996,243744,Stanford University,Bachelor's degree,Multi/Interdisciplinary Studies,197,59,138,107,33,74,11,3,8,20,6,14,53,15,38,1,0,1,1,1,0,4,1,3
1995-1996,243744,Stanford University,Bachelor's degree,Mathematics,15,13,2,10,10,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,1,1,0
1995-1996,243744,Stanford University,Bachelor's degree,Psychology,128,48,80,59,23,36,18,8,10,21,6,15,28,11,17,2,0,2,0,0,0,0,0,0
1995-1996,243744,Stanford University,Bachelor's degree,Communications,37,20,17,21,11,10,6,2,4,5,4,1,3,2,1,0,0,0,0,0,0,2,1,1
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Physical Sciences,100,69,31,84,60,24,5,2,3,7,4,3,3,3,0,0,0,0,0,0,0,1,0,1
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Marketing Operations/Marketing and Distribution,140,110,30,122,98,24,3,0,3,12,9,3,2,2,0,1,1,0,0,0,0,0,0,0
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Architecture and Related Programs,153,112,41,122,92,30,4,4,0,15,6,9,11,10,1,0,0,0,0,0,0,1,0,1
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Home Economics- General,47,5,42,38,2,36,1,1,0,5,1,4,2,1,1,1,0,1,0,0,0,0,0,0
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,English Language and Literature/Letters,338,73,265,293,64,229,8,0,8,26,9,17,8,0,8,2,0,2,0,0,0,1,0,1
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Psychology,361,104,257,303,85,218,17,5,12,30,11,19,7,2,5,1,0,1,0,0,0,3,1,2
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Business Management and Administrative Services,1183,611,572,995,516,479,23,6,17,97,56,41,29,15,14,5,3,2,0,0,0,34,15,19
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Biological Science/Life Sciences,334,162,172,255,119,136,8,6,2,34,20,14,29,14,15,2,2,0,0,0,0,6,1,5
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Social Sciences and History,604,320,284,489,256,233,12,7,5,74,37,37,12,9,3,5,2,3,0,0,0,12,9,3
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Engineering-Related Technologies,196,179,17,164,153,11,5,3,2,18,16,2,8,6,2,1,1,0,0,0,0,0,0,0
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Engineering,1094,889,205,822,673,149,26,13,13,102,81,21,86,75,11,2,1,1,0,0,0,56,46,10
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Health Professions and Related Sciences,224,44,180,205,41,164,0,0,0,18,3,15,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Agricultural Business and Production,294,200,94,260,174,86,5,5,0,16,12,4,1,1,0,4,1,3,0,0,0,8,7,1
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Philosophy and Religion,12,11,1,11,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Foreign Languages and Literatures,25,7,18,14,3,11,0,0,0,10,4,6,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Agricultural Sciences,475,286,189,429,258,171,3,0,3,31,22,9,4,2,2,1,0,1,0,0,0,7,4,3
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,254,124,130,232,110,122,1,0,1,18,11,7,2,2,0,0,0,0,0,0,0,1,1,0
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Communications,162,44,118,142,36,106,7,1,6,9,4,5,2,1,1,0,0,0,0,0,0,2,2,0
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Multi/Interdisciplinary Studies,745,165,580,629,129,500,16,4,12,71,22,49,24,9,15,3,1,2,0,0,0,2,0,2
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Conservation and Renewable Natural Resources,55,30,25,50,28,22,0,0,0,2,1,1,3,1,2,0,0,0,0,0,0,0,0,0
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Visual and Performing Arts,11,2,9,9,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Mathematics,215,128,87,174,104,70,6,2,4,15,11,4,14,7,7,0,0,0,0,0,0,6,4,2
1995-1996,228723,Texas A & M University-College Station,Bachelor's degree,Computer and Information Sciences,109,87,22,87,72,15,4,3,1,5,5,0,8,5,3,0,0,0,0,0,0,5,2,3
1995-1996,100751,The University of Alabama,Bachelor's degree,Home Economics- General,134,10,124,126,9,117,6,0,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
1995-1996,100751,The University of Alabama,Bachelor's degree,Mathematics,10,5,5,6,3,3,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0
1995-1996,100751,The University of Alabama,Bachelor's degree,Education,286,71,215,260,66,194,18,2,16,0,0,0,0,0,0,3,0,3,2,0,2,3,3,0
1995-1996,100751,The University of Alabama,Bachelor's degree,Architecture and Related Programs,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,100751,The University of Alabama,Bachelor's degree,Foreign Languages and Literatures,22,7,15,16,4,12,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2
1995-1996,100751,The University of Alabama,Bachelor's degree,English Language and Literature/Letters,76,31,45,69,28,41,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,100751,The University of Alabama,Bachelor's degree,Protective Services,99,65,34,74,51,23,21,11,10,0,0,0,2,1,1,1,1,0,0,0,0,1,1,0
1995-1996,100751,The University of Alabama,Bachelor's degree,Computer and Information Sciences,28,23,5,20,17,3,4,3,1,0,0,0,1,1,0,0,0,0,0,0,0,3,2,1
1995-1996,100751,The University of Alabama,Bachelor's degree,Biological Science/Life Sciences,92,52,40,80,48,32,7,3,4,1,0,1,0,0,0,0,0,0,1,0,1,3,1,2
1995-1996,100751,The University of Alabama,Bachelor's degree,Physical Sciences,38,24,14,33,22,11,4,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1995-1996,100751,The University of Alabama,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,9,6,3,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,100751,The University of Alabama,Bachelor's degree,Public Administration and Services,40,5,35,28,3,25,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,100751,The University of Alabama,Bachelor's degree,Area- Ethnic and Cultural Studies,9,6,3,8,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,100751,The University of Alabama,Bachelor's degree,Communications,230,98,132,199,89,110,21,7,14,3,0,3,3,1,2,0,0,0,0,0,0,4,1,3
1995-1996,100751,The University of Alabama,Bachelor's degree,Psychology,104,34,70,89,30,59,10,3,7,1,0,1,1,0,1,0,0,0,1,1,0,2,0,2
1995-1996,100751,The University of Alabama,Bachelor's degree,Social Sciences and History,156,101,55,139,97,42,12,3,9,0,0,0,1,1,0,2,0,2,1,0,1,1,0,1
1995-1996,100751,The University of Alabama,Bachelor's degree,Engineering,237,174,63,194,143,51,20,9,11,2,2,0,1,1,0,0,0,0,2,2,0,18,17,1
1995-1996,100751,The University of Alabama,Bachelor's degree,Visual and Performing Arts,66,13,53,60,11,49,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1995-1996,100751,The University of Alabama,Bachelor's degree,Multi/Interdisciplinary Studies,110,63,47,103,59,44,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,100751,The University of Alabama,Bachelor's degree,Philosophy and Religion,7,6,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,100751,The University of Alabama,Bachelor's degree,Business Management and Administrative Services,714,436,278,593,375,218,76,31,45,5,4,1,3,1,2,2,1,1,11,7,4,24,17,7
1995-1996,100751,The University of Alabama,Bachelor's degree,Health Professions and Related Sciences,214,46,168,188,41,147,23,5,18,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,86,53,33,69,44,25,4,1,3,10,7,3,3,1,2,0,0,0,0,0,0,0,0,0
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Social Sciences and History,1054,613,441,761,444,317,38,15,23,144,87,57,60,37,23,5,1,4,0,0,0,46,29,17
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Multi/Interdisciplinary Studies,353,50,303,267,35,232,13,3,10,49,10,39,17,1,16,1,0,1,0,0,0,6,1,5
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Visual and Performing Arts,347,109,238,271,80,191,11,4,7,45,19,26,13,3,10,2,1,1,0,0,0,5,2,3
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Area- Ethnic and Cultural Studies,88,32,56,55,21,34,9,2,7,17,6,11,6,2,4,0,0,0,0,0,0,1,1,0
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,English Language and Literature/Letters,427,165,262,339,134,205,24,6,18,43,15,28,16,8,8,2,1,1,0,0,0,3,1,2
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Mathematics,128,72,56,82,45,37,8,5,3,18,12,6,11,4,7,0,0,0,0,0,0,9,6,3
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Public Administration and Services,76,14,62,48,8,40,6,0,6,20,5,15,1,1,0,1,0,1,0,0,0,0,0,0
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Foreign Languages and Literatures,223,80,143,152,58,94,5,1,4,51,16,35,9,2,7,1,0,1,0,0,0,5,3,2
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Communications,575,242,333,429,193,236,24,6,18,76,31,45,25,6,19,4,1,3,0,0,0,17,5,12
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Engineering,815,656,159,450,356,94,18,12,6,90,78,12,138,106,32,2,2,0,0,0,0,117,102,15
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Business Management and Administrative Services,1007,561,446,676,389,287,29,13,16,134,76,58,119,56,63,2,0,2,0,0,0,47,27,20
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Psychology,445,151,294,325,117,208,15,2,13,60,16,44,38,15,23,1,0,1,0,0,0,6,1,5
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Physical Sciences,132,99,33,98,77,21,0,0,0,12,6,6,13,9,4,0,0,0,0,0,0,9,7,2
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Philosophy and Religion,52,35,17,38,31,7,2,1,1,2,1,1,8,2,6,1,0,1,0,0,0,1,0,1
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Health Professions and Related Sciences,339,67,272,242,46,196,10,0,10,38,7,31,44,12,32,0,0,0,0,0,0,5,2,3
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,147,73,74,114,58,56,0,0,0,11,7,4,20,7,13,0,0,0,0,0,0,2,1,1
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Architecture and Related Programs,55,41,14,37,28,9,0,0,0,7,6,1,6,3,3,0,0,0,0,0,0,5,4,1
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Biological Science/Life Sciences,511,274,237,296,156,140,9,4,5,60,31,29,132,76,56,2,1,1,0,0,0,12,6,6
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Computer and Information Sciences,169,140,29,78,71,7,1,1,0,9,7,2,27,17,10,0,0,0,0,0,0,54,44,10
1995-1996,228778,The University of Texas at Austin,Bachelor's degree,Home Economics- General,107,6,101,69,4,65,3,0,3,18,2,16,10,0,10,0,0,0,0,0,0,7,0,7
1995-1996,134130,University of Florida,Bachelor's degree,Health Professions and Related Sciences,371,102,269,320,90,230,17,4,13,18,6,12,11,2,9,2,0,2,0,0,0,3,0,3
1995-1996,134130,University of Florida,Bachelor's degree,Engineering,708,586,122,518,434,84,25,17,8,53,43,10,66,50,16,3,3,0,2,2,0,41,37,4
1995-1996,134130,University of Florida,Bachelor's degree,English Language and Literature/Letters,366,92,274,305,77,228,22,3,19,27,8,19,8,2,6,3,2,1,1,0,1,0,0,0
1995-1996,134130,University of Florida,Bachelor's degree,Communications,572,242,330,485,204,281,23,10,13,43,21,22,11,2,9,2,1,1,2,2,0,6,2,4
1995-1996,134130,University of Florida,Bachelor's degree,Conservation and Renewable Natural Resources,50,31,19,44,27,17,1,1,0,2,2,0,1,0,1,1,0,1,0,0,0,1,1,0
1995-1996,134130,University of Florida,Bachelor's degree,Physical Sciences,94,57,37,75,49,26,2,0,2,2,0,2,12,6,6,1,1,0,0,0,0,2,1,1
1995-1996,134130,University of Florida,Bachelor's degree,Mathematics,71,39,32,61,33,28,0,0,0,3,1,2,6,4,2,0,0,0,0,0,0,1,1,0
1995-1996,134130,University of Florida,Bachelor's degree,Area- Ethnic and Cultural Studies,12,5,7,8,5,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
1995-1996,134130,University of Florida,Bachelor's degree,Computer and Information Sciences,31,25,6,21,19,2,2,1,1,3,2,1,1,0,1,0,0,0,0,0,0,4,3,1
1995-1996,134130,University of Florida,Bachelor's degree,Architecture and Related Programs,95,74,21,78,62,16,3,2,1,3,2,1,6,4,2,1,1,0,0,0,0,4,3,1
1995-1996,134130,University of Florida,Bachelor's degree,Social Sciences and History,644,372,272,524,304,220,44,21,23,47,33,14,25,12,13,2,2,0,1,0,1,1,0,1
1995-1996,134130,University of Florida,Bachelor's degree,Foreign Languages and Literatures,92,44,48,76,38,38,3,1,2,11,4,7,2,1,1,0,0,0,0,0,0,0,0,0
1995-1996,134130,University of Florida,Bachelor's degree,Multi/Interdisciplinary Studies,80,46,34,54,32,22,1,1,0,6,5,1,18,8,10,0,0,0,0,0,0,1,0,1
1995-1996,134130,University of Florida,Bachelor's degree,Engineering-Related Technologies,101,92,9,86,77,9,2,2,0,9,9,0,2,2,0,1,1,0,0,0,0,1,1,0
1995-1996,134130,University of Florida,Bachelor's degree,Visual and Performing Arts,140,52,88,113,42,71,4,1,3,12,4,8,5,1,4,0,0,0,0,0,0,6,4,2
1995-1996,134130,University of Florida,Bachelor's degree,Psychology,294,101,193,232,81,151,9,5,4,36,10,26,16,5,11,0,0,0,0,0,0,1,0,1
1995-1996,134130,University of Florida,Bachelor's degree,Business Management and Administrative Services,954,600,354,766,489,277,25,13,12,75,51,24,54,30,24,1,0,1,1,0,1,32,17,15
1995-1996,134130,University of Florida,Bachelor's degree,Agricultural Business and Production,74,48,26,52,38,14,11,4,7,5,3,2,3,1,2,0,0,0,0,0,0,3,2,1
1995-1996,134130,University of Florida,Bachelor's degree,Philosophy and Religion,28,16,12,21,12,9,4,3,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0
1995-1996,134130,University of Florida,Bachelor's degree,Agricultural Sciences,241,101,140,188,79,109,15,5,10,23,9,14,9,3,6,1,0,1,0,0,0,5,5,0
1995-1996,134130,University of Florida,Bachelor's degree,Protective Services,116,64,52,94,52,42,6,3,3,9,6,3,7,3,4,0,0,0,0,0,0,0,0,0
1995-1996,134130,University of Florida,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,133,47,86,115,41,74,10,5,5,6,1,5,1,0,1,1,0,1,0,0,0,0,0,0
1995-1996,134130,University of Florida,Bachelor's degree,Biological Science/Life Sciences,266,152,114,191,107,84,8,6,2,23,12,11,39,25,14,0,0,0,1,1,0,4,1,3
1995-1996,134130,University of Florida,Bachelor's degree,Education,554,157,397,468,127,341,33,12,21,30,10,20,19,6,13,3,2,1,0,0,0,1,0,1
1995-1996,139959,University of Georgia,Bachelor's degree,Education,720,170,550,678,159,519,28,8,20,3,0,3,7,2,5,1,0,1,0,0,0,3,1,2
1995-1996,139959,University of Georgia,Bachelor's degree,Physical Sciences,38,27,11,34,23,11,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0
1995-1996,139959,University of Georgia,Bachelor's degree,Engineering,17,13,4,16,12,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1995-1996,139959,University of Georgia,Bachelor's degree,Computer and Information Sciences,29,24,5,25,21,4,1,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
1995-1996,139959,University of Georgia,Bachelor's degree,Architecture and Related Programs,57,42,15,56,41,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1995-1996,139959,University of Georgia,Bachelor's degree,Area- Ethnic and Cultural Studies,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,139959,University of Georgia,Bachelor's degree,Agricultural Business and Production,94,73,21,92,72,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1995-1996,139959,University of Georgia,Bachelor's degree,Marketing Operations/Marketing and Distribution,24,0,24,20,0,20,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,139959,University of Georgia,Bachelor's degree,English Language and Literature/Letters,332,160,172,317,153,164,12,5,7,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
1995-1996,139959,University of Georgia,Bachelor's degree,Visual and Performing Arts,159,56,103,154,56,98,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,1,0,1
1995-1996,139959,University of Georgia,Bachelor's degree,Business Management and Administrative Services,900,528,372,787,479,308,30,6,24,10,3,7,21,11,10,0,0,0,0,0,0,52,29,23
1995-1996,139959,University of Georgia,Bachelor's degree,Multi/Interdisciplinary Studies,20,8,12,19,8,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1995-1996,139959,University of Georgia,Bachelor's degree,Health Professions and Related Sciences,229,92,137,211,87,124,9,1,8,0,0,0,6,3,3,1,0,1,0,0,0,2,1,1
1995-1996,139959,University of Georgia,Bachelor's degree,Foreign Languages and Literatures,83,22,61,69,21,48,5,0,5,3,0,3,2,0,2,1,0,1,0,0,0,3,1,2
1995-1996,139959,University of Georgia,Bachelor's degree,Philosophy and Religion,24,18,6,23,17,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,139959,University of Georgia,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,10,6,4,9,5,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1995-1996,139959,University of Georgia,Bachelor's degree,Communications,281,91,190,244,77,167,13,2,11,4,3,1,6,2,4,0,0,0,0,0,0,14,7,7
1995-1996,139959,University of Georgia,Bachelor's degree,Communications Technologies,86,37,49,73,31,42,6,3,3,1,1,0,3,1,2,0,0,0,0,0,0,3,1,2
1995-1996,139959,University of Georgia,Bachelor's degree,Social Sciences and History,454,299,155,407,278,129,28,10,18,5,4,1,4,1,3,3,3,0,0,0,0,7,3,4
1995-1996,139959,University of Georgia,Bachelor's degree,Mathematics,34,16,18,23,12,11,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3
1995-1996,139959,University of Georgia,Bachelor's degree,Public Administration and Services,71,5,66,57,4,53,9,1,8,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0
1995-1996,139959,University of Georgia,Bachelor's degree,Biological Science/Life Sciences,309,161,148,256,137,119,17,4,13,6,4,2,23,11,12,0,0,0,0,0,0,7,5,2
1995-1996,139959,University of Georgia,Bachelor's degree,Protective Services,81,48,33,74,46,28,4,1,3,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
1995-1996,139959,University of Georgia,Bachelor's degree,Psychology,247,84,163,214,76,138,15,4,11,2,1,1,10,2,8,0,0,0,0,0,0,6,1,5
1995-1996,139959,University of Georgia,Bachelor's degree,Home Economics- General,248,38,210,228,33,195,12,4,8,2,0,2,4,1,3,0,0,0,0,0,0,2,0,2
1995-1996,139959,University of Georgia,Bachelor's degree,Conservation and Renewable Natural Resources,95,73,22,93,71,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
1995-1996,139959,University of Georgia,Bachelor's degree,Agricultural Sciences,88,54,34,81,50,31,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5,3,2
1995-1996,157289,University of Louisville,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,37,18,19,29,14,15,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2
1995-1996,157289,University of Louisville,Bachelor's degree,Health Professions and Related Sciences,134,32,102,124,29,95,7,3,4,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0
1995-1996,157289,University of Louisville,Bachelor's degree,Area- Ethnic and Cultural Studies,5,1,4,1,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,157289,University of Louisville,Bachelor's degree,Foreign Languages and Literatures,17,7,10,14,6,8,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,157289,University of Louisville,Bachelor's degree,Philosophy and Religion,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,157289,University of Louisville,Bachelor's degree,Engineering,198,160,38,164,136,28,17,12,5,1,1,0,14,9,5,0,0,0,0,0,0,2,2,0
1995-1996,157289,University of Louisville,Bachelor's degree,Business Management and Administrative Services,335,166,169,292,144,148,20,6,14,5,4,1,6,3,3,0,0,0,0,0,0,12,9,3
1995-1996,157289,University of Louisville,Bachelor's degree,Social Sciences and History,229,97,132,187,82,105,33,12,21,3,0,3,4,2,2,2,1,1,0,0,0,0,0,0
1995-1996,157289,University of Louisville,Bachelor's degree,Physical Sciences,15,10,5,11,8,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1995-1996,157289,University of Louisville,Bachelor's degree,Biological Science/Life Sciences,97,50,47,80,43,37,6,2,4,0,0,0,11,5,6,0,0,0,0,0,0,0,0,0
1995-1996,157289,University of Louisville,Bachelor's degree,Protective Services,90,41,49,72,33,39,15,5,10,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0
1995-1996,157289,University of Louisville,Bachelor's degree,Computer and Information Sciences,26,17,9,22,15,7,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,157289,University of Louisville,Bachelor's degree,Visual and Performing Arts,68,29,39,59,26,33,4,1,3,3,2,1,1,0,1,0,0,0,0,0,0,1,0,1
1995-1996,157289,University of Louisville,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,25,17,8,20,12,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,157289,University of Louisville,Bachelor's degree,Psychology,146,45,101,124,38,86,16,5,11,3,2,1,1,0,1,0,0,0,0,0,0,2,0,2
1995-1996,157289,University of Louisville,Bachelor's degree,Communications,105,43,62,86,36,50,15,5,10,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1
1995-1996,157289,University of Louisville,Bachelor's degree,Mathematics,33,24,9,29,20,9,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0
1995-1996,157289,University of Louisville,Bachelor's degree,English Language and Literature/Letters,65,27,38,59,27,32,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1995-1996,157289,University of Louisville,Bachelor's degree,Education,186,51,135,153,41,112,26,8,18,1,0,1,1,0,1,1,0,1,0,0,0,4,2,2
1995-1996,157289,University of Louisville,Bachelor's degree,Home Economics- General,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,135726,University of Miami,Bachelor's degree,Foreign Languages and Literatures,11,3,8,3,0,3,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,2,0,2
