Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1994-1995,123961,University of Southern California,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',70,19,51,49,13,36,5,0,5,6,2,4,5,3,2,0,0,0,4,1,3,1,0,1
1994-1995,123961,University of Southern California,Bachelor's degree,Philosophy and Religion,'38.0000',33,17,16,20,11,9,1,0,1,4,2,2,5,3,2,0,0,0,2,1,1,1,0,1
1994-1995,123961,University of Southern California,Bachelor's degree,Visual and Performing Arts,'50.0000',159,71,88,119,53,66,7,4,3,10,7,3,9,2,7,2,1,1,5,2,3,7,2,5
1994-1995,131496,Georgetown University,Bachelor's degree,Business Management and Admin. Services,'52.0000',311,207,104,193,139,54,25,12,13,23,14,9,19,12,7,0,0,0,2,1,1,49,29,20
1994-1995,131496,Georgetown University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',131,37,94,99,26,73,7,1,6,9,5,4,10,3,7,0,0,0,0,0,0,6,2,4
1994-1995,131496,Georgetown University,Bachelor's degree,Health Professions and Related Sciences,'51.0000',73,3,70,63,3,60,4,0,4,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
1994-1995,134097,Florida State University,Bachelor's degree,Business Management and Admin. Services,'52.0000',1145,633,512,968,541,427,67,28,39,53,35,18,25,13,12,7,3,4,0,0,0,25,13,12
1994-1995,134097,Florida State University,Bachelor's degree,Computer and Information Sciences,'11.0000',42,36,6,34,29,5,5,4,1,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0
1994-1995,134097,Florida State University,Bachelor's degree,Engineering,'14.0000',163,121,42,123,92,31,12,7,5,7,5,2,17,13,4,1,1,0,0,0,0,3,3,0
1994-1995,134097,Florida State University,Bachelor's degree,Mathematics,'27.0000',23,11,12,21,10,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
1994-1995,134097,Florida State University,Bachelor's degree,Public Administration and Services,'44.0000',123,19,104,88,12,76,28,6,22,5,1,4,0,0,0,2,0,2,0,0,0,0,0,0
1994-1995,134097,Florida State University,Bachelor's degree,Visual and Performing Arts,'50.0000',305,128,177,276,115,161,4,2,2,11,5,6,6,2,4,2,1,1,0,0,0,6,3,3
1994-1995,134130,University of Florida,Bachelor's degree,Architecture and Related Programs,'04.0000',103,77,26,77,64,13,0,0,0,7,4,3,10,5,5,0,0,0,0,0,0,9,4,5
1994-1995,134130,University of Florida,Bachelor's degree,Computer and Information Sciences,'11.0000',46,37,9,34,28,6,5,4,1,5,3,2,2,2,0,0,0,0,0,0,0,0,0,0
1994-1995,134130,University of Florida,Bachelor's degree,Engineering,'14.0000',630,526,104,464,391,73,20,13,7,61,53,8,52,40,12,1,1,0,0,0,0,32,28,4
1994-1995,134130,University of Florida,Bachelor's degree,English Language and Literature/Letters,'23.0000',311,96,215,273,85,188,8,1,7,24,8,16,3,0,3,1,0,1,1,1,0,1,1,0
1994-1995,134130,University of Florida,Bachelor's degree,Mathematics,'27.0000',69,36,33,55,31,24,5,2,3,7,2,5,2,1,1,0,0,0,0,0,0,0,0,0
1994-1995,134130,University of Florida,Bachelor's degree,Physical Sciences,'40.0000',69,52,17,59,44,15,0,0,0,4,3,1,6,5,1,0,0,0,0,0,0,0,0,0
1994-1995,134130,University of Florida,Bachelor's degree,Social Sciences and History,'45.0000',606,376,230,521,330,191,18,8,10,42,24,18,18,11,7,2,1,1,3,1,2,2,1,1
1994-1995,135726,University of Miami,Bachelor's degree,Computer and Information Sciences,'11.0000',51,36,15,23,20,3,5,2,3,6,3,3,1,1,0,0,0,0,0,0,0,16,10,6
1994-1995,135726,University of Miami,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',22,9,13,14,6,8,2,1,1,3,1,2,0,0,0,0,0,0,2,1,1,1,0,1
1994-1995,139959,University of Georgia,Bachelor's degree,Agricultural Business and Production,'01.0000',69,55,14,65,52,13,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,139959,University of Georgia,Bachelor's degree,Agricultural Sciences,'02.0000',82,49,33,75,45,30,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2
1994-1995,139959,University of Georgia,Bachelor's degree,Physical Sciences,'40.0000',41,29,12,36,26,10,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,1
1994-1995,139959,University of Georgia,Bachelor's degree,Vocational Home Economics,'20.0000',17,1,16,17,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,142115,Boise State University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',34,16,18,31,14,17,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
1994-1995,142115,Boise State University,Bachelor's degree,English Language and Literature/Letters,'23.0000',36,8,28,35,8,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1994-1995,142115,Boise State University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',8,5,3,4,2,2,0,0,0,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0
1994-1995,142115,Boise State University,Bachelor's degree,Marketing Opers./Market. and Distribution,'08.0000',20,17,3,17,14,3,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
1994-1995,142115,Boise State University,Bachelor's degree,Philosophy and Religion,'38.0000',2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,142115,Boise State University,Bachelor's degree,Physical Sciences,'40.0000',13,7,6,13,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,147767,Northwestern University,Bachelor's degree,Communications,'09.0000',217,83,134,178,73,105,20,3,17,2,2,0,12,4,8,0,0,0,2,0,2,3,1,2
1994-1995,147767,Northwestern University,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,147767,Northwestern University,Bachelor's degree,Visual and Performing Arts,'50.0000',170,63,107,148,58,90,4,0,4,1,0,1,11,4,7,1,0,1,1,0,1,4,1,3
1994-1995,152080,University of Notre Dame,Bachelor's degree,Foreign Languages and Literatures,'16.0000',24,11,13,19,8,11,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Health Professions and Related Sciences,'51.0000',178,117,61,145,98,47,5,1,4,7,5,2,21,13,8,0,0,0,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Mathematics,'27.0000',65,36,29,61,33,28,0,0,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Philosophy and Religion,'38.0000',27,18,9,25,16,9,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Social Sciences and History,'45.0000',341,217,124,290,186,104,14,9,5,25,13,12,8,6,2,1,0,1,0,0,0,3,3,0
1994-1995,155399,Kansas State University,Bachelor's degree,Philosophy and Religion,'38.0000',7,6,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,155399,Kansas State University,Bachelor's degree,Physical Sciences,'40.0000',37,26,11,32,23,9,2,2,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Business Management and Admin. Services,'52.0000',386,191,195,347,179,168,23,6,17,0,0,0,10,3,7,0,0,0,0,0,0,6,3,3
1994-1995,157289,University of Louisville,Bachelor's degree,Communications,'09.0000',118,54,64,101,47,54,13,6,7,0,0,0,3,1,2,0,0,0,0,0,0,1,0,1
1994-1995,157289,University of Louisville,Bachelor's degree,Engineering,'14.0000',175,141,34,151,121,30,5,4,1,5,4,1,10,8,2,1,1,0,0,0,0,3,3,0
1994-1995,157289,University of Louisville,Bachelor's degree,Home Economics,'19.0000',3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Physical Sciences,'40.0000',19,11,8,18,11,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Protective Services,'43.0000',74,40,34,64,35,29,9,4,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,142115,Boise State University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,142115,Boise State University,Bachelor's degree,Communications,'09.0000',56,17,39,55,16,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,142115,Boise State University,Bachelor's degree,Computer and Information Sciences,'11.0000',36,25,11,31,21,10,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,2,2,0
1994-1995,142115,Boise State University,Bachelor's degree,Education,'13.0000',184,41,143,171,35,136,1,0,1,6,2,4,3,2,1,3,2,1,0,0,0,0,0,0
1994-1995,142115,Boise State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',44,34,10,36,29,7,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,2,2,0
1994-1995,142115,Boise State University,Bachelor's degree,Public Administration and Services,'44.0000',44,10,34,44,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,142115,Boise State University,Bachelor's degree,Social Sciences and History,'45.0000',131,71,60,116,61,55,1,0,1,9,7,2,3,1,2,0,0,0,0,0,0,2,2,0
1994-1995,147767,Northwestern University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',16,7,9,14,6,8,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
1994-1995,147767,Northwestern University,Bachelor's degree,Business Management and Admin. Services,'52.0000',67,35,32,52,28,24,13,7,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1994-1995,147767,Northwestern University,Bachelor's degree,Engineering,'14.0000',230,169,61,154,114,40,18,8,10,3,2,1,40,33,7,0,0,0,0,0,0,15,12,3
1994-1995,147767,Northwestern University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',43,14,29,38,11,27,3,2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
1994-1995,147767,Northwestern University,Bachelor's degree,Mathematics,'27.0000',36,23,13,28,19,9,2,1,1,0,0,0,4,1,3,0,0,0,0,0,0,2,2,0
1994-1995,147767,Northwestern University,Bachelor's degree,Philosophy and Religion,'38.0000',27,15,12,22,12,10,1,1,0,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0
1994-1995,147767,Northwestern University,Bachelor's degree,Social Sciences and History,'45.0000',468,246,222,345,183,162,20,5,15,8,5,3,80,40,40,0,0,0,0,0,0,15,13,2
1994-1995,152080,University of Notre Dame,Bachelor's degree,Architecture and Related Programs,'04.0000',31,18,13,25,14,11,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
1994-1995,152080,University of Notre Dame,Bachelor's degree,Computer and Information Sciences,'11.0000',6,5,1,5,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Psychology,'42.0000',79,23,56,66,19,47,5,1,4,4,1,3,3,2,1,1,0,1,0,0,0,0,0,0
1994-1995,155399,Kansas State University,Bachelor's degree,Agricultural Sciences,'02.0000',208,139,69,197,131,66,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,8,7,1
1994-1995,155399,Kansas State University,Bachelor's degree,Architecture and Related Programs,'04.0000',129,91,38,123,88,35,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,3,2,1
1994-1995,155399,Kansas State University,Bachelor's degree,Communications,'09.0000',173,69,104,159,65,94,4,1,3,3,0,3,1,0,1,1,1,0,0,0,0,5,2,3
1994-1995,155399,Kansas State University,Bachelor's degree,Engineering-Related Technologies,'15.0000',63,60,3,62,59,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,155399,Kansas State University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',23,10,13,18,7,11,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,155399,Kansas State University,Bachelor's degree,Psychology,'42.0000',111,35,76,101,31,70,3,0,3,5,3,2,0,0,0,0,0,0,0,0,0,2,1,1
1994-1995,155399,Kansas State University,Bachelor's degree,Public Administration and Services,'44.0000',51,4,47,48,3,45,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,139959,University of Georgia,Bachelor's degree,English Language and Literature/Letters,'23.0000',399,187,212,375,177,198,18,7,11,5,3,2,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,139959,University of Georgia,Bachelor's degree,Health Professions and Related Sciences,'51.0000',215,62,153,202,58,144,5,1,4,1,0,1,5,1,4,0,0,0,0,0,0,2,2,0
1994-1995,139959,University of Georgia,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',14,7,7,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,139959,University of Georgia,Bachelor's degree,Marketing Opers./Market. and Distribution,'08.0000',25,2,23,22,1,21,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,139959,University of Georgia,Bachelor's degree,Protective Services,'43.0000',54,28,26,48,25,23,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,139959,University of Georgia,Bachelor's degree,Public Administration and Services,'44.0000',76,8,68,66,6,60,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,139959,University of Georgia,Bachelor's degree,Social Sciences and History,'45.0000',515,363,152,465,332,133,28,16,12,2,2,0,12,7,5,0,0,0,0,0,0,8,6,2
1994-1995,139959,University of Georgia,Bachelor's degree,Visual and Performing Arts,'50.0000',218,66,152,201,59,142,3,1,2,5,3,2,2,1,1,0,0,0,0,0,0,7,2,5
1994-1995,142115,Boise State University,Bachelor's degree,Business Management and Admin. Services,'52.0000',274,152,122,258,139,119,2,1,1,6,5,1,4,2,2,0,0,0,0,0,0,6,5,1
1994-1995,142115,Boise State University,Bachelor's degree,Construction Trades,'46.0000',21,21,0,20,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,142115,Boise State University,Bachelor's degree,Health Professions and Related Sciences,'51.0000',128,36,92,124,36,88,0,0,0,1,0,1,2,0,2,1,0,1,0,0,0,0,0,0
1994-1995,142115,Boise State University,Bachelor's degree,Mathematics,'27.0000',7,5,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
1994-1995,142115,Boise State University,Bachelor's degree,Psychology,'42.0000',49,14,35,48,13,35,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,147767,Northwestern University,Bachelor's degree,English Language and Literature/Letters,'23.0000',232,80,152,183,66,117,9,4,5,7,4,3,28,5,23,1,0,1,0,0,0,4,1,3
1994-1995,147767,Northwestern University,Bachelor's degree,Health Professions and Related Sciences,'51.0000',36,8,28,21,4,17,1,0,1,0,0,0,12,4,8,0,0,0,0,0,0,2,0,2
1994-1995,147767,Northwestern University,Bachelor's degree,Physical Sciences,'40.0000',43,27,16,25,14,11,1,1,0,1,1,0,15,10,5,0,0,0,0,0,0,1,1,0
1994-1995,147767,Northwestern University,Bachelor's degree,Public Administration and Services,'44.0000',11,2,9,6,1,5,2,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,English Language and Literature/Letters,'23.0000',110,42,68,102,39,63,0,0,0,4,2,2,4,1,3,0,0,0,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Theological Studies/Religious Vocations,'39.0000',5,3,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,152080,University of Notre Dame,Bachelor's degree,Visual and Performing Arts,'50.0000',68,36,32,58,32,26,5,3,2,3,1,2,2,0,2,0,0,0,0,0,0,0,0,0
1994-1995,155399,Kansas State University,Bachelor's degree,Agricultural Business and Production,'01.0000',120,89,31,114,85,29,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,3,3,0
1994-1995,155399,Kansas State University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',158,79,79,148,73,75,1,0,1,5,3,2,4,3,1,0,0,0,0,0,0,0,0,0
1994-1995,155399,Kansas State University,Bachelor's degree,Business Management and Admin. Services,'52.0000',576,332,244,535,313,222,14,3,11,8,3,5,6,3,3,1,0,1,0,0,0,12,10,2
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Agricultural Business and Production,'01.0000',16,15,1,12,11,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Agricultural Sciences,'02.0000',32,14,18,29,12,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',9,6,3,8,5,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Communications,'09.0000',121,46,75,108,45,63,9,0,9,2,0,2,0,0,0,0,0,0,0,0,0,2,1,1
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Foreign Languages and Literatures,'16.0000',36,8,28,32,8,24,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Philosophy and Religion,'38.0000',10,6,4,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Visual and Performing Arts,'50.0000',82,37,45,71,29,42,5,4,1,1,0,1,2,2,0,0,0,0,1,1,0,2,1,1
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Business Management and Admin. Services,'52.0000',289,185,104,229,151,78,19,12,7,11,6,5,20,8,12,0,0,0,0,0,0,10,8,2
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Communications,'09.0000',221,97,124,163,69,94,22,11,11,8,3,5,12,4,8,4,2,2,0,0,0,1,1,0
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',103,41,62,89,37,52,3,1,2,2,1,1,6,2,4,0,0,0,0,0,0,1,0,1
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Education,'13.0000',153,45,108,131,38,93,8,4,4,4,1,3,4,2,2,2,0,2,0,0,0,0,0,0
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Health Professions and Related Sciences,'51.0000',192,11,181,166,9,157,10,1,9,4,0,4,5,0,5,2,1,1,0,0,0,2,0,2
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',198,107,91,158,80,78,17,10,7,5,5,0,11,6,5,0,0,0,0,0,0,2,1,1
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',55,45,10,44,36,8,7,5,2,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Philosophy and Religion,'38.0000',59,39,20,44,30,14,1,0,1,4,3,1,6,5,1,0,0,0,0,0,0,0,0,0
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Physical Sciences,'40.0000',89,66,23,72,54,18,3,2,1,1,1,0,9,7,2,0,0,0,0,0,0,1,1,0
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Visual and Performing Arts,'50.0000',280,115,165,232,97,135,10,3,7,8,2,6,15,5,10,3,3,0,0,0,0,3,3,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Agricultural Sciences,'02.0000',102,68,34,97,67,30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,3
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Business Management and Admin. Services,'52.0000',675,391,284,543,318,225,5,2,3,5,4,1,9,4,5,1,1,0,0,0,0,112,62,50
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Mathematics,'27.0000',31,16,15,27,14,13,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Philosophy and Religion,'38.0000',6,5,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Agricultural Sciences,'02.0000',68,27,41,59,24,35,3,2,1,2,0,2,3,1,2,0,0,0,0,0,0,1,0,1
1994-1995,157289,University of Louisville,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Mathematics,'27.0000',30,15,15,25,14,11,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,1,1,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',147,77,70,118,68,50,12,0,12,5,2,3,10,5,5,1,1,0,1,1,0,0,0,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Business Management and Admin. Services,'52.0000',553,275,278,482,258,224,34,6,28,5,2,3,16,3,13,2,1,1,1,1,0,13,4,9
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Computer and Information Sciences,'11.0000',43,33,10,34,29,5,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,5,3,2
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Education,'13.0000',313,54,259,285,49,236,16,2,14,7,2,5,1,1,0,0,0,0,2,0,2,2,0,2
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Engineering,'14.0000',303,252,51,245,203,42,17,11,6,6,5,1,13,13,0,2,2,0,4,3,1,16,15,1
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Home Economics,'19.0000',62,2,60,59,1,58,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Law and Legal Studies,'22.0000',13,6,7,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',331,168,163,300,153,147,21,11,10,5,3,2,2,0,2,1,0,1,2,1,1,0,0,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Protective Services,'43.0000',32,21,11,24,19,5,5,0,5,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Public Administration and Services,'44.0000',1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Social Sciences and History,'45.0000',338,195,143,299,181,118,23,9,14,9,4,5,3,0,3,1,1,0,0,0,0,3,0,3
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Architecture and Related Programs,'04.0000',80,49,31,61,39,22,4,3,1,4,2,2,8,4,4,0,0,0,0,0,0,3,1,2
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',402,217,185,271,142,129,15,7,8,17,11,6,87,51,36,2,1,1,0,0,0,0,0,0
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Foreign Languages and Literatures,'16.0000',148,42,106,113,32,81,8,2,6,8,3,5,11,4,7,1,0,1,0,0,0,1,0,1
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Mathematics,'27.0000',104,63,41,81,49,32,5,2,3,1,1,0,10,7,3,0,0,0,0,0,0,3,1,2
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',165,70,95,137,59,78,4,2,2,4,1,3,13,4,9,0,0,0,0,0,0,2,1,1
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Psychology,'42.0000',514,158,356,400,120,280,37,9,28,19,7,12,43,15,28,2,0,2,0,0,0,2,0,2
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Computer and Information Sciences,'11.0000',62,47,15,47,35,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,11,3
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',42,33,9,39,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Engineering-Related Technologies,'15.0000',87,84,3,83,80,3,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1994-1995,155399,Kansas State University,Bachelor's degree,Computer and Information Sciences,'11.0000',24,23,1,22,21,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,155399,Kansas State University,Bachelor's degree,Home Economics,'19.0000',98,7,91,105,6,99,2,0,2,2,0,2,2,0,2,1,1,0,0,0,0,3,0,3
1994-1995,155399,Kansas State University,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,155399,Kansas State University,Bachelor's degree,Mathematics,'27.0000',15,10,5,13,9,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,155399,Kansas State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',93,55,38,89,53,36,1,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,155399,Kansas State University,Bachelor's degree,Visual and Performing Arts,'50.0000',129,30,99,118,27,91,4,0,4,2,1,1,1,0,1,1,0,1,0,0,0,3,2,1
1994-1995,157289,University of Louisville,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',102,52,50,85,44,41,6,3,3,1,1,0,9,3,6,0,0,0,0,0,0,1,1,0
1994-1995,157289,University of Louisville,Bachelor's degree,Education,'13.0000',215,50,165,192,43,149,20,5,15,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Foreign Languages and Literatures,'16.0000',23,5,18,19,4,15,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1
1994-1995,157289,University of Louisville,Bachelor's degree,Health Professions and Related Sciences,'51.0000',152,18,134,142,18,124,6,0,6,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',20,7,13,20,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
