,team,season,player,position,age,salary_millions,salary_2013_millions,sources,notes_other,table_name,player_bref_url,disputed_salary,tm,pst_team
1341,Pittsburgh Pirates,2000,Aramis Ramirez,Third Baseman,22,0.23,0.312,4/5/00 AP,,salaries,http://www.baseball-reference.com/players/r/ramirar01.shtml,FALSE,PIT,Pirates
1342,Pittsburgh Pirates,2000,Jason Kendall,Catcher,26,2.25,3.05,4/5/00 AP,,salaries,http://www.baseball-reference.com/players/k/kendaja01.shtml,FALSE,PIT,Pirates
1343,Pittsburgh Pirates,1996,Jason Kendall,Catcher,22,0.109,0.162,1997 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/k/kendaja01.shtml,FALSE,PIT,Pirates
1344,Pittsburgh Pirates,1985,Johnny Ray,Second Baseman,28,0.632,1.372,1985 USA Today survey,,salaries,http://www.baseball-reference.com/players/r/rayjo01.shtml,FALSE,PIT,Pirates
1345,Pittsburgh Pirates,1996,Denny Neagle,Pitcher,27,2.3,3.423,1997 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/n/neaglde01.shtml,FALSE,PIT,Pirates
1346,Pittsburgh Pirates,1986,Barry Bonds,Leftfielder,21,0.06,0.128,1986 USA Today survey,,salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,PIT,Pirates
1347,Pittsburgh Pirates,2012,A.J. Burnett,Pitcher,35,16.5,16.777,contracts,$11.5M paid by New York Yankees,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,PIT,Pirates
1348,Pittsburgh Pirates,2010,Andrew McCutchen,Centerfielder,23,0.422,0.452,,,salaries,http://www.baseball-reference.com/players/m/mccutan01.shtml,FALSE,PIT,Pirates
1349,Pittsburgh Pirates,1992,Barry Bonds,Leftfielder,27,4.8,7.985,11/4/92 Toronto Sun,"Includes $100,000 earned bonus",salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,PIT,Pirates
1350,Pittsburgh Pirates,1995,Denny Neagle,Pitcher,26,0.74,1.134,1996 Joint Exhibit 1,"Includes $20,000 earned bonus",salaries,http://www.baseball-reference.com/players/n/neaglde01.shtml,FALSE,PIT,Pirates
1351,Pittsburgh Pirates,1992,Denny Neagle,Pitcher,23,0.11,0.183,4/2/92 USA Today,,salaries,http://www.baseball-reference.com/players/n/neaglde01.shtml,FALSE,PIT,Pirates
1352,Pittsburgh Pirates,2011,Andrew McCutchen,Centerfielder,24,0.452,0.47,,,salaries,http://www.baseball-reference.com/players/m/mccutan01.shtml,FALSE,PIT,Pirates
1353,Pittsburgh Pirates,1991,Barry Bonds,Leftfielder,26,2.3,3.942,3/4/91 TSN,"Arbitration loss; $3,250,000 request",salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,PIT,Pirates
1354,Pittsburgh Pirates,2004,Jason Kendall,Catcher,30,8.571,10.593,4/7/04 AP,,salaries,http://www.baseball-reference.com/players/k/kendaja01.shtml,FALSE,PIT,Pirates
1355,Pittsburgh Pirates,2012,Jose Tabata,Outfielder,23,0.75,0.763,contracts,,salaries,http://www.baseball-reference.com/players/t/tabatjo01.shtml,FALSE,PIT,Pirates
1356,Pittsburgh Pirates,1998,Aramis Ramirez,Third Baseman,20,0.17,0.243,11/23/98 USA Today,,salaries,http://www.baseball-reference.com/players/r/ramirar01.shtml,FALSE,PIT,Pirates
1357,Pittsburgh Pirates,1987,Johnny Ray,Second Baseman,30,0.807,1.658,1987 USA Today survey,,salaries,http://www.baseball-reference.com/players/r/rayjo01.shtml,FALSE,PIT,Pirates
1358,Pittsburgh Pirates,2012,A.J. Burnett,Pitcher,35,16.5,16.777,contracts,$11.5M paid by New York Yankees,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,PIT,Pirates
1359,Pittsburgh Pirates,1988,Larry McWilliams,Pitcher,34,1.005,1.984,Larry Grasso corrections,,salaries,http://www.baseball-reference.com/players/m/mcwilla01.shtml,FALSE,PIT,Pirates
1360,Pittsburgh Pirates,2002,Aramis Ramirez,Third Baseman,24,0.5,0.649,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/r/ramirar01.shtml,FALSE,PIT,Pirates
1361,Pittsburgh Pirates,2003,Aramis Ramirez,Third Baseman,25,3,3.807,4/3/03 AP,,salaries,http://www.baseball-reference.com/players/r/ramirar01.shtml,FALSE,PIT,Pirates
1362,Pittsburgh Pirates,1988,Bobby Bonilla,"Third Baseman, Rightfielder, First Baseman",25,0.23,0.454,,,salaries,http://www.baseball-reference.com/players/b/bonilbo01.shtml,TRUE,PIT,Pirates
1363,Pittsburgh Pirates,1990,Bobby Bonilla,"Third Baseman, Rightfielder, First Baseman",27,1.25,2.234,USA Today,"Arbitration loss; $1,700,000 requested",salaries,http://www.baseball-reference.com/players/b/bonilbo01.shtml,FALSE,PIT,Pirates
1364,Pittsburgh Pirates,1984,Johnny Ray,Second Baseman,27,0.165,0.371,1/30/84 TSN,,salaries,http://www.baseball-reference.com/players/r/rayjo01.shtml,FALSE,PIT,Pirates
1365,Pittsburgh Pirates,2009,Eric Hinske,"Third Baseman, Pinch Hitter, Outfielder",31,1.5,1.632,,,salaries,http://www.baseball-reference.com/players/h/hinsker01.shtml,FALSE,PIT,Pirates
1366,Pittsburgh Pirates,2011,Jose Tabata,Outfielder,22,0.428,0.444,,,salaries,http://www.baseball-reference.com/players/t/tabatjo01.shtml,FALSE,PIT,Pirates
1367,Pittsburgh Pirates,1989,Bobby Bonilla,"Third Baseman, Rightfielder, First Baseman",26,0.74,1.394,1991 TSN Guide 28; T. Timmerman database,,salaries,http://www.baseball-reference.com/players/b/bonilbo01.shtml,FALSE,PIT,Pirates
1368,Pittsburgh Pirates,1986,Larry McWilliams,Pitcher,32,1.08,2.3,1986 USA Today survey,,salaries,http://www.baseball-reference.com/players/m/mcwilla01.shtml,FALSE,PIT,Pirates
1369,Pittsburgh Pirates,2001,Jason Kendall,Catcher,27,5.1,6.724,4/6/01 USA Today,,salaries,http://www.baseball-reference.com/players/k/kendaja01.shtml,FALSE,PIT,Pirates
1370,Pittsburgh Pirates,1988,Barry Bonds,Leftfielder,23,0.22,0.434,"USA Today, 4/1/88",,salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,PIT,Pirates
1371,Pittsburgh Pirates,1999,Jason Kendall,Catcher,25,1.25,1.752,4/6/99 USA Today,,salaries,http://www.baseball-reference.com/players/k/kendaja01.shtml,FALSE,PIT,Pirates
1372,Pittsburgh Pirates,1977,Omar Moreno,Centerfielder,24,0.025,0.096,"TSN salary survey, 4/23/77",,salaries,http://www.baseball-reference.com/players/m/morenom01.shtml,FALSE,PIT,Pirates
1373,Pittsburgh Pirates,1989,Larry McWilliams,Pitcher,35,1.08,2.034,11/1/89 NYT,,salaries,http://www.baseball-reference.com/players/m/mcwilla01.shtml,FALSE,PIT,Pirates
1374,Pittsburgh Pirates,1997,Jason Kendall,Catcher,23,0.235,0.342,1997 AP survey,,salaries,http://www.baseball-reference.com/players/k/kendaja01.shtml,FALSE,PIT,Pirates
1375,Pittsburgh Pirates,1990,Barry Bonds,Leftfielder,25,0.85,1.519,USA Today,"Arbitration loss; $1,600,000 request",salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,PIT,Pirates
1376,Pittsburgh Pirates,1990,Moises Alou,Outfielder,23,0.1,0.179,USA Today,,salaries,http://www.baseball-reference.com/players/a/aloumo01.shtml,FALSE,PIT,Pirates
1377,Pittsburgh Pirates,1987,Bobby Bonilla,"Third Baseman, Rightfielder, First Baseman",24,0.115,0.236,1987 USA Today survey,,salaries,http://www.baseball-reference.com/players/b/bonilbo01.shtml,FALSE,PIT,Pirates
1378,Pittsburgh Pirates,1989,Barry Bonds,Leftfielder,24,0.36,0.678,1991 TSN Guide 28; T. Timmerman database,,salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,PIT,Pirates
1379,Pittsburgh Pirates,2003,Jason Kendall,Catcher,29,8.571,10.877,4/3/03 AP,,salaries,http://www.baseball-reference.com/players/k/kendaja01.shtml,FALSE,PIT,Pirates
1380,Pittsburgh Pirates,1987,Barry Bonds,Leftfielder,22,0.1,0.205,1987 USA Today survey,,salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,PIT,Pirates
1381,Pittsburgh Pirates,1993,Denny Neagle,Pitcher,24,0.14,0.226,1996 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/n/neaglde01.shtml,FALSE,PIT,Pirates
1382,San Diego Padres,1981,John Curtis,Pitcher,33,0.34,0.873,1980 TSN Guide,"$75K bonus, $325K salary",salaries,http://www.baseball-reference.com/players/c/curtijo01.shtml,FALSE,SDP,Padres
1383,San Diego Padres,2009,Jake Peavy,Pitcher,28,11,11.969,,,salaries,http://www.baseball-reference.com/players/p/peavyja01.shtml,FALSE,SDP,Padres
1384,San Diego Padres,2006,Jake Peavy,Pitcher,25,2.5,2.895,,,salaries,http://www.baseball-reference.com/players/p/peavyja01.shtml,FALSE,SDP,Padres
1385,San Diego Padres,2007,Jake Peavy,Pitcher,26,4.75,5.348,,,salaries,http://www.baseball-reference.com/players/p/peavyja01.shtml,FALSE,SDP,Padres
1386,San Diego Padres,2008,Jake Peavy,Pitcher,27,6.5,7.048,,,salaries,http://www.baseball-reference.com/players/p/peavyja01.shtml,FALSE,SDP,Padres
1387,San Diego Padres,1981,Rick Wise,Pitcher,35,0.4,1.027,1980 TSN Guide,"$350K salary, $250K bonus pro-rated",salaries,http://www.baseball-reference.com/players/w/wiseri01.shtml,FALSE,SDP,Padres
1388,San Diego Padres,2009,Adrian Gonzalez,First Baseman,27,3.125,3.4,,,salaries,http://www.baseball-reference.com/players/g/gonzaad01.shtml,FALSE,SDP,Padres
1389,San Diego Padres,1982,John Curtis,Pitcher,34,0.34,0.822,1980 TSN Guide,"$75K bonus, $325K salary",salaries,http://www.baseball-reference.com/players/c/curtijo01.shtml,FALSE,SDP,Padres
1390,San Diego Padres,2008,Adrian Gonzalez,First Baseman,26,0.875,0.949,,,salaries,http://www.baseball-reference.com/players/g/gonzaad01.shtml,FALSE,SDP,Padres
1391,San Diego Padres,1980,John Curtis,Pitcher,32,0.415,1.176,1980 TSN Guide,"$75K bonus, $400K salary",salaries,http://www.baseball-reference.com/players/c/curtijo01.shtml,FALSE,SDP,Padres
1392,San Diego Padres,2011,Cameron Maybin,Centerfielder,24,0.429,0.445,,,salaries,http://www.baseball-reference.com/players/m/maybica01.shtml,FALSE,SDP,Padres
1393,San Diego Padres,1980,Greg Minton,Pitcher,28,0.09,0.255,3/7/81 TSN,,salaries,http://www.baseball-reference.com/players/m/mintogr01.shtml,FALSE,SDP,Padres
1394,San Diego Padres,1983,Rick Wise,Pitcher,37,0.4,0.938,1980 TSN Guide,"$350K salary, $250K bonus pro-rated; out aft 1982",salaries,http://www.baseball-reference.com/players/w/wiseri01.shtml,FALSE,SDP,Padres
1395,San Diego Padres,2006,Adrian Gonzalez,First Baseman,24,0.328,0.379,,,salaries,http://www.baseball-reference.com/players/g/gonzaad01.shtml,FALSE,SDP,Padres
1396,San Diego Padres,1977,Dave Winfield,Rightfielder,25,0.09,0.347,"TSN salary survey, 4/23/77",,salaries,http://www.baseball-reference.com/players/w/winfida01.shtml,FALSE,SDP,Padres
1397,San Diego Padres,2010,Adrian Gonzalez,First Baseman,28,4.875,5.219,,,salaries,http://www.baseball-reference.com/players/g/gonzaad01.shtml,FALSE,SDP,Padres
1398,San Diego Padres,2006,Chan Ho Park,Pitcher,33,15.505,17.955,,,salaries,http://www.baseball-reference.com/players/p/parkch01.shtml,FALSE,SDP,Padres
1399,San Diego Padres,2003,Jake Peavy,Pitcher,22,0.305,0.387,4/3/03 AP,,salaries,http://www.baseball-reference.com/players/p/peavyja01.shtml,FALSE,SDP,Padres
1400,San Diego Padres,1984,Rick Wise,Pitcher,38,0.4,0.899,1980 TSN Guide,"$350K salary, $250K bonus pro-rated; out aft 1982",salaries,http://www.baseball-reference.com/players/w/wiseri01.shtml,FALSE,SDP,Padres
1401,San Diego Padres,2012,Cameron Maybin,Centerfielder,25,0.5,0.508,contracts,,salaries,http://www.baseball-reference.com/players/m/maybica01.shtml,FALSE,SDP,Padres
1402,San Diego Padres,1982,Rick Wise,Pitcher,36,0.4,0.968,1980 TSN Guide,"$350K salary, $250K bonus pro-rated",salaries,http://www.baseball-reference.com/players/w/wiseri01.shtml,FALSE,SDP,Padres
1403,San Diego Padres,2004,Jake Peavy,Pitcher,23,0.35,0.433,4/7/04 AP,,salaries,http://www.baseball-reference.com/players/p/peavyja01.shtml,FALSE,SDP,Padres
1404,San Diego Padres,1980,Rick Wise,Pitcher,34,0.35,0.992,1980 TSN Guide,"$300K salary, $250K bonus pro-rated",salaries,http://www.baseball-reference.com/players/w/wiseri01.shtml,FALSE,SDP,Padres
1405,San Diego Padres,2007,Adrian Gonzalez,First Baseman,25,0.5,0.563,,,salaries,http://www.baseball-reference.com/players/g/gonzaad01.shtml,FALSE,SDP,Padres
1406,San Diego Padres,2005,Jake Peavy,Pitcher,24,0.75,0.896,,,salaries,http://www.baseball-reference.com/players/p/peavyja01.shtml,FALSE,SDP,Padres
1407,San Francisco Giants,1996,Barry Bonds,Leftfielder,31,8.417,12.528,1997 Joint Exhibit 1,"Incl $416,667 signing bonus",salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,SFG,Giants
1408,San Francisco Giants,2009,Matt Cain,Pitcher,24,2.9,3.155,,,salaries,http://www.baseball-reference.com/players/c/cainma01.shtml,FALSE,SFG,Giants
1409,San Francisco Giants,2004,Barry Bonds,Leftfielder,39,18,22.246,4/7/04 AP,,salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,SFG,Giants
1410,San Francisco Giants,2006,Omar Vizquel,"Shortstop, Third Baseman",39,3.64,4.215,,,salaries,http://www.baseball-reference.com/players/v/vizquom01.shtml,FALSE,SFG,Giants
1411,San Francisco Giants,2005,Omar Vizquel,"Shortstop, Third Baseman",38,3.25,3.885,,,salaries,http://www.baseball-reference.com/players/v/vizquom01.shtml,FALSE,SFG,Giants
1412,San Francisco Giants,2012,Madison Bumgarner,Pitcher,22,0.56,0.569,contracts,,salaries,http://www.baseball-reference.com/players/b/bumgama01.shtml,FALSE,SFG,Giants
1413,San Francisco Giants,1997,Barry Bonds,Leftfielder,32,8.667,12.603,1997 Joint Exhibit 1,"Incl $416,667 signing bonus",salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,SFG,Giants
1414,San Francisco Giants,2011,Pat Burrell,"Leftfielder, First Baseman",34,1,1.038,,,salaries,http://www.baseball-reference.com/players/b/burrepa01.shtml,FALSE,SFG,Giants
1415,San Francisco Giants,2006,Matt Cain,Pitcher,21,0.328,0.38,,,salaries,http://www.baseball-reference.com/players/c/cainma01.shtml,FALSE,SFG,Giants
1416,San Francisco Giants,2008,Aaron Rowand,Centerfielder,30,9.6,10.409,,,salaries,http://www.baseball-reference.com/players/r/rowanaa01.shtml,FALSE,SFG,Giants
1417,San Francisco Giants,1981,Greg Minton,Pitcher,29,0.18,0.462,1982 TSN Guide,Player loss; asked for $265K,salaries,http://www.baseball-reference.com/players/m/mintogr01.shtml,FALSE,SFG,Giants
1418,San Francisco Giants,1983,Greg Minton,Pitcher,31,0.75,1.758,2/14/83 TSN,"5/$3.75MM, plus perf. bonuses",salaries,http://www.baseball-reference.com/players/m/mintogr01.shtml,FALSE,SFG,Giants
1419,San Francisco Giants,2000,Barry Bonds,Leftfielder,35,10.659,14.449,4/5/00 AP,,salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,SFG,Giants
1420,San Francisco Giants,2006,Barry Bonds,Leftfielder,41,19.331,22.385,,,salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,SFG,Giants
1421,San Francisco Giants,2011,Madison Bumgarner,Pitcher,21,0.45,0.467,,,salaries,http://www.baseball-reference.com/players/b/bumgama01.shtml,FALSE,SFG,Giants
1422,San Francisco Giants,2011,Barry Zito,Pitcher,33,18.5,19.198,,,salaries,http://www.baseball-reference.com/players/z/zitoba01.shtml,FALSE,SFG,Giants
1423,San Francisco Giants,2007,Barry Zito,Pitcher,29,10,11.258,,,salaries,http://www.baseball-reference.com/players/z/zitoba01.shtml,FALSE,SFG,Giants
1424,San Francisco Giants,2008,Barry Zito,Pitcher,30,14.5,15.721,,,salaries,http://www.baseball-reference.com/players/z/zitoba01.shtml,FALSE,SFG,Giants
1425,San Francisco Giants,1994,Barry Bonds,Leftfielder,29,5.167,8.137,1996 Joint Exhibit 1,"Incl $416,666 signing bonus",salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,SFG,Giants
1426,San Francisco Giants,1982,Greg Minton,Pitcher,30,0.343,0.83,1983 TSN Guide,Player loss; asked $495K,salaries,http://www.baseball-reference.com/players/m/mintogr01.shtml,FALSE,SFG,Giants
1427,San Francisco Giants,2012,Matt Cain,Pitcher,27,15,15.252,contracts,,salaries,http://www.baseball-reference.com/players/c/cainma01.shtml,FALSE,SFG,Giants
1428,San Francisco Giants,2012,Barry Zito,Pitcher,34,19,19.319,contracts,,salaries,http://www.baseball-reference.com/players/z/zitoba01.shtml,FALSE,SFG,Giants
1429,San Francisco Giants,1998,Barry Bonds,Leftfielder,33,8.917,12.771,4/3/98 USA Today,,salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,SFG,Giants
1430,San Francisco Giants,2007,Matt Cain,Pitcher,22,0.65,0.732,,,salaries,http://www.baseball-reference.com/players/c/cainma01.shtml,FALSE,SFG,Giants
1431,San Francisco Giants,2009,Barry Zito,Pitcher,31,18.5,20.13,,,salaries,http://www.baseball-reference.com/players/z/zitoba01.shtml,FALSE,SFG,Giants
1432,San Francisco Giants,2008,Matt Cain,Pitcher,23,0.95,1.03,,,salaries,http://www.baseball-reference.com/players/c/cainma01.shtml,FALSE,SFG,Giants
1433,San Francisco Giants,2010,Aaron Rowand,Centerfielder,32,13.6,14.559,,,salaries,http://www.baseball-reference.com/players/r/rowanaa01.shtml,FALSE,SFG,Giants
1434,San Francisco Giants,2010,Matt Cain,Pitcher,25,4.583,4.906,,,salaries,http://www.baseball-reference.com/players/c/cainma01.shtml,FALSE,SFG,Giants
1435,San Francisco Giants,2011,Miguel Tejada,"Shortstop, Third Baseman",37,6.5,6.745,,,salaries,http://www.baseball-reference.com/players/t/tejadmi01.shtml,FALSE,SFG,Giants
1436,San Francisco Giants,2007,Barry Bonds,Leftfielder,42,15.534,17.488,,,salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,SFG,Giants
1437,San Francisco Giants,2006,Moises Alou,Outfielder,39,5.828,6.749,,,salaries,http://www.baseball-reference.com/players/a/aloumo01.shtml,FALSE,SFG,Giants
1438,San Francisco Giants,1987,Greg Minton,Pitcher,35,0.75,1.541,,,salaries,http://www.baseball-reference.com/players/m/mintogr01.shtml,TRUE,SFG,Giants
1439,San Francisco Giants,2009,Aaron Rowand,Centerfielder,31,9.6,10.446,,,salaries,http://www.baseball-reference.com/players/r/rowanaa01.shtml,FALSE,SFG,Giants
1440,San Francisco Giants,2008,Omar Vizquel,"Shortstop, Third Baseman",41,5,5.421,,,salaries,http://www.baseball-reference.com/players/v/vizquom01.shtml,FALSE,SFG,Giants
1441,San Francisco Giants,2005,Barry Bonds,Leftfielder,40,22,26.296,,,salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,SFG,Giants
1442,San Francisco Giants,2011,Aaron Rowand,Centerfielder,33,13.6,14.113,,,salaries,http://www.baseball-reference.com/players/r/rowanaa01.shtml,FALSE,SFG,Giants
1443,San Francisco Giants,2010,Barry Zito,Pitcher,32,18.5,19.804,,,salaries,http://www.baseball-reference.com/players/z/zitoba01.shtml,FALSE,SFG,Giants
1444,San Francisco Giants,2005,Moises Alou,Outfielder,38,7.25,8.666,,,salaries,http://www.baseball-reference.com/players/a/aloumo01.shtml,FALSE,SFG,Giants
1445,San Francisco Giants,1999,Barry Bonds,Leftfielder,34,9.381,13.146,4/6/99 USA Today,,salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,SFG,Giants
1446,San Francisco Giants,1995,Barry Bonds,Leftfielder,30,8.167,12.511,1996 Joint Exhibit 1,"Incl $416,666 signing bonus",salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,SFG,Giants
1447,San Francisco Giants,2007,Omar Vizquel,"Shortstop, Third Baseman",40,5.14,5.787,,,salaries,http://www.baseball-reference.com/players/v/vizquom01.shtml,FALSE,SFG,Giants
1448,San Francisco Giants,1986,Greg Minton,Pitcher,34,0.765,1.629,2/14/83 TSN and 1986 USA Today survey,"5/$3.75MM, plus $15,000 perf. bonuses",salaries,http://www.baseball-reference.com/players/m/mintogr01.shtml,FALSE,SFG,Giants
1449,San Francisco Giants,1993,Barry Bonds,Leftfielder,28,4.517,7.299,1996 Joint Exhibit 1,"Incl $416,666 signing bon, $100K earned, deferral",salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,SFG,Giants
1450,San Francisco Giants,2011,Matt Cain,Pitcher,26,7.333,7.61,,,salaries,http://www.baseball-reference.com/players/c/cainma01.shtml,FALSE,SFG,Giants
1451,San Francisco Giants,2002,Barry Bonds,Leftfielder,37,15,19.468,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,SFG,Giants
1452,San Francisco Giants,1985,Greg Minton,Pitcher,33,0.865,1.877,2/14/83 TSN (length); 3/3/86 TSN,"5/$3.75MM, plus perf. bonuses; 1985 USAT $815,000",salaries,http://www.baseball-reference.com/players/m/mintogr01.shtml,FALSE,SFG,Giants
1453,San Francisco Giants,1984,Greg Minton,Pitcher,32,0.75,1.685,2/14/83 TSN,"5/$3.75MM, plus perf. bonuses",salaries,http://www.baseball-reference.com/players/m/mintogr01.shtml,FALSE,SFG,Giants
1454,San Francisco Giants,2003,Barry Bonds,Leftfielder,38,15.5,19.669,,,salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,TRUE,SFG,Giants
1455,San Francisco Giants,2001,Barry Bonds,Leftfielder,36,10.3,13.579,4/6/01 USA Today,,salaries,http://www.baseball-reference.com/players/b/bondsba01.shtml,FALSE,SFG,Giants
1456,Seattle Mariners,2003,Ichiro Suzuki,Rightfielder,29,4.667,5.922,,,salaries,http://www.baseball-reference.com/players/s/suzukic01.shtml,TRUE,SEA,Mariners
1457,Seattle Mariners,2009,Ichiro Suzuki,Rightfielder,35,18,19.586,,,salaries,http://www.baseball-reference.com/players/s/suzukic01.shtml,FALSE,SEA,Mariners
1458,Seattle Mariners,2008,Adrian Beltre,Third Baseman,29,13.4,14.529,,,salaries,http://www.baseball-reference.com/players/b/beltrad01.shtml,FALSE,SEA,Mariners
1459,Seattle Mariners,2009,Felix Hernandez,Pitcher,23,3.8,4.135,,,salaries,http://www.baseball-reference.com/players/h/hernafe02.shtml,FALSE,SEA,Mariners
1460,Seattle Mariners,2000,Gil Meche,Pitcher,21,0.252,0.342,4/5/00 AP,,salaries,http://www.baseball-reference.com/players/m/mechegi01.shtml,FALSE,SEA,Mariners
1461,Seattle Mariners,2010,Cliff Lee,Pitcher,31,9,9.635,,,salaries,http://www.baseball-reference.com/players/l/leecl02.shtml,FALSE,SEA,Mariners
1462,Seattle Mariners,1999,Gil Meche,Pitcher,20,0.2,0.28,11/19/99 USA Today,,salaries,http://www.baseball-reference.com/players/m/mechegi01.shtml,FALSE,SEA,Mariners
1463,Seattle Mariners,2006,Ichiro Suzuki,Rightfielder,32,12.5,14.475,,,salaries,http://www.baseball-reference.com/players/s/suzukic01.shtml,FALSE,SEA,Mariners
1464,Seattle Mariners,2002,Ichiro Suzuki,Rightfielder,28,3.696,4.797,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/s/suzukic01.shtml,FALSE,SEA,Mariners
1465,Seattle Mariners,2012,Felix Hernandez,Pitcher,26,18.5,18.811,contracts,,salaries,http://www.baseball-reference.com/players/h/hernafe02.shtml,FALSE,SEA,Mariners
1466,Seattle Mariners,2006,Adrian Beltre,Third Baseman,27,12.9,14.938,,,salaries,http://www.baseball-reference.com/players/b/beltrad01.shtml,FALSE,SEA,Mariners
1467,Seattle Mariners,2010,Ichiro Suzuki,Rightfielder,36,18,19.269,,,salaries,http://www.baseball-reference.com/players/s/suzukic01.shtml,FALSE,SEA,Mariners
1468,Seattle Mariners,1988,Steve Trout,Pitcher,30,0.99,1.954,"USA Today, 4/1/88",,salaries,http://www.baseball-reference.com/players/t/troutst01.shtml,FALSE,SEA,Mariners
1469,Seattle Mariners,2003,Gil Meche,Pitcher,24,0.325,0.412,4/3/03 AP,,salaries,http://www.baseball-reference.com/players/m/mechegi01.shtml,FALSE,SEA,Mariners
1470,Seattle Mariners,1992,Omar Vizquel,"Shortstop, Third Baseman",25,0.36,0.599,4/2/92 USA Today,,salaries,http://www.baseball-reference.com/players/v/vizquom01.shtml,FALSE,SEA,Mariners
1471,Seattle Mariners,1998,Alex Rodriguez,"Shortstop, Third Baseman",22,2.163,3.097,,,salaries,http://www.baseball-reference.com/players/r/rodrial01.shtml,TRUE,SEA,Mariners
1472,Seattle Mariners,2011,Ichiro Suzuki,Rightfielder,37,18,18.679,,,salaries,http://www.baseball-reference.com/players/s/suzukic01.shtml,FALSE,SEA,Mariners
1473,Seattle Mariners,1996,Alex Rodriguez,"Shortstop, Third Baseman",20,0.442,0.658,1996 Joint Exhibit 1,"Includes $333,334 signing bonus",salaries,http://www.baseball-reference.com/players/r/rodrial01.shtml,FALSE,SEA,Mariners
1474,Seattle Mariners,2006,Gil Meche,Pitcher,27,3.7,4.284,,,salaries,http://www.baseball-reference.com/players/m/mechegi01.shtml,FALSE,SEA,Mariners
1475,Seattle Mariners,2012,Felix Hernandez,Pitcher,26,18.5,18.811,contracts,,salaries,http://www.baseball-reference.com/players/h/hernafe02.shtml,FALSE,SEA,Mariners
1476,Seattle Mariners,2009,Felix Hernandez,Pitcher,23,3.8,4.135,,,salaries,http://www.baseball-reference.com/players/h/hernafe02.shtml,FALSE,SEA,Mariners
1477,Seattle Mariners,1990,Omar Vizquel,"Shortstop, Third Baseman",23,0.135,0.241,USA Today,,salaries,http://www.baseball-reference.com/players/v/vizquom01.shtml,FALSE,SEA,Mariners
1478,Seattle Mariners,2009,Adrian Beltre,Third Baseman,30,13.4,14.581,,,salaries,http://www.baseball-reference.com/players/b/beltrad01.shtml,FALSE,SEA,Mariners
1479,Seattle Mariners,2001,Gil Meche,Pitcher,22,0.275,0.363,4/6/01 USA Today,,salaries,http://www.baseball-reference.com/players/m/mechegi01.shtml,FALSE,SEA,Mariners
1480,Seattle Mariners,2011,Felix Hernandez,Pitcher,25,11.7,12.141,,,salaries,http://www.baseball-reference.com/players/h/hernafe02.shtml,FALSE,SEA,Mariners
1481,Seattle Mariners,2008,Felix Hernandez,Pitcher,22,0.54,0.585,,,salaries,http://www.baseball-reference.com/players/h/hernafe02.shtml,FALSE,SEA,Mariners
1482,Seattle Mariners,2007,Adrian Beltre,Third Baseman,28,12.9,14.523,,,salaries,http://www.baseball-reference.com/players/b/beltrad01.shtml,FALSE,SEA,Mariners
1483,Seattle Mariners,1997,Alex Rodriguez,"Shortstop, Third Baseman",21,1.062,1.545,1997 Joint Exhibit 1; 1997 postseason AP,"Includes $112,500 signing bonus, $50,000 earned",salaries,http://www.baseball-reference.com/players/r/rodrial01.shtml,FALSE,SEA,Mariners
1484,Seattle Mariners,2011,Felix Hernandez,Pitcher,25,11.7,12.141,,,salaries,http://www.baseball-reference.com/players/h/hernafe02.shtml,FALSE,SEA,Mariners
