,player,tm,season,age,lg,ip,g,gs,r,ra9,ra9opp,ra9def,ra9role,ppfp,ra9avg,raa,waa,gmli,waaadj,war,rar,waawl,wl162,salary,awards,table_name,disputed_salary,salary_2013,team,pst_team,position
579,Steve Trout,CHW,1978,20,AL,22.1,4,3,10,4.03,3.93,-0.06,0.1,95.8,3.92,0,0,0,0,0.2,2,0.493,0.5,NA,,pitching value,FALSE,NA,Chicago White Sox,White Sox,Pitcher
581,Terry Forster,CHW,1971,19,AL,49.2,45,3,23,4.17,3.96,-0.28,-0.11,103.9,4.28,1,0.1,1.5,-0.1,0.5,5,0.502,0.5,NA,,pitching value,FALSE,NA,Chicago White Sox,White Sox,Pitcher
582,Terry Forster,CHW,1976,24,AL,111.1,29,16,61,4.93,4.19,-0.29,0,102.3,4.58,-4,-0.5,1.8,-0.2,0.5,5,0.484,0.497,NA,,pitching value,FALSE,NA,Chicago White Sox,White Sox,Pitcher
588,Terry Forster,CHW,1972,20,AL,100,62,0,31,2.79,3.47,-0.37,-0.15,101.6,3.74,11,1.4,2.3,0.8,3.2,18,0.523,0.509,NA,,pitching value,FALSE,NA,Chicago White Sox,White Sox,Pitcher
590,Terry Forster,CHW,1974,22,AL,134.1,59,1,57,3.82,4.19,-0.22,-0.34,101.9,4.16,5,0.6,2.4,0.1,2,17,0.51,0.503,NA,,pitching value,FALSE,NA,Chicago White Sox,White Sox,Pitcher
592,Terry Forster,CHW,1975,23,AL,37,17,1,12,2.92,4.38,-0.2,-0.35,100.3,4.25,5,0.6,2.1,0.3,1.2,9,0.535,0.504,NA,,pitching value,FALSE,NA,Chicago White Sox,White Sox,Pitcher
594,Terry Forster,CHW,1973,21,AL,172.2,51,12,69,3.6,4.37,-0.41,-0.13,103.1,4.79,21,2.4,2.2,0.4,4.5,39,0.546,0.515,NA,,pitching value,FALSE,NA,Chicago White Sox,White Sox,Pitcher
87,Bruce Sutter,CHC,1976,23,NL,83.1,52,0,27,2.92,4.07,-0.21,-0.33,111.5,4.41,13,1.5,1.5,0.3,2.5,20,0.529,0.509,NA,,pitching value,FALSE,NA,Chicago Cubs,Cubs,Pitcher
88,Bruce Sutter,CHC,1978,25,NL,98.2,64,0,44,4.01,4.03,-0.08,-0.33,113.8,4.3,2,0.2,2.4,0,1.2,11,0.504,0.502,NA,"AS,MVP-20",pitching value,FALSE,NA,Chicago Cubs,Cubs,Pitcher
89,Bruce Sutter,CHC,1980,27,NL,102.1,60,0,35,3.08,4.09,-0.29,-0.32,107,4.34,14,1.6,2,0.7,3.3,23,0.527,0.51,0.7,AS,pitching value,FALSE,1.983,Chicago Cubs,Cubs,Pitcher
91,Bruce Sutter,CHC,1979,26,NL,101.1,62,0,29,2.58,4.29,-0.23,-0.34,108.9,4.55,21,2.4,2.5,1.6,4.9,31,0.538,0.515,0.225,"AS,CYA-1,MVP-7",pitching value,FALSE,0.724,Chicago Cubs,Cubs,Pitcher
92,Bruce Sutter,CHC,1977,24,NL,107.1,62,0,21,1.76,4.43,-0.2,-0.34,110.4,4.73,35,3.8,2,1.7,6.5,45,0.562,0.524,0.05,"AS,CYA-6,MVP-7",pitching value,FALSE,0.193,Chicago Cubs,Cubs,Pitcher
106,Carlos Zambrano,CHC,2001,20,NL,7.2,6,1,13,15.26,4.71,-0.1,-0.08,98.8,4.68,-9,-0.8,0.9,0,-0.7,-8,0.367,0.495,NA,,pitching value,FALSE,NA,Chicago Cubs,Cubs,Pitcher
107,Carlos Zambrano,CHC,2010,29,NL,129.2,36,20,55,3.82,4.39,-0.25,0.1,104.5,4.95,16,1.7,1.2,-0.1,2.8,27,0.548,0.511,18.875,,pitching value,FALSE,20.206,Chicago Cubs,Cubs,Pitcher
108,Carlos Zambrano,CHC,2002,21,NL,108.1,32,16,53,4.4,4.4,-0.34,0.1,101.4,4.92,6,0.6,0.6,-0.1,1.4,15,0.519,0.504,NA,,pitching value,FALSE,NA,Chicago Cubs,Cubs,Pitcher
109,Carlos Zambrano,CHC,2011,30,NL,145.2,24,24,80,4.94,4.29,-0.24,0.16,102.3,4.79,-3,-0.4,NA,-0.1,0.8,9,0.484,0.498,18.875,,pitching value,FALSE,19.587,Chicago Cubs,Cubs,Pitcher
110,Carlos Zambrano,CHC,2004,23,NL,209.2,31,31,73,3.13,4.67,-0.1,0.18,103.5,5.13,45,5,NA,-0.1,6.7,65,0.662,0.531,0.45,"AS,CYA-5,MVP-28",pitching value,FALSE,0.556,Chicago Cubs,Cubs,Pitcher
111,Carlos Zambrano,CHC,2005,24,NL,223.1,33,33,88,3.55,4.64,0.02,0.17,103.1,4.94,34,3.8,NA,-0.1,5.6,54,0.616,0.524,3.76,,pitching value,FALSE,4.494,Chicago Cubs,Cubs,Pitcher
112,Carlos Zambrano,CHC,2006,25,NL,214,33,33,91,3.83,4.79,-0.07,0.19,103.4,5.22,34,3.5,NA,-0.1,5.2,53,0.608,0.522,6.5,"AS,CYA-5,SS",pitching value,FALSE,7.527,Chicago Cubs,Cubs,Pitcher
113,Carlos Zambrano,CHC,2007,26,NL,216.1,34,34,100,4.16,4.64,0.19,0.19,103.8,4.82,17,1.7,NA,-0.1,3.4,35,0.551,0.511,12.4,CYA-5,pitching value,FALSE,13.96,Chicago Cubs,Cubs,Pitcher
114,Carlos Zambrano,CHC,2009,28,NL,169.1,28,28,78,4.15,4.43,-0.14,0.17,105.4,5,16,1.7,NA,-0.1,3,30,0.561,0.511,18.75,SS,pitching value,FALSE,20.402,Chicago Cubs,Cubs,Pitcher
115,Carlos Zambrano,CHC,2003,22,NL,214,32,32,88,3.7,4.79,-0.16,0.18,101.2,5.19,35,3.8,NA,-0.1,5.5,54,0.619,0.523,0.34,,pitching value,FALSE,0.431,Chicago Cubs,Cubs,Pitcher
116,Carlos Zambrano,CHC,2008,27,NL,188.2,30,30,85,4.05,4.61,-0.16,0.18,105.9,5.25,26,2.8,NA,-0.1,4.3,42,0.594,0.517,16,"AS,SS",pitching value,FALSE,17.348,Chicago Cubs,Cubs,Pitcher
309,Jeff Samardzija,CHC,2010,25,NL,19.1,7,3,22,10.24,4.64,-0.3,0.09,106.1,5.34,-11,-1,0.6,0,-0.8,-9,0.36,0.494,3,,pitching value,FALSE,3.212,Chicago Cubs,Cubs,Pitcher
311,Jeff Samardzija,CHC,2011,26,NL,88,75,0,35,3.58,4.17,-0.2,-0.31,102.8,4.17,5,0.6,1,-0.2,1.1,13,0.508,0.504,3.3,,pitching value,FALSE,3.424,Chicago Cubs,Cubs,Pitcher
313,Jeff Samardzija,CHC,2008,23,NL,27.2,26,0,12,3.9,4.78,-0.16,-0.35,108.2,4.97,3,0.4,1,0,0.6,6,0.513,0.502,2,,pitching value,FALSE,2.168,Chicago Cubs,Cubs,Pitcher
315,Jeff Samardzija,CHC,2009,24,NL,34.2,20,2,29,7.53,4.64,-0.17,-0.22,108.8,5,-10,-1,0.6,0.1,-0.6,-7,0.451,0.494,2,,pitching value,FALSE,2.176,Chicago Cubs,Cubs,Pitcher
317,Jeff Samardzija,CHC,2012,27,NL,174.2,28,28,79,4.07,4.32,0.01,0.16,97.2,4.35,4,0.4,NA,-0.1,1.8,20,0.516,0.503,2.64,,pitching value,FALSE,2.684,Chicago Cubs,Cubs,Pitcher
430,Lee Smith,CHC,1980,22,NL,21.2,18,0,9,3.74,4.26,-0.3,-0.33,112.1,4.73,2,0.3,0.7,-0.1,0.4,4,0.515,0.502,NA,,pitching value,FALSE,NA,Chicago Cubs,Cubs,Pitcher
437,Lee Smith,CHC,1987,29,NL,83.2,62,0,30,3.23,4.62,-0.42,-0.35,103.3,4.85,14,1.5,1.8,0.5,2.8,23,0.524,0.509,0.84,AS,pitching value,FALSE,1.726,Chicago Cubs,Cubs,Pitcher
438,Lee Smith,CHC,1981,23,NL,66.2,40,1,31,4.19,4,-0.55,-0.26,107.1,4.59,2,0.2,1.6,0,0.8,8,0.506,0.501,NA,,pitching value,FALSE,NA,Chicago Cubs,Cubs,Pitcher
441,Lee Smith,CHC,1982,24,NL,117,72,5,38,2.92,4.12,-0.16,-0.2,103.6,4.23,16,1.8,1.6,0.2,3.1,27,0.525,0.511,NA,,pitching value,FALSE,NA,Chicago Cubs,Cubs,Pitcher
443,Lee Smith,CHC,1985,27,NL,97.2,65,0,35,3.23,4.04,-0.11,-0.32,110.9,4.26,10,1.2,2.1,0.5,2.6,19,0.518,0.507,0.67,,pitching value,FALSE,1.454,Chicago Cubs,Cubs,Pitcher
445,Lee Smith,CHC,1986,28,NL,90.1,66,0,32,3.19,4.24,-0.32,-0.33,109.1,4.61,14,1.5,2.2,0.7,3.2,22,0.523,0.51,0.72,,pitching value,FALSE,1.533,Chicago Cubs,Cubs,Pitcher
446,Lee Smith,CHC,1983,25,NL,103.1,66,0,23,2,4.09,-0.13,-0.32,104.4,4.07,23,2.7,2,1.1,4.8,33,0.54,0.516,NA,"AS,CYA-9,MVP-18",pitching value,FALSE,NA,Chicago Cubs,Cubs,Pitcher
450,Lee Smith,CHC,1984,26,NL,101,69,0,42,3.74,4.04,-0.11,-0.31,109.1,4.18,4,0.4,2,0,1.4,13,0.506,0.503,NA,,pitching value,FALSE,NA,Chicago Cubs,Cubs,Pitcher
568,Steve Trout,CHC,1986,28,NL,161,37,25,88,4.92,4.11,-0.43,0.08,107.6,4.97,0,0,0.7,-0.1,1.4,15,0.5,0.5,0.89,,pitching value,FALSE,1.895,Chicago Cubs,Cubs,Pitcher
570,Steve Trout,CHC,1984,26,NL,190,32,31,80,3.79,4.03,-0.12,0.14,109.3,4.69,17,2,2.8,-0.1,3.7,35,0.561,0.512,NA,,pitching value,FALSE,NA,Chicago Cubs,Cubs,Pitcher
571,Steve Trout,CHC,1983,25,NL,180,34,32,105,5.25,4.14,-0.17,0.13,103,4.57,-14,-1.5,0.9,-0.1,0.1,2,0.455,0.491,NA,,pitching value,FALSE,NA,Chicago Cubs,Cubs,Pitcher
574,Steve Trout,CHC,1985,27,NL,140.2,24,24,57,3.65,3.95,-0.16,0.13,110.6,4.69,15,1.8,NA,-0.1,3,28,0.575,0.511,0.64,,pitching value,FALSE,1.389,Chicago Cubs,Cubs,Pitcher
578,Steve Trout,CHC,1987,29,NL,75,11,11,27,3.24,4.47,-0.51,0.16,105.7,5.44,18,2,NA,0,2.7,25,0.685,0.513,0.89,,pitching value,FALSE,1.829,Chicago Cubs,Cubs,Pitcher
198,Craig Swan,CAL,1984,33,AL,5,2,1,6,10.8,4.46,0.02,0.05,100,4.49,-3,-0.3,0.9,0,-0.3,-3,0.343,0.498,NA,,pitching value,FALSE,NA,California Angels,Angels,Pitcher
278,Greg Minton,CAL,1990,38,AL,15.1,11,0,4,2.35,4.19,-0.27,-0.32,96.6,4,3,0.3,1,0,0.4,4,0.529,0.502,0.85,,pitching value,FALSE,1.519,California Angels,Angels,Pitcher
283,Greg Minton,CAL,1988,36,AL,79,44,0,37,4.22,4.37,-0.15,-0.35,98.4,4.1,-1,-0.1,1.5,-0.2,0.4,6,0.497,0.499,0.5,,pitching value,FALSE,0.987,California Angels,Angels,Pitcher
284,Greg Minton,CAL,1989,37,AL,90,62,0,22,2.2,4.37,0.3,-0.34,97.2,3.63,14,1.5,1.6,0.2,2.7,23,0.524,0.509,0.83,,pitching value,FALSE,1.563,California Angels,Angels,Pitcher
291,Greg Minton,CAL,1987,35,AL,76,41,0,28,3.32,4.94,0.24,-0.38,97.3,4.2,7,0.7,1.4,0,1.5,15,0.518,0.504,NA,,pitching value,FALSE,NA,California Angels,Angels,Pitcher
339,John Curtis,CAL,1983,35,AL,90,37,3,44,4.4,4.53,-0.28,-0.25,96.7,4.41,0,0,1.6,-0.1,0.7,9,0.5,0.5,0.34,,pitching value,FALSE,0.797,California Angels,Angels,Pitcher
344,John Curtis,CAL,1982,34,AL,12,8,0,8,6,4.53,0.32,-0.36,104,4.01,-3,-0.3,1.9,-0.1,-0.3,-2,0.467,0.498,NA,,pitching value,FALSE,NA,California Angels,Angels,Pitcher
349,John Curtis,CAL,1984,36,AL,28.2,17,0,16,5.02,4.69,0.02,-0.37,99.7,4.28,-2,-0.2,1.1,-0.1,0,0,0.486,0.499,0.365,,pitching value,FALSE,0.82,California Angels,Angels,Pitcher
440,Lee Smith,CAL,1996,38,AL,11,11,0,4,3.27,5.52,-0.04,-0.41,97.3,5.01,2,0.2,0.8,0,0.2,3,0.516,0.501,2.1,,pitching value,FALSE,3.126,California Angels,Angels,Pitcher
447,Lee Smith,CAL,1995,37,AL,49.1,52,0,19,3.47,5.1,0.11,-0.38,98.3,4.54,6,0.6,1.9,0.2,1.3,12,0.511,0.504,2.561,AS,pitching value,FALSE,3.924,California Angels,Angels,Pitcher
488,Nolan Ryan,CAL,1979,32,AL,222.2,34,34,104,4.2,4.66,-0.26,0.15,96.1,4.86,16,1.7,NA,-0.1,3.8,39,0.55,0.51,0.2,AS,pitching value,FALSE,0.643,California Angels,Angels,Pitcher
491,Nolan Ryan,CAL,1978,31,AL,234.2,31,31,106,4.07,4.13,-0.14,0.13,95.6,4.2,3,0.4,NA,-0.1,2.5,25,0.512,0.502,0.2,,pitching value,FALSE,0.716,California Angels,Angels,Pitcher
492,Nolan Ryan,CAL,1975,28,AL,198,28,28,90,4.09,4.37,-0.27,0.13,92.6,4.41,7,0.8,NA,-0.1,2.6,26,0.528,0.505,0.125,AS,pitching value,FALSE,0.542,California Angels,Angels,Pitcher
493,Nolan Ryan,CAL,1977,30,AL,299,37,37,110,3.31,4.62,-0.14,0.15,95.9,4.71,45,5.1,NA,-0.2,7.8,76,0.638,0.532,0.2,"AS,CYA-3,MVP-24",pitching value,FALSE,0.77,California Angels,Angels,Pitcher
497,Nolan Ryan,CAL,1974,27,AL,332.2,42,41,127,3.44,4.07,-0.13,0.12,95.1,4.1,25,2.9,1.5,-0.2,5.9,54,0.568,0.518,0.1,"CYA-3,MVP-14",pitching value,FALSE,0.473,California Angels,Angels,Pitcher
498,Nolan Ryan,CAL,1972,25,AL,284,39,39,80,2.54,3.53,0.04,0.05,93.7,3.32,27,3.6,NA,-0.2,6.2,47,0.591,0.522,0.027,"AS,CYA-8,MVP-30",pitching value,FALSE,0.151,California Angels,Angels,Pitcher
500,Nolan Ryan,CAL,1973,26,AL,326,41,39,113,3.12,4.28,-0.24,0.13,93.4,4.34,41,4.8,2.5,-0.2,7.7,75,0.616,0.529,0.047,"AS,CYA-2,MVP-17",pitching value,FALSE,0.247,California Angels,Angels,Pitcher
502,Nolan Ryan,CAL,1976,29,AL,284.1,39,39,117,3.7,4.05,0.01,0.12,94.5,3.94,8,1,NA,-0.2,3.6,32,0.525,0.506,0.125,,pitching value,FALSE,0.513,California Angels,Angels,Pitcher
584,Terry Forster,CAL,1986,34,AL,41,41,0,18,3.95,4.64,0.45,-0.36,101.1,3.87,0,0,1.4,-0.1,0.3,4,0.499,0.5,0.17,,pitching value,FALSE,0.362,California Angels,Angels,Pitcher
200,Daisuke Matsuzaka,BOS,2012,31,AL,45.2,11,11,43,8.47,4.28,0.31,0.16,104.3,4.32,-21,-1.9,NA,0,-1.4,-16,0.329,0.488,10,,pitching value,FALSE,10.168,Boston Red Sox,Red Sox,Pitcher
201,Daisuke Matsuzaka,BOS,2008,27,AL,167.2,29,29,58,3.11,4.77,0.12,0.18,105.7,5.12,34,3.7,NA,-0.1,5.3,56,0.629,0.523,8.333,CYA-4,pitching value,FALSE,9.035,Boston Red Sox,Red Sox,Pitcher
202,Daisuke Matsuzaka,BOS,2011,30,AL,37.1,8,7,24,5.79,4.33,0.21,0.14,102.3,4.36,-6,-0.6,2.3,0,-0.2,-2,0.426,0.496,10.333,,pitching value,FALSE,10.723,Boston Red Sox,Red Sox,Pitcher
203,Daisuke Matsuzaka,BOS,2010,29,AL,153.2,25,25,84,4.92,4.5,0.16,0.16,104.9,4.73,-5,-0.5,NA,-0.1,1,12,0.481,0.497,8.333,,pitching value,FALSE,8.921,Boston Red Sox,Red Sox,Pitcher
204,Daisuke Matsuzaka,BOS,2007,26,AL,204.2,32,32,100,4.4,5.04,0.06,0.19,103.8,5.38,21,2.1,NA,-0.1,4.1,45,0.566,0.513,6.333,RoY-4,pitching value,FALSE,7.13,Boston Red Sox,Red Sox,Pitcher
205,Daisuke Matsuzaka,BOS,2009,28,AL,59.1,12,12,38,5.76,5.01,-0.12,0.2,106.2,5.66,-1,-0.1,NA,0,0.4,6,0.49,0.499,8.333,,pitching value,FALSE,9.068,Boston Red Sox,Red Sox,Pitcher
338,John Curtis,BOS,1971,23,AL,26,5,3,9,3.12,3.89,0.1,0.04,106.5,4.08,3,0.3,1.7,0,0.6,5,0.567,0.502,NA,,pitching value,FALSE,NA,Boston Red Sox,Red Sox,Pitcher
342,John Curtis,BOS,1972,24,AL,154.1,26,21,69,4.02,3.43,-0.28,0.04,106.8,4,1,0.1,1.4,-0.1,1.5,11,0.503,0.5,NA,,pitching value,FALSE,NA,Boston Red Sox,Red Sox,Pitcher
346,John Curtis,BOS,1970,22,AL,2.1,1,0,4,15.43,3.75,0.11,-0.15,114,3.97,-3,-0.2,0.1,0.1,-0.1,-3,0.256,0.498,NA,,pitching value,FALSE,NA,Boston Red Sox,Red Sox,Pitcher
347,John Curtis,BOS,1973,25,AL,221.1,35,30,103,4.19,4.26,0.37,0.09,106,4.22,-1,-0.1,1.7,-0.2,1.9,22,0.496,0.499,0.02,,pitching value,FALSE,0.105,Boston Red Sox,Red Sox,Pitcher
366,John Lackey,BOS,2010,31,AL,215,33,33,114,4.77,4.46,0.18,0.16,106,4.71,-3,-0.3,NA,-0.1,1.8,21,0.49,0.498,18.7,,pitching value,FALSE,20.018,Boston Red Sox,Red Sox,Pitcher
368,John Lackey,BOS,2011,32,AL,160,28,28,119,6.69,4.52,0.24,0.16,105,4.67,-36,-3.4,NA,-0.1,-1.9,-20,0.378,0.479,15.95,,pitching value,FALSE,16.552,Boston Red Sox,Red Sox,Pitcher
370,Jon Lester,BOS,2010,26,AL,208,32,32,81,3.5,4.54,0.14,0.16,105.2,4.8,28,3.2,NA,-0.1,5.2,51,0.599,0.52,3.75,"AS,CYA-4",pitching value,FALSE,4.014,Boston Red Sox,Red Sox,Pitcher
372,Jon Lester,BOS,2009,25,AL,203.1,32,32,80,3.54,4.88,-0.1,0.19,104.5,5.4,40,4.3,NA,-0.2,6.3,64,0.635,0.527,1,,pitching value,FALSE,1.088,Boston Red Sox,Red Sox,Pitcher
374,Jon Lester,BOS,2012,28,AL,205.1,33,33,117,5.13,4.47,0.29,0.17,106.2,4.62,-12,-1.2,NA,-0.2,0.7,9,0.464,0.493,7.625,,pitching value,FALSE,7.753,Boston Red Sox,Red Sox,Pitcher
376,Jon Lester,BOS,2007,23,AL,63,12,11,33,4.71,4.87,0.06,0.17,103.4,5.14,2,0.2,0.6,0,0.9,10,0.521,0.502,0.384,,pitching value,FALSE,0.432,Boston Red Sox,Red Sox,Pitcher
378,Jon Lester,BOS,2011,27,AL,191.2,31,31,77,3.62,4.51,0.19,0.16,105.2,4.72,23,2.5,NA,-0.1,4.4,43,0.582,0.516,5.75,AS,pitching value,FALSE,5.967,Boston Red Sox,Red Sox,Pitcher
380,Jon Lester,BOS,2008,24,AL,210.1,33,33,78,3.34,4.78,0.13,0.18,105.7,5.11,38,4.1,NA,-0.2,6.1,64,0.624,0.525,0.422,,pitching value,FALSE,0.457,Boston Red Sox,Red Sox,Pitcher
382,Jon Lester,BOS,2006,22,AL,81.1,15,15,43,4.76,5.08,-0.18,0.2,104.6,5.71,8,0.8,NA,0,1.6,18,0.551,0.505,NA,,pitching value,FALSE,NA,Boston Red Sox,Red Sox,Pitcher
431,Lee Smith,BOS,1990,32,AL,14.1,11,0,4,2.51,4.54,-0.17,-0.35,105.8,4.62,3,0.4,1.6,0.1,0.6,5,0.534,0.502,1.2,,pitching value,FALSE,2.144,Boston Red Sox,Red Sox,Pitcher
436,Lee Smith,BOS,1989,31,AL,70.2,64,0,30,3.82,4.43,0.01,-0.34,105.8,4.32,4,0.4,1.4,-0.1,1,11,0.506,0.502,1.425,,pitching value,FALSE,2.684,Boston Red Sox,Red Sox,Pitcher
449,Lee Smith,BOS,1988,30,AL,83.2,64,0,34,3.66,4.35,0.03,-0.35,104.4,4.15,4,0.5,1.8,0,1.3,12,0.507,0.503,0.85,MVP-21,pitching value,FALSE,1.678,Boston Red Sox,Red Sox,Pitcher
520,Rick Wise,BOS,1974,28,AL,49,9,9,23,4.22,4.06,0.29,0.12,110.4,4.29,0,0,NA,0,0.5,5,0.505,0.5,0.085,,pitching value,FALSE,0.402,Boston Red Sox,Red Sox,Pitcher
522,Rick Wise,BOS,1977,31,AL,128.1,26,20,68,4.77,4.43,0.12,0.06,110,4.81,0,0,0.6,-0.1,1.2,13,0.501,0.5,NA,,pitching value,FALSE,NA,Boston Red Sox,Red Sox,Pitcher
523,Rick Wise,BOS,1975,29,AL,255.1,35,35,126,4.44,4.27,0.41,0.13,106,4.22,-6,-0.7,NA,-0.1,1.7,18,0.481,0.496,0.09,"CYA-8,MVP-26",pitching value,FALSE,0.39,Boston Red Sox,Red Sox,Pitcher
527,Rick Wise,BOS,1976,30,AL,224.1,34,34,100,4.01,3.94,0.13,0.12,110.5,4.34,9,1,NA,-0.1,3.1,28,0.53,0.506,NA,,pitching value,FALSE,NA,Boston Red Sox,Red Sox,Pitcher
61,B.J. Ryan,BAL,2002,26,AL,57.2,67,0,31,4.84,5.02,0.23,-0.38,97.8,4.32,-4,-0.4,1.2,-0.2,0.1,3,0.495,0.498,0.3,,pitching value,FALSE,0.389,Baltimore Orioles,Orioles,Pitcher
63,B.J. Ryan,BAL,2003,27,AL,50.1,76,0,19,3.4,5.35,0,-0.4,99.1,4.91,9,0.8,1.7,0.2,1.6,14,0.511,0.505,0.762,,pitching value,FALSE,0.968,Baltimore Orioles,Orioles,Pitcher
65,B.J. Ryan,BAL,2005,29,AL,70.1,69,0,20,2.56,4.91,0.12,-0.37,99.4,4.39,14,1.4,1.6,0.2,2.4,22,0.52,0.509,2.6,AS,pitching value,FALSE,3.108,Baltimore Orioles,Orioles,Pitcher
66,B.J. Ryan,BAL,2000,24,AL,42.2,42,0,29,6.12,5.69,-0.11,-0.42,96.7,5.21,-5,-0.4,1.2,-0.1,-0.1,1,0.49,0.497,0.204,,pitching value,FALSE,0.277,Baltimore Orioles,Orioles,Pitcher
67,B.J. Ryan,BAL,1999,23,AL,18.1,13,0,6,2.95,5.39,0.14,-0.4,95.9,4.65,3,0.3,1,0,0.5,6,0.525,0.502,0.2,,pitching value,FALSE,0.28,Baltimore Orioles,Orioles,Pitcher
69,B.J. Ryan,BAL,2004,28,AL,87,76,0,24,2.48,5.03,-0.13,-0.37,100.9,4.83,22,2.1,1.6,0.4,3.4,33,0.528,0.513,1.275,,pitching value,FALSE,1.576,Baltimore Orioles,Orioles,Pitcher
70,B.J. Ryan,BAL,2001,25,AL,53,61,0,31,5.26,4.92,-0.07,-0.37,95.6,4.42,-5,-0.5,1.3,-0.2,-0.2,1,0.491,0.497,0.21,,pitching value,FALSE,0.277,Baltimore Orioles,Orioles,Pitcher
237,Don Stanhouse,BAL,1978,27,AL,74.2,56,0,28,3.38,4.29,0.22,-0.35,93.3,3.47,1,0.1,2.4,-0.1,0.8,8,0.502,0.501,NA,,pitching value,FALSE,NA,Baltimore Orioles,Orioles,Pitcher
238,Don Stanhouse,BAL,1979,28,AL,72.2,52,0,24,2.97,4.79,0.44,-0.39,97.2,3.85,7,0.7,2.2,0.3,1.8,15,0.514,0.504,NA,AS,pitching value,FALSE,NA,Baltimore Orioles,Orioles,Pitcher
240,Don Stanhouse,BAL,1982,31,AL,26.2,17,0,16,5.4,4.67,0.29,-0.37,98.8,3.97,-4,-0.4,0.9,0,-0.2,-2,0.475,0.497,0.42,,pitching value,FALSE,1.016,Baltimore Orioles,Orioles,Pitcher
414,Kevin Millwood,BAL,2010,35,AL,190.2,31,31,116,5.48,4.54,-0.17,0.16,100.3,4.9,-14,-1.4,NA,-0.1,0.5,7,0.455,0.491,12,,pitching value,FALSE,12.846,Baltimore Orioles,Orioles,Pitcher
448,Lee Smith,BAL,1994,36,AL,38.1,41,0,16,3.76,5.21,0.44,-0.4,104,4.55,3,0.3,2.1,0.1,0.8,8,0.507,0.502,2.025,"AS,CYA-5,MVP-14",pitching value,FALSE,3.189,Baltimore Orioles,Orioles,Pitcher
470,Mike Mussina,BAL,1997,28,AL,224.2,33,33,87,3.49,4.97,0.08,0.19,95.4,4.84,33,3.4,NA,-0.1,5.5,60,0.603,0.521,6.825,"AS,CYA-6,GG",pitching value,FALSE,9.925,Baltimore Orioles,Orioles,Pitcher
471,Mike Mussina,BAL,2000,31,AL,237.2,34,34,105,3.98,5.18,-0.12,0.2,97.1,5.34,34,3.4,NA,-0.2,5.6,65,0.6,0.521,6.786,CYA-6,pitching value,FALSE,9.199,Baltimore Orioles,Orioles,Pitcher
473,Mike Mussina,BAL,1991,22,AL,87.2,12,12,31,3.18,4.61,0.23,0.17,98.6,4.49,13,1.4,NA,-0.1,2.2,21,0.619,0.509,0.1,,pitching value,FALSE,0.171,Baltimore Orioles,Orioles,Pitcher
476,Mike Mussina,BAL,1996,27,AL,243.1,36,36,137,5.07,5.4,-0.18,0.21,99.2,5.73,14,1.3,NA,-0.2,3.6,48,0.537,0.508,4,"CYA-5,GG",pitching value,FALSE,5.954,Baltimore Orioles,Orioles,Pitcher
479,Mike Mussina,BAL,1999,30,AL,203.1,31,31,88,3.9,5.2,0.23,0.2,97.1,5.02,25,2.4,NA,-0.1,4.4,50,0.578,0.515,6.623,"AS,CYA-2,GG",pitching value,FALSE,9.281,Baltimore Orioles,Orioles,Pitcher
480,Mike Mussina,BAL,1993,24,AL,167.2,25,25,84,4.51,4.58,0.44,0.16,102.9,4.42,-1,-0.1,NA,-0.1,1.5,17,0.497,0.5,0.45,AS,pitching value,FALSE,0.727,Baltimore Orioles,Orioles,Pitcher
483,Mike Mussina,BAL,1995,26,AL,221.2,32,32,86,3.49,5.12,0.31,0.19,100.8,5.05,39,4,NA,-0.2,6.1,64,0.625,0.525,2.925,CYA-5,pitching value,FALSE,4.481,Baltimore Orioles,Orioles,Pitcher
484,Mike Mussina,BAL,1994,25,AL,176.1,24,24,63,3.22,5.2,0.51,0.18,104.7,5.11,36,3.7,NA,-0.1,5.4,58,0.654,0.523,0.775,"AS,CYA-4,MVP-20",pitching value,FALSE,1.221,Baltimore Orioles,Orioles,Pitcher
485,Mike Mussina,BAL,1998,29,AL,206.1,29,29,85,3.71,4.92,-0.06,0.18,96.7,4.99,29,3,NA,-0.1,5,53,0.604,0.519,6.755,GG,pitching value,FALSE,9.675,Baltimore Orioles,Orioles,Pitcher
487,Mike Mussina,BAL,1992,23,AL,241,32,32,70,2.61,4.34,0.08,0.15,101.8,4.48,50,5.9,NA,-0.2,8.2,74,0.685,0.536,0.152,"AS,CYA-4,MVP-21",pitching value,FALSE,0.254,Baltimore Orioles,Orioles,Pitcher
555,Scott Erickson,BAL,1999,31,AL,230.1,34,34,127,4.96,5.11,0.26,0.2,97.7,4.92,-1,-0.1,NA,-0.1,2.1,27,0.496,0.499,6.08,,pitching value,FALSE,8.52,Baltimore Orioles,Orioles,Pitcher
556,Scott Erickson,BAL,2000,32,AL,92.2,16,16,81,7.87,5.28,-0.15,0.21,96.8,5.46,-25,-2.1,NA,-0.1,-1.2,-13,0.37,0.487,6.621,,pitching value,FALSE,8.975,Baltimore Orioles,Orioles,Pitcher
557,Scott Erickson,BAL,1998,30,AL,251.1,36,36,125,4.48,5.06,-0.06,0.18,97.3,5.17,19,1.9,NA,-0.2,4.3,49,0.553,0.512,3.7,,pitching value,FALSE,5.299,Baltimore Orioles,Orioles,Pitcher
