,player,season,salary,agency,agent,salary_amnesty,league,team,player_off_roster_13_14,id_contract_type
1149,Tyson Chandler,2014-2015,14596888,Excel Sports Management,Jeff Schwartz,FALSE,nba,Knicks,FALSE,G
208,Chris Duhon,2013-2014,1500000,BDA Sports Management,Kevin Bradbury,FALSE,nba,Lakers,TRUE,G
210,Chris Kaman,2013-2014,3183000,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Lakers,FALSE,G
340,Elias Harris,2013-2014,490180,Priority Sports & Entertainment,Brad Ames,FALSE,nba,Lakers,FALSE,U
341,Elias Harris,2014-2015,816482,Priority Sports & Entertainment,Brad Ames,FALSE,nba,Lakers,FALSE,U
342,Elias Harris,2015-2016,1147276,Priority Sports & Entertainment,Brad Ames,FALSE,nba,Lakers,FALSE,QO
559,Jodie Meeks,2013-2014,1550000,Lagardere Unlimited,David Bauman,FALSE,nba,Lakers,FALSE,G
597,Jordan Farmar,2013-2014,884293,Rival Sports Group,Tony Dutt,FALSE,nba,Lakers,FALSE,G
605,Jordan Hill,2013-2014,3500000,BDA Sports Management,Kevin Bradbury,FALSE,nba,Lakers,FALSE,G
682,Kobe Bryant,2013-2014,30453805,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Lakers,FALSE,G
843,Nick Young,2013-2014,1106942,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Lakers,FALSE,G
844,Nick Young,2014-2015,1227985,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Lakers,FALSE,PO
887,Pau Gasol,2013-2014,19285850,Wasserman Media Group,Arn Tellem,FALSE,nba,Lakers,FALSE,G
959,Robert Sacre,2013-2014,788872,Edge Sports,Keith Kreiter,FALSE,nba,Lakers,FALSE,G
960,Robert Sacre,2014-2015,915243,Edge Sports,Keith Kreiter,FALSE,nba,Lakers,FALSE,G
961,Robert Sacre,2015-2016,981348,Edge Sports,Keith Kreiter,FALSE,nba,Lakers,FALSE,U
1023,Shawne Williams,2013-2014,884293,Relativity Sports,Dan Fegan,FALSE,nba,Lakers,FALSE,G
1036,Steve Blake,2013-2014,4000000,Bell Management,Joel Bell,FALSE,nba,Lakers,FALSE,G
1037,Steve Nash,2013-2014,9300500,BDA Sports Management,Bill Duffy,FALSE,nba,Lakers,FALSE,G
1038,Steve Nash,2014-2015,9701000,BDA Sports Management,Bill Duffy,FALSE,nba,Lakers,FALSE,G
1169,Wesley Johnson,2013-2014,884293,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Lakers,FALSE,G
1185,Xavier Henry,2013-2014,884293,Wasserman Media Group,Arn Tellem,FALSE,nba,Lakers,FALSE,U
4,Al Harrington,2013-2014,3574300,Relativity Sports,Dan Fegan,FALSE,nba,Magic,TRUE,G
6,Al Harrington,2014-2015,3804900,Relativity Sports,Dan Fegan,FALSE,nba,Magic,TRUE,G
65,Andrew Nicholson,2013-2014,1482000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Magic,FALSE,G
66,Andrew Nicholson,2014-2015,1545840,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Magic,FALSE,TO
67,Andrew Nicholson,2015-2016,2380594,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Magic,FALSE,TO
68,Andrew Nicholson,2016-2017,3394726,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Magic,FALSE,QO
99,Arron Afflalo,2013-2014,7500000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Magic,FALSE,G
100,Arron Afflalo,2014-2015,7500000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Magic,FALSE,G
101,Arron Afflalo,2015-2016,7500000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Magic,FALSE,PO
315,Doron Lamb,2013-2014,788872,Wasserman Media Group,Arn Tellem,FALSE,nba,Magic,FALSE,G
316,Doron Lamb,2014-2015,915243,Wasserman Media Group,Arn Tellem,FALSE,nba,Magic,FALSE,U
317,Doron Lamb,2015-2016,1181348,Wasserman Media Group,Arn Tellem,FALSE,nba,Magic,FALSE,QO
331,E'Twaun Moore,2013-2014,884293,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Magic,FALSE,G
332,E'Twaun Moore,2014-2015,1148163,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Magic,FALSE,QO
404,Glen Davis,2013-2014,6400000,Performance Sports Management,John Hamilton,FALSE,nba,Magic,FALSE,G
405,Glen Davis,2014-2015,6600000,Performance Sports Management,John Hamilton,FALSE,nba,Magic,FALSE,G
436,Hidayet Turkoglu,2013-2014,12000000,Williams & Connolly,Jim Tanner,FALSE,nba,Magic,FALSE,U
474,Jameer Nelson,2013-2014,8600000,Cornerstone Management,Steve Mountain,FALSE,nba,Magic,FALSE,G
475,Jameer Nelson,2014-2015,8000000,Cornerstone Management,Steve Mountain,FALSE,nba,Magic,FALSE,U
505,Jason Maxiell,2013-2014,2500000,ASM Sports,Andy Miller,FALSE,nba,Magic,FALSE,G
506,Jason Maxiell,2014-2015,2500000,ASM Sports,Andy Miller,FALSE,nba,Magic,FALSE,G
692,Kyle O'Quinn,2013-2014,788872,EBSA Sports,Alberto Ebanks,FALSE,nba,Magic,FALSE,U
693,Kyle O'Quinn,2014-2015,915243,EBSA Sports,Alberto Ebanks,FALSE,nba,Magic,FALSE,U
694,Kyle O'Quinn,2015-2016,1181348,EBSA Sports,Alberto Ebanks,FALSE,nba,Magic,FALSE,QO
777,Maurice Harkless,2013-2014,1809840,Relativity Sports,Dan Fegan,FALSE,nba,Magic,FALSE,G
778,Maurice Harkless,2014-2015,1887840,Relativity Sports,Dan Fegan,FALSE,nba,Magic,FALSE,TO
779,Maurice Harkless,2015-2016,2894059,Relativity Sports,Dan Fegan,FALSE,nba,Magic,FALSE,TO
780,Maurice Harkless,2016-2017,4045894,Relativity Sports,Dan Fegan,FALSE,nba,Magic,FALSE,QO
853,Nikola Vucevic,2013-2014,1793520,BDA Sports Management,Rade Filipovich,FALSE,nba,Magic,FALSE,G
854,Nikola Vucevic,2014-2015,2751260,BDA Sports Management,Rade Filipovich,FALSE,nba,Magic,FALSE,TO
855,Nikola Vucevic,2015-2016,3865520,BDA Sports Management,Rade Filipovich,FALSE,nba,Magic,FALSE,QO
908,Quentin Richardson,2013-2014,2808600,24/7 Sports Management,Jeff Wechsler,FALSE,nba,Magic,TRUE,G
969,Ronnie Price,2013-2014,1265977,Excel Sports Management,Mike Higgins,FALSE,nba,Magic,FALSE,G
970,Ronnie Price,2014-2015,1316809,Excel Sports Management,Mike Higgins,FALSE,nba,Magic,FALSE,U
1088,Tobias Harris,2013-2014,1545840,Creative Artists Agency,Henry Thomas,FALSE,nba,Magic,FALSE,G
1089,Tobias Harris,2014-2015,2380594,Creative Artists Agency,Henry Thomas,FALSE,nba,Magic,FALSE,TO
1090,Tobias Harris,2015-2016,3394726,Creative Artists Agency,Henry Thomas,FALSE,nba,Magic,FALSE,QO
1161,Victor Oladipo,2013-2014,4763760,IAM Sports,Raymond Brothers,FALSE,nba,Magic,FALSE,G
1162,Victor Oladipo,2014-2015,4978200,IAM Sports,Raymond Brothers,FALSE,nba,Magic,FALSE,G
1163,Victor Oladipo,2015-2016,5192520,IAM Sports,Raymond Brothers,FALSE,nba,Magic,FALSE,TO
1164,Victor Oladipo,2016-2017,6552961,IAM Sports,Raymond Brothers,FALSE,nba,Magic,FALSE,TO
1165,Victor Oladipo,2017-2018,8551613,IAM Sports,Raymond Brothers,FALSE,nba,Magic,FALSE,QO
121,Bernard James,2013-2014,788872,Relativity Sports,Dan Fegan,FALSE,nba,Mavericks,FALSE,G
122,Bernard James,2014-2015,1115243,Relativity Sports,Dan Fegan,FALSE,nba,Mavericks,FALSE,QO
136,Brandan Wright,2013-2014,5000000,Williams & Connolly,Jim Tanner,FALSE,nba,Mavericks,FALSE,G
137,Brandan Wright,2014-2015,5000000,Williams & Connolly,Jim Tanner,FALSE,nba,Mavericks,FALSE,G
269,DeJuan Blair,2013-2014,884293,Relativity Sports,Dan Fegan,FALSE,nba,Mavericks,FALSE,G
297,Devin Harris,2013-2014,884293,Excel Sports Management,Jeff Schwartz,FALSE,nba,Mavericks,FALSE,G
304,Dirk Nowitzki,2013-2014,22721381,Independent,Holger Geschwinder,FALSE,nba,Mavericks,FALSE,G
369,Fab Melo,2013-2014,788872,Wasserman Media Group,BJ Armstrong,FALSE,nba,Mavericks,FALSE,U
371,Fab Melo,2014-2015,915243,Wasserman Media Group,BJ Armstrong,FALSE,nba,Mavericks,FALSE,U
372,Fab Melo,2015-2016,1181348,Wasserman Media Group,BJ Armstrong,FALSE,nba,Mavericks,FALSE,QO
380,Gal Mekel,2013-2014,490180,Exclusive Sports Group,Sam Porter,FALSE,nba,Mavericks,FALSE,G
381,Gal Mekel,2014-2015,816482,Exclusive Sports Group,Sam Porter,FALSE,nba,Mavericks,FALSE,G
382,Gal Mekel,2015-2016,947276,Exclusive Sports Group,Sam Porter,FALSE,nba,Mavericks,FALSE,G
383,Gal Mekel,2016-2017,1215696,Exclusive Sports Group,Sam Porter,FALSE,nba,Mavericks,FALSE,QO
464,Jae Crowder,2013-2014,788872,Alliance Sports Management,Glenn Schwartzman,FALSE,nba,Mavericks,FALSE,G
465,Jae Crowder,2014-2015,915243,Alliance Sports Management,Glenn Schwartzman,FALSE,nba,Mavericks,FALSE,TO
466,Jae Crowder,2015-2016,1181348,Alliance Sports Management,Glenn Schwartzman,FALSE,nba,Mavericks,FALSE,QO
606,Jose Calderon,2013-2014,6791570,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Mavericks,FALSE,G
607,Jose Calderon,2014-2015,7097191,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Mavericks,FALSE,G
608,Jose Calderon,2015-2016,7402812,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Mavericks,FALSE,G
609,Jose Calderon,2016-2017,7708427,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Mavericks,FALSE,G
818,Monta Ellis,2013-2014,8000000,Relativity Sports,Happy Walters,FALSE,nba,Mavericks,FALSE,G
819,Monta Ellis,2014-2015,8360000,Relativity Sports,Happy Walters,FALSE,nba,Mavericks,FALSE,G
820,Monta Ellis,2015-2016,8720000,Relativity Sports,Happy Walters,FALSE,nba,Mavericks,FALSE,PO
948,Ricky Ledo,2013-2014,544000,Verus Management Team,Seth Cohen,FALSE,nba,Mavericks,FALSE,G
949,Ricky Ledo,2014-2015,816482,Verus Management Team,Seth Cohen,FALSE,nba,Mavericks,FALSE,G
950,Ricky Ledo,2015-2016,947276,Verus Management Team,Seth Cohen,FALSE,nba,Mavericks,FALSE,U
951,Ricky Ledo,2016-2017,1015696,Verus Management Team,Seth Cohen,FALSE,nba,Mavericks,FALSE,U
996,Samuel Dalembert,2013-2014,3700748,Pinnacle Management Corporation,Marc Cornstein,FALSE,nba,Mavericks,FALSE,G
997,Samuel Dalembert,2014-2015,3867282,Pinnacle Management Corporation,Marc Cornstein,FALSE,nba,Mavericks,FALSE,U
1015,Shane Larkin,2013-2014,1536960,Relativity Sports,Happy Walters,FALSE,nba,Mavericks,FALSE,G
1016,Shane Larkin,2014-2015,1606080,Relativity Sports,Happy Walters,FALSE,nba,Mavericks,FALSE,G
1017,Shane Larkin,2015-2016,1675320,Relativity Sports,Happy Walters,FALSE,nba,Mavericks,FALSE,TO
1018,Shane Larkin,2016-2017,2576642,Relativity Sports,Happy Walters,FALSE,nba,Mavericks,FALSE,TO
1019,Shane Larkin,2017-2018,3656255,Relativity Sports,Happy Walters,FALSE,nba,Mavericks,FALSE,QO
1022,Shawn Marion,2013-2014,9316796,Relativity Sports,Dan Fegan,FALSE,nba,Mavericks,FALSE,G
1166,Vince Carter,2013-2014,3180000,IMG,Kurt Schoeppler,FALSE,nba,Mavericks,FALSE,G
1167,Wayne Ellington,2013-2014,2652000,Wasserman Media Group,Arn Tellem,FALSE,nba,Mavericks,FALSE,G
1168,Wayne Ellington,2014-2015,2771340,Wasserman Media Group,Arn Tellem,FALSE,nba,Mavericks,FALSE,G
14,Alan Anderson,2013-2014,947907,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Nets,FALSE,G
15,Alan Anderson,2014-2015,1063384,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Nets,FALSE,PO
39,Andray Blatche,2013-2014,1375604,ASM Sports,Andy Miller,FALSE,nba,Nets,FALSE,G
41,Andray Blatche,2014-2015,1437506,ASM Sports,Andy Miller,FALSE,nba,Nets,FALSE,PO
60,Andrei Kirilenko,2013-2014,3183000,Entersport,Marc Fleisher,FALSE,nba,Nets,FALSE,G
61,Andrei Kirilenko,2014-2015,3326235,Entersport,Marc Fleisher,FALSE,nba,Nets,FALSE,PO
157,Brook Lopez,2013-2014,14693906,Wasserman Media Group,Arn Tellem,FALSE,nba,Nets,FALSE,G
158,Brook Lopez,2014-2015,15719063,Wasserman Media Group,Arn Tellem,FALSE,nba,Nets,FALSE,G
159,Brook Lopez,2015-2016,16744218,Wasserman Media Group,Arn Tellem,FALSE,nba,Nets,FALSE,PO
284,Deron Williams,2013-2014,18466130,Excel Sports Management,Jeff Schwartz,FALSE,nba,Nets,FALSE,G
285,Deron Williams,2014-2015,19754465,Excel Sports Management,Jeff Schwartz,FALSE,nba,Nets,FALSE,G
286,Deron Williams,2015-2016,21042800,Excel Sports Management,Jeff Schwartz,FALSE,nba,Nets,FALSE,G
287,Deron Williams,2016-2017,22331135,Excel Sports Management,Jeff Schwartz,FALSE,nba,Nets,FALSE,ETO
510,Jason Terry,2013-2014,5625313,Wasserman Media Group,Arn Tellem,FALSE,nba,Nets,FALSE,G
511,Jason Terry,2014-2015,5850313,Wasserman Media Group,Arn Tellem,FALSE,nba,Nets,FALSE,G
560,Joe Johnson,2013-2014,21466718,Wasserman Media Group,Arn Tellem,FALSE,nba,Nets,FALSE,G
561,Joe Johnson,2014-2015,23180790,Wasserman Media Group,Arn Tellem,FALSE,nba,Nets,FALSE,G
562,Joe Johnson,2015-2016,24894863,Wasserman Media Group,Arn Tellem,FALSE,nba,Nets,FALSE,G
664,Kevin Garnett,2013-2014,12433735,ASM Sports,Andy Miller,FALSE,nba,Nets,FALSE,G
665,Kevin Garnett,2014-2015,12000000,ASM Sports,Andy Miller,FALSE,nba,Nets,FALSE,G
765,Mason Plumlee,2013-2014,1298640,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Nets,FALSE,G
766,Mason Plumlee,2014-2015,1357080,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Nets,FALSE,G
767,Mason Plumlee,2015-2016,1415520,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Nets,FALSE,TO
768,Mason Plumlee,2016-2017,2328530,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Nets,FALSE,TO
769,Mason Plumlee,2017-2018,3371712,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Nets,FALSE,QO
813,Mirza Teletovic,2013-2014,3229050,Excel Sports Management,Jeff Schwartz,FALSE,nba,Nets,FALSE,G
814,Mirza Teletovic,2014-2015,3368100,Excel Sports Management,Jeff Schwartz,FALSE,nba,Nets,FALSE,G
815,Mirza Teletovic,2015-2016,4210125,Excel Sports Management,Jeff Schwartz,FALSE,nba,Nets,FALSE,QO
892,Paul Pierce,2013-2014,15333334,Excel Sports Management,Jeff Schwartz,FALSE,nba,Nets,FALSE,G
937,Reggie Evans,2013-2014,1695635,ASM Sports,Andy Miller,FALSE,nba,Nets,FALSE,G
938,Reggie Evans,2014-2015,1768653,ASM Sports,Andy Miller,FALSE,nba,Nets,FALSE,G
1021,Shaun Livingston,2013-2014,884293,Creative Artists Agency,Henry Thomas,FALSE,nba,Nets,FALSE,G
1111,Tornike Shengelia,2013-2014,788872,Zucker International,Guy Zucker,FALSE,nba,Nets,FALSE,G
1112,Tornike Shengelia,2014-2015,1115243,Zucker International,Guy Zucker,FALSE,nba,Nets,FALSE,QO
1146,Tyshawn Taylor,2013-2014,788872,Excel Sports Management,Mike Higgins,FALSE,nba,Nets,FALSE,G
1147,Tyshawn Taylor,2014-2015,1115243,Excel Sports Management,Mike Higgins,FALSE,nba,Nets,FALSE,QO
51,Andre Miller,2013-2014,5000000,ASM Sports,Andy Miller,FALSE,nba,Nuggets,FALSE,G
52,Andre Miller,2014-2015,4625000,ASM Sports,Andy Miller,FALSE,nba,Nuggets,FALSE,U
82,Anthony Randolph,2013-2014,1750000,BDA Sports Management,Bill Duffy,FALSE,nba,Nuggets,FALSE,G
83,Anthony Randolph,2014-2015,1825359,BDA Sports Management,Bill Duffy,FALSE,nba,Nuggets,FALSE,G
245,Danilo Gallinari,2013-2014,10146925,Wasserman Media Group,Arn Tellem,FALSE,nba,Nuggets,FALSE,G
246,Danilo Gallinari,2014-2015,10854850,Wasserman Media Group,Arn Tellem,FALSE,nba,Nuggets,FALSE,G
247,Danilo Gallinari,2015-2016,11559225,Wasserman Media Group,Arn Tellem,FALSE,nba,Nuggets,FALSE,G
254,Darrell Arthur,2013-2014,3231683,Independent,Jerry Hicks,FALSE,nba,Nuggets,FALSE,G
255,Darrell Arthur,2014-2015,3457149,Independent,Jerry Hicks,FALSE,nba,Nuggets,FALSE,PO
362,Evan Fournier,2013-2014,1422720,Comsport,Bouna Ndiaye,FALSE,nba,Nuggets,FALSE,G
363,Evan Fournier,2014-2015,1483920,Comsport,Bouna Ndiaye,FALSE,nba,Nuggets,FALSE,TO
364,Evan Fournier,2015-2016,2288205,Comsport,Bouna Ndiaye,FALSE,nba,Nuggets,FALSE,TO
365,Evan Fournier,2016-2017,3278997,Comsport,Bouna Ndiaye,FALSE,nba,Nuggets,FALSE,QO
454,J.J. Hickson,2013-2014,5150000,ASM Sports,Andy Miller,FALSE,nba,Nuggets,FALSE,G
455,J.J. Hickson,2014-2015,5381750,ASM Sports,Andy Miller,FALSE,nba,Nuggets,FALSE,G
456,J.J. Hickson,2015-2016,5613500,ASM Sports,Andy Miller,FALSE,nba,Nuggets,FALSE,G
516,JaVale McGee,2013-2014,10750000,Wasserman Media Group,BJ Armstrong,FALSE,nba,Nuggets,FALSE,G
517,JaVale McGee,2014-2015,11250000,Wasserman Media Group,BJ Armstrong,FALSE,nba,Nuggets,FALSE,G
518,JaVale McGee,2015-2016,12000000,Wasserman Media Group,BJ Armstrong,FALSE,nba,Nuggets,FALSE,G
598,Jordan Hamilton,2013-2014,1169880,Premier Sports,Gregory Nunn,FALSE,nba,Nuggets,FALSE,G
599,Jordan Hamilton,2014-2015,2109294,Premier Sports,Gregory Nunn,FALSE,nba,Nuggets,FALSE,TO
600,Jordan Hamilton,2015-2016,3113317,Premier Sports,Gregory Nunn,FALSE,nba,Nuggets,FALSE,QO
650,Kenneth Faried,2013-2014,1367640,Wasserman Media Group,Arn Tellem,FALSE,nba,Nuggets,FALSE,G
651,Kenneth Faried,2014-2015,2249768,Wasserman Media Group,Arn Tellem,FALSE,nba,Nuggets,FALSE,TO
652,Kenneth Faried,2015-2016,3257664,Wasserman Media Group,Arn Tellem,FALSE,nba,Nuggets,FALSE,QO
823,Nate Robinson,2013-2014,2016000,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Nuggets,FALSE,G
824,Nate Robinson,2014-2015,2106720,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Nuggets,FALSE,PO
912,Quincy Miller,2013-2014,788872,Envision Sports Agency,Dwon Clifton,FALSE,nba,Nuggets,FALSE,U
913,Quincy Miller,2014-2015,915243,Envision Sports Agency,Dwon Clifton,FALSE,nba,Nuggets,FALSE,U
914,Quincy Miller,2015-2016,1181348,Envision Sports Agency,Dwon Clifton,FALSE,nba,Nuggets,FALSE,QO
920,Randy Foye,2013-2014,3000000,Creative Artists Agency,Steve Heumann,FALSE,nba,Nuggets,FALSE,G
921,Randy Foye,2014-2015,3000000,Creative Artists Agency,Steve Heumann,FALSE,nba,Nuggets,FALSE,G
922,Randy Foye,2015-2016,3135000,Creative Artists Agency,Steve Heumann,FALSE,nba,Nuggets,FALSE,G
1085,Timofey Mozgov,2013-2014,4400000,ASM Sports,Andy Miller,FALSE,nba,Nuggets,FALSE,G
1086,Timofey Mozgov,2014-2015,4650000,ASM Sports,Andy Miller,FALSE,nba,Nuggets,FALSE,G
1087,Timofey Mozgov,2015-2016,4950000,ASM Sports,Andy Miller,FALSE,nba,Nuggets,FALSE,TO
1131,Ty Lawson,2013-2014,10786517,Relativity Sports,Happy Walters,FALSE,nba,Nuggets,FALSE,G
1132,Ty Lawson,2014-2015,11595506,Relativity Sports,Happy Walters,FALSE,nba,Nuggets,FALSE,G
1133,Ty Lawson,2015-2016,12404495,Relativity Sports,Happy Walters,FALSE,nba,Nuggets,FALSE,G
1134,Ty Lawson,2016-2017,13213482,Relativity Sports,Happy Walters,FALSE,nba,Nuggets,FALSE,G
1182,Wilson Chandler,2013-2014,6344164,Relativity Sports,Dan Fegan,FALSE,nba,Nuggets,FALSE,G
1183,Wilson Chandler,2014-2015,6757913,Relativity Sports,Dan Fegan,FALSE,nba,Nuggets,FALSE,G
1184,Wilson Chandler,2015-2016,7171662,Relativity Sports,Dan Fegan,FALSE,nba,Nuggets,FALSE,U
171,C.J. Watson,2013-2014,2016000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Pacers,FALSE,G
172,C.J. Watson,2014-2015,2077000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Pacers,FALSE,G
205,Chris Copeland,2013-2014,3000000,540 Sports and Entertainment LLC,John Spencer,FALSE,nba,Pacers,FALSE,G
206,Chris Copeland,2014-2015,3135000,540 Sports and Entertainment LLC,John Spencer,FALSE,nba,Pacers,FALSE,G
207,Chris Copeland,2015-2016,3918750,540 Sports and Entertainment LLC,John Spencer,FALSE,nba,Pacers,FALSE,QO
248,Danny Granger,2013-2014,14021788,Creative Artists Agency,Aaron Mintz,FALSE,nba,Pacers,FALSE,G
261,David West,2013-2014,12000000,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Pacers,FALSE,G
262,David West,2014-2015,12000000,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Pacers,FALSE,G
263,David West,2015-2016,12600000,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Pacers,FALSE,PO
305,Donald Sloan,2013-2014,884293,Impact Sports Basketball,Brian Elfus,FALSE,nba,Pacers,FALSE,G
306,Donald Sloan,2014-2015,948163,Impact Sports Basketball,Brian Elfus,FALSE,nba,Pacers,FALSE,G
387,George Hill,2013-2014,8000000,Saga Sports,Bill Neff,FALSE,nba,Pacers,FALSE,G
388,George Hill,2014-2015,8000000,Saga Sports,Bill Neff,FALSE,nba,Pacers,FALSE,G
389,George Hill,2015-2016,8000000,Saga Sports,Bill Neff,FALSE,nba,Pacers,FALSE,G
390,George Hill,2016-2017,8000000,Saga Sports,Bill Neff,FALSE,nba,Pacers,FALSE,G
440,Ian Mahinmi,2013-2014,4000000,Comsport,Bouna Ndiaye,FALSE,nba,Pacers,FALSE,G
441,Ian Mahinmi,2014-2015,4000000,Comsport,Bouna Ndiaye,FALSE,nba,Pacers,FALSE,G
442,Ian Mahinmi,2015-2016,4000000,Comsport,Bouna Ndiaye,FALSE,nba,Pacers,FALSE,G
703,Lance Stephenson,2013-2014,1005000,EBSA Sports,Alberto Ebanks,FALSE,nba,Pacers,FALSE,G
725,Luis Scola,2013-2014,4508504,AAI Sports,George Bass,FALSE,nba,Pacers,FALSE,G
727,Luis Scola,2014-2015,4868499,AAI Sports,George Bass,FALSE,nba,Pacers,FALSE,U
866,Orlando Johnson,2013-2014,788872,BDA Sports Management,Bill Duffy,FALSE,nba,Pacers,FALSE,G
867,Orlando Johnson,2014-2015,915243,BDA Sports Management,Bill Duffy,FALSE,nba,Pacers,FALSE,U
868,Orlando Johnson,2015-2016,1181348,BDA Sports Management,Bill Duffy,FALSE,nba,Pacers,FALSE,QO
888,Paul George,2013-2014,3282003,Creative Artists Agency,Aaron Mintz,FALSE,nba,Pacers,FALSE,G
889,Paul George,2014-2015,4470088,Creative Artists Agency,Aaron Mintz,FALSE,nba,Pacers,FALSE,QO
965,Ron Howard,2013-2014,490180,Lee Basketball Services LTD,Bernie Lee,FALSE,nba,Pacers,FALSE,U
966,Ron Howard,2014-2015,1016482,Lee Basketball Services LTD,Bernie Lee,FALSE,nba,Pacers,FALSE,QO
973,Roy Hibbert,2013-2014,14283844,FAME,David Falk,FALSE,nba,Pacers,FALSE,G
974,Roy Hibbert,2014-2015,14898938,FAME,David Falk,FALSE,nba,Pacers,FALSE,G
975,Roy Hibbert,2015-2016,15514031,FAME,David Falk,FALSE,nba,Pacers,FALSE,PO
1026,Solomon Hill,2013-2014,1246680,Octagon Athlete Representation,Chris Emens,FALSE,nba,Pacers,FALSE,G
1027,Solomon Hill,2014-2015,1302840,Octagon Athlete Representation,Chris Emens,FALSE,nba,Pacers,FALSE,G
1028,Solomon Hill,2015-2016,1358880,Octagon Athlete Representation,Chris Emens,FALSE,nba,Pacers,FALSE,TO
1029,Solomon Hill,2016-2017,2306019,Octagon Athlete Representation,Chris Emens,FALSE,nba,Pacers,FALSE,TO
1030,Solomon Hill,2017-2018,3355258,Octagon Athlete Representation,Chris Emens,FALSE,nba,Pacers,FALSE,QO
13,Al-Farouq Aminu,2013-2014,3749602,IAM Sports,Raymond Brothers,FALSE,nba,Pelicans,FALSE,G
76,Anthony Davis,2013-2014,5375760,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,G
77,Anthony Davis,2014-2015,5607240,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,TO
78,Anthony Davis,2015-2016,7070730,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,TO
79,Anthony Davis,2016-2017,9191949,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,QO
80,Anthony Morrow,2013-2014,1027424,Perennial,Wallace Prather,FALSE,nba,Pelicans,FALSE,G
81,Anthony Morrow,2014-2015,1145685,Perennial,Wallace Prather,FALSE,nba,Pelicans,FALSE,PO
90,Arinze Onuaku,2013-2014,490180,Assist Sports,Eric Fleisher,FALSE,nba,Pelicans,FALSE,U
91,Arinze Onuaku,2014-2015,816482,Assist Sports,Eric Fleisher,FALSE,nba,Pelicans,FALSE,U
92,Arinze Onuaku,2015-2016,1147276,Assist Sports,Eric Fleisher,FALSE,nba,Pelicans,FALSE,QO
104,Austin Rivers,2013-2014,2339040,FAME,David Falk,FALSE,nba,Pelicans,FALSE,G
105,Austin Rivers,2014-2015,2439840,FAME,David Falk,FALSE,nba,Pelicans,FALSE,TO
106,Austin Rivers,2015-2016,3110796,FAME,David Falk,FALSE,nba,Pelicans,FALSE,TO
107,Austin Rivers,2016-2017,4236904,FAME,David Falk,FALSE,nba,Pelicans,FALSE,QO
155,Brian Roberts,2013-2014,788872,ASM Sports,Andy Miller,FALSE,nba,Pelicans,FALSE,G
156,Brian Roberts,2014-2015,1115243,ASM Sports,Andy Miller,FALSE,nba,Pelicans,FALSE,QO
252,Darius Miller,2013-2014,788872,The Neustadt Group,Doug Neustadt,FALSE,nba,Pelicans,FALSE,G
253,Darius Miller,2014-2015,1115243,The Neustadt Group,Doug Neustadt,FALSE,nba,Pelicans,FALSE,QO
350,Eric Gordon,2013-2014,14283844,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Pelicans,FALSE,G
351,Eric Gordon,2014-2015,14898938,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Pelicans,FALSE,G
352,Eric Gordon,2015-2016,15514031,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Pelicans,FALSE,PO
424,Greg Stiemsma,2013-2014,2676000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Pelicans,FALSE,G
