,player,season,salary,agency,agent,salary_amnesty,league,team,player_off_roster_13_14,id_contract_type
471,Jamal Crawford,2013-2014,5225000,ASM Sports,Andy Miller,FALSE,nba,Clippers,FALSE,G
472,Jamal Crawford,2014-2015,5450000,ASM Sports,Andy Miller,FALSE,nba,Clippers,FALSE,U
473,Jamal Crawford,2015-2016,5675000,ASM Sports,Andy Miller,FALSE,nba,Clippers,FALSE,U
492,Jared Dudley,2013-2014,4250000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Clippers,FALSE,G
493,Jared Dudley,2014-2015,4250000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Clippers,FALSE,G
494,Jared Dudley,2015-2016,4250000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Clippers,FALSE,ETO
731,Maalik Wayns,2013-2014,788872,ASM Sports,Andy Miller,FALSE,nba,Clippers,FALSE,U
732,Maalik Wayns,2014-2015,1115243,ASM Sports,Andy Miller,FALSE,nba,Clippers,FALSE,QO
770,Matt Barnes,2013-2014,3250000,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Clippers,FALSE,G
771,Matt Barnes,2014-2015,3396250,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Clippers,FALSE,G
772,Matt Barnes,2015-2016,3542500,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Clippers,FALSE,U
932,Reggie Bullock,2013-2014,1149000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Clippers,FALSE,G
933,Reggie Bullock,2014-2015,1200720,Excel Sports Management,Jeff Schwartz,FALSE,nba,Clippers,FALSE,G
934,Reggie Bullock,2015-2016,1252440,Excel Sports Management,Jeff Schwartz,FALSE,nba,Clippers,FALSE,TO
935,Reggie Bullock,2016-2017,2255644,Excel Sports Management,Jeff Schwartz,FALSE,nba,Clippers,FALSE,TO
936,Reggie Bullock,2017-2018,3313542,Excel Sports Management,Jeff Schwartz,FALSE,nba,Clippers,FALSE,QO
995,Ryan Hollins,2013-2014,884293,BDA Sports Management,Todd Ramasar,FALSE,nba,Clippers,FALSE,G
1177,Willie Green,2013-2014,1399507,Goodwin Management Group,Noah Croom,FALSE,nba,Clippers,FALSE,G
1178,Willie Green,2014-2015,1448490,Goodwin Management Group,Noah Croom,FALSE,nba,Clippers,FALSE,U
336,Ed Davis,2013-2014,3153860,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Grizzlies,FALSE,G
337,Ed Davis,2014-2015,4361789,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Grizzlies,FALSE,QO
368,Fab Melo,2013-2014,437080,Wasserman Media Group,BJ Armstrong,FALSE,nba,Grizzlies,TRUE,G
370,Fab Melo,2014-2015,437080,Wasserman Media Group,BJ Armstrong,FALSE,nba,Grizzlies,TRUE,G
373,Fab Melo,2015-2016,437080,Wasserman Media Group,BJ Armstrong,FALSE,nba,Grizzlies,TRUE,G
467,Jamaal Franklin,2013-2014,535000,Impact Sports Basketball,Brian Elfus,FALSE,nba,Grizzlies,FALSE,G
468,Jamaal Franklin,2014-2015,816482,Impact Sports Basketball,Brian Elfus,FALSE,nba,Grizzlies,FALSE,G
469,Jamaal Franklin,2015-2016,947276,Impact Sports Basketball,Brian Elfus,FALSE,nba,Grizzlies,FALSE,U
470,Jamaal Franklin,2016-2017,1215696,Impact Sports Basketball,Brian Elfus,FALSE,nba,Grizzlies,FALSE,QO
549,Jerryd Bayless,2013-2014,3135000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Grizzlies,FALSE,G
586,Jon Leuer,2013-2014,900000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Grizzlies,FALSE,G
587,Jon Leuer,2014-2015,967500,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Grizzlies,FALSE,G
588,Jon Leuer,2015-2016,1035000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Grizzlies,FALSE,U
612,Josh Akognon,2013-2014,788872,Rize Management,Scott Nichols,FALSE,nba,Grizzlies,FALSE,U
613,Josh Akognon,2014-2015,1115243,Rize Management,Scott Nichols,FALSE,nba,Grizzlies,FALSE,QO
683,Kosta Koufos,2013-2014,3000000,Mark Termini Associates,Mark Termini,FALSE,nba,Grizzlies,FALSE,G
684,Kosta Koufos,2014-2015,3000000,Mark Termini Associates,Mark Termini,FALSE,nba,Grizzlies,FALSE,U
737,Marc Gasol,2013-2014,14860523,Wasserman Media Group,Arn Tellem,FALSE,nba,Grizzlies,FALSE,G
738,Marc Gasol,2014-2015,15829688,Wasserman Media Group,Arn Tellem,FALSE,nba,Grizzlies,FALSE,G
795,Mike Conley,2013-2014,8600001,BDA Sports Management,Mike Conley,FALSE,nba,Grizzlies,FALSE,G
796,Mike Conley,2014-2015,9294216,BDA Sports Management,Mike Conley,FALSE,nba,Grizzlies,FALSE,G
797,Mike Conley,2015-2016,9988426,BDA Sports Management,Mike Conley,FALSE,nba,Grizzlies,FALSE,G
801,Mike Miller,2013-2014,884293,Wasserman Media Group,Arn Tellem,FALSE,nba,Grizzlies,FALSE,G
838,Nick Calathes,2013-2014,490180,Relativity Sports,Dan Fegan,FALSE,nba,Grizzlies,FALSE,G
839,Nick Calathes,2014-2015,816482,Relativity Sports,Dan Fegan,FALSE,nba,Grizzlies,FALSE,U
840,Nick Calathes,2015-2016,1147276,Relativity Sports,Dan Fegan,FALSE,nba,Grizzlies,FALSE,QO
915,Quincy Pondexter,2013-2014,2225479,Wasserman Media Group,Arn Tellem,FALSE,nba,Grizzlies,FALSE,G
916,Quincy Pondexter,2014-2015,3284807,Wasserman Media Group,Arn Tellem,FALSE,nba,Grizzlies,FALSE,QO
1051,Tayshaun Prince,2013-2014,7235955,BDA Sports Management,Bill Duffy,FALSE,nba,Grizzlies,FALSE,G
1052,Tayshaun Prince,2014-2015,7707865,BDA Sports Management,Bill Duffy,FALSE,nba,Grizzlies,FALSE,G
1092,Tony Allen,2013-2014,4494383,IAM Sports,Raymond Brothers,FALSE,nba,Grizzlies,FALSE,G
1093,Tony Allen,2014-2015,4831461,IAM Sports,Raymond Brothers,FALSE,nba,Grizzlies,FALSE,G
1094,Tony Allen,2015-2016,5168539,IAM Sports,Raymond Brothers,FALSE,nba,Grizzlies,FALSE,G
1095,Tony Allen,2016-2017,5505618,IAM Sports,Raymond Brothers,FALSE,nba,Grizzlies,FALSE,G
1179,Willie Reed,2013-2014,788872,Bell Management,Joel Bell,FALSE,nba,Grizzlies,FALSE,U
1180,Willie Reed,2014-2015,915243,Bell Management,Joel Bell,FALSE,nba,Grizzlies,FALSE,U
1181,Willie Reed,2015-2016,1181348,Bell Management,Joel Bell,FALSE,nba,Grizzlies,FALSE,QO
1186,Zach Randolph,2013-2014,18238333,IAM Sports,Raymond Brothers,FALSE,nba,Grizzlies,FALSE,G
1187,Zach Randolph,2014-2015,16938333,IAM Sports,Raymond Brothers,FALSE,nba,Grizzlies,FALSE,PO
7,Al Horford,2013-2014,12000000,Wasserman Media Group,Arn Tellem,FALSE,nba,Hawks,FALSE,G
8,Al Horford,2014-2015,12000000,Wasserman Media Group,Arn Tellem,FALSE,nba,Hawks,FALSE,G
9,Al Horford,2015-2016,12000000,Wasserman Media Group,Arn Tellem,FALSE,nba,Hawks,FALSE,G
276,DeMarre Carroll,2013-2014,2557545,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Hawks,FALSE,G
277,DeMarre Carroll,2014-2015,2442455,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Hawks,FALSE,G
278,Dennis Schroder,2013-2014,1348200,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Hawks,FALSE,G
279,Dennis Schroder,2014-2015,1690680,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Hawks,FALSE,G
280,Dennis Schroder,2015-2016,1763400,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Hawks,FALSE,TO
281,Dennis Schroder,2016-2017,2708582,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Hawks,FALSE,TO
282,Dennis Schroder,2017-2018,3824518,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Hawks,FALSE,QO
343,Elton Brand,2013-2014,4000000,FAME,David Falk,FALSE,nba,Hawks,FALSE,G
427,Gustavo Ayon,2013-2014,1500000,Duran International Sports Management,Emilio Duran,FALSE,nba,Hawks,FALSE,G
428,Gustavo Ayon,2014-2015,1875000,Duran International Sports Management,Emilio Duran,FALSE,nba,Hawks,FALSE,QO
488,Jared Cunningham,2013-2014,1208400,Excel Sports Management,Jeff Schwartz,FALSE,nba,Hawks,FALSE,G
489,Jared Cunningham,2014-2015,1260360,Excel Sports Management,Jeff Schwartz,FALSE,nba,Hawks,FALSE,TO
490,Jared Cunningham,2015-2016,2204370,Excel Sports Management,Jeff Schwartz,FALSE,nba,Hawks,FALSE,TO
491,Jared Cunningham,2016-2017,3222788,Excel Sports Management,Jeff Schwartz,FALSE,nba,Hawks,FALSE,QO
525,Jeff Teague,2013-2014,8000000,ASM Sports,Andy Miller,FALSE,nba,Hawks,FALSE,G
526,Jeff Teague,2014-2015,8000000,ASM Sports,Andy Miller,FALSE,nba,Hawks,FALSE,G
527,Jeff Teague,2015-2016,8000000,ASM Sports,Andy Miller,FALSE,nba,Hawks,FALSE,G
528,Jeff Teague,2016-2017,8000000,ASM Sports,Andy Miller,FALSE,nba,Hawks,FALSE,G
545,Jeremy Tyler,2013-2014,100000,Wasserman Media Group,Arn Tellem,FALSE,nba,Hawks,TRUE,G
572,John Jenkins,2013-2014,1258800,BDA Sports Management,Bill Duffy,FALSE,nba,Hawks,FALSE,G
573,John Jenkins,2014-2015,1312920,BDA Sports Management,Bill Duffy,FALSE,nba,Hawks,FALSE,TO
574,John Jenkins,2015-2016,2228025,BDA Sports Management,Bill Duffy,FALSE,nba,Hawks,FALSE,TO
575,John Jenkins,2016-2017,3241777,BDA Sports Management,Bill Duffy,FALSE,nba,Hawks,FALSE,QO
687,Kyle Korver,2013-2014,6760563,Excel Sports Management,Jeff Schwartz,FALSE,nba,Hawks,FALSE,G
688,Kyle Korver,2014-2015,6253521,Excel Sports Management,Jeff Schwartz,FALSE,nba,Hawks,FALSE,G
689,Kyle Korver,2015-2016,5746479,Excel Sports Management,Jeff Schwartz,FALSE,nba,Hawks,FALSE,G
690,Kyle Korver,2016-2017,5239437,Excel Sports Management,Jeff Schwartz,FALSE,nba,Hawks,FALSE,G
718,Lou Williams,2013-2014,5225000,Creative Artists Agency,Leon Rose,FALSE,nba,Hawks,FALSE,G
719,Lou Williams,2014-2015,5450000,Creative Artists Agency,Leon Rose,FALSE,nba,Hawks,FALSE,G
803,Mike Scott,2013-2014,788872,Creative Artists Agency,Aaron Mintz,FALSE,nba,Hawks,FALSE,U
804,Mike Scott,2014-2015,1115243,Creative Artists Agency,Aaron Mintz,FALSE,nba,Hawks,FALSE,QO
890,Paul Millsap,2013-2014,9500000,BDS Sports,DeAngelo Simmons,FALSE,nba,Hawks,FALSE,G
891,Paul Millsap,2014-2015,9500000,BDS Sports,DeAngelo Simmons,FALSE,nba,Hawks,FALSE,G
893,Pero Antic,2013-2014,1200000,Excel Sports Management,Michael Lindeman,FALSE,nba,Hawks,FALSE,G
894,Pero Antic,2014-2015,1250000,Excel Sports Management,Michael Lindeman,FALSE,nba,Hawks,FALSE,U
895,Pero Antic,2015-2016,1562500,Excel Sports Management,Michael Lindeman,FALSE,nba,Hawks,FALSE,QO
1024,Shelvin Mack,2013-2014,884293,The Neustadt Group,Doug Neustadt,FALSE,nba,Hawks,FALSE,U
1025,Shelvin Mack,2014-2015,1148163,The Neustadt Group,Doug Neustadt,FALSE,nba,Hawks,FALSE,QO
199,Chris Andersen,2013-2014,1399507,Creative Artists Agency,Steve Heumann,FALSE,nba,Heat,FALSE,G
201,Chris Andersen,2014-2015,1448490,Creative Artists Agency,Steve Heumann,FALSE,nba,Heat,FALSE,PO
202,Chris Bosh,2013-2014,19067500,Creative Artists Agency,Henry Thomas,FALSE,nba,Heat,FALSE,G
203,Chris Bosh,2014-2015,20590000,Creative Artists Agency,Henry Thomas,FALSE,nba,Heat,FALSE,ETO
204,Chris Bosh,2015-2016,22112500,Creative Artists Agency,Henry Thomas,FALSE,nba,Heat,FALSE,PO
328,Dwyane Wade,2013-2014,18673000,Creative Artists Agency,Henry Thomas,FALSE,nba,Heat,FALSE,G
329,Dwyane Wade,2014-2015,20164000,Creative Artists Agency,Henry Thomas,FALSE,nba,Heat,FALSE,ETO
330,Dwyane Wade,2015-2016,21655000,Creative Artists Agency,Henry Thomas,FALSE,nba,Heat,FALSE,PO
421,Greg Oden,2013-2014,884293,BDA Sports Management,Mike Conley,FALSE,nba,Heat,FALSE,G
483,James Jones,2013-2014,1500000,Bell Management,Joel Bell,FALSE,nba,Heat,FALSE,G
503,Jarvis Varnado,2013-2014,788872,Impact Sports Basketball,Mitch Frankel,FALSE,nba,Heat,FALSE,U
504,Jarvis Varnado,2014-2015,1115243,Impact Sports Basketball,Mitch Frankel,FALSE,nba,Heat,FALSE,QO
563,Joel Anthony,2013-2014,3800000,Excel Sports Management,Mike Higgins,FALSE,nba,Heat,FALSE,G
564,Joel Anthony,2014-2015,3800000,Excel Sports Management,Mike Higgins,FALSE,nba,Heat,FALSE,PO
626,Justin Hamilton,2013-2014,490180,ASM Sports,J.R. Hensley,FALSE,nba,Heat,FALSE,U
627,Justin Hamilton,2014-2015,1016482,ASM Sports,J.R. Hensley,FALSE,nba,Heat,FALSE,QO
715,LeBron James,2013-2014,19067500,Klutch Sports Management,Rich Paul,FALSE,nba,Heat,FALSE,G
716,LeBron James,2014-2015,20590000,Klutch Sports Management,Rich Paul,FALSE,nba,Heat,FALSE,ETO
717,LeBron James,2015-2016,22112500,Klutch Sports Management,Rich Paul,FALSE,nba,Heat,FALSE,PO
750,Mario Chalmers,2013-2014,4000000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Heat,FALSE,G
788,Michael Beasley,2013-2014,1027000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Heat,TRUE,U
856,Norris Cole,2013-2014,1129200,Bell Management,Joel Bell,FALSE,nba,Heat,FALSE,G
857,Norris Cole,2014-2015,2038206,Bell Management,Joel Bell,FALSE,nba,Heat,FALSE,TO
858,Norris Cole,2015-2016,3036927,Bell Management,Joel Bell,FALSE,nba,Heat,FALSE,QO
923,Rashard Lewis,2013-2014,1399507,Rival Sports Group,Tony Dutt,FALSE,nba,Heat,FALSE,G
924,Ray Allen,2013-2014,3229050,Williams & Connolly,Jim Tanner,FALSE,nba,Heat,FALSE,G
1014,Shane Battier,2013-2014,3270000,Williams & Connolly,Jim Tanner,FALSE,nba,Heat,FALSE,G
1150,Udonis Haslem,2013-2014,4340000,Creative Artists Agency,Henry Thomas,FALSE,nba,Heat,FALSE,G
1151,Udonis Haslem,2014-2015,4620000,Creative Artists Agency,Henry Thomas,FALSE,nba,Heat,FALSE,PO
16,Alec Burks,2013-2014,2202000,ASM Sports,Andy Miller,FALSE,nba,Jazz,FALSE,G
17,Alec Burks,2014-2015,3034356,ASM Sports,Andy Miller,FALSE,nba,Jazz,FALSE,TO
18,Alec Burks,2015-2016,4175274,ASM Sports,Andy Miller,FALSE,nba,Jazz,FALSE,QO
69,Andris Biedrins,2013-2014,9000000,BDA Sports Management,Bill Duffy,FALSE,nba,Jazz,FALSE,G
149,Brandon Rush,2013-2014,4000000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Jazz,FALSE,G
288,Derrick Favors,2013-2014,6008196,Perennial,Wallace Prather,FALSE,nba,Jazz,FALSE,G
289,Derrick Favors,2014-2015,7882754,Perennial,Wallace Prather,FALSE,nba,Jazz,FALSE,QO
345,Enes Kanter,2013-2014,4505280,Independent,Max Ergul,FALSE,nba,Jazz,FALSE,G
346,Enes Kanter,2014-2015,5694674,Independent,Max Ergul,FALSE,nba,Jazz,FALSE,TO
347,Enes Kanter,2015-2016,7471412,Independent,Max Ergul,FALSE,nba,Jazz,FALSE,QO
412,Gordon Hayward,2013-2014,3452183,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Jazz,FALSE,G
413,Gordon Hayward,2014-2015,4677708,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Jazz,FALSE,QO
437,Ian Clark,2013-2014,490180,BDA Sports Management,David Mondress,FALSE,nba,Jazz,FALSE,U
438,Ian Clark,2014-2015,816482,BDA Sports Management,David Mondress,FALSE,nba,Jazz,FALSE,U
439,Ian Clark,2015-2016,1147276,BDA Sports Management,David Mondress,FALSE,nba,Jazz,FALSE,QO
535,Jerel McNeal,2013-2014,884293,The Neustadt Group,Doug Neustadt,FALSE,nba,Jazz,FALSE,U
536,Jerel McNeal,2014-2015,948163,The Neustadt Group,Doug Neustadt,FALSE,nba,Jazz,FALSE,U
537,Jeremy Evans,2013-2014,1660257,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Jazz,FALSE,G
538,Jeremy Evans,2014-2015,1794872,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Jazz,FALSE,G
576,John Lucas III,2013-2014,1600000,Lee Basketball Services LTD,Bernie Lee,FALSE,nba,Jazz,FALSE,G
577,John Lucas III,2014-2015,1600000,Lee Basketball Services LTD,Bernie Lee,FALSE,nba,Jazz,FALSE,U
764,Marvin Williams,2013-2014,7500000,Williams & Connolly,Jim Tanner,FALSE,nba,Jazz,FALSE,G
947,Richard Jefferson,2013-2014,11046000,Stratosphere Sports,Todd Eley,FALSE,nba,Jazz,FALSE,G
982,Rudy Gobert,2013-2014,1078800,Comsport,Bouna Ndiaye,FALSE,nba,Jazz,FALSE,G
983,Rudy Gobert,2014-2015,1127400,Comsport,Bouna Ndiaye,FALSE,nba,Jazz,FALSE,G
984,Rudy Gobert,2015-2016,1175880,Comsport,Bouna Ndiaye,FALSE,nba,Jazz,FALSE,TO
985,Rudy Gobert,2016-2017,2121288,Comsport,Bouna Ndiaye,FALSE,nba,Jazz,FALSE,TO
986,Rudy Gobert,2017-2018,3145869,Comsport,Bouna Ndiaye,FALSE,nba,Jazz,FALSE,QO
1123,Trey Burke,2013-2014,2438760,Infinite Sports Concepts,Benji Burke,FALSE,nba,Jazz,FALSE,G
1124,Trey Burke,2014-2015,2548560,Infinite Sports Concepts,Benji Burke,FALSE,nba,Jazz,FALSE,G
1125,Trey Burke,2015-2016,2658240,Infinite Sports Concepts,Benji Burke,FALSE,nba,Jazz,FALSE,TO
1126,Trey Burke,2016-2017,3386598,Infinite Sports Concepts,Benji Burke,FALSE,nba,Jazz,FALSE,TO
1127,Trey Burke,2017-2018,4588840,Infinite Sports Concepts,Benji Burke,FALSE,nba,Jazz,FALSE,QO
1,Aaron Brooks,2013-2014,674194,Creative Artists Agency,Leon Rose,FALSE,nba,Kings,TRUE,G
115,Ben McLemore,2013-2014,2895960,Rival Sports Group,Tony Dutt,FALSE,nba,Kings,FALSE,G
116,Ben McLemore,2014-2015,3026280,Rival Sports Group,Tony Dutt,FALSE,nba,Kings,FALSE,G
117,Ben McLemore,2015-2016,3156600,Rival Sports Group,Tony Dutt,FALSE,nba,Kings,FALSE,TO
118,Ben McLemore,2016-2017,4008882,Rival Sports Group,Tony Dutt,FALSE,nba,Kings,FALSE,TO
119,Ben McLemore,2017-2018,5375911,Rival Sports Group,Tony Dutt,FALSE,nba,Kings,FALSE,QO
173,Carl Landry,2013-2014,6500000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Kings,FALSE,G
174,Carl Landry,2014-2015,6500000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Kings,FALSE,G
175,Carl Landry,2015-2016,6500000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Kings,FALSE,G
176,Carl Landry,2016-2017,6500000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Kings,FALSE,G
222,Chuck Hayes,2013-2014,5722500,BDA Sports Management,Bill Duffy,FALSE,nba,Kings,FALSE,G
223,Chuck Hayes,2014-2015,5958750,BDA Sports Management,Bill Duffy,FALSE,nba,Kings,FALSE,G
274,DeMarcus Cousins,2013-2014,4916974,Relativity Sports,Dan Fegan,FALSE,nba,Kings,FALSE,G
275,DeMarcus Cousins,2014-2015,6519907,Relativity Sports,Dan Fegan,FALSE,nba,Kings,FALSE,QO
425,Greivis Vasquez,2013-2014,2150188,Wasserman Media Group,Arn Tellem,FALSE,nba,Kings,FALSE,G
426,Greivis Vasquez,2014-2015,3203780,Wasserman Media Group,Arn Tellem,FALSE,nba,Kings,FALSE,QO
450,Isaiah Thomas,2013-2014,884293,ASM Sports,Andy Miller,FALSE,nba,Kings,FALSE,G
451,Isaiah Thomas,2014-2015,1148163,ASM Sports,Andy Miller,FALSE,nba,Kings,FALSE,QO
512,Jason Thompson,2013-2014,5643750,Creative Artists Agency,Leon Rose,FALSE,nba,Kings,FALSE,G
513,Jason Thompson,2014-2015,6037500,Creative Artists Agency,Leon Rose,FALSE,nba,Kings,FALSE,G
514,Jason Thompson,2015-2016,6431250,Creative Artists Agency,Leon Rose,FALSE,nba,Kings,FALSE,G
515,Jason Thompson,2016-2017,6825000,Creative Artists Agency,Leon Rose,FALSE,nba,Kings,FALSE,U
550,Jimmer Fredette,2013-2014,2439840,Octagon Athlete Representation,Chris Emens,FALSE,nba,Kings,FALSE,G
551,Jimmer Fredette,2014-2015,3110796,Octagon Athlete Representation,Chris Emens,FALSE,nba,Kings,FALSE,TO
552,Jimmer Fredette,2015-2016,4236904,Octagon Athlete Representation,Chris Emens,FALSE,nba,Kings,FALSE,QO
578,John Salmons,2013-2014,7583000,Bell Management,Joel Bell,FALSE,nba,Kings,FALSE,G
579,John Salmons,2014-2015,7000000,Bell Management,Joel Bell,FALSE,nba,Kings,FALSE,U
720,Luc Mbah A Moute,2013-2014,4588384,Excel Sports Management,Jeff Schwartz,FALSE,nba,Kings,FALSE,G
721,Luc Mbah A Moute,2014-2015,4382576,Excel Sports Management,Jeff Schwartz,FALSE,nba,Kings,FALSE,G
748,Marcus Thornton,2013-2014,8050000,Rival Sports Group,Tony Dutt,FALSE,nba,Kings,FALSE,G
749,Marcus Thornton,2014-2015,8575000,Rival Sports Group,Tony Dutt,FALSE,nba,Kings,FALSE,G
885,Patrick Patterson,2013-2014,3105301,Excel Sports Management,Sam Goldfeder,FALSE,nba,Kings,FALSE,G
886,Patrick Patterson,2014-2015,4319474,Excel Sports Management,Sam Goldfeder,FALSE,nba,Kings,FALSE,QO
925,Ray McCallum,2013-2014,524616,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Kings,FALSE,G
926,Ray McCallum,2014-2015,816482,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Kings,FALSE,G
927,Ray McCallum,2015-2016,947276,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Kings,FALSE,U
928,Ray McCallum,2016-2017,1215696,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Kings,FALSE,QO
1113,Travis Outlaw,2013-2014,3000000,BDA Sports Management,Bill Duffy,FALSE,nba,Kings,FALSE,G
1115,Travis Outlaw,2014-2015,3000000,BDA Sports Management,Bill Duffy,FALSE,nba,Kings,FALSE,G
1117,Trent Lockett,2013-2014,490180,CGL Sports,Chris Grier Luchey,FALSE,nba,Kings,FALSE,U
1118,Trent Lockett,2014-2015,816482,CGL Sports,Chris Grier Luchey,FALSE,nba,Kings,FALSE,U
1119,Trent Lockett,2015-2016,1147276,CGL Sports,Chris Grier Luchey,FALSE,nba,Kings,FALSE,QO
33,Amar'e Stoudemire,2013-2014,21679893,Relativity Sports,Dan Fegan,FALSE,nba,Knicks,FALSE,G
34,Amar'e Stoudemire,2014-2015,23410988,Relativity Sports,Dan Fegan,FALSE,nba,Knicks,FALSE,ETO
58,Andrea Bargnani,2013-2014,11862500,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,G
59,Andrea Bargnani,2014-2015,11500000,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,ETO
120,Beno Udrih,2013-2014,884293,Pinnacle Management Corporation,Marc Cornstein,FALSE,nba,Knicks,FALSE,G
162,C.J. Leslie,2013-2014,490180,Creative Artists Agency,Aaron Mintz,FALSE,nba,Knicks,FALSE,U
163,C.J. Leslie,2014-2015,816482,Creative Artists Agency,Aaron Mintz,FALSE,nba,Knicks,FALSE,U
164,C.J. Leslie,2015-2016,1147276,Creative Artists Agency,Aaron Mintz,FALSE,nba,Knicks,FALSE,QO
182,Carmelo Anthony,2013-2014,21388954,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,G
183,Carmelo Anthony,2014-2015,23333405,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,ETO
219,Chris Smith,2013-2014,490180,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,U
220,Chris Smith,2014-2015,816482,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,U
221,Chris Smith,2015-2016,1147276,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,QO
443,Iman Shumpert,2013-2014,1703760,Relativity Sports,Dan Fegan,FALSE,nba,Knicks,FALSE,G
444,Iman Shumpert,2014-2015,2616975,Relativity Sports,Dan Fegan,FALSE,nba,Knicks,FALSE,TO
445,Iman Shumpert,2015-2016,3695169,Relativity Sports,Dan Fegan,FALSE,nba,Knicks,FALSE,QO
461,J.R. Smith,2013-2014,5565000,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,G
462,J.R. Smith,2014-2015,5982375,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,G
463,J.R. Smith,2015-2016,6399750,Creative Artists Agency,Leon Rose,FALSE,nba,Knicks,FALSE,PO
546,Jeremy Tyler,2013-2014,884293,Wasserman Media Group,Arn Tellem,FALSE,nba,Knicks,FALSE,U
547,Jeremy Tyler,2014-2015,948163,Wasserman Media Group,Arn Tellem,FALSE,nba,Knicks,FALSE,U
660,Kenyon Martin,2013-2014,884293,ASM Sports,Andy Miller,FALSE,nba,Knicks,FALSE,G
781,Metta World Peace,2013-2014,1590000,Pinnacle Management Corporation,Marc Cornstein,FALSE,nba,Knicks,FALSE,G
783,Metta World Peace,2014-2015,1661550,Pinnacle Management Corporation,Marc Cornstein,FALSE,nba,Knicks,FALSE,PO
876,Pablo Prigioni,2013-2014,1591350,AAI Sports,George Bass,FALSE,nba,Knicks,FALSE,G
877,Pablo Prigioni,2014-2015,1662961,AAI Sports,George Bass,FALSE,nba,Knicks,FALSE,G
878,Pablo Prigioni,2015-2016,1734572,AAI Sports,George Bass,FALSE,nba,Knicks,FALSE,U
929,Raymond Felton,2013-2014,3637073,Rival Sports Group,Colin Bryant,FALSE,nba,Knicks,FALSE,G
930,Raymond Felton,2014-2015,3793693,Rival Sports Group,Colin Bryant,FALSE,nba,Knicks,FALSE,G
931,Raymond Felton,2015-2016,3950313,Rival Sports Group,Colin Bryant,FALSE,nba,Knicks,FALSE,PO
1077,Tim Hardaway Jr,2013-2014,1196760,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Knicks,FALSE,G
1078,Tim Hardaway Jr,2014-2015,1250640,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Knicks,FALSE,G
1079,Tim Hardaway Jr,2015-2016,1304520,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Knicks,FALSE,TO
1080,Tim Hardaway Jr,2016-2017,2281605,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Knicks,FALSE,TO
1081,Tim Hardaway Jr,2017-2018,3335707,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Knicks,FALSE,QO
1148,Tyson Chandler,2013-2014,14100538,Excel Sports Management,Jeff Schwartz,FALSE,nba,Knicks,FALSE,G
