IDPhoto,Model,PhotoYear,PhotoType,PhotoURLImage,PhotoURLPage,PhotoAddress,PhotoLongitude,PhotoLattitude,PhotoLocation,PhotoCity,PhotoStateRegionProvence,PhotoCountry,SwimsuitPhotographer,Swimsuit,SwimsuitManufacturer,SwimsuitPrice,ModelID,Photo,ModelsYearsPhotos,ImageType
4029,Josie Maran,2002,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2002/02_jmaran_02.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/josie_maran/2002/model/2/9,,NA,NA,,,,,,Swimsuit,Laura Urbanati,NA,josie_maran,2,9,jpg
4030,Josie Maran,2002,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2002/02_jmaran_03.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/josie_maran/2002/model/3/9,,NA,NA,,,,,,Swimsuit,Gottex,NA,josie_maran,3,9,jpg
4031,Josie Maran,2002,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2002/02_jmaran_04.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/josie_maran/2002/model/4/9,,NA,NA,,,,,,Swimsuit,Ipanema,NA,josie_maran,4,9,jpg
4032,Josie Maran,2002,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2002/02_jmaran_05.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/josie_maran/2002/model/5/9,,NA,NA,,,,,,Swimsuit,Karla Colletto,NA,josie_maran,5,9,jpg
4033,Josie Maran,2002,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2002/02_jmaran_06.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/josie_maran/2002/model/6/9,,NA,NA,,,,,,Swimsuit,Letarte by Lisa Cabrinha,NA,josie_maran,6,9,jpg
4034,Josie Maran,2002,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2002/02_jmaran_07.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/josie_maran/2002/model/7/9,,NA,NA,,,,,,Swimsuit,Letarte by Lisa Cabrinha,NA,josie_maran,7,9,jpg
4035,Josie Maran,2002,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2002/02_jmaran_08.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/josie_maran/2002/model/8/9,,NA,NA,,,,,,Swimsuit,Hobie,NA,josie_maran,8,9,jpg
4036,Juliana Martins,2003,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2003/03_jmartins_01.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/juliana_martins/2003/model/1/7,,NA,NA,,,,,,Swimsuit,Gottex,NA,juliana_martins,1,7,jpg
4037,Juliana Martins,2003,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2003/03_jmartins_02.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/juliana_martins/2003/model/2/7,,NA,NA,,,,,,Swimsuit,La Donne di Piera,NA,juliana_martins,2,7,jpg
4038,Juliana Martins,2003,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2003/03_jmartins_03.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/juliana_martins/2003/model/3/7,,NA,NA,,,,,,Swimsuit,Estephan,NA,juliana_martins,3,7,jpg
4039,Juliana Martins,2003,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2003/03_jmartins_04.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/juliana_martins/2003/model/4/7,,NA,NA,,,,,,Swimsuit,Far Away Imports,NA,juliana_martins,4,7,jpg
4040,Juliana Martins,2003,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2003/03_jmartins_05.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/juliana_martins/2003/model/5/7,,NA,NA,,,,,,Swimsuit,Delfina Swimwear,NA,juliana_martins,5,7,jpg
4041,Juliana Martins,2003,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2003/03_jmartins_06.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/juliana_martins/2003/model/6/7,,NA,NA,,,,,,Swimsuit,Domani,NA,juliana_martins,6,7,jpg
4042,Juliana Martins,2003,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2003/03_jmartins_07.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/juliana_martins/2003/model/7/7,,NA,NA,,,,,,Swimsuit,Domani,NA,juliana_martins,7,7,jpg
4043,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_11.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/1/26,"Grambling University Robinson Stadium, Grambling, Louisiana, United States",-92.7140402,32.5276503,Grambling University Robinson Stadium,Grambling,Louisiana,United States,,Swimsuit,Caffee Swimwear,NA,julie_henderson,1,26,jpg
4044,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_09.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/10/26,"USC Los Angeles Coliseum, Los Angeles, California, United States",-118.2861506,34.014019,USC Los Angeles Coliseum,Los Angeles,California,United States,,Swimsuit,Caffee Swimwear,NA,julie_henderson,10,26,jpg
4045,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_08.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/11/26,"Grambling University Robinson Stadium, Grambling, Louisiana, United States",-92.7140402,32.5276503,Grambling University Robinson Stadium,Grambling,Louisiana,United States,,Swimsuit,Brette Sandler,NA,julie_henderson,11,26,jpg
4046,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_17.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/12/26,"USC Los Angeles Coliseum, Los Angeles, California, United States",-118.2861506,34.014019,USC Los Angeles Coliseum,Los Angeles,California,United States,,Swimsuit,Brette Sandler,NA,julie_henderson,12,26,jpg
4047,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_06.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/13/26,"Grambling University Robinson Stadium, Grambling, Louisiana, United States",-92.7140402,32.5276503,Grambling University Robinson Stadium,Grambling,Louisiana,United States,,Swimsuit,Brette Sandler,NA,julie_henderson,13,26,jpg
4048,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_14.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/14/26,"Grambling University Robinson Stadium, Grambling, Louisiana, United States",-92.7140402,32.5276503,Grambling University Robinson Stadium,Grambling,Louisiana,United States,,Bottom,Cosabella,NA,julie_henderson,14,26,jpg
4049,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_16.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/15/26,"USC Los Angeles Coliseum, Los Angeles, California, United States",-118.2861506,34.014019,USC Los Angeles Coliseum,Los Angeles,California,United States,,Bottom,Cosabella,NA,julie_henderson,15,26,jpg
4050,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_03.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/16/26,"Grambling University Robinson Stadium, Grambling, Louisiana, United States",-92.7140402,32.5276503,Grambling University Robinson Stadium,Grambling,Louisiana,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,16,26,jpg
4051,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_05.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/17/26,"Grambling University Robinson Stadium, Grambling, Louisiana, United States",-92.7140402,32.5276503,Grambling University Robinson Stadium,Grambling,Louisiana,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,17,26,jpg
4052,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_behind_01.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/18/26,"Grambling University Robinson Stadium, Grambling, Louisiana, United States",-92.7140402,32.5276503,Grambling University Robinson Stadium,Grambling,Louisiana,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,18,26,jpg
4053,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_behind_02.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/19/26,"Grambling University Robinson Stadium, Grambling, Louisiana, United States",-92.7140402,32.5276503,Grambling University Robinson Stadium,Grambling,Louisiana,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,19,26,jpg
4054,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_13.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/2/26,"Grambling University Robinson Stadium, Grambling, Louisiana, United States",-92.7140402,32.5276503,Grambling University Robinson Stadium,Grambling,Louisiana,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,2,26,jpg
4055,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_behind_03.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/20/26,"Grambling University Robinson Stadium, Grambling, Louisiana, United States",-92.7140402,32.5276503,Grambling University Robinson Stadium,Grambling,Louisiana,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,20,26,jpg
4056,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_behind_04.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/21/26,"Grambling University Robinson Stadium, Grambling, Louisiana, United States",-92.7140402,32.5276503,Grambling University Robinson Stadium,Grambling,Louisiana,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,21,26,jpg
4057,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_behind_05.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/22/26,"Grambling University Robinson Stadium, Grambling, Louisiana, United States",-92.7140402,32.5276503,Grambling University Robinson Stadium,Grambling,Louisiana,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,22,26,jpg
4058,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_behind_06.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/23/26,"USC Los Angeles Coliseum, Los Angeles, California, United States",-118.2861506,34.014019,USC Los Angeles Coliseum,Los Angeles,California,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,23,26,jpg
4059,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_behind_07.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/24/26,"USC Los Angeles Coliseum, Los Angeles, California, United States",-118.2861506,34.014019,USC Los Angeles Coliseum,Los Angeles,California,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,24,26,jpg
4060,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_behind_08.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/25/26,"USC Los Angeles Coliseum, Los Angeles, California, United States",-118.2861506,34.014019,USC Los Angeles Coliseum,Los Angeles,California,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,25,26,jpg
4061,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_behind_09.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/26/26,"USC Los Angeles Coliseum, Los Angeles, California, United States",-118.2861506,34.014019,USC Los Angeles Coliseum,Los Angeles,California,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,26,26,jpg
4062,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_01.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/3/26,"USC Los Angeles Coliseum, Los Angeles, California, United States",-118.2861506,34.014019,USC Los Angeles Coliseum,Los Angeles,California,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,3,26,jpg
4063,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_04.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/4/26,"Grambling University Robinson Stadium, Grambling, Louisiana, United States",-92.7140402,32.5276503,Grambling University Robinson Stadium,Grambling,Louisiana,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,4,26,jpg
4064,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_07.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/5/26,"Grambling University Robinson Stadium, Grambling, Louisiana, United States",-92.7140402,32.5276503,Grambling University Robinson Stadium,Grambling,Louisiana,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,5,26,jpg
4065,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_10.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/6/26,"Grambling University Robinson Stadium, Grambling, Louisiana, United States",-92.7140402,32.5276503,Grambling University Robinson Stadium,Grambling,Louisiana,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,6,26,jpg
4066,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_12.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/7/26,"Grambling University Robinson Stadium, Grambling, Louisiana, United States",-92.7140402,32.5276503,Grambling University Robinson Stadium,Grambling,Louisiana,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,7,26,jpg
4067,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_02.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/8/26,"USC Los Angeles Coliseum, Los Angeles, California, United States",-118.2861506,34.014019,USC Los Angeles Coliseum,Los Angeles,California,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,8,26,jpg
4068,Julie Henderson,2007,Rookies,http://i.cdn.turner.com/sivault/swimsuit/image/2007/07_jhenderson_15.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2007/rookies/9/26,"USC Los Angeles Coliseum, Los Angeles, California, United States",-118.2861506,34.014019,USC Los Angeles Coliseum,Los Angeles,California,United States,,Bodypaint,Joanne Gair,NA,julie_henderson,9,26,jpg
4069,Julie Henderson,2008,Candid portraits,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_portrait_01.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/candid_portraits/1/1,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,1,1,jpg
4070,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_01.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/1/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,1,51,jpg
4071,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_10.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/10/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,10,51,jpg
4072,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_11.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/11/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,11,51,jpg
4073,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_12.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/12/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,12,51,jpg
4074,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_13.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/13/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,13,51,jpg
4075,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_14.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/14/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,14,51,jpg
4076,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_15.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/15/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,15,51,jpg
4077,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_16.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/16/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,16,51,jpg
4078,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_17.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/17/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,17,51,jpg
4079,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_18.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/18/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,18,51,jpg
4080,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_19.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/19/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,19,51,jpg
4081,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_02.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/2/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,2,51,jpg
4082,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_20.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/20/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,20,51,jpg
4083,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_22.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/21/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,21,51,jpg
4084,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_23.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/22/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,22,51,jpg
4085,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_24.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/23/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,23,51,jpg
4086,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_25.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/24/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,24,51,jpg
4087,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_26.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/25/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,25,51,jpg
4088,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_27.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/26/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,26,51,jpg
4089,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_28.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/27/51,"Discovery Cove, Orlando, Florida, United States",-81.4610234,28.4058059,Discovery Cove,Orlando,Florida,United States,,,,NA,julie_henderson,27,51,jpg
4090,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_29.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/28/51,"Discovery Cove, Orlando, Florida, United States",-81.4610234,28.4058059,Discovery Cove,Orlando,Florida,United States,,,,NA,julie_henderson,28,51,jpg
4091,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_30.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/29/51,"Discovery Cove, Orlando, Florida, United States",-81.4610234,28.4058059,Discovery Cove,Orlando,Florida,United States,,,,NA,julie_henderson,29,51,jpg
4092,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_03.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/3/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,3,51,jpg
4093,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_31.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/30/51,"Discovery Cove, Orlando, Florida, United States",-81.4610234,28.4058059,Discovery Cove,Orlando,Florida,United States,,,,NA,julie_henderson,30,51,jpg
4094,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_32.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/31/51,"Discovery Cove, Orlando, Florida, United States",-81.4610234,28.4058059,Discovery Cove,Orlando,Florida,United States,,,,NA,julie_henderson,31,51,jpg
4095,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_33.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/32/51,"Discovery Cove, Orlando, Florida, United States",-81.4610234,28.4058059,Discovery Cove,Orlando,Florida,United States,,,,NA,julie_henderson,32,51,jpg
4096,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_34.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/33/51,"Discovery Cove, Orlando, Florida, United States",-81.4610234,28.4058059,Discovery Cove,Orlando,Florida,United States,,,,NA,julie_henderson,33,51,jpg
4097,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_35.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/34/51,"Discovery Cove, Orlando, Florida, United States",-81.4610234,28.4058059,Discovery Cove,Orlando,Florida,United States,,,,NA,julie_henderson,34,51,jpg
4098,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_36.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/35/51,"Discovery Cove, Orlando, Florida, United States",-81.4610234,28.4058059,Discovery Cove,Orlando,Florida,United States,,,,NA,julie_henderson,35,51,jpg
4099,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_37.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/36/51,"Discovery Cove, Orlando, Florida, United States",-81.4610234,28.4058059,Discovery Cove,Orlando,Florida,United States,,,,NA,julie_henderson,36,51,jpg
4100,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_behind_01.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/37/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,37,51,jpg
4101,Julie Henderson,2008,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2008/08_julie-henderson_behind_02.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/julie_henderson/2008/model/38/51,"Dan Caesarea Hotel, Caesarea, Israel",34.904544,32.519016,Dan Caesarea Hotel,Caesarea,,Israel,,,,NA,julie_henderson,38,51,jpg
