,Sport,School_ID,Year,Number,Player,Last_Name,First_Name,Position,Height,Weight,Class,Hometown,City,State,High_School,Prior_College,URL,Height_Inches
121,FBALL,OKState,2012-2013,9,Jeremiah Tshimanga,Tshimanga,Jeremiah,LB,6'2'',226,FR,"North Richland Hills, TX",North Richland Hills,TX,Richland,,http://www.okstate.com/sports/m-footbl/mtt/jeremiah_tshimanga_796935.html,74
122,FBALL,OKState,2012-2013,86,Zac Veatch,Veatch,Zac,OL,6'4'',255,FR,"Broken Arrow, OK",Broken Arrow,OK,Broken Arrow,,http://www.okstate.com/sports/m-footbl/mtt/zac_veatch_804194.html,76
123,FBALL,OKState,2012-2013,4,J.W. Walsh,Walsh,J.W.,QB,6'2'',205,RS FR,"Denton, TX",Denton,TX,Guyer,,http://www.okstate.com/sports/m-footbl/mtt/jw_walsh_748362.html,74
124,FBALL,OKState,2012-2013,85,Blake Webb,Webb,Blake,IR,5'11'',190,FR,"The Woodlands, TX",The Woodlands,TX,The Woodlands,,http://www.okstate.com/sports/m-footbl/mtt/blake_webb_804197.html,71
125,FBALL,OKState,2012-2013,51,Brandon Webb,Webb,Brandon,OL,6'3'',326,JR,"Owasso, OK",Owasso,OK,Owasso,,http://www.okstate.com/sports/m-footbl/mtt/brandon_webb_440517.html,75
126,FBALL,OKState,2012-2013,74,Michael Wilson,Wilson,Michael,OL,6'6'',275,FR,"Aledo, TX",Aledo,TX,Aledo,,http://www.okstate.com/sports/m-footbl/mtt/michael_wilson_804199.html,78
127,FBALL,OKState,2012-2013,44,John Wood,Wood,John,LB,6'5'',205,FR,"Whitesboro, TX",Whitesboro,TX,Whitesboro,,http://www.okstate.com/sports/m-footbl/mtt/john_wood_819725.html,77
128,FBALL,OKState,2012-2013,35,Zach Yates,Yates,Zach,WR,6'1'',195,RS SO,"Muskogee, OK",Muskogee,OK,Fort Gibson,,http://www.okstate.com/sports/m-footbl/mtt/zach_yates_819716.html,73
129,FBALL,OKState,2011-2012,73,Levy Adcock,Adcock,Levy,OL,6'6'',322,SR,"Claremore, OK",Claremore,OK,Sequoyah,NEO A&M JC,http://www.okstate.com/sports/m-footbl/mtt/adcock_levy00.html,78
130,FBALL,OKState,2011-2012,82,Isaiah Anderson,Anderson,Isaiah,WR,5'10'',178,JR,"Wichita Falls, TX",Wichita Falls,TX,Wichita Falls,,http://www.okstate.com/sports/m-footbl/mtt/anderson_isaiah00.html,70
131,FBALL,OKState,2011-2012,77,Gerron Anthony,Anthony,Gerron,OL,6'3'',305,RS FR,"Tyler, TX",Tyler,TX,John Tyler,,http://www.okstate.com/sports/m-footbl/mtt/anthony_gerron00.html,75
132,FBALL,OKState,2011-2012,84,Hubert Anyiam,Anyiam,Hubert,WR,6'1'',202,SR,"Garland, TX",Garland,TX,North,,http://www.okstate.com/sports/m-footbl/mtt/anyiam_hubert00.html,73
133,FBALL,OKState,2011-2012,22,"Joe Aska, Jr.","Aska, Jr.",Joe,RB,5'10'',199,RS FR,"Edmond, OK",Edmond,OK,Edmond North,,http://www.okstate.com/sports/m-footbl/mtt/askajr_joe00.html,70
134,FBALL,OKState,2011-2012,80,Cooper Bassett,Bassett,Cooper,DE,6'5'',275,JR,"Tuttle, OK",Tuttle,OK,Tuttle,,http://www.okstate.com/sports/m-footbl/mtt/bassett_cooper00.html,77
135,FBALL,OKState,2011-2012,25,Yves Batoba,Batoba,Yves,CB,5'9'',181,SO,"Keller, TX",Keller,TX,Keller,,http://www.okstate.com/sports/m-footbl/mtt/batoba_yves00.html,69
136,FBALL,OKState,2011-2012,92,Jimmy Bean,Bean,Jimmy,DE,6'4'',220,FR,"Denton, TX",Denton,TX,Guyer,,http://www.okstate.com/sports/m-footbl/mtt/bean_jimmy00.html,76
137,FBALL,OKState,2011-2012,81,Justin Blackmon,Blackmon,Justin,WR,6'1'',215,JR,"Ardmore, OK",Ardmore,OK,Plainview,,http://www.okstate.com/sports/m-footbl/mtt/blackmon_justin00.html,73
138,FBALL,OKState,2011-2012,50,Jamie Blatnick,Blatnick,Jamie,DE,6'3'',265,SR,"Celina, TX",Celina,TX,Celina,,http://www.okstate.com/sports/m-footbl/mtt/blatnick_jamie00.html,75
139,FBALL,OKState,2011-2012,61,Michael Bowie,Bowie,Michael,OL,6'4'',310,JR,"Tulsa, OK",Tulsa,OK,Page,Navarro JC,http://www.okstate.com/sports/m-footbl/mtt/bowie_michael01.html,76
140,FBALL,OKState,2011-2012,46,Derek Branson,Branson,Derek,FB,6'1'',240,FR,"McKinney, TX",McKinney,TX,Boyd,,http://www.okstate.com/sports/m-footbl/mtt/branson_derek00.html,73
141,FBALL,OKState,2011-2012,19,Brodrick Brown,Brown,Brodrick,CB,5'8'',185,JR,"Houston, TX",Houston,TX,Westfield,,http://www.okstate.com/sports/m-footbl/mtt/brown_brodrick00.html,68
142,FBALL,OKState,2011-2012,80,Torrance Carr,Carr,Torrance,WR,6'2'',185,FR,"Dallas, TX",Dallas,TX,Richardson,,http://www.okstate.com/sports/m-footbl/mtt/carr_torrance00.html,74
143,FBALL,OKState,2011-2012,91,James Castleman,Castleman,James,DT,6'3'',295,FR,"Amarillo, TX",Amarillo,TX,Amarillo,,http://www.okstate.com/sports/m-footbl/mtt/castleman_james00.html,75
144,FBALL,OKState,2011-2012,32,Kris Catlin,Catlin,Kris,LB,6'1'',218,FR,"San Antonio, TX",San Antonio,TX,Madison,,http://www.okstate.com/sports/m-footbl/mtt/catlin_kris01.html,73
145,FBALL,OKState,2011-2012,10,Clint Chelf,Chelf,Clint,QB,6'1'',192,SO,"Enid, OK",Enid,OK,Enid,,http://www.okstate.com/sports/m-footbl/mtt/chelf_clint00.html,73
146,FBALL,OKState,2011-2012,83,Colton Chelf,Chelf,Colton,WR,5'9'',178,SR,"Enid, OK",Enid,OK,Enid,NEO A&M JC,http://www.okstate.com/sports/m-footbl/mtt/chelf_colton00.html,69
147,FBALL,OKState,2011-2012,8,Jase Chilcoat,Chilcoat,Jase,QB,5'11'',198,RS SO,"Midwest City, OK",Midwest City,OK,Midwest City,,http://www.okstate.com/sports/m-footbl/mtt/chilcoat_jase00.html,71
148,FBALL,OKState,2011-2012,98,Davidell Collins,Collins,Davidell,DT,6'5'',266,SO,"Bearden, AR",Bearden,AR,Bearden,,http://www.okstate.com/sports/m-footbl/mtt/collins_davidell00.html,77
149,FBALL,OKState,2011-2012,47,John Conaway,Conaway,John,TE,6'2'',235,SO,"Ringwood, OK",Ringwood,OK,Ringwood,NEO A&M JC,http://www.okstate.com/sports/m-footbl/mtt/conaway_john00.html,74
150,FBALL,OKState,2011-2012,60,Daniel Cooley,Cooley,Daniel,DT,6'2'',271,RS FR,"Corinth, TX",Corinth,TX,Lake Dallas,,http://www.okstate.com/sports/m-footbl/mtt/cooley_daniel00.html,74
151,FBALL,OKState,2011-2012,25,Josh Cooper,Cooper,Josh,IR,5'11'',195,SR,"Mustang, OK",Mustang,OK,Mustang,,http://www.okstate.com/sports/m-footbl/mtt/cooper_josh00.html,71
152,FBALL,OKState,2011-2012,2,Lavocheya Cooper,Cooper,Lavocheya,S,6'1'',187,SO,"Arp, TX",Arp,TX,Arp,,http://www.okstate.com/sports/m-footbl/mtt/cooper_lavocheya00.html,73
153,FBALL,OKState,2011-2012,23,Zack Craig,Craig,Zack,S,6'2'',195,SO,"Spring Branch, TX",Spring Branch,TX,Smithson Valley,,http://www.okstate.com/sports/m-footbl/mtt/craig_zack00.html,74
154,FBALL,OKState,2011-2012,66,Travis Cross,Cross,Travis,OL,6'4'',280,FR,"Plano, TX",Plano,TX,West,,http://www.okstate.com/sports/m-footbl/mtt/cross_travis00.html,76
155,FBALL,OKState,2011-2012,65,Kaleb Cusak,Cusak,Kaleb,DE,6'3'',245,FR,"Okeene, OK",Okeene,OK,Okeene,,http://www.okstate.com/sports/m-footbl/mtt/cusak_kaleb00.html,75
156,FBALL,OKState,2011-2012,57,DeJuan Davis,Davis,DeJuan,OL,6'1'',310,JR,"Fort Worth, TX",Fort Worth,TX,Crowley,,http://www.okstate.com/sports/m-footbl/mtt/davis_dejuan00.html,73
157,FBALL,OKState,2011-2012,69,Devin Davis,Davis,Devin,OL,6'2'',285,FR,"Nacogdoches, TX",Nacogdoches,TX,Nacogdoches,,http://www.okstate.com/sports/m-footbl/mtt/davis_devin00.html,74
158,FBALL,OKState,2011-2012,76,Eli Dickerson,Dickerson,Eli,OL,6'6'',308,RS FR,"The Woodlands, TX",The Woodlands,TX,College Park,,http://www.okstate.com/sports/m-footbl/mtt/dickerson_eli00.html,78
159,FBALL,OKState,2011-2012,37,Alex Elkins,Elkins,Alex,LB,6'3'',225,JR,"Keller, TX",Keller,TX,Keller,Blinn CC,http://www.okstate.com/sports/m-footbl/mtt/elkins_alex00.html,75
160,FBALL,OKState,2011-2012,49,Colby Ellis,Ellis,Colby,CB,5'9'',170,SO,"Tonkawa, OK",Tonkawa,OK,Tonkawa,NEO A&M JC,http://www.okstate.com/sports/m-footbl/mtt/ellis_colby00.html,69
161,FBALL,OKState,2011-2012,60,Evan Epstein,Epstein,Evan,OL,6'3'',285,JR,"McKinney, TX",McKinney,TX,Bishop Lynch,,http://www.okstate.com/sports/m-footbl/mtt/epstein_evan00.html,75
162,FBALL,OKState,2011-2012,19,Dillon Fedora,Fedora,Dillon,IR,5'10'',180,FR,"Hattiesburg, MS",Hattiesburg,MS,Oak Grove,,http://www.okstate.com/sports/m-footbl/mtt/fedora_dillon00.html,70
163,FBALL,OKState,2011-2012,35,Jarrod Fields,Fields,Jarrod,CB,5'8'',185,SR,"Ardmore, OK",Ardmore,OK,Ardmore,NEO A&M JC,http://www.okstate.com/sports/m-footbl/mtt/fields_jarrod00.html,68
164,FBALL,OKState,2011-2012,48,Tyler Fields,Fields,Tyler,LB,5'11'',220,JR,"Detroit, MI",Detroit,MI,Hugo,,http://www.okstate.com/sports/m-footbl/mtt/fields_tyler00.html,71
165,FBALL,OKState,2011-2012,28,DeShawn Franklin,Franklin,DeShawn,WR,5'11'',190,RS FR,"Gainesville, TX",Gainesville,TX,Gainesville,,http://www.okstate.com/sports/m-footbl/mtt/franklin_deshawn00.html,71
166,FBALL,OKState,2011-2012,74,Grant Garner,Garner,Grant,OL,6'3'',292,SR,"Mesquite, TX",Mesquite,TX,North Mesquite,,http://www.okstate.com/sports/m-footbl/mtt/garner_grant00.html,75
167,FBALL,OKState,2011-2012,7,Shamiel Gary,Gary,Shamiel,S,6'1'',205,JR,"Tulsa, OK",Tulsa,OK,Washington,Wyoming,http://www.okstate.com/sports/m-footbl/mtt/gary_shamiel00.html,73
168,FBALL,OKState,2011-2012,4,Justin Gilbert,Gilbert,Justin,CB,6'1'',205,SO,"Huntsville, TX",Huntsville,TX,Huntsville,,http://www.okstate.com/sports/m-footbl/mtt/gilbert_justin00.html,73
169,FBALL,OKState,2011-2012,6,David Glidden,Glidden,David,IR,5'9'',160,FR,"Mustang, OK",Mustang,OK,Mustang,,http://www.okstate.com/sports/m-footbl/mtt/glidden_david00.html,69
170,FBALL,OKState,2011-2012,71,Parker Graham,Graham,Parker,OL,6'7'',291,SO,"Webb City, MO",Webb City,MO,Webb City,,http://www.okstate.com/sports/m-footbl/mtt/graham_parker00.html,79
171,FBALL,OKState,2011-2012,29,Cameron Gravelle,Gravelle,Cameron,WR,6'1'',178,FR,"Austin, TX",Austin,TX,Anderson,,http://www.okstate.com/sports/m-footbl/mtt/gravelle_cameron00.html,73
172,FBALL,OKState,2011-2012,49,Matt Green,Green,Matt,K,6'1'',230,FR,"Lexington, KY",Lexington,KY,Lafayette,,http://www.okstate.com/sports/m-footbl/mtt/green_matt00.html,73
173,FBALL,OKState,2011-2012,36,Jonovan Griffin,Griffin,Jonovan,CB,5'11'',175,FR,"McKinney, TX",McKinney,TX,Boyd,,http://www.okstate.com/sports/m-footbl/mtt/griffin_jonovan00.html,71
174,FBALL,OKState,2011-2012,39,Kyle Hale,Hale,Kyle,S,5'11'',195,SO,"Broken Arrow, OK",Broken Arrow,OK,Broken Arrow,,http://www.okstate.com/sports/m-footbl/mtt/hale_kyle00.html,71
175,FBALL,OKState,2011-2012,11,Wes Harlan,Harlan,Wes,K,5'7'',175,JR,"Houston, TX",Houston,TX,Langham Creek,,http://www.okstate.com/sports/m-footbl/mtt/harlan_wes00.html,67
176,FBALL,OKState,2011-2012,7,Michael Harrison,Harrison,Michael,WR,6'1'',211,SO,"Atlanta, TX",Atlanta,TX,Hillcrest,,http://www.okstate.com/sports/m-footbl/mtt/harrison_michael00.html,73
177,FBALL,OKState,2011-2012,93,Maurice Hayes,Hayes,Maurice,DT,6'2'',300,JR,"Rome, GA",Rome,GA,Pepperell,Bakersfield CC,http://www.okstate.com/sports/m-footbl/mtt/hayes_maurice00.html,74
178,FBALL,OKState,2011-2012,18,Devin Hedgepeth,Hedgepeth,Devin,CB,5'11'',190,SO,"Derby, KS",Derby,KS,Derby,,http://www.okstate.com/sports/m-footbl/mtt/hedgepeth_devin00.html,71
179,FBALL,OKState,2011-2012,78,Taylor Hodge,Hodge,Taylor,OL,6'6'',295,JR,"Park Hill, OK",Park Hill,OK,Keys,NEO A&M JC,http://www.okstate.com/sports/m-footbl/mtt/hodge_taylor00.html,78
180,FBALL,OKState,2011-2012,14,Justin Horton,Horton,Justin,TE,6'3'',245,JR,"Henderson, TX",Henderson,TX,Henderson,,http://www.okstate.com/sports/m-footbl/mtt/horton_justin00.html,75
181,FBALL,OKState,2011-2012,14,Ryan Howard,Howard,Ryan,QB,6'4'',212,SR,"Perryton, TX",Perryton,TX,Perryton,,http://www.okstate.com/sports/m-footbl/mtt/howard_ryan00.html,76
182,FBALL,OKState,2011-2012,62,Orlando Hudson,Hudson,Orlando,OL,6'7'',300,JR,"Purcell, OK",Purcell,OK,Purcell,Central Oklahoma,http://www.okstate.com/sports/m-footbl/mtt/hudson_orlando00.html,79
183,FBALL,OKState,2011-2012,28,Deion Imade,Imade,Deion,S,5'11'',191,SO,"Rowlett, TX",Rowlett,TX,Rowlett,,http://www.okstate.com/sports/m-footbl/mtt/imade_deion00.html,71
184,FBALL,OKState,2011-2012,12,Elliott Jeffcoat,Jeffcoat,Elliott,S,5'11'',175,FR,"Batesburg-Leesville, SC",Batesburg-Leesville,SC,High,,http://www.okstate.com/sports/m-footbl/mtt/jeffcoat_elliott00.html,71
185,FBALL,OKState,2011-2012,54,Jake Jenkins,Jenkins,Jake,OL,6'3'',295,RS FR,"Gilmer, TX",Gilmer,TX,Gilmer,,http://www.okstate.com/sports/m-footbl/mtt/jenkins_jake00.html,75
186,FBALL,OKState,2011-2012,88,Kevin Johnson,Johnson,Kevin,WR,6'1'',186,RS FR,"Houston, TX",Houston,TX,Cypress Ridge,,http://www.okstate.com/sports/m-footbl/mtt/johnson_kevin00.html,73
187,FBALL,OKState,2011-2012,27,Lyndell Johnson,Johnson,Lyndell,LB,6'4'',200,FR,"Plano, TX",Plano,TX,East,,http://www.okstate.com/sports/m-footbl/mtt/johnson_lyndell00.html,76
188,FBALL,OKState,2011-2012,36,Teddy Johnson,Johnson,Teddy,LB,5'11'',214,RS FR,"Coppell, TX",Coppell,TX,Coppell,,http://www.okstate.com/sports/m-footbl/mtt/johnson_teddy00.html,71
189,FBALL,OKState,2011-2012,40,Tyler Johnson,Johnson,Tyler,LB,6'1'',240,SO,"Haskell, OK",Haskell,OK,Haskell,,http://www.okstate.com/sports/m-footbl/mtt/johnson_tyler00.html,73
190,FBALL,OKState,2011-2012,24,Miketavius Jones,Jones,Miketavius,CB,5'10'',165,FR,"Houston, TX",Houston,TX,North Shore,,http://www.okstate.com/sports/m-footbl/mtt/jones_miketavius00.html,70
191,FBALL,OKState,2011-2012,99,Richetti Jones,Jones,Richetti,DE,6'3'',260,SR,"Dallas, TX",Dallas,TX,Lincoln,,http://www.okstate.com/sports/m-footbl/mtt/jones_richetti00.html,75
192,FBALL,OKState,2011-2012,58,Jarid King,King,Jarid,DT,6'1'',280,JR,"Dallas, TX",Dallas,TX,Plano West,,http://www.okstate.com/sports/m-footbl/mtt/king_jarid00.html,73
193,FBALL,OKState,2011-2012,85,Daniel Koenig,Koenig,Daniel,OL,6'6'',290,RS FR,"Cape Coral, FL",Cape Coral,FL,Cape Coral,,http://www.okstate.com/sports/m-footbl/mtt/koenig_daniel00.html,78
194,FBALL,OKState,2011-2012,64,Casey LaBrue,LaBrue,Casey,OL,6'3'',280,SR,"Enid, OK",Enid,OK,Enid,Missouri State,http://www.okstate.com/sports/m-footbl/mtt/labrue_casey00.html,75
195,FBALL,OKState,2011-2012,45,Caleb Lavey,Lavey,Caleb,LB,6'3'',231,SO,"Celina, TX",Celina,TX,Celina,,http://www.okstate.com/sports/m-footbl/mtt/lavey_caleb00.html,75
196,FBALL,OKState,2011-2012,46,Sawyer Levit,Levit,Sawyer,LB,6'2'',230,FR,"Celina, TX",Celina,TX,Celina,,http://www.okstate.com/sports/m-footbl/mtt/levit_sawyer00.html,74
197,FBALL,OKState,2011-2012,11,Shaun Lewis,Lewis,Shaun,LB,5'11'',220,SO,"Missouri City, TX",Missouri City,TX,Hightower,,http://www.okstate.com/sports/m-footbl/mtt/lewis_shaun00.html,71
198,FBALL,OKState,2011-2012,72,Christian Littlehead,Littlehead,Christian,DT,6'3'',305,RS FR,"Broken Arrow, OK",Broken Arrow,OK,Sequoyah,,http://www.okstate.com/sports/m-footbl/mtt/littlehead_christian00.html,75
199,FBALL,OKState,2011-2012,8,Daytawion Lowe,Lowe,Daytawion,S,6'1'',195,SO,"Midwest City, OK",Midwest City,OK,Carl Albert,,http://www.okstate.com/sports/m-footbl/mtt/lowe_daytawion00.html,73
200,FBALL,OKState,2011-2012,10,Markelle Martin,Martin,Markelle,S,6'1'',198,SR,"Wichita Falls, TX",Wichita Falls,TX,Rider,,http://www.okstate.com/sports/m-footbl/mtt/martin_markelle00.html,73
201,FBALL,OKState,2011-2012,75,Nick Martinez,Martinez,Nick,OL,6'4'',310,SR,"Floresville, TX",Floresville,TX,Floresville,,http://www.okstate.com/sports/m-footbl/mtt/martinez_nick00.html,76
202,FBALL,OKState,2011-2012,3,Isaac Maselera,Maselera,Isaac,S,6'1'',180,FR,"Glenpool, OK",Glenpool,OK,Glenpool,,http://www.okstate.com/sports/m-footbl/mtt/maselera_isaac00.html,73
203,FBALL,OKState,2011-2012,16,Andrae May,May,Andrae,CB,5'11'',180,JR,"Houston, TX",Houston,TX,North Shore,,http://www.okstate.com/sports/m-footbl/mtt/may_andrae00.html,71
204,FBALL,OKState,2011-2012,88,Taylor May,May,Taylor,DE,6'4'',245,FR,"Plano, TX",Plano,TX,Plano,,http://www.okstate.com/sports/m-footbl/mtt/may_taylor00.html,76
205,FBALL,OKState,2011-2012,15,Isaac McCoy,McCoy,Isaac,WR,6'1'',170,FR,"Alma, AR",Alma,AR,Alma,,http://www.okstate.com/sports/m-footbl/mtt/mccoy_isaac00.html,73
206,FBALL,OKState,2011-2012,29,Joe Mitchell,Mitchell,Joe,LB,6'3'',215,SO,"Katy, TX",Katy,TX,Morton Ranch,,http://www.okstate.com/sports/m-footbl/mtt/mitchell_joe01.html,75
207,FBALL,OKState,2011-2012,17,Charlie Moore,Moore,Charlie,IR,6'2'',198,SO,"Bullard, TX",Bullard,TX,Bullard,,http://www.okstate.com/sports/m-footbl/mtt/moore_charlie00.html,74
208,FBALL,OKState,2011-2012,87,Tracy Moore,Moore,Tracy,IR,6'1'',233,JR,"Tulsa, OK",Tulsa,OK,Union,,http://www.okstate.com/sports/m-footbl/mtt/moore_tracy00.html,73
209,FBALL,OKState,2011-2012,26,Nehemiah Mundy,Mundy,Nehemiah,WR,6'1'',178,SR,"Los Angeles, CA",Los Angeles,CA,Culver City,UNLV,http://www.okstate.com/sports/m-footbl/mtt/mundy_nehemiah00.html,73
210,FBALL,OKState,2011-2012,95,Mike Mustafa,Mustafa,Mike,DT,6'4'',270,FR,"Katy, TX",Katy,TX,Cinco Ranch,,http://www.okstate.com/sports/m-footbl/mtt/mustafa_mike00.html,76
211,FBALL,OKState,2011-2012,89,Nigel Nicholas,Nicholas,Nigel,DT,6'3'',285,JR,"Rossville, GA",Rossville,GA,Ridgeland,,http://www.okstate.com/sports/m-footbl/mtt/nicholas_nigel00.html,75
212,FBALL,OKState,2011-2012,90,Joe Okafor,Okafor,Joe,DT,6'6'',284,RS FR,"Bellaire, TX",Bellaire,TX,Bellaire,,http://www.okstate.com/sports/m-footbl/mtt/okafor_joe00.html,78
213,FBALL,OKState,2011-2012,41,Nico Ornelas,Ornelas,Nico,LB,6'1'',198,FR,"North Richmond Hills, TX",North Richmond Hills,TX,Richland,,http://www.okstate.com/sports/m-footbl/mtt/ornelas_nico00.html,73
214,FBALL,OKState,2011-2012,30,David Paulsen,Paulsen,David,FB,6'3'',250,JR,"Marietta, GA",Marietta,GA,George Walton,,http://www.okstate.com/sports/m-footbl/mtt/paulsen_david00.html,75
215,FBALL,OKState,2011-2012,95,Cody Phillips,Phillips,Cody,K,5'10'',204,FR,"Allen, TX",Allen,TX,Allen,,http://www.okstate.com/sports/m-footbl/mtt/phillips_cody00.html,70
216,FBALL,OKState,2011-2012,1,Joseph Randle,Randle,Joseph,RB,6'1'',191,SO,"Wichita, KS",Wichita,KS,Southeast,,http://www.okstate.com/sports/m-footbl/mtt/randle_joseph00.html,73
217,FBALL,OKState,2011-2012,59,Michael Reichenstein,Reichenstein,Michael,P,6'4'',207,SO,"Dallas, TX",Dallas,TX,Jesuit College Prep,,http://www.okstate.com/sports/m-footbl/mtt/reichenstein_michael00.html,76
218,FBALL,OKState,2011-2012,96,Ryan Robinson,Robinson,Ryan,DE,6'4'',242,JR,"Buford, GA",Buford,GA,Mill Creek,Jones Co. CC,http://www.okstate.com/sports/m-footbl/mtt/robinson_ryan00.html,76
219,FBALL,OKState,2011-2012,89,Nick Rockwell,Rockwell,Nick,IR,5'7'',175,SO,"Fort Worth, TX",Fort Worth,TX,Dunbar,,http://www.okstate.com/sports/m-footbl/mtt/rockwell_nick00.html,67
220,FBALL,OKState,2011-2012,94,Anthony Rogers,Rogers,Anthony,DT,6'3'',285,SO,"North Little Rock, AR",North Little Rock,AR,North Little Rock,,http://www.okstate.com/sports/m-footbl/mtt/rogers_anthony00.html,75
221,FBALL,OKState,2011-2012,26,Desmond Roland,Roland,Desmond,RB,6'1'',185,FR,"Dallas, TX",Dallas,TX,Lake Highland,,http://www.okstate.com/sports/m-footbl/mtt/roland_desmond00.html,73
222,FBALL,OKState,2011-2012,70,Jonathan Rush,Rush,Jonathan,OL,6'4'',305,SR,"Killeen, TX",Killeen,TX,Killeen,,http://www.okstate.com/sports/m-footbl/mtt/rush_jonathan00.html,76
223,FBALL,OKState,2011-2012,33,Christian Schroeder,Schroeder,Christian,IR,5'11'',178,RS FR,"Grapevine, TX",Grapevine,TX,Grapevine,,http://www.okstate.com/sports/m-footbl/mtt/schroeder_christian00.html,71
224,FBALL,OKState,2011-2012,44,Jeremy Seaton,Seaton,Jeremy,TE,6'3'',200,FR,"Cashion, OK",Cashion,OK,Cashion,,http://www.okstate.com/sports/m-footbl/mtt/seaton_jeremy00.html,75
225,FBALL,OKState,2011-2012,13,Quinn Sharp,Sharp,Quinn,P/K,6'1'',189,JR,"Mansfield, TX",Mansfield,TX,Summit,,http://www.okstate.com/sports/m-footbl/mtt/sharp_quinn00.html,73
226,FBALL,OKState,2011-2012,42,DeMarcus Sherod,Sherod,DeMarcus,LB,6'1'',220,FR,"Decatur, GA",Decatur,GA,Columbia,,http://www.okstate.com/sports/m-footbl/mtt/sherod_demarcus00.html,73
227,FBALL,OKState,2011-2012,52,Ryan Simmons,Simmons,Ryan,LB,6'1'',230,FR,"Cibolo, TX",Cibolo,TX,Steele,,http://www.okstate.com/sports/m-footbl/mtt/simmons_ryan00.html,73
228,FBALL,OKState,2011-2012,23,Herschel Sims,Sims,Herschel,RB,5'9'',208,FR,"Abilene, TX",Abilene,TX,Abilene,,http://www.okstate.com/sports/m-footbl/mtt/sims_herschel00.html,69
229,FBALL,OKState,2011-2012,56,Connor Sinko,Sinko,Connor,LS,6'3'',240,SO,"Tulsa, OK",Tulsa,OK,Cascia Hall,,http://www.okstate.com/sports/m-footbl/mtt/sinko_connor00.html,75
230,FBALL,OKState,2011-2012,79,Andrew Smith,Smith,Andrew,DE,6'1'',254,SO,"Tulsa, OK",Tulsa,OK,Union,,http://www.okstate.com/sports/m-footbl/mtt/smith_andrew01.html,73
231,FBALL,OKState,2011-2012,31,Jeremy Smith,Smith,Jeremy,RB,5'10'',205,SO,"Tulsa, OK",Tulsa,OK,Union,,http://www.okstate.com/sports/m-footbl/mtt/smith_jeremy00.html,70
232,FBALL,OKState,2011-2012,16,Drake Smithton,Smithton,Drake,IR,5'10'',175,FR,"Woodward, OK",Woodward,OK,Woodward,,http://www.okstate.com/sports/m-footbl/mtt/smithton_drake00.html,70
233,FBALL,OKState,2011-2012,85,Justin Southwell,Southwell,Justin,IR,5'7'',162,JR,"Moore, OK",Moore,OK,Westmoore,,http://www.okstate.com/sports/m-footbl/mtt/southwell_justin01.html,67
234,FBALL,OKState,2011-2012,31,Brandon Speth,Speth,Brandon,CB,5'8'',196,RS FR,"League City, TX",League City,TX,Clear Creek,,http://www.okstate.com/sports/m-footbl/mtt/speth_brandon00.html,68
235,FBALL,OKState,2011-2012,9,Kye Staley,Staley,Kye,FB,5'10'',213,JR,"Guthrie, OK",Guthrie,OK,Guthrie,,http://www.okstate.com/sports/m-footbl/mtt/staley_kye00.html,70
236,FBALL,OKState,2011-2012,20,Larry Stephens,Stephens,Larry,CB,5'10'',185,SO,"Houston, TX",Houston,TX,North Shore,,http://www.okstate.com/sports/m-footbl/mtt/stephens_larry00.html,70
237,FBALL,OKState,2011-2012,5,Josh Stewart,Stewart,Josh,IR,5'10'',170,FR,"Denton, TX",Denton,TX,Guyer,,http://www.okstate.com/sports/m-footbl/mtt/stewart_josh00.html,70
238,FBALL,OKState,2011-2012,90,Bobby Stonebraker,Stonebraker,Bobby,K,6'1'',175,RS FR,"Tuttle, OK",Tuttle,OK,Tuttle,,http://www.okstate.com/sports/m-footbl/mtt/stonebraker_bobby00.html,73
239,FBALL,OKState,2011-2012,53,Andrew Suter,Suter,Andrew,LS,6'2'',255,SO,"Sugar Land, TX",Sugar Land,TX,Clements,,http://www.okstate.com/sports/m-footbl/mtt/suter_andrew00.html,74
240,FBALL,OKState,2011-2012,68,Lane Taylor,Taylor,Lane,OL,6'3'',310,JR,"Arlington, TX",Arlington,TX,Martin,,http://www.okstate.com/sports/m-footbl/mtt/taylor_lane00.html,75
241,FBALL,OKState,2011-2012,22,James Thomas,Thomas,James,LB,5'11'',215,SR,"LaMarque, TX",LaMarque,TX,LaMarque,,http://www.okstate.com/sports/m-footbl/mtt/thomas_james00.html,71
242,FBALL,OKState,2011-2012,12,Johnny Thomas,Thomas,Johnny,S,5'11'',205,SR,"Texas City, TX",Texas City,TX,Texas City,,http://www.okstate.com/sports/m-footbl/mtt/thomas_johnny00.html,71
243,FBALL,OKState,2011-2012,67,Caleb Thyer,Thyer,Caleb,DT,6'2'',295,JR,"Miami, OK",Miami,OK,Miami,NEO A&M JC,http://www.okstate.com/sports/m-footbl/mtt/thyer_caleb00.html,74
244,FBALL,OKState,2011-2012,50,Jesse Venzor,Venzor,Jesse,LS,6'1'',240,FR,"Midwest City, OK",Midwest City,OK,Midwest City,,http://www.okstate.com/sports/m-footbl/mtt/venzor_jesse00.html,73
245,FBALL,OKState,2011-2012,4,J.W. Walsh,Walsh,J.W.,QB,6'1'',195,FR,"Denton, TX",Denton,TX,Guyer,,http://www.okstate.com/sports/m-footbl/mtt/walsh_jw00.html,73
