,Sport,School_ID,Year,Number,Player,Last_Name,First_Name,Position,Height,Weight,Class,Hometown,City,State,High_School,Prior_College,URL,Height_Inches
370,FBALL,OKState,2010-2011,86,Wilson Youman,Youman,Wilson,DE,6'5'',250,JR,"St. Martinville, La",St. Martinville,La,Martinville,,http://www.okstate.com/sports/m-footbl/mtt/youman_wilson00.html,77
371,FBALL,OKState,2010-2011,27,Kirk Zachary,Zachary,Kirk,LB,5'10'',210,FR,"Hutto, TX",Hutto,TX,Hutto,McNeese State,http://www.okstate.com/sports/m-footbl/mtt/zachary_kirk00.html,70
372,FBALL,OKState,2009-2010,73,Levy Adcock,Adcock,Levy,OL,6'6'',330,SO,"Claremore, OK",Claremore,OK,Sequoyah,NE Oklahoma JC,http://www.okstate.com/sports/m-footbl/mtt/adcock_levy00.html,78
373,FBALL,OKState,2009-2010,49,Kenny Alexander,Alexander,Kenny,LB,6'1'',227,SO,"McKinney, TX",McKinney,TX,North High School,,http://www.okstate.com/sports/m-footbl/mtt/alexander_kenny00.html,73
374,FBALL,OKState,2009-2010,82,Isaiah Anderson,Anderson,Isaiah,WR,5'10'',170,RS FR,"Wichita Falls, TX",Wichita Falls,TX,Wichita Falls,,http://www.okstate.com/sports/m-footbl/mtt/anderson_isaiah00.html,70
375,FBALL,OKState,2009-2010,23,Terrance Anderson,Anderson,Terrance,CB,5'11'',180,SR,"Aldine, TX",Aldine,TX,Aldine,,http://www.okstate.com/sports/m-footbl/mtt/anderson_terrance00.html,71
376,FBALL,OKState,2009-2010,31,Lucien Antoine,Antoine,Lucien,S,6'1'',215,SR,"Coral Springs, FL",Coral Springs,FL,,Fort Scott CC,http://www.okstate.com/sports/m-footbl/mtt/antoine_lucien00.html,73
377,FBALL,OKState,2009-2010,84,Hubert Anyiam,Anyiam,Hubert,WR,6'1'',198,SO,"Garland, TX",Garland,TX,North,,http://www.okstate.com/sports/m-footbl/mtt/anyiam_hubert00.html,73
378,FBALL,OKState,2009-2010,67,Randall Arbuckle,Arbuckle,Randall,DS,6'1'',227,RS FR,"Canadian, TX",Canadian,TX,Canadian,,http://www.okstate.com/sports/m-footbl/mtt/arbuckle_randall00.html,73
379,FBALL,OKState,2009-2010,95,Dan Bailey,Bailey,Dan,P/K,6'1'',200,JR,"Mustang, OK",Mustang,OK,Southwest Covenant,,http://www.okstate.com/sports/m-footbl/mtt/bailey_dan00.html,73
380,FBALL,OKState,2009-2010,55,Jordan Barnes,Barnes,Jordan,LB,6'1'',243,FR,"Fort Wayne, IN",Fort Wayne,IN,Homestead,,http://www.okstate.com/sports/m-footbl/mtt/barnes_jordan00.html,73
381,FBALL,OKState,2009-2010,89,Cooper Bassett,Bassett,Cooper,TE,6'5'',259,RS FR,"Tuttle, OK",Tuttle,OK,Tuttle,,http://www.okstate.com/sports/m-footbl/mtt/bassett_cooper00.html,77
382,FBALL,OKState,2009-2010,81,Justin Blackmon,Blackmon,Justin,WR,6'1'',207,RS FR,"Ardmore, OK",Ardmore,OK,Plainview,,http://www.okstate.com/sports/m-footbl/mtt/blackmon_justin00.html,73
383,FBALL,OKState,2009-2010,50,Jamie Blatnick,Blatnick,Jamie,DE,6'3'',270,SO,"Celina, TX",Celina,TX,Celina,,http://www.okstate.com/sports/m-footbl/mtt/blatnick_jamie00.html,75
384,FBALL,OKState,2009-2010,60,Brady Bond,Bond,Brady,OL,6'6'',301,SR,"Garber, OK",Garber,OK,Garber,,http://www.okstate.com/sports/m-footbl/mtt/bond_brady00.html,78
385,FBALL,OKState,2009-2010,44,Donald Booker,Booker,Donald,LB,5'11'',236,SR,"Houston, TX",Houston,TX,Klein Forest,Navarro JC,http://www.okstate.com/sports/m-footbl/mtt/booker_donald00.html,71
386,FBALL,OKState,2009-2010,61,Michael Bowie,Bowie,Michael,OL,6'4'',325,FR,"Sand Springs, OK",Sand Springs,OK,Charles Page,,http://www.okstate.com/sports/m-footbl/mtt/bowie_michael00.html,76
387,FBALL,OKState,2009-2010,19,Brodrick Brown,Brown,Brodrick,CB,5'8'',180,RS FR,"Houston, TX",Houston,TX,Westfield,,http://www.okstate.com/sports/m-footbl/mtt/brown_brodrick00.html,68
388,FBALL,OKState,2009-2010,1,Dez Bryant,Bryant,Dez,WR,6'2'',220,JR,"Lufkin, TX",Lufkin,TX,Lufkin,,http://www.okstate.com/sports/m-footbl/mtt/bryant_dez00.html,74
389,FBALL,OKState,2009-2010,98,Derek Burton,Burton,Derek,DT,6'3'',281,SR,"Muskogee, OK",Muskogee,OK,Muskogee,,http://www.okstate.com/sports/m-footbl/mtt/burton_derek00.html,75
390,FBALL,OKState,2009-2010,38,Grayson Buster,Buster,Grayson,P/K,5'11'',186,SO,"Crawford, TX",Crawford,TX,Crawford,,http://www.okstate.com/sports/m-footbl/mtt/buster_grayson00.html,71
391,FBALL,OKState,2009-2010,26,Nick Cash,Cash,Nick,WR,5'11'',185,FR,"Jet, OK",Jet,OK,,Southwestern OK State,http://www.okstate.com/sports/m-footbl/mtt/cash_nick00.html,71
392,FBALL,OKState,2009-2010,3,Alex Cate,Cate,Alex,QB,6'1'',195,JR,"Salt Lake City, UT",Salt Lake City,UT,Cottonwood,,http://www.okstate.com/sports/m-footbl/mtt/cate_alex00.html,73
393,FBALL,OKState,2009-2010,10,Clint Chelf,Chelf,Clint,QB,6'1'',200,FR,"Enid, OK",Enid,OK,Enid,,http://www.okstate.com/sports/m-footbl/mtt/chelf_clint00.html,73
394,FBALL,OKState,2009-2010,31,Colton Chelf,Chelf,Colton,WR,5'9'',164,JR,"Enid, OK",Enid,OK,Enid,,http://www.okstate.com/sports/m-footbl/mtt/chelf_colton00.html,69
395,FBALL,OKState,2009-2010,62,Mark Chesnut,Chesnut,Mark,OL,6'1'',296,SR,"Miami, OK",Miami,OK,NEO A&M JC,,http://www.okstate.com/sports/m-footbl/mtt/chesnut_mark00.html,73
396,FBALL,OKState,2009-2010,91,Ugo Chinasa,Chinasa,Ugo,DE,6'5'',252,JR,"Richardson, TX",Richardson,TX,Berkner,,http://www.okstate.com/sports/m-footbl/mtt/chinasa_ugo00.html,77
397,FBALL,OKState,2009-2010,35,Johnnie Cockrell,Cockrell,Johnnie,FB,5'11'',219,SR,"Nichols Hills, OK",Nichols Hills,OK,,Trinity U.,http://www.okstate.com/sports/m-footbl/mtt/cockrell_johnnie00.html,71
398,FBALL,OKState,2009-2010,80,DeMarcus Conner,Conner,DeMarcus,WR,6'1'',213,SR,"Spring, TX",Spring,TX,Westfield,,http://www.okstate.com/sports/m-footbl/mtt/conner_demarcus00.html,73
399,FBALL,OKState,2009-2010,25,Josh Cooper,Cooper,Josh,WR,5'11'',192,SO,"Mustang, OK",Mustang,OK,Mustang,,http://www.okstate.com/sports/m-footbl/mtt/cooper_josh00.html,71
400,FBALL,OKState,2009-2010,16,Perrish Cox,Cox,Perrish,DB,6'1'',198,SR,"Waco, TX",Waco,TX,University,,http://www.okstate.com/sports/m-footbl/mtt/cox_perrish00.html,73
401,FBALL,OKState,2009-2010,39,Zach Crump,Crump,Zach,LB,5'10'',205,RS FR,"Jenks, OK",Jenks,OK,Jenks,,http://www.okstate.com/sports/m-footbl/mtt/crump_zach00.html,70
402,FBALL,OKState,2009-2010,66,DeJuan Davis,Davis,DeJuan,OL,6'2'',301,RS FR,"Fort Worth, TX",Fort Worth,TX,Crowley,,http://www.okstate.com/sports/m-footbl/mtt/davis_dejuan00.html,74
403,FBALL,OKState,2009-2010,95,Chris Donaldson,Donaldson,Chris,DT,6'1'',299,JR,"Anderson, SC",Anderson,SC,,Coffeyville CC,http://www.okstate.com/sports/m-footbl/mtt/donaldson_chris00.html,73
404,FBALL,OKState,2009-2010,58,Evan Epstein,Epstein,Evan,OL,6'2'',283,SO,"McKinney, TX",McKinney,TX,Bishop Lynch,,http://www.okstate.com/sports/m-footbl/mtt/epstein_evan00.html,74
405,FBALL,OKState,2009-2010,17,Jarrod Fields,Fields,Jarrod,CB,5'10'',190,JR,"Ardmore, OK",Ardmore,OK,,NEO A&M JC,http://www.okstate.com/sports/m-footbl/mtt/fields_jarod00.html,70
406,FBALL,OKState,2009-2010,48,Tyler Fields,Fields,Tyler,LB,5'11'',212,FR,"Hugo, OK",Hugo,OK,Hugo,,http://www.okstate.com/sports/m-footbl/mtt/fields_tyler00.html,71
407,FBALL,OKState,2009-2010,24,Deron Fontenot,Fontenot,Deron,LB,5'9'',224,SO,"Grand Prairie, TX",Grand Prairie,TX,Grand Prairie South,,http://www.okstate.com/sports/m-footbl/mtt/fontenot_deron00.html,69
408,FBALL,OKState,2009-2010,83,Dameron Fooks,Fooks,Dameron,WR,6'3'',208,SO,"Anaheim, CA",Anaheim,CA,,Fullerton CC,http://www.okstate.com/sports/m-footbl/mtt/fooks_dameron00.html,75
409,FBALL,OKState,2009-2010,77,Noah Franklin,Franklin,Noah,OL,6'5'',314,SR,"Vinita, OK",Vinita,OK,Vinita,,http://www.okstate.com/sports/m-footbl/mtt/franklin_noah00.html,77
410,FBALL,OKState,2009-2010,33,LeRon Furr,Furr,LeRon,LB,6'2'',231,FR,"Columbus, GA",Columbus,GA,Carver,,http://www.okstate.com/sports/m-footbl/mtt/furr_leron00.html,74
411,FBALL,OKState,2009-2010,74,Grant Garner,Garner,Grant,OL,6'3'',290,SO,"Mesquite, TX",Mesquite,TX,North Mesquite,,http://www.okstate.com/sports/m-footbl/mtt/garner_grant00.html,75
412,FBALL,OKState,2009-2010,42,Justin Gent,Gent,Justin,LB,6'1'',236,JR,"Irving, TX",Irving,TX,MacArthur,,http://www.okstate.com/sports/m-footbl/mtt/gent_justin00.html,73
413,FBALL,OKState,2009-2010,23,Nathan Gilsleider,Gilsleider,Nathan,WR,6'2'',213,SR,"Claremore, OK",Claremore,OK,,E. Okla JC,http://www.okstate.com/sports/m-footbl/mtt/gilsleider_nathan00.html,74
414,FBALL,OKState,2009-2010,71,Parker Graham,Graham,Parker,OL,6'7'',289,FR,"Webb City, MO",Webb City,MO,Webb City,,http://www.okstate.com/sports/m-footbl/mtt/graham_parker00.html,79
415,FBALL,OKState,2009-2010,7,Maurice Gray,Gray,Maurice,CB,5'8'',183,SR,"Kathleen, GA",Kathleen,GA,Warner Robins,Butler CC,http://www.okstate.com/sports/m-footbl/mtt/gray_maurice00.html,68
416,FBALL,OKState,2009-2010,99,Wes Harlan,Harlan,Wes,P/K,6'1'',190,RS FR,"Houston, TX",Houston,TX,Langham Creek,,http://www.okstate.com/sports/m-footbl/mtt/harlan_wes00.html,73
417,FBALL,OKState,2009-2010,7,Michael Harrison,Harrison,Michael,WR,6'1'',211,FR,"Dallas, TX",Dallas,TX,Hillcrest,,http://www.okstate.com/sports/m-footbl/mtt/harrison_michael00.html,73
418,FBALL,OKState,2009-2010,92,Darius Hart,Hart,Darius,DE,6'5'',245,JR,"Poplarville, MS",Poplarville,MS,,Pearl River CC,http://www.okstate.com/sports/m-footbl/mtt/hart_darius00.html,77
419,FBALL,OKState,2009-2010,19,Anthony Hill,Hill,Anthony,WR,5'11'',193,JR,"Kansas City, KS",Kansas City,KS,Coffeyville,,http://www.okstate.com/sports/m-footbl/mtt/hill_anthony00.html,71
420,FBALL,OKState,2009-2010,6,Bryce Hood,Hood,Bryce,WR,5'9'',185,SO,"Bartlesville, OK",Bartlesville,OK,Bartlesville,,http://www.okstate.com/sports/m-footbl/mtt/hood_bryce00.html,69
421,FBALL,OKState,2009-2010,56,Patrick Hoog,Hoog,Patrick,OL,6'4'',296,RS FR,"Castroville, TX",Castroville,TX,Medina Valley,,http://www.okstate.com/sports/m-footbl/mtt/hoog_patrick00.html,76
422,FBALL,OKState,2009-2010,14,Justin Horton,Horton,Justin,TE,6'3'',240,RS FR,"Henderson, TX",Henderson,TX,Henderson,,http://www.okstate.com/sports/m-footbl/mtt/horton_justin00.html,75
423,FBALL,OKState,2009-2010,96,Horace Hubbard,Hubbard,Horace,DT,6'3'',285,JR,"Gretna, VA",Gretna,VA,,Fort Scott CC,http://www.okstate.com/sports/m-footbl/mtt/hubbard_horace00.html,75
424,FBALL,OKState,2009-2010,93,Andrew Hudson,Hudson,Andrew,DE,6'5'',225,FR,"Amarillo, TX",Amarillo,TX,Bushland,,http://www.okstate.com/sports/m-footbl/mtt/hudson_andrew00.html,77
425,FBALL,OKState,2009-2010,24,Kendall Hunter,Hunter,Kendall,RB,5'8'',197,JR,"Tyler, TX",Tyler,TX,John Tyler,,http://www.okstate.com/sports/m-footbl/mtt/hunter_kendall00.html,68
426,FBALL,OKState,2009-2010,78,Bryson Hutchins,Hutchins,Bryson,DE,6'1'',241,SO,"Keller, TX",Keller,TX,Central,,http://www.okstate.com/sports/m-footbl/mtt/hutchins_bryson00.html,73
427,FBALL,OKState,2009-2010,46,Shane Jarka,Jarka,Shane,DT,6'3'',295,JR,"Sugar Land, TX",Sugar Land,TX,Austin,,http://www.okstate.com/sports/m-footbl/mtt/jarka_shane00.html,75
428,FBALL,OKState,2009-2010,53,Terrill Jimoh,Jimoh,Terrill,DT,5'11'',284,JR,"Tulsa, OK",Tulsa,OK,Union,NEO A&M JC,http://www.okstate.com/sports/m-footbl/mtt/jimoh_terrill00.html,71
429,FBALL,OKState,2009-2010,2,Beau Johnson,Johnson,Beau,RB,5'10'',216,SR,"Lawrenceville, GA",Lawrenceville,GA,C. Gwinnett,Butler CC,http://www.okstate.com/sports/m-footbl/mtt/johnson_beau00.html,70
430,FBALL,OKState,2009-2010,3,Victor Johnson,Johnson,Victor,S,6'1'',187,SO,"Waco, TX",Waco,TX,Waco,,http://www.okstate.com/sports/m-footbl/mtt/johnson_victor00.html,73
431,FBALL,OKState,2009-2010,99,Richetti Jones,Jones,Richetti,DE,6'3'',264,SO,"Dallas, TX",Dallas,TX,Lincoln,,http://www.okstate.com/sports/m-footbl/mtt/jones_richetti00.html,75
432,FBALL,OKState,2009-2010,58,Jarid King,King,Jarid,DT,6'1'',270,RS FR,"Dallas, TX",Dallas,TX,Plano West,,http://www.okstate.com/sports/m-footbl/mtt/king_jarid00.html,73
433,FBALL,OKState,2009-2010,64,Casey LaBrue,LaBrue,Casey,OL,6'3'',290,SO,"Enid, OK",Enid,OK,,,http://www.okstate.com/sports/m-footbl/mtt/labrue_casey00.html,75
434,FBALL,OKState,2009-2010,4,Patrick Lavine,Lavine,Patrick,LB,6'2'',226,SR,"Houston, TX",Houston,TX,Jersey Village,,http://www.okstate.com/sports/m-footbl/mtt/lavine_patrick00.html,74
435,FBALL,OKState,2009-2010,41,Orie Lemon,Lemon,Orie,LB,6'1'',246,SR,"Houston, TX",Houston,TX,Yates,,http://www.okstate.com/sports/m-footbl/mtt/lemon_orie00.html,73
436,FBALL,OKState,2009-2010,54,Andrew Lewis,Lewis,Andrew,OL,6'4'',291,SR,"Joplin, MO",Joplin,MO,Joplin,,http://www.okstate.com/sports/m-footbl/mtt/lewis_andrew00.html,76
437,FBALL,OKState,2009-2010,35,Mathies Long,Long,Mathies,S,6'1'',210,JR,"DeSoto, TX",DeSoto,TX,Bishop Dunne,,http://www.okstate.com/sports/m-footbl/mtt/long_mathies00.html,73
438,FBALL,OKState,2009-2010,8,Daytawion Lowe,Lowe,Daytawion,S,6'1'',191,FR,"Midwest City, OK",Midwest City,OK,Carl Albert,,http://www.okstate.com/sports/m-footbl/mtt/lowe_daytawion00.html,73
439,FBALL,OKState,2009-2010,57,Chuck Major,Major,Chuck,OL,6'3'',304,SO,"Tulsa, OK",Tulsa,OK,SE Tulsa,Oklahoma,http://www.okstate.com/sports/m-footbl/mtt/major_chuck00.html,75
440,FBALL,OKState,2009-2010,10,Markelle Martin,Martin,Markelle,S,6'1'',190,SO,"Wichita Falls, TX",Wichita Falls,TX,Rider,,http://www.okstate.com/sports/m-footbl/mtt/martin_markelle00.html,73
441,FBALL,OKState,2009-2010,75,Nick Martinez,Martinez,Nick,OL,6'4'',317,SO,"Floresville, TX",Floresville,TX,Floresville,,http://www.okstate.com/sports/m-footbl/mtt/martinez_nick00.html,76
442,FBALL,OKState,2009-2010,18,Andrae May,May,Andrae,CB,5'11'',171,FR,"Houston, TX",Houston,TX,North Shore,,http://www.okstate.com/sports/m-footbl/mtt/may_andrae00.html,71
443,FBALL,OKState,2009-2010,6,Andrew McGee,McGee,Andrew,CB,6'1'',191,JR,"Magee, MS",Magee,MS,,Copiah-Lincoln CC,http://www.okstate.com/sports/m-footbl/mtt/mcgee_andrew00.html,73
444,FBALL,OKState,2009-2010,90,Swanson Miller,Miller,Swanson,DT,6'4'',299,SR,"Alachua, FL",Alachua,FL,Santa Fe,Butler CC,http://www.okstate.com/sports/m-footbl/mtt/miller_swanson00.html,76
445,FBALL,OKState,2009-2010,32,Travis Miller,Miller,Travis,RB,5'9'',192,RS FR,"Marlin, TX",Marlin,TX,Marlin,,http://www.okstate.com/sports/m-footbl/mtt/miller_travis00.html,69
446,FBALL,OKState,2009-2010,72,Andrew Mitchell,Mitchell,Andrew,OL,6'5'',309,SR,"Choctaw, OK",Choctaw,OK,,Snow JC,http://www.okstate.com/sports/m-footbl/mtt/mitchell_andrew00.html,77
447,FBALL,OKState,2009-2010,59,Tolu Moala,Moala,Tolu,LB,6'1'',230,JR,"Inglewood, CA",Inglewood,CA,Hawthorne,El Camino CC,http://www.okstate.com/sports/m-footbl/mtt/moala_tolu00.html,73
448,FBALL,OKState,2009-2010,41,Jerrod Monroe,Monroe,Jerrod,FB,6'1'',240,JR,"Sedan, KS",Sedan,KS,,Coffeyville CC,http://www.okstate.com/sports/m-footbl/mtt/monroe_jerrod00.html,73
449,FBALL,OKState,2009-2010,18,Charlie Moore,Moore,Charlie,WR,6'3'',199,FR,"Bullard, TX",Bullard,TX,Bullard,,http://www.okstate.com/sports/m-footbl/mtt/moore_charlie00.html,75
450,FBALL,OKState,2009-2010,87,Tracy Moore,Moore,Tracy,WR,6'2'',237,FR,"Tulsa, OK",Tulsa,OK,Union,,http://www.okstate.com/sports/m-footbl/mtt/moore_tracy00.html,74
451,FBALL,OKState,2009-2010,65,Anthony Morgan,Morgan,Anthony,OL,6'5'',320,JR,"Lancaster, TX",Lancaster,TX,,Navarro JC,http://www.okstate.com/sports/m-footbl/mtt/morgan_anthony00.html,77
452,FBALL,OKState,2009-2010,12,Trey Munden,Munden,Trey,QB,6'1'',192,JR,"Claremore, OK",Claremore,OK,Verdigris,NE Oklahoma JC,http://www.okstate.com/sports/m-footbl/mtt/munden_trey00.html,73
453,FBALL,OKState,2009-2010,89,Nigel Nicholas,Nicholas,Nigel,DE,6'3'',265,RS FR,"Rossville, GA",Rossville,GA,Ridgeland,,http://www.okstate.com/sports/m-footbl/mtt/nicholas_nigel00.html,75
454,FBALL,OKState,2009-2010,76,Russell Okung,Okung,Russell,OL,6'5'',300,SR,"Houston, TX",Houston,TX,Bush,,http://www.okstate.com/sports/m-footbl/mtt/okung_russell00.html,77
455,FBALL,OKState,2009-2010,30,David Paulsen,Paulsen,David,FB,6'2'',255,FR,"Marietta, GA",Marietta,GA,George Walton,,http://www.okstate.com/sports/m-footbl/mtt/paulsen_david00.html,74
456,FBALL,OKState,2009-2010,22,Dexter Pratt,Pratt,Dexter,RB,6'1'',224,FR,"Navasota, TX",Navasota,TX,Navasota,,http://www.okstate.com/sports/m-footbl/mtt/pratt_dexter00.html,73
457,FBALL,OKState,2009-2010,97,Jermiah Price,Price,Jermiah,DE,6'1'',268,SR,"Collins, MS",Collins,MS,,Jones County JC,http://www.okstate.com/sports/m-footbl/mtt/price_jermiah00.html,73
458,FBALL,OKState,2009-2010,15,Adrian Richards,Richards,Adrian,WR,6'4'',202,FR,"Mesquite, TX",Mesquite,TX,Mesquite,,http://www.okstate.com/sports/m-footbl/mtt/richards_adrian00.html,76
459,FBALL,OKState,2009-2010,28,Michael Roberts,Roberts,Michael,RB,5'8'',191,JR,"Albany, GA",Albany,GA,Cache,,http://www.okstate.com/sports/m-footbl/mtt/roberts_michael00.html,68
460,FBALL,OKState,2009-2010,11,Zac Robinson,Robinson,Zac,QB,6'3'',218,SR,"Littleton, CO",Littleton,CO,Chatfield,,http://www.okstate.com/sports/m-footbl/mtt/robinson_zac00.html,75
461,FBALL,OKState,2009-2010,39,Zach Robinson,Robinson,Zach,P,6'1'',155,FR,"Flower Mound, TX",Flower Mound,TX,Flower Mound,,http://www.okstate.com/sports/m-footbl/mtt/robinson_zach00.html,73
462,FBALL,OKState,2009-2010,40,Nick Rockwell,Rockwell,Nick,CB,5'7'',143,FR,"Houston, TX",Houston,TX,Yates,,http://www.okstate.com/sports/m-footbl/mtt/rockwell_nick00.html,67
463,FBALL,OKState,2009-2010,94,Anthony Rogers,Rogers,Anthony,DT,6'3'',274,FR,"North Little Rock, AR",North Little Rock,AR,North Little Rock,,http://www.okstate.com/sports/m-footbl/mtt/rogers_anthony00.html,75
464,FBALL,OKState,2009-2010,25,Trevor Rogers,Rogers,Trevor,CB,6'1'',190,RS FR,"Enid, OK",Enid,OK,,Redlands CC,http://www.okstate.com/sports/m-footbl/mtt/rogers_trevor00.html,73
465,FBALL,OKState,2009-2010,70,Jonathan Rush,Rush,Jonathan,OL,6'4'',314,SO,"Killeen, TX",Killeen,TX,Killeen,,http://www.okstate.com/sports/m-footbl/mtt/rush_jonathan00.html,76
466,FBALL,OKState,2009-2010,20,Andre Sexton,Sexton,Andre,LB,6'1'',224,SR,"Houston, TX",Houston,TX,Cypress Falls,,http://www.okstate.com/sports/m-footbl/mtt/sexton_andre00.html,73
467,FBALL,OKState,2009-2010,13,Quinn Sharp,Sharp,Quinn,P/K,6'1'',191,RS FR,"Mansfield, TX",Mansfield,TX,Summit,,http://www.okstate.com/sports/m-footbl/mtt/sharp_quinn00.html,73
468,FBALL,OKState,2009-2010,52,Connor Sinko,Sinko,Connor,LS,6'3'',253,FR,"Tulsa, OK",Tulsa,OK,Cascia Hall,,http://www.okstate.com/sports/m-footbl/mtt/sinko_connor00.html,75
469,FBALL,OKState,2009-2010,79,Andrew Smith,Smith,Andrew,DL,6'1'',245,FR,"Tulsa, OK",Tulsa,OK,Union,,http://www.okstate.com/sports/m-footbl/mtt/smith_andrew01.html,73
470,FBALL,OKState,2009-2010,36,Jeremy Smith,Smith,Jeremy,RB,5'10'',203,FR,"Tulsa, OK",Tulsa,OK,Union,,http://www.okstate.com/sports/m-footbl/mtt/smith_jeremy00.html,70
471,FBALL,OKState,2009-2010,29,Walker Smith,Smith,Walker,S,5'10'',203,JR,"Nichols Hills, OK",Nichols Hills,OK,,Wheaton College,http://www.okstate.com/sports/m-footbl/mtt/smith_walker00.html,70
472,FBALL,OKState,2009-2010,27,Taylor Sokolosky,Sokolosky,Taylor,RB,5'8'',187,JR,"Tulsa, OK",Tulsa,OK,Cascia Hall,,http://www.okstate.com/sports/m-footbl/mtt/sokolosky_taylor00.html,68
473,FBALL,OKState,2009-2010,9,Kye Staley,Staley,Kye,RB,5'10'',213,RS FR,"Guthrie, OK",Guthrie,OK,Guthrie,,http://www.okstate.com/sports/m-footbl/mtt/staley_kye00.html,70
474,FBALL,OKState,2009-2010,17,Brayden Stringer,Stringer,Brayden,QB,6'4'',216,FR,"Lawton, OK",Lawton,OK,Eisenhower,,http://www.okstate.com/sports/m-footbl/mtt/stringer_brayden00.html,76
475,FBALL,OKState,2009-2010,63,Jordan Taormina,Taormina,Jordan,OL,6'6'',327,JR,"Santa Ana, CA",Santa Ana,CA,,Orange Coast CC,http://www.okstate.com/sports/m-footbl/mtt/taormina_jordan00.html,78
476,FBALL,OKState,2009-2010,68,Lane Taylor,Taylor,Lane,OL,6'2'',301,RS FR,"Arlington, TX",Arlington,TX,Martin,,http://www.okstate.com/sports/m-footbl/mtt/taylor_lane00.html,74
477,FBALL,OKState,2009-2010,22,James Thomas,Thomas,James,LB,5'11'',209,SO,"LaMarque, TX",LaMarque,TX,LaMarque,,http://www.okstate.com/sports/m-footbl/mtt/thomas_james00.html,71
478,FBALL,OKState,2009-2010,12,Johnny Thomas,Thomas,Johnny,S,5'11'',195,SO,"Texas City, TX",Texas City,TX,Texas City,,http://www.okstate.com/sports/m-footbl/mtt/thomas_johnny00.html,71
479,FBALL,OKState,2009-2010,5,Keith Toston,Toston,Keith,RB,6'1'',214,SR,"Angleton, TX",Angleton,TX,Angleton,,http://www.okstate.com/sports/m-footbl/mtt/toston_keith00.html,73
480,FBALL,OKState,2009-2010,37,Bryant Ward,Ward,Bryant,FB,5'11'',223,JR,"Stillwater, OK",Stillwater,OK,Stillwater,,http://www.okstate.com/sports/m-footbl/mtt/ward_bryant00.html,71
481,FBALL,OKState,2009-2010,16,Perry Watson,Watson,Perry,WR,5'10'',170,FR,"Flower Mound, TX",Flower Mound,TX,Flower Mound,,http://www.okstate.com/sports/m-footbl/mtt/watson_perry00.html,70
482,FBALL,OKState,2009-2010,51,Brandon Webb,Webb,Brandon,OL,6'3'',326,FR,"Owasso, OK",Owasso,OK,Owasso,,http://www.okstate.com/sports/m-footbl/mtt/webb_brandon00.html,75
483,FBALL,OKState,2009-2010,4,Brandon Weeden,Weeden,Brandon,QB,6'4'',224,SO,"Edmond, OK",Edmond,OK,Santa Fe,,http://www.okstate.com/sports/m-footbl/mtt/weeden_brandon00.html,76
484,FBALL,OKState,2009-2010,69,Marc Yerry,Yerry,Marc,DS,6'2'',241,SO,"Waxhaw, NC",Waxhaw,NC,Weddington,,http://www.okstate.com/sports/m-footbl/mtt/yerry_marc00.html,74
485,FBALL,OKState,2009-2010,86,Wilson Youman,Youman,Wilson,TE,6'5'',250,SO,"St. Martinville, La",St. Martinville,La,Martinville,,http://www.okstate.com/sports/m-footbl/mtt/youman_wilson00.html,77
