Player,Team,Salary,Season,Contract_End,Option,Contract Years,Total Contract,Shamsports_Player_URL
Allen Levell,Houston Rockets,"$300,000.00 ",1988-1989,,,,,
Allen Levell,Houston Rockets,"$300,000.00 ",1989-1990,,,,,
Alonzo Gee,San Antonio Spurs,"$45,759.00 ",2009-2010,,,,,
Alonzo Gee,Washington Wizards,"$457,588.00 ",2009-2010,,,,,
Alonzo Gee,San Antonio Spurs,"$107,604.00 ",2010-2011,,,,,
Alonzo Gee,Washington Wizards,"$134,505.00 ",2010-2011,,,,,
Alonzo Gee,Cleveland Cavaliers,"$479,735.00 ",2010-2011,,,,,
Alonzo Gee,Cleveland Cavaliers,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1266
Alonzo Gee,Cleveland Cavaliers,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1266
Alonzo Gee,Cleveland Cavaliers,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1266
Alonzo Gee,Cleveland Cavaliers,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1266
Alonzo Gee,Cleveland Cavaliers,"$854,389.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1266
Alonzo Gee,Cleveland Cavaliers,"$2,695,391.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1266
Alonzo Mourning,Charlotte Hornets,"$2,400,000.00 ",1992-1993,,,,,
Alonzo Mourning,Charlotte Hornets,"$3,120,000.00 ",1993-1994,,,,,
Alonzo Mourning,Charlotte Hornets,"$3,840,000.00 ",1994-1995,,,,,
Alonzo Mourning,Miami Heat,"$4,560,000.00 ",1995-1996,,,,,
Alonzo Mourning,Miami Heat,"$9,380,000.00 ",1996-1997,,,,,
Alonzo Mourning,Miami Heat,"$11,254,800.00 ",1997-1998,,,,,
Alonzo Mourning,Miami Heat,"$8,006,000.00 ",1998-1999,,,,,
Alonzo Mourning,Miami Heat,"$15,004,800.00 ",1999-2000,,,,,
Alonzo Mourning,Miami Heat,"$16,880,000.00 ",2000-2001,2001-2003,,7,"$7,000,000 ",
Alonzo Mourning,Miami Heat,"$18,756,600.00 ",2001-2002,2002-2003,,7,"$7,000,000 ",
Alonzo Mourning,Miami Heat,"$20,629,800.00 ",2002-2003,2002-2003,,7,"$7,000,000 ",
Alonzo Mourning,New Jersey Nets,"$4,917,000.00 ",2003-2004,2006-2007,,4,"$22,620,000 ",
Alonzo Mourning,Miami Heat,"$325,000.00 ",2004-2005,2004-2005,,1,"$1,100,000 ",
Alonzo Mourning,Miami Heat,"$1,138,500.00 ",2005-2006,2005-2006,,2,"$2,238,500 ",
Alonzo Mourning,Miami Heat,"$2,500,000.00 ",2006-2007,2007-2008,,2,"$5,263,000 ",
Alonzo Mourning,Miami Heat,"$2,762,500.00 ",2007-2008,2007-2008,,2,"$5,263,000 ",
Alton Ford,Phoenix Suns,"$332,817.00 ",2001-2002,2002-2003,,2,"$2,000,000 ",
Alton Ford,Phoenix Suns,"$512,435.00 ",2002-2003,2002-2003,,2,"$2,000,000 ",
Alton Lister,Seattle Supersonics,"$1,115,000.00 ",1988-1989,,,,,
Alton Lister,Seattle Supersonics,"$1,115,000.00 ",1989-1990,,,,,
Alton Lister,Golden State Warriors,"$1,333,000.00 ",1991-1992,,,,,
Alton Lister,Golden State Warriors,"$1,283,000.00 ",1992-1993,,,,,
Alton Lister,Milwaukee Bucks,"$150,000.00 ",1994-1995,,,,,
Alton Lister,Milwaukee Bucks,"$300,000.00 ",1995-1996,,,,,
Alton Lister,Boston Celtics,"$500,000.00 ",1996-1997,,,,,
Alton Lister,Portland Trail Blazers,"$272,250.00 ",1997-1998,,,,,
Alvin Heggs,Houston Rockets,"$200,000.00 ",1995-1996,,,,,
Alvin Jones,Philadelphia 76ers,"$332,817.00 ",2001-2002,2002-2003,,2,"$2,000,000 ",
Alvin Robertson,San Antonio Spurs,"$950,000.00 ",1988-1989,,,,,
Alvin Robertson,San Antonio Spurs,"$950,000.00 ",1989-1990,,,,,
Alvin Robertson,Milwaukee Bucks,"$1,033,000.00 ",1991-1992,,,,,
Alvin Robertson,Detroit Pistons,"$1,283,000.00 ",1992-1993,,,,,
Alvin Robertson,Denver Nuggets,"$1,408,000.00 ",1993-1994,,,,,
Alvin Robertson,Toronto Raptors,"$2,300,000.00 ",1995-1996,,,,,
Alvin Williams,Toronto Raptors,"$242,000.00 ",1997-1998,,,,,
Alvin Williams,Toronto Raptors,"$1,925,000.00 ",1999-2000,,,,,
Alvin Williams,Toronto Raptors,"$2,100,000.00 ",2000-2001,2000-2001,,3,"$3,000,000 ",
Alvin Williams,Toronto Raptors,"$5,350,000.00 ",2001-2002,2005-2006,,5,"$5,000,000 ",
Alvin Williams,Toronto Raptors,"$5,350,000.00 ",2002-2003,2004-2005 ,Player,7,"$7,000,000 ",
Alvin Williams,Toronto Raptors,"$5,500,000.00 ",2003-2004,2005-2006 ,Player,7,"$42,000,000 ",
Alvin Williams,Toronto Raptors,"$5,850,000.00 ",2004-2005,2005-2006 ,Player,7,"$42,000,000 ",
Alvin Williams,Toronto Raptors,"$6,300,000.00 ",2005-2006,2005-2006 ,Player,7,"$42,000,000 ",
Amal McCaskill,Orlando Magic,"$220,000.00 ",1996-1997,,,,,
Amal McCaskill,Miami Heat,"$485,000.00 ",1999-2000,,,,,
Amal McCaskill,San Antonio Spurs,"$540,850.00 ",2001-2002,2002-2003,,2,"$2,000,000 ",
Amal McCaskill,Philadelphia 76ers,"$813,679.00 ",2003-2004,2003-2004,,1,"$813,679 ",
Amar'e Stoudamire,Phoenix Suns,"$16,378,325.00 ",2009-2010,,,,,
Amare Stoudemire,Phoenix Suns,"$1,767,120.00 ",2002-2003,2004-2005 ,Team,4,"$4,000,000 ",
Amare Stoudemire,Phoenix Suns,"$1,899,720.00 ",2003-2004,2005-2006 ,Team,4,"$8,290,000 ",
Amare Stoudemire,Phoenix Suns,"$2,032,200.00 ",2004-2005,2005-2006 ,Team,4,"$8,290,000 ",
Amare Stoudemire,Phoenix Suns,"$2,590,000.00 ",2005-2006,2010-2011,,5,"$73,000,000 ",
Amare Stoudemire,Phoenix Suns,"$12,455,000.00 ",2006-2007,2010-2011,,5,"$73,000,000 ",
Amare Stoudemire,Phoenix Suns,"$13,762,775.00 ",2007-2008,2010-2011,,5,"$73,000,000 ",
Amare Stoudemire,New York Knicks,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=322
Amare Stoudemire,New York Knicks,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=322
Amare Stoudemire,New York Knicks,"$18,217,705.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=322
Amare Stoudemire,New York Knicks,"$19,948,799.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=322
Amare Stoudemire,New York Knicks,"$21,679,893.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=322
Amare Stoudemire,New York Knicks,"$23,410,988.00 ",2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=322
Amare Stoudemire,Phoenix Suns,"$15,070,550.00 ",2008-2009,2010-2011,,3,"$49,134,975 ",
Amar'e Stoudemire,New York Knicks,"$16,486,611.00 ",2010-2011,,,,,
Amir Johnson,Detroit Pistons,"$398,762.00 ",2005-2006,2005-2006,,1,"$398,762 ",
Amir Johnson,Detroit Pistons,"$664,200.00 ",2006-2007,2006-2007,,1,"$664,200 ",
Amir Johnson,Detroit Pistons,"$3,666,667.00 ",2007-2008,2009-2010,,3,"$11,000,000 ",
Amir Johnson,Toronto Raptors,"$4,091,667.00 ",2009-2010,,,,,
Amir Johnson,Toronto Raptors,"$5,050,000.00 ",2010-2011,,,,,
Amir Johnson,Toronto Raptors,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=111
Amir Johnson,Toronto Raptors,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=111
Amir Johnson,Toronto Raptors,"$5,500,000.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=111
Amir Johnson,Toronto Raptors,"$6,050,000.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=111
Amir Johnson,Toronto Raptors,"$6,550,000.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=111
Amir Johnson,Toronto Raptors,"$7,050,000.00 ",2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=111
Amir Johnson,Detroit Pistons,"$3,666,667.00 ",2008-2009,2009-2010,,3,"$11,000,000 ",
Anderson Varejao,Cleveland Cavaliers,"$788,000.00 ",2004-2005,2006-2007,,3,"$2,600,000 ",
Anderson Varejao,Cleveland Cavaliers,"$866,800.00 ",2005-2006,2006-2007,,3,"$2,600,000 ",
Anderson Varejao,Cleveland Cavaliers,"$945,600.00 ",2006-2007,2006-2007,,3,"$2,600,000 ",
Anderson Varejao,Cleveland Cavaliers,"$5,356,000.00 ",2007-2008,2009-2010 ,Player,3,"$17,000,000 ",
Anderson Varejao,Cleveland Cavaliers,"$6,613,636.00 ",2009-2010,,,,,
Anderson Varejao,Cleveland Cavaliers,"$7,031,818.00 ",2010-2011,,,,,
Anderson Varejao,Cleveland Cavaliers,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=70
Anderson Varejao,Cleveland Cavaliers,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=70
Anderson Varejao,Cleveland Cavaliers,"$7,700,000.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=70
Anderson Varejao,Cleveland Cavaliers,"$8,368,182.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=70
Anderson Varejao,Cleveland Cavaliers,"$9,036,364.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=70
Anderson Varejao,Cleveland Cavaliers,"$9,704,545.00 ",2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=70
Anderson Varejao,Cleveland Cavaliers,"$5,784,480.00 ",2008-2009,2009-2010 ,Player,3,"$17,000,000 ",
Andrae Patterson,Minnesota Timberwolves,"$175,289.00 ",1998-1999,,,,,
Andrae Patterson,Minnesota Timberwolves,"$385,000.00 ",1999-2000,,,,,
Andrae Patterson,Minnesota Timberwolves,"$500,000.00 ",2000-2001,2000-2001,,1,"$1,000,000 ",
Andray Blatche,Washington Wizards,"$398,762.00 ",2005-2006,2006-2007,,2,"$1,063,000 ",
Andray Blatche,Washington Wizards,"$664,209.00 ",2006-2007,2006-2007,,2,"$1,063,000 ",
Andray Blatche,Washington Wizards,"$2,479,339.00 ",2007-2008,2010-2011,,4,"$12,000,000 ",
Andray Blatche,Washington Wizards,"$3,000,000.00 ",2009-2010,,,,,
Andray Blatche,Washington Wizards,"$5,904,152.00 ",2010-2011,,,,,
Andray Blatche,Washington Wizards,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=411
Andray Blatche,Washington Wizards,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=411
Andray Blatche,Washington Wizards,"$6,442,083.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=411
Andray Blatche,Washington Wizards,"$7,118,502.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=411
Andray Blatche,Washington Wizards,"$7,794,921.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=411
Andray Blatche,Washington Wizards,"$8,471,339.00 ",2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=411
Andray Blatche,Washington Wizards,"$2,739,669.00 ",2008-2009,2010-2011,,4,"$12,000,000 ",
Andre Barrett,Houston Rockets,"$385,277.00 ",2004-2005,2004-2005,,1,"$385,277 ",
Andre Barrett,Toronto Raptors,"$641,748.00 ",2005-2006,2005-2006,,1,"$641,748 ",
Andre Barrett,Chicago Bulls,"$744,551.00 ",2006-2007,2006-2007,,1,"$744,551 ",
Andre Barrett,Los Angeles Clippers,,2007-2008,2007-2008,,1,,
Andre Brown,Seattle Supersonics,"$412,718.00 ",2006-2007,2006-2007,,1,"$412,718 ",
Andre Brown,Memphis Grizzlies,"$770,610.00 ",2007-2008,2007-2008,,1,"$770,610 ",
Andre Brown,Charlotte Bobcats,"$107,908.00 ",2008-2009,2008-2009,,1,"$107,908 ",
Andre Emmett,Memphis Grizzlies,"$385,277.00 ",2004-2005,2005-2006,,2,"$818,714 ",
Andre Emmett,New Jersey Nets,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=204
Andre Emmett,New Jersey Nets,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=204
Andre Emmett,New Jersey Nets,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=204
Andre Emmett,New Jersey Nets,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=204
Andre Emmett,New Jersey Nets,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=204
Andre Emmett,New Jersey Nets,"$61,467.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=204
Andre Iguodala,Philadelphia 76ers,"$1,914,480.00 ",2004-2005,2007-2008 ,Team,4,"$8,979,000 ",
Andre Iguodala,Philadelphia 76ers,"$2,058,000.00 ",2005-2006,2007-2008 ,Team,4,"$8,979,000 ",
Andre Iguodala,Philadelphia 76ers,"$2,201,640.00 ",2006-2007,2007-2008,,4,"$8,979,000 ",
Andre Iguodala,Philadelphia 76ers,"$2,804,889.00 ",2007-2008,2007-2008,,4,"$8,979,000 ",
Andre Iguodala,Philadelphia 76ers,"$12,200,000.00 ",2009-2010,,,,,
Andre Iguodala,Philadelphia 76ers,"$12,345,250.00 ",2010-2011,,,,,
Andre Iguodala,Philadelphia 76ers,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=304
Andre Iguodala,Philadelphia 76ers,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=304
Andre Iguodala,Philadelphia 76ers,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=304
Andre Iguodala,Philadelphia 76ers,"$13,531,750.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=304
Andre Iguodala,Philadelphia 76ers,"$14,718,250.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=304
Andre Iguodala,Philadelphia 76ers,"$15,904,750.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=304
Andre Iguodala,Philadelphia 76ers,"$11,300,000.00 ",2008-2009,2013-2014,,6,"$80,000,000 ",
Andre Miller,Cleveland Cavaliers,"$1,682,280.00 ",1999-2000,,,,,
Andre Miller,Cleveland Cavaliers,"$1,810,000.00 ",2000-2001,2001-2003,,4,"$4,000,000 ",
Andre Miller,Cleveland Cavaliers,"$1,934,520.00 ",2001-2002,2002-2003,,4,"$4,000,000 ",
Andre Miller,Los Angeles Clippers,"$2,460,709.00 ",2002-2003,2002-2003 ,Team,4,"$4,000,000 ",
Andre Miller,Denver Nuggets,"$6,400,000.00 ",2003-2004,2008-2009,,6,"$51,000,000 ",
Andre Miller,Denver Nuggets,"$7,366,667.00 ",2004-2005,2008-2009,,6,"$51,000,000 ",
Andre Miller,Denver Nuggets,"$8,100,000.00 ",2005-2006,2008-2009,,6,"$51,000,000 ",
Andre Miller,Philadelphia 76ers,"$8,966,666.00 ",2006-2007,2008-2009,,6,"$51,000,000 ",
Andre Miller,Philadelphia 76ers,"$9,266,666.00 ",2007-2008,2008-2009,,6,"$51,000,000 ",
Andre Miller,Portland Trail Blazers,"$6,730,800.00 ",2009-2010,,,,,
Andre Miller,Denver Nuggets,"$7,269,264.00 ",2010-2011,,,,,
Andre Miller,Denver Nuggets,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=97
Andre Miller,Denver Nuggets,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=97
Andre Miller,Denver Nuggets,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=97
Andre Miller,Denver Nuggets,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=97
Andre Miller,Denver Nuggets,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=97
Andre Miller,Denver Nuggets,"$7,807,728.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=97
Andre Miller,Philadelphia 76ers,"$10,233,333.00 ",2008-2009,2008-2009,,6,"$51,000,000 ",
Andre Owens,Utah Jazz,"$398,762.00 ",2005-2006,2006-2007 ,Team,2,"$1,062,971 ",
Andre Owens,Indiana Pacers,"$687,456.00 ",2007-2008,2007-2008,,1,"$687,456 ",
Andre Spencer,Golden State Warriors,,1992-1993,,,,,
Andre Spencer,Golden State Warriors,"$250,000.00 ",1993-1994,,,,,
Andre Turner,Washington Bullets,"$130,000.00 ",1991-1992,,,,,
Andrea Bargnani,Toronto Raptors,"$4,501,200.00 ",2006-2007,2009-2010 ,Team,4,"$21,044,000 ",
Andrea Bargnani,Toronto Raptors,"$3,904,872.00 ",2007-2008,2009-2010 ,Team,4,"$21,044,000 ",
Andrea Bargnani,Toronto Raptors,"$6,527,491.00 ",2009-2010,,,,,
Andrea Bargnani,Toronto Raptors,"$8,500,000.00 ",2010-2011,,,,,
Andrea Bargnani,Toronto Raptors,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=711
Andrea Bargnani,Toronto Raptors,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=711
Andrea Bargnani,Toronto Raptors,"$9,250,000.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=711
Andrea Bargnani,Toronto Raptors,"$10,000,000.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=711
Andrea Bargnani,Toronto Raptors,"$10,750,000.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=711
Andrea Bargnani,Toronto Raptors,"$11,500,000.00 ",2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=711
Andrea Bargnani,Toronto Raptors,"$5,176,440.00 ",2008-2009,2009-2010 ,Team,4,"$21,044,000 ",
Andrei Kirilenko,Utah Jazz,"$632,400.00 ",1999-2000,,,,,
Andrei Kirilenko,Utah Jazz,"$831,120.00 ",2001-2002,2004-2005,,4,"$4,000,000 ",
Andrei Kirilenko,Utah Jazz,"$893,400.00 ",2002-2003,2003-2004 ,Team,4,"$4,000,000 ",
Andrei Kirilenko,Utah Jazz,"$955,000.00 ",2003-2004,2003-2004 ,Team,4,"$4,350,000 ",
Andrei Kirilenko,Utah Jazz,"$1,671,694.00 ",2004-2005,2010-2011,,10,"$94,400,000 ",
Andrei Kirilenko,Utah Jazz,"$10,970,000.00 ",2005-2006,2010-2011,,6,"$86,000,000 ",
Andrei Kirilenko,Utah Jazz,"$12,364,000.00 ",2006-2007,2010-2011,,6,"$86,000,000 ",
Andrei Kirilenko,Utah Jazz,"$13,725,000.00 ",2007-2008,2010-2011,,6,"$86,000,000 ",
Andrei Kirilenko,Utah Jazz,"$16,452,000.00 ",2009-2010,,,,,
Andrei Kirilenko,Utah Jazz,"$17,823,000.00 ",2010-2011,,,,,
Andrei Kirilenko,Utah Jazz,"$15,106,000.00 ",2008-2009,2010-2011,,6,"$86,000,000 ",
Andres Guibert,Minnesota Timberwolves,"$175,000.00 ",1994-1995,,,,,
Andres Nocioni,Chicago Bulls,"$2,525,000.00 ",2004-2005,2006-2007,,3,"$8,300,000 ",
Andres Nocioni,Chicago Bulls,"$2,780,000.00 ",2005-2006,2006-2007,,3,"$8,300,000 ",
Andres Nocioni,Chicago Bulls,"$3,950,000.00 ",2006-2007,2006-2007,,3,"$8,300,000 ",
Andres Nocioni,Chicago Bulls,"$8,500,000.00 ",2007-2008,2011-2012 ,Team,5,"$37,500,000 ",
Andres Nocioni,Philadelphia 76ers,"$7,500,000.00 ",2009-2010,,,,,
Andres Nocioni,Philadelphia 76ers,"$6,850,000.00 ",2010-2011,,,,,
Andres Nocioni,Philadelphia 76ers,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=58
Andres Nocioni,Philadelphia 76ers,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=58
Andres Nocioni,Philadelphia 76ers,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=58
Andres Nocioni,Philadelphia 76ers,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=58
Andres Nocioni,Philadelphia 76ers,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=58
Andres Nocioni,Philadelphia 76ers,"$6,339,394.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=58
Andres Nocioni,Chicago Bulls,"$8,000,000.00 ",2008-2009,2011-2012 ,Team,5,"$37,500,000 ",
Andrew Bogut,Milwaukee Bucks,"$4,340,000.00 ",2005-2006,2008-2009,,4,"$20,292,307 ",
Andrew Bogut,Milwaukee Bucks,"$4,665,960.00 ",2006-2007,2008-2009 ,Team,4,"$20,292,307 ",
Andrew Bogut,Milwaukee Bucks,"$4,991,520.00 ",2007-2008,2008-2009 ,Team,4,"$20,292,307 ",
Andrew Bogut,Milwaukee Bucks,"$10,000,000.00 ",2009-2010,,,,,
Andrew Bogut,Milwaukee Bucks,"$11,000,000.00 ",2010-2011,,,,,
Andrew Bogut,Golden State Warriors,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=216
Andrew Bogut,Golden State Warriors,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=216
Andrew Bogut,Golden State Warriors,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=216
Andrew Bogut,Golden State Warriors,"$12,000,000.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=216
Andrew Bogut,Golden State Warriors,"$13,000,000.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=216
Andrew Bogut,Golden State Warriors,"$14,000,000.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=216
Andrew Bogut,Milwaukee Bucks,"$6,294,307.00 ",2008-2009,2012-2013,,5,"$72,500,000 ",
Andrew Bynum,Los Angeles Lakers,"$1,890,000.00 ",2005-2006,2008-2009 ,Team,4,"$8,860,000 ",
Andrew Bynum,Los Angeles Lakers,"$2,030,280.00 ",2006-2007,2008-2009 ,Team,4,"$8,860,000 ",
Andrew Bynum,Los Angeles Lakers,"$2,172,000.00 ",2007-2008,2008-2009 ,Team,4,"$8,860,000 ",
Andrew Bynum,Los Angeles Lakers,"$13,700,000.00 ",2010-2011,,,,,
Andrew Bynum,Los Angeles Lakers,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=175
Andrew Bynum,Los Angeles Lakers,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=175
Andrew Bynum,Los Angeles Lakers,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=175
Andrew Bynum,Los Angeles Lakers,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=175
Andrew Bynum,Los Angeles Lakers,"$14,900,000.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=175
Andrew Bynum,Los Angeles Lakers,"$16,100,000.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=175
Andrew Bynum,Los Angeles Angeles,"$2,769,300.00 ",2008-2009,2011-2012,,4,"$58,000,000 ",
Andrew Bynum ,Los Angeles Lakers,"$12,500,000.00 ",2009-2010,,,,,
Andrew DeClercq,Golden State Warriors,"$230,000.00 ",1995-1996,,,,,
Andrew DeClercq,Golden State Warriors,"$276,000.00 ",1996-1997,,,,,
Andrew DeClercq,Boston Celtics,"$1,200,000.00 ",1997-1998,,,,,
Andrew DeClercq,Cleveland Cavaliers,"$878,048.00 ",1998-1999,,,,,
Andrew DeClercq,Cleveland Cavaliers,"$1,680,000.00 ",1999-2000,,,,,
