,unitid,DOE.Institution_Name,Year,ID_School,ID_Conference,Sport,ID_Variable,Variable,Total,M,W,C,C.M,C.W,AA,AA.M,AA.W,H,H.M,H.W,AS.PI,AS.PI.M,AS.PI.W,AI,AI.M,AI.W,UNK,UNK.M,UNK.W,NON,NON.M,NON.W,fname
3178,228246,Southern Methodist University,2003-2004,SMU,CUSA,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3180,228246,Southern Methodist University,2003-2004,SMU,CUSA,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,6,6,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3197,228246,Southern Methodist University,2003-2004,SMU,CUSA,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,3,1,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3212,228246,Southern Methodist University,2003-2004,SMU,CUSA,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3232,228246,Southern Methodist University,2003-2004,SMU,CUSA,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,4,3,3,1,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3238,228246,Southern Methodist University,2003-2004,SMU,CUSA,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),23,14,9,18,10,8,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,2004Sports.csv
3247,228246,Southern Methodist University,2003-2004,SMU,CUSA,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,19,11,8,15,8,7,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,2004Sports.csv
3263,228246,Southern Methodist University,2003-2004,SMU,CUSA,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3271,228723,Texas A & M University-College Station,2003-2004,TAM,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),14,14,0,8,8,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3276,228723,Texas A & M University-College Station,2003-2004,TAM,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3287,228723,Texas A & M University-College Station,2003-2004,TAM,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3293,228723,Texas A & M University-College Station,2003-2004,TAM,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,5,8,10,4,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2004Sports.csv
3297,228723,Texas A & M University-College Station,2003-2004,TAM,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,24,4,20,16,3,13,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3,2004Sports.csv
3307,228723,Texas A & M University-College Station,2003-2004,TAM,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,8,0,7,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3314,228723,Texas A & M University-College Station,2003-2004,TAM,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,3,2,1,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3320,228723,Texas A & M University-College Station,2003-2004,TAM,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),31,9,22,21,6,15,4,1,3,0,0,0,2,1,1,0,0,0,0,0,0,4,1,3,2004Sports.csv
3330,228723,Texas A & M University-College Station,2003-2004,TAM,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,4,6,8,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3350,228723,Texas A & M University-College Station,2003-2004,TAM,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,10,0,7,7,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3400,228778,The University of Texas at Austin,2003-2004,UT,BIG12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3414,228778,The University of Texas at Austin,2003-2004,UT,BIG12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,0,5,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3421,228778,The University of Texas at Austin,2003-2004,UT,BIG12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),14,8,6,10,6,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2004Sports.csv
3426,228778,The University of Texas at Austin,2003-2004,UT,BIG12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,6,0,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3427,228778,The University of Texas at Austin,2003-2004,UT,BIG12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,1,5,3,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3428,228778,The University of Texas at Austin,2003-2004,UT,BIG12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,4,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3439,228778,The University of Texas at Austin,2003-2004,UT,BIG12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,2,2,0,15,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3456,228778,The University of Texas at Austin,2003-2004,UT,BIG12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,32,12,20,28,11,17,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2004Sports.csv
3467,228778,The University of Texas at Austin,2003-2004,UT,BIG12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,4,4,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3479,228778,The University of Texas at Austin,2003-2004,UT,BIG12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),47,16,31,42,15,27,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,2004Sports.csv
3515,230728,Utah State University,2003-2004,UTA.ST,MWC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3524,230728,Utah State University,2003-2004,UTA.ST,MWC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,13,2,11,13,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3527,230728,Utah State University,2003-2004,UTA.ST,MWC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,1,8,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3550,230728,Utah State University,2003-2004,UTA.ST,MWC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),17,2,15,17,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3558,230728,Utah State University,2003-2004,UTA.ST,MWC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,10,0,1,1,0,3,3,0,2,2,0,2,2,0,0,0,0,2,2,0,0,0,0,2004Sports.csv
3561,230728,Utah State University,2003-2004,UTA.ST,MWC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3564,230728,Utah State University,2003-2004,UTA.ST,MWC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2004Sports.csv
3566,230728,Utah State University,2003-2004,UTA.ST,MWC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3577,243744,Stanford University,2003-2004,STAN,PAC12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,22,22,0,11,11,0,10,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3590,243744,Stanford University,2003-2004,STAN,PAC12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,4,5,5,2,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,2004Sports.csv
3592,243744,Stanford University,2003-2004,STAN,PAC12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,2,6,3,1,2,3,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2004Sports.csv
3615,243744,Stanford University,2003-2004,STAN,PAC12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,7,0,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3621,243744,Stanford University,2003-2004,STAN,PAC12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),22,22,0,11,11,0,10,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3624,243744,Stanford University,2003-2004,STAN,PAC12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,2,6,3,1,2,3,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2004Sports.csv
3635,243744,Stanford University,2003-2004,STAN,PAC12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3643,243744,Stanford University,2003-2004,STAN,PAC12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),50,19,31,39,15,24,2,1,1,4,0,4,4,2,2,0,0,0,0,0,0,1,1,0,2004Sports.csv
3647,243744,Stanford University,2003-2004,STAN,PAC12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,43,17,26,34,13,21,1,1,0,4,0,4,3,2,1,0,0,0,0,0,0,1,1,0,2004Sports.csv
3648,243744,Stanford University,2003-2004,STAN,PAC12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,3,4,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2004Sports.csv
1,100751,The University of Alabama,2004-2005,BAMA,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,3,4,6,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
3,100751,The University of Alabama,2004-2005,BAMA,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),20,20,0,7,7,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
8,100751,The University of Alabama,2004-2005,BAMA,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),29,10,19,20,5,15,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,7,4,3,2005Sports.csv
11,100751,The University of Alabama,2004-2005,BAMA,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
16,100751,The University of Alabama,2004-2005,BAMA,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,24,8,16,17,4,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,3,3,2005Sports.csv
17,100751,The University of Alabama,2004-2005,BAMA,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,1,4,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
19,100751,The University of Alabama,2004-2005,BAMA,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,5,3,2,0,2,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
37,100751,The University of Alabama,2004-2005,BAMA,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,12,12,0,4,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
77,100751,The University of Alabama,2004-2005,BAMA,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
137,100858,Auburn University,2004-2005,AUB,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),48,18,30,43,15,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2005Sports.csv
138,100858,Auburn University,2004-2005,AUB,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
139,100858,Auburn University,2004-2005,AUB,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
140,100858,Auburn University,2004-2005,AUB,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,5,3,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2005Sports.csv
141,100858,Auburn University,2004-2005,AUB,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,5,5,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
142,100858,Auburn University,2004-2005,AUB,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,26,10,16,22,8,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2005Sports.csv
143,100858,Auburn University,2004-2005,AUB,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
173,100858,Auburn University,2004-2005,AUB,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,11,11,0,3,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
174,100858,Auburn University,2004-2005,AUB,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,12,5,7,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2005Sports.csv
184,100858,Auburn University,2004-2005,AUB,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
185,100858,Auburn University,2004-2005,AUB,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2005Sports.csv
188,100858,Auburn University,2004-2005,AUB,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
189,100858,Auburn University,2004-2005,AUB,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
306,122755,San Jose State University,2004-2005,SJ.ST,MWC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,4,4,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
308,122755,San Jose State University,2004-2005,SJ.ST,MWC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
309,122755,San Jose State University,2004-2005,SJ.ST,MWC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
310,122755,San Jose State University,2004-2005,SJ.ST,MWC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),25,2,23,18,1,17,0,0,0,3,0,3,1,0,1,0,0,0,0,0,0,3,1,2,2005Sports.csv
318,122755,San Jose State University,2004-2005,SJ.ST,MWC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2005Sports.csv
324,122755,San Jose State University,2004-2005,SJ.ST,MWC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
333,122755,San Jose State University,2004-2005,SJ.ST,MWC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
334,122755,San Jose State University,2004-2005,SJ.ST,MWC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,9,1,8,7,1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2005Sports.csv
335,122755,San Jose State University,2004-2005,SJ.ST,MWC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
340,122755,San Jose State University,2004-2005,SJ.ST,MWC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2005Sports.csv
343,122755,San Jose State University,2004-2005,SJ.ST,MWC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,12,0,12,9,0,9,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2005Sports.csv
344,122755,San Jose State University,2004-2005,SJ.ST,MWC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
345,122755,San Jose State University,2004-2005,SJ.ST,MWC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,5,0,2,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
349,123961,University of Southern California,2004-2005,USC,PAC12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2005Sports.csv
351,123961,University of Southern California,2004-2005,USC,PAC12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2005Sports.csv
353,123961,University of Southern California,2004-2005,USC,PAC12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),17,17,0,4,4,0,10,10,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2005Sports.csv
