"","games_name","rk","flag.bearer","participants","men","women","sports","gold","silver","bronze","total","top.medalist.s.","country_url","country","table_name","country_games_url","year","games"
"142","2006 Winter","4","Vakhtang Murvanidze","3","2","1","2",NA,NA,NA,NA,"","http://www.sports-reference.com/olympics/countries/GEO/","Georgia","country_medals","http://www.sports-reference.com/olympics/countries/GEO/winter/2006/",2006,"Winter"
"143","2006 Winter","4","Vazgen Azroyan","5","4","1","3",NA,NA,NA,NA,"","http://www.sports-reference.com/olympics/countries/ARM/","Armenia","country_medals","http://www.sports-reference.com/olympics/countries/ARM/winter/2006/",2006,"Winter"
"144","2006 Winter","4","Vida VencienÌãåÑ","7","4","3","4",NA,NA,NA,NA,"","http://www.sports-reference.com/olympics/countries/LTU/","Lithuania","country_medals","http://www.sports-reference.com/olympics/countries/LTU/winter/2006/",2006,"Winter"
"145","2008 Summer","2","Guvanch Nurmuhammedov","10","6","4","6",NA,NA,NA,NA,"","http://www.sports-reference.com/olympics/countries/TKM/","Turkmenistan","country_medals","http://www.sports-reference.com/olympics/countries/TKM/summer/2008/",2008,"Summer"
"146","2008 Summer","3","Albert Azaryan","25","23","2","7",NA,NA,"6","6","6 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/ARM/","Armenia","country_medals","http://www.sports-reference.com/olympics/countries/ARM/summer/2008/",2008,"Summer"
"147","2008 Summer","3","Aleksandr Romankov","177","93","84","24","4","5","10","19","Roman Petrushenko and Vadim Makhnyov (2 medals)","http://www.sports-reference.com/olympics/countries/BLR/","Belarus","country_medals","http://www.sports-reference.com/olympics/countries/BLR/summer/2008/",2008,"Summer"
"148","2008 Summer","3","Andrey Kirilenko","454","231","223","29","23","21","29","73","8 athletes with 2 medals","http://www.sports-reference.com/olympics/countries/RUS/","Russia","country_medals","http://www.sports-reference.com/olympics/countries/RUS/summer/2008/",2008,"Summer"
"149","2008 Summer","3","Bakhyt Akhmetov","130","60","70","19","2","4","7","13","13 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/KAZ/","Kazakhstan","country_medals","http://www.sports-reference.com/olympics/countries/KAZ/summer/2008/",2008,"Summer"
"150","2008 Summer","3","Dilshod Makhmudov","56","41","15","14","1","2","3","6","6 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/UZB/","Uzbekistan","country_medals","http://www.sports-reference.com/olympics/countries/UZB/summer/2008/",2008,"Summer"
"151","2008 Summer","3","Dilshod Nazarov","15","12","3","8",NA,"1","1","2","Yusuf Abdusalomov and Rasul Bokiyev (1 medal)","http://www.sports-reference.com/olympics/countries/TJK/","Tajikistan","country_medals","http://www.sports-reference.com/olympics/countries/TJK/summer/2008/",2008,"Summer"
"152","2008 Summer","3","FÌäåªrid MÌäåªnsurov","44","30","14","10","1","2","4","7","7 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/AZE/","Azerbaijan","country_medals","http://www.sports-reference.com/olympics/countries/AZE/summer/2008/",2008,"Summer"
"153","2008 Summer","3","Martin Padar","47","34","13","13","1","1",NA,"2","3 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/EST/","Estonia","country_medals","http://www.sports-reference.com/olympics/countries/EST/summer/2008/",2008,"Summer"
"154","2008 Summer","3","Nicolai Ceban","29","21","8","8",NA,NA,"1","1","Vaeceslav Gojan (1 medal)","http://www.sports-reference.com/olympics/countries/MDA/","Moldova","country_medals","http://www.sports-reference.com/olympics/countries/MDA/summer/2008/",2008,"Summer"
"155","2008 Summer","3","Ramaz Nozadze","35","27","8","11","3",NA,"3","6","6 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/GEO/","Georgia","country_medals","http://www.sports-reference.com/olympics/countries/GEO/summer/2008/",2008,"Summer"
"156","2008 Summer","3","Talant Dzhanagulov","20","16","4","9",NA,"1","1","2","Kanat Begaliyev and Ruslan Tyumenbayev (1 medal)","http://www.sports-reference.com/olympics/countries/KGZ/","Kyrgyzstan","country_medals","http://www.sports-reference.com/olympics/countries/KGZ/summer/2008/",2008,"Summer"
"157","2008 Summer","3","Vadims VasiÌãå_evskis","47","29","18","11","1","1","1","3","3 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/LAT/","Latvia","country_medals","http://www.sports-reference.com/olympics/countries/LAT/summer/2008/",2008,"Summer"
"158","2008 Summer","3","Yana Klochkova","243","127","116","24","7","5","15","27","31 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/UKR/","Ukraine","country_medals","http://www.sports-reference.com/olympics/countries/UKR/summer/2008/",2008,"Summer"
"159","2008 Summer","3","ÌÉåÊarÌÉåÇnas JasikeviÌãåçius","71","44","27","16",NA,"2","3","5","5 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/LTU/","Lithuania","country_medals","http://www.sports-reference.com/olympics/countries/LTU/summer/2008/",2008,"Summer"
"160","2010 Winter","2","Aleksey Morozov","175","94","81","15","3","5","7","15","3 athletes with 2 medals","http://www.sports-reference.com/olympics/countries/RUS/","Russia","country_medals","http://www.sports-reference.com/olympics/countries/RUS/winter/2010/",2010,"Winter"
"161","2010 Winter","2","Alisher Kudratov","1","1","0","1",NA,NA,NA,NA,"","http://www.sports-reference.com/olympics/countries/TJK/","Tajikistan","country_medals","http://www.sports-reference.com/olympics/countries/TJK/winter/2010/",2010,"Winter"
"162","2010 Winter","2","Arsen Nersisyan","4","2","2","2",NA,NA,NA,NA,"","http://www.sports-reference.com/olympics/countries/ARM/","Armenia","country_medals","http://www.sports-reference.com/olympics/countries/ARM/winter/2010/",2010,"Winter"
"163","2010 Winter","2","Dias Keneshev","37","21","16","8",NA,"1",NA,"1","Yelena Khrustalyova (1 medal)","http://www.sports-reference.com/olympics/countries/KAZ/","Kazakhstan","country_medals","http://www.sports-reference.com/olympics/countries/KAZ/winter/2010/",2010,"Winter"
"164","2010 Winter","2","Dmitry Trelevsky","2","1","1","2",NA,NA,NA,NA,"","http://www.sports-reference.com/olympics/countries/KGZ/","Kyrgyzstan","country_medals","http://www.sports-reference.com/olympics/countries/KGZ/winter/2010/",2010,"Winter"
"165","2010 Winter","2","Fuat Guliyev","2","1","1","1",NA,NA,NA,NA,"","http://www.sports-reference.com/olympics/countries/AZE/","Azerbaijan","country_medals","http://www.sports-reference.com/olympics/countries/AZE/winter/2010/",2010,"Winter"
"166","2010 Winter","2","Iason Abramashvili","6","3","3","2",NA,NA,NA,NA,"","http://www.sports-reference.com/olympics/countries/GEO/","Georgia","country_medals","http://www.sports-reference.com/olympics/countries/GEO/winter/2010/",2010,"Winter"
"167","2010 Winter","2","Irina Terentjeva","6","4","2","3",NA,NA,NA,NA,"","http://www.sports-reference.com/olympics/countries/LTU/","Lithuania","country_medals","http://www.sports-reference.com/olympics/countries/LTU/winter/2010/",2010,"Winter"
"168","2010 Winter","2","Liliya Ludan","45","24","21","9",NA,NA,NA,NA,"","http://www.sports-reference.com/olympics/countries/UKR/","Ukraine","country_medals","http://www.sports-reference.com/olympics/countries/UKR/winter/2010/",2010,"Winter"
"169","2010 Winter","2","Martins Dukurs","53","44","9","9",NA,"2",NA,"2","3 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/LAT/","Latvia","country_medals","http://www.sports-reference.com/olympics/countries/LAT/winter/2010/",2010,"Winter"
"170","2010 Winter","2","Oleg Antonenko","47","33","14","6","1","1","1","3","3 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/BLR/","Belarus","country_medals","http://www.sports-reference.com/olympics/countries/BLR/winter/2010/",2010,"Winter"
"171","2010 Winter","2","Oleg Shamayev","3","1","2","2",NA,NA,NA,NA,"","http://www.sports-reference.com/olympics/countries/UZB/","Uzbekistan","country_medals","http://www.sports-reference.com/olympics/countries/UZB/winter/2010/",2010,"Winter"
"172","2010 Winter","2","Roland Lessing","30","18","12","4",NA,"1",NA,"1","Kristina ÌÉåÊmigun-VÌÄå_hi (1 medal)","http://www.sports-reference.com/olympics/countries/EST/","Estonia","country_medals","http://www.sports-reference.com/olympics/countries/EST/winter/2010/",2010,"Winter"
"173","2010 Winter","2","Victor PÌÄå¨nzaru","7","5","2","4",NA,NA,NA,NA,"","http://www.sports-reference.com/olympics/countries/MDA/","Moldova","country_medals","http://www.sports-reference.com/olympics/countries/MDA/winter/2010/",2010,"Winter"
"174","2012 Summer","1","Aleksander Tammert","32","23","9","11",NA,"1","1","2","Gerd Kanter and Heiki Nabi (1 medal)","http://www.sports-reference.com/olympics/countries/EST/","Estonia","country_medals","http://www.sports-reference.com/olympics/countries/EST/summer/2012/",2012,"Summer"
"175","2012 Summer","1","Arman Yeremyan","24","20","4","9",NA,"1","2","3","3 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/ARM/","Armenia","country_medals","http://www.sports-reference.com/olympics/countries/ARM/summer/2012/",2012,"Summer"
"176","2012 Summer","1","Chingiz Mamedov","14","11","3","8",NA,NA,NA,NA,"","http://www.sports-reference.com/olympics/countries/KGZ/","Kyrgyzstan","country_medals","http://www.sports-reference.com/olympics/countries/KGZ/summer/2012/",2012,"Summer"
"177","2012 Summer","1","Dan Olaru","20","12","8","9",NA,NA,"2","2","Cristina Iovu and Anatolii CÌÄå¨rÌÄå¨cu (1 medal)","http://www.sports-reference.com/olympics/countries/MDA/","Moldova","country_medals","http://www.sports-reference.com/olympics/countries/MDA/summer/2012/",2012,"Summer"
"178","2012 Summer","1","Elnur MÌäåªmmÌäåªdli","52","38","14","15","2","2","6","10","10 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/AZE/","Azerbaijan","country_medals","http://www.sports-reference.com/olympics/countries/AZE/summer/2012/",2012,"Summer"
"179","2012 Summer","1","Elshod Rasulov","53","36","17","14","1",NA,"2","3","3 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/UZB/","Uzbekistan","country_medals","http://www.sports-reference.com/olympics/countries/UZB/summer/2012/",2012,"Summer"
"180","2012 Summer","1","Mariya Sharapova","430","204","226","30","24","26","32","82","Aliya Mustafina (4 medals)","http://www.sports-reference.com/olympics/countries/RUS/","Russia","country_medals","http://www.sports-reference.com/olympics/countries/RUS/summer/2012/",2012,"Summer"
"181","2012 Summer","1","Mavzuna Choriyeva","16","13","3","7",NA,NA,"1","1","Mavzuna Choriyeva (1 medal)","http://www.sports-reference.com/olympics/countries/TJK/","Tajikistan","country_medals","http://www.sports-reference.com/olympics/countries/TJK/summer/2012/",2012,"Summer"
"182","2012 Summer","1","Max Mirnyi","160","89","71","23","2","5","5","12","Aleksandra Gerasimenya and Vika Azarenko (2 medals)","http://www.sports-reference.com/olympics/countries/BLR/","Belarus","country_medals","http://www.sports-reference.com/olympics/countries/BLR/summer/2012/",2012,"Summer"
"183","2012 Summer","1","MÌãåÅrtiÌÉå ÌÉåÁ PÌãå_aviÌÉå ÌÉåÁ","45","31","14","12","1",NA,"1","2","3 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/LAT/","Latvia","country_medals","http://www.sports-reference.com/olympics/countries/LAT/summer/2012/",2012,"Summer"
"184","2012 Summer","1","Nino Salukvadze","34","28","6","10","1","3","3","7","7 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/GEO/","Georgia","country_medals","http://www.sports-reference.com/olympics/countries/GEO/summer/2012/",2012,"Summer"
"185","2012 Summer","1","Nurmakhan Tynaliyev","114","73","41","19","7","1","5","13","13 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/KAZ/","Kazakhstan","country_medals","http://www.sports-reference.com/olympics/countries/KAZ/summer/2012/",2012,"Summer"
"186","2012 Summer","1","Roman Hontiuk","230","119","111","25","6","5","9","20","Inna Osypenko-Radomska and Olena Kostevych (2 medals)","http://www.sports-reference.com/olympics/countries/UKR/","Ukraine","country_medals","http://www.sports-reference.com/olympics/countries/UKR/summer/2012/",2012,"Summer"
"187","2012 Summer","1","Serdar HudaÌÄå_berdiÌÄå_ew","10","7","3","5",NA,NA,NA,NA,"","http://www.sports-reference.com/olympics/countries/TKM/","Turkmenistan","country_medals","http://www.sports-reference.com/olympics/countries/TKM/summer/2012/",2012,"Summer"
"188","2012 Summer","1","Virgilijus Alekna","62","39","23","14","2","1","2","5","5 athletes with 1 medal","http://www.sports-reference.com/olympics/countries/LTU/","Lithuania","country_medals","http://www.sports-reference.com/olympics/countries/LTU/summer/2012/",2012,"Summer"
