,DOE.Institution_Name,Year,SportName,Total.Revenue,Total.Expense,Total.Profit,Men.Revenue,Men.Expense,Men.Profit,Women.Revenue,Women.Expense,Women.Profit,Male.Athletes,Female.Athletes,Men.Team.Expense,Women.Team.Expense,SportCode,Coed.Athletes,Total.Women.Including.Coed.Expense,Total.Men.Including.Coed.Expense,Coed.Expense,Women.Coed.Expense,Men.Coed.Expense,Women.Men.Expense,Women.Including.Coed.Revenue,Men.Including.Coed.Revenue,Coed.Revenue,Women.Coed.Revenue,Men.Coed.Revenue,Total.Men.Women.Revenue,Total.Team.Expense,Total.Women.Team.Expense.Including.Coed,Total.Men.Team.Expense.Including.Coed,Total.Coed.Team.Expense,Total.Women.Coed.Team.Expense,Total.Men.Coed.Team.Expense,Total.Men.Women.Team.Expense,Total.Female.Including.Coed,Total.Male.Including.Coed,Female.Coed.Athletes,Male.Coed.Athletes
89142,Washington State University                                 ,2003-2004,Football,12630209,7668687,4961522,12630209,7668687,4961522,0,0,0,119,.,2258717,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89153,Washington University In St Louis                           ,2003-2004,Football,387230,376739,10491,387230,376739,10491,0,0,0,101,.,151196,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89191,Wayne State College                                         ,2003-2004,Football,426557,403727,22830,426557,403727,22830,0,0,0,72,.,74227,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89200,Wayne State University                                      ,2003-2004,Football,850263,834841,15422,850263,834841,15422,0,0,0,88,.,90852,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89211,Waynesburg College                                          ,2003-2004,Football,132377,143875,-11498,132377,143875,-11498,0,0,0,95,.,130243,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89234,Webber International University                             ,2003-2004,Football,451952,475000,-23048,451952,475000,-23048,0,0,0,105,.,82000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89243,Weber State University                                      ,2003-2004,Football,840904,1397477,-556573,840904,1397477,-556573,0,0,0,99,.,208693,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89278,Wesley College                                              ,2003-2004,Football,140622,140622,0,140622,140622,0,0,0,0,114,.,85850,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89290,Wesleyan University                                         ,2003-2004,Football,203622,212146,-8524,203622,212146,-8524,0,0,0,74,.,45527,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89307,West Chester University Of Pennsylvania                     ,2003-2004,Football,218335,245655,-27320,218335,245655,-27320,0,0,0,90,.,63356,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89321,West Hills Community College                                ,2003-2004,Football,57595,51226,6369,57595,51226,6369,0,0,0,66,.,13900,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89328,West Liberty State College                                  ,2003-2004,Football,315288,306638,8650,315288,306638,8650,0,0,0,79,.,36173,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89338,West Los Angeles College                                    ,2003-2004,Football,57507,57507,0,57507,57507,0,0,0,0,52,.,27925,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89346,West Texas A &Amp; M University                                 ,2003-2004,Football,215865,509166,-293301,215865,509166,-293301,0,0,0,103,.,109373,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89354,West Valley College                                         ,2003-2004,Football,66196,66196,0,66196,66196,0,0,0,0,76,.,12160,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89367,West Virginia State College                                 ,2003-2004,Football,415949,415949,0,415949,415949,0,0,0,0,103,.,123600,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89374,West Virginia University                                    ,2003-2004,Football,17373542,11073320,6300222,17373542,11073320,6300222,0,0,0,149,.,3171765,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89388,West Virginia University Institute Of Technology            ,2003-2004,Football,213153,166540,46613,213153,166540,46613,0,0,0,83,.,62151,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89397,West Virginia Wesleyan College                              ,2003-2004,Football,236440,982294,-745854,236440,982294,-745854,0,0,0,88,.,93564,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89417,Western Carolina University                                 ,2003-2004,Football,1029080,1204256,-175176,1029080,1204256,-175176,0,0,0,90,.,257680,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89425,Western Connecticut State University                        ,2003-2004,Football,242387,226712,15675,242387,226712,15675,0,0,0,90,.,40470,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89436,Western Illinois University                                 ,2003-2004,Football,1368265,1506563,-138298,1368265,1506563,-138298,0,0,0,100,.,294375,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89447,Western Kentucky University                                 ,2003-2004,Football,2549940,1883147,666793,2549940,1883147,666793,0,0,0,102,.,334723,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89458,Western Michigan University                                 ,2003-2004,Football,1754840,3152675,-1397835,1754840,3152675,-1397835,0,0,0,106,.,366175,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89478,Western New England College                                 ,2003-2004,Football,29359,62070,-32711,29359,62070,-32711,0,0,0,78,.,35745,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89492,Western New Mexico University                               ,2003-2004,Football,53391,514004,-460613,53391,514004,-460613,0,0,0,71,.,68731,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89506,Western Oregon University                                   ,2003-2004,Football,430596,455239,-24643,430596,455239,-24643,0,0,0,109,.,141168,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89513,Western State College Of Colorado                           ,2003-2004,Football,502122,516642,-14520,502122,516642,-14520,0,0,0,122,.,75586,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89526,Western Washington University                               ,2003-2004,Football,1040602,1080773,-40171,1040602,1080773,-40171,0,0,0,104,.,195005,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89544,Westfield State College                                     ,2003-2004,Football,63252,56278,6974,63252,56278,6974,0,0,0,60,.,25193,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89556,Westminster College                                         ,2003-2004,Football,1.00E+05,125000,-25000,1.00E+05,125000,-25000,0,0,0,80,.,75000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89557,Westminster College                                         ,2003-2004,Football,300876,271888,28988,300876,271888,28988,0,0,0,80,.,43940,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89602,Wheaton College                                             ,2003-2004,Football,322777,342558,-19781,322777,342558,-19781,0,0,0,87,.,128960,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89649,Whittier College                                            ,2003-2004,Football,122400,181000,-58600,122400,181000,-58600,0,0,0,50,.,114670,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89663,Whitworth College                                           ,2003-2004,Football,310262,309913,349,310262,309913,349,0,0,0,92,.,89627,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89681,Widener University-Main Campus                              ,2003-2004,Football,263340,261619,1721,263340,261619,1721,0,0,0,124,.,96146,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89710,Wilkes University                                           ,2003-2004,Football,219084,210482,8602,219084,210482,8602,0,0,0,105,.,74745,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89722,Willamette University                                       ,2003-2004,Football,215969,235463,-19494,215969,235463,-19494,0,0,0,106,.,105295,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89742,William Jewell College                                      ,2003-2004,Football,79719,167999,-88280,79719,167999,-88280,0,0,0,114,.,59190,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89752,William Paterson University Of New Jersey                   ,2003-2004,Football,193556,193480,76,193556,193480,76,0,0,0,82,.,65889,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89761,William Penn University                                     ,2003-2004,Football,79924,816591,-736667,79924,816591,-736667,0,0,0,90,.,74790,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89771,William Rainey Harper College                               ,2003-2004,Football,88374,88374,0,88374,88374,0,0,0,0,92,.,47104,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89793,Williams College                                            ,2003-2004,Football,80743,266621,-185878,80743,266621,-185878,0,0,0,72,.,34702,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89820,Wilmington College                                          ,2003-2004,Football,228696,231591,-2895,228696,231591,-2895,0,0,0,80,.,231520,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89836,Wingate University                                          ,2003-2004,Football,128511,133379,-4868,128511,133379,-4868,0,0,0,95,.,118602,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89848,Winona State University                                     ,2003-2004,Football,388626,371134,17492,388626,371134,17492,0,0,0,115,.,99666,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89859,Winston-Salem State University                              ,2003-2004,Football,178676,299958,-121282,178676,299958,-121282,0,0,0,110,.,96742,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89877,Wisconsin Lutheran College                                  ,2003-2004,Football,321910,317818,4092,321910,317818,4092,0,0,0,64,.,91772,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89887,Wittenberg University                                       ,2003-2004,Football,195649,213950,-18301,195649,213950,-18301,0,0,0,119,.,67359,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89900,Wofford College                                             ,2003-2004,Football,529416,2022188,-1492772,529416,2022188,-1492772,0,0,0,86,.,238769,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89912,Worcester Polytechnic Institute                             ,2003-2004,Football,56449,172192,-115743,56449,172192,-115743,0,0,0,91,.,56689,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89926,Worcester State College                                     ,2003-2004,Football,67864,55859,12005,67864,55859,12005,0,0,0,73,.,49168,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89973,Yale University                                             ,2003-2004,Football,1469383,1835155,-365772,1469383,1835155,-365772,0,0,0,114,.,444910,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90023,Youngstown State University                                 ,2003-2004,Football,1451631,2326588,-874957,1451631,2326588,-874957,0,0,0,105,.,279865,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90033,Yuba College                                                ,2003-2004,Football,174800,37500,137300,174800,37500,137300,0,0,0,46,.,23000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90065,Arizona State University At The Tempe Campus,2004-2005,Football,17809736,10438329,7371407,17809736,10438329,7371407,NA,NA,0,108,NA,2606976,0,NA,NA,0,10438329,NA,NA,NA,10438329,0,17809736,NA,NA,NA,17809736,2606976,0,2606976,NA,NA,NA,2606976,0,108,NA,NA
90079,Arkansas State University-Main Campus,2004-2005,Football,1727986,2963601,-1235615,1727986,2963601,-1235615,NA,NA,0,136,NA,680833,0,NA,NA,0,2963601,NA,NA,NA,2963601,0,1727986,NA,NA,NA,1727986,680833,0,680833,NA,NA,NA,680833,0,136,NA,NA
90093,Averett University,2004-2005,Football,145000,358000,-213000,145000,358000,-213000,NA,NA,0,119,NA,933,0,NA,NA,0,358000,NA,NA,NA,358000,0,145000,NA,NA,NA,145000,933,0,933,NA,NA,NA,933,0,119,NA,NA
90119,Beloit College,2004-2005,Football,197811,197811,0,197811,197811,0,NA,NA,0,44,NA,23628,0,NA,NA,0,197811,NA,NA,NA,197811,0,197811,NA,NA,NA,197811,23628,0,23628,NA,NA,NA,23628,0,44,NA,NA
90129,Bethel University,2004-2005,Football,376506,376506,0,376506,376506,0,NA,NA,0,103,NA,181177,0,NA,NA,0,376506,NA,NA,NA,376506,0,376506,NA,NA,NA,376506,181177,0,181177,NA,NA,NA,181177,0,103,NA,NA
90142,Blinn College,2004-2005,Football,579034,555241,23793,579034,555241,23793,NA,NA,0,92,NA,102165,0,NA,NA,0,555241,NA,NA,NA,555241,0,579034,NA,NA,NA,579034,102165,0,102165,NA,NA,NA,102165,0,92,NA,NA
90164,Bluffton University,2011-2012,Football,389971,389971,0,389971,389971,0,NA,NA,0,128,NA,121088,0,NA,NA,0,389971,NA,NA,NA,389971,0,389971,NA,NA,NA,389971,121088,0,121088,NA,NA,NA,121088,0,128,NA,NA
90178,Bluffton University,2009-2010,Football,323614,361824,-38210,323614,361824,-38210,NA,NA,0,116,NA,96166,0,NA,NA,0,361824,NA,NA,NA,361824,0,323614,NA,NA,NA,323614,96166,0,96166,NA,NA,NA,96166,0,116,NA,NA
90182,Bluffton University,2005-2006,Football,167400,141885,25515,167400,141885,25515,NA,NA,0,76,NA,108155,0,NA,NA,0,141885,NA,NA,NA,141885,0,167400,NA,NA,NA,167400,108155,0,108155,NA,NA,NA,108155,0,76,NA,NA
90190,Bluffton University,2004-2005,Football,149746,148630,1116,149746,148630,1116,NA,NA,0,92,NA,43498,0,NA,NA,0,148630,NA,NA,NA,148630,0,149746,NA,NA,NA,149746,43498,0,43498,NA,NA,NA,43498,0,92,NA,NA
90195,Bluffton University,2008-2009,Football,313977,337505,-23528,313977,337505,-23528,NA,NA,0,90,NA,71379,0,NA,NA,0,337505,NA,NA,NA,337505,0,313977,NA,NA,NA,313977,71379,0,71379,NA,NA,NA,71379,0,90,NA,NA
90201,Bluffton University,2007-2008,Football,165362,191058,-25696,165362,191058,-25696,NA,NA,0,71,NA,55650,0,NA,NA,0,191058,NA,NA,NA,191058,0,165362,NA,NA,NA,165362,55650,0,55650,NA,NA,NA,55650,0,71,NA,NA
90206,Bluffton University,2006-2007,Football,155081,155081,0,155081,155081,0,NA,NA,0,89,NA,114553,0,NA,NA,0,155081,NA,NA,NA,155081,0,155081,NA,NA,NA,155081,114553,0,114553,NA,NA,NA,114553,0,89,NA,NA
90217,Bluffton University,2010-2011,Football,364926,364926,0,364926,364926,0,NA,NA,0,124,NA,92544,0,NA,NA,0,364926,NA,NA,NA,364926,0,364926,NA,NA,NA,364926,92544,0,92544,NA,NA,NA,92544,0,124,NA,NA
90228,Bridgewater College,2004-2005,Football,300920,293674,7246,300920,293674,7246,NA,NA,0,151,NA,97423,0,NA,NA,0,293674,NA,NA,NA,293674,0,300920,NA,NA,NA,300920,97423,0,97423,NA,NA,NA,97423,0,151,NA,NA
90239,Brigham Young University,2004-2005,Football,8819805,7561833,1257972,8819805,7561833,1257972,NA,NA,0,120,NA,51798,0,NA,NA,0,7561833,NA,NA,NA,7561833,0,8819805,NA,NA,NA,8819805,51798,0,51798,NA,NA,NA,51798,0,120,NA,NA
90260,Bryant University,2004-2005,Football,800865,800865,0,800865,800865,0,NA,NA,0,79,NA,112173,0,NA,NA,0,800865,NA,NA,NA,800865,0,800865,NA,NA,NA,800865,112173,0,112173,NA,NA,NA,112173,0,79,NA,NA
90272,California Polytechnic State University-San Luis Obispo,2004-2005,Football,290926,1828738,-1537812,290926,1828738,-1537812,NA,NA,0,87,NA,351599,0,NA,NA,0,1828738,NA,NA,NA,1828738,0,290926,NA,NA,NA,290926,351599,0,351599,NA,NA,NA,351599,0,87,NA,NA
90317,Carthage College,2004-2005,Football,398662,431000,-32338,398662,431000,-32338,NA,NA,0,111,NA,160926,0,NA,NA,0,431000,NA,NA,NA,431000,0,398662,NA,NA,NA,398662,160926,0,160926,NA,NA,NA,160926,0,111,NA,NA
90348,Central Methodist Univ-Coll Of Liberal Arts &Amp; Sciences,2004-2005,Football,199813,193593,6220,199813,193593,6220,NA,NA,0,121,NA,54215,0,NA,NA,0,193593,NA,NA,NA,193593,0,199813,NA,NA,NA,199813,54215,0,54215,NA,NA,NA,54215,0,121,NA,NA
90355,Central Washington University,2004-2005,Football,717926,548352,169574,717926,548352,169574,NA,NA,0,100,NA,86991,0,NA,NA,0,548352,NA,NA,NA,548352,0,717926,NA,NA,NA,717926,86991,0,86991,NA,NA,NA,86991,0,100,NA,NA
90367,Chaffey College,2004-2005,Football,244942,185700,59242,244942,185700,59242,NA,NA,0,85,NA,50337,0,NA,NA,0,185700,NA,NA,NA,185700,0,244942,NA,NA,NA,244942,50337,0,50337,NA,NA,NA,50337,0,85,NA,NA
90386,Christopher Newport University,2004-2005,Football,376939,376939,0,376939,376939,0,NA,NA,0,100,NA,178081,0,NA,NA,0,376939,NA,NA,NA,376939,0,376939,NA,NA,NA,376939,178081,0,178081,NA,NA,NA,178081,0,100,NA,NA
90411,Coffeyville Community College And Area Technical School,2004-2005,Football,427757,320713,107044,427757,320713,107044,NA,NA,0,138,NA,20807,0,NA,NA,0,320713,NA,NA,NA,320713,0,427757,NA,NA,NA,427757,20807,0,20807,NA,NA,NA,20807,0,138,NA,NA
90426,College Of William And Mary,2004-2005,Football,2642719,3049056,-406337,2642719,3049056,-406337,NA,NA,0,100,NA,513718,0,NA,NA,0,3049056,NA,NA,NA,3049056,0,2642719,NA,NA,NA,2642719,513718,0,513718,NA,NA,NA,513718,0,100,NA,NA
90453,Concord University,2004-2005,Football,78878,532428,-453550,78878,532428,-453550,NA,NA,0,73,NA,76050,0,NA,NA,0,532428,NA,NA,NA,532428,0,78878,NA,NA,NA,78878,76050,0,76050,NA,NA,NA,76050,0,73,NA,NA
90462,Concordia University-St Paul,2004-2005,Football,644110,635990,8120,644110,635990,8120,NA,NA,0,78,NA,63401,0,NA,NA,0,635990,NA,NA,NA,635990,0,644110,NA,NA,NA,644110,63401,0,63401,NA,NA,NA,63401,0,78,NA,NA
90469,Concordia University-Wisconsin,2004-2005,Football,180907,177377,3530,180907,177377,3530,NA,NA,0,85,NA,47905,0,NA,NA,0,177377,NA,NA,NA,177377,0,180907,NA,NA,NA,180907,47905,0,47905,NA,NA,NA,47905,0,85,NA,NA
90492,Cornell University-Endowed Colleges,2004-2005,Football,634401,1524654,-890253,634401,1524654,-890253,NA,NA,0,102,NA,224349,0,NA,NA,0,1524654,NA,NA,NA,1524654,0,634401,NA,NA,NA,634401,224349,0,224349,NA,NA,NA,224349,0,102,NA,NA
90543,Dixie State College Of Utah,2004-2005,Football,31565,152435,-120870,31565,152435,-120870,NA,NA,0,85,NA,56231,0,NA,NA,0,152435,NA,NA,NA,152435,0,31565,NA,NA,NA,31565,56231,0,56231,NA,NA,NA,56231,0,85,NA,NA
90563,Eastern Washington University,2004-2005,Football,1227123,2147783,-920660,1227123,2147783,-920660,NA,NA,0,82,NA,402601,0,NA,NA,0,2147783,NA,NA,NA,2147783,0,1227123,NA,NA,NA,1227123,402601,0,402601,NA,NA,NA,402601,0,82,NA,NA
90598,Emory And Henry College,2004-2005,Football,359950,359950,0,359950,359950,0,NA,NA,0,90,NA,67461,0,NA,NA,0,359950,NA,NA,NA,359950,0,359950,NA,NA,NA,359950,67461,0,67461,NA,NA,NA,67461,0,90,NA,NA
90621,Fairleigh Dickinson University-College At Florham,2004-2005,Football,203157,203155,2,203157,203155,2,NA,NA,0,103,NA,100536,0,NA,NA,0,203155,NA,NA,NA,203155,0,203157,NA,NA,NA,203157,100536,0,100536,NA,NA,NA,100536,0,103,NA,NA
90643,Fairmont State University,2004-2005,Football,430377,451575,-21198,430377,451575,-21198,NA,NA,0,123,NA,108911,0,NA,NA,0,451575,NA,NA,NA,451575,0,430377,NA,NA,NA,430377,108911,0,108911,NA,NA,NA,108911,0,123,NA,NA
90665,Ferrum College,2004-2005,Football,141884,232759,-90875,141884,232759,-90875,NA,NA,0,107,NA,68201,0,NA,NA,0,232759,NA,NA,NA,232759,0,141884,NA,NA,NA,141884,68201,0,68201,NA,NA,NA,68201,0,107,NA,NA
90715,Glenville State College,2004-2005,Football,219521,332900,-113379,219521,332900,-113379,NA,NA,0,89,NA,14330,0,NA,NA,0,332900,NA,NA,NA,332900,0,219521,NA,NA,NA,219521,14330,0,14330,NA,NA,NA,14330,0,89,NA,NA
90763,Hampton University,2004-2005,Football,1247143,2183121,-935978,1247143,2183121,-935978,NA,NA,0,71,NA,276405,0,NA,NA,0,2183121,NA,NA,NA,2183121,0,1247143,NA,NA,NA,1247143,276405,0,276405,NA,NA,NA,276405,0,71,NA,NA
90772,Hardin-Simmons University,2004-2005,Football,162000,148161,13839,162000,148161,13839,NA,NA,0,147,NA,1.00E+05,0,NA,NA,0,148161,NA,NA,NA,148161,0,162000,NA,NA,NA,162000,100000,0,1.00E+05,NA,NA,NA,100000,0,147,NA,NA
90780,Hibbing Community College-A Technical And Community Coll,2004-2005,Football,38685,31245,7440,38685,31245,7440,NA,NA,0,69,NA,19764,0,NA,NA,0,31245,NA,NA,NA,31245,0,38685,NA,NA,NA,38685,19764,0,19764,NA,NA,NA,19764,0,69,NA,NA
90821,Howard Payne University,2004-2005,Football,404938,473173,-68235,404938,473173,-68235,NA,NA,0,118,NA,117518,0,NA,NA,0,473173,NA,NA,NA,473173,0,404938,NA,NA,NA,404938,117518,0,117518,NA,NA,NA,117518,0,118,NA,NA
90858,James Madison University,2004-2005,Football,2913120,2820034,93086,2913120,2820034,93086,NA,NA,0,107,NA,407843,0,NA,NA,0,2820034,NA,NA,NA,2820034,0,2913120,NA,NA,NA,2913120,407843,0,407843,NA,NA,NA,407843,0,107,NA,NA
90885,Kilgore College,2004-2005,Football,43003,374865,-331862,43003,374865,-331862,NA,NA,0,81,NA,96437,0,NA,NA,0,374865,NA,NA,NA,374865,0,43003,NA,NA,NA,43003,96437,0,96437,NA,NA,NA,96437,0,81,NA,NA
90888,Lakeland College,2004-2005,Football,144748,115167,29581,144748,115167,29581,NA,NA,0,111,NA,49098,0,NA,NA,0,115167,NA,NA,NA,115167,0,144748,NA,NA,NA,144748,49098,0,49098,NA,NA,NA,49098,0,111,NA,NA
90916,Lawrence University,2004-2005,Football,192046,192046,0,192046,192046,0,NA,NA,0,54,NA,39125,0,NA,NA,0,192046,NA,NA,NA,192046,0,192046,NA,NA,NA,192046,39125,0,39125,NA,NA,NA,39125,0,54,NA,NA
90944,Liberty University,2004-2005,Football,2889767,3041978,-152211,2889767,3041978,-152211,NA,NA,0,113,NA,710809,0,NA,NA,0,3041978,NA,NA,NA,3041978,0,2889767,NA,NA,NA,2889767,710809,0,710809,NA,NA,NA,710809,0,113,NA,NA
91001,Los Angeles Southwest College,2004-2005,Football,56172,56172,0,56172,56172,0,NA,NA,0,67,NA,40000,0,NA,NA,0,56172,NA,NA,NA,56172,0,56172,NA,NA,NA,56172,40000,0,40000,NA,NA,NA,40000,0,67,NA,NA
91052,Maranatha Baptist Bible College Inc,2004-2005,Football,41096,36410,4686,41096,36410,4686,NA,NA,0,51,NA,19326,0,NA,NA,0,36410,NA,NA,NA,36410,0,41096,NA,NA,NA,41096,19326,0,19326,NA,NA,NA,19326,0,51,NA,NA
91074,Marshall University,2004-2005,Football,5422949,4992762,430187,5422949,4992762,430187,NA,NA,0,119,NA,1143828,0,NA,NA,0,4992762,NA,NA,NA,4992762,0,5422949,NA,NA,NA,5422949,1143828,0,1143828,NA,NA,NA,1143828,0,119,NA,NA
