"","PlayerName","PlayerTrueName","League","TeamName3","Season","Position","Comment","StartDate","EndDate","Source","Season.Type"
"779","Anderson","Anderson, Ryan","NBA","ORL","2010 playoffs",3.99,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"785","Weaver","Weaver, Kyle","NBA","OKC","2010 playoffs",1.5,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"786","Westbrook","Westbrook, Russell","NBA","OKC","2010 playoffs",1.03,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"787","White","White, D.J.","NBA","OKC","2010 playoffs",4.01,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"790","Dragic","Dragic, Goran","NBA","PHX","2010 playoffs",1.01,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"791","Lopez","Lopez, Robin","NBA","PHX","2010 playoffs",5,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"793","Hill","Hill, George","NBA","SAS","2010 playoffs",1.01,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"802","Hairston","Hairston, Malik","NBA","SAS","2010 playoffs",2.51,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"806","Teague","Teague, Jeff","NBA","ATL","2010 playoffs",1,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"808","Brown","Brown, Derrick","NBA","CHA","2010 playoffs",3.01,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"809","Henderson","Henderson, Gerald","NBA","CHA","2010 playoffs",1.99,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"811","Gibson","Gibson, Taj","NBA","CHI","2010 playoffs",4.01,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"812","Johnson","Johnson, James","NBA","CHI","2010 playoffs",3.98,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"813","Green","Green, Danny","NBA","CLE","2010 playoffs",2.5,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"814","Beaubois","Beaubois, Rodrigue","NBA","DAL","2010 playoffs",1.01,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"816","Lawson","Lawson, Ty","NBA","DEN","2010 playoffs",1,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"835","Ilyasova","Ilyasova, Ersan","NBA","MIL","2010 playoffs",4,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"836","Jennings","Jennings, Brandon","NBA","MIL","2010 playoffs",1,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"846","Harden","Harden, James","NBA","OKC","2010 playoffs",2,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"847","Ibaka","Ibaka, Serge","NBA","OKC","2010 playoffs",4.49,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"848","Mullens","Mullens, Byron","NBA","OKC","2010 playoffs",4.99,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"850","Clark","Clark, Earl","NBA","PHX","2010 playoffs",3,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"851","Griffin","Griffin, Taylor","NBA","PHX","2010 playoffs",3.5,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"852","Cunningham","Cunningham, Dante","NBA","POR","2010 playoffs",4.49,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"853","Mills","Mills, Patrick","NBA","POR","2010 playoffs",0.99,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"854","Pendergraph","Pendergraph, Jeff","NBA","POR","2010 playoffs",4.02,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"858","Blair","Blair, DeJuan","NBA","SAS","2010 playoffs",4.02,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"861","Matthews","Matthews, Wes","NBA","UTA","2010 playoffs",2.5,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"862","Maynor","Maynor, Eric","NBA","OKC","2010 playoffs",0.98,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"865","Gaines","Gaines, Sundiata","NBA","UTA","2010 playoffs",0.97,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"868","Temple","Temple, Garrett","NBA","SAS","2010 playoffs",1.5,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"871","Jeffers","Jeffers, Othyus","NBA","UTA","2010 playoffs",2.01,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
"873","Lafayette","Lafayette, Oliver","NBA","BOS","2010 playoffs",1.48,"SeasonStart","2010-04-16","2010-07-01","Basketball Value","Playoffs"
