Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Conservation and Renewable Natural Resources,'03.0000',33,25,8,32,24,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Education,'13.0000',313,35,278,290,30,260,11,1,10,2,1,1,1,0,1,4,1,3,1,1,0,4,1,3
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Engineering,'14.0000',275,245,30,199,181,18,16,10,6,9,9,0,32,30,2,1,1,0,1,0,1,17,14,3
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Engineering-Related Technologies,'15.0000',37,37,0,35,35,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,English Language and Literature/Letters,'23.0000',177,45,132,159,42,117,15,1,14,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Foreign Languages and Literatures,'16.0000',29,8,21,26,7,19,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Health Professions and Related Sciences,'51.0000',58,15,43,47,10,37,4,1,3,3,0,3,4,4,0,0,0,0,0,0,0,0,0,0
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Home Economics,'19.0000',50,3,47,43,2,41,4,0,4,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Law and Legal Studies,'22.0000',11,4,7,9,3,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',343,177,166,304,158,146,25,8,17,7,5,2,1,0,1,0,0,0,0,0,0,6,6,0
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Marketing Opers./Market. and Distribution,'08.0000',35,0,35,30,0,30,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Mathematics,'27.0000',27,14,13,22,14,8,3,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Philosophy and Religion,'38.0000',16,12,4,14,11,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Physical Sciences,'40.0000',15,8,7,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Protective Services,'43.0000',66,40,26,55,34,21,10,5,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Psychology,'42.0000',214,53,161,189,46,143,15,3,12,3,1,2,5,2,3,1,1,0,0,0,0,1,0,1
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Public Administration and Services,'44.0000',2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Social Sciences and History,'45.0000',320,180,140,275,156,119,21,8,13,10,8,2,4,2,2,0,0,0,2,1,1,8,5,3
1991-1992,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Visual and Performing Arts,'50.0000',85,34,51,79,30,49,4,2,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
1991-1992,147767,Northwestern University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',14,5,9,9,4,5,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1991-1992,147767,Northwestern University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',69,36,33,37,16,21,3,0,3,2,2,0,25,17,8,0,0,0,0,0,0,2,1,1
1991-1992,147767,Northwestern University,Bachelor's degree,Business Management and Admin. Services,'52.0000',29,9,20,24,8,16,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
1991-1992,147767,Northwestern University,Bachelor's degree,Communications,'09.0000',201,66,135,168,61,107,17,4,13,3,0,3,12,1,11,1,0,1,0,0,0,0,0,0
1991-1992,147767,Northwestern University,Bachelor's degree,Computer and Information Sciences,'11.0000',38,32,6,26,22,4,3,2,1,0,0,0,5,5,0,0,0,0,0,0,0,4,3,1
1991-1992,147767,Northwestern University,Bachelor's degree,Education,'13.0000',28,8,20,25,6,19,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1991-1992,147767,Northwestern University,Bachelor's degree,Engineering,'14.0000',257,195,62,169,133,36,21,11,10,3,2,1,42,33,9,1,1,0,0,0,0,21,15,6
1991-1992,147767,Northwestern University,Bachelor's degree,English Language and Literature/Letters,'23.0000',235,93,142,204,83,121,10,4,6,1,1,0,18,5,13,0,0,0,0,0,0,2,0,2
1991-1992,147767,Northwestern University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',34,10,24,30,8,22,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1991-1992,147767,Northwestern University,Bachelor's degree,Health Professions and Related Sciences,'51.0000',31,7,24,19,6,13,1,0,1,0,0,0,11,1,10,0,0,0,0,0,0,0,0,0
1991-1992,147767,Northwestern University,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,147767,Northwestern University,Bachelor's degree,Mathematics,'27.0000',32,19,13,24,15,9,3,2,1,0,0,0,4,2,2,1,0,1,0,0,0,0,0,0
1991-1992,147767,Northwestern University,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',16,8,8,14,8,6,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1991-1992,147767,Northwestern University,Bachelor's degree,Philosophy and Religion,'38.0000',41,26,15,35,23,12,2,1,1,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0
1991-1992,147767,Northwestern University,Bachelor's degree,Physical Sciences,'40.0000',37,24,13,24,17,7,1,0,1,1,1,0,11,6,5,0,0,0,0,0,0,0,0,0
1991-1992,147767,Northwestern University,Bachelor's degree,Psychology,'42.0000',90,26,64,62,17,45,8,2,6,3,1,2,17,6,11,0,0,0,0,0,0,0,0,0
1991-1992,147767,Northwestern University,Bachelor's degree,Public Administration and Services,'44.0000',72,23,49,51,18,33,14,5,9,2,0,2,5,0,5,0,0,0,0,0,0,0,0,0
1991-1992,147767,Northwestern University,Bachelor's degree,Social Sciences and History,'45.0000',547,307,240,433,249,184,35,15,20,10,6,4,52,27,25,0,0,0,0,0,0,17,10,7
1991-1992,147767,Northwestern University,Bachelor's degree,Theological Studies/Religious Vocations,'39.0000',2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,147767,Northwestern University,Bachelor's degree,Visual and Performing Arts,'50.0000',181,71,110,165,62,103,5,3,2,3,2,1,6,2,4,0,0,0,0,0,0,2,2,0
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Agricultural Business and Production,'01.0000',56,43,13,50,39,11,2,1,1,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Agricultural Sciences,'02.0000',186,117,69,183,116,67,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Architecture and Related Programs,'04.0000',122,103,19,108,91,17,3,3,0,0,0,0,4,3,1,0,0,0,5,5,0,2,1,1
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',16,3,13,9,2,7,4,1,3,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',203,118,85,169,102,67,0,0,0,6,4,2,24,12,12,0,0,0,2,0,2,2,0,2
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Business Management and Admin. Services,'52.0000',1175,788,387,1024,701,323,38,18,20,12,10,2,30,15,15,0,0,0,31,20,11,40,24,16
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Communications,'09.0000',644,263,381,590,244,346,31,9,22,3,2,1,6,2,4,0,0,0,12,4,8,2,2,0
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Computer and Information Sciences,'11.0000',128,111,17,98,89,9,3,2,1,2,1,1,7,4,3,1,1,0,4,4,0,13,10,3
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Conservation and Renewable Natural Resources,'03.0000',57,39,18,55,38,17,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Education,'13.0000',680,181,499,620,160,460,22,9,13,5,2,3,4,1,3,0,0,0,26,9,17,2,0,2
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Engineering,'14.0000',551,497,54,457,412,45,9,7,2,8,7,1,20,18,2,1,1,0,14,14,0,42,38,4
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Engineering-Related Technologies,'15.0000',7,6,1,6,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,English Language and Literature/Letters,'23.0000',263,99,164,248,97,151,5,1,4,1,0,1,4,2,2,0,0,0,10,1,9,0,0,0
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Foreign Languages and Literatures,'16.0000',104,34,70,86,27,59,0,0,0,5,1,4,7,3,4,0,0,0,3,2,1,3,1,2
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Health Professions and Related Sciences,'51.0000',586,128,458,522,107,415,27,9,18,3,0,3,20,5,15,1,0,1,6,3,3,7,4,3
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Home Economics,'19.0000',333,45,288,299,40,259,14,2,12,3,0,3,9,1,8,0,0,0,8,2,6,0,0,0
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Marketing Opers./Market. and Distribution,'08.0000',364,211,153,334,193,141,5,3,2,2,1,1,14,7,7,0,0,0,4,3,1,5,4,1
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Mathematics,'27.0000',58,40,18,48,35,13,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0,4,3,1
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',11,4,7,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',43,24,19,42,24,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Philosophy and Religion,'38.0000',22,14,8,20,13,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Physical Sciences,'40.0000',64,48,16,57,42,15,1,0,1,0,0,0,2,2,0,0,0,0,2,2,0,2,2,0
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Psychology,'42.0000',322,83,239,285,75,210,14,0,14,3,1,2,7,2,5,0,0,0,11,4,7,2,1,1
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Public Administration and Services,'44.0000',82,8,74,72,6,66,9,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Social Sciences and History,'45.0000',701,436,265,605,384,221,39,15,24,9,6,3,17,13,4,3,1,2,24,16,8,4,1,3
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Transportation and Material Moving Workers,'49.0000',110,100,10,94,86,8,4,3,1,2,2,0,3,2,1,0,0,0,5,5,0,2,2,0
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Visual and Performing Arts,'50.0000',237,125,112,213,115,98,7,2,5,4,1,3,4,1,3,0,0,0,6,3,3,3,3,0
1991-1992,204796,Ohio State University-Main Campus,Bachelor's degree,Vocational Home Economics,'20.0000',89,47,42,81,42,39,1,1,0,0,0,0,1,0,1,0,0,0,2,2,0,4,2,2
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agricultural Business and Production,'01.0000',62,41,21,57,36,21,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agricultural Sciences,'02.0000',121,91,30,110,82,28,1,0,1,0,0,0,1,1,0,9,8,1,0,0,0,0,0,0
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Architecture and Related Programs,'04.0000',27,18,9,24,15,9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',70,40,30,63,36,27,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,4,3,1
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Business Management and Admin. Services,'52.0000',807,446,361,697,386,311,12,4,8,2,1,1,14,12,2,26,16,10,0,0,0,56,27,29
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Communications,'09.0000',134,56,78,122,49,73,2,2,0,1,0,1,2,1,1,5,3,2,0,0,0,2,1,1
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Computer and Information Sciences,'11.0000',32,24,8,23,17,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,6,2
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Conservation and Renewable Natural Resources,'03.0000',7,5,2,6,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Education,'13.0000',413,115,298,386,108,278,3,2,1,5,1,4,0,0,0,15,3,12,0,0,0,4,1,3
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering,'14.0000',192,163,29,140,118,22,5,3,2,4,4,0,7,6,1,4,3,1,0,0,0,32,29,3
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering-Related Technologies,'15.0000',102,98,4,78,75,3,4,4,0,0,0,0,7,6,1,1,1,0,0,0,0,12,12,0
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,English Language and Literature/Letters,'23.0000',65,16,49,61,13,48,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Foreign Languages and Literatures,'16.0000',21,7,14,16,5,11,1,0,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Health Professions and Related Sciences,'51.0000',31,1,30,30,1,29,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Home Economics,'19.0000',151,5,146,141,4,137,2,0,2,1,0,1,0,0,0,6,1,5,0,0,0,1,0,1
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',6,3,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Mathematics,'27.0000',26,12,14,21,9,12,2,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Philosophy and Religion,'38.0000',2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Physical Sciences,'40.0000',21,13,8,19,11,8,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Protective Services,'43.0000',27,25,2,24,23,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Psychology,'42.0000',70,22,48,64,22,42,2,0,2,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Social Sciences and History,'45.0000',224,110,114,195,91,104,13,10,3,1,1,0,2,0,2,5,4,1,0,0,0,8,4,4
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Transportation and Material Moving Workers,'49.0000',35,34,1,31,31,0,0,0,0,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0
1991-1992,207388,Oklahoma State University-Main Campus,Bachelor's degree,Visual and Performing Arts,'50.0000',46,13,33,42,12,30,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1
1991-1992,209542,Oregon State University,Bachelor's degree,Agricultural Business and Production,'01.0000',68,51,17,49,34,15,0,0,0,0,0,0,1,0,1,1,1,0,16,15,1,1,1,0
1991-1992,209542,Oregon State University,Bachelor's degree,Agricultural Sciences,'02.0000',88,54,34,64,41,23,0,0,0,0,0,0,1,1,0,0,0,0,14,7,7,9,5,4
1991-1992,209542,Oregon State University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
1991-1992,209542,Oregon State University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',138,60,78,107,49,58,1,0,1,1,0,1,11,4,7,1,0,1,10,4,6,7,3,4
1991-1992,209542,Oregon State University,Bachelor's degree,Business Management and Admin. Services,'52.0000',534,322,212,398,246,152,1,0,1,8,5,3,21,10,11,9,3,6,49,28,21,48,30,18
1991-1992,209542,Oregon State University,Bachelor's degree,Communications,'09.0000',39,19,20,36,18,18,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1
1991-1992,209542,Oregon State University,Bachelor's degree,Computer and Information Sciences,'11.0000',88,74,14,44,40,4,1,1,0,2,2,0,12,11,1,1,1,0,10,8,2,18,11,7
1991-1992,209542,Oregon State University,Bachelor's degree,Conservation and Renewable Natural Resources,'03.0000',101,75,26,76,55,21,0,0,0,1,1,0,2,1,1,1,1,0,15,14,1,6,3,3
1991-1992,209542,Oregon State University,Bachelor's degree,Education,'13.0000',84,38,46,69,31,38,3,2,1,1,0,1,2,0,2,2,0,2,5,5,0,2,0,2
1991-1992,209542,Oregon State University,Bachelor's degree,Engineering,'14.0000',346,300,46,238,205,33,0,0,0,4,3,1,28,23,5,3,3,0,37,34,3,36,32,4
1991-1992,209542,Oregon State University,Bachelor's degree,English Language and Literature/Letters,'23.0000',235,114,121,192,88,104,9,9,0,0,0,0,6,2,4,3,1,2,20,13,7,5,1,4
1991-1992,209542,Oregon State University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',24,6,18,19,6,13,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,1,0,1
1991-1992,209542,Oregon State University,Bachelor's degree,Health Professions and Related Sciences,'51.0000',142,51,91,104,35,69,2,1,1,4,2,2,10,1,9,3,2,1,13,8,5,6,2,4
1991-1992,209542,Oregon State University,Bachelor's degree,Home Economics,'19.0000',157,17,140,124,12,112,0,0,0,2,0,2,10,3,7,4,1,3,13,1,12,4,0,4
1991-1992,209542,Oregon State University,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',150,40,110,109,26,83,5,1,4,4,2,2,15,3,12,3,0,3,11,6,5,3,2,1
1991-1992,209542,Oregon State University,Bachelor's degree,Marketing Opers./Market. and Distribution,'08.0000',51,2,49,43,2,41,0,0,0,0,0,0,5,0,5,1,0,1,2,0,2,0,0,0
1991-1992,209542,Oregon State University,Bachelor's degree,Mathematics,'27.0000',32,19,13,25,15,10,0,0,0,0,0,0,3,2,1,0,0,0,2,1,1,2,1,1
1991-1992,209542,Oregon State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',89,51,38,71,39,32,0,0,0,1,1,0,4,2,2,1,1,0,10,6,4,2,2,0
1991-1992,209542,Oregon State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',31,21,10,23,14,9,1,1,0,0,0,0,0,0,0,1,1,0,5,4,1,1,1,0
1991-1992,209542,Oregon State University,Bachelor's degree,Philosophy and Religion,'38.0000',10,6,4,8,5,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
1991-1992,209542,Oregon State University,Bachelor's degree,Physical Sciences,'40.0000',33,22,11,26,18,8,0,0,0,1,0,1,2,2,0,0,0,0,4,2,2,0,0,0
1991-1992,209542,Oregon State University,Bachelor's degree,Psychology,'42.0000',109,42,67,95,36,59,2,0,2,1,1,0,2,2,0,0,0,0,6,2,4,3,1,2
1991-1992,209542,Oregon State University,Bachelor's degree,Science Technologies,'41.0000',2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1991-1992,209542,Oregon State University,Bachelor's degree,Social Sciences and History,'45.0000',316,215,101,217,145,72,7,5,2,8,5,3,16,9,7,7,5,2,44,31,13,17,15,2
1991-1992,209542,Oregon State University,Bachelor's degree,Visual and Performing Arts,'50.0000',57,24,33,40,18,22,0,0,0,1,0,1,4,1,3,0,0,0,5,2,3,7,3,4
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Agricultural Sciences,'02.0000',68,27,41,57,25,32,5,1,4,4,0,4,1,1,0,0,0,0,1,0,1,0,0,0
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Architecture and Related Programs,'04.0000',72,51,21,67,50,17,0,0,0,2,1,1,2,0,2,0,0,0,1,0,1,0,0,0
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',70,20,50,27,8,19,29,7,22,8,3,5,3,1,2,0,0,0,1,0,1,2,1,1
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',351,172,179,232,125,107,15,4,11,19,11,8,64,24,40,2,1,1,12,6,6,7,1,6
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Business Management and Admin. Services,'52.0000',411,167,244,315,129,186,32,14,18,17,6,11,33,9,24,1,0,1,7,3,4,6,6,0
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Communications,'09.0000',395,127,268,323,104,219,26,6,20,21,6,15,15,7,8,1,0,1,7,4,3,2,0,2
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Computer and Information Sciences,'11.0000',139,106,33,89,74,15,4,2,2,5,4,1,23,15,8,0,0,0,8,3,5,10,8,2
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Conservation and Renewable Natural Resources,'03.0000',137,65,72,120,60,60,3,0,3,10,3,7,2,1,1,1,1,0,0,0,0,1,0,1
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Education,'13.0000',76,23,53,68,22,46,4,1,3,1,0,1,2,0,2,0,0,0,1,0,1,0,0,0
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Engineering,'14.0000',443,364,79,305,252,53,20,13,7,12,11,1,73,60,13,0,0,0,8,7,1,25,21,4
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,English Language and Literature/Letters,'23.0000',476,142,334,378,119,259,44,9,35,18,4,14,21,7,14,1,0,1,12,3,9,2,0,2
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Foreign Languages and Literatures,'16.0000',139,40,99,81,25,56,8,2,6,42,10,32,5,2,3,0,0,0,3,1,2,0,0,0
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Health Professions and Related Sciences,'51.0000',211,56,155,151,42,109,20,3,17,13,3,10,20,6,14,0,0,0,4,1,3,3,1,2
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Home Economics,'19.0000',22,2,20,17,1,16,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,2,0,2
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Mathematics,'27.0000',79,35,44,65,29,36,1,0,1,1,1,0,8,3,5,0,0,0,3,2,1,1,0,1
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',9,2,7,5,1,4,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,1,0,1
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Philosophy and Religion,'38.0000',43,20,23,34,14,20,4,2,2,1,1,0,4,3,1,0,0,0,0,0,0,0,0,0
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Physical Sciences,'40.0000',87,59,28,64,45,19,5,2,3,2,1,1,9,5,4,0,0,0,3,2,1,4,4,0
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Protective Services,'43.0000',93,53,40,62,38,24,26,11,15,3,2,1,1,1,0,0,0,0,1,1,0,0,0,0
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Psychology,'42.0000',451,108,343,354,83,271,36,6,30,30,10,20,23,8,15,0,0,0,6,1,5,2,0,2
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Public Administration and Services,'44.0000',17,1,16,9,1,8,6,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Social Sciences and History,'45.0000',1268,696,572,948,555,393,118,48,70,66,30,36,91,42,49,2,1,1,26,12,14,17,8,9
1991-1992,186380,Rutgers University-New Brunswick,Bachelor's degree,Visual and Performing Arts,'50.0000',175,56,119,143,41,102,12,8,4,4,3,1,7,0,7,0,0,0,4,3,1,5,1,4
1991-1992,122755,San Jose State University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',81,37,44,51,19,32,2,1,1,5,3,2,14,8,6,0,0,0,6,5,1,3,1,2
1991-1992,122755,San Jose State University,Bachelor's degree,Business Management and Admin. Services,'52.0000',1014,484,530,519,270,249,21,5,16,65,28,37,283,112,171,4,2,2,57,34,23,65,33,32
1991-1992,122755,San Jose State University,Bachelor's degree,Communications,'09.0000',298,131,167,197,85,112,12,4,8,19,9,10,31,14,17,1,1,0,33,17,16,5,1,4
1991-1992,122755,San Jose State University,Bachelor's degree,Computer and Information Sciences,'11.0000',108,76,32,29,22,7,1,1,0,2,1,1,46,34,12,0,0,0,4,2,2,26,16,10
1991-1992,122755,San Jose State University,Bachelor's degree,Conservation and Renewable Natural Resources,'03.0000',36,13,23,24,10,14,0,0,0,4,1,3,4,1,3,0,0,0,2,0,2,2,1,1
1991-1992,122755,San Jose State University,Bachelor's degree,Education,'13.0000',173,33,140,127,27,100,1,0,1,12,4,8,16,0,16,1,0,1,15,2,13,1,0,1
