Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1991-1992,122755,San Jose State University,Bachelor's degree,Engineering,'14.0000',379,321,58,151,127,24,4,3,1,13,12,1,175,148,27,4,4,0,26,23,3,6,4,2
1991-1992,122755,San Jose State University,Bachelor's degree,Engineering-Related Technologies,'15.0000',192,171,21,89,73,16,9,9,0,19,19,0,54,50,4,1,1,0,15,15,0,5,4,1
1991-1992,122755,San Jose State University,Bachelor's degree,English Language and Literature/Letters,'23.0000',149,41,108,107,26,81,2,1,1,8,3,5,7,4,3,0,0,0,23,7,16,2,0,2
1991-1992,122755,San Jose State University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',24,12,12,13,8,5,1,1,0,4,1,3,4,2,2,0,0,0,2,0,2,0,0,0
1991-1992,122755,San Jose State University,Bachelor's degree,Health Professions and Related Sciences,'51.0000',252,22,230,155,11,144,9,2,7,13,2,11,47,3,44,2,0,2,23,4,19,3,0,3
1991-1992,122755,San Jose State University,Bachelor's degree,Home Economics,'19.0000',17,0,17,12,0,12,1,0,1,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0
1991-1992,122755,San Jose State University,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',150,20,130,103,12,91,3,0,3,17,2,15,15,3,12,1,1,0,11,2,9,0,0,0
1991-1992,122755,San Jose State University,Bachelor's degree,Mathematics,'27.0000',35,24,11,23,15,8,0,0,0,3,3,0,6,4,2,0,0,0,3,2,1,0,0,0
1991-1992,122755,San Jose State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',16,1,15,9,0,9,1,0,1,0,0,0,0,0,0,0,0,0,4,1,3,2,0,2
1991-1992,122755,San Jose State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',28,6,22,22,3,19,2,1,1,2,2,0,1,0,1,0,0,0,0,0,0,1,0,1
1991-1992,122755,San Jose State University,Bachelor's degree,Philosophy and Religion,'38.0000',16,8,8,10,3,7,0,0,0,0,0,0,2,1,1,0,0,0,4,4,0,0,0,0
1991-1992,122755,San Jose State University,Bachelor's degree,Physical Sciences,'40.0000',60,41,19,31,21,10,3,2,1,2,2,0,15,11,4,0,0,0,8,4,4,1,1,0
1991-1992,122755,San Jose State University,Bachelor's degree,Protective Services,'43.0000',104,68,36,60,36,24,8,5,3,14,10,4,9,6,3,2,2,0,11,9,2,0,0,0
1991-1992,122755,San Jose State University,Bachelor's degree,Psychology,'42.0000',207,48,159,146,32,114,9,1,8,22,8,14,17,7,10,0,0,0,11,0,11,2,0,2
1991-1992,122755,San Jose State University,Bachelor's degree,Public Administration and Services,'44.0000',35,9,26,14,4,10,4,1,3,6,2,4,9,2,7,0,0,0,2,0,2,0,0,0
1991-1992,122755,San Jose State University,Bachelor's degree,Social Sciences and History,'45.0000',350,173,177,218,101,117,27,18,9,28,16,12,27,7,20,2,2,0,40,24,16,8,5,3
1991-1992,122755,San Jose State University,Bachelor's degree,Visual and Performing Arts,'50.0000',288,99,189,189,57,132,4,3,1,15,6,9,37,18,19,3,2,1,36,12,24,4,1,3
1991-1992,228246,Southern Methodist University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',14,6,8,12,5,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,228246,Southern Methodist University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',38,22,16,24,13,11,2,0,2,3,2,1,8,6,2,0,0,0,0,0,0,1,1,0
1991-1992,228246,Southern Methodist University,Bachelor's degree,Business Management and Admin. Services,'52.0000',328,184,144,289,161,128,5,3,2,7,4,3,16,8,8,0,0,0,0,0,0,11,8,3
1991-1992,228246,Southern Methodist University,Bachelor's degree,Communications,'09.0000',211,46,165,190,39,151,5,2,3,10,4,6,4,1,3,0,0,0,0,0,0,2,0,2
1991-1992,228246,Southern Methodist University,Bachelor's degree,Computer and Information Sciences,'11.0000',9,9,0,5,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0
1991-1992,228246,Southern Methodist University,Bachelor's degree,Education,'13.0000',19,3,16,18,3,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,228246,Southern Methodist University,Bachelor's degree,Engineering,'14.0000',51,39,12,40,28,12,2,2,0,2,2,0,4,4,0,0,0,0,0,0,0,3,3,0
1991-1992,228246,Southern Methodist University,Bachelor's degree,English Language and Literature/Letters,'23.0000',59,21,38,54,20,34,2,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0
1991-1992,228246,Southern Methodist University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',27,6,21,20,5,15,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,1,0,1
1991-1992,228246,Southern Methodist University,Bachelor's degree,Health Professions and Related Sciences,'51.0000',2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,228246,Southern Methodist University,Bachelor's degree,Mathematics,'27.0000',8,6,2,5,4,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0
1991-1992,228246,Southern Methodist University,Bachelor's degree,Philosophy and Religion,'38.0000',20,14,6,18,12,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1991-1992,228246,Southern Methodist University,Bachelor's degree,Physical Sciences,'40.0000',15,10,5,13,10,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1991-1992,228246,Southern Methodist University,Bachelor's degree,Protective Services,'43.0000',5,2,3,4,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,228246,Southern Methodist University,Bachelor's degree,Psychology,'42.0000',88,22,66,77,19,58,1,0,1,6,1,5,3,1,2,0,0,0,0,0,0,1,1,0
1991-1992,228246,Southern Methodist University,Bachelor's degree,Social Sciences and History,'45.0000',299,173,126,262,152,110,7,4,3,17,10,7,9,4,5,1,1,0,0,0,0,3,2,1
1991-1992,228246,Southern Methodist University,Bachelor's degree,Visual and Performing Arts,'50.0000',102,39,63,91,31,60,4,3,1,6,4,2,0,0,0,0,0,0,0,0,0,1,1,0
1991-1992,243744,Stanford University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',50,20,30,28,12,16,6,3,3,6,3,3,8,2,6,1,0,1,0,0,0,1,0,1
1991-1992,243744,Stanford University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',168,90,78,78,46,32,14,6,8,11,4,7,58,31,27,0,0,0,1,1,0,6,2,4
1991-1992,243744,Stanford University,Bachelor's degree,Communications,'09.0000',28,14,14,18,11,7,2,1,1,4,2,2,4,0,4,0,0,0,0,0,0,0,0,0
1991-1992,243744,Stanford University,Bachelor's degree,Computer and Information Sciences,'11.0000',68,57,11,54,46,8,1,0,1,4,3,1,5,5,0,1,1,0,0,0,0,3,2,1
1991-1992,243744,Stanford University,Bachelor's degree,Engineering,'14.0000',253,186,67,135,108,27,26,18,8,18,15,3,55,33,22,2,1,1,0,0,0,17,11,6
1991-1992,243744,Stanford University,Bachelor's degree,English Language and Literature/Letters,'23.0000',104,45,59,77,41,36,8,1,7,9,2,7,10,1,9,0,0,0,0,0,0,0,0,0
1991-1992,243744,Stanford University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',49,25,24,35,20,15,3,0,3,7,3,4,3,1,2,1,1,0,0,0,0,0,0,0
1991-1992,243744,Stanford University,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',27,8,19,21,3,18,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,2,2,0
1991-1992,243744,Stanford University,Bachelor's degree,Mathematics,'27.0000',14,9,5,6,5,1,1,1,0,1,0,1,4,2,2,0,0,0,0,0,0,2,1,1
1991-1992,243744,Stanford University,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',157,55,102,102,37,65,14,5,9,15,5,10,23,8,15,2,0,2,0,0,0,1,0,1
1991-1992,243744,Stanford University,Bachelor's degree,Philosophy and Religion,'38.0000',25,18,7,16,12,4,1,1,0,1,0,1,5,4,1,0,0,0,1,1,0,1,0,1
1991-1992,243744,Stanford University,Bachelor's degree,Physical Sciences,'40.0000',57,43,14,40,30,10,1,1,0,5,3,2,10,8,2,0,0,0,0,0,0,1,1,0
1991-1992,243744,Stanford University,Bachelor's degree,Psychology,'42.0000',94,25,69,56,17,39,12,2,10,11,3,8,9,1,8,1,1,0,1,0,1,4,1,3
1991-1992,243744,Stanford University,Bachelor's degree,Public Administration and Services,'44.0000',27,17,10,18,11,7,4,3,1,3,3,0,1,0,1,0,0,0,0,0,0,1,0,1
1991-1992,243744,Stanford University,Bachelor's degree,Social Sciences and History,'45.0000',511,297,214,334,203,131,42,22,20,56,36,20,59,24,35,4,1,3,3,2,1,13,9,4
1991-1992,243744,Stanford University,Bachelor's degree,Visual and Performing Arts,'50.0000',37,13,24,27,11,16,1,0,1,4,0,4,2,0,2,0,0,0,2,1,1,1,1,0
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Agricultural Business and Production,'01.0000',224,163,61,207,152,55,6,3,3,5,5,0,2,1,1,1,0,1,0,0,0,3,2,1
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Agricultural Sciences,'02.0000',413,270,143,373,243,130,4,2,2,22,14,8,2,1,1,0,0,0,0,0,0,12,10,2
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Architecture and Related Programs,'04.0000',206,153,53,164,120,44,1,1,0,31,26,5,6,4,2,3,2,1,0,0,0,1,0,1
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',310,143,167,228,112,116,15,6,9,44,16,28,20,7,13,0,0,0,0,0,0,3,2,1
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Business Management and Admin. Services,'52.0000',1370,698,672,1226,637,589,28,9,19,76,38,38,22,10,12,2,0,2,0,0,0,16,4,12
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Communications,'09.0000',220,64,156,196,58,138,6,1,5,15,3,12,1,1,0,1,0,1,0,0,0,1,1,0
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Computer and Information Sciences,'11.0000',128,107,21,113,97,16,2,0,2,3,2,1,4,4,0,0,0,0,0,0,0,6,4,2
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Conservation and Renewable Natural Resources,'03.0000',22,15,7,22,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Education,'13.0000',120,16,104,110,15,95,3,0,3,5,0,5,2,1,1,0,0,0,0,0,0,0,0,0
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Engineering,'14.0000',921,741,180,728,591,137,13,6,7,67,50,17,69,60,9,0,0,0,0,0,0,44,34,10
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Engineering-Related Technologies,'15.0000',206,193,13,173,161,12,7,7,0,16,15,1,6,6,0,1,1,0,0,0,0,3,3,0
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,English Language and Literature/Letters,'23.0000',407,104,303,374,96,278,7,3,4,20,3,17,4,2,2,1,0,1,0,0,0,1,0,1
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Foreign Languages and Literatures,'16.0000',42,7,35,33,6,27,2,0,2,6,1,5,1,0,1,0,0,0,0,0,0,0,0,0
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Health Professions and Related Sciences,'51.0000',56,30,26,53,30,23,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Home Economics,'19.0000',29,4,25,26,4,22,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Marketing Opers./Market. and Distribution,'08.0000',162,141,21,148,134,14,3,2,1,8,3,5,3,2,1,0,0,0,0,0,0,0,0,0
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Mathematics,'27.0000',41,19,22,36,15,21,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',405,105,300,364,88,276,5,3,2,29,10,19,3,2,1,2,0,2,0,0,0,2,2,0
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',265,144,121,247,132,115,8,7,1,4,2,2,2,2,0,3,0,3,0,0,0,1,1,0
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Philosophy and Religion,'38.0000',12,10,2,9,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Physical Sciences,'40.0000',121,81,40,109,77,32,3,0,3,4,2,2,3,2,1,0,0,0,0,0,0,2,0,2
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Psychology,'42.0000',392,104,288,336,90,246,15,5,10,38,9,29,3,0,3,0,0,0,0,0,0,0,0,0
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Social Sciences and History,'45.0000',844,493,351,729,425,304,35,19,16,63,37,26,12,10,2,0,0,0,0,0,0,5,2,3
1991-1992,228723,Texas A & M University-College Station,Bachelor's degree,Visual and Performing Arts,'50.0000',13,5,8,10,3,7,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,100751,The University of Alabama,Bachelor's degree,Architecture and Related Programs,'04.0000',4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,100751,The University of Alabama,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',8,2,6,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,100751,The University of Alabama,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',91,54,37,78,51,27,9,2,7,0,0,0,1,0,1,2,1,1,0,0,0,1,0,1
1991-1992,100751,The University of Alabama,Bachelor's degree,Business Management and Admin. Services,'52.0000',802,485,317,712,434,278,59,31,28,5,4,1,1,1,0,1,0,1,1,0,1,23,15,8
1991-1992,100751,The University of Alabama,Bachelor's degree,Communications,'09.0000',322,139,183,297,125,172,18,10,8,3,2,1,1,1,0,0,0,0,0,0,0,3,1,2
1991-1992,100751,The University of Alabama,Bachelor's degree,Computer and Information Sciences,'11.0000',18,14,4,17,14,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,100751,The University of Alabama,Bachelor's degree,Education,'13.0000',343,59,284,320,54,266,14,3,11,2,0,2,1,0,1,0,0,0,0,0,0,6,2,4
1991-1992,100751,The University of Alabama,Bachelor's degree,Engineering,'14.0000',262,211,51,178,142,36,25,12,13,3,3,0,2,2,0,1,1,0,3,3,0,50,48,2
1991-1992,100751,The University of Alabama,Bachelor's degree,Engineering-Related Technologies,'15.0000',28,27,1,21,21,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,100751,The University of Alabama,Bachelor's degree,English Language and Literature/Letters,'23.0000',116,43,73,104,39,65,11,4,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,100751,The University of Alabama,Bachelor's degree,Foreign Languages and Literatures,'16.0000',22,10,12,17,9,8,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
1991-1992,100751,The University of Alabama,Bachelor's degree,Health Professions and Related Sciences,'51.0000',130,25,105,109,23,86,18,2,16,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
1991-1992,100751,The University of Alabama,Bachelor's degree,Home Economics,'19.0000',141,18,123,133,16,117,5,1,4,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1
1991-1992,100751,The University of Alabama,Bachelor's degree,Law and Legal Studies,'22.0000',6,1,5,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,100751,The University of Alabama,Bachelor's degree,Mathematics,'27.0000',15,4,11,7,3,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
1991-1992,100751,The University of Alabama,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',108,56,52,105,54,51,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,100751,The University of Alabama,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',5,2,3,4,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,100751,The University of Alabama,Bachelor's degree,Philosophy and Religion,'38.0000',5,5,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,100751,The University of Alabama,Bachelor's degree,Physical Sciences,'40.0000',18,12,6,18,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,100751,The University of Alabama,Bachelor's degree,Protective Services,'43.0000',68,47,21,49,36,13,19,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,100751,The University of Alabama,Bachelor's degree,Psychology,'42.0000',116,32,84,105,30,75,8,0,8,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1
1991-1992,100751,The University of Alabama,Bachelor's degree,Public Administration and Services,'44.0000',34,3,31,28,3,25,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,100751,The University of Alabama,Bachelor's degree,Social Sciences and History,'45.0000',210,139,71,190,129,61,12,6,6,2,1,1,2,1,1,0,0,0,0,0,0,4,2,2
1991-1992,100751,The University of Alabama,Bachelor's degree,Visual and Performing Arts,'50.0000',85,13,72,82,10,72,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Architecture and Related Programs,'04.0000',66,46,20,46,34,12,1,0,1,8,3,5,8,6,2,1,1,0,0,0,0,2,2,0
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',78,33,45,64,28,36,1,0,1,9,3,6,3,2,1,0,0,0,0,0,0,1,0,1
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',358,210,148,222,125,97,10,8,2,60,35,25,60,38,22,0,0,0,0,0,0,6,4,2
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Business Management and Admin. Services,'52.0000',1546,876,670,1189,685,504,21,11,10,118,62,56,121,56,65,4,2,2,0,0,0,93,60,33
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Communications,'09.0000',700,288,412,567,241,326,26,1,25,66,28,38,23,12,11,1,0,1,0,0,0,17,6,11
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Computer and Information Sciences,'11.0000',149,112,37,94,68,26,1,1,0,6,2,4,17,13,4,0,0,0,0,0,0,31,28,3
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Education,'13.0000',25,5,20,18,3,15,1,0,1,4,2,2,2,0,2,0,0,0,0,0,0,0,0,0
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Engineering,'14.0000',691,592,99,392,340,52,20,12,8,61,48,13,109,92,17,1,1,0,0,0,0,108,99,9
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,English Language and Literature/Letters,'23.0000',519,180,339,446,162,284,21,5,16,39,10,29,10,2,8,1,0,1,0,0,0,2,1,1
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Foreign Languages and Literatures,'16.0000',187,72,115,149,58,91,3,2,1,26,7,19,3,1,2,0,0,0,0,0,0,6,4,2
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Health Professions and Related Sciences,'51.0000',347,66,281,249,43,206,9,3,6,54,14,40,24,3,21,0,0,0,0,0,0,11,3,8
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Home Economics,'19.0000',78,5,73,62,3,59,3,1,2,8,1,7,4,0,4,0,0,0,0,0,0,1,0,1
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',159,77,82,123,62,61,6,2,4,16,8,8,14,5,9,0,0,0,0,0,0,0,0,0
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Mathematics,'27.0000',111,63,48,80,47,33,3,0,3,12,5,7,5,3,2,0,0,0,0,0,0,11,8,3
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',242,16,226,209,9,200,5,2,3,23,5,18,3,0,3,1,0,1,0,0,0,1,0,1
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',69,36,33,59,33,26,1,0,1,7,2,5,1,0,1,0,0,0,0,0,0,1,1,0
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Philosophy and Religion,'38.0000',36,22,14,30,21,9,4,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Physical Sciences,'40.0000',103,70,33,82,57,25,1,0,1,7,4,3,6,4,2,0,0,0,0,0,0,7,5,2
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Psychology,'42.0000',503,148,355,411,122,289,15,2,13,58,19,39,17,5,12,2,0,2,0,0,0,0,0,0
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Public Administration and Services,'44.0000',65,10,55,54,7,47,1,0,1,8,2,6,1,0,1,1,1,0,0,0,0,0,0,0
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Social Sciences and History,'45.0000',1281,777,504,981,618,363,57,30,27,157,77,80,50,30,20,2,1,1,0,0,0,34,21,13
1991-1992,228778,The University of Texas at Austin,Bachelor's degree,Visual and Performing Arts,'50.0000',353,122,231,282,91,191,5,3,2,31,18,13,21,7,14,0,0,0,0,0,0,14,3,11
1991-1992,134130,University of Florida,Bachelor's degree,Agricultural Business and Production,'01.0000',87,63,24,49,40,9,24,11,13,3,2,1,2,1,1,0,0,0,1,1,0,8,8,0
1991-1992,134130,University of Florida,Bachelor's degree,Agricultural Sciences,'02.0000',101,52,49,75,37,38,5,1,4,6,4,2,5,3,2,1,1,0,1,0,1,8,6,2
1991-1992,134130,University of Florida,Bachelor's degree,Architecture and Related Programs,'04.0000',119,76,43,91,63,28,1,0,1,15,7,8,8,4,4,1,1,0,0,0,0,3,1,2
1991-1992,134130,University of Florida,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',24,15,9,20,14,6,0,0,0,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0
1991-1992,134130,University of Florida,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',147,88,59,102,66,36,10,2,8,8,6,2,20,11,9,1,0,1,0,0,0,6,3,3
1991-1992,134130,University of Florida,Bachelor's degree,Business Management and Admin. Services,'52.0000',1034,622,412,898,547,351,39,12,27,47,31,16,26,17,9,2,1,1,0,0,0,22,14,8
1991-1992,134130,University of Florida,Bachelor's degree,Communications,'09.0000',584,201,383,497,178,319,36,8,28,37,12,25,9,1,8,0,0,0,1,0,1,4,2,2
1991-1992,134130,University of Florida,Bachelor's degree,Computer and Information Sciences,'11.0000',82,66,16,67,56,11,2,1,1,4,1,3,5,5,0,0,0,0,0,0,0,4,3,1
1991-1992,134130,University of Florida,Bachelor's degree,Conservation and Renewable Natural Resources,'03.0000',27,13,14,27,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,134130,University of Florida,Bachelor's degree,Education,'13.0000',449,108,341,406,95,311,19,5,14,16,5,11,5,1,4,0,0,0,0,0,0,3,2,1
1991-1992,134130,University of Florida,Bachelor's degree,Engineering,'14.0000',531,455,76,403,336,67,23,19,4,54,51,3,33,30,3,0,0,0,0,0,0,25,25,0
1991-1992,134130,University of Florida,Bachelor's degree,Engineering-Related Technologies,'15.0000',139,131,8,119,112,7,1,1,0,5,5,0,4,4,0,1,1,0,0,0,0,2,2,0
1991-1992,134130,University of Florida,Bachelor's degree,English Language and Literature/Letters,'23.0000',297,83,214,279,83,196,13,1,12,16,6,10,5,0,5,0,0,0,0,0,0,0,0,0
1991-1992,134130,University of Florida,Bachelor's degree,Foreign Languages and Literatures,'16.0000',59,23,36,49,21,28,0,0,0,8,1,7,1,1,0,1,0,1,0,0,0,0,0,0
1991-1992,134130,University of Florida,Bachelor's degree,Health Professions and Related Sciences,'51.0000',331,57,274,281,52,229,24,2,22,8,1,7,15,2,13,1,0,1,0,0,0,2,0,2
1991-1992,134130,University of Florida,Bachelor's degree,Home Economics,'19.0000',4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1991-1992,134130,University of Florida,Bachelor's degree,Mathematics,'27.0000',61,30,31,50,27,23,4,2,2,2,0,2,3,1,2,1,0,1,0,0,0,1,0,1
1991-1992,134130,University of Florida,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',42,22,20,36,18,18,1,0,1,2,2,0,3,2,1,0,0,0,0,0,0,0,0,0
1991-1992,134130,University of Florida,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',123,38,85,111,37,74,10,1,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,134130,University of Florida,Bachelor's degree,Philosophy and Religion,'38.0000',11,6,5,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,134130,University of Florida,Bachelor's degree,Physical Sciences,'40.0000',50,43,7,43,38,5,1,0,1,2,2,0,2,2,0,0,0,0,0,0,0,2,1,1
1991-1992,134130,University of Florida,Bachelor's degree,Protective Services,'43.0000',116,67,49,100,60,40,10,3,7,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0
1991-1992,134130,University of Florida,Bachelor's degree,Psychology,'42.0000',276,75,201,230,65,165,13,1,12,23,7,16,9,2,7,0,0,0,0,0,0,1,0,1
1991-1992,134130,University of Florida,Bachelor's degree,Social Sciences and History,'45.0000',630,360,270,540,311,229,37,16,21,36,23,13,9,4,5,0,0,0,1,0,1,7,6,1
1991-1992,134130,University of Florida,Bachelor's degree,Visual and Performing Arts,'50.0000',135,40,95,125,36,89,4,2,2,3,2,1,2,0,2,0,0,0,0,0,0,1,0,1
1991-1992,139959,University of Georgia,Bachelor's degree,Agricultural Business and Production,'01.0000',74,62,12,57,57,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1991-1992,139959,University of Georgia,Bachelor's degree,Agricultural Sciences,'02.0000',67,35,32,61,33,28,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2
1991-1992,139959,University of Georgia,Bachelor's degree,Architecture and Related Programs,'04.0000',64,53,11,61,51,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1991-1992,139959,University of Georgia,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-1992,139959,University of Georgia,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',168,94,74,170,96,74,8,5,3,1,0,1,7,5,2,0,0,0,0,0,0,4,2,2
1991-1992,139959,University of Georgia,Bachelor's degree,Business Management and Admin. Services,'52.0000',1034,599,435,945,554,391,51,27,24,8,1,7,15,10,5,1,1,0,0,0,0,14,6,8
1991-1992,139959,University of Georgia,Bachelor's degree,Communications,'09.0000',323,89,234,303,84,219,12,3,9,2,0,2,3,2,1,0,0,0,0,0,0,3,0,3
