Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Philosophy and Religion,'38.0000',15,10,5,14,9,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Physical Sciences,'40.0000',26,19,7,21,15,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Protective Services,'43.0000',55,39,16,43,32,11,11,6,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Psychology,'42.0000',232,63,169,205,57,148,20,6,14,4,0,4,2,0,2,0,0,0,1,0,1,0,0,0
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Public Administration and Services,'44.0000',2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Social Sciences and History,'45.0000',343,185,158,311,171,140,26,11,15,1,1,0,2,1,1,0,0,0,0,0,0,3,1,2
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Visual and Performing Arts,'50.0000',106,45,61,96,40,56,4,4,0,3,0,3,0,0,0,1,1,0,0,0,0,2,0,2
1992-1993,147767,Northwestern University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',17,6,11,15,5,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,147767,Northwestern University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',66,31,35,37,18,19,0,0,0,1,0,1,27,13,14,0,0,0,0,0,0,1,0,1
1992-1993,147767,Northwestern University,Bachelor's degree,Business Management and Admin. Services,'52.0000',46,19,27,33,14,19,10,5,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
1992-1993,147767,Northwestern University,Bachelor's degree,Communications,'09.0000',234,83,151,191,71,120,23,4,19,6,3,3,14,5,9,0,0,0,0,0,0,0,0,0
1992-1993,147767,Northwestern University,Bachelor's degree,Computer and Information Sciences,'11.0000',37,31,6,32,27,5,1,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0
1992-1993,147767,Northwestern University,Bachelor's degree,Education,'13.0000',48,18,30,35,16,19,8,2,6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0
1992-1993,147767,Northwestern University,Bachelor's degree,Engineering,'14.0000',275,193,82,172,125,47,25,11,14,3,3,0,52,39,13,0,0,0,0,0,0,23,15,8
1992-1993,147767,Northwestern University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',47,15,32,38,12,26,3,2,1,1,0,1,5,1,4,0,0,0,0,0,0,0,0,0
1992-1993,147767,Northwestern University,Bachelor's degree,Health Professions and Related Sciences,'51.0000',46,14,32,27,9,18,3,1,2,2,0,2,13,3,10,0,0,0,1,1,0,0,0,0
1992-1993,147767,Northwestern University,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,147767,Northwestern University,Bachelor's degree,Mathematics,'27.0000',22,15,7,16,11,5,1,1,0,0,0,0,4,3,1,0,0,0,0,0,0,1,0,1
1992-1993,147767,Northwestern University,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',28,16,12,25,13,12,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
1992-1993,147767,Northwestern University,Bachelor's degree,Philosophy and Religion,'38.0000',30,20,10,29,20,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1992-1993,147767,Northwestern University,Bachelor's degree,Physical Sciences,'40.0000',42,31,11,29,22,7,1,0,1,0,0,0,9,7,2,0,0,0,0,0,0,3,2,1
1992-1993,147767,Northwestern University,Bachelor's degree,Psychology,'42.0000',102,32,70,77,23,54,8,2,6,1,0,1,16,7,9,0,0,0,0,0,0,0,0,0
1992-1993,147767,Northwestern University,Bachelor's degree,Social Sciences and History,'45.0000',544,305,239,423,246,177,37,16,21,10,8,2,58,25,33,4,3,1,1,0,1,11,7,4
1992-1993,147767,Northwestern University,Bachelor's degree,Visual and Performing Arts,'50.0000',180,64,116,156,54,102,7,2,5,1,0,1,12,7,5,1,0,1,1,1,0,2,0,2
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Agricultural Business and Production,'01.0000',70,50,20,67,48,19,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Agricultural Sciences,'02.0000',209,137,72,198,129,69,4,1,3,2,2,0,1,1,0,0,0,0,3,3,0,1,1,0
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Architecture and Related Programs,'04.0000',139,102,37,117,87,30,4,3,1,6,5,1,3,2,1,0,0,0,1,1,0,8,4,4
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',19,2,17,14,1,13,1,1,0,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',236,122,114,191,104,87,11,2,9,5,3,2,26,11,15,0,0,0,0,0,0,3,2,1
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Business Management and Admin. Services,'52.0000',1221,753,468,1049,666,383,35,17,18,13,6,7,43,22,21,1,1,0,27,18,9,52,23,29
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Communications,'09.0000',678,236,442,612,219,393,44,10,34,4,0,4,3,1,2,2,1,1,9,4,5,4,1,3
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Computer and Information Sciences,'11.0000',177,147,30,119,103,16,5,3,2,4,4,0,20,16,4,0,0,0,6,3,3,23,18,5
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',95,60,35,92,57,35,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Education,'13.0000',722,217,505,666,197,469,18,6,12,3,1,2,6,3,3,1,0,1,24,8,16,4,2,2
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Engineering,'14.0000',625,529,96,542,466,76,13,5,8,5,3,2,23,16,7,0,0,0,8,7,1,34,32,2
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Engineering-Related Technologies,'15.0000',21,20,1,21,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Foreign Languages and Literatures,'16.0000',113,36,77,103,34,69,2,0,2,3,1,2,0,0,0,3,0,3,1,1,0,1,0,1
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Health Professions and Related Sciences,'51.0000',589,112,477,532,100,432,22,2,20,2,1,1,16,2,14,0,0,0,9,5,4,8,2,6
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Home Economics,'19.0000',360,60,300,330,54,276,11,2,9,7,1,6,0,0,0,4,2,2,3,0,3,5,1,4
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Marketing Opers./Market. and Distribution,'08.0000',331,200,131,284,177,107,15,6,9,6,4,2,4,3,1,0,0,0,12,6,6,10,4,6
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Mathematics,'27.0000',56,39,17,43,32,11,4,2,2,1,1,0,2,1,1,0,0,0,1,1,0,6,2,4
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',9,6,3,7,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',16,9,7,16,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Philosophy and Religion,'38.0000',25,18,7,24,17,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Physical Sciences,'40.0000',62,50,12,51,41,10,1,0,1,0,0,0,7,6,1,0,0,0,2,2,0,1,1,0
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Psychology,'42.0000',374,96,278,329,83,246,26,6,20,1,0,1,8,3,5,0,0,0,8,4,4,2,0,2
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Public Administration and Services,'44.0000',86,15,71,72,10,62,4,2,2,0,0,0,0,0,0,0,0,0,10,3,7,0,0,0
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Social Sciences and History,'45.0000',811,487,324,709,436,273,42,17,25,12,6,6,25,16,9,2,0,2,11,7,4,10,5,5
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Transportation and Material Moving Workers,'49.0000',108,94,14,100,88,12,5,4,1,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Visual and Performing Arts,'50.0000',294,132,162,259,117,142,5,3,2,6,2,4,6,1,5,1,1,0,10,4,6,7,4,3
1992-1993,204796,Ohio State University-Main Campus,Bachelor's degree,Vocational Home Economics,'20.0000',74,40,34,64,35,29,4,3,1,2,2,0,1,0,1,0,0,0,2,0,2,1,0,1
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agricultural Business and Production,'01.0000',74,54,20,67,48,19,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,2,1,1
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agricultural Sciences,'02.0000',131,89,42,123,83,40,1,0,1,0,0,0,0,0,0,4,4,0,0,0,0,3,2,1
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Architecture and Related Programs,'04.0000',36,32,4,31,28,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',94,67,27,87,63,24,1,1,0,0,0,0,3,0,3,1,1,0,0,0,0,2,2,0
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Business Management and Admin. Services,'52.0000',756,403,353,642,354,288,17,8,9,13,8,5,13,7,6,28,9,19,0,0,0,43,17,26
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Communications,'09.0000',107,37,70,99,32,67,4,3,1,1,0,1,0,0,0,2,2,0,0,0,0,1,0,1
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Computer and Information Sciences,'11.0000',35,27,8,26,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',17,15,2,15,13,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Education,'13.0000',352,92,260,331,87,244,1,0,1,2,0,2,0,0,0,15,5,10,0,0,0,3,0,3
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering,'14.0000',225,194,31,159,138,21,1,0,1,2,2,0,11,8,3,4,3,1,0,0,0,48,43,5
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering-Related Technologies,'15.0000',110,104,6,87,83,4,6,5,1,1,1,0,5,5,0,2,2,0,0,0,0,9,8,1
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Foreign Languages and Literatures,'16.0000',20,4,16,16,3,13,2,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Health Professions and Related Sciences,'51.0000',54,3,51,49,2,47,1,0,1,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Home Economics,'19.0000',141,5,136,134,5,129,0,0,0,1,0,1,1,0,1,3,0,3,0,0,0,2,0,2
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',6,3,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Mathematics,'27.0000',23,10,13,20,9,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',46,17,29,41,16,25,1,0,1,0,0,0,0,0,0,3,1,2,0,0,0,1,0,1
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Philosophy and Religion,'38.0000',7,6,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Physical Sciences,'40.0000',16,12,4,15,11,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Protective Services,'43.0000',28,26,2,25,23,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Psychology,'42.0000',83,19,64,79,18,61,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Social Sciences and History,'45.0000',194,95,99,169,84,85,17,7,10,5,2,3,0,0,0,2,1,1,0,0,0,1,1,0
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Transportation and Material Moving Workers,'49.0000',46,42,4,41,39,2,1,1,0,1,1,0,2,1,1,1,0,1,0,0,0,0,0,0
1992-1993,207388,Oklahoma State University-Main Campus,Bachelor's degree,Visual and Performing Arts,'50.0000',30,16,14,28,15,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
1992-1993,209542,Oregon State University,Bachelor's degree,Agricultural Business and Production,'01.0000',50,34,16,37,26,11,0,0,0,3,1,2,0,0,0,4,4,0,5,2,3,1,1,0
1992-1993,209542,Oregon State University,Bachelor's degree,Agricultural Sciences,'02.0000',84,44,40,70,37,33,1,1,0,1,1,0,1,1,0,3,1,2,3,2,1,5,1,4
1992-1993,209542,Oregon State University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1992-1993,209542,Oregon State University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',131,62,69,105,43,62,0,0,0,4,3,1,10,5,5,2,2,0,6,5,1,4,4,0
1992-1993,209542,Oregon State University,Bachelor's degree,Business Management and Admin. Services,'52.0000',438,267,171,307,187,120,5,2,3,11,7,4,24,13,11,12,9,3,32,25,7,47,24,23
1992-1993,209542,Oregon State University,Bachelor's degree,Communications,'09.0000',25,17,8,16,12,4,0,0,0,1,1,0,0,0,0,1,1,0,6,2,4,1,1,0
1992-1993,209542,Oregon State University,Bachelor's degree,Computer and Information Sciences,'11.0000',70,62,8,48,43,5,0,0,0,0,0,0,6,6,0,2,1,1,5,5,0,9,7,2
1992-1993,209542,Oregon State University,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',100,77,23,90,68,22,0,0,0,1,1,0,1,1,0,2,2,0,5,4,1,1,1,0
1992-1993,209542,Oregon State University,Bachelor's degree,Education,'13.0000',87,44,43,71,34,37,1,1,0,0,0,0,4,3,1,2,1,1,7,4,3,2,1,1
1992-1993,209542,Oregon State University,Bachelor's degree,Engineering,'14.0000',337,307,30,226,205,21,1,1,0,3,2,1,33,29,4,4,4,0,32,31,1,38,35,3
1992-1993,209542,Oregon State University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',19,9,10,13,5,8,1,1,0,2,1,1,0,0,0,0,0,0,2,1,1,1,1,0
1992-1993,209542,Oregon State University,Bachelor's degree,Health Professions and Related Sciences,'51.0000',155,70,85,122,57,65,1,1,0,0,0,0,15,5,10,3,2,1,9,3,6,5,2,3
1992-1993,209542,Oregon State University,Bachelor's degree,Home Economics,'19.0000',153,9,144,125,6,119,3,0,3,2,1,1,6,1,5,1,0,1,12,1,11,4,0,4
1992-1993,209542,Oregon State University,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',148,57,91,120,47,73,4,3,1,2,0,2,6,4,2,3,1,2,10,1,9,3,1,2
1992-1993,209542,Oregon State University,Bachelor's degree,Marketing Opers./Market. and Distribution,'08.0000',39,1,38,31,1,30,0,0,0,0,0,0,4,0,4,2,0,2,2,0,2,0,0,0
1992-1993,209542,Oregon State University,Bachelor's degree,Mathematics,'27.0000',20,14,6,7,3,4,1,1,0,0,0,0,5,3,2,0,0,0,3,3,0,4,4,0
1992-1993,209542,Oregon State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',76,43,33,61,33,28,1,0,1,3,3,0,1,1,0,0,0,0,9,5,4,1,1,0
1992-1993,209542,Oregon State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',23,9,14,20,8,12,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0
1992-1993,209542,Oregon State University,Bachelor's degree,Philosophy and Religion,'38.0000',8,4,4,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1992-1993,209542,Oregon State University,Bachelor's degree,Physical Sciences,'40.0000',41,35,6,23,20,3,1,1,0,0,0,0,2,1,1,4,4,0,5,5,0,6,4,2
1992-1993,209542,Oregon State University,Bachelor's degree,Psychology,'42.0000',107,37,70,86,28,58,4,2,2,5,2,3,6,3,3,1,0,1,4,2,2,1,0,1
1992-1993,209542,Oregon State University,Bachelor's degree,Science Technologies,'41.0000',4,4,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1992-1993,209542,Oregon State University,Bachelor's degree,Social Sciences and History,'45.0000',351,206,145,271,156,115,4,2,2,5,3,2,15,9,6,4,4,0,37,22,15,15,10,5
1992-1993,209542,Oregon State University,Bachelor's degree,Visual and Performing Arts,'50.0000',51,23,28,42,20,22,0,0,0,1,0,1,3,0,3,0,0,0,4,2,2,1,1,0
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Agricultural Sciences,'02.0000',50,18,32,39,12,27,2,1,1,0,0,0,7,4,3,0,0,0,0,0,0,2,1,1
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Architecture and Related Programs,'04.0000',70,55,15,62,48,14,2,1,1,3,3,0,2,2,0,0,0,0,1,1,0,0,0,0
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',100,24,76,54,13,41,31,7,24,7,3,4,6,1,5,0,0,0,1,0,1,1,0,1
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',344,143,201,214,88,126,25,8,17,12,6,6,74,35,39,0,0,0,10,5,5,9,1,8
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Business Management and Admin. Services,'52.0000',417,205,212,309,158,151,26,9,17,15,8,7,48,18,30,0,0,0,7,5,2,12,7,5
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Communications,'09.0000',374,105,269,279,88,191,49,8,41,19,6,13,14,2,12,0,0,0,8,0,8,5,1,4
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Computer and Information Sciences,'11.0000',139,106,33,83,68,15,6,5,1,5,4,1,29,18,11,0,0,0,1,1,0,15,10,5
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',162,93,69,142,83,59,6,2,4,5,2,3,9,6,3,0,0,0,0,0,0,0,0,0
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Education,'13.0000',94,30,64,81,27,54,3,0,3,7,2,5,3,1,2,0,0,0,0,0,0,0,0,0
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Engineering,'14.0000',427,358,69,276,242,34,7,4,3,12,7,5,85,67,18,0,0,0,11,6,5,36,32,4
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Foreign Languages and Literatures,'16.0000',127,27,100,72,19,53,7,0,7,30,6,24,9,2,7,0,0,0,5,0,5,4,0,4
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Health Professions and Related Sciences,'51.0000',209,53,156,144,38,106,21,3,18,11,3,8,27,8,19,0,0,0,1,0,1,5,1,4
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Home Economics,'19.0000',1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Mathematics,'27.0000',92,47,45,73,39,34,0,0,0,3,2,1,14,6,8,0,0,0,1,0,1,1,0,1
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',15,8,7,8,5,3,0,0,0,2,1,1,3,1,2,0,0,0,1,1,0,1,0,1
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Philosophy and Religion,'38.0000',46,31,15,38,26,12,3,1,2,1,1,0,3,2,1,0,0,0,0,0,0,1,1,0
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Physical Sciences,'40.0000',97,70,27,75,56,19,4,2,2,2,2,0,12,8,4,0,0,0,0,0,0,4,2,2
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Protective Services,'43.0000',107,64,43,64,47,17,23,4,19,10,7,3,5,4,1,0,0,0,5,2,3,0,0,0
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Psychology,'42.0000',502,110,392,389,89,300,36,3,33,34,8,26,34,8,26,1,1,0,6,0,6,2,1,1
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Public Administration and Services,'44.0000',18,5,13,11,2,9,2,1,1,3,1,2,1,1,0,0,0,0,1,0,1,0,0,0
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Social Sciences and History,'45.0000',1216,678,538,883,511,372,107,45,62,67,35,32,103,52,51,4,2,2,32,20,12,20,13,7
1992-1993,186380,Rutgers University-New Brunswick,Bachelor's degree,Visual and Performing Arts,'50.0000',182,48,134,145,36,109,13,5,8,7,2,5,10,1,9,0,0,0,4,3,1,3,1,2
1992-1993,122755,San Jose State University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1992-1993,122755,San Jose State University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',92,37,55,56,24,32,4,2,2,2,1,1,22,7,15,0,0,0,4,2,2,4,1,3
1992-1993,122755,San Jose State University,Bachelor's degree,Business Management and Admin. Services,'52.0000',1035,462,573,485,237,248,35,11,24,74,45,29,301,114,187,6,3,3,79,38,41,55,14,41
1992-1993,122755,San Jose State University,Bachelor's degree,Communications,'09.0000',296,128,168,191,89,102,8,4,4,26,10,16,36,11,25,6,2,4,25,11,14,4,1,3
1992-1993,122755,San Jose State University,Bachelor's degree,Computer and Information Sciences,'11.0000',110,63,47,29,17,12,1,1,0,1,0,1,42,22,20,0,0,0,5,4,1,32,19,13
1992-1993,122755,San Jose State University,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',55,28,27,42,22,20,1,1,0,3,0,3,3,2,1,0,0,0,6,3,3,0,0,0
1992-1993,122755,San Jose State University,Bachelor's degree,Education,'13.0000',193,39,154,140,31,109,2,1,1,15,2,13,22,5,17,1,0,1,13,0,13,0,0,0
1992-1993,122755,San Jose State University,Bachelor's degree,Engineering,'14.0000',419,360,59,132,118,14,5,5,0,13,9,4,217,188,29,2,1,1,42,33,9,8,6,2
1992-1993,122755,San Jose State University,Bachelor's degree,Engineering-Related Technologies,'15.0000',216,188,28,106,92,14,8,8,0,12,11,1,69,59,10,0,0,0,17,14,3,4,4,0
1992-1993,122755,San Jose State University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',27,9,18,11,2,9,1,0,1,5,2,3,3,2,1,1,1,0,5,2,3,1,0,1
1992-1993,122755,San Jose State University,Bachelor's degree,Health Professions and Related Sciences,'51.0000',304,37,267,179,21,158,8,2,6,16,2,14,74,6,68,3,1,2,21,5,16,3,0,3
1992-1993,122755,San Jose State University,Bachelor's degree,Home Economics,'19.0000',19,5,14,7,1,6,0,0,0,2,0,2,4,2,2,0,0,0,4,2,2,2,0,2
1992-1993,122755,San Jose State University,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',139,17,122,88,7,81,4,0,4,20,5,15,12,1,11,1,0,1,14,4,10,0,0,0
1992-1993,122755,San Jose State University,Bachelor's degree,Mathematics,'27.0000',36,22,14,18,12,6,1,0,1,2,2,0,9,4,5,0,0,0,5,3,2,1,1,0
1992-1993,122755,San Jose State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',19,4,15,13,2,11,0,0,0,4,2,2,2,0,2,0,0,0,0,0,0,0,0,0
1992-1993,122755,San Jose State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',32,11,21,24,7,17,1,1,0,0,0,0,4,3,1,0,0,0,3,0,3,0,0,0
1992-1993,122755,San Jose State University,Bachelor's degree,Philosophy and Religion,'38.0000',9,5,4,5,2,3,0,0,0,2,2,0,0,0,0,1,0,1,1,1,0,0,0,0
1992-1993,122755,San Jose State University,Bachelor's degree,Physical Sciences,'40.0000',50,36,14,24,22,2,0,0,0,3,3,0,11,5,6,1,1,0,6,3,3,5,2,3
1992-1993,122755,San Jose State University,Bachelor's degree,Protective Services,'43.0000',123,71,52,56,33,23,9,2,7,25,12,13,17,12,5,2,2,0,13,9,4,1,1,0
1992-1993,122755,San Jose State University,Bachelor's degree,Psychology,'42.0000',255,64,191,161,44,117,9,3,6,24,4,20,28,9,19,4,0,4,28,4,24,1,0,1
1992-1993,122755,San Jose State University,Bachelor's degree,Public Administration and Services,'44.0000',36,9,27,12,2,10,3,0,3,9,2,7,9,3,6,1,1,0,2,1,1,0,0,0
1992-1993,122755,San Jose State University,Bachelor's degree,Social Sciences and History,'45.0000',392,188,204,242,111,131,23,10,13,39,17,22,32,18,14,2,0,2,45,27,18,9,5,4
1992-1993,122755,San Jose State University,Bachelor's degree,Visual and Performing Arts,'50.0000',348,124,224,210,71,139,6,2,4,26,13,13,72,29,43,1,0,1,24,7,17,9,2,7
1992-1993,228246,Southern Methodist University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',12,6,6,9,3,6,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,228246,Southern Methodist University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',30,18,12,25,15,10,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,1,0,1
