Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Major,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2005-2006,152080,University of Notre Dame,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,55,23,32,41,18,23,1,1,0,9,2,7,3,2,1,0,0,0,0,0,0,1,0,1
2005-2006,152080,University of Notre Dame,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,152080,University of Notre Dame,Philosophy and religious studies.,'38',Bachelor's degree,First major,47,34,13,39,29,10,1,0,1,5,4,1,0,0,0,1,1,0,0,0,0,1,0,1
2005-2006,152080,University of Notre Dame,Theology and religious vocations.,'39',Bachelor's degree,First major,28,16,12,23,13,10,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,152080,University of Notre Dame,Architecture and related services.,'04',Bachelor's degree,First major,58,30,28,41,24,17,3,2,1,4,1,3,4,1,3,0,0,0,0,0,0,6,2,4
2005-2006,152080,University of Notre Dame,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,45,9,36,34,6,28,4,1,3,4,0,4,2,1,1,0,0,0,0,0,0,1,1,0
2005-2006,152080,University of Notre Dame,Education.,'13',Bachelor's degree,First major,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,152080,University of Notre Dame,English language and literature/letters.,'23',Bachelor's degree,First major,123,52,71,110,45,65,2,1,1,7,2,5,3,3,0,1,1,0,0,0,0,0,0,0
2005-2006,152080,University of Notre Dame,Psychology.,'42',Bachelor's degree,First major,122,32,90,102,24,78,4,3,1,10,3,7,1,1,0,1,1,0,0,0,0,4,0,4
2005-2006,152080,University of Notre Dame,Visual and performing arts.,'50',Bachelor's degree,First major,90,29,61,74,23,51,3,2,1,6,4,2,5,0,5,0,0,0,0,0,0,2,0,2
2005-2006,152080,University of Notre Dame,History,'54',Bachelor's degree,First major,72,40,32,62,36,26,2,0,2,6,2,4,1,1,0,0,0,0,0,0,0,1,1,0
2005-2006,152080,University of Notre Dame,Social sciences.,'45',Bachelor's degree,First major,338,173,165,266,143,123,17,9,8,26,9,17,11,6,5,3,1,2,0,0,0,15,5,10
2005-2006,152080,University of Notre Dame,Biological and biomedical sciences.,'26',Bachelor's degree,First major,99,44,55,80,34,46,2,0,2,6,4,2,8,4,4,2,2,0,0,0,0,1,0,1
2005-2006,152080,University of Notre Dame,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,543,329,214,432,269,163,17,9,8,39,18,21,23,13,10,6,5,1,0,0,0,26,15,11
2005-2006,152080,University of Notre Dame,Computer and information sciences and support services.,'11',Bachelor's degree,First major,23,21,2,22,20,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2005-2006,152080,University of Notre Dame,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,First major,40,17,23,34,13,21,0,0,0,2,1,1,3,2,1,0,0,0,0,0,0,1,1,0
2005-2006,152080,University of Notre Dame,Mathematics and statistics.,'27',Bachelor's degree,First major,36,19,17,34,18,16,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,152080,University of Notre Dame,Natural resources and conservation.,'03',Bachelor's degree,First major,13,5,8,11,5,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,152080,University of Notre Dame,Physical sciences.,'40',Bachelor's degree,First major,14,10,4,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
2005-2006,207500,University of Oklahoma Norman Campus,Architecture and related services.,'04',Bachelor's degree,First major,59,40,19,41,31,10,4,3,1,3,1,2,2,2,0,6,1,5,0,0,0,3,2,1
2005-2006,207500,University of Oklahoma Norman Campus,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,First major,280,115,165,233,105,128,21,5,16,7,1,6,5,1,4,14,3,11,0,0,0,0,0,0
2005-2006,207500,University of Oklahoma Norman Campus,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,First major,102,41,61,83,35,48,3,0,3,5,3,2,4,1,3,6,2,4,0,0,0,1,0,1
2005-2006,207500,University of Oklahoma Norman Campus,Philosophy and religious studies.,'38',Bachelor's degree,First major,47,35,12,41,30,11,1,1,0,2,2,0,1,0,1,2,2,0,0,0,0,0,0,0
2005-2006,207500,University of Oklahoma Norman Campus,Physical sciences.,'40',Bachelor's degree,First major,106,65,41,91,55,36,1,0,1,3,3,0,4,3,1,1,0,1,0,0,0,6,4,2
2005-2006,207500,University of Oklahoma Norman Campus,Social sciences.,'45',Bachelor's degree,First major,450,229,221,322,170,152,41,17,24,27,11,16,16,10,6,38,19,19,0,0,0,6,2,4
2005-2006,207500,University of Oklahoma Norman Campus,Transportation and materials moving.,'49',Bachelor's degree,First major,44,39,5,38,34,4,2,2,0,1,1,0,1,1,0,2,1,1,0,0,0,0,0,0
2005-2006,207500,University of Oklahoma Norman Campus,Visual and performing arts.,'50',Bachelor's degree,First major,224,90,134,178,72,106,9,8,1,7,2,5,7,1,6,16,5,11,0,0,0,7,2,5
2005-2006,207500,University of Oklahoma Norman Campus,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,19,9,10,5,2,3,7,4,3,0,0,0,1,1,0,6,2,4,0,0,0,0,0,0
2005-2006,207500,University of Oklahoma Norman Campus,Education.,'13',Bachelor's degree,First major,216,33,183,176,27,149,11,2,9,8,1,7,5,1,4,14,2,12,0,0,0,2,0,2
2005-2006,207500,University of Oklahoma Norman Campus,Family and consumer sciences/human sciences.,'19',Bachelor's degree,First major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,207500,University of Oklahoma Norman Campus,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,66,20,46,52,17,35,0,0,0,8,1,7,1,0,1,4,2,2,0,0,0,1,0,1
2005-2006,207500,University of Oklahoma Norman Campus,Public administration and social service professions.,'44',Bachelor's degree,First major,46,12,34,34,9,25,5,1,4,3,1,2,0,0,0,4,1,3,0,0,0,0,0,0
2005-2006,207500,University of Oklahoma Norman Campus,Security and protective services.,'43',Bachelor's degree,First major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,207500,University of Oklahoma Norman Campus,Biological and biomedical sciences.,'26',Bachelor's degree,First major,230,114,116,155,76,79,10,3,7,8,4,4,30,17,13,18,10,8,0,0,0,9,4,5
2005-2006,207500,University of Oklahoma Norman Campus,Communications technologies/technicians and support services.,'10',Bachelor's degree,First major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,207500,University of Oklahoma Norman Campus,Computer and information sciences and support services.,'11',Bachelor's degree,First major,29,26,3,20,18,2,1,1,0,2,2,0,3,2,1,3,3,0,0,0,0,0,0,0
2005-2006,207500,University of Oklahoma Norman Campus,English language and literature/letters.,'23',Bachelor's degree,First major,87,32,55,68,28,40,5,1,4,3,1,2,5,2,3,5,0,5,0,0,0,1,0,1
2005-2006,207500,University of Oklahoma Norman Campus,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,207500,University of Oklahoma Norman Campus,History,'54',Bachelor's degree,First major,67,48,19,58,42,16,2,1,1,1,0,1,2,2,0,4,3,1,0,0,0,0,0,0
2005-2006,207500,University of Oklahoma Norman Campus,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,63,20,43,47,13,34,1,0,1,4,0,4,4,2,2,6,5,1,0,0,0,1,0,1
2005-2006,207500,University of Oklahoma Norman Campus,Natural resources and conservation.,'03',Bachelor's degree,First major,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,207500,University of Oklahoma Norman Campus,Psychology.,'42',Bachelor's degree,First major,164,46,118,119,37,82,13,0,13,8,3,5,7,2,5,15,2,13,0,0,0,2,2,0
2005-2006,207500,University of Oklahoma Norman Campus,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,720,443,277,564,359,205,31,11,20,20,11,9,30,18,12,44,24,20,0,0,0,31,20,11
2005-2006,207500,University of Oklahoma Norman Campus,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,456,146,310,360,117,243,26,8,18,20,7,13,18,6,12,27,6,21,0,0,0,5,2,3
2005-2006,207500,University of Oklahoma Norman Campus,Engineering.,'14',Bachelor's degree,First major,358,290,68,240,203,37,16,9,7,13,8,5,37,32,5,21,17,4,0,0,0,31,21,10
2005-2006,207500,University of Oklahoma Norman Campus,Mathematics and statistics.,'27',Bachelor's degree,First major,39,31,8,29,24,5,2,1,1,0,0,0,6,5,1,2,1,1,0,0,0,0,0,0
2005-2006,209551,University of Oregon,Biological and biomedical sciences.,'26',Bachelor's degree,First major,119,51,68,92,45,47,0,0,0,0,0,0,12,4,8,0,0,0,9,0,9,6,2,4
2005-2006,209551,University of Oregon,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,491,303,188,359,230,129,4,2,2,10,7,3,32,15,17,1,1,0,29,18,11,56,30,26
2005-2006,209551,University of Oregon,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,First major,12,3,9,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
2005-2006,209551,University of Oregon,Philosophy and religious studies.,'38',Bachelor's degree,First major,57,38,19,42,28,14,1,1,0,1,1,0,2,1,1,0,0,0,11,7,4,0,0,0
2005-2006,209551,University of Oregon,Computer and information sciences and support services.,'11',Bachelor's degree,First major,31,28,3,25,23,2,1,1,0,0,0,0,1,0,1,0,0,0,4,4,0,0,0,0
2005-2006,209551,University of Oregon,Education.,'13',Bachelor's degree,First major,167,26,141,140,22,118,0,0,0,5,0,5,9,2,7,3,1,2,7,1,6,3,0,3
2005-2006,209551,University of Oregon,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,188,71,117,147,56,91,1,0,1,5,3,2,7,4,3,3,1,2,15,5,10,10,2,8
2005-2006,209551,University of Oregon,Natural resources and conservation.,'03',Bachelor's degree,First major,90,34,56,76,26,50,1,0,1,0,0,0,1,1,0,0,0,0,8,5,3,4,2,2
2005-2006,209551,University of Oregon,Psychology.,'42',Bachelor's degree,First major,304,92,212,241,73,168,4,2,2,7,2,5,9,3,6,6,1,5,21,9,12,16,2,14
2005-2006,209551,University of Oregon,Architecture and related services.,'04',Bachelor's degree,First major,91,51,40,72,41,31,0,0,0,1,0,1,7,5,2,0,0,0,9,3,6,2,2,0
2005-2006,209551,University of Oregon,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,41,14,27,22,8,14,4,2,2,3,0,3,7,4,3,2,0,2,1,0,1,2,0,2
2005-2006,209551,University of Oregon,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,195,75,120,140,51,89,2,1,1,10,6,4,10,5,5,0,0,0,26,11,15,7,1,6
2005-2006,209551,University of Oregon,Physical sciences.,'40',Bachelor's degree,First major,44,32,12,35,25,10,0,0,0,0,0,0,3,2,1,0,0,0,5,4,1,1,1,0
2005-2006,209551,University of Oregon,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,319,109,210,242,87,155,7,2,5,5,3,2,16,4,12,8,3,5,26,5,21,15,5,10
2005-2006,209551,University of Oregon,English language and literature/letters.,'23',Bachelor's degree,First major,139,52,87,113,43,70,2,1,1,5,4,1,6,2,4,2,0,2,10,2,8,1,0,1
2005-2006,209551,University of Oregon,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,19,3,16,16,2,14,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1
2005-2006,209551,University of Oregon,History,'54',Bachelor's degree,First major,110,61,49,88,50,38,3,1,2,2,0,2,6,2,4,1,0,1,9,7,2,1,1,0
2005-2006,209551,University of Oregon,Mathematics and statistics.,'27',Bachelor's degree,First major,50,31,19,36,21,15,3,2,1,2,1,1,1,1,0,0,0,0,5,4,1,3,2,1
2005-2006,209551,University of Oregon,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,First major,86,29,57,65,24,41,2,1,1,3,2,1,8,1,7,2,0,2,6,1,5,0,0,0
2005-2006,209551,University of Oregon,Public administration and social service professions.,'44',Bachelor's degree,First major,84,24,60,68,20,48,5,2,3,3,1,2,0,0,0,1,0,1,6,1,5,1,0,1
2005-2006,209551,University of Oregon,Social sciences.,'45',Bachelor's degree,First major,773,431,342,583,331,252,12,8,4,25,12,13,42,29,13,11,5,6,64,27,37,36,19,17
2005-2006,209551,University of Oregon,Visual and performing arts.,'50',Bachelor's degree,First major,294,136,158,210,90,120,1,1,0,9,5,4,20,14,6,2,1,1,38,20,18,14,5,9
2005-2006,218663,University of South Carolina-Columbia,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,18,6,12,6,1,5,10,5,5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
2005-2006,218663,University of South Carolina-Columbia,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,110,6,104,85,4,81,13,0,13,1,0,1,1,1,0,0,0,0,9,1,8,1,0,1
2005-2006,218663,University of South Carolina-Columbia,Physical sciences.,'40',Bachelor's degree,First major,49,18,31,35,17,18,2,0,2,1,0,1,3,0,3,0,0,0,8,1,7,0,0,0
2005-2006,218663,University of South Carolina-Columbia,Social sciences.,'45',Bachelor's degree,First major,365,183,182,257,139,118,65,24,41,5,3,2,12,5,7,2,0,2,22,11,11,2,1,1
2005-2006,218663,University of South Carolina-Columbia,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,303,85,218,245,68,177,29,10,19,0,0,0,8,3,5,0,0,0,20,4,16,1,0,1
2005-2006,218663,University of South Carolina-Columbia,Education.,'13',Bachelor's degree,First major,72,10,62,64,9,55,5,0,5,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0
2005-2006,218663,University of South Carolina-Columbia,Engineering.,'14',Bachelor's degree,First major,195,170,25,135,117,18,19,16,3,4,4,0,15,12,3,0,0,0,13,12,1,9,9,0
2005-2006,218663,University of South Carolina-Columbia,English language and literature/letters.,'23',Bachelor's degree,First major,156,44,112,116,32,84,16,2,14,3,1,2,4,1,3,0,0,0,16,8,8,1,0,1
2005-2006,218663,University of South Carolina-Columbia,Visual and performing arts.,'50',Bachelor's degree,First major,214,112,102,168,82,86,23,16,7,4,2,2,2,1,1,2,2,0,13,7,6,2,2,0
2005-2006,218663,University of South Carolina-Columbia,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,39,16,23,30,13,17,0,0,0,2,1,1,0,0,0,1,0,1,6,2,4,0,0,0
2005-2006,218663,University of South Carolina-Columbia,History,'54',Bachelor's degree,First major,138,80,58,109,67,42,11,6,5,2,0,2,1,0,1,2,1,1,13,6,7,0,0,0
2005-2006,218663,University of South Carolina-Columbia,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,First major,57,22,35,34,11,23,13,7,6,1,1,0,1,0,1,0,0,0,8,3,5,0,0,0
2005-2006,218663,University of South Carolina-Columbia,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,First major,173,86,87,136,76,60,19,1,18,0,0,0,8,3,5,0,0,0,8,5,3,2,1,1
2005-2006,218663,University of South Carolina-Columbia,Psychology.,'42',Bachelor's degree,First major,248,59,189,177,45,132,48,12,36,5,0,5,3,2,1,0,0,0,15,0,15,0,0,0
2005-2006,218663,University of South Carolina-Columbia,Biological and biomedical sciences.,'26',Bachelor's degree,First major,206,72,134,130,53,77,41,6,35,1,1,0,17,6,11,0,0,0,15,5,10,2,1,1
2005-2006,218663,University of South Carolina-Columbia,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,933,477,456,707,371,336,107,46,61,17,9,8,28,11,17,1,0,1,50,28,22,23,12,11
2005-2006,218663,University of South Carolina-Columbia,Computer and information sciences and support services.,'11',Bachelor's degree,First major,50,44,6,29,26,3,6,4,2,3,3,0,4,4,0,0,0,0,2,2,0,6,5,1
2005-2006,218663,University of South Carolina-Columbia,Mathematics and statistics.,'27',Bachelor's degree,First major,45,21,24,31,15,16,5,1,4,0,0,0,1,0,1,0,0,0,7,4,3,1,1,0
2005-2006,218663,University of South Carolina-Columbia,Philosophy and religious studies.,'38',Bachelor's degree,First major,33,19,14,26,15,11,1,1,0,0,0,0,0,0,0,1,1,0,5,2,3,0,0,0
2005-2006,218663,University of South Carolina-Columbia,Security and protective services.,'43',Bachelor's degree,First major,167,89,78,110,70,40,40,7,33,3,3,0,4,2,2,0,0,0,10,7,3,0,0,0
2005-2006,123961,University of Southern California,Engineering.,'14',Bachelor's degree,First major,302,221,81,104,85,19,14,8,6,29,22,7,87,55,32,2,1,1,10,8,2,56,42,14
2005-2006,123961,University of Southern California,History,'54',Bachelor's degree,First major,61,32,29,38,22,16,4,2,2,10,6,4,7,1,6,0,0,0,1,0,1,1,1,0
2005-2006,123961,University of Southern California,Legal professions and studies.,'22',Bachelor's degree,First major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,123961,University of Southern California,Biological and biomedical sciences.,'26',Bachelor's degree,First major,139,54,85,35,15,20,4,1,3,9,7,2,79,30,49,1,0,1,5,0,5,6,1,5
2005-2006,123961,University of Southern California,Computer and information sciences and support services.,'11',Bachelor's degree,First major,73,60,13,32,28,4,2,2,0,7,6,1,17,13,4,0,0,0,2,2,0,13,9,4
2005-2006,123961,University of Southern California,English language and literature/letters.,'23',Bachelor's degree,First major,128,50,78,76,37,39,14,2,12,18,7,11,13,1,12,2,1,1,3,2,1,2,0,2
2005-2006,123961,University of Southern California,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,122,21,101,52,7,45,4,0,4,23,4,19,34,7,27,0,0,0,8,3,5,1,0,1
2005-2006,123961,University of Southern California,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,54,22,32,23,10,13,4,1,3,9,3,6,16,7,9,0,0,0,1,1,0,1,0,1
2005-2006,123961,University of Southern California,Architecture and related services.,'04',Bachelor's degree,First major,102,54,48,42,22,20,1,1,0,19,12,7,25,15,10,1,0,1,5,1,4,9,3,6
2005-2006,123961,University of Southern California,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,37,14,23,15,3,12,7,4,3,9,3,6,6,4,2,0,0,0,0,0,0,0,0,0
2005-2006,123961,University of Southern California,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,388,102,286,220,57,163,32,10,22,54,12,42,49,18,31,2,2,0,11,2,9,20,1,19
2005-2006,123961,University of Southern California,Natural resources and conservation.,'03',Bachelor's degree,First major,12,4,8,7,2,5,1,1,0,1,1,0,3,0,3,0,0,0,0,0,0,0,0,0
2005-2006,123961,University of Southern California,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,First major,39,12,27,16,9,7,1,1,0,7,0,7,11,1,10,1,0,1,3,1,2,0,0,0
2005-2006,123961,University of Southern California,Physical sciences.,'40',Bachelor's degree,First major,17,7,10,9,4,5,0,0,0,2,2,0,5,1,4,0,0,0,0,0,0,1,0,1
2005-2006,123961,University of Southern California,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,1122,626,496,427,275,152,26,13,13,95,52,43,354,169,185,5,2,3,27,15,12,188,100,88
2005-2006,123961,University of Southern California,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,86,23,63,36,11,25,8,3,5,13,2,11,19,6,13,0,0,0,3,0,3,7,1,6
2005-2006,123961,University of Southern California,Mathematics and statistics.,'27',Bachelor's degree,First major,13,7,6,8,5,3,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,1,0,1
2005-2006,123961,University of Southern California,Education.,'13',Bachelor's degree,First major,30,6,24,14,3,11,1,0,1,7,3,4,8,0,8,0,0,0,0,0,0,0,0,0
2005-2006,123961,University of Southern California,Public administration and social service professions.,'44',Bachelor's degree,First major,80,50,30,44,30,14,13,8,5,12,7,5,9,3,6,0,0,0,1,1,0,1,1,0
2005-2006,123961,University of Southern California,Philosophy and religious studies.,'38',Bachelor's degree,First major,43,18,25,31,14,17,2,0,2,5,1,4,3,2,1,1,0,1,1,1,0,0,0,0
2005-2006,123961,University of Southern California,Psychology.,'42',Bachelor's degree,First major,222,54,168,99,32,67,25,3,22,33,4,29,45,7,38,0,0,0,10,4,6,10,4,6
2005-2006,123961,University of Southern California,Social sciences.,'45',Bachelor's degree,First major,629,302,327,316,157,159,53,21,32,89,46,43,104,45,59,8,3,5,13,6,7,46,24,22
2005-2006,123961,University of Southern California,Visual and performing arts.,'50',Bachelor's degree,First major,570,294,276,359,197,162,36,12,24,56,28,28,62,25,37,9,6,3,25,16,9,23,10,13
2005-2006,230728,Utah State University,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,25,10,15,23,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2005-2006,230728,Utah State University,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,81,33,48,75,31,44,1,0,1,2,1,1,0,0,0,0,0,0,1,0,1,2,1,1
2005-2006,230728,Utah State University,Education.,'13',Bachelor's degree,First major,529,116,413,486,102,384,2,1,1,10,3,7,6,2,4,2,1,1,16,4,12,7,3,4
2005-2006,230728,Utah State University,Family and consumer sciences/human sciences.,'19',Bachelor's degree,First major,197,12,185,189,12,177,0,0,0,2,0,2,2,0,2,0,0,0,4,0,4,0,0,0
2005-2006,230728,Utah State University,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,93,31,62,86,30,56,0,0,0,3,1,2,2,0,2,0,0,0,1,0,1,1,0,1
2005-2006,230728,Utah State University,History,'54',Bachelor's degree,First major,75,41,34,72,38,34,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0
2005-2006,230728,Utah State University,Mathematics and statistics.,'27',Bachelor's degree,First major,24,16,8,22,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2005-2006,230728,Utah State University,Agriculture- agriculture operations- and related sciences.,'01',Bachelor's degree,First major,85,52,33,83,51,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
2005-2006,230728,Utah State University,Computer and information sciences and support services.,'11',Bachelor's degree,First major,138,104,34,115,88,27,2,2,0,2,1,1,2,1,1,0,0,0,0,0,0,17,12,5
2005-2006,230728,Utah State University,English language and literature/letters.,'23',Bachelor's degree,First major,92,34,58,82,30,52,2,2,0,2,0,2,1,0,1,0,0,0,5,2,3,0,0,0
2005-2006,230728,Utah State University,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,36,26,10,33,24,9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1
2005-2006,230728,Utah State University,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,First major,109,62,47,94,54,40,2,1,1,4,2,2,1,0,1,0,0,0,4,3,1,4,2,2
2005-2006,230728,Utah State University,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,181,97,84,92,44,48,2,1,1,3,2,1,5,3,2,1,0,1,2,1,1,76,46,30
2005-2006,230728,Utah State University,Physical sciences.,'40',Bachelor's degree,First major,33,28,5,31,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2005-2006,230728,Utah State University,Psychology.,'42',Bachelor's degree,First major,119,36,83,109,30,79,1,0,1,2,2,0,0,0,0,0,0,0,5,3,2,2,1,1
2005-2006,230728,Utah State University,Philosophy and religious studies.,'38',Bachelor's degree,First major,18,17,1,12,12,0,2,2,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0
2005-2006,230728,Utah State University,Transportation and materials moving.,'49',Bachelor's degree,First major,20,20,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2005-2006,230728,Utah State University,Visual and performing arts.,'50',Bachelor's degree,First major,151,62,89,135,52,83,0,0,0,3,2,1,2,2,0,0,0,0,3,0,3,8,6,2
2005-2006,230728,Utah State University,Biological and biomedical sciences.,'26',Bachelor's degree,First major,56,38,18,50,33,17,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,2,1,1
2005-2006,230728,Utah State University,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,526,368,158,463,330,133,3,3,0,10,6,4,10,5,5,0,0,0,8,6,2,32,18,14
2005-2006,230728,Utah State University,Architecture and related services.,'04',Bachelor's degree,First major,26,17,9,26,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,230728,Utah State University,Legal professions and studies.,'22',Bachelor's degree,First major,16,14,2,14,12,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
2005-2006,230728,Utah State University,Mechanic and repair technologies/technicians.,'47',Bachelor's degree,First major,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,230728,Utah State University,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,First major,32,15,17,29,14,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1
2005-2006,230728,Utah State University,Public administration and social service professions.,'44',Bachelor's degree,First major,35,7,28,31,6,25,0,0,0,3,1,2,0,0,0,0,0,0,1,0,1,0,0,0
2005-2006,230728,Utah State University,Social sciences.,'45',Bachelor's degree,First major,257,156,101,234,144,90,0,0,0,5,0,5,2,2,0,2,1,1,5,4,1,9,5,4
2005-2006,230728,Utah State University,Engineering technologies/technicians.,'15',Bachelor's degree,First major,9,9,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2005-2006,230728,Utah State University,Engineering.,'14',Bachelor's degree,First major,224,209,15,206,195,11,0,0,0,5,3,2,0,0,0,0,0,0,5,4,1,8,7,1
2005-2006,230728,Utah State University,Natural resources and conservation.,'03',Bachelor's degree,First major,31,19,12,28,17,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1
2005-2006,230728,Utah State University,Precision production.,'48',Bachelor's degree,First major,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,221999,Vanderbilt University,Engineering.,'14',Bachelor's degree,First major,292,202,90,189,131,58,17,10,7,15,10,5,23,21,2,2,0,2,17,15,2,29,15,14
2005-2006,221999,Vanderbilt University,English language and literature/letters.,'23',Bachelor's degree,First major,84,25,59,66,21,45,4,0,4,1,0,1,5,0,5,0,0,0,7,3,4,1,1,0
2005-2006,221999,Vanderbilt University,Family and consumer sciences/human sciences.,'19',Bachelor's degree,First major,24,1,23,22,1,21,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2005-2006,221999,Vanderbilt University,Mathematics and statistics.,'27',Bachelor's degree,First major,32,16,16,26,12,14,0,0,0,1,0,1,3,2,1,0,0,0,1,1,0,1,1,0
2005-2006,221999,Vanderbilt University,Psychology.,'42',Bachelor's degree,First major,96,19,77,81,16,65,6,1,5,3,0,3,1,0,1,0,0,0,5,2,3,0,0,0
2005-2006,221999,Vanderbilt University,Social sciences.,'45',Bachelor's degree,First major,468,228,240,347,165,182,42,24,18,17,7,10,31,18,13,2,1,1,28,13,15,1,0,1
2005-2006,221999,Vanderbilt University,Visual and performing arts.,'50',Bachelor's degree,First major,66,25,41,52,19,33,3,2,1,1,0,1,5,2,3,0,0,0,5,2,3,0,0,0
