Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1990-1991,142115,Boise State University,Bachelor's degree,Health Sciences,'18.0000',55,13,42,50,12,38,0,0,0,3,1,2,1,0,1,1,0,1,0,0,0,0,0,0
1990-1991,142115,Boise State University,Bachelor's degree,Marketing Opers./Market. and Distribution,'08.0000',12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,142115,Boise State University,Bachelor's degree,Mathematics,'27.0000',4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,142115,Boise State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',37,33,4,36,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1990-1991,142115,Boise State University,Bachelor's degree,Philosophy and Religion,'38.0000',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,142115,Boise State University,Bachelor's degree,Physical Sciences,'40.0000',15,9,6,14,8,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,142115,Boise State University,Bachelor's degree,Protective Services,'43.0000',28,20,8,25,18,7,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1990-1991,142115,Boise State University,Bachelor's degree,Psychology,'42.0000',24,8,16,23,8,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,142115,Boise State University,Bachelor's degree,Public Administration and Services,'44.0000',22,1,21,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,142115,Boise State University,Bachelor's degree,Social Sciences and History,'45.0000',109,62,47,94,51,43,2,2,0,10,7,3,1,1,0,1,0,1,0,0,0,1,1,0
1990-1991,142115,Boise State University,Bachelor's degree,Visual and Performing Arts,'50.0000',50,21,29,49,20,29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,217882,Clemson University,Bachelor's degree,Agricultural Business and Production,'01.0000',12,11,1,0,0,0,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,217882,Clemson University,Bachelor's degree,Agricultural Sciences,'02.0000',39,19,20,35,17,18,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1
1990-1991,217882,Clemson University,Bachelor's degree,Architecture and Related Programs,'04.0000',121,87,34,117,84,33,1,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
1990-1991,217882,Clemson University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',92,55,37,82,49,33,6,3,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
1990-1991,217882,Clemson University,Bachelor's degree,Business and Management,'06.0000',539,333,206,496,313,183,33,17,16,2,1,1,4,1,3,1,0,1,0,0,0,3,1,2
1990-1991,217882,Clemson University,Bachelor's degree,Computer and Information Sciences,'11.0000',51,34,17,42,30,12,5,2,3,0,0,0,3,2,1,0,0,0,0,0,0,1,0,1
1990-1991,217882,Clemson University,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',17,16,1,16,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,217882,Clemson University,Bachelor's degree,Education,'13.0000',262,38,224,255,36,219,5,1,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1990-1991,217882,Clemson University,Bachelor's degree,Engineering,'14.0000',463,386,77,426,360,66,20,11,9,4,4,0,4,3,1,0,0,0,0,0,0,9,8,1
1990-1991,217882,Clemson University,Bachelor's degree,English Language and Literature/Letters,'23.0000',59,17,42,55,15,40,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,217882,Clemson University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',51,9,42,47,9,38,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1990-1991,217882,Clemson University,Bachelor's degree,Health Sciences,'18.0000',55,5,50,51,3,48,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1990-1991,217882,Clemson University,Bachelor's degree,Marketing Opers./Market. and Distribution,'08.0000',172,67,105,164,61,103,6,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1990-1991,217882,Clemson University,Bachelor's degree,Mathematics,'27.0000',30,9,21,25,8,17,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1990-1991,217882,Clemson University,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',68,19,49,66,17,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1990-1991,217882,Clemson University,Bachelor's degree,Physical Sciences,'40.0000',33,18,15,30,17,13,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,217882,Clemson University,Bachelor's degree,Psychology,'42.0000',64,15,49,58,14,44,3,1,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
1990-1991,217882,Clemson University,Bachelor's degree,Social Sciences and History,'45.0000',169,89,80,157,80,77,8,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0
1990-1991,217882,Clemson University,Bachelor's degree,Visual and Performing Arts,'50.0000',33,11,22,33,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,198419,Duke University,Bachelor's degree,Allied Health,'17.0000',36,11,25,29,10,19,2,0,2,2,0,2,2,1,1,1,0,1,0,0,0,0,0,0
1990-1991,198419,Duke University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',125,54,71,100,44,56,8,3,5,1,1,0,11,3,8,0,0,0,0,0,0,5,3,2
1990-1991,198419,Duke University,Bachelor's degree,Computer and Information Sciences,'11.0000',27,25,2,23,22,1,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,1,1,0
1990-1991,198419,Duke University,Bachelor's degree,Engineering,'14.0000',179,148,31,147,124,23,4,2,2,3,2,1,13,11,2,0,0,0,0,0,0,12,9,3
1990-1991,198419,Duke University,Bachelor's degree,English Language and Literature/Letters,'23.0000',131,61,70,116,53,63,4,1,3,4,2,2,4,2,2,0,0,0,0,0,0,3,3,0
1990-1991,198419,Duke University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',29,15,14,24,13,11,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2
1990-1991,198419,Duke University,Bachelor's degree,Mathematics,'27.0000',21,9,12,16,8,8,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1990-1991,198419,Duke University,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',72,21,51,57,16,41,1,0,1,3,1,2,7,3,4,0,0,0,0,0,0,4,1,3
1990-1991,198419,Duke University,Bachelor's degree,Philosophy and Religion,'38.0000',29,19,10,26,17,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1
1990-1991,198419,Duke University,Bachelor's degree,Physical Sciences,'40.0000',48,33,15,41,26,15,2,2,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
1990-1991,198419,Duke University,Bachelor's degree,Psychology,'42.0000',178,63,115,146,51,95,7,1,6,13,6,7,8,4,4,1,0,1,0,0,0,3,1,2
1990-1991,198419,Duke University,Bachelor's degree,Public Administration and Services,'44.0000',95,53,42,88,52,36,3,1,2,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0
1990-1991,198419,Duke University,Bachelor's degree,Social Sciences and History,'45.0000',556,361,195,485,313,172,32,18,14,14,11,3,17,14,3,0,0,0,0,0,0,8,5,3
1990-1991,198419,Duke University,Bachelor's degree,Visual and Performing Arts,'50.0000',40,14,26,39,14,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,134097,Florida State University,Bachelor's degree,Allied Health,'17.0000',18,4,14,15,2,13,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,134097,Florida State University,Bachelor's degree,Architecture and Related Programs,'04.0000',86,10,76,81,10,71,1,0,1,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
1990-1991,134097,Florida State University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',7,3,4,6,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,134097,Florida State University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',104,65,39,90,61,29,7,0,7,4,2,2,0,0,0,2,2,0,0,0,0,1,0,1
1990-1991,134097,Florida State University,Bachelor's degree,Business and Management,'06.0000',1252,733,519,1126,664,462,52,18,34,46,35,11,10,5,5,1,1,0,0,0,0,17,10,7
1990-1991,134097,Florida State University,Bachelor's degree,Communications,'09.0000',328,104,224,295,95,200,16,3,13,16,6,10,1,0,1,0,0,0,0,0,0,0,0,0
1990-1991,134097,Florida State University,Bachelor's degree,Computer and Information Sciences,'11.0000',35,26,9,28,20,8,4,3,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0
1990-1991,134097,Florida State University,Bachelor's degree,Education,'13.0000',599,98,501,564,94,470,19,2,17,13,2,11,1,0,1,0,0,0,0,0,0,2,0,2
1990-1991,134097,Florida State University,Bachelor's degree,Engineering,'14.0000',125,103,22,97,81,16,10,6,4,8,8,0,5,4,1,0,0,0,0,0,0,5,4,1
1990-1991,134097,Florida State University,Bachelor's degree,English Language and Literature/Letters,'23.0000',199,74,125,178,65,113,9,3,6,9,4,5,1,0,1,0,0,0,0,0,0,2,2,0
1990-1991,134097,Florida State University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',41,14,27,28,12,16,3,1,2,9,1,8,0,0,0,0,0,0,0,0,0,1,0,1
1990-1991,134097,Florida State University,Bachelor's degree,Health Sciences,'18.0000',114,7,107,99,7,92,6,0,6,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0
1990-1991,134097,Florida State University,Bachelor's degree,Home Economics,'19.0000',177,17,160,158,17,141,9,0,9,6,0,6,2,0,2,0,0,0,0,0,0,2,0,2
1990-1991,134097,Florida State University,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',18,4,14,17,4,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,134097,Florida State University,Bachelor's degree,Mathematics,'27.0000',13,8,5,11,7,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,134097,Florida State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',52,6,46,52,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,134097,Florida State University,Bachelor's degree,Philosophy and Religion,'38.0000',14,9,5,13,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,134097,Florida State University,Bachelor's degree,Physical Sciences,'40.0000',52,44,8,44,36,8,2,2,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0
1990-1991,134097,Florida State University,Bachelor's degree,Protective Services,'43.0000',326,226,100,285,199,86,28,17,11,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,134097,Florida State University,Bachelor's degree,Psychology,'42.0000',260,72,188,221,60,161,17,4,13,10,5,5,9,3,6,0,0,0,0,0,0,3,0,3
1990-1991,134097,Florida State University,Bachelor's degree,Public Administration and Services,'44.0000',59,9,50,46,8,38,11,0,11,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1990-1991,134097,Florida State University,Bachelor's degree,Social Sciences and History,'45.0000',804,533,271,713,477,236,40,19,21,37,31,6,6,1,5,1,0,1,0,0,0,7,5,2
1990-1991,134097,Florida State University,Bachelor's degree,Visual and Performing Arts,'50.0000',159,65,94,142,57,85,5,3,2,7,3,4,3,2,1,0,0,0,0,0,0,2,0,2
1990-1991,131496,Georgetown University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',50,24,26,40,21,19,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,7,0,7
1990-1991,131496,Georgetown University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',55,28,27,31,14,17,2,0,2,8,6,2,9,6,3,0,0,0,0,0,0,5,2,3
1990-1991,131496,Georgetown University,Bachelor's degree,Business and Management,'06.0000',249,145,104,170,100,70,25,12,13,23,14,9,10,7,3,1,0,1,0,0,0,20,12,8
1990-1991,131496,Georgetown University,Bachelor's degree,Computer and Information Sciences,'11.0000',2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,131496,Georgetown University,Bachelor's degree,English Language and Literature/Letters,'23.0000',163,71,92,143,66,77,11,2,9,5,2,3,3,0,3,0,0,0,0,0,0,1,1,0
1990-1991,131496,Georgetown University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',156,38,118,123,29,94,4,1,3,4,1,3,15,3,12,1,0,1,0,0,0,9,4,5
1990-1991,131496,Georgetown University,Bachelor's degree,Health Sciences,'18.0000',43,2,41,38,2,36,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1990-1991,131496,Georgetown University,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',9,4,5,6,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
1990-1991,131496,Georgetown University,Bachelor's degree,Mathematics,'27.0000',4,2,2,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1990-1991,131496,Georgetown University,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1990-1991,131496,Georgetown University,Bachelor's degree,Philosophy and Religion,'38.0000',27,17,10,24,14,10,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0
1990-1991,131496,Georgetown University,Bachelor's degree,Physical Sciences,'40.0000',21,18,3,18,15,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0
1990-1991,131496,Georgetown University,Bachelor's degree,Psychology,'42.0000',68,25,43,46,18,28,13,4,9,5,1,4,2,1,1,0,0,0,0,0,0,2,1,1
1990-1991,131496,Georgetown University,Bachelor's degree,Social Sciences and History,'45.0000',570,311,259,425,249,176,46,14,32,33,18,15,22,12,10,0,0,0,0,0,0,44,18,26
1990-1991,131496,Georgetown University,Bachelor's degree,Visual and Performing Arts,'50.0000',19,2,17,15,2,13,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1990-1991,155399,Kansas State University,Bachelor's degree,Agricultural Business and Production,'01.0000',119,109,10,97,87,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0
1990-1991,155399,Kansas State University,Bachelor's degree,Agricultural Sciences,'02.0000',147,111,36,134,101,33,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,10,9,1
1990-1991,155399,Kansas State University,Bachelor's degree,Allied Health,'17.0000',7,1,6,6,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,155399,Kansas State University,Bachelor's degree,Architecture and Related Programs,'04.0000',144,95,49,130,86,44,3,2,1,2,2,0,2,1,1,0,0,0,0,0,0,7,4,3
1990-1991,155399,Kansas State University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',117,63,54,109,59,50,1,1,0,3,2,1,2,1,1,2,0,2,0,0,0,0,0,0
1990-1991,155399,Kansas State University,Bachelor's degree,Business and Management,'06.0000',549,303,246,532,293,239,3,2,1,8,5,3,4,2,2,1,1,0,0,0,0,1,0,1
1990-1991,155399,Kansas State University,Bachelor's degree,Communications,'09.0000',155,68,87,151,67,84,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1990-1991,155399,Kansas State University,Bachelor's degree,Computer and Information Sciences,'11.0000',27,20,7,22,18,4,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,1,0,1
1990-1991,155399,Kansas State University,Bachelor's degree,Education,'13.0000',383,87,296,375,82,293,2,0,2,3,2,1,1,1,0,1,1,0,0,0,0,1,1,0
1990-1991,155399,Kansas State University,Bachelor's degree,Engineering,'14.0000',304,263,41,273,234,39,2,2,0,5,4,1,9,8,1,0,0,0,0,0,0,15,15,0
1990-1991,155399,Kansas State University,Bachelor's degree,Engineering-Related Technologies,'15.0000',39,36,3,36,34,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1990-1991,155399,Kansas State University,Bachelor's degree,English Language and Literature/Letters,'23.0000',16,7,9,16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,155399,Kansas State University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',12,4,8,9,1,8,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,155399,Kansas State University,Bachelor's degree,Health Sciences,'18.0000',18,6,12,16,5,11,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,155399,Kansas State University,Bachelor's degree,Home Economics,'19.0000',155,20,135,145,19,126,6,0,6,1,0,1,1,0,1,0,0,0,0,0,0,2,1,1
1990-1991,155399,Kansas State University,Bachelor's degree,Mathematics,'27.0000',12,8,4,10,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1990-1991,155399,Kansas State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',50,23,27,47,22,25,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,155399,Kansas State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',22,20,2,22,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,155399,Kansas State University,Bachelor's degree,Philosophy and Religion,'38.0000',3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,155399,Kansas State University,Bachelor's degree,Physical Sciences,'40.0000',25,19,6,24,19,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,155399,Kansas State University,Bachelor's degree,Psychology,'42.0000',62,24,38,57,21,36,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,155399,Kansas State University,Bachelor's degree,Public Administration and Services,'44.0000',38,3,35,36,2,34,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,155399,Kansas State University,Bachelor's degree,Social Sciences and History,'45.0000',237,146,91,215,132,83,19,12,7,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
1990-1991,155399,Kansas State University,Bachelor's degree,Visual and Performing Arts,'50.0000',44,18,26,42,18,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1990-1991,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Agricultural Business and Production,'01.0000',37,33,4,34,30,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0
1990-1991,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Agricultural Sciences,'02.0000',22,11,11,11,4,7,0,0,0,4,3,1,0,0,0,1,1,0,0,0,0,6,3,3
1990-1991,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Architecture and Related Programs,'04.0000',118,64,54,102,54,48,2,2,0,3,2,1,2,2,0,1,1,0,0,0,0,8,3,5
1990-1991,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',105,59,46,82,47,35,8,2,6,3,3,0,6,2,4,0,0,0,1,0,1,5,5,0
1990-1991,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Business and Management,'06.0000',577,318,259,498,289,209,30,5,25,13,9,4,15,3,12,1,0,1,1,1,0,19,11,8
1990-1991,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Communications,'09.0000',176,42,134,155,36,119,12,4,8,5,2,3,2,0,2,0,0,0,0,0,0,2,0,2
1990-1991,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Computer and Information Sciences,'11.0000',27,20,7,22,18,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
1990-1991,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',10,9,1,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-1991,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Education,'13.0000',305,51,254,290,48,242,5,1,4,2,1,1,1,0,1,2,0,2,1,0,1,4,1,3
1990-1991,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Engineering,'14.0000',234,209,25,170,149,21,12,8,4,4,4,0,33,33,0,0,0,0,0,0,0,15,15,0
1990-1991,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Engineering-Related Technologies,'15.0000',22,20,2,18,17,1,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
