CIP_Classificaiton,Award_Level,Year,unitid,Institution_Name,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS.PI,T.AS.PI.M,T.AS.PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F,cipcode
Health Sciences,Bachelor's degree,1989-1990,230728,Utah State University,39,17,22,34,13,21,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,218663,University of South Carolina-Columbia,180,23,157,144,21,123,30,2,28,1,0,1,4,0,4,1,0,1,0,0,0,0,0,0,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,139959,University of Georgia,182,65,117,172,60,112,5,1,4,1,0,1,2,2,0,0,0,0,0,0,0,2,2,0,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,100751,The University of Alabama,112,16,96,91,16,75,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,209542,Oregon State University,93,29,64,77,24,53,1,0,1,0,0,0,5,0,5,2,1,1,3,1,2,5,3,2,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,131496,Georgetown University,59,0,59,52,0,52,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,4,0,4,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,199120,University of North Carolina at Chapel Hill,339,62,277,291,58,233,26,1,25,1,0,1,14,2,12,6,1,5,0,0,0,1,0,1,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,155399,Kansas State University,18,6,12,16,5,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,100858,Auburn University,175,48,127,170,45,125,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,123961,University of Southern California,53,1,52,30,0,30,5,0,5,10,0,10,8,1,7,0,0,0,0,0,0,0,0,0,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,170976,University of Michigan-Ann Arbor,186,8,178,177,7,170,4,0,4,0,0,0,3,0,3,1,0,1,0,0,0,1,1,0,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,207388,Oklahoma State University-Main Campus,30,0,30,29,0,29,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,204796,Ohio State University-Main Campus,302,69,233,273,63,210,11,1,10,3,1,2,7,1,6,0,0,0,4,1,3,4,2,2,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,157289,University of Louisville,92,5,87,88,5,83,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,221999,Vanderbilt University,8,2,6,7,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,228723,Texas A & M University-College Station,94,39,55,85,34,51,2,2,0,5,2,3,1,0,1,1,1,0,0,0,0,0,0,0,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,122755,San Jose State University,200,22,178,114,8,106,13,3,10,19,4,15,36,4,32,0,0,0,16,2,14,2,1,1,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,19,9,10,11,6,5,3,1,2,1,1,0,3,1,2,0,0,0,0,0,0,1,0,1,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,186380,Rutgers University-New Brunswick,157,52,105,118,40,78,12,1,11,8,3,5,15,6,9,0,0,0,2,1,1,2,1,1,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,147767,Northwestern University,58,31,27,31,15,16,1,0,1,0,0,0,25,16,9,0,0,0,0,0,0,1,0,1,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,209551,University of Oregon,10,0,10,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,135726,University of Miami,86,7,79,62,5,57,7,0,7,13,2,11,3,0,3,0,0,0,0,0,0,1,0,1,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,134130,University of Florida,187,31,156,167,26,141,5,0,5,10,3,7,2,1,1,0,0,0,0,0,0,3,1,2,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,134097,Florida State University,106,7,99,98,7,91,5,0,5,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,142115,Boise State University,57,7,50,56,7,49,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'18.0000'
Home Economics,Bachelor's degree,1989-1990,123961,University of Southern California,5,1,4,3,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'19.0000'
Home Economics,Bachelor's degree,1989-1990,157289,University of Louisville,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'19.0000'
Home Economics,Bachelor's degree,1989-1990,230728,Utah State University,42,13,29,36,13,23,1,0,1,0,0,0,1,0,1,0,0,0,3,0,3,1,0,1,'19.0000'
Home Economics,Bachelor's degree,1989-1990,209542,Oregon State University,141,9,132,126,7,119,2,0,2,0,0,0,6,1,5,1,0,1,5,1,4,1,0,1,'19.0000'
Home Economics,Bachelor's degree,1989-1990,134097,Florida State University,194,11,183,174,9,165,13,1,12,6,0,6,1,1,0,0,0,0,0,0,0,0,0,0,'19.0000'
Home Economics,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,96,2,94,84,2,82,10,0,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,'19.0000'
Home Economics,Bachelor's degree,1989-1990,228778,The University of Texas at Austin,97,6,91,79,6,73,2,0,2,11,0,11,5,0,5,0,0,0,0,0,0,0,0,0,'19.0000'
Home Economics,Bachelor's degree,1989-1990,100858,Auburn University,104,12,92,100,9,91,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'19.0000'
Home Economics,Bachelor's degree,1989-1990,100751,The University of Alabama,93,4,89,84,3,81,6,1,5,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,'19.0000'
Home Economics,Bachelor's degree,1989-1990,204796,Ohio State University-Main Campus,238,17,221,213,15,198,10,1,9,3,1,2,5,0,5,0,0,0,6,0,6,1,0,1,'19.0000'
Home Economics,Bachelor's degree,1989-1990,134130,University of Florida,9,0,9,7,0,7,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,'19.0000'
Home Economics,Bachelor's degree,1989-1990,155399,Kansas State University,141,19,122,135,19,116,2,0,2,0,0,0,3,0,3,0,0,0,0,0,0,1,0,1,'19.0000'
Home Economics,Bachelor's degree,1989-1990,228723,Texas A & M University-College Station,26,5,21,19,3,16,1,0,1,3,0,3,3,2,1,0,0,0,0,0,0,0,0,0,'19.0000'
Home Economics,Bachelor's degree,1989-1990,181464,University of Nebraska-Lincoln,195,11,184,189,9,180,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,'19.0000'
Home Economics,Bachelor's degree,1989-1990,207388,Oklahoma State University-Main Campus,133,11,122,122,11,111,2,0,2,1,0,1,0,0,0,5,0,5,0,0,0,3,0,3,'19.0000'
Home Economics,Bachelor's degree,1989-1990,186380,Rutgers University-New Brunswick,48,0,48,44,0,44,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,'19.0000'
Home Economics,Bachelor's degree,1989-1990,122755,San Jose State University,13,1,12,8,1,7,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,1,0,1,'19.0000'
Home Economics,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,37,3,34,34,2,32,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'19.0000'
Home Economics,Bachelor's degree,1989-1990,139959,University of Georgia,133,7,126,129,7,122,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,'19.0000'
Law,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,14,10,4,13,9,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Law,Bachelor's degree,1989-1990,135726,University of Miami,7,3,4,5,2,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
Law,Bachelor's degree,1989-1990,230728,Utah State University,8,6,2,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Law,Bachelor's degree,1989-1990,100751,The University of Alabama,7,2,5,6,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,100858,Auburn University,112,36,76,107,32,75,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,147767,Northwestern University,126,46,80,105,40,65,3,0,3,2,0,2,15,5,10,1,1,0,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,142115,Boise State University,28,11,17,28,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,144,40,104,132,39,93,5,0,5,3,1,2,0,0,0,0,0,0,0,0,0,4,0,4,NA
Letters,Bachelor's degree,1989-1990,186380,Rutgers University-New Brunswick,428,146,282,358,123,235,31,9,22,8,4,4,18,6,12,1,1,0,8,1,7,4,2,2,NA
Letters,Bachelor's degree,1989-1990,217882,Clemson University,57,12,45,55,11,44,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,198419,Duke University,116,37,79,106,34,72,3,1,2,3,1,2,3,1,2,0,0,0,0,0,0,1,0,1,NA
Letters,Bachelor's degree,1989-1990,123961,University of Southern California,90,32,58,71,23,48,4,2,2,10,5,5,5,2,3,0,0,0,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,228246,Southern Methodist University,51,20,31,49,20,29,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,134097,Florida State University,159,41,118,149,40,109,8,1,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,131496,Georgetown University,159,64,95,138,56,82,4,1,3,4,1,3,5,3,2,1,0,1,0,0,0,7,3,4,NA
Letters,Bachelor's degree,1989-1990,152080,University of Notre Dame,121,62,59,114,60,54,2,0,2,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,157289,University of Louisville,56,13,43,49,12,37,6,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,170976,University of Michigan-Ann Arbor,473,176,297,432,164,268,16,3,13,10,5,5,12,3,9,2,1,1,0,0,0,1,0,1,NA
Letters,Bachelor's degree,1989-1990,155399,Kansas State University,17,8,9,15,6,9,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,93,29,64,86,26,60,0,0,0,0,0,0,1,1,0,5,2,3,0,0,0,1,0,1,NA
Letters,Bachelor's degree,1989-1990,122755,San Jose State University,107,31,76,87,27,60,2,1,1,5,2,3,3,0,3,1,0,1,7,1,6,2,0,2,NA
Letters,Bachelor's degree,1989-1990,100751,The University of Alabama,83,31,52,77,30,47,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,135726,University of Miami,67,17,50,49,14,35,4,0,4,11,3,8,2,0,2,0,0,0,0,0,0,1,0,1,NA
Letters,Bachelor's degree,1989-1990,209551,University of Oregon,284,98,186,241,83,158,2,1,1,1,0,1,3,0,3,1,1,0,29,12,17,7,1,6,NA
Letters,Bachelor's degree,1989-1990,207388,Oklahoma State University-Main Campus,65,17,48,61,16,45,2,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,204796,Ohio State University-Main Campus,195,61,134,179,56,123,5,1,4,2,1,1,4,2,2,1,1,0,3,0,3,1,0,1,NA
Letters,Bachelor's degree,1989-1990,199120,University of North Carolina at Chapel Hill,344,119,225,315,109,206,21,6,15,3,0,3,5,4,1,0,0,0,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,243744,Stanford University,136,69,67,100,53,47,3,1,2,19,10,9,12,4,8,1,1,0,1,0,1,0,0,0,NA
Letters,Bachelor's degree,1989-1990,139959,University of Georgia,287,119,168,270,117,153,11,1,10,1,0,1,5,1,4,0,0,0,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,228723,Texas A & M University-College Station,273,62,211,249,58,191,8,0,8,14,4,10,2,0,2,0,0,0,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,221999,Vanderbilt University,104,39,65,100,37,63,2,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,209542,Oregon State University,167,70,97,147,64,83,6,3,3,1,1,0,2,2,0,2,0,2,6,0,6,3,0,3,NA
Letters,Bachelor's degree,1989-1990,230728,Utah State University,49,17,32,43,14,29,0,0,0,0,0,0,1,1,0,0,0,0,5,2,3,0,0,0,NA
Letters,Bachelor's degree,1989-1990,228778,The University of Texas at Austin,290,122,168,245,105,140,10,2,8,24,12,12,9,3,6,1,0,1,0,0,0,1,0,1,NA
Letters,Bachelor's degree,1989-1990,134130,University of Florida,324,87,237,289,78,211,13,3,10,15,2,13,6,4,2,1,0,1,0,0,0,0,0,0,NA
Letters,Bachelor's degree,1989-1990,181464,University of Nebraska-Lincoln,75,27,48,73,27,46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA
Letters,Bachelor's degree,1989-1990,218663,University of South Carolina-Columbia,131,45,86,120,43,77,10,1,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
Liberal/General Studies,Bachelor's degree,1989-1990,209542,Oregon State University,73,34,39,55,25,30,3,2,1,2,2,0,2,1,1,5,2,3,5,2,3,1,0,1,NA
Liberal/General Studies,Bachelor's degree,1989-1990,100751,The University of Alabama,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal/General Studies,Bachelor's degree,1989-1990,170976,University of Michigan-Ann Arbor,287,173,114,249,149,100,26,15,11,4,2,2,6,5,1,1,1,0,0,0,0,1,1,0,NA
Liberal/General Studies,Bachelor's degree,1989-1990,122755,San Jose State University,171,26,145,130,18,112,4,0,4,20,4,16,6,1,5,2,1,1,9,2,7,0,0,0,NA
Liberal/General Studies,Bachelor's degree,1989-1990,134097,Florida State University,16,6,10,14,5,9,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA
Liberal/General Studies,Bachelor's degree,1989-1990,218663,University of South Carolina-Columbia,245,68,177,213,61,152,30,6,24,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,NA
Liberal/General Studies,Bachelor's degree,1989-1990,131496,Georgetown University,13,3,10,0,0,0,2,1,1,3,1,2,0,0,0,1,0,1,7,1,6,0,0,0,NA
Liberal/General Studies,Bachelor's degree,1989-1990,207388,Oklahoma State University-Main Campus,12,8,4,9,6,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,NA
Liberal/General Studies,Bachelor's degree,1989-1990,157289,University of Louisville,26,12,14,23,11,12,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal/General Studies,Bachelor's degree,1989-1990,135726,University of Miami,16,7,9,11,4,7,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,NA
Liberal/General Studies,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,356,217,139,331,205,126,14,6,8,6,3,3,2,1,1,1,1,0,0,0,0,2,1,1,NA
Liberal/General Studies,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,25,10,15,23,9,14,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,NA
Liberal/General Studies,Bachelor's degree,1989-1990,152080,University of Notre Dame,61,32,29,58,32,26,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,NA
Liberal/General Studies,Bachelor's degree,1989-1990,181464,University of Nebraska-Lincoln,6,3,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal/General Studies,Bachelor's degree,1989-1990,123961,University of Southern California,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal/General Studies,Bachelor's degree,1989-1990,228778,The University of Texas at Austin,137,66,71,116,56,60,1,0,1,9,5,4,10,5,5,0,0,0,0,0,0,1,0,1,NA
Liberal/General Studies,Bachelor's degree,1989-1990,230728,Utah State University,34,20,14,28,16,12,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,0,1,NA
Liberal/General Studies,Bachelor's degree,1989-1990,209551,University of Oregon,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Library and Archival Sciences,Bachelor's degree,1989-1990,134097,Florida State University,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Life Sciences,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,69,40,29,58,35,23,3,0,3,0,0,0,5,2,3,1,1,0,0,0,0,2,2,0,NA
Life Sciences,Bachelor's degree,1989-1990,147767,Northwestern University,66,41,25,39,24,15,2,1,1,1,1,0,24,15,9,0,0,0,0,0,0,0,0,0,NA
Life Sciences,Bachelor's degree,1989-1990,122755,San Jose State University,78,37,41,54,23,31,3,3,0,4,3,1,9,4,5,1,1,0,4,3,1,3,0,3,NA
Life Sciences,Bachelor's degree,1989-1990,100858,Auburn University,89,46,43,85,44,41,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Life Sciences,Bachelor's degree,1989-1990,209542,Oregon State University,118,59,59,99,49,50,0,0,0,2,1,1,6,4,2,0,0,0,6,3,3,5,2,3,NA
Life Sciences,Bachelor's degree,1989-1990,100751,The University of Alabama,44,25,19,37,23,14,6,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
Life Sciences,Bachelor's degree,1989-1990,142115,Boise State University,11,3,8,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Life Sciences,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,103,61,42,80,50,30,12,6,6,4,3,1,6,2,4,0,0,0,0,0,0,1,0,1,NA
Life Sciences,Bachelor's degree,1989-1990,186380,Rutgers University-New Brunswick,427,220,207,308,161,147,23,9,14,19,10,9,58,27,31,0,0,0,12,8,4,7,5,2,NA
Life Sciences,Bachelor's degree,1989-1990,228778,The University of Texas at Austin,314,175,139,194,113,81,17,6,11,40,20,20,51,30,21,0,0,0,0,0,0,12,6,6,NA
Life Sciences,Bachelor's degree,1989-1990,228723,Texas A & M University-College Station,259,131,128,203,103,100,11,4,7,24,12,12,18,9,9,0,0,0,0,0,0,3,3,0,NA
Life Sciences,Bachelor's degree,1989-1990,155399,Kansas State University,116,64,52,102,52,50,3,2,1,7,7,0,2,2,0,0,0,0,0,0,0,2,1,1,NA
Life Sciences,Bachelor's degree,1989-1990,199120,University of North Carolina at Chapel Hill,204,102,102,180,89,91,11,4,7,2,1,1,10,7,3,0,0,0,0,0,0,1,1,0,NA
Life Sciences,Bachelor's degree,1989-1990,218663,University of South Carolina-Columbia,123,62,61,99,57,42,10,0,10,1,0,1,6,0,6,0,0,0,0,0,0,7,5,2,NA
Life Sciences,Bachelor's degree,1989-1990,157289,University of Louisville,48,29,19,33,19,14,5,2,3,3,3,0,7,5,2,0,0,0,0,0,0,0,0,0,NA
Life Sciences,Bachelor's degree,1989-1990,134130,University of Florida,176,92,84,131,72,59,11,1,10,13,9,4,13,6,7,0,0,0,0,0,0,8,4,4,NA
Life Sciences,Bachelor's degree,1989-1990,221999,Vanderbilt University,44,32,12,36,26,10,1,1,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,NA
Life Sciences,Bachelor's degree,1989-1990,152080,University of Notre Dame,51,26,25,44,22,22,2,1,1,3,2,1,1,0,1,0,0,0,0,0,0,1,1,0,NA
Life Sciences,Bachelor's degree,1989-1990,230728,Utah State University,22,13,9,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,NA
Life Sciences,Bachelor's degree,1989-1990,123961,University of Southern California,99,46,53,52,25,27,7,3,4,9,2,7,26,13,13,0,0,0,0,0,0,5,3,2,NA
Life Sciences,Bachelor's degree,1989-1990,135726,University of Miami,109,58,51,59,28,31,5,2,3,29,20,9,10,4,6,0,0,0,0,0,0,6,4,2,NA
Life Sciences,Bachelor's degree,1989-1990,243744,Stanford University,163,90,73,85,44,41,5,4,1,13,12,1,54,25,29,0,0,0,1,1,0,5,4,1,NA
Life Sciences,Bachelor's degree,1989-1990,170976,University of Michigan-Ann Arbor,286,146,140,218,114,104,8,3,5,6,2,4,54,27,27,0,0,0,0,0,0,0,0,0,NA
Life Sciences,Bachelor's degree,1989-1990,209551,University of Oregon,64,32,32,42,20,22,0,0,0,1,1,0,8,4,4,0,0,0,9,5,4,4,2,2,NA
Life Sciences,Bachelor's degree,1989-1990,198419,Duke University,111,57,54,90,47,43,4,2,2,2,2,0,15,6,9,0,0,0,0,0,0,0,0,0,NA
Life Sciences,Bachelor's degree,1989-1990,217882,Clemson University,83,49,34,74,44,30,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,NA
Life Sciences,Bachelor's degree,1989-1990,204796,Ohio State University-Main Campus,207,109,98,179,92,87,6,3,3,4,3,1,12,7,5,0,0,0,5,3,2,1,1,0,NA
Life Sciences,Bachelor's degree,1989-1990,228246,Southern Methodist University,18,10,8,12,8,4,1,0,1,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,NA
Life Sciences,Bachelor's degree,1989-1990,139959,University of Georgia,146,82,64,132,77,55,5,1,4,2,1,1,5,2,3,0,0,0,0,0,0,2,1,1,NA
Life Sciences,Bachelor's degree,1989-1990,131496,Georgetown University,43,23,20,23,11,12,3,0,3,3,1,2,13,10,3,0,0,0,0,0,0,1,1,0,NA
Life Sciences,Bachelor's degree,1989-1990,207388,Oklahoma State University-Main Campus,93,52,41,79,46,33,1,0,1,1,0,1,4,2,2,4,2,2,0,0,0,4,2,2,NA
Life Sciences,Bachelor's degree,1989-1990,181464,University of Nebraska-Lincoln,78,54,24,72,49,23,1,1,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,NA
Life Sciences,Bachelor's degree,1989-1990,134097,Florida State University,100,51,49,87,48,39,6,2,4,3,1,2,3,0,3,1,0,1,0,0,0,0,0,0,NA
Marketing and Distribution,Bachelor's degree,1989-1990,100858,Auburn University,42,1,41,42,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Marketing and Distribution,Bachelor's degree,1989-1990,217882,Clemson University,99,46,53,97,45,52,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA
Marketing and Distribution,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,124,56,68,116,50,66,3,1,2,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,NA
Marketing and Distribution,Bachelor's degree,1989-1990,204796,Ohio State University-Main Campus,432,255,177,382,234,148,15,2,13,2,1,1,11,6,5,2,1,1,13,7,6,7,4,3,NA
Marketing and Distribution,Bachelor's degree,1989-1990,228723,Texas A & M University-College Station,114,89,25,105,83,22,2,1,1,4,3,1,2,1,1,0,0,0,0,0,0,1,1,0,NA
Marketing and Distribution,Bachelor's degree,1989-1990,135726,University of Miami,58,36,22,26,17,9,2,1,1,16,8,8,1,0,1,0,0,0,0,0,0,13,10,3,NA
Marketing and Distribution,Bachelor's degree,1989-1990,139959,University of Georgia,29,2,27,26,1,25,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
Marketing and Distribution,Bachelor's degree,1989-1990,230728,Utah State University,13,1,12,13,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Marketing and Distribution,Bachelor's degree,1989-1990,218663,University of South Carolina-Columbia,253,115,138,218,99,119,24,9,15,4,2,2,1,0,1,0,0,0,0,0,0,6,5,1,NA
Mathematics,Bachelor's degree,1989-1990,243744,Stanford University,34,24,10,28,19,9,0,0,0,2,2,0,3,2,1,1,1,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,152080,University of Notre Dame,49,34,15,44,29,15,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,228723,Texas A & M University-College Station,33,19,14,30,16,14,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,131496,Georgetown University,5,2,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,230728,Utah State University,13,7,6,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,'27.0000'
Mathematics,Bachelor's degree,1989-1990,228246,Southern Methodist University,12,8,4,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,209551,University of Oregon,25,14,11,16,10,6,1,0,1,0,0,0,0,0,0,0,0,0,6,3,3,2,1,1,'27.0000'
Mathematics,Bachelor's degree,1989-1990,186380,Rutgers University-New Brunswick,62,30,32,54,26,28,1,0,1,2,1,1,5,3,2,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,134130,University of Florida,77,43,34,66,37,29,3,2,1,5,3,2,2,1,1,0,0,0,0,0,0,1,0,1,'27.0000'
Mathematics,Bachelor's degree,1989-1990,142115,Boise State University,14,10,4,13,9,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,218663,University of South Carolina-Columbia,31,15,16,23,11,12,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,135726,University of Miami,17,9,8,8,8,0,1,0,1,6,1,5,0,0,0,0,0,0,0,0,0,2,0,2,'27.0000'
Mathematics,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,26,15,11,17,10,7,3,2,1,1,1,0,2,1,1,0,0,0,0,0,0,3,1,2,'27.0000'
Mathematics,Bachelor's degree,1989-1990,157289,University of Louisville,25,13,12,22,11,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,209542,Oregon State University,32,27,5,24,19,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,155399,Kansas State University,18,9,9,15,7,8,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,'27.0000'
