CIP_Classificaiton,Award_Level,Year,unitid,Institution_Name,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS.PI,T.AS.PI.M,T.AS.PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F,cipcode
Communications,Bachelor's degree,1989-1990,155399,Kansas State University,130,38,92,124,38,86,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,'09.0000'
Communications,Bachelor's degree,1989-1990,204796,Ohio State University-Main Campus,580,226,354,530,205,325,23,12,11,7,1,6,7,3,4,0,0,0,10,3,7,3,2,1,'09.0000'
Communications,Bachelor's degree,1989-1990,228246,Southern Methodist University,208,52,156,191,48,143,6,2,4,6,0,6,3,1,2,0,0,0,0,0,0,2,1,1,'09.0000'
Communications,Bachelor's degree,1989-1990,243744,Stanford University,41,18,23,28,13,15,4,3,1,3,1,2,3,0,3,1,0,1,1,1,0,1,0,1,'09.0000'
Communications,Bachelor's degree,1989-1990,181464,University of Nebraska-Lincoln,263,98,165,249,92,157,9,4,5,3,1,2,1,1,0,0,0,0,0,0,0,1,0,1,'09.0000'
Communications,Bachelor's degree,1989-1990,170976,University of Michigan-Ann Arbor,229,73,156,195,65,130,20,3,17,2,1,1,6,1,5,2,1,1,0,0,0,4,2,2,'09.0000'
Communications,Bachelor's degree,1989-1990,209551,University of Oregon,278,126,152,238,110,128,1,0,1,4,3,1,9,3,6,0,0,0,17,8,9,9,2,7,'09.0000'
Communications,Bachelor's degree,1989-1990,139959,University of Georgia,348,89,259,327,87,240,16,2,14,2,0,2,2,0,2,0,0,0,0,0,0,1,0,1,'09.0000'
Communications,Bachelor's degree,1989-1990,157289,University of Louisville,116,47,69,102,43,59,12,4,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,'09.0000'
Communications,Bachelor's degree,1989-1990,147767,Northwestern University,300,116,184,253,102,151,24,4,20,10,5,5,12,5,7,0,0,0,0,0,0,1,0,1,'09.0000'
Communications,Bachelor's degree,1989-1990,199120,University of North Carolina at Chapel Hill,361,121,240,330,112,218,27,5,22,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,'09.0000'
Communications,Bachelor's degree,1989-1990,123961,University of Southern California,295,88,207,238,75,163,19,4,15,9,3,6,24,7,17,0,0,0,0,0,0,5,0,5,'09.0000'
Communications,Bachelor's degree,1989-1990,134130,University of Florida,652,247,405,574,219,355,30,8,22,33,15,18,4,2,2,2,0,2,2,1,1,7,2,5,'09.0000'
Communications Technologies,Bachelor's degree,1989-1990,139959,University of Georgia,86,38,48,83,37,46,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'10.0000'
Communications Technologies,Bachelor's degree,1989-1990,123961,University of Southern California,80,53,27,63,41,22,3,2,1,7,5,2,1,0,1,1,1,0,0,0,0,5,4,1,'10.0000'
Communications Technologies,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,76,40,36,68,36,32,6,3,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,'10.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,43,32,11,35,27,8,2,0,2,0,0,0,4,3,1,0,0,0,0,0,0,2,2,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,170976,University of Michigan-Ann Arbor,61,47,14,44,33,11,5,4,1,0,0,0,6,4,2,0,0,0,0,0,0,6,6,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,155399,Kansas State University,39,32,7,32,28,4,2,0,2,1,1,0,2,2,0,0,0,0,0,0,0,2,1,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,228723,Texas A & M University-College Station,129,107,22,105,90,15,6,4,2,6,5,1,9,6,3,0,0,0,0,0,0,3,2,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,209542,Oregon State University,108,95,13,60,54,6,0,0,0,0,0,0,7,5,2,1,1,0,7,7,0,33,28,5,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,218663,University of South Carolina-Columbia,27,22,5,18,15,3,5,3,2,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,37,31,6,31,26,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,243744,Stanford University,55,43,12,41,36,5,3,2,1,0,0,0,8,2,6,0,0,0,0,0,0,3,3,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,228778,The University of Texas at Austin,125,99,26,68,59,9,2,1,1,4,3,1,25,16,9,0,0,0,0,0,0,26,20,6,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,123961,University of Southern California,64,48,16,20,18,2,1,1,0,1,0,1,22,17,5,0,0,0,0,0,0,20,12,8,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,100751,The University of Alabama,34,21,13,27,16,11,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,142115,Boise State University,26,18,8,23,17,6,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,230728,Utah State University,85,47,38,58,33,25,0,0,0,1,0,1,1,1,0,0,0,0,12,8,4,13,5,8,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,135726,University of Miami,58,40,18,26,21,5,1,1,0,7,2,5,4,1,3,0,0,0,0,0,0,20,15,5,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,134097,Florida State University,42,32,10,32,27,5,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,4,2,2,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,157289,University of Louisville,29,16,13,26,15,11,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,100858,Auburn University,11,7,4,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,186380,Rutgers University-New Brunswick,164,111,53,94,66,28,4,4,0,4,3,1,37,23,14,0,0,0,5,4,1,20,11,9,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,207388,Oklahoma State University-Main Campus,33,25,8,20,18,2,2,2,0,0,0,0,1,0,1,1,0,1,0,0,0,9,5,4,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,198419,Duke University,28,25,3,25,22,3,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,209551,University of Oregon,46,40,6,25,22,3,0,0,0,0,0,0,4,3,1,0,0,0,5,4,1,12,11,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,122755,San Jose State University,102,63,39,26,21,5,3,3,0,2,1,1,49,23,26,1,1,0,4,4,0,17,10,7,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,221999,Vanderbilt University,9,9,0,8,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,217882,Clemson University,50,28,22,45,27,18,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,131496,Georgetown University,3,3,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,181464,University of Nebraska-Lincoln,39,35,4,33,32,1,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,1,1,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,139959,University of Georgia,24,17,7,19,15,4,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,228246,Southern Methodist University,10,9,1,8,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,204796,Ohio State University-Main Campus,158,127,31,122,102,20,2,2,0,1,0,1,12,7,5,0,0,0,7,6,1,14,10,4,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,134130,University of Florida,125,94,31,97,76,21,8,5,3,6,4,2,9,6,3,0,0,0,1,0,1,4,3,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1989-1990,147767,Northwestern University,25,23,2,20,19,1,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,'11.0000'
Education,Bachelor's degree,1989-1990,157289,University of Louisville,183,38,145,162,35,127,13,2,11,4,0,4,0,0,0,1,0,1,0,0,0,3,1,2,'13.0000'
Education,Bachelor's degree,1989-1990,122755,San Jose State University,100,25,75,76,19,57,0,0,0,9,3,6,9,3,6,0,0,0,5,0,5,1,0,1,'13.0000'
Education,Bachelor's degree,1989-1990,209551,University of Oregon,214,48,166,172,40,132,1,0,1,2,1,1,9,1,8,3,1,2,22,3,19,5,2,3,'13.0000'
Education,Bachelor's degree,1989-1990,228246,Southern Methodist University,14,5,9,12,4,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1989-1990,134130,University of Florida,500,131,369,451,117,334,24,10,14,18,4,14,5,0,5,0,0,0,0,0,0,2,0,2,'13.0000'
Education,Bachelor's degree,1989-1990,228778,The University of Texas at Austin,494,64,430,420,52,368,11,1,10,52,10,42,9,1,8,1,0,1,0,0,0,1,0,1,'13.0000'
Education,Bachelor's degree,1989-1990,217882,Clemson University,234,43,191,220,37,183,12,6,6,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1989-1990,100751,The University of Alabama,263,61,202,239,50,189,14,8,6,2,0,2,1,1,0,0,0,0,1,0,1,6,2,4,'13.0000'
Education,Bachelor's degree,1989-1990,186380,Rutgers University-New Brunswick,111,46,65,93,40,53,7,3,4,7,3,4,3,0,3,0,0,0,1,0,1,0,0,0,'13.0000'
Education,Bachelor's degree,1989-1990,134097,Florida State University,616,99,517,586,91,495,14,1,13,11,6,5,3,0,3,1,0,1,0,0,0,1,1,0,'13.0000'
Education,Bachelor's degree,1989-1990,142115,Boise State University,150,37,113,148,36,112,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,'13.0000'
Education,Bachelor's degree,1989-1990,221999,Vanderbilt University,55,8,47,53,8,45,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1989-1990,100858,Auburn University,429,90,339,418,83,335,9,5,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,'13.0000'
Education,Bachelor's degree,1989-1990,228723,Texas A & M University-College Station,752,123,629,704,109,595,13,7,6,31,7,24,3,0,3,1,0,1,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1989-1990,139959,University of Georgia,588,131,457,557,123,434,25,7,18,1,0,1,1,0,1,0,0,0,0,0,0,4,1,3,'13.0000'
Education,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,330,50,280,320,47,273,6,3,3,1,0,1,0,0,0,2,0,2,0,0,0,1,0,1,'13.0000'
Education,Bachelor's degree,1989-1990,147767,Northwestern University,30,10,20,23,8,15,2,1,1,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1989-1990,155399,Kansas State University,311,76,235,307,74,233,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1989-1990,207388,Oklahoma State University-Main Campus,353,101,252,340,98,242,2,1,1,3,0,3,1,0,1,4,1,3,0,0,0,3,1,2,'13.0000'
Education,Bachelor's degree,1989-1990,209542,Oregon State University,318,120,198,276,105,171,3,3,0,2,1,1,5,1,4,10,3,7,20,5,15,2,2,0,'13.0000'
Education,Bachelor's degree,1989-1990,135726,University of Miami,19,8,11,13,6,7,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4,1,3,'13.0000'
Education,Bachelor's degree,1989-1990,218663,University of South Carolina-Columbia,46,18,28,45,18,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1989-1990,199120,University of North Carolina at Chapel Hill,181,26,155,169,24,145,10,2,8,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1989-1990,181464,University of Nebraska-Lincoln,428,116,312,410,111,299,4,0,4,4,2,2,4,2,2,2,1,1,0,0,0,4,0,4,'13.0000'
Education,Bachelor's degree,1989-1990,204796,Ohio State University-Main Campus,848,248,600,768,226,542,12,6,6,4,1,3,2,2,0,1,1,0,58,10,48,3,2,1,'13.0000'
Education,Bachelor's degree,1989-1990,170976,University of Michigan-Ann Arbor,155,46,109,142,43,99,7,2,5,1,0,1,3,1,2,1,0,1,0,0,0,1,0,1,'13.0000'
Education,Bachelor's degree,1989-1990,123961,University of Southern California,51,9,42,26,5,21,6,1,5,5,1,4,11,1,10,1,0,1,0,0,0,2,1,1,'13.0000'
Education,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,225,38,187,209,35,174,4,0,4,1,0,1,2,0,2,8,3,5,0,0,0,1,0,1,'13.0000'
Education,Bachelor's degree,1989-1990,230728,Utah State University,334,94,240,299,77,222,0,0,0,4,0,4,0,0,0,3,2,1,25,13,12,3,2,1,'13.0000'
Engineering,Bachelor's degree,1989-1990,181464,University of Nebraska-Lincoln,213,188,25,196,172,24,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,14,13,1,'14.0000'
Engineering,Bachelor's degree,1989-1990,142115,Boise State University,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'14.0000'
Engineering,Bachelor's degree,1989-1990,228778,The University of Texas at Austin,610,522,88,407,347,60,16,7,9,49,42,7,68,61,7,0,0,0,0,0,0,70,65,5,'14.0000'
Engineering,Bachelor's degree,1989-1990,207388,Oklahoma State University-Main Campus,244,217,27,159,144,15,9,4,5,0,0,0,14,13,1,5,4,1,0,0,0,57,52,5,'14.0000'
Engineering,Bachelor's degree,1989-1990,152080,University of Notre Dame,234,201,33,212,183,29,0,0,0,7,4,3,7,6,1,0,0,0,0,0,0,8,8,0,'14.0000'
Engineering,Bachelor's degree,1989-1990,221999,Vanderbilt University,176,133,43,147,116,31,14,7,7,1,1,0,11,6,5,0,0,0,0,0,0,3,3,0,'14.0000'
Engineering,Bachelor's degree,1989-1990,139959,University of Georgia,14,13,1,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'14.0000'
Engineering,Bachelor's degree,1989-1990,122755,San Jose State University,288,246,42,99,88,11,7,7,0,10,4,6,153,132,21,1,1,0,14,12,2,4,2,2,'14.0000'
Engineering,Bachelor's degree,1989-1990,155399,Kansas State University,290,250,40,256,220,36,6,4,2,4,3,1,9,9,0,0,0,0,0,0,0,15,14,1,'14.0000'
Engineering,Bachelor's degree,1989-1990,228723,Texas A & M University-College Station,869,734,135,703,597,106,13,8,5,49,41,8,48,40,8,2,1,1,0,0,0,54,47,7,'14.0000'
Engineering,Bachelor's degree,1989-1990,218663,University of South Carolina-Columbia,173,132,41,136,107,29,27,17,10,1,1,0,2,1,1,0,0,0,0,0,0,7,6,1,'14.0000'
Engineering,Bachelor's degree,1989-1990,123961,University of Southern California,319,267,52,109,90,19,6,3,3,21,14,7,86,71,15,1,0,1,0,0,0,96,89,7,'14.0000'
Engineering,Bachelor's degree,1989-1990,217882,Clemson University,422,347,75,394,325,69,12,8,4,7,6,1,2,2,0,0,0,0,0,0,0,7,6,1,'14.0000'
Engineering,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,278,250,28,197,175,22,5,4,1,3,1,2,22,19,3,2,2,0,0,0,0,49,49,0,'14.0000'
Engineering,Bachelor's degree,1989-1990,204796,Ohio State University-Main Campus,671,572,99,566,485,81,9,5,4,6,5,1,28,24,4,0,0,0,20,17,3,42,36,6,'14.0000'
Engineering,Bachelor's degree,1989-1990,170976,University of Michigan-Ann Arbor,829,664,165,703,575,128,21,13,8,10,9,1,67,42,25,1,1,0,0,0,0,27,24,3,'14.0000'
Engineering,Bachelor's degree,1989-1990,209542,Oregon State University,304,270,34,228,205,23,0,0,0,3,3,0,35,29,6,4,4,0,10,9,1,24,20,4,'14.0000'
Engineering,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,255,222,33,183,158,25,10,8,2,5,5,0,20,18,2,1,1,0,0,0,0,36,32,4,'14.0000'
Engineering,Bachelor's degree,1989-1990,228246,Southern Methodist University,88,76,12,63,53,10,2,1,1,11,10,1,7,7,0,0,0,0,0,0,0,5,5,0,'14.0000'
Engineering,Bachelor's degree,1989-1990,135726,University of Miami,213,185,28,63,53,10,4,3,1,36,24,12,6,6,0,0,0,0,0,0,0,104,99,5,'14.0000'
Engineering,Bachelor's degree,1989-1990,100858,Auburn University,693,591,102,669,571,98,14,11,3,3,3,0,2,2,0,0,0,0,0,0,0,5,4,1,'14.0000'
Engineering,Bachelor's degree,1989-1990,134097,Florida State University,88,72,16,72,60,12,7,5,2,6,4,2,1,1,0,0,0,0,0,0,0,2,2,0,'14.0000'
Engineering,Bachelor's degree,1989-1990,147767,Northwestern University,197,147,50,143,105,38,12,8,4,3,3,0,29,22,7,0,0,0,0,0,0,10,9,1,'14.0000'
Engineering,Bachelor's degree,1989-1990,134130,University of Florida,619,516,103,482,401,81,17,12,5,42,36,6,38,31,7,1,1,0,1,1,0,38,34,4,'14.0000'
Engineering,Bachelor's degree,1989-1990,157289,University of Louisville,194,171,23,171,149,22,7,7,0,1,1,0,10,9,1,0,0,0,0,0,0,5,5,0,'14.0000'
Engineering,Bachelor's degree,1989-1990,230728,Utah State University,111,99,12,84,75,9,0,0,0,1,0,1,0,0,0,0,0,0,19,17,2,7,7,0,'14.0000'
Engineering,Bachelor's degree,1989-1990,198419,Duke University,261,208,53,230,185,45,5,2,3,2,2,0,12,9,3,0,0,0,0,0,0,12,10,2,'14.0000'
Engineering,Bachelor's degree,1989-1990,100751,The University of Alabama,225,190,35,174,150,24,14,8,6,1,1,0,2,0,2,0,0,0,2,2,0,32,29,3,'14.0000'
Engineering,Bachelor's degree,1989-1990,243744,Stanford University,247,197,50,141,121,20,18,15,3,20,16,4,44,27,17,0,0,0,0,0,0,24,18,6,'14.0000'
Engineering,Bachelor's degree,1989-1990,186380,Rutgers University-New Brunswick,484,397,87,343,285,58,11,6,5,10,9,1,83,66,17,0,0,0,12,10,2,25,21,4,'14.0000'
Engineering and Engineering Related Tech,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,39,37,2,36,34,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,NA
Engineering and Engineering Related Tech,Bachelor's degree,1989-1990,217882,Clemson University,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Engineering and Engineering Related Tech,Bachelor's degree,1989-1990,228723,Texas A & M University-College Station,259,243,16,228,214,14,5,4,1,18,17,1,4,4,0,0,0,0,0,0,0,4,4,0,NA
Engineering and Engineering Related Tech,Bachelor's degree,1989-1990,100751,The University of Alabama,13,10,3,9,9,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Engineering and Engineering Related Tech,Bachelor's degree,1989-1990,134130,University of Florida,116,107,9,109,101,8,1,1,0,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,NA
Engineering and Engineering Related Tech,Bachelor's degree,1989-1990,123961,University of Southern California,13,11,2,7,7,0,1,0,1,2,2,0,1,0,1,0,0,0,0,0,0,2,2,0,NA
Engineering and Engineering Related Tech,Bachelor's degree,1989-1990,228246,Southern Methodist University,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Engineering and Engineering Related Tech,Bachelor's degree,1989-1990,230728,Utah State University,40,40,0,35,35,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,1,1,0,NA
Engineering and Engineering Related Tech,Bachelor's degree,1989-1990,207388,Oklahoma State University-Main Campus,157,150,7,122,116,6,6,5,1,1,1,0,8,8,0,1,1,0,0,0,0,19,19,0,NA
Engineering and Engineering Related Tech,Bachelor's degree,1989-1990,209542,Oregon State University,48,43,5,45,42,3,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,NA
Engineering and Engineering Related Tech,Bachelor's degree,1989-1990,181464,University of Nebraska-Lincoln,104,96,8,101,93,8,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,NA
Engineering and Engineering Related Tech,Bachelor's degree,1989-1990,122755,San Jose State University,91,82,9,68,61,7,0,0,0,5,5,0,11,9,2,0,0,0,6,6,0,1,1,0,NA
Engineering and Engineering Related Tech,Bachelor's degree,1989-1990,155399,Kansas State University,39,38,1,0,0,0,2,2,0,36,35,1,0,0,0,0,0,0,0,0,0,1,1,0,NA
Foreign Languages,Bachelor's degree,1989-1990,100858,Auburn University,34,11,23,31,11,20,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,35,6,29,27,5,22,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,5,NA
Foreign Languages,Bachelor's degree,1989-1990,217882,Clemson University,45,5,40,44,5,39,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,122755,San Jose State University,24,4,20,14,2,12,1,0,1,7,1,6,0,0,0,0,0,0,2,1,1,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,198419,Duke University,31,6,25,29,6,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA
Foreign Languages,Bachelor's degree,1989-1990,204796,Ohio State University-Main Campus,74,28,46,62,21,41,2,1,1,2,1,1,0,0,0,0,0,0,5,2,3,4,4,0,NA
Foreign Languages,Bachelor's degree,1989-1990,134097,Florida State University,44,16,28,39,14,25,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,NA
Foreign Languages,Bachelor's degree,1989-1990,155399,Kansas State University,15,4,11,14,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,243744,Stanford University,29,12,17,20,10,10,1,0,1,2,0,2,5,1,4,0,0,0,0,0,0,1,1,0,NA
Foreign Languages,Bachelor's degree,1989-1990,131496,Georgetown University,118,32,86,99,28,71,2,0,2,8,3,5,5,1,4,0,0,0,0,0,0,4,0,4,NA
Foreign Languages,Bachelor's degree,1989-1990,207388,Oklahoma State University-Main Campus,13,2,11,12,2,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,134130,University of Florida,34,10,24,25,8,17,2,0,2,5,1,4,0,0,0,0,0,0,0,0,0,2,1,1,NA
Foreign Languages,Bachelor's degree,1989-1990,221999,Vanderbilt University,18,5,13,17,5,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,170976,University of Michigan-Ann Arbor,139,34,105,129,32,97,1,0,1,1,1,0,8,1,7,0,0,0,0,0,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,228778,The University of Texas at Austin,119,43,76,92,31,61,3,2,1,19,9,10,5,1,4,0,0,0,0,0,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,100751,The University of Alabama,10,1,9,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,209551,University of Oregon,94,26,68,75,21,54,0,0,0,2,0,2,3,0,3,1,0,1,13,5,8,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,186380,Rutgers University-New Brunswick,112,22,90,74,13,61,13,3,10,17,4,13,5,2,3,1,0,1,0,0,0,2,0,2,NA
Foreign Languages,Bachelor's degree,1989-1990,228723,Texas A & M University-College Station,49,15,34,41,13,28,1,0,1,6,2,4,0,0,0,0,0,0,0,0,0,1,0,1,NA
Foreign Languages,Bachelor's degree,1989-1990,228246,Southern Methodist University,26,6,20,18,3,15,0,0,0,5,2,3,1,1,0,0,0,0,1,0,1,1,0,1,NA
Foreign Languages,Bachelor's degree,1989-1990,218663,University of South Carolina-Columbia,25,10,15,21,9,12,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,147767,Northwestern University,29,7,22,25,4,21,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,230728,Utah State University,17,12,5,15,11,4,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,157289,University of Louisville,14,6,8,13,6,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,139959,University of Georgia,36,7,29,30,6,24,3,1,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,NA
Foreign Languages,Bachelor's degree,1989-1990,152080,University of Notre Dame,18,9,9,15,7,8,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,181464,University of Nebraska-Lincoln,19,9,10,17,8,9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,123961,University of Southern California,35,7,28,17,3,14,1,0,1,10,2,8,3,1,2,0,0,0,0,0,0,4,1,3,NA
Foreign Languages,Bachelor's degree,1989-1990,209542,Oregon State University,22,10,12,19,8,11,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,135726,University of Miami,10,2,8,4,0,4,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,199120,University of North Carolina at Chapel Hill,44,15,29,42,15,27,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,NA
Foreign Languages,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,25,9,16,20,6,14,2,2,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,NA
Health Sciences,Bachelor's degree,1989-1990,228778,The University of Texas at Austin,282,68,214,206,39,167,7,1,6,46,19,27,16,6,10,1,0,1,0,0,0,6,3,3,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,181464,University of Nebraska-Lincoln,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,152080,University of Notre Dame,188,140,48,171,127,44,4,2,2,4,4,0,5,4,1,0,0,0,0,0,0,4,3,1,'18.0000'
Health Sciences,Bachelor's degree,1989-1990,217882,Clemson University,68,1,67,64,1,63,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'18.0000'
