ID_School,ID_Sport,Season,Number,Player,First_Name,Last_Name,Position,Height,Weight,Year,Hometown/Last_School,Player_URL,
FSU,MBBALL,2009-2010,24,Eddie Vanderwerff,Eddie,Vanderwerff,F,6/6/13,222,Jr.,"Tequesta, Fla./Cardinal Newman",http://seminoles.collegesports.com/sports/m-baskbl/mtt/vanderwerff_eddie00.html,
FSU,MBBALL,2009-2010,31,Chris Singleton,Chris,Singleton,F,6/9/13,220,Fr.,"Canton, Ga./Dunwoody",http://seminoles.collegesports.com/sports/m-baskbl/mtt/singleton_chris00.html,
FSU,MBBALL,2009-2010,32,Solomon Alabi,Solomon,Alabi,C,7/1/13,241,Fr.,"Kaduna, Nigeria/Montverde Academy (Orlando, Fla.)",http://seminoles.collegesports.com/sports/m-baskbl/mtt/alabi_solomon00.html,
FSU,MBBALL,2009-2010,41,Uche Echefu,Uche,Echefu,F,6/9/13,225,Sr.,"Lagos, Nigeria/Montrose (MD.) Christian",http://seminoles.collegesports.com/sports/m-baskbl/mtt/echefu_uche00.html,
FSU,MBBALL,2009-2010,42,Ryan Reid,Ryan,Reid,F,6/8/13,235,Jr.,"Lauderdale Lakes, Fla./Boyd Anderson",http://seminoles.collegesports.com/sports/m-baskbl/mtt/reid_ryan00.html,
FSU,MBBALL,2008-2009,0,Pierre Jordan,Pierre,Jordan,G,6/1/00,160,Fr.,"Atlanta, Ga./Dunwoody",http://seminoles.collegesports.com/sports/m-baskbl/mtt/jordan_pierre00.html,
FSU,MBBALL,2008-2009,1,Xavier Gibson,Xavier,Gibson,F/C,6/11/13,230,Fr.,"Dothan, Ala./Dothan",http://seminoles.collegesports.com/sports/m-baskbl/mtt/gibson_xavier00.html,
FSU,MBBALL,2008-2009,2,Jordan DeMercy,Jordan,DeMercy,F,6/7/13,208,So.,"Norcorss, Ga./Norcross",http://seminoles.collegesports.com/sports/m-baskbl/mtt/demercy_jordan01.html,0
FSU,MBBALL,2008-2009,3,Luke Loucks,Luke,Loucks,G,6/5/13,205,Fr.,"Clearwater, Fla./Clearwater",http://seminoles.collegesports.com/sports/m-baskbl/mtt/loucks_luke00.html,
FSU,MBBALL,2008-2009,4,Deividas Dulkys,Deividas,Dulkys,G,6/5/13,195,Fr.,"Silute, Lithuania/Findlay College (Nev.) Prep",http://seminoles.collegesports.com/sports/m-baskbl/mtt/dulkys_deividas00.html,
FSU,MBBALL,2008-2009,21,Brian Hoff,Brian,Hoff,G,6/6/13,197,Sr.,"Jacksonville, Fla./Arlington Country Day",http://seminoles.cstv.com/sports/m-baskbl/mtt/hoff_brian00.html,
FSU,MBBALL,2008-2009,22,Derwin Kitchen,Derwin,Kitchen,G,6/4/13,180,So.,"Jacksonville, Fla./Raines/Iowa Western C.C.",http://seminoles.collegesports.com/sports/m-baskbl/mtt/kitchen_derwin00.html,
FSU,MBBALL,2008-2009,23,Toney Douglas,Toney,Douglas,G,6/2/13,200,Sr.,"Jonesboro, Ga./Auburn University",http://seminoles.collegesports.com/sports/m-baskbl/mtt/douglas_toney00.html,
FSU,MBBALL,2008-2009,24,Eddie Vanderwerff,Eddie,Vanderwerff,F,6/6/13,222,Jr.,"Tequesta, Fla./Cardinal Newman",http://seminoles.collegesports.com/sports/m-baskbl/mtt/vanderwerff_eddie00.html,
FSU,MBBALL,2008-2009,31,Chris Singleton,Chris,Singleton,F,6/9/13,220,Fr.,"Canton, Ga./Dunwoody",http://seminoles.collegesports.com/sports/m-baskbl/mtt/singleton_chris00.html,
FSU,MBBALL,2008-2009,32,Solomon Alabi,Solomon,Alabi,C,7/1/13,241,Fr.,"Kaduna, Nigeria/Montverde Academy (Orlando, Fla.)",http://seminoles.collegesports.com/sports/m-baskbl/mtt/alabi_solomon00.html,
FSU,MBBALL,2008-2009,41,Uche Echefu,Uche,Echefu,F,6/9/13,225,Sr.,"Lagos, Nigeria/Montrose (MD.) Christian",http://seminoles.collegesports.com/sports/m-baskbl/mtt/echefu_uche00.html,
FSU,MBBALL,2008-2009,42,Ryan Reid,Ryan,Reid,F,6/8/13,235,Jr.,"Lauderdale Lakes, Fla./Boyd Anderson",http://seminoles.collegesports.com/sports/m-baskbl/mtt/reid_ryan00.html,
FSU,MBBALL,2007-2008,2,Jordan DeMercy,Jordan,DeMercy,F,6/7/13,204,Fr.,"Norcross, Ga./Norcross",http://seminoles.collegesports.com/sports/m-baskbl/mtt/demercy_jordan00.html,
FSU,MBBALL,2007-2008,3,Isaiah Swann,Isaiah,Swann,G,6/2/13,198,Sr.,"Germantown, Md./(Hargrave Military Academy)",http://seminoles.collegesports.com/sports/m-baskbl/mtt/swann_isaiah00.html,
FSU,MBBALL,2007-2008,5,Ben O’Donnell,Ben,O’Donnell,G,5/9/13,171,Fr.,"Largo, Fla./(Largo)",http://seminoles.collegesports.com/sports/m-baskbl/mtt/o’donnell_ben00.html,
FSU,MBBALL,2007-2008,10,Ralph Mims,Ralph,Mims,G,6/3/13,205,Sr.,"Pensacola, Fla./Brunswick (ME)",http://seminoles.collegesports.com/sports/m-baskbl/mtt/mims_ralph00.html,
FSU,MBBALL,2007-2008,21,Julian Vaughn,Julian,Vaughn,F,6/10/13,239,Fr.,"Vienna, Va./Oak Hill Academy",http://seminoles.collegesports.com/sports/m-baskbl/mtt/vaughn_julian00.html,
FSU,MBBALL,2007-2008,23,Toney Douglas,Toney,Douglas,G,6/2/13,200,Jr.,"Jonesboro, Ga./Jonesboro",http://seminoles.collegesports.com/sports/m-baskbl/mtt/douglas_toney00.html,
FSU,MBBALL,2007-2008,24,Jordan Bolton,Jordan,Bolton,F,6/5/13,214,Fr.,"Winter Park, Fla./Winter Park",http://seminoles.collegesports.com/sports/m-baskbl/mtt/bolton_jordan00.html,
FSU,MBBALL,2007-2008,25,Jason Rich,Jason,Rich,G,6/3/13,211,Sr.,"Pensacola, Fla./Dr. Phillips",http://seminoles.collegesports.com/sports/m-baskbl/mtt/rich_jason00.html,
FSU,MBBALL,2007-2008,31,Brian Hoff,Brian,Hoff,G,6/6/13,197,Jr.,"Jacksonville, Fla./Arlington County Day",http://seminoles.collegesports.com/sports/m-baskbl/mtt/hoff_brian00.html,
FSU,MBBALL,2007-2008,32,Solomon Alabi,Solomon,Alabi,C,7/1/13,241,Fr.,"Kaduna, Nigeria/Montverde Academy",http://seminoles.collegesports.com/sports/m-baskbl/mtt/alabi_solomon00.html,
FSU,MBBALL,2007-2008,33,Matt Zitani,Matt,Zitani,F,6/7/13,230,Gr.,"Port St. Lucie, Fla./Indiana Ricer C.C.",http://seminoles.collegesports.com/sports/m-baskbl/mtt/zitani_matt00.html,
FSU,MBBALL,2007-2008,41,Uche Echefu,Uche,Echefu,F,6/9/13,225,Jr.,"Lagos, Nigeria/Montrose Christian School",http://seminoles.collegesports.com/sports/m-baskbl/mtt/echefu_uche00.html,
FSU,MBBALL,2007-2008,42,Ryan Reid,Ryan,Reid,F,6/8/13,237,So.,"Lauderdale Lakes, Fla./Lauderdale Lakes",http://seminoles.collegesports.com/sports/m-baskbl/mtt/reid_ryan00.html,
FSU,MBBALL,2006-2007,3,Isaiah Swann,Isaiah,Swann,G,6/2/13,205,Jr.,"Germantown, Md./(Hargrave Military Academy)",http://seminoles.collegesports.com/sports/m-baskbl/mtt/swann_isaiah00.html,
FSU,MBBALL,2006-2007,5,Josue Soto,Josue,Soto,G,6/1/00,175,Fr.,"Jacksonville, Arlington Country Day",http://seminoles.collegesports.com/sports/m-baskbl/mtt/soto_josue00.html,
