"","League","Season","UnitPlayer1ID","UnitPlayer2ID","UnitPlayer3ID","UnitPlayer4ID","UnitPlayer5ID","OpponentPlayer1ID","OpponentPlayer2ID","OpponentPlayer3ID","OpponentPlayer4ID","OpponentPlayer5ID","UnitPlayer1Name","UnitPlayer2Name","UnitPlayer3Name","UnitPlayer4Name","UnitPlayer5Name","OpponentPlayer1Name","OpponentPlayer2Name","OpponentPlayer3Name","OpponentPlayer4Name","OpponentPlayer5Name","Observations","ElapsedSecs","PossessionsUnit","PossessionsOpponent","PointsScoredUnit","PointsScoredOpponent","OffensiveRtgUnit","OffensiveRtgOpponent","OverallRtgUnitVsOpponent","OverallRtgOpponentVsUnit","OffensiveReboundsUnit","OffensiveReboundsOpponent","DefensiveReboundsUnit","DefensiveReboundsOpponent","OffensiveReboundingRateUnit","OffensiveReboundingRateOpponent","DefensiveReboundingRateUnit","DefensiveReboundingRateOpponent","Source","Season.Type"
"1","NBA","2008 playoffs","1","222","5","492","6","118","389","70","67","69","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Stackhouse, Jerry","Terry, Jason","Chandler, Tyson","Pargo, Jannero","Paul, Chris","Stojakovic, Peja","West, David","1","22","0","1","0","1","NULL","100","NULL","NULL","0","0","0","0","NULL","NULL","NULL","NULL","Basketball Value","Playoffs"
"2","NBA","2008 playoffs","3","1","5","492","6","118","389","62","69","711","Dampier, Erick","Howard, Josh","Nowitzki, Dirk","Stackhouse, Jerry","Terry, Jason","Chandler, Tyson","Pargo, Jannero","Wells, Bonzi","West, David","Wright, Julian","1","84","2","2","2","0","100","0","100","-100","0","1","1","1","0","0.5","0.5","1","Basketball Value","Playoffs"
"3","NBA","2008 playoffs","3","1","222","5","6","118","70","67","62","69","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Chandler, Tyson","Paul, Chris","Stojakovic, Peja","Wells, Bonzi","West, David","1","62","2","2","0","2","0","100","-100","100","1","0","1","2","0.333333","0","1","0.666667","Basketball Value","Playoffs"
"4","NBA","2008 playoffs","3","1","222","5","6","118","70","326","67","69","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Chandler, Tyson","Paul, Chris","Peterson, Morris","Stojakovic, Peja","West, David","6","1466","45","45","53","55","117.778","122.222","-4.44444","4.44444","11","6","17","18","0.37931","0.26087","0.73913","0.62069","Basketball Value","Playoffs"
"5","NBA","2008 playoffs","3","1","222","5","6","118","389","67","62","69","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Chandler, Tyson","Pargo, Jannero","Stojakovic, Peja","Wells, Bonzi","West, David","1","44","2","2","2","0","100","0","100","-100","0","0","1","0","NULL","0","1","NULL","Basketball Value","Playoffs"
"6","NBA","2008 playoffs","3","1","222","5","6","118","389","67","62","711","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Chandler, Tyson","Pargo, Jannero","Stojakovic, Peja","Wells, Bonzi","Wright, Julian","2","115","5","5","5","6","100","120","-20","20","1","0","0","1","0.5","NULL","NULL","0.5","Basketball Value","Playoffs"
"7","NBA","2008 playoffs","3","1","222","5","6","118","389","70","67","62","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Chandler, Tyson","Pargo, Jannero","Paul, Chris","Stojakovic, Peja","Wells, Bonzi","2","172","5","5","4","8","80","160","-80","80","3","1","1","2","0.6","0.5","0.5","0.4","Basketball Value","Playoffs"
"8","NBA","2008 playoffs","3","1","222","5","6","118","389","70","67","69","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Chandler, Tyson","Pargo, Jannero","Paul, Chris","Stojakovic, Peja","West, David","5","420","13","14","11","22","84.6154","157.143","-72.5275","72.5275","1","1","5","7","0.125","0.166667","0.833333","0.875","Basketball Value","Playoffs"
"9","NBA","2008 playoffs","3","1","222","5","6","118","389","70","67","711","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Chandler, Tyson","Pargo, Jannero","Paul, Chris","Stojakovic, Peja","Wright, Julian","1","105","5","5","2","6","40","120","-80","80","0","1","1","2","0","0.5","0.5","1","Basketball Value","Playoffs"
"10","NBA","2008 playoffs","3","1","222","5","6","118","389","70","69","711","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Chandler, Tyson","Pargo, Jannero","Paul, Chris","West, David","Wright, Julian","1","49","2","1","0","0","0","0","0","0","0","0","1","2","0","0","1","1","Basketball Value","Playoffs"
"11","NBA","2008 playoffs","3","1","222","5","6","311","118","70","326","69","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Bowen, Ryan","Chandler, Tyson","Paul, Chris","Peterson, Morris","West, David","1","111","3","3","8","6","266.667","200","66.6667","-66.6667","2","0","0","0","1","NULL","NULL","0","Basketball Value","Playoffs"
"12","NBA","2008 playoffs","3","1","222","5","6","389","70","67","62","69","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Pargo, Jannero","Paul, Chris","Stojakovic, Peja","Wells, Bonzi","West, David","1","152","4","4","1","4","25","100","-75","75","1","3","2","4","0.2","0.6","0.4","0.8","Basketball Value","Playoffs"
"13","NBA","2008 playoffs","3","1","222","5","6","594","70","326","67","69","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Armstrong, Hilton","Paul, Chris","Peterson, Morris","Stojakovic, Peja","West, David","2","256","7","8","10","6","142.857","75","67.8571","-67.8571","0","2","5","3","0","0.285714","0.714286","1","Basketball Value","Playoffs"
"14","NBA","2008 playoffs","3","1","222","5","6","594","389","70","67","69","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Armstrong, Hilton","Pargo, Jannero","Paul, Chris","Stojakovic, Peja","West, David","1","148","5","6","4","8","80","133.333","-53.3333","53.3333","0","0","1","1","0","0","1","1","Basketball Value","Playoffs"
"15","NBA","2008 playoffs","3","1","222","5","492","118","70","67","62","69","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Stackhouse, Jerry","Chandler, Tyson","Paul, Chris","Stojakovic, Peja","Wells, Bonzi","West, David","1","130","3","3","3","7","100","233.333","-133.333","133.333","2","0","0","2","0.5","NULL","NULL","0.5","Basketball Value","Playoffs"
"16","NBA","2008 playoffs","3","1","222","5","492","118","70","326","62","69","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Stackhouse, Jerry","Chandler, Tyson","Paul, Chris","Peterson, Morris","Wells, Bonzi","West, David","1","114","4","5","3","9","75","180","-105","105","0","1","1","3","0","0.5","0.5","1","Basketball Value","Playoffs"
"17","NBA","2008 playoffs","3","1","222","5","492","118","70","326","67","69","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Stackhouse, Jerry","Chandler, Tyson","Paul, Chris","Peterson, Morris","Stojakovic, Peja","West, David","3","1180","39","39","33","39","84.6154","100","-15.3846","15.3846","4","5","18","15","0.210526","0.217391","0.782609","0.789474","Basketball Value","Playoffs"
"18","NBA","2008 playoffs","3","1","222","5","492","118","389","70","67","69","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Stackhouse, Jerry","Chandler, Tyson","Pargo, Jannero","Paul, Chris","Stojakovic, Peja","West, David","1","230","6","5","6","7","100","140","-40","40","1","2","2","2","0.333333","0.5","0.5","0.666667","Basketball Value","Playoffs"
"19","NBA","2008 playoffs","3","1","222","5","492","311","118","70","62","69","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Stackhouse, Jerry","Bowen, Ryan","Chandler, Tyson","Paul, Chris","Wells, Bonzi","West, David","1","41","2","1","2","0","100","0","100","-100","0","1","0","1","0","1","0","1","Basketball Value","Playoffs"
"20","NBA","2008 playoffs","3","1","222","5","492","594","389","70","67","69","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Stackhouse, Jerry","Armstrong, Hilton","Pargo, Jannero","Paul, Chris","Stojakovic, Peja","West, David","1","78","3","2","2","2","66.6667","100","-33.3333","33.3333","0","0","1","1","0","0","1","1","Basketball Value","Playoffs"
"21","NBA","2008 playoffs","3","190","1","5","6","118","389","70","62","69","Dampier, Erick","George, Devean","Howard, Josh","Nowitzki, Dirk","Terry, Jason","Chandler, Tyson","Pargo, Jannero","Paul, Chris","Wells, Bonzi","West, David","1","50","2","2","2","2","100","100","0","0","0","1","1","0","NULL","0.5","0.5","NULL","Basketball Value","Playoffs"
