"","League","Season","UnitPlayer1ID","UnitPlayer2ID","UnitPlayer3ID","UnitPlayer4ID","UnitPlayer5ID","OpponentPlayer1ID","OpponentPlayer2ID","OpponentPlayer3ID","OpponentPlayer4ID","OpponentPlayer5ID","UnitPlayer1Name","UnitPlayer2Name","UnitPlayer3Name","UnitPlayer4Name","UnitPlayer5Name","OpponentPlayer1Name","OpponentPlayer2Name","OpponentPlayer3Name","OpponentPlayer4Name","OpponentPlayer5Name","Observations","ElapsedSecs","PossessionsUnit","PossessionsOpponent","PointsScoredUnit","PointsScoredOpponent","OffensiveRtgUnit","OffensiveRtgOpponent","OverallRtgUnitVsOpponent","OverallRtgOpponentVsUnit","OffensiveReboundsUnit","OffensiveReboundsOpponent","DefensiveReboundsUnit","DefensiveReboundsOpponent","OffensiveReboundingRateUnit","OffensiveReboundingRateOpponent","DefensiveReboundingRateUnit","DefensiveReboundingRateOpponent","Source","Season.Type"
"12","NBA","2009 playoffs","3","1","222","5","6","26","29","793","622","30","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Duncan, Tim","Finley, Michael","Hill, George","Mason, Roger","Parker, Tony","1","242","8","8","12","9","150","112.5","37.5","-37.5","2","1","3","1","0.666667","0.25","0.75","0.333333","Basketball Value","Playoffs"
"13","NBA","2009 playoffs","3","1","222","5","6","28","26","29","30","2","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Bowen, Bruce","Duncan, Tim","Finley, Michael","Parker, Tony","Thomas, Kurt","2","190","6","5","3","6","50","120","-70","70","0","0","2","4","0","0","1","1","Basketball Value","Playoffs"
"14","NBA","2009 playoffs","3","1","222","5","6","28","26","29","30","544","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Bowen, Bruce","Duncan, Tim","Finley, Michael","Parker, Tony","Udoka, Ime","1","90","3","4","2","8","66.6667","200","-133.333","133.333","0","0","0","1","0","NULL","NULL","1","Basketball Value","Playoffs"
"15","NBA","2009 playoffs","3","1","222","5","6","28","26","29","257","30","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Bowen, Bruce","Duncan, Tim","Finley, Michael","Gooden, Drew","Parker, Tony","1","80","2","1","4","0","200","0","200","-200","1","1","1","0","1","0.5","0.5","0","Basketball Value","Playoffs"
"16","NBA","2009 playoffs","3","1","222","5","6","28","26","29","257","622","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Bowen, Bruce","Duncan, Tim","Finley, Michael","Gooden, Drew","Mason, Roger","1","37","1","1","2","0","200","0","200","-200","0","0","1","0","NULL","0","1","NULL","Basketball Value","Playoffs"
"17","NBA","2009 playoffs","3","1","222","5","6","28","26","29","622","2","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Bowen, Bruce","Duncan, Tim","Finley, Michael","Mason, Roger","Thomas, Kurt","1","68","2","3","0","5","0","166.667","-166.667","166.667","0","2","1","1","0","0.666667","0.333333","1","Basketball Value","Playoffs"
"18","NBA","2009 playoffs","3","1","222","5","6","28","26","29","793","2","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Bowen, Bruce","Duncan, Tim","Finley, Michael","Hill, George","Thomas, Kurt","1","114","3","2","7","0","233.333","0","233.333","-233.333","0","2","2","0","NULL","0.5","0.5","NULL","Basketball Value","Playoffs"
"19","NBA","2009 playoffs","3","1","222","5","6","28","26","257","622","30","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Bowen, Bruce","Duncan, Tim","Gooden, Drew","Mason, Roger","Parker, Tony","1","185","5","5","2","11","40","220","-180","180","1","1","0","4","0.2","1","0","0.8","Basketball Value","Playoffs"
"20","NBA","2009 playoffs","3","1","222","5","6","28","26","622","30","2","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Bowen, Bruce","Duncan, Tim","Mason, Roger","Parker, Tony","Thomas, Kurt","2","263","11","10","10","12","90.9091","120","-29.0909","29.0909","1","1","3","2","0.333333","0.25","0.75","0.666667","Basketball Value","Playoffs"
"21","NBA","2009 playoffs","3","1","222","5","6","28","257","622","30","2","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Bowen, Bruce","Gooden, Drew","Mason, Roger","Parker, Tony","Thomas, Kurt","1","6","0","0","0","0","NULL","NULL","NULL","NULL","0","0","0","0","NULL","NULL","NULL","NULL","Basketball Value","Playoffs"
"22","NBA","2009 playoffs","3","1","222","5","6","73","25","271","21","63","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Andersen, Chris","Anthony, Carmelo","Billups, Chauncey","Martin, Kenyon","Smith, J.R.","1","22","1","0","0","1","0","NULL","NULL","NULL","0","0","0","1","0","NULL","NULL","1","Basketball Value","Playoffs"
"23","NBA","2009 playoffs","3","1","222","5","6","73","25","271","34","212","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Andersen, Chris","Anthony, Carmelo","Billups, Chauncey","Hilario, Nene","Jones, Dahntay","1","119","4","3","7","4","175","133.333","41.6667","-41.6667","1","0","1","1","0.5","0","1","0.5","Basketball Value","Playoffs"
"24","NBA","2009 playoffs","3","1","222","5","6","73","271","298","21","63","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Andersen, Chris","Billups, Chauncey","Carter, Anthony","Martin, Kenyon","Smith, J.R.","1","122","4","5","6","5","150","100","50","-50","0","2","2","1","0","0.5","0.5","1","Basketball Value","Playoffs"
"25","NBA","2009 playoffs","3","1","222","5","6","73","271","298","34","63","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Andersen, Chris","Billups, Chauncey","Carter, Anthony","Hilario, Nene","Smith, J.R.","2","181","6","5","3","8","50","160","-110","110","3","1","2","1","0.75","0.333333","0.666667","0.25","Basketball Value","Playoffs"
"26","NBA","2009 playoffs","3","1","222","5","6","271","34","640","21","63","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Billups, Chauncey","Hilario, Nene","Kleiza, Linas","Martin, Kenyon","Smith, J.R.","1","50","2","2","3","2","150","100","50","-50","0","0","1","0","NULL","0","1","NULL","Basketball Value","Playoffs"
"27","NBA","2009 playoffs","3","1","222","5","6","271","298","34","21","63","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Billups, Chauncey","Carter, Anthony","Hilario, Nene","Martin, Kenyon","Smith, J.R.","1","59","2","1","2","0","100","0","100","-100","1","0","1","1","0.5","0","1","0.5","Basketball Value","Playoffs"
"28","NBA","2009 playoffs","3","1","222","5","6","330","28","26","29","30","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Bonner, Matt","Bowen, Bruce","Duncan, Tim","Finley, Michael","Parker, Tony","2","350","11","12","12","13","109.091","108.333","0.757576","-0.757576","2","2","3","4","0.333333","0.4","0.6","0.666667","Basketball Value","Playoffs"
"29","NBA","2009 playoffs","3","1","222","5","6","330","28","26","622","30","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Bonner, Matt","Bowen, Bruce","Duncan, Tim","Mason, Roger","Parker, Tony","1","15","1","0","2","0","200","NULL","NULL","NULL","1","0","0","0","1","NULL","NULL","0","Basketball Value","Playoffs"
"30","NBA","2009 playoffs","3","1","222","5","444","25","271","34","212","21","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Wright, Antoine","Anthony, Carmelo","Billups, Chauncey","Hilario, Nene","Jones, Dahntay","Martin, Kenyon","4","1393","47","46","47","45","100","97.8261","2.17391","-2.17391","10","4","17","15","0.4","0.190476","0.809524","0.6","Basketball Value","Playoffs"
"31","NBA","2009 playoffs","3","1","222","5","444","26","29","622","30","2","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Wright, Antoine","Duncan, Tim","Finley, Michael","Mason, Roger","Parker, Tony","Thomas, Kurt","1","78","2","2","2","3","100","150","-50","50","1","1","1","1","0.5","0.5","0.5","0.5","Basketball Value","Playoffs"
"32","NBA","2009 playoffs","3","1","222","5","444","73","25","271","34","212","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Wright, Antoine","Andersen, Chris","Anthony, Carmelo","Billups, Chauncey","Hilario, Nene","Jones, Dahntay","1","36","1","1","2","0","200","0","200","-200","0","0","0","0","NULL","NULL","NULL","NULL","Basketball Value","Playoffs"
"33","NBA","2009 playoffs","3","1","222","5","444","73","25","271","212","21","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Wright, Antoine","Andersen, Chris","Anthony, Carmelo","Billups, Chauncey","Jones, Dahntay","Martin, Kenyon","1","10","0","0","0","0","NULL","NULL","NULL","NULL","0","0","0","0","NULL","NULL","NULL","NULL","Basketball Value","Playoffs"
"34","NBA","2009 playoffs","3","1","222","5","444","330","26","29","622","30","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Wright, Antoine","Bonner, Matt","Duncan, Tim","Finley, Michael","Mason, Roger","Parker, Tony","2","608","18","19","15","23","83.3333","121.053","-37.7193","37.7193","0","5","7","10","0","0.416667","0.583333","1","Basketball Value","Playoffs"
"35","NBA","2009 playoffs","3","1","222","5","444","330","28","26","29","30","Dampier, Erick","Howard, Josh","Kidd, Jason","Nowitzki, Dirk","Wright, Antoine","Bonner, Matt","Bowen, Bruce","Duncan, Tim","Finley, Michael","Parker, Tony","1","42","2","1","2","2","100","200","-100","100","0","0","0","0","NULL","NULL","NULL","NULL","Basketball Value","Playoffs"
"36","NBA","2009 playoffs","3","1","222","178","6","73","25","271","34","63","Dampier, Erick","Howard, Josh","Kidd, Jason","Singleton, James","Terry, Jason","Andersen, Chris","Anthony, Carmelo","Billups, Chauncey","Hilario, Nene","Smith, J.R.","1","39","1","1","2","2","200","200","0","0","1","0","1","0","1","0","1","0","Basketball Value","Playoffs"
"37","NBA","2009 playoffs","3","222","5","6","444","25","271","34","21","63","Dampier, Erick","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Wright, Antoine","Anthony, Carmelo","Billups, Chauncey","Hilario, Nene","Martin, Kenyon","Smith, J.R.","2","28","0","2","0","1","NULL","50","NULL","NULL","0","1","0","0","NULL","1","0","NULL","Basketball Value","Playoffs"
"38","NBA","2009 playoffs","3","222","5","6","444","25","271","34","212","21","Dampier, Erick","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Wright, Antoine","Anthony, Carmelo","Billups, Chauncey","Hilario, Nene","Jones, Dahntay","Martin, Kenyon","2","586","19","17","25","18","131.579","105.882","25.6966","-25.6966","5","3","5","4","0.555556","0.375","0.625","0.444444","Basketball Value","Playoffs"
"39","NBA","2009 playoffs","3","222","5","6","444","26","29","257","622","544","Dampier, Erick","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Wright, Antoine","Duncan, Tim","Finley, Michael","Gooden, Drew","Mason, Roger","Udoka, Ime","1","23","1","0","2","0","200","NULL","NULL","NULL","0","0","0","0","NULL","NULL","NULL","NULL","Basketball Value","Playoffs"
"40","NBA","2009 playoffs","3","222","5","6","444","73","25","271","34","63","Dampier, Erick","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Wright, Antoine","Andersen, Chris","Anthony, Carmelo","Billups, Chauncey","Hilario, Nene","Smith, J.R.","1","72","4","4","2","6","50","150","-100","100","0","0","1","2","0","0","1","1","Basketball Value","Playoffs"
"41","NBA","2009 playoffs","3","222","5","6","444","73","25","271","34","212","Dampier, Erick","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Wright, Antoine","Andersen, Chris","Anthony, Carmelo","Billups, Chauncey","Hilario, Nene","Jones, Dahntay","1","11","0","1","0","2","NULL","200","NULL","NULL","0","0","0","0","NULL","NULL","NULL","NULL","Basketball Value","Playoffs"
"42","NBA","2009 playoffs","3","222","5","6","444","271","298","34","21","63","Dampier, Erick","Kidd, Jason","Nowitzki, Dirk","Terry, Jason","Wright, Antoine","Billups, Chauncey","Carter, Anthony","Hilario, Nene","Martin, Kenyon","Smith, J.R.","1","72","2","2","2","4","100","200","-100","100","0","2","0","0","NULL","1","0","NULL","Basketball Value","Playoffs"
"43","NBA","2009 playoffs","3","222","178","6","444","73","25","271","34","63","Dampier, Erick","Kidd, Jason","Singleton, James","Terry, Jason","Wright, Antoine","Andersen, Chris","Anthony, Carmelo","Billups, Chauncey","Hilario, Nene","Smith, J.R.","1","24","1","1","2","2","200","200","0","0","0","0","0","0","NULL","NULL","NULL","NULL","Basketball Value","Playoffs"
"44","NBA","2009 playoffs","20","244","240","553","252","702","788","170","599","151","House, Eddie","Marbury, Stephon","Pierce, Paul","Rondo, Rajon","Scalabrine, Brian","Gortat, Marcin","Lee, Courtney","Lewis, Rashard","Redick, J.J.","Turkoglu, Hedo","1","30","1","1","0","2","0","200","-200","200","0","0","0","0","NULL","NULL","NULL","NULL","Basketball Value","Playoffs"
"45","NBA","2009 playoffs","20","244","253","240","252","110","65","755","59","559","House, Eddie","Marbury, Stephon","Perkins, Kendrick","Pierce, Paul","Scalabrine, Brian","Hinrich, Kirk","Miller, Brad","Rose, Derrick","Salmons, John","Thomas, Tyrus","1","18","0","0","0","0","NULL","NULL","NULL","NULL","0","0","0","0","NULL","NULL","NULL","NULL","Basketball Value","Playoffs"
"46","NBA","2009 playoffs","20","244","253","240","252","119","110","65","59","559","House, Eddie","Marbury, Stephon","Perkins, Kendrick","Pierce, Paul","Scalabrine, Brian","Gordon, Ben","Hinrich, Kirk","Miller, Brad","Salmons, John","Thomas, Tyrus","1","92","3","3","0","3","0","100","-100","100","0","1","0","3","0","1","0","1","Basketball Value","Playoffs"
"47","NBA","2009 playoffs","20","244","253","240","252","119","110","65","755","559","House, Eddie","Marbury, Stephon","Perkins, Kendrick","Pierce, Paul","Scalabrine, Brian","Gordon, Ben","Hinrich, Kirk","Miller, Brad","Rose, Derrick","Thomas, Tyrus","1","67","3","3","2","4","66.6667","133.333","-66.6667","66.6667","0","1","1","1","0","0.5","0.5","1","Basketball Value","Playoffs"
"48","NBA","2009 playoffs","20","244","253","240","252","144","149","337","98","151","House, Eddie","Marbury, Stephon","Perkins, Kendrick","Pierce, Paul","Scalabrine, Brian","Battie, Tony","Howard, Dwight","Johnson, Anthony","Pietrus, Mickael","Turkoglu, Hedo","1","113","3","3","4","5","133.333","166.667","-33.3333","33.3333","0","0","1","1","0","0","1","1","Basketball Value","Playoffs"
"49","NBA","2009 playoffs","20","244","253","240","252","144","149","337","788","151","House, Eddie","Marbury, Stephon","Perkins, Kendrick","Pierce, Paul","Scalabrine, Brian","Battie, Tony","Howard, Dwight","Johnson, Anthony","Lee, Courtney","Turkoglu, Hedo","3","133","4","4","6","0","150","0","150","-150","0","0","3","1","0","0","1","1","Basketball Value","Playoffs"
"50","NBA","2009 playoffs","20","244","253","240","252","144","149","788","98","151","House, Eddie","Marbury, Stephon","Perkins, Kendrick","Pierce, Paul","Scalabrine, Brian","Battie, Tony","Howard, Dwight","Lee, Courtney","Pietrus, Mickael","Turkoglu, Hedo","1","17","0","1","0","2","NULL","200","NULL","NULL","0","0","0","0","NULL","NULL","NULL","NULL","Basketball Value","Playoffs"
"51","NBA","2009 playoffs","20","244","253","240","252","149","337","98","599","151","House, Eddie","Marbury, Stephon","Perkins, Kendrick","Pierce, Paul","Scalabrine, Brian","Howard, Dwight","Johnson, Anthony","Pietrus, Mickael","Redick, J.J.","Turkoglu, Hedo","1","58","1","1","0","0","0","0","0","0","1","0","1","1","0.5","0","1","0.5","Basketball Value","Playoffs"
"52","NBA","2009 playoffs","20","244","253","240","252","149","788","170","98","151","House, Eddie","Marbury, Stephon","Perkins, Kendrick","Pierce, Paul","Scalabrine, Brian","Howard, Dwight","Lee, Courtney","Lewis, Rashard","Pietrus, Mickael","Turkoglu, Hedo","1","79","2","2","4","6","200","300","-100","100","0","1","0","0","NULL","1","0","NULL","Basketball Value","Playoffs"
"53","NBA","2009 playoffs","20","244","253","240","252","308","149","788","170","98","House, Eddie","Marbury, Stephon","Perkins, Kendrick","Pierce, Paul","Scalabrine, Brian","Alston, Rafer","Howard, Dwight","Lee, Courtney","Lewis, Rashard","Pietrus, Mickael","1","47","2","2","4","3","200","150","50","-50","0","0","0","0","NULL","NULL","NULL","NULL","Basketball Value","Playoffs"
"54","NBA","2009 playoffs","20","244","253","240","252","702","788","170","98","151","House, Eddie","Marbury, Stephon","Perkins, Kendrick","Pierce, Paul","Scalabrine, Brian","Gortat, Marcin","Lee, Courtney","Lewis, Rashard","Pietrus, Mickael","Turkoglu, Hedo","1","50","2","2","0","2","0","100","-100","100","0","0","0","2","0","NULL","NULL","1","Basketball Value","Playoffs"
"55","NBA","2009 playoffs","20","244","253","240","552","110","65","686","755","59","House, Eddie","Marbury, Stephon","Perkins, Kendrick","Pierce, Paul","Powe, Leon","Hinrich, Kirk","Miller, Brad","Noah, Joakim","Rose, Derrick","Salmons, John","1","116","5","6","4","6","80","100","-20","20","0","0","1","2","0","0","1","1","Basketball Value","Playoffs"
"56","NBA","2009 playoffs","20","244","253","240","553","119","110","686","755","59","House, Eddie","Marbury, Stephon","Perkins, Kendrick","Pierce, Paul","Rondo, Rajon","Gordon, Ben","Hinrich, Kirk","Noah, Joakim","Rose, Derrick","Salmons, John","1","33","1","1","0","2","0","200","-200","200","0","0","0","1","0","NULL","NULL","1","Basketball Value","Playoffs"
"57","NBA","2009 playoffs","20","244","253","240","553","149","337","788","98","151","House, Eddie","Marbury, Stephon","Perkins, Kendrick","Pierce, Paul","Rondo, Rajon","Howard, Dwight","Johnson, Anthony","Lee, Courtney","Pietrus, Mickael","Turkoglu, Hedo","1","31","1","1","0","3","0","300","-300","300","0","0","0","1","0","NULL","NULL","1","Basketball Value","Playoffs"
"58","NBA","2009 playoffs","20","244","411","240","252","110","65","755","59","559","House, Eddie","Marbury, Stephon","Moore, Mikki","Pierce, Paul","Scalabrine, Brian","Hinrich, Kirk","Miller, Brad","Rose, Derrick","Salmons, John","Thomas, Tyrus","1","71","2","2","0","5","0","250","-250","250","0","0","0","1","0","NULL","NULL","1","Basketball Value","Playoffs"
"59","NBA","2009 playoffs","20","244","411","240","552","515","65","755","59","559","House, Eddie","Marbury, Stephon","Moore, Mikki","Pierce, Paul","Powe, Leon","Hunter, Lindsey","Miller, Brad","Rose, Derrick","Salmons, John","Thomas, Tyrus","1","107","3","2","0","2","0","100","-100","100","0","0","1","3","0","0","1","1","Basketball Value","Playoffs"
"60","NBA","2009 playoffs","20","244","411","240","553","702","788","170","599","151","House, Eddie","Marbury, Stephon","Moore, Mikki","Pierce, Paul","Rondo, Rajon","Gortat, Marcin","Lee, Courtney","Lewis, Rashard","Redick, J.J.","Turkoglu, Hedo","1","20","0","1","0","2","NULL","200","NULL","NULL","0","0","0","0","NULL","NULL","NULL","NULL","Basketball Value","Playoffs"
"61","NBA","2009 playoffs","20","244","411","253","240","515","65","755","59","559","House, Eddie","Marbury, Stephon","Moore, Mikki","Perkins, Kendrick","Pierce, Paul","Hunter, Lindsey","Miller, Brad","Rose, Derrick","Salmons, John","Thomas, Tyrus","1","67","1","2","0","5","0","250","-250","250","0","1","1","1","0","0.5","0.5","1","Basketball Value","Playoffs"
"62","NBA","2009 playoffs","20","253","240","552","553","119","110","65","686","755","House, Eddie","Perkins, Kendrick","Pierce, Paul","Powe, Leon","Rondo, Rajon","Gordon, Ben","Hinrich, Kirk","Miller, Brad","Noah, Joakim","Rose, Derrick","1","16","0","0","0","0","NULL","NULL","NULL","NULL","0","0","0","0","NULL","NULL","NULL","NULL","Basketball Value","Playoffs"
"63","NBA","2009 playoffs","20","253","240","553","252","110","65","755","59","559","House, Eddie","Perkins, Kendrick","Pierce, Paul","Rondo, Rajon","Scalabrine, Brian","Hinrich, Kirk","Miller, Brad","Rose, Derrick","Salmons, John","Thomas, Tyrus","1","231","8","7","15","6","187.5","85.7143","101.786","-101.786","0","1","4","2","0","0.2","0.8","1","Basketball Value","Playoffs"
"64","NBA","2009 playoffs","20","253","240","553","252","119","65","686","755","59","House, Eddie","Perkins, Kendrick","Pierce, Paul","Rondo, Rajon","Scalabrine, Brian","Gordon, Ben","Miller, Brad","Noah, Joakim","Rose, Derrick","Salmons, John","1","152","4","5","0","7","0","140","-140","140","0","0","2","4","0","0","1","1","Basketball Value","Playoffs"
"65","NBA","2009 playoffs","20","253","240","553","252","119","110","65","755","59","House, Eddie","Perkins, Kendrick","Pierce, Paul","Rondo, Rajon","Scalabrine, Brian","Gordon, Ben","Hinrich, Kirk","Miller, Brad","Rose, Derrick","Salmons, John","1","143","4","4","2","5","50","125","-75","75","0","0","2","1","0","0","1","1","Basketball Value","Playoffs"
"66","NBA","2009 playoffs","20","253","240","553","252","119","110","686","755","59","House, Eddie","Perkins, Kendrick","Pierce, Paul","Rondo, Rajon","Scalabrine, Brian","Gordon, Ben","Hinrich, Kirk","Noah, Joakim","Rose, Derrick","Salmons, John","1","41","2","2","3","0","150","0","150","-150","1","0","2","0","1","0","1","0","Basketball Value","Playoffs"
"67","NBA","2009 playoffs","20","253","240","553","252","149","337","170","98","151","House, Eddie","Perkins, Kendrick","Pierce, Paul","Rondo, Rajon","Scalabrine, Brian","Howard, Dwight","Johnson, Anthony","Lewis, Rashard","Pietrus, Mickael","Turkoglu, Hedo","1","80","2","3","0","6","0","200","-200","200","0","0","0","1","0","NULL","NULL","1","Basketball Value","Playoffs"
"68","NBA","2009 playoffs","20","253","240","553","252","149","337","170","98","599","House, Eddie","Perkins, Kendrick","Pierce, Paul","Rondo, Rajon","Scalabrine, Brian","Howard, Dwight","Johnson, Anthony","Lewis, Rashard","Pietrus, Mickael","Redick, J.J.","2","251","9","8","18","10","200","125","75","-75","1","0","2","1","0.5","0","1","0.5","Basketball Value","Playoffs"
"69","NBA","2009 playoffs","20","253","240","553","252","149","337","170","599","151","House, Eddie","Perkins, Kendrick","Pierce, Paul","Rondo, Rajon","Scalabrine, Brian","Howard, Dwight","Johnson, Anthony","Lewis, Rashard","Redick, J.J.","Turkoglu, Hedo","1","59","2","1","2","2","100","200","-100","100","1","0","0","1","0.5","NULL","NULL","0.5","Basketball Value","Playoffs"
