year,team,rank,value,value_change,debt_percent,revenue,expenses,operating_income,gate_revenue,media_revenue,stadium_revenue,player_expense,other_revenue,other_expense,name,team_id,wikiurl,imageurl,revenue_multiple,ebitda_multiple,debt,debt_yield,operating_income_yield,league
1996,Philadelphia Eagles,6.00,192.00,NA,NA,75.20,60.10,15.10,21.90,41.70,8.30,45.70,NA,NA,Eagles,phi,wikipedia.org/wiki/Philadelphia_Eagles,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Philadelphia_Eagles_primary_logo.svg/200px-Philadelphia_Eagles_primary_logo.svg.png,2.55,12.72,NA,NA,0.08,NFL
1996,Buffalo Bills,7.00,188.00,NA,NA,73.10,63.80,9.30,21.90,40.70,7.20,50.40,NA,NA,Bills,buf,wikipedia.org/wiki/Buffalo_Bills,http://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/200px-Buffalo_Bills_logo.svg.png,2.57,20.22,NA,NA,0.05,NFL
1996,Kansas City Chiefs,8.00,188.00,NA,NA,72.00,60.50,11.50,22.10,40.80,5.80,47.30,NA,NA,Chiefs,kan,wikipedia.org/wiki/Kansas_City_Chiefs,http://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/200px-Kansas_City_Chiefs_logo.svg.png,2.61,16.35,NA,NA,0.06,NFL
1996,Chicago Bears,11.00,184.00,NA,NA,73.50,59.40,14.10,19.60,44.60,6.00,44.90,NA,NA,Bears,chi,wikipedia.org/wiki/Chicago_Bears,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/200px-Chicago_Bears_logo.svg.png,2.50,13.05,NA,NA,0.08,NFL
1996,New Orleans Saints,9.00,184.00,NA,NA,71.80,59.80,12.00,16.50,39.60,9.10,46.10,NA,NA,Saints,nor,wikipedia.org/wiki/New_Orleans_Saints,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/New_Orleans_Saints.svg/200px-New_Orleans_Saints.svg.png,2.56,15.33,NA,NA,0.07,NFL
1996,Washington Redskins,10.00,184.00,NA,NA,64.70,64.50,0.20,18.00,42.40,1.00,51.30,NA,NA,Redskins,was,wikipedia.org/wiki/Washington_Redskins,http://upload.wikimedia.org/wikipedia/en/thumb/6/63/Washington_Redskins_logo.svg/200px-Washington_Redskins_logo.svg.png,2.84,920.00,NA,NA,0.00,NFL
1996,New York Giants,12.00,183.00,NA,NA,71.50,61.50,10.00,21.10,42.60,4.00,47.10,NA,NA,Giants,nyg,wikipedia.org/wiki/New_York_Giants,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/200px-New_York_Giants_logo.svg.png,2.56,18.30,NA,NA,0.05,NFL
1996,Cincinnati Bengals,13.00,171.00,NA,NA,62.10,60.80,1.30,14.80,39.80,1.30,49.90,NA,NA,Bengals,cin,wikipedia.org/wiki/Cincinnati_Bengals,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cincinnati_Bengals.svg/200px-Cincinnati_Bengals.svg.png,2.75,131.54,NA,NA,0.01,NFL
1996,San Diego Chargers,14.00,169.00,NA,NA,68.30,60.10,8.20,20.90,40.20,3.90,41.60,NA,NA,Chargers,sdg,wikipedia.org/wiki/San_Diego_Chargers,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/San_Diego_Chargers_logo.svg/200px-San_Diego_Chargers_logo.svg.png,2.47,20.61,NA,NA,0.05,NFL
1996,Atlanta Falcons,16.00,167.00,NA,NA,68.20,51.90,16.30,17.10,41.50,6.20,39.20,NA,NA,Falcons,atl,wikipedia.org/wiki/Atlanta_Falcons,http://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/100px-Atlanta_Falcons_logo.svg.png,2.45,10.25,NA,NA,0.10,NFL
1996,Minnesota Vikings,15.00,167.00,NA,NA,66.70,56.40,10.30,17.90,40.20,5.30,42.30,NA,NA,Vikings,min,wikipedia.org/wiki/Minnesota_Vikings,http://upload.wikimedia.org/wikipedia/en/b/b0/Minnesota_Vikings_Logo_2013.png,2.50,16.21,NA,NA,0.06,NFL
1996,Arizona Cardinals,18.00,166.00,NA,NA,66.90,52.00,14.90,16.80,40.50,6.30,39.30,NA,NA,Cardinals,crd,wikipedia.org/wiki/Arizona_Cardinals,http://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/200px-Arizona_Cardinals_logo.svg.png,2.48,11.14,NA,NA,0.09,NFL
1996,Green Bay Packers,17.00,166.00,NA,NA,65.80,52.60,13.20,17.00,39.10,6.20,39.70,NA,NA,Packers,gnb,wikipedia.org/wiki/Green_Bay_Packers,http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,2.52,12.58,NA,NA,0.08,NFL
1996,New England Patriots,19.00,165.00,NA,NA,71.10,69.50,1.60,19.00,43.20,5.50,51.10,NA,NA,Patriots,new,wikipedia.org/wiki/New_England_Patriots,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/200px-New_England_Patriots_logo.svg.png,2.32,103.13,NA,NA,0.01,NFL
1996,Denver Broncos,20.00,164.00,NA,NA,69.20,58.10,11.10,22.30,43.40,0.00,45.30,NA,NA,Broncos,den,wikipedia.org/wiki/Denver_Broncos,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/200px-Denver_Broncos_logo.svg.png,2.37,14.77,NA,NA,0.07,NFL
1996,Tampa Bay Buccaneers,21.00,164.00,NA,NA,65.40,55.80,9.60,17.10,40.40,4.60,43.70,NA,NA,Buccaneers,tam,wikipedia.org/wiki/Tampa_Bay_Buccaneers,http://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/200px-Tampa_Bay_Buccaneers_logo.svg.png,2.51,17.08,NA,NA,0.06,NFL
1996,Oakland Raiders,22.00,162.00,NA,NA,70.80,60.60,10.20,23.00,41.60,2.90,47.70,NA,NA,Raiders,rai,wikipedia.org/wiki/Oakland_Raiders,http://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Oakland_Raiders.svg/200px-Oakland_Raiders.svg.png,2.29,15.88,NA,NA,0.06,NFL
1996,Houston Oilers,23.00,159.00,NA,NA,63.00,56.10,6.90,14.20,41.10,4.40,46.30,NA,NA,Oilers,oti,wikipedia.org/wiki/Houston_Oilers,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/HoustonOilers.png/200px-HoustonOilers.png,2.52,23.04,NA,NA,0.04,NFL
1996,Pittsburgh Steelers,25.00,154.00,NA,NA,62.80,56.40,6.40,17.90,40.30,1.30,44.50,NA,NA,Steelers,pit,wikipedia.org/wiki/Pittsburgh_Steelers,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/200px-Pittsburgh_Steelers_logo.svg.png,2.45,24.06,NA,NA,0.04,NFL
1996,Seattle Seahawks,24.00,154.00,NA,NA,62.40,50.30,12.10,15.70,41.70,1.70,39.00,NA,NA,Seahawks,sea,wikipedia.org/wiki/Seattle_Seahawks,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Seattle_Seahawks_Vector_Logo.svg/200px-Seattle_Seahawks_Vector_Logo.svg.png,2.47,12.73,NA,NA,0.08,NFL
1996,New York Jets,26.00,153.00,NA,NA,61.10,57.50,3.60,14.60,42.00,1.20,45.90,NA,NA,Jets,nyj,wikipedia.org/wiki/New_York_Jets,http://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/200px-New_York_Jets_logo.svg.png,2.50,42.50,NA,NA,0.02,NFL
1996,Detroit Lions,27.00,150.00,NA,NA,61.30,61.40,-0.10,18.00,40.00,0.00,48.80,NA,NA,Lions,det,wikipedia.org/wiki/Detroit_Lions,http://upload.wikimedia.org/wikipedia/en/thumb/3/3f/New_Lions_Logo.svg/200px-New_Lions_Logo.svg.png,2.45,0.00,NA,NA,0.00,NFL
1996,Indianapolis Colts,29.00,145.00,NA,NA,60.30,53.10,7.20,16.60,39.60,0.70,42.30,NA,NA,Colts,clt,wikipedia.org/wiki/Indianapolis_Colts,http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/200px-Indianapolis_Colts_logo.svg.png,2.40,20.14,NA,NA,0.05,NFL
1996,Jacksonville Jaguars,28.00,145.00,NA,NA,50.00,66.70,-16.70,20.80,18.80,7.10,49.50,NA,NA,Jaguars,jax,wikipedia.org/wiki/Jacksonville_Jaguars,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Jaguars_2013_logo.jpg/200px-Jaguars_2013_logo.jpg,2.90,0.00,NA,NA,-0.12,NFL
1996,Carolina Panthers,30.00,133.00,NA,NA,42.90,61.80,-18.90,20.30,18.30,1.00,50.60,NA,NA,Panthers,car,wikipedia.org/wiki/Carolina_Panthers,http://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Carolina_Panthers_logo_2012.svg/200px-Carolina_Panthers_logo_2012.svg.png,3.10,0.00,NA,NA,-0.14,NFL
1995,Dallas Cowboys,1.00,238.00,NA,NA,98.20,66.00,32.20,17.00,40.90,37.30,35.80,NA,NA,Cowboys,dal,wikipedia.org/wiki/Dallas_Cowboys,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/200px-Dallas_Cowboys.svg.png,2.42,7.39,NA,NA,0.14,NFL
1995,Miami Dolphins,2.00,186.00,NA,NA,72.30,59.10,13.20,15.80,38.60,15.40,36.20,NA,NA,Dolphins,mia,wikipedia.org/wiki/Miami_Dolphins,http://upload.wikimedia.org/wikipedia/en/thumb/8/81/Miami_Dolphins_2013_Logo.svg/200px-Miami_Dolphins_2013_Logo.svg.png,2.57,14.09,NA,NA,0.07,NFL
1995,San Francisco 49ers,3.00,186.00,NA,NA,69.60,60.40,9.20,18.60,40.80,7.70,37.30,NA,NA,49ers,sfo,wikipedia.org/wiki/San_Francisco_49ers,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/49ers_Logo.svg/200px-49ers_Logo.svg.png,2.67,20.22,NA,NA,0.05,NFL
1995,Philadelphia Eagles,4.00,182.00,NA,NA,68.70,60.30,8.40,18.60,39.30,8.30,38.50,NA,NA,Eagles,phi,wikipedia.org/wiki/Philadelphia_Eagles,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Philadelphia_Eagles_primary_logo.svg/200px-Philadelphia_Eagles_primary_logo.svg.png,2.65,21.67,NA,NA,0.05,NFL
1995,Buffalo Bills,5.00,172.00,NA,NA,63.30,59.60,3.70,17.90,38.00,4.80,38.20,NA,NA,Bills,buf,wikipedia.org/wiki/Buffalo_Bills,http://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/200px-Buffalo_Bills_logo.svg.png,2.72,46.49,NA,NA,0.02,NFL
1995,Kansas City Chiefs,6.00,172.00,NA,NA,64.40,61.00,3.40,17.30,38.40,6.20,42.80,NA,NA,Chiefs,kan,wikipedia.org/wiki/Kansas_City_Chiefs,http://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/200px-Kansas_City_Chiefs_logo.svg.png,2.67,50.59,NA,NA,0.02,NFL
1995,New Orleans Saints,7.00,171.00,NA,NA,62.60,61.10,1.50,13.00,37.80,6.00,41.90,NA,NA,Saints,nor,wikipedia.org/wiki/New_Orleans_Saints,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/New_Orleans_Saints.svg/200px-New_Orleans_Saints.svg.png,2.73,114.00,NA,NA,0.01,NFL
1995,New York Giants,8.00,168.00,NA,NA,66.50,58.50,8.00,18.20,39.70,6.10,38.90,NA,NA,Giants,nyg,wikipedia.org/wiki/New_York_Giants,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/200px-New_York_Giants_logo.svg.png,2.53,21.00,NA,NA,0.05,NFL
1995,Cleveland Browns,9.00,163.00,NA,NA,64.00,58.00,6.00,15.30,38.20,8.00,35.00,NA,NA,Browns,cle,wikipedia.org/wiki/Cleveland_Browns,http://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Cleveland_Browns_logo%2C_2006_to_present.svg/200px-Cleveland_Browns_logo%2C_2006_to_present.svg.png,2.55,27.17,NA,NA,0.04,NFL
1995,Chicago Bears,10.00,161.00,NA,NA,65.10,56.00,9.10,15.30,41.30,6.00,36.70,NA,NA,Bears,chi,wikipedia.org/wiki/Chicago_Bears,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/200px-Chicago_Bears_logo.svg.png,2.47,17.69,NA,NA,0.06,NFL
1995,Houston Oilers,11.00,158.00,NA,NA,58.10,55.30,2.80,12.50,38.50,4.50,41.20,NA,NA,Oilers,oti,wikipedia.org/wiki/Houston_Oilers,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/HoustonOilers.png/200px-HoustonOilers.png,2.72,56.43,NA,NA,0.02,NFL
1995,Atlanta Falcons,12.00,156.00,NA,NA,57.60,55.50,2.10,12.90,38.10,0.00,39.90,NA,NA,Falcons,atl,wikipedia.org/wiki/Atlanta_Falcons,http://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/100px-Atlanta_Falcons_logo.svg.png,2.71,74.29,NA,NA,0.01,NFL
1995,Phoenix Cardinals,13.00,155.00,NA,NA,59.70,63.10,-3.40,14.00,38.00,5.20,46.10,NA,NA,Cardinals,crd,wikipedia.org/wiki/Phoenix_Cardinals,http://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/200px-Arizona_Cardinals_logo.svg.png,2.60,0.00,NA,NA,-0.02,NFL
1995,Green Bay Packers,14.00,154.00,NA,NA,59.00,54.00,5.00,14.20,38.00,4.10,37.50,NA,NA,Packers,gnb,wikipedia.org/wiki/Green_Bay_Packers,http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,2.61,30.80,NA,NA,0.03,NFL
1995,Minnesota Vikings,15.00,154.00,NA,NA,58.30,56.50,1.80,14.80,37.80,3.20,38.80,NA,NA,Vikings,min,wikipedia.org/wiki/Minnesota_Vikings,http://upload.wikimedia.org/wikipedia/en/b/b0/Minnesota_Vikings_Logo_2013.png,2.64,85.56,NA,NA,0.01,NFL
1995,Los Angeles Rams,16.00,153.00,NA,NA,57.40,59.20,-1.80,11.50,39.10,4.30,38.70,NA,NA,Rams,ram,wikipedia.org/wiki/Los_Angeles_Rams,http://upload.wikimedia.org/wikipedia/en/thumb/b/b8/St_Louis_Rams_logo.svg/100px-St_Louis_Rams_logo.svg.png,2.67,0.00,NA,NA,-0.01,NFL
1995,San Diego Chargers,17.00,153.00,NA,NA,60.30,59.20,1.10,15.50,37.90,4.50,40.50,NA,NA,Chargers,sdg,wikipedia.org/wiki/San_Diego_Chargers,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/San_Diego_Chargers_logo.svg/200px-San_Diego_Chargers_logo.svg.png,2.54,139.09,NA,NA,0.01,NFL
1995,Seattle Seahawks,18.00,152.00,NA,NA,56.90,63.50,-6.60,12.60,38.90,2.90,45.60,NA,NA,Seahawks,sea,wikipedia.org/wiki/Seattle_Seahawks,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Seattle_Seahawks_Vector_Logo.svg/200px-Seattle_Seahawks_Vector_Logo.svg.png,2.67,0.00,NA,NA,-0.04,NFL
1995,New England Patriots,19.00,151.00,NA,NA,60.50,65.90,-5.40,15.40,38.00,4.50,44.20,NA,NA,Patriots,new,wikipedia.org/wiki/New_England_Patriots,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/200px-New_England_Patriots_logo.svg.png,2.50,0.00,NA,NA,-0.04,NFL
1995,Tampa Bay Buccaneers,20.00,151.00,NA,NA,56.20,54.60,1.60,11.70,37.50,4.50,35.70,NA,NA,Buccaneers,tam,wikipedia.org/wiki/Tampa_Bay_Buccaneers,http://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/200px-Tampa_Bay_Buccaneers_logo.svg.png,2.69,94.38,NA,NA,0.01,NFL
1995,Washington Redskins,21.00,151.00,NA,NA,58.10,64.10,-6.00,14.40,40.10,1.10,47.20,NA,NA,Redskins,was,wikipedia.org/wiki/Washington_Redskins,http://upload.wikimedia.org/wikipedia/en/thumb/6/63/Washington_Redskins_logo.svg/200px-Washington_Redskins_logo.svg.png,2.60,0.00,NA,NA,-0.04,NFL
1995,Denver Broncos,22.00,150.00,NA,NA,59.90,52.10,7.80,17.70,39.50,0.00,35.60,NA,NA,Broncos,den,wikipedia.org/wiki/Denver_Broncos,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/200px-Denver_Broncos_logo.svg.png,2.50,19.23,NA,NA,0.05,NFL
1995,New York Jets,23.00,149.00,NA,NA,56.20,58.00,-1.80,13.70,38.00,2.00,39.30,NA,NA,Jets,nyj,wikipedia.org/wiki/New_York_Jets,http://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/200px-New_York_Jets_logo.svg.png,2.65,0.00,NA,NA,-0.01,NFL
1995,Los Angeles Raiders,24.00,145.00,NA,NA,57.30,58.60,-1.30,14.50,39.20,1.00,41.60,NA,NA,Raiders,rai,wikipedia.org/wiki/Los_Angeles_Raiders,http://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Oakland_Raiders.svg/200px-Oakland_Raiders.svg.png,2.53,0.00,NA,NA,-0.01,NFL
1995,Pittsburgh Steelers,25.00,144.00,NA,NA,57.20,54.10,3.10,14.80,37.90,2.00,35.50,NA,NA,Steelers,pit,wikipedia.org/wiki/Pittsburgh_Steelers,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/200px-Pittsburgh_Steelers_logo.svg.png,2.52,46.45,NA,NA,0.02,NFL
1995,Detroit Lions,26.00,141.00,NA,NA,56.10,60.20,-4.10,15.70,37.90,0.00,43.40,NA,NA,Lions,det,wikipedia.org/wiki/Detroit_Lions,http://upload.wikimedia.org/wikipedia/en/thumb/3/3f/New_Lions_Logo.svg/200px-New_Lions_Logo.svg.png,2.51,0.00,NA,NA,-0.03,NFL
1995,Cincinnati Bengals,27.00,137.00,NA,NA,54.00,52.90,1.10,13.10,37.40,1.00,35.90,NA,NA,Bengals,cin,wikipedia.org/wiki/Cincinnati_Bengals,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cincinnati_Bengals.svg/200px-Cincinnati_Bengals.svg.png,2.54,124.55,NA,NA,0.01,NFL
1995,Indianapolis Colts,28.00,134.00,NA,NA,52.00,55.80,-3.80,11.80,37.20,0.50,41.50,NA,NA,Colts,clt,wikipedia.org/wiki/Indianapolis_Colts,http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/200px-Indianapolis_Colts_logo.svg.png,2.58,0.00,NA,NA,-0.03,NFL
1994,Dallas Cowboys,1.00,190.00,NA,NA,92.90,77.30,15.60,16.30,42.80,30.00,41.80,NA,NA,Cowboys,dal,wikipedia.org/wiki/Dallas_Cowboys,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/200px-Dallas_Cowboys.svg.png,2.05,12.18,NA,NA,0.08,NFL
1994,New York Giants,2.00,176.00,NA,NA,65.30,67.00,-1.70,16.10,42.80,3.90,45.00,NA,NA,Giants,nyg,wikipedia.org/wiki/New_York_Giants,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/200px-New_York_Giants_logo.svg.png,2.70,0.00,NA,NA,-0.01,NFL
1994,Philadelphia Eagles,3.00,172.00,NA,NA,68.90,64.20,4.70,16.20,41.40,8.80,41.40,NA,NA,Eagles,phi,wikipedia.org/wiki/Philadelphia_Eagles,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Philadelphia_Eagles_primary_logo.svg/200px-Philadelphia_Eagles_primary_logo.svg.png,2.50,36.60,NA,NA,0.03,NFL
1994,San Francisco 49ers,4.00,167.00,NA,NA,70.40,79.70,-9.30,16.70,43.50,7.70,55.70,NA,NA,49ers,sfo,wikipedia.org/wiki/San_Francisco_49ers,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/49ers_Logo.svg/200px-49ers_Logo.svg.png,2.37,0.00,NA,NA,-0.06,NFL
1994,Cleveland Browns,5.00,165.00,NA,NA,65.10,64.80,0.30,15.50,41.10,6.10,37.00,NA,NA,Browns,cle,wikipedia.org/wiki/Cleveland_Browns,http://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Cleveland_Browns_logo%2C_2006_to_present.svg/200px-Cleveland_Browns_logo%2C_2006_to_present.svg.png,2.53,550.00,NA,NA,0.00,NFL
1994,Buffalo Bills,6.00,164.00,NA,NA,64.90,72.10,-7.20,16.50,40.90,3.00,49.70,NA,NA,Bills,buf,wikipedia.org/wiki/Buffalo_Bills,http://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/200px-Buffalo_Bills_logo.svg.png,2.53,0.00,NA,NA,-0.04,NFL
1994,Miami Dolphins,7.00,161.00,NA,NA,74.40,73.10,1.30,15.20,41.30,15.40,43.00,NA,NA,Dolphins,mia,wikipedia.org/wiki/Miami_Dolphins,http://upload.wikimedia.org/wikipedia/en/thumb/8/81/Miami_Dolphins_2013_Logo.svg/200px-Miami_Dolphins_2013_Logo.svg.png,2.16,123.85,NA,NA,0.01,NFL
1994,Chicago Bears,8.00,160.00,NA,NA,65.40,60.00,5.40,13.80,43.60,5.50,35.30,NA,NA,Bears,chi,wikipedia.org/wiki/Chicago_Bears,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/200px-Chicago_Bears_logo.svg.png,2.45,29.63,NA,NA,0.03,NFL
1994,Washington Redskins,9.00,158.00,NA,NA,60.90,72.50,-11.60,14.40,43.00,0.90,52.50,NA,NA,Redskins,was,wikipedia.org/wiki/Washington_Redskins,http://upload.wikimedia.org/wikipedia/en/thumb/6/63/Washington_Redskins_logo.svg/200px-Washington_Redskins_logo.svg.png,2.59,0.00,NA,NA,-0.07,NFL
1994,Houston Oilers,10.00,157.00,NA,NA,62.00,65.50,-3.50,13.70,41.10,4.70,45.50,NA,NA,Oilers,oti,wikipedia.org/wiki/Houston_Oilers,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/HoustonOilers.png/200px-HoustonOilers.png,2.53,0.00,NA,NA,-0.02,NFL
1994,New Orleans Saints,11.00,154.00,NA,NA,62.50,65.50,-3.00,13.80,40.20,2.70,43.50,NA,NA,Saints,nor,wikipedia.org/wiki/New_Orleans_Saints,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/New_Orleans_Saints.svg/200px-New_Orleans_Saints.svg.png,2.46,0.00,NA,NA,-0.02,NFL
1994,Kansas City Chiefs,12.00,153.00,NA,NA,64.80,59.50,5.30,15.70,40.40,6.20,40.50,NA,NA,Chiefs,kan,wikipedia.org/wiki/Kansas_City_Chiefs,http://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/200px-Kansas_City_Chiefs_logo.svg.png,2.36,28.87,NA,NA,0.03,NFL
1994,Atlanta Falcons,13.00,148.00,NA,NA,59.80,64.50,-4.70,12.60,40.70,0.00,40.30,NA,NA,Falcons,atl,wikipedia.org/wiki/Atlanta_Falcons,http://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/100px-Atlanta_Falcons_logo.svg.png,2.47,0.00,NA,NA,-0.03,NFL
1994,Los Angeles Rams,14.00,148.00,NA,NA,59.40,53.90,5.50,11.30,41.50,4.10,31.70,NA,NA,Rams,ram,wikipedia.org/wiki/Los_Angeles_Rams,http://upload.wikimedia.org/wikipedia/en/thumb/b/b8/St_Louis_Rams_logo.svg/100px-St_Louis_Rams_logo.svg.png,2.49,26.91,NA,NA,0.04,NFL
1994,Seattle Seahawks,15.00,148.00,NA,NA,58.90,58.70,0.20,12.60,41.80,2.00,35.60,NA,NA,Seahawks,sea,wikipedia.org/wiki/Seattle_Seahawks,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Seattle_Seahawks_Vector_Logo.svg/200px-Seattle_Seahawks_Vector_Logo.svg.png,2.51,740.00,NA,NA,0.00,NFL
1994,Denver Broncos,16.00,147.00,NA,NA,59.60,58.00,1.60,15.70,41.40,0.00,38.00,NA,NA,Broncos,den,wikipedia.org/wiki/Denver_Broncos,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/200px-Denver_Broncos_logo.svg.png,2.47,91.88,NA,NA,0.01,NFL
1994,Minnesota Vikings,17.00,147.00,NA,NA,60.90,54.90,6.00,13.20,40.90,3.30,32.30,NA,NA,Vikings,min,wikipedia.org/wiki/Minnesota_Vikings,http://upload.wikimedia.org/wikipedia/en/b/b0/Minnesota_Vikings_Logo_2013.png,2.41,24.50,NA,NA,0.04,NFL
1994,Los Angeles Raiders,18.00,146.00,NA,NA,58.80,65.00,-6.20,13.30,42.00,1.00,43.30,NA,NA,Raiders,rai,wikipedia.org/wiki/Los_Angeles_Raiders,http://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Oakland_Raiders.svg/200px-Oakland_Raiders.svg.png,2.48,0.00,NA,NA,-0.04,NFL
1994,Phoenix Cardinals,19.00,146.00,NA,NA,58.00,57.00,1.00,11.10,40.50,3.90,38.00,NA,NA,Cardinals,crd,wikipedia.org/wiki/Phoenix_Cardinals,http://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/200px-Arizona_Cardinals_logo.svg.png,2.52,146.00,NA,NA,0.01,NFL
1994,Pittsburgh Steelers,20.00,143.00,NA,NA,57.80,47.80,10.00,12.80,40.90,1.60,28.10,NA,NA,Steelers,pit,wikipedia.org/wiki/Pittsburgh_Steelers,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/200px-Pittsburgh_Steelers_logo.svg.png,2.47,14.30,NA,NA,0.07,NFL
1994,Cincinnati Bengals,21.00,142.00,NA,NA,54.40,47.50,6.90,10.70,40.40,0.80,29.50,NA,NA,Bengals,cin,wikipedia.org/wiki/Cincinnati_Bengals,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cincinnati_Bengals.svg/200px-Cincinnati_Bengals.svg.png,2.61,20.58,NA,NA,0.05,NFL
1994,New England Patriots,22.00,142.00,NA,NA,59.20,49.80,9.40,11.30,40.60,4.80,26.90,NA,NA,Patriots,new,wikipedia.org/wiki/New_England_Patriots,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/200px-New_England_Patriots_logo.svg.png,2.40,15.11,NA,NA,0.07,NFL
1994,New York Jets,23.00,142.00,NA,NA,59.20,65.20,-6.00,13.00,41.00,2.70,43.20,NA,NA,Jets,nyj,wikipedia.org/wiki/New_York_Jets,http://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/200px-New_York_Jets_logo.svg.png,2.40,0.00,NA,NA,-0.04,NFL
1994,San Diego Chargers,24.00,142.00,NA,NA,58.70,62.80,-4.10,13.60,40.80,1.80,40.50,NA,NA,Chargers,sdg,wikipedia.org/wiki/San_Diego_Chargers,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/San_Diego_Chargers_logo.svg/200px-San_Diego_Chargers_logo.svg.png,2.42,0.00,NA,NA,-0.03,NFL
