Player,DBPediaCollege_Name,Position,FormalStatedMajor,CollegeMajor,DBPediaURI_Player,DBPediaData_Player,DBPediaURI_College,DBPediaData_College,Conference,DBPediaURI_Conference,DBPediaData_Conference,Division,DraftYear,idPlayer,DraftYear.y,gradeNFL,Height.numeric,Weight,fortyYardDash,benchPress,verticalJump,broadJump,twentyYardShuttle,threeConeDrill,Wonderlic,DBPediaURI_DraftYear,DBPediaData_DraftYear
Kayvon Webster,University of South Florida,CB,Health Science,"Physical Therapy, Sports Science, Kinesiology",http://live.dbpedia.org/resource/Kayvon_Webster,http://live.dbpedia.org/data/Kayvon_Webster.json,http://live.dbpedia.org/resource/University_of_South_Florida,http://live.dbpedia.org/data/University_of_South_Florida.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,Division I,2013,25125,2013,52,5.83,195,4.41,14,35,125,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Keelan Johnson,Arizona State University,SS,Sociology,Sociology,http://live.dbpedia.org/resource/Keelan_Johnson,http://live.dbpedia.org/data/Keelan_Johnson.json,http://live.dbpedia.org/resource/Arizona_State_University,http://live.dbpedia.org/data/Arizona_State_University.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25126,2013,52,6,209,4.54,12,36.5,125,4.07,6.77,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Keenan Allen,"University of California, Berkeley",WR,African American Studies,African American Studies,http://live.dbpedia.org/resource/Keenan_Allen,http://live.dbpedia.org/data/Keenan_Allen.json,http://live.dbpedia.org/resource/University_of_California%2C_Berkeley,http://live.dbpedia.org/data/University_of_California%2C_Berkeley.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25127,2013,86.3,6.17,206,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Keith Pough,Howard University,OLB,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Keith_Pough,http://live.dbpedia.org/data/Keith_Pough.json,http://live.dbpedia.org/resource/Howard_University,http://live.dbpedia.org/data/Howard_University.json,Mid-Eastern Athletic Conference,http://live.dbpedia.org/resource/Mid-Eastern_Athletic_Conference,http://live.dbpedia.org/data/Mid-Eastern_Athletic_Conference.json,Division I-AA,2013,25128,2013,70.5,6.17,239,4.9,17,33,118,4.47,7.28,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Kenbrell Thompkins,University of Cincinnati,WR,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Kenbrell_Thompkins,http://live.dbpedia.org/data/Kenbrell_Thompkins.json,http://live.dbpedia.org/resource/University_of_Cincinnati,http://live.dbpedia.org/data/University_of_Cincinnati.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,Division I,2013,25129,2013,51.7,6.08,193,4.54,8,33.5,121,4.21,6.88,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Kenjon Barner,University of Oregon,RB,Pre-journalism,"Broadcasting, Journalism & Media",http://live.dbpedia.org/resource/Kenjon_Barner,http://live.dbpedia.org/data/Kenjon_Barner.json,http://live.dbpedia.org/resource/University_of_Oregon,http://live.dbpedia.org/data/University_of_Oregon.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25130,2013,69.4,5.75,196,4.52,20,35.5,122,4.2,6.87,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Kenny Stills,University of Oklahoma,WR,Broadcasting and Electronic Media,"Broadcasting, Journalism & Media",http://live.dbpedia.org/resource/Kenny_Stills,http://live.dbpedia.org/data/Kenny_Stills.json,http://live.dbpedia.org/resource/University_of_Oklahoma,http://live.dbpedia.org/data/University_of_Oklahoma.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,Division I,2013,25131,2013,66,6,194,4.38,16,33.5,124,4.35,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Kenny Vaccaro,University of Texas at Austin,SS,Physical Culture and Sports,"Leisure, Sport, Recreation Studies and Management",http://live.dbpedia.org/resource/Kenny_Vaccaro,http://live.dbpedia.org/data/Kenny_Vaccaro.json,http://live.dbpedia.org/resource/University_of_Texas_at_Austin,http://live.dbpedia.org/data/University_of_Texas_at_Austin.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,Division I,2013,25132,2013,87.7,6,214,4.63,15,38,121,4.06,6.78,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Kerwynn Williams,Utah State University,RB,Marketing,Marketing,http://live.dbpedia.org/resource/Kerwynn_Williams,http://live.dbpedia.org/data/Kerwynn_Williams.json,http://live.dbpedia.org/resource/Utah_State_University,http://live.dbpedia.org/data/Utah_State_University.json,Mountain West Conference,http://live.dbpedia.org/resource/Mountain_West_Conference,http://live.dbpedia.org/data/Mountain_West_Conference.json,Division I,2013,25133,2013,56.7,5.67,196,4.48,17,35,118,4.15,7.15,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Kevin Minter,Louisiana State University,ILB,Sport Administration,"Leisure, Sport, Recreation Studies and Management",http://live.dbpedia.org/resource/Kevin_Minter,http://live.dbpedia.org/data/Kevin_Minter.json,http://live.dbpedia.org/resource/Louisiana_State_University,http://live.dbpedia.org/data/Louisiana_State_University.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25134,2013,84,6,246,4.81,25,33,119,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Kevin Reddick,University of North Carolina at Chapel Hill,ILB,Exercise and Sport Science,"Physical Therapy, Sports Science, Kinesiology",http://live.dbpedia.org/resource/Kevin_Reddick,http://live.dbpedia.org/data/Kevin_Reddick.json,http://live.dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill,http://live.dbpedia.org/data/University_of_North_Carolina_at_Chapel_Hill.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25135,2013,71.5,6.08,243,4.72,23,NA,113,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Khaled Holmes,University of Southern California,C,Communication,Communications,http://live.dbpedia.org/resource/Khaled_Holmes,http://live.dbpedia.org/data/Khaled_Holmes.json,http://live.dbpedia.org/resource/University_of_Southern_California,http://live.dbpedia.org/data/University_of_Southern_California.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25136,2013,71,6.25,302,NA,13,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Khalid Wooten,"University of Nevada, Reno",CB,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Khalid_Wooten,http://live.dbpedia.org/data/Khalid_Wooten.json,"http://live.dbpedia.org/resource/University_of_Nevada,_Reno","http://live.dbpedia.org/data/University_of_Nevada,_Reno.json",Mountain West Conference,http://live.dbpedia.org/resource/Mountain_West_Conference,http://live.dbpedia.org/data/Mountain_West_Conference.json,Division I,2013,25122,2013,61.8,5.92,210,4.53,17,33.5,117,4.18,6.95,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Khaseem Greene,Rutgers University,OLB,Labor Studies,Labor Studies,http://live.dbpedia.org/resource/Khaseem_Greene,http://live.dbpedia.org/data/Khaseem_Greene.json,http://live.dbpedia.org/resource/Rutgers_University,http://live.dbpedia.org/data/Rutgers_University.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,Division I,2013,25137,2013,78.8,6.08,241,4.71,17,30,116,4.2,7.58,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Kiko Alonso,University of Oregon,ILB,Undeclared,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Kiko_Alonso,http://live.dbpedia.org/data/Kiko_Alonso.json,http://live.dbpedia.org/resource/University_of_Oregon,http://live.dbpedia.org/data/University_of_Oregon.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25138,2013,67.1,6.25,238,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Knile Davis,"University of Arkansas, Little Rock",RB,Sociology,Sociology,http://live.dbpedia.org/resource/Knile_Davis,http://live.dbpedia.org/data/Knile_Davis.json,http://live.dbpedia.org/resource/University_of_Arkansas,http://live.dbpedia.org/data/University_of_Arkansas.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25139,2013,65.4,5.83,227,4.37,31,33.5,121,4.38,6.96,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Kwame Geathers,University of Georgia,DT,Housing,Housing Management,http://live.dbpedia.org/resource/Kwame_Geathers,http://live.dbpedia.org/data/Kwame_Geathers.json,http://live.dbpedia.org/resource/University_of_Georgia,http://live.dbpedia.org/data/University_of_Georgia.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25140,2013,60,6.42,342,5.44,NA,26.5,96,5.27,8.11,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Kyle Long,University of Oregon,OG,Sociology,Sociology,http://live.dbpedia.org/resource/Kyle_Long,http://live.dbpedia.org/data/Kyle_Long.json,http://live.dbpedia.org/resource/University_of_Oregon,http://live.dbpedia.org/data/University_of_Oregon.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25141,2013,77,6.5,313,4.94,NA,28,107,4.63,7.83,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Lamar Mady,Youngstown State University,OG,Physical Education,"Physical Therapy, Sports Science, Kinesiology",http://live.dbpedia.org/resource/Lamar_Mady,http://live.dbpedia.org/data/Lamar_Mady.json,http://live.dbpedia.org/resource/Youngstown_State_University,http://live.dbpedia.org/data/Youngstown_State_University.json,Missouri Valley Conference,http://live.dbpedia.org/resource/Missouri_Valley_Conference,http://live.dbpedia.org/data/Missouri_Valley_Conference.json,Division I-AA,2013,25142,2013,54.5,6.17,317,5.48,35,23,95,4.82,8.07,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Landry Jones,University of Oklahoma,QB,Multidisciplinary Studies,General Studies,http://live.dbpedia.org/resource/Landry_Jones,http://live.dbpedia.org/data/Landry_Jones.json,http://live.dbpedia.org/resource/University_of_Oklahoma,http://live.dbpedia.org/data/University_of_Oklahoma.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,Division I,2013,25143,2013,67.2,6.33,225,5.11,NA,31,115,4.3,7.12,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Lane Johnson,University of Oklahoma,OT,Human Relations,Sociology,http://live.dbpedia.org/resource/Lane_Johnson,http://live.dbpedia.org/data/Lane_Johnson.json,http://live.dbpedia.org/resource/University_of_Oklahoma,http://live.dbpedia.org/data/University_of_Oklahoma.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,Division I,2013,25144,2013,86.9,6.5,303,4.72,28,34,118,4.52,7.31,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Lanear Sampson,Baylor University,WR,Speech Communication,Speech Communication,http://live.dbpedia.org/resource/Lanear_Sampson,http://live.dbpedia.org/data/Lanear_Sampson.json,http://live.dbpedia.org/resource/Baylor_University,http://live.dbpedia.org/data/Baylor_University.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,Division I,2013,25145,2013,53,5.92,204,4.46,20,33.5,119,4.38,7.1,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Larry Warford,University of Kentucky,OG,Community Communications and Leadership Development,"Child, Family and Community Studies/Development",http://live.dbpedia.org/resource/Larry_Warford,http://live.dbpedia.org/data/Larry_Warford.json,http://live.dbpedia.org/resource/University_of_Kentucky,http://live.dbpedia.org/data/University_of_Kentucky.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25146,2013,85.3,6.25,332,5.58,28,22.5,96,5.1,7.78,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Lavar Edwards,Louisiana State University,DE,General Studies,General Studies,http://live.dbpedia.org/resource/Lavar_Edwards,http://live.dbpedia.org/data/Lavar_Edwards.json,http://live.dbpedia.org/resource/Louisiana_State_University,http://live.dbpedia.org/data/Louisiana_State_University.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25147,2013,68.7,6.33,277,4.8,NA,33,119,4.51,7.03,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Le'Veon Bell,Michigan State University,RB,Sociology,Sociology,http://live.dbpedia.org/resource/Le'Veon_Bell,http://live.dbpedia.org/data/Le'Veon_Bell.json,http://live.dbpedia.org/resource/Michigan_State_University,http://live.dbpedia.org/data/Michigan_State_University.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,Division I,2013,25148,2013,71.2,6.08,230,4.6,24,31.5,118,4.24,6.75,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Leon McFadden,San Diego State University,CB,Communications,Communications,http://live.dbpedia.org/resource/Leon_McFadden_(American_football),http://live.dbpedia.org/data/Leon_McFadden_(American_football).json,http://live.dbpedia.org/resource/San_Diego_State_University,http://live.dbpedia.org/data/San_Diego_State_University.json,Mountain West Conference,http://live.dbpedia.org/resource/Mountain_West_Conference,http://live.dbpedia.org/data/Mountain_West_Conference.json,Division I,2013,25149,2013,80.7,5.83,193,4.54,10,34.5,119,4.27,6.81,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Lerentee McCray,University of Florida,OLB,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Lerentee_McCray,http://live.dbpedia.org/data/Lerentee_McCray.json,http://live.dbpedia.org/resource/University_of_Florida,http://live.dbpedia.org/data/University_of_Florida.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25150,2013,58,6.17,250,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Levine Toilolo,Stanford University,TE,"Science, Technology and Society",Science and Technology,http://live.dbpedia.org/resource/Levine_Toilolo,http://live.dbpedia.org/data/Levine_Toilolo.json,http://live.dbpedia.org/resource/Stanford_University,http://live.dbpedia.org/data/Stanford_University.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25151,2013,66,6.67,260,4.86,17,31,113,4.57,7.09,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Logan Ryan,Rutgers University,CB,Labor Studies,Labor Studies,http://live.dbpedia.org/resource/Logan_Ryan,http://live.dbpedia.org/data/Logan_Ryan.json,http://live.dbpedia.org/resource/Rutgers_University,http://live.dbpedia.org/data/Rutgers_University.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,Division I,2013,25152,2013,69,5.92,191,4.56,14,32.5,116,4.06,6.69,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Lonnie Pryor,Florida State University,FB,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Lonnie_Pryor,http://live.dbpedia.org/data/Lonnie_Pryor.json,http://live.dbpedia.org/resource/Florida_State_University,http://live.dbpedia.org/data/Florida_State_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25153,2013,59,5.92,227,4.7,17,30,114,4.55,7.28,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Luke Ingram,University of Hawaii,LS,Sociology,Sociology,http://live.dbpedia.org/resource/Luke_Ingram,http://live.dbpedia.org/data/Luke_Ingram.json,http://live.dbpedia.org/resource/University_of_Hawaii,http://live.dbpedia.org/data/University_of_Hawaii.json,Mountain West Conference,http://live.dbpedia.org/resource/Mountain_West_Conference,http://live.dbpedia.org/data/Mountain_West_Conference.json,Division I,2013,25154,2013,NA,6.42,258,5.05,24,NA,106,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Luke Joeckel,Texas A&M University,OT,Business,"Business Administration, Management",http://live.dbpedia.org/resource/Luke_Joeckel,http://live.dbpedia.org/data/Luke_Joeckel.json,http://live.dbpedia.org/resource/Texas_A&M_University,http://live.dbpedia.org/data/Texas_A&M_University.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25155,2013,95.3,6.5,306,5.3,27,28.5,106,4.68,7.4,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Luke Marquardt,Azusa Pacific University,OT,Physical Education,"Physical Therapy, Sports Science, Kinesiology",http://live.dbpedia.org/resource/Luke_Marquardt,http://live.dbpedia.org/data/Luke_Marquardt.json,http://live.dbpedia.org/resource/Azusa_Pacific_University,http://live.dbpedia.org/data/Azusa_Pacific_University.json,Golden State Athletic Conference,http://live.dbpedia.org/resource/Golden_State_Athletic_Conference,http://live.dbpedia.org/data/Golden_State_Athletic_Conference.json,NAIA,2013,25156,2013,68.1,6.67,315,5.34,31,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Malliciah Goodman,Clemson University,DE,Sociology,Sociology,http://live.dbpedia.org/resource/Malliciah_Goodman,http://live.dbpedia.org/data/Malliciah_Goodman.json,http://live.dbpedia.org/resource/Clemson_University,http://live.dbpedia.org/data/Clemson_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25157,2013,67.7,6.33,276,4.87,26,31.5,114,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Manase Foketi,West Texas A&M University,OT,Criminal Justice,Criminal Justice,http://live.dbpedia.org/resource/Manase_Foketi,http://live.dbpedia.org/data/Manase_Foketi.json,http://live.dbpedia.org/resource/West_Texas_A&M_University,http://live.dbpedia.org/data/West_Texas_A&M_University.json,Lone Star Conference,http://live.dbpedia.org/resource/Lone_Star_Conference,http://live.dbpedia.org/data/Lone_Star_Conference.json,Division II,2013,25158,2013,61,6.42,318,5.3,25,23.5,102,5.06,8.11,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Manti Te'o,Notre Dame University,ILB,Graphic Design,"Industrial, and Graphic Design",http://live.dbpedia.org/resource/Manti_Te'o,http://live.dbpedia.org/data/Manti_Te'o.json,http://live.dbpedia.org/resource/University_of_Notre_Dame,http://live.dbpedia.org/data/University_of_Notre_Dame.json,NCAA Division I FBS independent schools,http://live.dbpedia.org/resource/NCAA_Division_I_FBS_independent_schools,http://live.dbpedia.org/data/NCAA_Division_I_FBS_independent_schools.json,Division I,2013,25159,2013,87.5,6.08,241,4.82,NA,33,113,4.27,7.13,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Marc Anthony,"University of California, Berkeley",CB,African American Studies,African American Studies,,,http://live.dbpedia.org/resource/University_of_California%2C_Berkeley,http://live.dbpedia.org/data/University_of_California%2C_Berkeley.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25160,2013,68.4,5.92,196,4.63,12,35,118,4.07,6.74,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Marcus Davis,Virginia Tech,WR,Human Development,"Child, Family and Community Studies/Development",http://live.dbpedia.org/resource/Marcus_Davis,http://live.dbpedia.org/data/Marcus_Davis.json,http://live.dbpedia.org/resource/Virginia_Polytechnic_Institute_and_State_University,http://live.dbpedia.org/data/Virginia_Polytechnic_Institute_and_State_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25161,2013,63.8,6.25,233,4.56,19,39.5,120,NA,7.15,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Marcus Lattimore,University of South Carolina,RB,Public Health,Public Policy,http://live.dbpedia.org/resource/Marcus_Lattimore,http://live.dbpedia.org/data/Marcus_Lattimore.json,http://live.dbpedia.org/resource/University_of_South_Carolina,http://live.dbpedia.org/data/University_of_South_Carolina.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25162,2013,74.9,5.92,221,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Margus Hunt,Southern Methodist University,DE,Business,"Business Administration, Management",http://live.dbpedia.org/resource/Margus_Hunt,http://live.dbpedia.org/data/Margus_Hunt.json,http://live.dbpedia.org/resource/Southern_Methodist_University,http://live.dbpedia.org/data/Southern_Methodist_University.json,Conference USA,http://live.dbpedia.org/resource/Conference_USA,http://live.dbpedia.org/data/Conference_USA.json,Division I,2013,25163,2013,82.4,6.67,277,4.6,38,34.5,121,4.51,7.07,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Mark Harrison,Rutgers University,WR,Labor Studies,Labor Studies,,,http://live.dbpedia.org/resource/Rutgers_University,http://live.dbpedia.org/data/Rutgers_University.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,Division I,2013,25164,2013,60,6.25,231,4.46,17,38.5,129,4.33,6.99,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Mark Jackson,Glenville State College,OG,Sports Management,"Leisure, Sport, Recreation Studies and Management",,,http://live.dbpedia.org/resource/Glenville_State_College,http://live.dbpedia.org/data/Glenville_State_College.json,Mountain East Conference,http://live.dbpedia.org/resource/Mountain_East_Conference,http://live.dbpedia.org/data/Mountain_East_Conference.json,Division II,2013,24957,2013,61,6.42,328,5.65,20,20.5,91,5.03,8.07,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Markus Wheaton,Oregon State University,WR,Public Health,Public Policy,http://live.dbpedia.org/resource/Markus_Wheaton,http://live.dbpedia.org/data/Markus_Wheaton.json,http://live.dbpedia.org/resource/Oregon_State_University,http://live.dbpedia.org/data/Oregon_State_University.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25165,2013,81.8,5.92,189,4.45,20,37,120,4.02,6.8,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Marlon Brown,University of Georgia,WR,Psychology,Psychology,http://live.dbpedia.org/resource/Marlon_Brown,http://live.dbpedia.org/data/Marlon_Brown.json,http://live.dbpedia.org/resource/University_of_Georgia,http://live.dbpedia.org/data/University_of_Georgia.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,24958,2013,52.6,6.33,213,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
MarQueis Gray,University of Minnesota,TE,Youth Studies,"Child, Family and Community Studies/Development",http://live.dbpedia.org/resource/MarQueis_Gray,http://live.dbpedia.org/data/MarQueis_Gray.json,http://live.dbpedia.org/resource/University_of_Minnesota,http://live.dbpedia.org/data/University_of_Minnesota.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,Division I,2013,25166,2013,53,6.25,240,4.73,15,30,111,4.3,7.25,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Marquess Wilson,Washington State University,WR,Undeclared,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Marquess_Wilson,http://live.dbpedia.org/data/Marquess_Wilson.json,http://live.dbpedia.org/resource/Washington_State_University,http://live.dbpedia.org/data/Washington_State_University.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25167,2013,67.3,6.25,194,4.51,7,34.5,122,4.33,6.65,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Marquise Goodwin,University of Texas at Austin,WR,Undeclared,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Marquise_Goodwin,http://live.dbpedia.org/data/Marquise_Goodwin.json,http://live.dbpedia.org/resource/University_of_Texas_at_Austin,http://live.dbpedia.org/data/University_of_Texas_at_Austin.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,Division I,2013,25168,2013,68.6,5.75,183,4.27,13,NA,132,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
