Player,DBPediaCollege_Name,Position,FormalStatedMajor,CollegeMajor,DBPediaURI_Player,DBPediaData_Player,DBPediaURI_College,DBPediaData_College,Conference,DBPediaURI_Conference,DBPediaData_Conference,Division,DraftYear,idPlayer,DraftYear.y,gradeNFL,Height.numeric,Weight,fortyYardDash,benchPress,verticalJump,broadJump,twentyYardShuttle,threeConeDrill,Wonderlic,DBPediaURI_DraftYear,DBPediaData_DraftYear
Dax Swanson,Sam Houston State University,CB,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Dax_Swanson,http://live.dbpedia.org/data/Dax_Swanson.json,http://live.dbpedia.org/resource/Sam_Houston_State_University,http://live.dbpedia.org/data/Sam_Houston_State_University.json,Southland Conference,http://live.dbpedia.org/resource/Southland_Conference,http://live.dbpedia.org/data/Southland_Conference.json,Division I-AA,2013,25043,2013,67,5.83,186,4.56,15,33,122,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
DeAndre Hopkins,Clemson University,WR,"Community Recreation, Sport & Camp Management","Leisure, Sport, Recreation Studies and Management",http://live.dbpedia.org/resource/DeAndre_Hopkins,http://live.dbpedia.org/data/DeAndre_Hopkins.json,http://live.dbpedia.org/resource/Clemson_University,http://live.dbpedia.org/data/Clemson_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25044,2013,87.8,6.08,214,4.57,15,36,115,4.5,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Dee Milliner,University of Alabama,CB,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Dee_Milliner,http://live.dbpedia.org/data/Dee_Milliner.json,http://live.dbpedia.org/resource/University_of_Alabama,http://live.dbpedia.org/data/University_of_Alabama.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25045,2013,93.2,6,201,4.37,NA,36,122,4.32,6.95,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Demetrius McCray,Appalachian State University,CB,Criminal Justice,Criminal Justice,http://live.dbpedia.org/resource/Demetrius_McCray,http://live.dbpedia.org/data/Demetrius_McCray.json,http://live.dbpedia.org/resource/Appalachian_State_University,http://live.dbpedia.org/data/Appalachian_State_University.json,Southern Conference,http://live.dbpedia.org/resource/Southern_Conference,http://live.dbpedia.org/data/Southern_Conference.json,Division I-AA,2013,25046,2013,55,6.08,187,4.54,4,36,126,4.32,7.17,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Denard Robinson,University of Michigan,WR,Kinesiology,"Physical Therapy, Sports Science, Kinesiology",http://live.dbpedia.org/resource/Denard_Robinson,http://live.dbpedia.org/data/Denard_Robinson.json,http://live.dbpedia.org/resource/University_of_Michigan,http://live.dbpedia.org/data/University_of_Michigan.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,Division I,2013,25047,2013,70.3,5.83,199,4.43,NA,36.5,123,4.22,7.09,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Desmond Trufant,University of Washington,CB,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Desmond_Trufant,http://live.dbpedia.org/data/Desmond_Trufant.json,http://live.dbpedia.org/resource/University_of_Washington,http://live.dbpedia.org/data/University_of_Washington.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25048,2013,84.1,6,190,4.38,16,37.5,125,3.85,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Devin Taylor,University of South Carolina,DE,Integrated Information Technology,Science and Technology,http://live.dbpedia.org/resource/Devin_Taylor,http://live.dbpedia.org/data/Devin_Taylor.json,http://live.dbpedia.org/resource/University_of_South_Carolina,http://live.dbpedia.org/data/University_of_South_Carolina.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25049,2013,62.9,6.58,266,4.72,14,35,128,4.3,6.89,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
DeVonte Holloman,University of South Carolina,OLB,"Hotel, Restaurant and Tourism Management","Leisure, Sport, Recreation Studies and Management",http://live.dbpedia.org/resource/DeVonte_Holloman,http://live.dbpedia.org/data/DeVonte_Holloman.json,http://live.dbpedia.org/resource/University_of_South_Carolina,http://live.dbpedia.org/data/University_of_South_Carolina.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25050,2013,70.5,6.08,243,4.76,15,33,113,4.26,7.3,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Dion Jordan,University of Oregon,DE,Sociology,Sociology,http://live.dbpedia.org/resource/Dion_Jordan,http://live.dbpedia.org/data/Dion_Jordan.json,http://live.dbpedia.org/resource/University_of_Oregon,http://live.dbpedia.org/data/University_of_Oregon.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25051,2013,88,6.5,248,4.6,NA,32.5,122,4.35,7.02,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Dion Sims,Michigan State University,TE,Sociology,Sociology,http://live.dbpedia.org/resource/Dion_Sims,http://live.dbpedia.org/data/Dion_Sims.json,http://live.dbpedia.org/resource/Michigan_State_University,http://live.dbpedia.org/data/Michigan_State_University.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,Division I,2013,25052,2013,67,6.42,262,4.75,22,35,112,4.52,7.36,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Duke Williams,"University of Nevada, Reno",FS,Criminal Justice,Criminal Justice,http://live.dbpedia.org/resource/Duke_Williams_(safety),http://live.dbpedia.org/data/Duke_Williams_(safety).json,"http://live.dbpedia.org/resource/University_of_Nevada,_Reno","http://live.dbpedia.org/data/University_of_Nevada,_Reno.json",Mountain West Conference,http://live.dbpedia.org/resource/Mountain_West_Conference,http://live.dbpedia.org/data/Mountain_West_Conference.json,Division I,2013,25053,2013,67.7,6,190,4.52,13,37.5,126,4,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Dustin Hopkins,Florida State University,K,Communications,Communications,http://live.dbpedia.org/resource/Dustin_Hopkins,http://live.dbpedia.org/data/Dustin_Hopkins.json,http://live.dbpedia.org/resource/Florida_State_University,http://live.dbpedia.org/data/Florida_State_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25054,2013,69.5,6.17,193,4.74,NA,33.5,116,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Dwayne Gratz,University of Connecticut,CB,Exploratory Studies,General Studies,http://live.dbpedia.org/resource/Dwayne_Gratz,http://live.dbpedia.org/data/Dwayne_Gratz.json,http://live.dbpedia.org/resource/University_of_Connecticut,http://live.dbpedia.org/data/University_of_Connecticut.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,Division I,2013,25055,2013,62.1,5.92,201,4.47,22,38,125,4.15,6.7,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Dylan Breeding,"University of Arkansas, Little Rock",P,Marketing,Marketing,http://live.dbpedia.org/resource/Dylan_Breeding,http://live.dbpedia.org/data/Dylan_Breeding.json,http://live.dbpedia.org/resource/University_of_Arkansas,http://live.dbpedia.org/data/University_of_Arkansas.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25056,2013,51.4,6.08,213,4.74,11,29,110,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Earl Watford,James Madison University,OG,Communication Sciences and Disorders,Speech Communication,http://live.dbpedia.org/resource/Earl_Watford,http://live.dbpedia.org/data/Earl_Watford.json,http://live.dbpedia.org/resource/James_Madison_University,http://live.dbpedia.org/data/James_Madison_University.json,Colonial Athletic Association,http://live.dbpedia.org/resource/Colonial_Athletic_Association,http://live.dbpedia.org/data/Colonial_Athletic_Association.json,Division I-AA,2013,25057,2013,68.1,6.25,300,5.06,24,30,107,5,7.77,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Earl Wolff,North Carolina State University,SS,Sport Management,"Leisure, Sport, Recreation Studies and Management",http://live.dbpedia.org/resource/Earl_Wolff,http://live.dbpedia.org/data/Earl_Wolff.json,http://live.dbpedia.org/resource/North_Carolina_State_University,http://live.dbpedia.org/data/North_Carolina_State_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25058,2013,63.4,5.92,209,4.44,NA,39,134,4.07,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Eddie Lacey,University of Alabama,RB,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Eddie_Lacey,http://live.dbpedia.org/data/Eddie_Lacey.json,http://live.dbpedia.org/resource/University_of_Alabama,http://live.dbpedia.org/data/University_of_Alabama.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25059,2013,82,5.92,231,4.55,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Edmond Kugbila,Valdosta State University,OG,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Edmond_Kugbila,http://live.dbpedia.org/data/Edmond_Kugbila.json,http://live.dbpedia.org/resource/Valdosta_State_University,http://live.dbpedia.org/data/Valdosta_State_University.json,Gulf South Conference,http://live.dbpedia.org/resource/Gulf_South_Conference,http://live.dbpedia.org/data/Gulf_South_Conference.json,Division II,2013,25060,2013,52,6.33,317,5.31,23,22.2,105,4.65,7.72,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
EJ Manuel,Florida State University,QB,Communications,Communications,http://live.dbpedia.org/resource/EJ_Manuel,http://live.dbpedia.org/data/EJ_Manuel.json,http://live.dbpedia.org/resource/Florida_State_University,http://live.dbpedia.org/data/Florida_State_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25061,2013,68.7,6.42,237,4.65,NA,34,118,4.21,7.08,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Emmett Cleary,Boston College University,OT,Management,"Business Administration, Management",http://live.dbpedia.org/resource/Emmett_Cleary,http://live.dbpedia.org/data/Emmett_Cleary.json,http://live.dbpedia.org/resource/Boston_College_University,http://live.dbpedia.org/data/Boston_College_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25062,2013,57.5,6.58,316,5.21,24,28.5,108,4.7,7.81,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Eric Fisher,Central Michigan University,OT,Mechanical Engineering,Engineering,http://live.dbpedia.org/resource/Eric_Fisher_(American_football),http://live.dbpedia.org/data/Eric_Fisher_(American_football).json,http://live.dbpedia.org/resource/Central_Michigan_University,http://live.dbpedia.org/data/Central_Michigan_University.json,Mid-American Conference,http://live.dbpedia.org/resource/Mid-American_Conference,http://live.dbpedia.org/data/Mid-American_Conference.json,Division I,2013,25063,2013,91.3,6.58,306,5.05,27,28.5,116,4.44,7.59,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Eric Herman,University of Ohio,OG,Industrial Technology,Science and Technology,,,http://live.dbpedia.org/resource/University_of_Ohio,http://live.dbpedia.org/data/University_of_Ohio.json,Mid-American Conference,http://live.dbpedia.org/resource/Mid-American_Conference,http://live.dbpedia.org/data/Mid-American_Conference.json,Division I,2013,25064,2013,51,6.33,320,5.25,36,28,95,5.09,7.99,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Eric Reid,Louisiana State University,FS,Business Administration,"Business Administration, Management",http://live.dbpedia.org/resource/Eric_Reid_(American_football),http://live.dbpedia.org/data/Eric_Reid_(American_football).json,http://live.dbpedia.org/resource/Louisiana_State_University,http://live.dbpedia.org/data/Louisiana_State_University.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25065,2013,87.5,6.08,213,4.53,17,40.5,134,4.22,6.99,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Etienne Sabino,Ohio State University,OLB,Business Administration,"Business Administration, Management",http://live.dbpedia.org/resource/Etienne_Sabino,http://live.dbpedia.org/data/Etienne_Sabino.json,http://live.dbpedia.org/resource/Ohio_State_University,http://live.dbpedia.org/data/Ohio_State_University.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,Division I,2013,25066,2013,61.3,6.17,247,4.75,24,NA,114,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Everett Dawkins,Florida State University,DT,Social Sciences,Sociology,http://live.dbpedia.org/resource/Everett_Dawkins,http://live.dbpedia.org/data/Everett_Dawkins.json,http://live.dbpedia.org/resource/Florida_State_University,http://live.dbpedia.org/data/Florida_State_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25067,2013,71.4,6.17,292,5.06,23,30,103,4.88,7.61,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Ezekial Ansah,Brigham Young University,DE,Actuarial Science,Actuarial Science,http://live.dbpedia.org/resource/Ezekial_Ansah,http://live.dbpedia.org/data/Ezekial_Ansah.json,http://live.dbpedia.org/resource/Brigham_Young_University,http://live.dbpedia.org/data/Brigham_Young_University.json,NCAA Division I FBS independent schools,http://live.dbpedia.org/resource/NCAA_Division_I_FBS_independent_schools,http://live.dbpedia.org/data/NCAA_Division_I_FBS_independent_schools.json,Division I,2013,25068,2013,89.3,6.42,271,4.63,21,34.5,118,4.26,7.11,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Garrett Gilkey,Chadron State College,OG,Special Education,Education,http://live.dbpedia.org/resource/Garrett_Gilkey,http://live.dbpedia.org/data/Garrett_Gilkey.json,http://live.dbpedia.org/resource/Chadron_State_College,http://live.dbpedia.org/data/Chadron_State_College.json,Rocky Mountain Athletic Conference,http://live.dbpedia.org/resource/Rocky_Mountain_Athletic_Conference,http://live.dbpedia.org/data/Rocky_Mountain_Athletic_Conference.json,Division II,2013,25069,2013,58,6.5,318,5.33,28,30,108,4.75,7.65,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Gavin Escobar,San Diego State University,TE,Public Administration,Public Policy,http://live.dbpedia.org/resource/Gavin_Escobar,http://live.dbpedia.org/data/Gavin_Escobar.json,http://live.dbpedia.org/resource/San_Diego_State_University,http://live.dbpedia.org/data/San_Diego_State_University.json,Mountain West Conference,http://live.dbpedia.org/resource/Mountain_West_Conference,http://live.dbpedia.org/data/Mountain_West_Conference.json,Division I,2013,25070,2013,79,6.5,254,4.84,NA,32,114,4.31,7.07,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Geno Smith,West Virginia University,QB,English,English,http://live.dbpedia.org/resource/Geno_Smith,http://live.dbpedia.org/data/Geno_Smith.json,http://live.dbpedia.org/resource/West_Virginia_University,http://live.dbpedia.org/data/West_Virginia_University.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,Division I,2013,25071,2013,91,6.17,218,4.59,NA,33.5,124,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
George Winn,University of Cincinnati,RB,Exploratory Studies,General Studies,,,http://live.dbpedia.org/resource/University_of_Cincinnati,http://live.dbpedia.org/data/University_of_Cincinnati.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,Division I,2013,25072,2013,58.8,5.83,218,4.75,22,34.5,119,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Gerald Hodges,Pennsylvania State University,OLB,Rehabilitation Services,"Physical Therapy, Sports Science, Kinesiology",http://live.dbpedia.org/resource/Gerald_Hodges,http://live.dbpedia.org/data/Gerald_Hodges.json,http://live.dbpedia.org/resource/Pennsylvania_State_University,http://live.dbpedia.org/data/Pennsylvania_State_University.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,Division I,2013,25073,2013,72.4,6.08,243,4.78,22,NA,119,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Giovani Bernard,University of North Carolina at Chapel Hill,RB,Exercise and Sport Science,"Physical Therapy, Sports Science, Kinesiology",http://live.dbpedia.org/resource/Giovani_Bernard,http://live.dbpedia.org/data/Giovani_Bernard.json,http://live.dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill,http://live.dbpedia.org/data/University_of_North_Carolina_at_Chapel_Hill.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25074,2013,84,5.67,202,4.53,19,33.5,122,4.12,6.91,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Greg Reid,Florida State University,CB,Undeclared,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Greg_Reid,http://live.dbpedia.org/data/Greg_Reid.json,http://live.dbpedia.org/resource/Florida_State_University,http://live.dbpedia.org/data/Florida_State_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25075,2013,67,5.67,190,4.46,10,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Hugh Thornton,University of Illinois at Urbana-Champaign,OG,Sociology,Sociology,http://live.dbpedia.org/resource/Hugh_Thornton,http://live.dbpedia.org/data/Hugh_Thornton.json,http://live.dbpedia.org/resource/University_of_Illinois_at_Urbana-Champaign,http://live.dbpedia.org/data/University_of_Illinois_at_Urbana-Champaign.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,Division I,2013,25076,2013,67.9,6.25,320,5.11,27,NA,NA,4.63,7.45,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
J.C. Tretter,Cornell University,OT,Labor Studies,Labor Studies,http://live.dbpedia.org/resource/J._C._Tretter,http://live.dbpedia.org/data/J._C._Tretter.json,http://live.dbpedia.org/resource/Cornell_University,http://live.dbpedia.org/data/Cornell_University.json,Ivy League,http://live.dbpedia.org/resource/Ivy_League,http://live.dbpedia.org/data/Ivy_League.json,Division I-AA,2013,25077,2013,64,6.33,307,5.09,29,29.5,109,4.69,7.48,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
J.J. Wilcox,Georgia Southern University,FS,Management,"Business Administration, Management",http://live.dbpedia.org/resource/J._J._Wilcox,http://live.dbpedia.org/data/J._J._Wilcox.json,http://live.dbpedia.org/resource/Georgia_Southern_University,http://live.dbpedia.org/data/Georgia_Southern_University.json,Southern Conference,http://live.dbpedia.org/resource/Southern_Conference,http://live.dbpedia.org/data/Southern_Conference.json,Division I-AA,2013,25078,2013,77,6,213,4.57,17,35,124,4.09,7.02,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Jake Knott,Iowa State University,OLB,Management,"Business Administration, Management",http://live.dbpedia.org/resource/Jake_Knott,http://live.dbpedia.org/data/Jake_Knott.json,http://live.dbpedia.org/resource/Iowa_State_University,http://live.dbpedia.org/data/Iowa_State_University.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,Division I,2013,25079,2013,60.2,6.17,243,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Jake Stoneburner,Ohio State University,TE,Family Resource Management,"Child, Family and Community Studies/Development",http://live.dbpedia.org/resource/Jake_Stoneburner,http://live.dbpedia.org/data/Jake_Stoneburner.json,http://live.dbpedia.org/resource/Ohio_State_University,http://live.dbpedia.org/data/Ohio_State_University.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,Division I,2013,25080,2013,54.1,6.25,252,4.65,18,34.5,116,4.27,7.12,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Jamaal Johnson-Webb,Alabama Agricultural and Mechanical University,OT,Electrical Engineering,Engineering,http://live.dbpedia.org/resource/Jamaal_Johnson-Webb,http://live.dbpedia.org/data/Jamaal_Johnson-Webb.json,http://live.dbpedia.org/resource/Alabama_Agricultural_and_Mechanical_University,http://live.dbpedia.org/data/Alabama_Agricultural_and_Mechanical_University.json,Southwestern Athletic Conference,http://live.dbpedia.org/resource/Southwestern_Athletic_Conference,http://live.dbpedia.org/data/Southwestern_Athletic_Conference.json,Division I-AA,2013,25081,2013,54,6.42,313,5.37,17,23,92,4.74,8.12,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Jamar Taylor,Boise State University,CB,Communication,Communications,http://live.dbpedia.org/resource/Jamar_Taylor,http://live.dbpedia.org/data/Jamar_Taylor.json,http://live.dbpedia.org/resource/Boise_State_University,http://live.dbpedia.org/data/Boise_State_University.json,Mountain West Conference,http://live.dbpedia.org/resource/Mountain_West_Conference,http://live.dbpedia.org/data/Mountain_West_Conference.json,Division I,2013,25082,2013,79.5,5.92,192,4.39,22,35,127,4.06,6.82,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
James Vandenberg,University of Iowa,QB,Integrative Physiology,"Physical Therapy, Sports Science, Kinesiology",http://live.dbpedia.org/resource/James_Vandenberg,http://live.dbpedia.org/data/James_Vandenberg.json,http://live.dbpedia.org/resource/University_of_Iowa,http://live.dbpedia.org/data/University_of_Iowa.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,Division I,2013,25083,2013,48.3,6.25,226,4.92,NA,32,116,4.52,6.95,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Jamie Collins,University of Southern Mississippi,OLB,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Jamie_Collins_(American_football),http://live.dbpedia.org/data/Jamie_Collins_(American_football).json,http://live.dbpedia.org/resource/University_of_Southern_Mississippi,http://live.dbpedia.org/data/University_of_Southern_Mississippi.json,Conference USA,http://live.dbpedia.org/resource/Conference_USA,http://live.dbpedia.org/data/Conference_USA.json,Division I,2013,25084,2013,68.8,6.25,250,4.64,19,41.5,139,4.32,7.1,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Jamoris Slaughter,Notre Dame University,SS,Industrial Design,"Industrial, and Graphic Design",http://live.dbpedia.org/resource/Jamoris_Slaughter,http://live.dbpedia.org/data/Jamoris_Slaughter.json,http://live.dbpedia.org/resource/University_of_Notre_Dame,http://live.dbpedia.org/data/University_of_Notre_Dame.json,NCAA Division I FBS independent schools,http://live.dbpedia.org/resource/NCAA_Division_I_FBS_independent_schools,http://live.dbpedia.org/data/NCAA_Division_I_FBS_independent_schools.json,Division I,2013,25085,2013,59.7,6,195,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Jared Smith,University of New Hampshire,DT,Sport Studies,"Leisure, Sport, Recreation Studies and Management",,,http://live.dbpedia.org/resource/University_of_New_Hampshire,http://live.dbpedia.org/data/University_of_New_Hampshire.json,Colonial Athletic Association,http://live.dbpedia.org/resource/Colonial_Athletic_Association,http://live.dbpedia.org/data/Colonial_Athletic_Association.json,Division I-AA,2013,25086,2013,52.1,6.25,302,5.08,28,32.5,115,4.39,7.2,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Jarvis Jones,University of Georgia,OLB,Child and Family Development,"Child, Family and Community Studies/Development",http://live.dbpedia.org/resource/Jarvis_Jones,http://live.dbpedia.org/data/Jarvis_Jones.json,http://live.dbpedia.org/resource/University_of_Georgia,http://live.dbpedia.org/data/University_of_Georgia.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25087,2013,88.8,6.17,241,4.74,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Jason Weaver,University of Southern Mississippi,OT,Undisclosed,Undeclared/Undisclosed,,,http://live.dbpedia.org/resource/University_of_Southern_Mississippi,http://live.dbpedia.org/data/University_of_Southern_Mississippi.json,Conference USA,http://live.dbpedia.org/resource/Conference_USA,http://live.dbpedia.org/data/Conference_USA.json,Division I,2013,25088,2013,51,6.3333308,313,5.44,23,21,94,5.07,8.23,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
