"","Season","Lg","Team","W","L","W-L%","Finish","SRS","ORtg","DRtg","Playoffs","Coaches"
"1","2012-13","NBA","Orlando Magic","12","20",".375","3","-3.66","101.5","104.7","","J. Vaughn (12-20)"
"2","2011-12","NBA","Orlando Magic*","37","29",".561","3","0.46","105.0","104.1","Lost Eastern Conference First Round","S. Van Gundy (37-29)"
"3","2010-11","NBA","Orlando Magic*","52","30",".634","2","4.92","107.7","101.8","Lost Eastern Conference First Round","S. Van Gundy (52-30)"
"4","2009-10","NBA","Orlando Magic*","59","23",".720","1","7.12","111.4","103.3","Lost Eastern Conference Finals","S. Van Gundy (59-23)"
"5","2008-09","NBA","Orlando Magic*","59","23",".720","1","6.49","109.2","101.9","Lost Finals","S. Van Gundy (59-23)"
"6","2007-08","NBA","Orlando Magic*","52","30",".634","1","4.79","111.3","105.5","Lost Eastern Conference Semifinals","S. Van Gundy (52-30)"
"7","2006-07","NBA","Orlando Magic*","40","42",".488","3","0.34","104.9","104.1","Lost Eastern Conference First Round","B. Hill (40-42)"
"8","2005-06","NBA","Orlando Magic","36","46",".439","3","-1.26","106.3","107.5","","B. Hill (36-46)"
"9","2004-05","NBA","Orlando Magic","36","46",".439","3","-2.52","104.9","107.3","","J. Davis (31-33), C. Jent (5-13)"
"10","2003-04","NBA","Orlando Magic","21","61",".256","7","-7.25","102.7","110.4","","D. Rivers (1-10), J. Davis (20-51)"
"11","2002-03","NBA","Orlando Magic*","42","40",".512","4","-0.39","105.2","105.0","Lost Eastern Conference First Round","D. Rivers (42-40)"
"12","2001-02","NBA","Orlando Magic*","44","38",".537","3","1.25","107.0","105.3","Lost Eastern Conference First Round","D. Rivers (44-38)"
"13","2000-01","NBA","Orlando Magic*","43","39",".524","4","0.38","103.2","102.1","Lost Eastern Conference First Round","D. Rivers (43-39)"
"14","1999-00","NBA","Orlando Magic","41","41",".500","4","0.43","102.4","101.7","","D. Rivers (41-41)"
"15","1998-99","NBA","Orlando Magic*","33","17",".660","2","3.11","100.3","97.4","Lost Eastern Conference First Round","C. Daly (33-17)"
"16","1997-98","NBA","Orlando Magic","41","41",".500","5","-0.53","102.6","103.8","","C. Daly (41-41)"
"17","1996-97","NBA","Orlando Magic*","45","37",".549","3","-0.07","105.6","106.0","Lost Eastern Conference First Round","B. Hill (24-25), R. Adubato (21-12)"
"18","1995-96","NBA","Orlando Magic*","60","22",".732","1","5.40","112.9","106.9","Lost Eastern Conference Finals","B. Hill (60-22)"
"19","1994-95","NBA","Orlando Magic*","57","25",".695","1","6.44","115.1","107.8","Lost Finals","B. Hill (57-25)"
"20","1993-94","NBA","Orlando Magic*","50","32",".610","2","3.68","110.8","106.7","Lost Eastern Conference First Round","B. Hill (50-32)"
"21","1992-93","NBA","Orlando Magic","41","41",".500","4","1.35","108.5","107.1","","M. Guokas (41-41)"
"22","1991-92","NBA","Orlando Magic","21","61",".256","7","-6.52","103.5","110.5","","M. Guokas (21-61)"
"23","1990-91","NBA","Orlando Magic","31","51",".378","4","-3.80","105.9","109.9","","M. Guokas (31-51)"
"24","1989-90","NBA","Orlando Magic","18","64",".220","7","-8.73","105.8","114.3","","M. Guokas (18-64)"
