"","Season","Lg","Team","W","L","W-L%","Finish","SRS","ORtg","DRtg","Playoffs","Coaches"
"1","1975-76","ABA","San Diego Sails","3","8",".273","7","-5.33","98.5","103.1","","B. Musselman (3-8)"
"2","1974-75","ABA","San Diego Conquistadors","31","53",".369","5","-4.75","103.0","108.2","","A. Groza (15-23), B. Shipley (16-30)"
"3","1973-74","ABA","San Diego Conquistadors*","37","47",".440","4","-2.28","102.9","105.2","Lost Western Division Semifinals","W. Chamberlain (37-47)"
"4","1972-73","ABA","San Diego Conquistadors*","30","54",".357","4","-3.72","103.2","107.2","Lost Western Division Semifinals","K. Jones (30-54)"
