Season,League,Team,Arena,Capacity,"City, State/Province",Wikipedia_URL,Nickname,Address,Latitude-Longitude,Date Opened,Date Closed,Date Demolished,Year Renovated
1958-59,NBA,Syracuse Nationals,Onondaga War Memorial,"6,230","Syracuse, New York",http://en.wikipedia.org/wiki/War_Memorial_at_Oncenter,,"800 South State Street
Syracuse, NY, 13202
United States",43°2?41?N 76°8?54?W,9/12/51,,,
1957-58,NBA,Syracuse Nationals,Onondaga War Memorial,"6,230","Syracuse, New York",http://en.wikipedia.org/wiki/War_Memorial_at_Oncenter,,"800 South State Street
Syracuse, NY, 13202
United States",43°2?41?N 76°8?54?W,9/12/51,,,
1956-57,NBA,Syracuse Nationals,Onondaga War Memorial,"6,230","Syracuse, New York",http://en.wikipedia.org/wiki/War_Memorial_at_Oncenter,,"800 South State Street
Syracuse, NY, 13202
United States",43°2?41?N 76°8?54?W,9/12/51,,,
1955-56,NBA,Syracuse Nationals,Onondaga War Memorial,"6,230","Syracuse, New York",http://en.wikipedia.org/wiki/War_Memorial_at_Oncenter,,"800 South State Street
Syracuse, NY, 13202
United States",43°2?41?N 76°8?54?W,9/12/51,,,
1954-55,NBA,Syracuse Nationals,Onondaga War Memorial,"6,230","Syracuse, New York",http://en.wikipedia.org/wiki/War_Memorial_at_Oncenter,,"800 South State Street
Syracuse, NY, 13202
United States",43°2?41?N 76°8?54?W,9/12/51,,,
1953-54,NBA,Syracuse Nationals,Onondaga War Memorial,"6,230","Syracuse, New York",http://en.wikipedia.org/wiki/War_Memorial_at_Oncenter,,"800 South State Street
Syracuse, NY, 13202
United States",43°2?41?N 76°8?54?W,9/12/51,,,
1952-53,NBA,Syracuse Nationals,Onondaga War Memorial,"6,230","Syracuse, New York",http://en.wikipedia.org/wiki/War_Memorial_at_Oncenter,,"800 South State Street
Syracuse, NY, 13202
United States",43°2?41?N 76°8?54?W,9/12/51,,,
1951-52,NBA,Syracuse Nationals,Onondaga War Memorial,"6,230","Syracuse, New York",http://en.wikipedia.org/wiki/War_Memorial_at_Oncenter,,"800 South State Street
Syracuse, NY, 13202
United States",43°2?41?N 76°8?54?W,9/12/51,,,
1950-51,NBA,Syracuse Nationals,State Fair Coliseum,7500,"Syracuse, New York",http://en.wikipedia.org/wiki/State_Fair_Coliseum_(Syracuse),,"4338 Wetzel Road Liverpool, New York, USA",43°4?28?N 76°13?7?W,1/1/27,,,
1949-50,NBA,Syracuse Nationals,State Fair Coliseum,7500,"Syracuse, New York",http://en.wikipedia.org/wiki/State_Fair_Coliseum_(Syracuse),,"4338 Wetzel Road Liverpool, New York, USA",43°4?28?N 76°13?7?W,1/1/27,,,
2012-13,NBA,Phoenix Suns,US Airways Center,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
2011-12,NBA,Phoenix Suns,US Airways Center,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
2010-11,NBA,Phoenix Suns,US Airways Center,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
2009-10,NBA,Phoenix Suns,US Airways Center,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
2008-09,NBA,Phoenix Suns,US Airways Center,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
2007-08,NBA,Phoenix Suns,US Airways Center,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
2006-07,NBA,Phoenix Suns,US Airways Center,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
2005-06,NBA,Phoenix Suns,America West Arena,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
2004-05,NBA,Phoenix Suns,America West Arena,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
2003-04,NBA,Phoenix Suns,America West Arena,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
2002-03,NBA,Phoenix Suns,America West Arena,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
2001-02,NBA,Phoenix Suns,America West Arena,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
2000-01,NBA,Phoenix Suns,America West Arena,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
1999-00,NBA,Phoenix Suns,America West Arena,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
1998-99,NBA,Phoenix Suns,America West Arena,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
1997-98,NBA,Phoenix Suns,America West Arena,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
1996-97,NBA,Phoenix Suns,America West Arena,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
1995-96,NBA,Phoenix Suns,America West Arena,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
1994-95,NBA,Phoenix Suns,America West Arena,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
1993-94,NBA,Phoenix Suns,America West Arena,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
1992-93,NBA,Phoenix Suns,America West Arena,"18,422","Phoenix, Arizona",http://en.wikipedia.org/wiki/US_Airways_Center,,"201 East Jefferson
Phoenix, Arizona 85004",33°26?45?N 112°4?17?W,8/1/90,,,
1991-92,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1990-91,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1989-90,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1988-89,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1987-88,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1986-87,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1985-86,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1984-85,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1983-84,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1982-83,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1981-82,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1980-81,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1979-80,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1978-79,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1977-78,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1976-77,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1975-76,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1974-75,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1973-74,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1972-73,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1971-72,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1970-71,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1969-70,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
1968-69,NBA,Phoenix Suns,Arizona Veterans Memorial Coliseum,"14,870","Phoenix, Arizona",http://en.wikipedia.org/wiki/Arizona_Veterans_Memorial_Coliseum,Coliseum,"1826 West McDowell Road, Phoenix, Arizona 85007",33°28?10?N 112°5?48?W,11/3/65,,,
2012-13,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
2011-12,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
2010-11,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
2009-10,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
2008-09,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
2007-08,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
2006-07,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
2005-06,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
2004-05,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
2003-04,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
2002-03,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
2001-02,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
2000-01,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
1999-00,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
1998-99,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
1997-98,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
1996-97,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
1995-96,NBA,Portland Trail Blazers,Rose Garden,"19,980","Portland, Oregon",http://en.wikipedia.org/wiki/Rose_Garden_(arena),,"1 Center Court
Portland, Oregon 97227",45°31?54?N 122°40?0?W,10/12/95,,,
1994-95,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1993-94,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1992-93,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1991-92,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1990-91,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1989-90,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1988-89,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1987-88,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1986-87,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1985-86,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1984-85,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1983-84,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1982-83,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1981-82,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1980-81,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1979-80,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1978-79,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1977-78,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1976-77,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1975-76,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1974-75,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1973-74,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1972-73,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1971-72,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
1970-71,NBA,Portland Trail Blazers,Memorial Coliseum,"12,888","Portland, Oregon",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"300 North Winning Street 
Portland, OR 97227",45°31?56?N 122°40?10?W,11/3/60,,,
2012-13,NBA,Sacramento Kings,Power Balance Pavilion,"17,317","Sacramento, California",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"One Sports Parkway, Sacramento, California 95834",38°38?57?N 121°31?5?W,11/8/88,,,
2011-12,NBA,Sacramento Kings,Power Balance Pavilion,"17,317","Sacramento, California",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),,"One Sports Parkway, Sacramento, California 95834",38°38?57?N 121°31?5?W,11/8/88,,,
2010-11,NBA,Sacramento Kings,ARCO Arena (II),"17,317","Sacramento, California",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),Arco Arena,"One Sports Parkway, Sacramento, California 95834",38°38?57?N 121°31?5?W,11/8/88,,,
2009-10,NBA,Sacramento Kings,ARCO Arena (II),"17,317","Sacramento, California",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),Arco Arena,"One Sports Parkway, Sacramento, California 95834",38°38?57?N 121°31?5?W,11/8/88,,,
2008-09,NBA,Sacramento Kings,ARCO Arena (II),"17,317","Sacramento, California",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),Arco Arena,"One Sports Parkway, Sacramento, California 95834",38°38?57?N 121°31?5?W,11/8/88,,,
2007-08,NBA,Sacramento Kings,ARCO Arena (II),"17,317","Sacramento, California",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),Arco Arena,"One Sports Parkway, Sacramento, California 95834",38°38?57?N 121°31?5?W,11/8/88,,,
2006-07,NBA,Sacramento Kings,ARCO Arena (II),"17,317","Sacramento, California",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),Arco Arena,"One Sports Parkway, Sacramento, California 95834",38°38?57?N 121°31?5?W,11/8/88,,,
2005-06,NBA,Sacramento Kings,ARCO Arena (II),"17,317","Sacramento, California",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),Arco Arena,"One Sports Parkway, Sacramento, California 95834",38°38?57?N 121°31?5?W,11/8/88,,,
2004-05,NBA,Sacramento Kings,ARCO Arena (II),"17,317","Sacramento, California",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),Arco Arena,"One Sports Parkway, Sacramento, California 95834",38°38?57?N 121°31?5?W,11/8/88,,,
2003-04,NBA,Sacramento Kings,ARCO Arena (II),"17,317","Sacramento, California",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),Arco Arena,"One Sports Parkway, Sacramento, California 95834",38°38?57?N 121°31?5?W,11/8/88,,,
2002-03,NBA,Sacramento Kings,ARCO Arena (II),"17,317","Sacramento, California",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),Arco Arena,"One Sports Parkway, Sacramento, California 95834",38°38?57?N 121°31?5?W,11/8/88,,,
2001-02,NBA,Sacramento Kings,ARCO Arena (II),"17,317","Sacramento, California",http://en.wikipedia.org/wiki/Memorial_Coliseum_(Portland),Arco Arena,"One Sports Parkway, Sacramento, California 95834",38°38?57?N 121°31?5?W,11/8/88,,,
