Year,unitid,Institution_Name,Sport,Cohort_Data,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W
1999-2000,155399,Kansas State University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,155399,Kansas State University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,155399,Kansas State University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,3,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,155399,Kansas State University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,2,2,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,155399,Kansas State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,4,1,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,155399,Kansas State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,155399,Kansas State University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,13,0,8,8,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,155399,Kansas State University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,10,0,6,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,157289,University of Louisville,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),35,14,21,35,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,157289,University of Louisville,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,16,5,11,16,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,157289,University of Louisville,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,157289,University of Louisville,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,3,6,5,0,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,157289,University of Louisville,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,157289,University of Louisville,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),14,6,8,12,5,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,157289,University of Louisville,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,2,4,5,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,157289,University of Louisville,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),20,20,0,4,4,0,15,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,157289,University of Louisville,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),22,8,14,16,5,11,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,4,2,2
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,15,4,11,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,6,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,3,4,0,0,0,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,0,3,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,7,7,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,159391,Louisiana State University and Agricultural & Mechanical College,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,7,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,170976,University of Michigan-Ann Arbor,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),44,13,31,28,6,22,1,1,0,1,0,1,4,0,4,0,0,0,2,1,1,8,5,3
1999-2000,170976,University of Michigan-Ann Arbor,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,38,11,27,24,5,19,1,1,0,1,0,1,4,0,4,0,0,0,2,1,1,6,4,2
1999-2000,170976,University of Michigan-Ann Arbor,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,170976,University of Michigan-Ann Arbor,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,170976,University of Michigan-Ann Arbor,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,5,7,2,1,1,9,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,170976,University of Michigan-Ann Arbor,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,1,4,1,0,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,170976,University of Michigan-Ann Arbor,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,4,8,5,2,3,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3
1999-2000,170976,University of Michigan-Ann Arbor,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,4,6,5,2,3,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
1999-2000,170976,University of Michigan-Ann Arbor,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),22,22,0,9,9,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,170976,University of Michigan-Ann Arbor,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,12,12,0,4,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,181464,University of Nebraska-Lincoln,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),48,27,21,37,21,16,1,1,0,2,2,0,1,0,1,1,0,1,0,0,0,6,3,3
1999-2000,181464,University of Nebraska-Lincoln,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,25,12,13,22,10,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1
1999-2000,181464,University of Nebraska-Lincoln,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,5,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,181464,University of Nebraska-Lincoln,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,181464,University of Nebraska-Lincoln,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,4,2,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,181464,University of Nebraska-Lincoln,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,181464,University of Nebraska-Lincoln,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),11,3,8,8,2,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,181464,University of Nebraska-Lincoln,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,0,4,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,181464,University of Nebraska-Lincoln,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),16,16,0,7,7,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,181464,University of Nebraska-Lincoln,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,8,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),48,21,27,43,18,25,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2
1999-2000,186380,Rutgers University-New Brunswick,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,39,16,23,36,14,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1
1999-2000,186380,Rutgers University-New Brunswick,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,3,4,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),11,2,9,8,2,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,2,6,7,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),19,19,0,8,8,0,9,9,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,7,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1999-2000,186380,Rutgers University-New Brunswick,Football,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,198419,Duke University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),26,11,15,25,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1999-2000,198419,Duke University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,26,11,15,25,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1999-2000,198419,Duke University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,198419,Duke University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,198419,Duke University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,4,1,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,198419,Duke University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,198419,Duke University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),17,17,0,10,10,0,5,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1999-2000,198419,Duke University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,13,13,0,8,8,0,3,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1999-2000,199120,University of North Carolina at Chapel Hill,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),48,24,24,44,22,22,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1999-2000,199120,University of North Carolina at Chapel Hill,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,36,17,19,34,16,18,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,199120,University of North Carolina at Chapel Hill,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,199120,University of North Carolina at Chapel Hill,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,199120,University of North Carolina at Chapel Hill,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,199120,University of North Carolina at Chapel Hill,Baseball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,199120,University of North Carolina at Chapel Hill,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,2,4,1,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,199120,University of North Carolina at Chapel Hill,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,1,3,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,199120,University of North Carolina at Chapel Hill,Basketball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,199120,University of North Carolina at Chapel Hill,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),15,7,8,8,5,3,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,199120,University of North Carolina at Chapel Hill,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,12,5,7,6,3,3,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,199120,University of North Carolina at Chapel Hill,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,199120,University of North Carolina at Chapel Hill,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),20,20,0,5,5,0,14,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1999-2000,199120,University of North Carolina at Chapel Hill,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,11,11,0,1,1,0,9,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1999-2000,204796,Ohio State University-Main Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),62,31,31,42,22,20,2,1,1,1,0,1,3,1,2,0,0,0,0,0,0,14,7,7
1999-2000,204796,Ohio State University-Main Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,40,16,24,28,11,17,0,0,0,1,0,1,3,1,2,0,0,0,0,0,0,8,4,4
1999-2000,204796,Ohio State University-Main Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,204796,Ohio State University-Main Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,204796,Ohio State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,2,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,204796,Ohio State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,5,4,2,2,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,204796,Ohio State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,4,4,1,1,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,204796,Ohio State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,5,5,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,204796,Ohio State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,9,9,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,207388,Oklahoma State University-Main Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,8,5,8,5,3,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,2,1,1
1999-2000,207388,Oklahoma State University-Main Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,3,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
1999-2000,207388,Oklahoma State University-Main Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,6,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
1999-2000,207388,Oklahoma State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,2,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,207388,Oklahoma State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,207388,Oklahoma State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,1,4,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1999-2000,207388,Oklahoma State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,207388,Oklahoma State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,6,6,0,9,9,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0
1999-2000,207388,Oklahoma State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,207500,University of Oklahoma Norman Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),35,17,18,25,11,14,4,2,2,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0
1999-2000,207500,University of Oklahoma Norman Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,21,11,10,16,8,8,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,207500,University of Oklahoma Norman Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,4,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,207500,University of Oklahoma Norman Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,207500,University of Oklahoma Norman Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,3,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,207500,University of Oklahoma Norman Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,3,6,2,1,1,3,1,2,0,0,0,0,0,0,1,1,0,0,0,0,3,0,3
1999-2000,207500,University of Oklahoma Norman Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,1,4,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1999-2000,207500,University of Oklahoma Norman Campus,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),19,19,0,7,7,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,207500,University of Oklahoma Norman Campus,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,9,9,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,209542,Oregon State University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),34,13,21,31,11,20,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0
1999-2000,209542,Oregon State University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,16,5,11,16,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,209542,Oregon State University,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,6,1,5,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1999-2000,209542,Oregon State University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,209542,Oregon State University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,209542,Oregon State University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,2,3,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1999-2000,209542,Oregon State University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,209542,Oregon State University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),17,17,0,2,2,0,12,12,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
1999-2000,209542,Oregon State University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,209542,Oregon State University,Football,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,209551,University of Oregon,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),25,8,17,22,8,14,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
1999-2000,209551,University of Oregon,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,15,3,12,14,3,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1999-2000,209551,University of Oregon,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,2,4,3,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1999-2000,209551,University of Oregon,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1999-2000,209551,University of Oregon,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,5,8,12,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-2000,209551,University of Oregon,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
