Player,Team,Agency,Primary_Agent,Secondary_Agent,2011_2012_Salary,Id.Date,Draftexpress_Player_Bio_URL,Draftexpress_Comprehensive_Player_Stats_UR,Draftexpress_Agent_URL,Draftexpress_Team_URL
Brendan Haywood,Mavericks,ASM Sports,Andy Miller,,"$7,624,500.00",6/30/2012,http://draftexpress.com/profile/Brendan-Haywood-2775/,http://draftexpress.com/profile/Brendan-Haywood-2775/stats,http://draftexpress.com/agents/agency/ASM-Sports-1/,http://draftexpress.com/clubhouse/Mavericks-16/
Jameer Nelson,Magic,Cornerstone Management,Steve Mountain,,"$7,600,000.00",6/30/2012,http://draftexpress.com/profile/Jameer-Nelson-3736/,http://draftexpress.com/profile/Jameer-Nelson-3736/stats,http://draftexpress.com/agents/agency/Cornerstone-Management-34/,http://draftexpress.com/clubhouse/Magic-14/
Leandro Barbosa,Pacers,Lagardere Unlimited,Dan Fegan,,"$7,600,000.00",6/30/2012,http://draftexpress.com/profile/Leandro-Barbosa-1582/,http://draftexpress.com/profile/Leandro-Barbosa-1582/stats,http://draftexpress.com/agents/agency/Lagardere-Unlimited-90/,http://draftexpress.com/clubhouse/Pacers-9/
Arron Afflalo,Nuggets,Excel Sports Management,Sam Goldfeder,,"$7,562,500.00",6/30/2012,http://draftexpress.com/profile/Arron-Afflalo-411/,http://draftexpress.com/profile/Arron-Afflalo-411/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Nuggets-21/
Raymond Felton,Trailblazers,Dutt Sports Services,Tony Dutt,,"$7,560,000.00",6/30/2012,http://draftexpress.com/profile/Raymond-Felton-5/,http://draftexpress.com/profile/Raymond-Felton-5/stats,http://draftexpress.com/agents/agency/Dutt-Sports-Services-37/,http://draftexpress.com/clubhouse/Trailblazers-23/
Charlie Villanueva,Pistons,Excel Sports Management,Jeff Schwartz,,"$7,540,000.00",6/30/2012,http://draftexpress.com/profile/Charlie-Villanueva-60/,http://draftexpress.com/profile/Charlie-Villanueva-60/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Pistons-8/
Marvin Williams,Hawks,Williams & Connolly,Jim Tanner,,"$7,500,000.00",6/30/2012,http://draftexpress.com/profile/Marvin-Williams-59/,http://draftexpress.com/profile/Marvin-Williams-59/stats,http://draftexpress.com/agents/agency/Williams-&-Connolly-15/,http://draftexpress.com/clubhouse/Hawks-11/
Thaddeus Young,76ers,Williams & Connolly,Jim Tanner,,"$7,478,261.00",6/30/2012,http://draftexpress.com/profile/Thaddeus-Young-450/,http://draftexpress.com/profile/Thaddeus-Young-450/stats,http://draftexpress.com/agents/agency/Williams-&-Connolly-15/,http://draftexpress.com/clubhouse/76-ers-4/
Tyrus Thomas,Bobcats,Impact Sports Basketball,Brian Elfus,,"$7,305,785.00",6/30/2012,http://draftexpress.com/profile/Tyrus-Thomas-511/,http://draftexpress.com/profile/Tyrus-Thomas-511/stats,http://draftexpress.com/agents/agency/Impact-Sports-Basketball-92/,http://draftexpress.com/clubhouse/Bobcats-12/
Marcus Thornton,Kings,Dutt Sports Services,Tony Dutt,,"$7,000,000.00",6/30/2012,http://draftexpress.com/profile/Marcus-Thornton-5311/,http://draftexpress.com/profile/Marcus-Thornton-5311/stats,http://draftexpress.com/agents/agency/Dutt-Sports-Services-37/,http://draftexpress.com/clubhouse/Kings-30/
Samuel Dalembert,Rockets,Pinnacle Management,Marc Cornstein,,"$7,000,000.00",6/30/2012,http://draftexpress.com/profile/Samuel-Dalembert-2126/,http://draftexpress.com/profile/Samuel-Dalembert-2126/stats,http://draftexpress.com/agents/agency/Pinnacle-Management-31/,http://draftexpress.com/clubhouse/Rockets-17/
Travis Outlaw,Kings,BDA Sports,Bill Duffy,,"$7,000,000.00",6/30/2012,http://draftexpress.com/profile/Travis-Outlaw-3837/,http://draftexpress.com/profile/Travis-Outlaw-3837/stats,http://draftexpress.com/agents/agency/BDA-Sports-2/,http://draftexpress.com/clubhouse/Kings-30/
Vince Carter,Mavericks,No Affiliated Agency,Kurt Schoeppler,,"$7,000,000.00",6/30/2012,http://draftexpress.com/profile/Vince-Carter-1951/,http://draftexpress.com/profile/Vince-Carter-1951/stats,http://draftexpress.com/agents/agency/NO-AFFILIATED-AGENCY-0/,http://draftexpress.com/clubhouse/Mavericks-16/
Derrick Rose,Bulls,Wasserman Media Group,Arn Tellem,B.J. Armstrong,"$6,983,708.00",6/30/2012,http://draftexpress.com/profile/Derrick-Rose-1068/,http://draftexpress.com/profile/Derrick-Rose-1068/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Bulls-6/
Beno Udrih,Bucks,Pinnacle Management,Marc Cornstein,,"$6,925,400.00",6/30/2012,http://draftexpress.com/profile/Beno-Udrih-4676/,http://draftexpress.com/profile/Beno-Udrih-4676/stats,http://draftexpress.com/agents/agency/Pinnacle-Management-31/,http://draftexpress.com/clubhouse/Bucks-10/
Desagana Diop,Bobcats,Creative Artists Agency,Leon Rose,,"$6,925,400.00",6/30/2012,http://draftexpress.com/profile/Desagana-Diop-2241/,http://draftexpress.com/profile/Desagana-Diop-2241/stats,http://draftexpress.com/agents/agency/Creative-Artists-Agency-3/,http://draftexpress.com/clubhouse/Bobcats-12/
Marcin Gortat,Suns,Zucker International,Guy Zucker,,"$6,790,640.00",6/30/2012,http://draftexpress.com/profile/Marcin-Gortat-120/,http://draftexpress.com/profile/Marcin-Gortat-120/stats,http://draftexpress.com/agents/agency/Zucker-International-30/,http://draftexpress.com/clubhouse/Suns-29/
Ron Artest,Lakers,DB Hoops,David Bauman,,"$6,790,640.00",6/30/2012,http://draftexpress.com/profile/Ron-Artest-1540/,http://draftexpress.com/profile/Ron-Artest-1540/stats,http://draftexpress.com/agents/agency/DB-Hoops-80/,http://draftexpress.com/clubhouse/Lakers-28/
Trevor Ariza,Hornets,David Lee Services,David Lee,,"$6,790,640.00",6/30/2012,http://draftexpress.com/profile/Trevor-Ariza-1527/,http://draftexpress.com/profile/Trevor-Ariza-1527/stats,http://draftexpress.com/agents/agency/David-Lee-Services-38/,http://draftexpress.com/clubhouse/Hornets-19/
J.J. Redick,Magic,Wasserman Media Group,Arn Tellem,Greg Lawrence,"$6,750,000.00",6/30/2012,http://draftexpress.com/profile/J.J.-Redick-16/,http://draftexpress.com/profile/J.J.-Redick-16/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Magic-14/
Kwame Brown,Bucks,Priority Sports,Mark Bartelstein,Reggie Brown,"$6,750,000.00",6/30/2012,http://draftexpress.com/profile/Kwame-Brown-1827/,http://draftexpress.com/profile/Kwame-Brown-1827/stats,http://draftexpress.com/agents/agency/Priority-Sports-11/,http://draftexpress.com/clubhouse/Bucks-10/
Andres Nocioni,76ers,AAI Sports,George Bass,,"$6,650,000.00",6/30/2012,http://draftexpress.com/profile/Andres-Nocioni-3763/,http://draftexpress.com/profile/Andres-Nocioni-3763/stats,http://draftexpress.com/agents/agency/AAI-Sports-40/,http://draftexpress.com/clubhouse/76-ers-4/
Mickael Pietrus,Celtics,Court Side,Bill McCandless,,"$6,523,166.00",6/30/2012,http://draftexpress.com/profile/Mickael-Pietrus-3953/,http://draftexpress.com/profile/Mickael-Pietrus-3953/stats,http://draftexpress.com/agents/agency/Court-Side-76/,http://draftexpress.com/clubhouse/Celtics-1/
Grant Hill,Suns,Williams & Connolly,Jim Tanner,,"$6,500,000.00",6/30/2012,http://draftexpress.com/profile/Grant-Hill-2830/,http://draftexpress.com/profile/Grant-Hill-2830/stats,http://draftexpress.com/agents/agency/Williams-&-Connolly-15/,http://draftexpress.com/clubhouse/Suns-29/
Glen Davis,Magic,Performance Sports Management,John Hamilton,,"$6,300,000.00",6/30/2012,http://draftexpress.com/profile/Glen-Davis-420/,http://draftexpress.com/profile/Glen-Davis-420/stats,http://draftexpress.com/agents/agency/Performance-Sports-Management-117/,http://draftexpress.com/clubhouse/Magic-14/
Tayshaun Prince,Pistons,BDA Sports,Bill Duffy,,"$6,292,135.00",6/30/2012,http://draftexpress.com/profile/Tayshaun-Prince-3997/,http://draftexpress.com/profile/Tayshaun-Prince-3997/stats,http://draftexpress.com/agents/agency/BDA-Sports-2/,http://draftexpress.com/clubhouse/Pistons-8/
Michael Beasley,Timberwolves,Excel Sports Management,Jeff Schwartz,,"$6,262,347.00",6/30/2012,http://draftexpress.com/profile/Michael-Beasley-605/,http://draftexpress.com/profile/Michael-Beasley-605/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Timberwolves-22/
Al Harrington,Nuggets,Lagardere Unlimited,Dan Fegan,Byron Irvin,"$6,226,200.00",6/30/2012,http://draftexpress.com/profile/Al-Harrington-2734/,http://draftexpress.com/profile/Al-Harrington-2734/stats,http://draftexpress.com/agents/agency/Lagardere-Unlimited-90/,http://draftexpress.com/clubhouse/Nuggets-21/
Drew Gooden,Bucks,Lagardere Unlimited,Dan Fegan,,"$6,226,200.00",6/30/2012,http://draftexpress.com/profile/Drew-Gooden-2579/,http://draftexpress.com/profile/Drew-Gooden-2579/stats,http://draftexpress.com/agents/agency/Lagardere-Unlimited-90/,http://draftexpress.com/clubhouse/Bucks-10/
Jermaine O'neal,Celtics,Wasserman Media Group,Arn Tellem,,"$6,226,200.00",6/30/2012,http://draftexpress.com/profile/Jermaine-O-neal-3795/,http://draftexpress.com/profile/Jermaine-O-neal-3795/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Celtics-1/
Wesley Matthews,Trailblazers,Octagon,Lance Young,,"$6,135,160.00",6/30/2012,http://draftexpress.com/profile/Wesley-Matthews-5501/,http://draftexpress.com/profile/Wesley-Matthews-5501/stats,http://draftexpress.com/agents/agency/Octagon-10/,http://draftexpress.com/clubhouse/Trailblazers-23/
Mike Conley Jr,Grizzlies,BDA Sports,Mike Conley Sr,,"$6,115,710.00",6/30/2012,http://draftexpress.com/profile/Mike-Conley-Jr-1176/,http://draftexpress.com/profile/Mike-Conley-Jr-1176/stats,http://draftexpress.com/agents/agency/BDA-Sports-2/,http://draftexpress.com/clubhouse/Grizzlies-18/
Josh Childress,Suns,Octagon,Chris Emens,,"$6,000,000.00",6/30/2012,http://draftexpress.com/profile/Josh-Childress-1988/,http://draftexpress.com/profile/Josh-Childress-1988/stats,http://draftexpress.com/agents/agency/Octagon-10/,http://draftexpress.com/clubhouse/Suns-29/
Francisco Garcia,Kings,Goodwin Sports Management,Aaron Goodwin,,"$5,800,000.00",6/30/2012,http://draftexpress.com/profile/Francisco-Garcia-123/,http://draftexpress.com/profile/Francisco-Garcia-123/stats,http://draftexpress.com/agents/agency/Goodwin-Sports-Management-7/,http://draftexpress.com/clubhouse/Kings-30/
Kyle Lowry,Rockets,ASM Sports,Andy Miller,,"$5,750,000.00",6/30/2012,http://draftexpress.com/profile/Kyle-Lowry-608/,http://draftexpress.com/profile/Kyle-Lowry-608/stats,http://draftexpress.com/agents/agency/ASM-Sports-1/,http://draftexpress.com/clubhouse/Rockets-17/
Blake Griffin,Clippers,Excel Sports Management,Sam Goldfeder,Jeff Schwartz,"$5,731,080.00",6/30/2012,http://draftexpress.com/profile/Blake-Griffin-1268/,http://draftexpress.com/profile/Blake-Griffin-1268/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Clippers-27/
Luke Walton,Cavaliers,Williams & Connolly,Jim Tanner,,"$5,680,000.00",6/30/2012,http://draftexpress.com/profile/Luke-Walton-4760/,http://draftexpress.com/profile/Luke-Walton-4760/stats,http://draftexpress.com/agents/agency/Williams-&-Connolly-15/,http://draftexpress.com/clubhouse/Cavaliers-7/
O.J. Mayo,Grizzlies,Landmark Sports Agency,Rob Pelinka,,"$5,632,637.00",6/30/2012,http://draftexpress.com/profile/O.J.-Mayo-238/,http://draftexpress.com/profile/O.J.-Mayo-238/stats,http://draftexpress.com/agents/agency/Landmark-Sports-Agency-71/,http://draftexpress.com/clubhouse/Grizzlies-18/
Channing Frye,Suns,Landmark Sports Agency,Rob Pelinka,,"$5,600,000.00",6/30/2012,http://draftexpress.com/profile/Channing-Frye-85/,http://draftexpress.com/profile/Channing-Frye-85/stats,http://draftexpress.com/agents/agency/Landmark-Sports-Agency-71/,http://draftexpress.com/clubhouse/Suns-29/
John Wall,Wizards,Lagardere Unlimited,Dan Fegan,,"$5,530,080.00",6/30/2012,http://draftexpress.com/profile/John-Wall-1339/,http://draftexpress.com/profile/John-Wall-1339/stats,http://draftexpress.com/agents/agency/Lagardere-Unlimited-90/,http://draftexpress.com/clubhouse/Wizards-15/
Amir Johnson,Raptors,BDA Sports,Bill Duffy,Kevin Bradbury,"$5,500,000.00",6/30/2012,http://draftexpress.com/profile/Amir-Johnson-293/,http://draftexpress.com/profile/Amir-Johnson-293/stats,http://draftexpress.com/agents/agency/BDA-Sports-2/,http://draftexpress.com/clubhouse/Raptors-5/
Nate Robinson,Warriors,Goodwin Sports Management,Aaron Goodwin,,"$5,483,258.00",6/30/2012,http://draftexpress.com/profile/Nate-Robinson-67/,http://draftexpress.com/profile/Nate-Robinson-67/stats,http://draftexpress.com/agents/agency/Goodwin-Sports-Management-7/,http://draftexpress.com/clubhouse/Warriors-26/
Mike Miller,Heat,Wasserman Media Group,Arn Tellem,,"$5,400,000.00",6/30/2012,http://draftexpress.com/profile/Mike-Miller-3607/,http://draftexpress.com/profile/Mike-Miller-3607/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Heat-13/
Jason Richardson,Magic,Lagardere Unlimited,Dan Fegan,,"$5,395,000.00",6/30/2012,http://draftexpress.com/profile/Jason-Richardson-4081/,http://draftexpress.com/profile/Jason-Richardson-4081/stats,http://draftexpress.com/agents/agency/Lagardere-Unlimited-90/,http://draftexpress.com/clubhouse/Magic-14/
Martell Webster,Timberwolves,Wasserman Media Group,Arn Tellem,Greg Lawrence,"$5,256,000.00",6/30/2012,http://draftexpress.com/profile/Martell-Webster-279/,http://draftexpress.com/profile/Martell-Webster-279/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Timberwolves-22/
Chuck Hayes,Kings,BDA Sports,Calvin Andrews,,"$5,250,000.00",6/30/2012,http://draftexpress.com/profile/Chuck-Hayes-110/,http://draftexpress.com/profile/Chuck-Hayes-110/stats,http://draftexpress.com/agents/agency/BDA-Sports-2/,http://draftexpress.com/clubhouse/Kings-30/
Louis Williams,76ers,No Affiliated Agency,Merle Scott,,"$5,176,000.00",6/30/2012,http://draftexpress.com/profile/Louis-Williams-231/,http://draftexpress.com/profile/Louis-Williams-231/stats,http://draftexpress.com/agents/agency/NO-AFFILIATED-AGENCY-0/,http://draftexpress.com/clubhouse/76-ers-4/
Kyrie Irving,Cavaliers,24/7 Sports Management,Jeffrey Wechsler,,"$5,144,280.00",6/30/2012,http://draftexpress.com/profile/Kyrie-Irving-5735/,http://draftexpress.com/profile/Kyrie-Irving-5735/stats,http://draftexpress.com/agents/agency/24-7-Sports-Management-68/,http://draftexpress.com/clubhouse/Cavaliers-7/
Hasheem Thabeet,Trailblazers,BDA Sports,Ugo Udezue,Bill Duffy,"$5,127,720.00",6/30/2012,http://draftexpress.com/profile/Hasheem-Thabeet-1061/,http://draftexpress.com/profile/Hasheem-Thabeet-1061/stats,http://draftexpress.com/agents/agency/BDA-Sports-2/,http://draftexpress.com/clubhouse/Trailblazers-23/
Russell Westbrook,Thunder,Wasserman Media Group,Arn Tellem,Greg Lawrence,"$5,082,416.00",6/30/2012,http://draftexpress.com/profile/Russell-Westbrook-5062/,http://draftexpress.com/profile/Russell-Westbrook-5062/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Thunder-24/
Jamal Crawford,Trailblazers,ASM Sports,Andy Miller,,"$5,000,000.00",6/30/2012,http://draftexpress.com/profile/Jamal-Crawford-2085/,http://draftexpress.com/profile/Jamal-Crawford-2085/stats,http://draftexpress.com/agents/agency/ASM-Sports-1/,http://draftexpress.com/clubhouse/Trailblazers-23/
Jarrett Jack,Hornets,Excel Sports Management,Jeff Schwartz,Sam Goldfeder,"$5,000,000.00",6/30/2012,http://draftexpress.com/profile/Jarrett-Jack-9/,http://draftexpress.com/profile/Jarrett-Jack-9/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Hornets-19/
Jason Maxiell,Pistons,ASM Sports,Andy Miller,,"$5,000,000.00",6/30/2012,http://draftexpress.com/profile/Jason-Maxiell-419/,http://draftexpress.com/profile/Jason-Maxiell-419/stats,http://draftexpress.com/agents/agency/ASM-Sports-1/,http://draftexpress.com/clubhouse/Pistons-8/
Kyle Korver,Bulls,Excel Sports Management,Jeff Schwartz,,"$5,000,000.00",6/30/2012,http://draftexpress.com/profile/Kyle-Korver-3204/,http://draftexpress.com/profile/Kyle-Korver-3204/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Bulls-6/
Luc Richard Mbah A Moute,Bucks,Excel Sports Management,Sam Goldfeder,,"$5,000,000.00",6/30/2012,http://draftexpress.com/profile/Luc-Richard-Mbah-A-Moute-1016/,http://draftexpress.com/profile/Luc-Richard-Mbah-A-Moute-1016/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Bucks-10/
Richard Hamilton,Bulls,Creative Artists Agency,Leon Rose,,"$5,000,000.00",6/30/2012,http://draftexpress.com/profile/Richard-Hamilton-2695/,http://draftexpress.com/profile/Richard-Hamilton-2695/stats,http://draftexpress.com/agents/agency/Creative-Artists-Agency-3/,http://draftexpress.com/clubhouse/Bulls-6/
Ryan Gomes,Clippers,Wasserman Media Group,Arn Tellem,,"$5,000,000.00",6/30/2012,http://draftexpress.com/profile/Ryan-Gomes-43/,http://draftexpress.com/profile/Ryan-Gomes-43/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Clippers-27/
Evan Turner,76ers,FAME,David Falk,,"$4,947,840.00",6/30/2012,http://draftexpress.com/profile/Evan-Turner-1115/,http://draftexpress.com/profile/Evan-Turner-1115/stats,http://draftexpress.com/agents/agency/FAME-44/,http://draftexpress.com/clubhouse/76-ers-4/
Darko Milicic,Timberwolves,Pinnacle Management,Marc Cornstein,,"$4,776,500.00",6/30/2012,http://draftexpress.com/profile/Darko-Milicic-3595/,http://draftexpress.com/profile/Darko-Milicic-3595/stats,http://draftexpress.com/agents/agency/Pinnacle-Management-31/,http://draftexpress.com/clubhouse/Timberwolves-22/
Brad Miller,Timberwolves,Priority Sports,Mark Bartelstein,Brad Ames,"$4,752,000.00",6/30/2012,http://draftexpress.com/profile/Brad-Miller-3601/,http://draftexpress.com/profile/Brad-Miller-3601/stats,http://draftexpress.com/agents/agency/Priority-Sports-11/,http://draftexpress.com/clubhouse/Timberwolves-22/
Ronny Turiaf,Heat,Priority Sports,Mark Bartelstein,,"$4,750,000.00",6/30/2012,http://draftexpress.com/profile/Ronny-Turiaf-61/,http://draftexpress.com/profile/Ronny-Turiaf-61/stats,http://draftexpress.com/agents/agency/Priority-Sports-11/,http://draftexpress.com/clubhouse/Heat-13/
Zaza Pachulia,Hawks,Williams & Connolly,Jim Tanner,,"$4,750,000.00",6/30/2012,http://draftexpress.com/profile/Zaza-Pachulia-3850/,http://draftexpress.com/profile/Zaza-Pachulia-3850/stats,http://draftexpress.com/agents/agency/Williams-&-Connolly-15/,http://draftexpress.com/clubhouse/Hawks-11/
Ronnie Brewer,Bulls,Creative Artists Agency,Henry Thomas,,"$4,710,000.00",6/30/2012,http://draftexpress.com/profile/Ronnie-Brewer-64/,http://draftexpress.com/profile/Ronnie-Brewer-64/stats,http://draftexpress.com/agents/agency/Creative-Artists-Agency-3/,http://draftexpress.com/clubhouse/Bulls-6/
Kevin Love,Timberwolves,Excel Sports Management,Jeff Schwartz,,"$4,609,701.00",6/30/2012,http://draftexpress.com/profile/Kevin-Love-1062/,http://draftexpress.com/profile/Kevin-Love-1062/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Timberwolves-22/
James Harden,Thunder,Landmark Sports Agency,Rob Pelinka,,"$4,604,760.00",6/30/2012,http://draftexpress.com/profile/James-Harden-1241/,http://draftexpress.com/profile/James-Harden-1241/stats,http://draftexpress.com/agents/agency/Landmark-Sports-Agency-71/,http://draftexpress.com/clubhouse/Thunder-24/
Derrick Williams,Timberwolves,Landmark Sports Agency,Rob Pelinka,,"$4,602,720.00",6/30/2012,http://draftexpress.com/profile/Derrick-Williams-5811/,http://draftexpress.com/profile/Derrick-Williams-5811/stats,http://draftexpress.com/agents/agency/Landmark-Sports-Agency-71/,http://draftexpress.com/clubhouse/Timberwolves-22/
Nikola Pekovic,Timberwolves,Excel Sports Management,Sean Kennedy,Misko Raznatovic,"$4,595,000.00",6/30/2012,http://draftexpress.com/profile/Nikola-Pekovic-1047/,http://draftexpress.com/profile/Nikola-Pekovic-1047/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Timberwolves-22/
Jonas Jerebko,Pistons,The Neustadt Group,Doug Neustadt,,"$4,500,000.00",6/30/2012,http://draftexpress.com/profile/Jonas-Jerebko-1403/,http://draftexpress.com/profile/Jonas-Jerebko-1403/stats,http://draftexpress.com/agents/agency/The-Neustadt-Group-26/,http://draftexpress.com/clubhouse/Pistons-8/
Derrick Favors,Jazz,WP Sports,Wallace Prather,,"$4,443,360.00",6/30/2012,http://draftexpress.com/profile/Derrick-Favors-1335/,http://draftexpress.com/profile/Derrick-Favors-1335/stats,http://draftexpress.com/agents/agency/WP-Sports-65/,http://draftexpress.com/clubhouse/Jazz-25/
Daniel Gibson,Cavaliers,ASM Sports,Andy Miller,,"$4,403,834.00",6/30/2012,http://draftexpress.com/profile/Daniel-Gibson-57/,http://draftexpress.com/profile/Daniel-Gibson-57/stats,http://draftexpress.com/agents/agency/ASM-Sports-1/,http://draftexpress.com/clubhouse/Cavaliers-7/
Jose Juan Barea,Timberwolves,ASM Sports,Justin Zanik,,"$4,300,000.00",6/30/2012,http://draftexpress.com/profile/Jose-Juan-Barea-171/,http://draftexpress.com/profile/Jose-Juan-Barea-171/stats,http://draftexpress.com/agents/agency/ASM-Sports-1/,http://draftexpress.com/clubhouse/Timberwolves-22/
Ramon Sessions,Lakers,Allegiant Athletic Agency,Jared Karnes,,"$4,257,973.00",6/30/2012,http://draftexpress.com/profile/Ramon-Sessions-466/,http://draftexpress.com/profile/Ramon-Sessions-466/stats,http://draftexpress.com/agents/agency/Allegiant-Athletic-Agency-128/,http://draftexpress.com/clubhouse/Lakers-28/
Hakim Warrick,Suns,BDA Sports,Bill Duffy,,"$4,250,000.00",6/30/2012,http://draftexpress.com/profile/Hakim-Warrick-42/,http://draftexpress.com/profile/Hakim-Warrick-42/stats,http://draftexpress.com/agents/agency/BDA-Sports-2/,http://draftexpress.com/clubhouse/Suns-29/
Jared Dudley,Suns,Priority Sports,Mark Bartelstein,,"$4,250,000.00",6/30/2012,http://draftexpress.com/profile/Jared-Dudley-181/,http://draftexpress.com/profile/Jared-Dudley-181/stats,http://draftexpress.com/agents/agency/Priority-Sports-11/,http://draftexpress.com/clubhouse/Suns-29/
Randy Foye,Clippers,Creative Artists Agency,Steven Heumann,,"$4,250,000.00",6/30/2012,http://draftexpress.com/profile/Randy-Foye-454/,http://draftexpress.com/profile/Randy-Foye-454/stats,http://draftexpress.com/agents/agency/Creative-Artists-Agency-3/,http://draftexpress.com/clubhouse/Clippers-27/
Chris Andersen,Nuggets,Creative Artists Agency,Steven Heumann,,"$4,234,000.00",6/30/2012,http://draftexpress.com/profile/Chris-Andersen-1496/,http://draftexpress.com/profile/Chris-Andersen-1496/stats,http://draftexpress.com/agents/agency/Creative-Artists-Agency-3/,http://draftexpress.com/clubhouse/Nuggets-21/
Danilo Gallinari,Nuggets,Wasserman Media Group,Arn Tellem,,"$4,190,182.00",6/30/2012,http://draftexpress.com/profile/Danilo-Gallinari-535/,http://draftexpress.com/profile/Danilo-Gallinari-535/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Nuggets-21/
Tyreke Evans,Kings,Wasserman Media Group,Arn Tellem,,"$4,151,640.00",6/30/2012,http://draftexpress.com/profile/Tyreke-Evans-1110/,http://draftexpress.com/profile/Tyreke-Evans-1110/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Kings-30/
Enes Kanter,Jazz,No Affiliated Agency,Max Ergul,,"$4,133,280.00",6/30/2012,http://draftexpress.com/profile/Enes-Kanter-5168/,http://draftexpress.com/profile/Enes-Kanter-5168/stats,http://draftexpress.com/agents/agency/NO-AFFILIATED-AGENCY-0/,http://draftexpress.com/clubhouse/Jazz-25/
Spencer Hawes,76ers,Wasserman Media Group,Greg Lawrence,,"$4,051,024.00",6/30/2012,http://draftexpress.com/profile/Spencer-Hawes-483/,http://draftexpress.com/profile/Spencer-Hawes-483/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/76-ers-4/
Wesley Johnson,Timberwolves,Landmark Sports Agency,Rob Pelinka,,"$4,006,080.00",6/30/2012,http://draftexpress.com/profile/Wesley-Johnson-1215/,http://draftexpress.com/profile/Wesley-Johnson-1215/stats,http://draftexpress.com/agents/agency/Landmark-Sports-Agency-71/,http://draftexpress.com/clubhouse/Timberwolves-22/
Anthony Morrow,Nets,WP Sports,Wallace Prather,,"$4,000,000.00",6/30/2012,http://draftexpress.com/profile/Anthony-Morrow-1003/,http://draftexpress.com/profile/Anthony-Morrow-1003/stats,http://draftexpress.com/agents/agency/WP-Sports-65/,http://draftexpress.com/clubhouse/Nets-2/
Brandon Bass,Celtics,Dutt Sports Services,Tony Dutt,,"$4,000,000.00",6/30/2012,http://draftexpress.com/profile/Brandon-Bass-53/,http://draftexpress.com/profile/Brandon-Bass-53/stats,http://draftexpress.com/agents/agency/Dutt-Sports-Services-37/,http://draftexpress.com/clubhouse/Celtics-1/
Jordan Farmar,Nets,Wasserman Media Group,Arn Tellem,Greg Lawrence,"$4,000,000.00",6/30/2012,http://draftexpress.com/profile/Jordan-Farmar-221/,http://draftexpress.com/profile/Jordan-Farmar-221/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Nets-2/
Mario Chalmers,Heat,Excel Sports Management,Sam Goldfeder,,"$4,000,000.00",6/30/2012,http://draftexpress.com/profile/Mario-Chalmers-278/,http://draftexpress.com/profile/Mario-Chalmers-278/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Heat-13/
Steve Blake,Lakers,Bell Management International,Joel Bell,,"$4,000,000.00",6/30/2012,http://draftexpress.com/profile/Steve-Blake-1700/,http://draftexpress.com/profile/Steve-Blake-1700/stats,http://draftexpress.com/agents/agency/Bell-Management-International-50/,http://draftexpress.com/clubhouse/Lakers-28/
Matt Carroll,Bobcats,Lagardere Unlimited,Dan Fegan,,"$3,900,000.00",6/30/2012,http://draftexpress.com/profile/Matt-Carroll-1941/,http://draftexpress.com/profile/Matt-Carroll-1941/stats,http://draftexpress.com/agents/agency/Lagardere-Unlimited-90/,http://draftexpress.com/clubhouse/Bobcats-12/
