Player,Team,Agency,Primary_Agent,Secondary_Agent,2011_2012_Salary,Id.Date,Draftexpress_Player_Bio_URL,Draftexpress_Comprehensive_Player_Stats_UR,Draftexpress_Agent_URL,Draftexpress_Team_URL
Eric Gordon,Hornets,Landmark Sports Agency,Rob Pelinka,,"$3,831,184.00",6/30/2012,http://draftexpress.com/profile/Eric-Gordon-328/,http://draftexpress.com/profile/Eric-Gordon-328/stats,http://draftexpress.com/agents/agency/Landmark-Sports-Agency-71/,http://draftexpress.com/clubhouse/Hornets-19/
Dorell Wright,Warriors,Wasserman Media Group,Greg Lawrence,,"$3,823,000.00",6/30/2012,http://draftexpress.com/profile/Dorell-Wright-4997/,http://draftexpress.com/profile/Dorell-Wright-4997/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Warriors-26/
Udonis Haslem,Heat,Creative Artists Agency,Henry Thomas,,"$3,780,000.00",6/30/2012,http://draftexpress.com/profile/Udonis-Haslem-2754/,http://draftexpress.com/profile/Udonis-Haslem-2754/stats,http://draftexpress.com/agents/agency/Creative-Artists-Agency-3/,http://draftexpress.com/clubhouse/Heat-13/
Mike Dunleavy,Bucks,Wasserman Media Group,Arn Tellem,,"$3,750,000.00",6/30/2012,http://draftexpress.com/profile/Mike-Dunleavy-2294/,http://draftexpress.com/profile/Mike-Dunleavy-2294/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Bucks-10/
Tristan Thompson,Cavaliers,Creative Artists Agency,Leon Rose,,"$3,726,600.00",6/30/2012,http://draftexpress.com/profile/Tristan-Thompson-5226/,http://draftexpress.com/profile/Tristan-Thompson-5226/stats,http://draftexpress.com/agents/agency/Creative-Artists-Agency-3/,http://draftexpress.com/clubhouse/Cavaliers-7/
C.J. Miles,Jazz,No Affiliated Agency,Billy Ceisler,,"$3,700,000.00",6/30/2012,http://draftexpress.com/profile/C.J.-Miles-276/,http://draftexpress.com/profile/C.J.-Miles-276/stats,http://draftexpress.com/agents/agency/NO-AFFILIATED-AGENCY-0/,http://draftexpress.com/clubhouse/Jazz-25/
Nick Young,Clippers,Priority Sports,Mark Bartelstein,,"$3,695,857.00",6/30/2012,http://draftexpress.com/profile/Nick-Young-385/,http://draftexpress.com/profile/Nick-Young-385/stats,http://draftexpress.com/agents/agency/Priority-Sports-11/,http://draftexpress.com/clubhouse/Clippers-27/
Luke Ridnour,Timberwolves,Williams & Connolly,Jim Tanner,,"$3,680,000.00",6/30/2012,http://draftexpress.com/profile/Luke-Ridnour-4091/,http://draftexpress.com/profile/Luke-Ridnour-4091/stats,http://draftexpress.com/agents/agency/Williams-&-Connolly-15/,http://draftexpress.com/clubhouse/Timberwolves-22/
Tiago Splitter,Spurs,Interperformances,Herb Rudoy,,"$3,672,000.00",6/30/2012,http://draftexpress.com/profile/Tiago-Splitter-25/,http://draftexpress.com/profile/Tiago-Splitter-25/stats,http://draftexpress.com/agents/agency/Interperformances-9/,http://draftexpress.com/clubhouse/Spurs-20/
DeMarcus Cousins,Kings,SportsTalent,John Greig,,"$3,627,720.00",6/30/2012,http://draftexpress.com/profile/DeMarcus-Cousins-1318/,http://draftexpress.com/profile/DeMarcus-Cousins-1318/stats,http://draftexpress.com/agents/agency/SportsTalent-95/,http://draftexpress.com/clubhouse/Kings-30/
Joel Anthony,Heat,Excel Sports Management,Derrick Powell,,"$3,600,000.00",6/30/2012,http://draftexpress.com/profile/Joel-Anthony-5030/,http://draftexpress.com/profile/Joel-Anthony-5030/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Heat-13/
Andray Blatche,Wizards,ASM Sports,Andy Miller,,"$3,520,661.00",6/30/2012,http://draftexpress.com/profile/Andray-Blatche-232/,http://draftexpress.com/profile/Andray-Blatche-232/stats,http://draftexpress.com/agents/agency/ASM-Sports-1/,http://draftexpress.com/clubhouse/Wizards-15/
Carlos Delfino,Bucks,ASM Sports,Andy Miller,Justin Zanik,"$3,500,000.00",6/30/2012,http://draftexpress.com/profile/Carlos-Delfino-2203/,http://draftexpress.com/profile/Carlos-Delfino-2203/stats,http://draftexpress.com/agents/agency/ASM-Sports-1/,http://draftexpress.com/clubhouse/Bucks-10/
Chris Duhon,Magic,BDA Sports,Kevin Bradbury,,"$3,500,000.00",6/30/2012,http://draftexpress.com/profile/Chris-Duhon-2285/,http://draftexpress.com/profile/Chris-Duhon-2285/stats,http://draftexpress.com/agents/agency/BDA-Sports-2/,http://draftexpress.com/clubhouse/Magic-14/
Shannon Brown,Suns,Priority Sports,Mark Bartelstein,Reggie Brown,"$3,500,000.00",6/30/2012,http://draftexpress.com/profile/Shannon-Brown-172/,http://draftexpress.com/profile/Shannon-Brown-172/stats,http://draftexpress.com/agents/agency/Priority-Sports-11/,http://draftexpress.com/clubhouse/Suns-29/
Shaun Livingston,Bucks,Creative Artists Agency,Henry Thomas,,"$3,500,000.00",6/30/2012,http://draftexpress.com/profile/Shaun-Livingston-3327/,http://draftexpress.com/profile/Shaun-Livingston-3327/stats,http://draftexpress.com/agents/agency/Creative-Artists-Agency-3/,http://draftexpress.com/clubhouse/Bucks-10/
Ricky Rubio,Timberwolves,Lagardere Unlimited,Dan Fegan,,"$3,480,120.00",6/30/2012,http://draftexpress.com/profile/Ricky-Rubio-1155/,http://draftexpress.com/profile/Ricky-Rubio-1155/stats,http://draftexpress.com/agents/agency/Lagardere-Unlimited-90/,http://draftexpress.com/clubhouse/Timberwolves-22/
Jonny Flynn,Trailblazers,Creative Artists Agency,Leon Rose,,"$3,414,720.00",6/30/2012,http://draftexpress.com/profile/Jonny-Flynn-1245/,http://draftexpress.com/profile/Jonny-Flynn-1245/stats,http://draftexpress.com/agents/agency/Creative-Artists-Agency-3/,http://draftexpress.com/clubhouse/Trailblazers-23/
CJ Watson,Bulls,Allegiant Athletic Agency,Jared Karnes,,"$3,400,000.00",6/30/2012,http://draftexpress.com/profile/CJ-Watson-569/,http://draftexpress.com/profile/CJ-Watson-569/stats,http://draftexpress.com/agents/agency/Allegiant-Athletic-Agency-128/,http://draftexpress.com/clubhouse/Bulls-6/
Derek Fisher,Thunder,Landmark Sports Agency,Rob Pelinka,,"$3,400,000.00",6/30/2012,http://draftexpress.com/profile/Derek-Fisher-2421/,http://draftexpress.com/profile/Derek-Fisher-2421/stats,http://draftexpress.com/agents/agency/Landmark-Sports-Agency-71/,http://draftexpress.com/clubhouse/Thunder-24/
Marco Belinelli,Hornets,Excel Sports Management,Sam Goldfeder,Jeff Schwartz,"$3,377,603.00",6/30/2012,http://draftexpress.com/profile/Marco-Belinelli-198/,http://draftexpress.com/profile/Marco-Belinelli-198/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Hornets-19/
Daequan Cook,Thunder,BDA Sports,Mike Conley Sr,,"$3,341,558.00",6/30/2012,http://draftexpress.com/profile/Daequan-Cook-458/,http://draftexpress.com/profile/Daequan-Cook-458/stats,http://draftexpress.com/agents/agency/BDA-Sports-2/,http://draftexpress.com/clubhouse/Thunder-24/
Matt Bonner,Spurs,Championship Sports,Kenny Grant,,"$3,315,000.00",6/30/2012,http://draftexpress.com/profile/Matt-Bonner-1726/,http://draftexpress.com/profile/Matt-Bonner-1726/stats,http://draftexpress.com/agents/agency/Championship-Sports-41/,http://draftexpress.com/clubhouse/Spurs-20/
Thabo Sefolosha,Thunder,Zucker International,Guy Zucker,,"$3,300,000.00",6/30/2012,http://draftexpress.com/profile/Thabo-Sefolosha-280/,http://draftexpress.com/profile/Thabo-Sefolosha-280/stats,http://draftexpress.com/agents/agency/Zucker-International-30/,http://draftexpress.com/clubhouse/Thunder-24/
Ekpe Udoh,Bucks,CGL Sports,Chris Luchey,,"$3,294,960.00",6/30/2012,http://draftexpress.com/profile/Ekpe-Udoh-1220/,http://draftexpress.com/profile/Ekpe-Udoh-1220/stats,http://draftexpress.com/agents/agency/CGL-Sports-64/,http://draftexpress.com/clubhouse/Bucks-10/
Nick Collison,Thunder,Excel Sports Management,Mike Higgins,,"$3,272,997.00",6/30/2012,http://draftexpress.com/profile/Nick-Collison-2031/,http://draftexpress.com/profile/Nick-Collison-2031/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Thunder-24/
Johan Petro,Nets,Excel Sports Management,Sam Goldfeder,,"$3,250,000.00",6/30/2012,http://draftexpress.com/profile/Johan-Petro-45/,http://draftexpress.com/profile/Johan-Petro-45/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Nets-2/
Will Bynum,Pistons,Priority Sports,Mark Bartelstein,Brad Ames,"$3,250,000.00",6/30/2012,http://draftexpress.com/profile/Will-Bynum-322/,http://draftexpress.com/profile/Will-Bynum-322/stats,http://draftexpress.com/agents/agency/Priority-Sports-11/,http://draftexpress.com/clubhouse/Pistons-8/
Raja Bell,Jazz,Interperformances,Herb Rudoy,,"$3,240,000.00",6/30/2012,http://draftexpress.com/profile/Raja-Bell-1650/,http://draftexpress.com/profile/Raja-Bell-1650/stats,http://draftexpress.com/agents/agency/Interperformances-9/,http://draftexpress.com/clubhouse/Jazz-25/
D.J. Augustin,Bobcats,Wasserman Media Group,Thad Foucher,,"$3,236,470.00",6/30/2012,http://draftexpress.com/profile/D.J.-Augustin-1181/,http://draftexpress.com/profile/D.J.-Augustin-1181/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Bobcats-12/
Tony Allen,Celtics,Excel Sports Management,Derrick Powell,,"$3,150,000.00",6/30/2012,http://draftexpress.com/profile/Tony-Allen-1487/,http://draftexpress.com/profile/Tony-Allen-1487/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Celtics-1/
Stephen Curry,Warriors,Octagon,Lance Young,,"$3,117,120.00",6/30/2012,http://draftexpress.com/profile/Stephen-Curry-1170/,http://draftexpress.com/profile/Stephen-Curry-1170/stats,http://draftexpress.com/agents/agency/Octagon-10/,http://draftexpress.com/clubhouse/Warriors-26/
Wilson Chandler,Nuggets,CGL Sports,Chris Luchey,,"$3,099,851.00",6/30/2012,http://draftexpress.com/profile/Wilson-Chandler-505/,http://draftexpress.com/profile/Wilson-Chandler-505/stats,http://draftexpress.com/agents/agency/CGL-Sports-64/,http://draftexpress.com/clubhouse/Nuggets-21/
Brook Lopez,Nets,Wasserman Media Group,Arn Tellem,,"$3,076,983.00",6/30/2012,http://draftexpress.com/profile/Brook-Lopez-545/,http://draftexpress.com/profile/Brook-Lopez-545/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Nets-2/
Jan Vesely,Wizards,Wasserman Media Group,Arn Tellem,Aleksandar Raskovic,"$3,065,040.00",6/30/2012,http://draftexpress.com/profile/Jan-Vesely-1402/,http://draftexpress.com/profile/Jan-Vesely-1402/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Wizards-15/
Corey Brewer,Nuggets,Rogue Sports,Happy Walters,,"$3,059,000.00",6/30/2012,http://draftexpress.com/profile/Corey-Brewer-414/,http://draftexpress.com/profile/Corey-Brewer-414/stats,http://draftexpress.com/agents/agency/Rogue-Sports-93/,http://draftexpress.com/clubhouse/Nuggets-21/
Jerryd Bayless,Raptors,Excel Sports Management,Jeff Schwartz,,"$3,042,280.00",6/30/2012,http://draftexpress.com/profile/Jerryd-Bayless-1067/,http://draftexpress.com/profile/Jerryd-Bayless-1067/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Raptors-5/
Greg Monroe,Pistons,FAME,David Falk,,"$3,007,920.00",6/30/2012,http://draftexpress.com/profile/Greg-Monroe-1109/,http://draftexpress.com/profile/Greg-Monroe-1109/stats,http://draftexpress.com/agents/agency/FAME-44/,http://draftexpress.com/clubhouse/Pistons-8/
Jason Thompson,Kings,Creative Artists Agency,Leon Rose,,"$3,001,284.00",6/30/2012,http://draftexpress.com/profile/Jason-Thompson-594/,http://draftexpress.com/profile/Jason-Thompson-594/stats,http://draftexpress.com/agents/agency/Creative-Artists-Agency-3/,http://draftexpress.com/clubhouse/Kings-30/
Chris Wilcox,Celtics,Excel Sports Management,Jeff Schwartz,,"$3,000,000.00",6/30/2012,http://draftexpress.com/profile/Chris-Wilcox-4856/,http://draftexpress.com/profile/Chris-Wilcox-4856/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Celtics-1/
Jeff Foster,Pacers,BDA Sports,Bill Duffy,,"$3,000,000.00",6/30/2012,http://draftexpress.com/profile/Jeff-Foster-2453/,http://draftexpress.com/profile/Jeff-Foster-2453/stats,http://draftexpress.com/agents/agency/BDA-Sports-2/,http://draftexpress.com/clubhouse/Pacers-9/
Josh McRoberts,Lakers,Wasserman Media Group,Greg Lawrence,,"$3,000,000.00",6/30/2012,http://draftexpress.com/profile/Josh-McRoberts-227/,http://draftexpress.com/profile/Josh-McRoberts-227/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Lakers-28/
Shane Battier,Heat,Williams & Connolly,Jim Tanner,,"$3,000,000.00",6/30/2012,http://draftexpress.com/profile/Shane-Battier-1619/,http://draftexpress.com/profile/Shane-Battier-1619/stats,http://draftexpress.com/agents/agency/Williams-&-Connolly-15/,http://draftexpress.com/clubhouse/Heat-13/
Shawne Williams,Trailblazers,Rogue Sports,Happy Walters,,"$3,000,000.00",6/30/2012,http://draftexpress.com/profile/Shawne-Williams-296/,http://draftexpress.com/profile/Shawne-Williams-296/stats,http://draftexpress.com/agents/agency/Rogue-Sports-93/,http://draftexpress.com/clubhouse/Trailblazers-23/
Aaron Brooks,Suns,Creative Artists Agency,Leon Rose,Andre Buck,"$2,976,636.00",6/30/2012,http://draftexpress.com/profile/Aaron-Brooks-332/,http://draftexpress.com/profile/Aaron-Brooks-332/stats,http://draftexpress.com/agents/agency/Creative-Artists-Agency-3/,http://draftexpress.com/clubhouse/Suns-29/
Brandon Rush,Warriors,Priority Sports,Mark Bartelstein,Reggie Brown,"$2,956,658.00",6/30/2012,http://draftexpress.com/profile/Brandon-Rush-78/,http://draftexpress.com/profile/Brandon-Rush-78/stats,http://draftexpress.com/agents/agency/Priority-Sports-11/,http://draftexpress.com/clubhouse/Warriors-26/
Anthony Randolph,Timberwolves,BDA Sports,Bill Duffy,Arn Tellem,"$2,911,231.00",6/30/2012,http://draftexpress.com/profile/Anthony-Randolph-1069/,http://draftexpress.com/profile/Anthony-Randolph-1069/stats,http://draftexpress.com/agents/agency/BDA-Sports-2/,http://draftexpress.com/clubhouse/Timberwolves-22/
Robin Lopez,Suns,Wasserman Media Group,Arn Tellem,,"$2,862,602.00",6/30/2012,http://draftexpress.com/profile/Robin-Lopez-1073/,http://draftexpress.com/profile/Robin-Lopez-1073/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Suns-29/
Jordan Hill,Lakers,BDA Sports,Kevin Bradbury,,"$2,855,760.00",6/30/2012,http://draftexpress.com/profile/Jordan-Hill-1222/,http://draftexpress.com/profile/Jordan-Hill-1222/stats,http://draftexpress.com/agents/agency/BDA-Sports-2/,http://draftexpress.com/clubhouse/Lakers-28/
Al-Farouq Aminu,Hornets,IAM Sports,Raymond Brothers,,"$2,755,560.00",6/30/2012,http://draftexpress.com/profile/Al-Farouq-Aminu-1293/,http://draftexpress.com/profile/Al-Farouq-Aminu-1293/stats,http://draftexpress.com/agents/agency/IAM-Sports-94/,http://draftexpress.com/clubhouse/Hornets-19/
Eduardo Najera,Mavericks,Lagardere Unlimited,Dan Fegan,,"$2,750,000.00",6/30/2012,http://draftexpress.com/profile/Eduardo-Najera-3714/,http://draftexpress.com/profile/Eduardo-Najera-3714/stats,http://draftexpress.com/agents/agency/Lagardere-Unlimited-90/,http://draftexpress.com/clubhouse/Mavericks-16/
Marreese Speights,Grizzlies,ASM Sports,Andy Miller,,"$2,721,255.00",6/30/2012,http://draftexpress.com/profile/Marreese-Speights-1183/,http://draftexpress.com/profile/Marreese-Speights-1183/stats,http://draftexpress.com/agents/agency/ASM-Sports-1/,http://draftexpress.com/clubhouse/Grizzlies-18/
Dahntay Jones,Pacers,Priority Sports,Mark Bartelstein,,"$2,700,000.00",6/30/2012,http://draftexpress.com/profile/Dahntay-Jones-3078/,http://draftexpress.com/profile/Dahntay-Jones-3078/stats,http://draftexpress.com/agents/agency/Priority-Sports-11/,http://draftexpress.com/clubhouse/Pacers-9/
Demar DeRozan,Raptors,Goodwin Sports Management,Aaron Goodwin,,"$2,625,000.00",6/30/2012,http://draftexpress.com/profile/Demar-DeRozan-1319/,http://draftexpress.com/profile/Demar-DeRozan-1319/stats,http://draftexpress.com/agents/agency/Goodwin-Sports-Management-7/,http://draftexpress.com/clubhouse/Raptors-5/
Roy Hibbert,Pacers,FAME,David Falk,,"$2,588,590.00",6/30/2012,http://draftexpress.com/profile/Roy-Hibbert-585/,http://draftexpress.com/profile/Roy-Hibbert-585/stats,http://draftexpress.com/agents/agency/FAME-44/,http://draftexpress.com/clubhouse/Pacers-9/
Timofey Mozgov,Nuggets,Comsport,Bouna Ndiaye,,"$2,566,800.00",6/30/2012,http://draftexpress.com/profile/Timofey-Mozgov-5161/,http://draftexpress.com/profile/Timofey-Mozgov-5161/stats,http://draftexpress.com/agents/agency/Comsport-25/,http://draftexpress.com/clubhouse/Nuggets-21/
Brandon Knight,Pistons,Wasserman Media Group,Arn Tellem,,"$2,563,320.00",6/30/2012,http://draftexpress.com/profile/Brandon-Knight-5140/,http://draftexpress.com/profile/Brandon-Knight-5140/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Pistons-8/
Ersan Ilyasova,Bucks,T and T,Tolga Tugsavul,Andy Miller,"$2,541,000.00",6/30/2012,http://draftexpress.com/profile/Ersan-Ilyasova-254/,http://draftexpress.com/profile/Ersan-Ilyasova-254/stats,http://draftexpress.com/agents/agency/T-and-T-129/,http://draftexpress.com/clubhouse/Bucks-10/
Gordon Hayward,Jazz,Priority Sports,Mark Bartelstein,Brad Ames,"$2,532,960.00",6/30/2012,http://draftexpress.com/profile/Gordon-Hayward-5514/,http://draftexpress.com/profile/Gordon-Hayward-5514/stats,http://draftexpress.com/agents/agency/Priority-Sports-11/,http://draftexpress.com/clubhouse/Jazz-25/
Aaron Gray,Raptors,ASM Sports,Andy Miller,Justin Zanik,"$2,500,000.00",6/30/2012,http://draftexpress.com/profile/Aaron-Gray-453/,http://draftexpress.com/profile/Aaron-Gray-453/stats,http://draftexpress.com/agents/agency/ASM-Sports-1/,http://draftexpress.com/clubhouse/Raptors-5/
Deshawn Stevenson,Nets,Priority Sports,Mark Bartelstein,Brad Ames,"$2,500,000.00",6/30/2012,http://draftexpress.com/profile/Deshawn-Stevenson-4477/,http://draftexpress.com/profile/Deshawn-Stevenson-4477/stats,http://draftexpress.com/agents/agency/Priority-Sports-11/,http://draftexpress.com/clubhouse/Nets-2/
Jason Smith,Hornets,Priority Sports,Mark Bartelstein,Brad Ames,"$2,500,000.00",6/30/2012,http://draftexpress.com/profile/Jason-Smith-369/,http://draftexpress.com/profile/Jason-Smith-369/stats,http://draftexpress.com/agents/agency/Priority-Sports-11/,http://draftexpress.com/clubhouse/Hornets-19/
Reggie Williams,Bobcats,Interperformances,Ronald Shade,,"$2,500,000.00",6/30/2012,http://draftexpress.com/profile/Reggie-Williams-1232/,http://draftexpress.com/profile/Reggie-Williams-1232/stats,http://draftexpress.com/agents/agency/Interperformances-9/,http://draftexpress.com/clubhouse/Bobcats-12/
Brandon Jennings,Bucks,BDA Sports,Bill Duffy,,"$2,493,720.00",6/30/2012,http://draftexpress.com/profile/Brandon-Jennings-1114/,http://draftexpress.com/profile/Brandon-Jennings-1114/stats,http://draftexpress.com/agents/agency/BDA-Sports-2/,http://draftexpress.com/clubhouse/Bucks-10/
Ryan Hollins,Cavaliers,BDA Sports,Todd Ramasar,,"$2,483,333.00",6/30/2012,http://draftexpress.com/profile/Ryan-Hollins-310/,http://draftexpress.com/profile/Ryan-Hollins-310/stats,http://draftexpress.com/agents/agency/BDA-Sports-2/,http://draftexpress.com/clubhouse/Cavaliers-7/
JaVale McGee,Nuggets,Wasserman Media Group,B.J. Armstrong,,"$2,462,400.00",6/30/2012,http://draftexpress.com/profile/JaVale-McGee-1197/,http://draftexpress.com/profile/JaVale-McGee-1197/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Nuggets-21/
Quentin Richardson,Magic,24/7 Sports Management,Jeffrey Wechsler,,"$2,446,200.00",6/30/2012,http://draftexpress.com/profile/Quentin-Richardson-4085/,http://draftexpress.com/profile/Quentin-Richardson-4085/stats,http://draftexpress.com/agents/agency/24-7-Sports-Management-68/,http://draftexpress.com/clubhouse/Magic-14/
Paul George,Pacers,Creative Artists Agency,Aaron Mintz,,"$2,406,240.00",6/30/2012,http://draftexpress.com/profile/Paul-George-5688/,http://draftexpress.com/profile/Paul-George-5688/stats,http://draftexpress.com/agents/agency/Creative-Artists-Agency-3/,http://draftexpress.com/clubhouse/Pacers-9/
Louis Amundson,Pacers,Priority Sports,Mark Bartelstein,,"$2,403,000.00",6/30/2012,http://draftexpress.com/profile/Louis-Amundson-550/,http://draftexpress.com/profile/Louis-Amundson-550/stats,http://draftexpress.com/agents/agency/Priority-Sports-11/,http://draftexpress.com/clubhouse/Pacers-9/
Terrence Williams,Kings,Goodwin Sports Management,Aaron Goodwin,,"$2,369,040.00",6/30/2012,http://draftexpress.com/profile/Terrence-Williams-507/,http://draftexpress.com/profile/Terrence-Williams-507/stats,http://draftexpress.com/agents/agency/Goodwin-Sports-Management-7/,http://draftexpress.com/clubhouse/Kings-30/
Kemba Walker,Bobcats,Excel Sports Management,Jeff Schwartz,,"$2,356,320.00",6/30/2012,http://draftexpress.com/profile/Kemba-Walker-5152/,http://draftexpress.com/profile/Kemba-Walker-5152/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Bobcats-12/
J.J. Hickson,Kings,ASM Sports,Andy Miller,,"$2,354,537.00",6/30/2012,http://draftexpress.com/profile/J.J.-Hickson-1239/,http://draftexpress.com/profile/J.J.-Hickson-1239/stats,http://draftexpress.com/agents/agency/ASM-Sports-1/,http://draftexpress.com/clubhouse/Kings-30/
Cole Aldrich,Thunder,Excel Sports Management,Jeff Schwartz,,"$2,286,000.00",6/30/2012,http://draftexpress.com/profile/Cole-Aldrich-1250/,http://draftexpress.com/profile/Cole-Aldrich-1250/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Thunder-24/
Bismack Biyombo,Bobcats,Xpheres,Igor Crespo,,"$2,278,200.00",6/30/2012,http://draftexpress.com/profile/Bismack-Biyombo-5902/,http://draftexpress.com/profile/Bismack-Biyombo-5902/stats,http://draftexpress.com/agents/agency/Xpheres-107/,http://draftexpress.com/clubhouse/Bobcats-12/
Gerald Henderson,Bobcats,Wasserman Media Group,Arn Tellem,,"$2,250,600.00",6/30/2012,http://draftexpress.com/profile/Gerald-Henderson-1042/,http://draftexpress.com/profile/Gerald-Henderson-1042/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Bobcats-12/
Anthony Parker,Cavaliers,Creative Artists Agency,Henry Thomas,,"$2,250,000.00",6/30/2012,http://draftexpress.com/profile/Anthony-Parker-3868/,http://draftexpress.com/profile/Anthony-Parker-3868/stats,http://draftexpress.com/agents/agency/Creative-Artists-Agency-3/,http://draftexpress.com/clubhouse/Cavaliers-7/
Ben Wallace,Pistons,Wasserman Media Group,Arn Tellem,,"$2,246,400.00",6/30/2012,http://draftexpress.com/profile/Ben-Wallace-4747/,http://draftexpress.com/profile/Ben-Wallace-4747/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Pistons-8/
Keyon Dooling,Celtics,Landmark Sports Agency,Rob Pelinka,,"$2,246,400.00",6/30/2012,http://draftexpress.com/profile/Keyon-Dooling-2255/,http://draftexpress.com/profile/Keyon-Dooling-2255/stats,http://draftexpress.com/agents/agency/Landmark-Sports-Agency-71/,http://draftexpress.com/clubhouse/Celtics-1/
Ryan Anderson,Magic,Octagon,Chris Emens,Jeff Austin,"$2,244,601.00",6/30/2012,http://draftexpress.com/profile/Ryan-Anderson-1150/,http://draftexpress.com/profile/Ryan-Anderson-1150/stats,http://draftexpress.com/agents/agency/Octagon-10/,http://draftexpress.com/clubhouse/Magic-14/
Jimmer Fredette,Kings,Octagon,Jeff Austin,Chris Emens,"$2,238,360.00",6/30/2012,http://draftexpress.com/profile/Jimmer-Fredette-5810/,http://draftexpress.com/profile/Jimmer-Fredette-5810/stats,http://draftexpress.com/agents/agency/Octagon-10/,http://draftexpress.com/clubhouse/Kings-30/
Courtney Lee,Rockets,Lagardere Unlimited,Dan Fegan,Stu Lash,"$2,225,093.00",6/30/2012,http://draftexpress.com/profile/Courtney-Lee-471/,http://draftexpress.com/profile/Courtney-Lee-471/stats,http://draftexpress.com/agents/agency/Lagardere-Unlimited-90/,http://draftexpress.com/clubhouse/Rockets-17/
Kosta Koufos,Nuggets,Mark Termini Associates Inc.,Mark Termini,Andy Bountogianis,"$2,203,792.00",6/30/2012,http://draftexpress.com/profile/Kosta-Koufos-1070/,http://draftexpress.com/profile/Kosta-Koufos-1070/stats,http://draftexpress.com/agents/agency/Mark-Termini-Associates-Inc.-72/,http://draftexpress.com/clubhouse/Nuggets-21/
Rudy Fernandez,Nuggets,Wasserman Media Group,Arn Tellem,Jason Ranne,"$2,180,443.00",6/30/2012,http://draftexpress.com/profile/Rudy-Fernandez-22/,http://draftexpress.com/profile/Rudy-Fernandez-22/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Nuggets-21/
Xavier Henry,Hornets,Wasserman Media Group,Arn Tellem,,"$2,171,640.00",6/30/2012,http://draftexpress.com/profile/Xavier-Henry-1324/,http://draftexpress.com/profile/Xavier-Henry-1324/stats,http://draftexpress.com/agents/agency/Wasserman-Media-Group-14/,http://draftexpress.com/clubhouse/Hornets-19/
Nicolas Batum,Trailblazers,Comsport,Bouna Ndiaye,,"$2,155,365.00",6/30/2012,http://draftexpress.com/profile/Nicolas-Batum-537/,http://draftexpress.com/profile/Nicolas-Batum-537/stats,http://draftexpress.com/agents/agency/Comsport-25/,http://draftexpress.com/clubhouse/Trailblazers-23/
Tyler Hansbrough,Pacers,Excel Sports Management,Jeff Schwartz,,"$2,138,040.00",6/30/2012,http://draftexpress.com/profile/Tyler-Hansbrough-288/,http://draftexpress.com/profile/Tyler-Hansbrough-288/stats,http://draftexpress.com/agents/agency/Excel-Sports-Management-5/,http://draftexpress.com/clubhouse/Pacers-9/
Klay Thompson,Warriors,BDA Sports,Bill Duffy,,"$2,126,520.00",6/30/2012,http://draftexpress.com/profile/Klay-Thompson-5490/,http://draftexpress.com/profile/Klay-Thompson-5490/stats,http://draftexpress.com/agents/agency/BDA-Sports-2/,http://draftexpress.com/clubhouse/Warriors-26/
Goran Dragic,Rockets,BDA Sports,Rade Filipovich,Bill Duffy,"$2,108,000.00",6/30/2012,http://draftexpress.com/profile/Goran-Dragic-1025/,http://draftexpress.com/profile/Goran-Dragic-1025/stats,http://draftexpress.com/agents/agency/BDA-Sports-2/,http://draftexpress.com/clubhouse/Rockets-17/
