"","date","player","season","team","notes","new_contract_source","pst_contract_value_millions","contract_term","contract_start_season","contract_end_season","contract_option","year"
"73764",2011-01-04,"Dan Uggla",2011,"Braves","re-signed to a 5-year contract through 2015","re-signinging",0,5,2011,"2015","",2011
"73775",2011-01-05,"Adam LaRoche",2011,"Nationals","signed free agent to a 2-year contract through 2012 with an option for 2013","free agency",0,2,2011,"2012 with an option for 2013","",2011
"73776",2011-01-05,"Kevin Gregg",2011,"Orioles","signed free agent to a 2-year contract through 2012 with an option for 2013","free agency",0,2,2011,"2012 with an option for 2013","",2011
"73779",2011-01-05,"Adrian Beltre",2011,"Rangers","signed free agent to a 5-year contract through 2015 with an option for 2016","free agency",0,5,2011,"2015 with an option for 2016","",2011
"73793",2011-01-06,"Craig Italiano",2011,"Padres","signed free agent","free agency",0,1,2011,"2012","",2011
"73800",2011-01-06,"David Murphy",2011,"Rangers","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73801",2011-01-06,"Edgar Renteria",2011,"Reds","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2011
"73802",2011-01-06,"Levi Burton",2011,"Reds","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73806",2011-01-06,"Scott Munter",2011,"Padres","signed free agent (from Giants)","free agency",0,1,2011,"2012","",2011
"73836",2011-01-10,"Jason Bartlett",2011,"Padres","re-signed to a 2-year contract through 2012 with an option for 2013","re-signinging",0,2,2011,"2012 with an option for 2013","",2011
"73852",2011-01-10,"Fred Lewis",2011,"Reds","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2011
"73853",2011-01-10,"Will Ohman",2011,"White Sox","signed free agent to a 2-year contract through 2012","free agency",0,2,2011,"2012","",2011
"73854",2011-01-11,"Alberto Callaspo",2011,"Angels","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73856",2011-01-11,"Carlos Gonzalez",2011,"Rockies","re-signed to a 7-year contract extension through 2017","re-signinging",0,7,2011,"2017","",2011
"73858",2011-01-11,"Brad Penny",2011,"Tigers","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2011
"73861",2011-01-12,"Luke Hochevar",2011,"Royals","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73862",2011-01-12,"Ryan Raburn",2011,"Tigers","re-signed to a 2-year contract through 2012","re-signinging",0,2,2011,"2012","",2011
"73867",2011-01-12,"Jeff Mathis",2011,"Angels","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73869",2011-01-12,"Koyie Hill",2011,"Cubs","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73873",2011-01-12,"Kyle Farnsworth",2011,"Rays","signed free agent to a 1-year contract with an option for 2012","free agency",0,1,2011,"2012","",2011
"73874",2011-01-12,"Matt Belisle",2011,"Rockies","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73875",2011-01-13,"Willie Bloomquist",2011,"Diamondbacks","signed free agent to a 1-year contract with an option for 2012","free agency",0,1,2011,"2012","",2011
"73881",2011-01-13,"Jamie D'Antona",2011,"Marlins","signed free agent","free agency",0,1,2011,"2012","",2011
"73883",2011-01-13,"Rafael Soriano",2011,"Yankees","signed free agent to a 3-year contract through 2013","free agency",0,3,2011,"2013","",2011
"73905",2011-01-14,"Alex Gordon",2011,"Royals","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73906",2011-01-14,"Jeff Francis",2011,"Royals","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2011
"73907",2011-01-14,"Joel Zumaya",2011,"Tigers","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73908",2011-01-14,"Jim Thome",2011,"Twins","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73935",2011-01-14,"Geovany Soto",2011,"Cubs","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73948",2011-01-14,"Grant Balfour",2011,"Athletics","signed free agent to a 2-year contract through 2012 with an option for 2013","free agency",0,2,2011,"2012 with an option for 2013","",2011
"73952",2011-01-15,"Brad Ziegler",2011,"Athletics","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73953",2011-01-15,"Carlos Villanueva",2011,"Blue Jays","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73954",2011-01-15,"Kyle McClellan",2011,"Cardinals","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73955",2011-01-15,"Ben Francisco",2011,"Phillies","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73956",2011-01-15,"Jim Miller",2011,"Rockies","signed free agent","free agency",0,1,2011,"2012","",2011
"73957",2011-01-15,"Bruce Chen",2011,"Royals","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73960",2011-01-16,"Adam Jones",2011,"Orioles","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73962",2011-01-16,"Joey Votto",2011,"Reds","re-signed to a 3-year contract through 2013","re-signinging",0,3,2011,"2013","",2011
"73963",2011-01-16,"Alexi Casilla",2011,"Twins","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73964",2011-01-17,"Asdrubal Cabrera",2011,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73965",2011-01-17,"Edward Mujica",2011,"Marlins","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73966",2011-01-17,"Leo Nunez",2011,"Marlins","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73968",2011-01-17,"John Lannan",2011,"Nationals","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73969",2011-01-17,"Jim Johnson",2011,"Orioles","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73970",2011-01-17,"B.J. Upton",2011,"Rays","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73972",2011-01-17,"Matt Lindstrom",2011,"Rockies","re-signed to a 2-year contract extension through 2012 with an option for 2013","re-signinging",0,2,2011,"2012 with an option for 2013","",2011
"73973",2011-01-17,"Robinson Tejeda",2011,"Royals","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73974",2011-01-17,"Armando Galarraga",2011,"Tigers","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73975",2011-01-17,"Tom Gorzelanny",2011,"Cubs","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73978",2011-01-17,"Brian Fuentes",2011,"Athletics","signed free agent to a 2-year contract through 2012 with an option for 2013","free agency",0,2,2011,"2012 with an option for 2013","",2011
"73979",2011-01-17,"Casey Janssen",2011,"Blue Jays","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73980",2011-01-17,"Jesse Litsch",2011,"Blue Jays","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73981",2011-01-17,"Jon Rauch",2011,"Blue Jays","signed free agent to a 1-year contract with an option for 2012","free agency",0,1,2011,"2012","",2011
"73982",2011-01-17,"Shawn Camp",2011,"Blue Jays","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73983",2011-01-18,"Nelson Cruz",2011,"Rangers","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73984",2011-01-18,"Andy Sonnanstine",2011,"Rays","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73985",2011-01-18,"Jacoby Ellsbury",2011,"Red Sox","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73986",2011-01-18,"Jonathan Papelbon",2011,"Red Sox","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73987",2011-01-18,"Bill Bray",2011,"Reds","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73988",2011-01-18,"Felipe Paulino",2011,"Rockies","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73989",2011-01-18,"Kyle Davies",2011,"Royals","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73990",2011-01-18,"Glen Perkins",2011,"Twins","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73991",2011-01-18,"Matt Capps",2011,"Twins","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73992",2011-01-18,"Carlos Quentin",2011,"White Sox","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73993",2011-01-18,"John Danks",2011,"White Sox","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73994",2011-01-18,"Tony Pena",2011,"White Sox","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73995",2011-01-18,"Boone Logan",2011,"Yankees","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73996",2011-01-18,"Joba Chamberlain",2011,"Yankees","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"73997",2011-01-18,"Phil Hughes",2011,"Yankees","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74004",2011-01-18,"Jonathan Sanchez",2011,"Giants","signed free agent (from Athletics) to a 1-year contract","free agency",0,1,2011,"2012","",2011
"74008",2011-01-18,"Shin-Soo Choo",2011,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74009",2011-01-18,"Brandon League",2011,"Mariners","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74010",2011-01-18,"David Aardsma",2011,"Mariners","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74011",2011-01-18,"Jason Vargas",2011,"Mariners","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74012",2011-01-18,"Anibal Sanchez",2011,"Marlins","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74013",2011-01-18,"Clay Hensley",2011,"Marlins","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74014",2011-01-18,"Mike Pelfrey",2011,"Mets","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74015",2011-01-18,"Doug Slaten",2011,"Nationals","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74016",2011-01-18,"Michael Morse",2011,"Nationals","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74017",2011-01-18,"Felix Pie",2011,"Orioles","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74018",2011-01-18,"J.J. Hardy",2011,"Orioles","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74019",2011-01-18,"Chase Headley",2011,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74021",2011-01-18,"Heath Bell",2011,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74022",2011-01-18,"Mike Adams",2011,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74023",2011-01-18,"Ryan Ludwick",2011,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74024",2011-01-18,"Tim Stauffer",2011,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74025",2011-01-18,"Kyle Kendrick",2011,"Phillies","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74030",2011-01-18,"Joel Hanrahan",2011,"Pirates","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74032",2011-01-18,"C.J. Wilson",2011,"Rangers","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74033",2011-01-18,"Kevin Kouzmanoff",2011,"Athletics","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74034",2011-01-18,"Brandon Morrow",2011,"Blue Jays","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74035",2011-01-18,"Rajai Davis",2011,"Blue Jays","re-signed to a 2-year contract through 2012","re-signinging",0,2,2011,"2012","",2011
"74036",2011-01-18,"Yunel Escobar",2011,"Blue Jays","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74037",2011-01-18,"Eric O'Flaherty",2011,"Braves","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74038",2011-01-18,"Jair Jurrjens",2011,"Braves","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74039",2011-01-18,"Martin Prado",2011,"Braves","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74040",2011-01-18,"Peter Moylan",2011,"Braves","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74041",2011-01-18,"Manuel Parra",2011,"Brewers","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74042",2011-01-18,"Prince Fielder",2011,"Brewers","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74043",2011-01-18,"Matt Garza",2011,"Cubs","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74044",2011-01-18,"Sean Marshall",2011,"Cubs","re-signed to a 2-year contract through 2012","re-signinging",0,2,2011,"2012","",2011
"74045",2011-01-18,"Aaron Heilman",2011,"Diamondbacks","re-signed free agent to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74046",2011-01-18,"Joe Saunders",2011,"Diamondbacks","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74047",2011-01-18,"Stephen Drew",2011,"Diamondbacks","re-signed to a 2-year contract through 2012","re-signinging",0,2,2011,"2012","",2011
"74048",2011-01-18,"Chad Billingsley",2011,"Dodgers","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74051",2011-01-18,"Marcus Thames",2011,"Dodgers","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2011
"74052",2011-01-18,"Cody Ross",2011,"Giants","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74053",2011-01-18,"Ramon Ramirez",2011,"Giants","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74054",2011-01-18,"Santiago Casilla",2011,"Giants","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74055",2011-01-18,"Chris Perez",2011,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74057",2011-01-18,"Rafael Perez",2011,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74058",2011-01-18,"Erick Aybar",2011,"Angels","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74059",2011-01-18,"Howie Kendrick",2011,"Angels","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74060",2011-01-18,"Kendrys Morales",2011,"Angels","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74061",2011-01-18,"Reggie Willits",2011,"Angels","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74062",2011-01-18,"Clint Barmes",2011,"Astros","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74063",2011-01-18,"Clint Barnes",2011,"Astros","signed to a 1-year contract","free agency",0,1,2011,"2012","",2011
"74064",2011-01-18,"Jeff Keppinger",2011,"Astros","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74065",2011-01-18,"Michael Bourn",2011,"Astros","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74066",2011-01-18,"Conor Jackson",2011,"Athletics","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74067",2011-01-18,"Dallas Braden",2011,"Athletics","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74068",2011-01-18,"Josh Willingham",2011,"Athletics","re-signed to a 1-year contract","re-signinging",0,1,2011,"2012","",2011
"74070",2011-01-19,"Mike Hampton",2011,"Diamondbacks","re-signed free agent","re-signinging",0,1,2011,"2012","",2011
"74072",2011-01-19,"Jerry Hairston Jr.",2011,"Nationals","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2011
"74073",2011-01-19,"Todd Coffey",2011,"Nationals","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2011
"74074",2011-01-19,"Chad Qualls",2011,"Padres","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2011
"74076",2011-01-19,"Carl Pavano",2011,"Twins","re-signed free agent to a 2-year contract through 2012","re-signinging",0,2,2011,"2012","",2011
"74086",2011-01-19,"David Winfree",2011,"Diamondbacks","signed free agent (from Yankees)","free agency",0,1,2011,"2012","",2011
"74090",2011-01-20,"Scott Hairston",2011,"Mets","signed free agent to a 1-year contract","free agency",0,1,2011,"2012","",2011
"74091",2011-01-20,"Johnny Cueto",2011,"Reds","re-signed to a 4-year contract extension through 2014","re-signinging",0,4,2011,"2014","",2011
