Year,Model,Photo.Type,URL.Image,URL.Page,Model.ID,Photo,Models.Years.Photos,Image.Type
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/1yrJqPEIJB3zoi.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/60/93,brooklyn_decker,60,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/2EONENE2eUfzfF.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/61/93,brooklyn_decker,61,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/G3q7ljDxncMkf4.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/62/93,brooklyn_decker,62,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/OvnQmcp9ymHSqW.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/63/93,brooklyn_decker,63,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/l61m5t6vJLDcWH.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/64/93,brooklyn_decker,64,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/x16MwumiXbsVO9.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/65/93,brooklyn_decker,65,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/bLzsOp0AZD7NqT.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/66/93,brooklyn_decker,66,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/xFgAwDPr731QuE.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/67/93,brooklyn_decker,67,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/7VYsbZfhTldm6q.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/68/93,brooklyn_decker,68,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/AVz7kfIhsiZ0lb.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/69/93,brooklyn_decker,69,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/Pd70y7tMwtWV7e.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/70/93,brooklyn_decker,70,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/RgpqxwCF9uTHPQ.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/71/93,brooklyn_decker,71,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/sx80Sgt4GYmjJP.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/72/93,brooklyn_decker,72,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/xVG71GFlvXToG2.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/73/93,brooklyn_decker,73,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/WQGv3Nw2VpPRjw.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/74/93,brooklyn_decker,74,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/p1dHiT7fPKuYFO.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/75/93,brooklyn_decker,75,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/xraqojqHPjMfH8.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/76/93,brooklyn_decker,76,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/qepnA5vBLAxHiR.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/77/93,brooklyn_decker,77,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/PbXv2nq6Bm8gcX.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/78/93,brooklyn_decker,78,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/6yTv07CiaKN0eI.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/79/93,brooklyn_decker,79,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/8MT5D4w1nmJCWg.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/80/93,brooklyn_decker,80,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/G1JMznIzuViVp6.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/81/93,brooklyn_decker,81,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/sooHQMCSA3YLph.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/82/93,brooklyn_decker,82,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/CATTCmpCa8BUdu.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/83/93,brooklyn_decker,83,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/2SEAohG1mC3ZzM.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/84/93,brooklyn_decker,84,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/zT0VyPZMV4J7mz.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/85/93,brooklyn_decker,85,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/lW2dLrvlE7EOAm.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/86/93,brooklyn_decker,86,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/MdaZn32zqrBQ0N.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/87/93,brooklyn_decker,87,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/j0TmSixHQDICQL.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/88/93,brooklyn_decker,88,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/udIu6IP4hzRD3k.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/89/93,brooklyn_decker,89,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/eArYo9TvRtz9sR.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/90/93,brooklyn_decker,90,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/MwChmwOGHfXeyp.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/91/93,brooklyn_decker,91,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/s9IWK958IY3kS3.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/92/93,brooklyn_decker,92,93,jpg
2011,Brooklyn Decker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/tKUGHhx4dMKu1s.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/brooklyn_decker/2011/model/93/93,brooklyn_decker,93,93,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/ZziS80ySA4bSde.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/1/38,bruna_schmitz,1,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/D5i6PDNhuKlYh6.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/2/38,bruna_schmitz,2,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/Siz2ihUriTKsXv.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/3/38,bruna_schmitz,3,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/LAaYFJffW2NQM8.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/4/38,bruna_schmitz,4,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/y4FRmEUVwyMeSg.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/5/38,bruna_schmitz,5,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/WzcsADQQW5527S.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/6/38,bruna_schmitz,6,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/TUbSYruL5Oq2NC.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/7/38,bruna_schmitz,7,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/gptDoW5zjVPFbV.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/8/38,bruna_schmitz,8,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/HiylDaDmR77WVy.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/9/38,bruna_schmitz,9,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/YsBFi4SWaYWJ4v.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/10/38,bruna_schmitz,10,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/ZfRqOPbbzpNQwV.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/11/38,bruna_schmitz,11,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/xSTWLel3jEaKn6.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/12/38,bruna_schmitz,12,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/er2DWT4utgVsVt.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/13/38,bruna_schmitz,13,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/JSPGusnFXZJHot.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/14/38,bruna_schmitz,14,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/bbzFS2TyVXsODO.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/15/38,bruna_schmitz,15,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/HiIaBhr5afL8Ee.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/16/38,bruna_schmitz,16,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/P2X1dXH5Zk45Ix.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/17/38,bruna_schmitz,17,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/UVMlEeMPMEVxtq.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/18/38,bruna_schmitz,18,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/67VWA2Xnapt9ay.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/19/38,bruna_schmitz,19,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/FsvjOHVdws3J6Y.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/20/38,bruna_schmitz,20,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/H0PN8utIxR6XH0.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/21/38,bruna_schmitz,21,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/hrywjug7BCk84o.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/22/38,bruna_schmitz,22,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/RBMiBl5KgzddRj.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/23/38,bruna_schmitz,23,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/AikrZioIcUQogB.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/24/38,bruna_schmitz,24,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/wkzNwM688CSoB5.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/25/38,bruna_schmitz,25,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/RdpcLZTvIHEvme.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/26/38,bruna_schmitz,26,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/jTqgEp4ACAIKMk.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/27/38,bruna_schmitz,27,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/8YqaBfCXFgTXyh.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/28/38,bruna_schmitz,28,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/SkMCDCsR2wcE7u.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/29/38,bruna_schmitz,29,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/YUfh2WHEBUmRAF.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/30/38,bruna_schmitz,30,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/y9wRuId8VWaXTC.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/31/38,bruna_schmitz,31,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/la7K4n27JKMVo8.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/32/38,bruna_schmitz,32,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/wzNu9KL3dzB8Wm.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/33/38,bruna_schmitz,33,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/fzyRa5mfsomC98.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/34/38,bruna_schmitz,34,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/hxHdxfX7ztActM.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/35/38,bruna_schmitz,35,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/kP8QO6szCee5TR.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/36/38,bruna_schmitz,36,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/HcZyaqbYV9fV2q.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/37/38,bruna_schmitz,37,38,jpg
2011,Bruna Schmitz,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/8vCsLKJkRBjeqN.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bruna_schmitz/2011/model/38/38,bruna_schmitz,38,38,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/kKo2xO0XFc6lml.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/1/22,chantal_o'brien,1,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/GobOkoH69bqbnZ.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/2/22,chantal_o'brien,2,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/Gex0ym2vA3TQgZ.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/3/22,chantal_o'brien,3,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/BSLRHxq2m88vjy.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/4/22,chantal_o'brien,4,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/WWYmAWn9Iq4StY.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/5/22,chantal_o'brien,5,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/sa742TWJRMMDUU.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/6/22,chantal_o'brien,6,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/8ETfk2SvYF4q69.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/7/22,chantal_o'brien,7,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/JzhCapGcJmwk9I.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/8/22,chantal_o'brien,8,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/xen6sHldJEYsTd.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/9/22,chantal_o'brien,9,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/iam2ZTEAJVmcIj.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/10/22,chantal_o'brien,10,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/MS2K6qQz7CcRQB.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/11/22,chantal_o'brien,11,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/Juo2Ua444JENp1.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/12/22,chantal_o'brien,12,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/z8kManggd6flII.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/13/22,chantal_o'brien,13,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/CiTWdHY7sdBwxP.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/14/22,chantal_o'brien,14,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/JmQJuBfUyLBbRr.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/15/22,chantal_o'brien,15,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/MkAZTd56ueDmIP.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/16/22,chantal_o'brien,16,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/jFo21FMwR1RPNc.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/17/22,chantal_o'brien,17,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/1pUOZey2H49CiM.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/18/22,chantal_o'brien,18,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/z1ljGalIq8FH9g.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/19/22,chantal_o'brien,19,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/hXJjMn7vS6ykA8.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/20/22,chantal_o'brien,20,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/xtVxuGgBrSTiai.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/21/22,chantal_o'brien,21,22,jpg
2011,Chantal O'brien,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/0kPhHiRdWYZyfY.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/chantal_o'brien/2011/model/22/22,chantal_o'brien,22,22,jpg
2011,Cintia Dicker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/RMQW3YcHpnrKmy.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/cintia_dicker/2011/model/1/42,cintia_dicker,1,42,jpg
2011,Cintia Dicker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/3rcRsoBWsPdqq9.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/cintia_dicker/2011/model/2/42,cintia_dicker,2,42,jpg
2011,Cintia Dicker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/knXC9xiDWLUM9M.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/cintia_dicker/2011/model/3/42,cintia_dicker,3,42,jpg
2011,Cintia Dicker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/gwLjnxBfmMBemp.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/cintia_dicker/2011/model/4/42,cintia_dicker,4,42,jpg
2011,Cintia Dicker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/VcyFPVSZTAmzWG.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/cintia_dicker/2011/model/5/42,cintia_dicker,5,42,jpg
2011,Cintia Dicker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/Mfd2cymPvy4hKF.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/cintia_dicker/2011/model/6/42,cintia_dicker,6,42,jpg
2011,Cintia Dicker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/M75rj378ZZh3kT.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/cintia_dicker/2011/model/7/42,cintia_dicker,7,42,jpg
2011,Cintia Dicker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/11_swimsuit-party-new-york_19.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/cintia_dicker/2011/model/8/42,cintia_dicker,8,42,jpg
2011,Cintia Dicker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/3GkPwORYMEyIC2.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/cintia_dicker/2011/model/9/42,cintia_dicker,9,42,jpg
2011,Cintia Dicker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/zXILeODNRKV1tD.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/cintia_dicker/2011/model/10/42,cintia_dicker,10,42,jpg
2011,Cintia Dicker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/4eh7uSWrqyQCCO.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/cintia_dicker/2011/model/11/42,cintia_dicker,11,42,jpg
2011,Cintia Dicker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/VORUvkqa84xaOT.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/cintia_dicker/2011/model/12/42,cintia_dicker,12,42,jpg
2011,Cintia Dicker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/bIgfwOnrqJihI9.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/cintia_dicker/2011/model/13/42,cintia_dicker,13,42,jpg
2011,Cintia Dicker,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/tUXOtztpjkPrpN.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/cintia_dicker/2011/model/14/42,cintia_dicker,14,42,jpg
