Year,Model,Photo.Type,URL.Image,URL.Page,Model.ID,Photo,Models.Years.Photos,Image.Type
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/Adaora.gilbert.carrasquillo.filmmagic.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/1/31,adaora,1,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/QmTqamkpMtGDuMkNYLHjh.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/2/31,adaora,2,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/kfGXDqUAdQvEagCqYesVe.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/3/31,adaora,3,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/uLKxdUNbjWuoJoqJLbQBk.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/4/31,adaora,4,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/QUnFklPGupBvriIakfaru.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/5/31,adaora,5,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/SZjukrdHZPJpRzvvNkODd.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/6/31,adaora,6,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/eOcxkZVjCWibULFfirLeQ.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/7/31,adaora,7,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/jHArnvspnIEFXPKJQUuAp.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/8/31,adaora,8,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/AjVuwinGrAyKeVCXpaNeo.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/9/31,adaora,9,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/ymaHvFkWvJBuomNxUVRVT.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/10/31,adaora,10,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/GldPNAwLiOLROPpDVzXib.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/11/31,adaora,11,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/dVybizaAANteRNAaDGoyi.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/12/31,adaora,12,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/MYRjrHMUDxurRiUcpOAJE.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/13/31,adaora,13,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/NgZRpTwrUhjHsNNGoDCXv.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/14/31,adaora,14,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/rebzuDObNLBfHeNkgjcuE.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/15/31,adaora,15,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/KpHEYWYfNJsogMadgRgIt.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/16/31,adaora,16,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/zpOUdtxijINNDvCyXZQXT.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/17/31,adaora,17,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/BrOGlKeRodbkSfSBBGFgs.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/18/31,adaora,18,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/aMorekAuDkiAIFaYzuiaK.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/19/31,adaora,19,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/TbsfExJDESrkHtWyGfOPz.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/20/31,adaora,20,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/olhLrfNjcQZHlGRlAioTl.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/21/31,adaora,21,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/osbWHMGnPuWMreSXtoaad.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/22/31,adaora,22,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/LDxCtuEnaQCIbLstReuIG.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/23/31,adaora,23,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/oIDaJzFMbLAXjqmVbumXq.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/24/31,adaora,24,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/YWhElwxSBuOigmNxIFVQn.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/25/31,adaora,25,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/xAtuxmnfoVTenttAYcBAa.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/26/31,adaora,26,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/KsmkgyrrrijXjTTUsQkSm.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/27/31,adaora,27,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/fiIchKpyIggIZhgsmodVP.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/28/31,adaora,28,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/LEmyIlKkqOhijmZwZfHYX.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/29/31,adaora,29,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/pbDopgbXqQxMPvBUzoJJD.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/30/31,adaora,30,31,jpg
2012,Adaora,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/HuyldcZZjhMOleEjeunso.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/adaora/2012/model/31/31,adaora,31,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/hHQkEfumiJmaeePYvwIQt.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/1/31,alyssa_miller,1,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/LiqWvFTRJdmSeytrSYkoH.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/2/31,alyssa_miller,2,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/Alyssa-Miller.gilbert.carrasquillo.filmmagic.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/3/31,alyssa_miller,3,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/pWUOELMISiuFWDDWDVoXZ.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/4/31,alyssa_miller,4,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/AokUVwnJkDxmNZnBjEYCM.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/5/31,alyssa_miller,5,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/OAqWBCPgqyldsJsRCNwQG.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/6/31,alyssa_miller,6,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/FwUsYmIuFiDYPXpnkCnmu.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/7/31,alyssa_miller,7,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/NwHffbBxzLdygHYdevIyj.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/8/31,alyssa_miller,8,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/OOJSguuEoIKNOkbwuVmTY.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/9/31,alyssa_miller,9,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/EOLxsClwilBADgdCZkQJH.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/10/31,alyssa_miller,10,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/MZNacBuPyTNMuLGLDcdgG.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/11/31,alyssa_miller,11,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/oMqqRKMMEdztlfrMrIAFJ.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/12/31,alyssa_miller,12,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/vgNHOkFgFqEWxDrYmpFXP.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/13/31,alyssa_miller,13,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/rFsEHDPLImZNUvbawxQCR.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/14/31,alyssa_miller,14,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/NZJklcLwbOmZvUfvtEYkb.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/15/31,alyssa_miller,15,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/SitjCZphEANPoijWeMmoq.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/16/31,alyssa_miller,16,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/KKKCaLZTKCMCVxcjaSgLK.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/17/31,alyssa_miller,17,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/qDVISzriiujvlVIFJVksu.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/18/31,alyssa_miller,18,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/GWKrYJCDqWcrLTdKuItUC.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/19/31,alyssa_miller,19,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/GoiLbGyTSNnhVhbeLVpOL.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/20/31,alyssa_miller,20,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/ZGCYvPRzeYqgcRxRpsbPq.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/21/31,alyssa_miller,21,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/YrKTqeyzITTbEfjxcalWK.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/22/31,alyssa_miller,22,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/zqFemXTGbMNGWsxhXvXlS.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/23/31,alyssa_miller,23,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/FdVQauXCLCaGvDeimwFKN.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/24/31,alyssa_miller,24,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/OpLYmCfVOsqzgPQzCpjWg.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/25/31,alyssa_miller,25,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/PdCjOUNjUjbxuLEVGONyG.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/26/31,alyssa_miller,26,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/XOvLMMazUvKdleHwnKesC.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/27/31,alyssa_miller,27,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/vXqVYAZWbBBgTaqPJOpIt.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/28/31,alyssa_miller,28,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/xVGEqyPAzQJWwsnwkjobB.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/29/31,alyssa_miller,29,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/AOkUAnVlvEbOIAOokYAqf.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/30/31,alyssa_miller,30,31,jpg
2012,Alyssa Miller,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/yyuTQLZDkPpXeRVuZbtTc.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alyssa_miller/2012/model/31/31,alyssa_miller,31,31,jpg
2012,Alex Morgan,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/sQlYtxKjstqffFhllKteK.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alex_morgan/2012/model/1/10,alex_morgan,1,10,jpg
2012,Alex Morgan,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/VvwdbekZjVIeYUgGVoGHE.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alex_morgan/2012/model/2/10,alex_morgan,2,10,jpg
2012,Alex Morgan,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/iRTIXKKMOvhkxWrQJSgfs.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alex_morgan/2012/model/3/10,alex_morgan,3,10,jpg
2012,Alex Morgan,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/WSLMmbVssObwddSHonsgG.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alex_morgan/2012/model/4/10,alex_morgan,4,10,jpg
2012,Alex Morgan,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/UTfVodznBgdZQvDudQDZo.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alex_morgan/2012/model/5/10,alex_morgan,5,10,jpg
2012,Alex Morgan,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/KZKDFLfIpZByYsHpLZcCV.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alex_morgan/2012/model/6/10,alex_morgan,6,10,jpg
2012,Alex Morgan,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/RfWzXHjLNbCFRYYqAxTYo.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alex_morgan/2012/model/7/10,alex_morgan,7,10,jpg
2012,Alex Morgan,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/zEVgGHdWglVELKwSmQYHL.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alex_morgan/2012/model/8/10,alex_morgan,8,10,jpg
2012,Alex Morgan,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/uqZXOsEIkNcGryledunVg.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alex_morgan/2012/model/9/10,alex_morgan,9,10,jpg
2012,Alex Morgan,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/SnNCjKpPHJNOOXTOlPrqz.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/alex_morgan/2012/model/10/10,alex_morgan,10,10,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/YGEwxcGxKqSYoIMiSZGHi.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/1/29,anne_v,1,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/JYfjFbGCFpuqazFKxmKmY.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/2/29,anne_v,2,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/Anne-V.jim.spellman.wireimage.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/3/29,anne_v,3,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/GHtcDRccQTKUVlJfnWtTj.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/4/29,anne_v,4,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/NPRPlKtElvOxjUuXqhGnj.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/5/29,anne_v,5,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/oDyEeLTYDqvWbWsDWHCXr.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/6/29,anne_v,6,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/ODeOtbqmbGiWiSucjJOkA.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/7/29,anne_v,7,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/HXkqnqCaOYVqNDwauQnZG.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/8/29,anne_v,8,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/STlSIMKQJPoJOYbrsFyKl.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/9/29,anne_v,9,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/JAagjUQQJYFtrthabUPRG.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/10/29,anne_v,10,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/QWiWTwvTbEzPizDGjZWjV.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/11/29,anne_v,11,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/CHhrpzwGJMOhTfUXcCwVQ.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/12/29,anne_v,12,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/iAXtBytdklFuvHMgDAivs.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/13/29,anne_v,13,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/AQReyGysFyoHFDaediLrI.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/14/29,anne_v,14,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/zkCCGCFsteKCqMydsuDsR.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/15/29,anne_v,15,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/rrJUZkusuIhguCWUjrzdD.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/16/29,anne_v,16,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/HoAGiwUiVADiRUKnwyxOa.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/17/29,anne_v,17,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/aZNZKwqcWxLgSyZFpHGvv.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/18/29,anne_v,18,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/daCqizVRyRaDQhzwwLSRt.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/19/29,anne_v,19,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/BTCIWKRtruaocRINvcuHD.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/20/29,anne_v,20,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/ZOtfPvlXHBIOylwMIcrQs.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/21/29,anne_v,21,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/nurLecbrEOsgnhjytuRTC.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/22/29,anne_v,22,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/GtMlpZkELUhCuksWHHAAQ.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/23/29,anne_v,23,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/nppxwfrecexJEZjRvjovZ.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/24/29,anne_v,24,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/GJdYJoqytKFIrDprdTBPC.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/25/29,anne_v,25,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/VYGmLgbLCgHJtMyenuZBj.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/26/29,anne_v,26,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/aYNQEGBSHIKucEqVRTqOH.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/27/29,anne_v,27,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/rrFOEqTZUhMvyXwekHiGK.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/28/29,anne_v,28,29,jpg
2012,Anne V,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/XFpUxZlWSRtTGZmWekHqp.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2012/model/29/29,anne_v,29,29,jpg
2012,Ariel Meredith,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/oXeIFfCQtuTJUEiYMQZvK.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ariel_meredith/2012/model/1/50,ariel_meredith,1,50,jpg
2012,Ariel Meredith,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/sidPrBjvlhtFVIsgngjus.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ariel_meredith/2012/model/2/50,ariel_meredith,2,50,jpg
2012,Ariel Meredith,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/yPbCBrPHGIJZKObcKdbxT.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ariel_meredith/2012/model/3/50,ariel_meredith,3,50,jpg
2012,Ariel Meredith,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/AZnJmPsHpUlaISQcvzOGq.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ariel_meredith/2012/model/4/50,ariel_meredith,4,50,jpg
2012,Ariel Meredith,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/Ariel-Meredith.gilbert.carrasquillo.filmagic.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ariel_meredith/2012/model/5/50,ariel_meredith,5,50,jpg
2012,Ariel Meredith,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/QcwECAchOZcXGddNMHqNj.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ariel_meredith/2012/model/6/50,ariel_meredith,6,50,jpg
2012,Ariel Meredith,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/Ariel-Meredith.michael.loccisano.getty.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ariel_meredith/2012/model/7/50,ariel_meredith,7,50,jpg
2012,Ariel Meredith,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/yABawieGsqWgsEcnmTdRj.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ariel_meredith/2012/model/8/50,ariel_meredith,8,50,jpg
2012,Ariel Meredith,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/NbOEWfYSIiNHrrYeiJsTE.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ariel_meredith/2012/model/9/50,ariel_meredith,9,50,jpg
